
[00:00:00.000 --> 00:00:02.280]  上次我講關於祈禱
[00:00:02.280 --> 00:00:05.980]  想今天再講多關於這方面禱告的感受
[00:00:05.980 --> 00:00:08.400]  今天我們會看一幅很美麗的圖畫
[00:00:08.400 --> 00:00:12.740]  就是如何彼此之間互相的來來去去紀念
[00:00:12.740 --> 00:00:14.820]  特別是在困境當中
[00:00:14.820 --> 00:00:17.680]  因為禱告於是他們經歷到神的實在
[00:00:17.680 --> 00:00:19.180]  我很想告訴大家
[00:00:19.180 --> 00:00:21.100]  今天我們教會面對的
[00:00:21.100 --> 00:00:22.900]  其實有幾個很重要的挑戰
[00:00:22.900 --> 00:00:23.820]  第一
[00:00:23.820 --> 00:00:27.740]  就是7月9日晚我們的報道晚會
[00:00:27.740 --> 00:00:29.540]  我們已經宣傳了很久
[00:00:29.540 --> 00:00:32.260]  可能大家已經聽多了就麻木了
[00:00:32.260 --> 00:00:33.940]  兩個星期之後
[00:00:33.940 --> 00:00:36.660]  我們請到陳友來講見證
[00:00:36.660 --> 00:00:38.900]  第二部分就是
[00:00:38.900 --> 00:00:42.180]  我們教會會買自己的地方
[00:00:42.180 --> 00:00:46.100]  因為領展的租金不斷增加
[00:00:46.100 --> 00:00:48.020]  但我們至少在這一次裡面
[00:00:48.020 --> 00:00:49.820]  我們見到神已經為我們開路了
[00:00:49.820 --> 00:00:52.380]  因為大家為這件事來禱告
[00:00:52.380 --> 00:00:55.020]  這個是第二個我們的挑戰
[00:00:55.020 --> 00:00:55.940]  我稍後會講
[00:00:55.940 --> 00:00:59.500]  我期望大家一起為這個地方祈禱
[00:00:59.740 --> 00:01:01.140]  甚至你可以跟神說
[00:01:01.140 --> 00:01:02.020]  是很清晰的
[00:01:02.020 --> 00:01:03.780]  神如果不是你的心意
[00:01:03.780 --> 00:01:05.020]  你就難阻我們
[00:01:05.020 --> 00:01:06.180]  叫我們買不成
[00:01:06.180 --> 00:01:07.300]  這個是最好的
[00:01:07.300 --> 00:01:09.900]  無論是留歐還是脫歐
[00:01:09.900 --> 00:01:11.380]  我們都可以大家
[00:01:11.380 --> 00:01:12.580]  究竟買還是不買
[00:01:12.580 --> 00:01:14.020]  都是可以這樣跟神說
[00:01:14.020 --> 00:01:15.100]  由神來做事
[00:01:15.100 --> 00:01:18.020]  第三個程度的挑戰
[00:01:18.020 --> 00:01:19.540]  不得不承認也是一個挑戰
[00:01:19.540 --> 00:01:20.940]  就是10月
[00:01:20.940 --> 00:01:22.620]  就是31年堂年之後
[00:01:22.620 --> 00:01:23.940]  我就會離開美人堂
[00:01:23.940 --> 00:01:26.540]  我不會再做美人堂的堂主任
[00:01:26.540 --> 00:01:28.540]  當然我絕對的信任神
[00:01:28.540 --> 00:01:30.140]  祂自己的帶領和吳牧師
[00:01:30.140 --> 00:01:31.620]  但是我亦都很相信
[00:01:31.620 --> 00:01:33.500]  可能當中都會有一些的
[00:01:33.500 --> 00:01:35.820]  可能不同的變動也不一定
[00:01:35.820 --> 00:01:38.500]  但是其實在困難的裡面
[00:01:38.500 --> 00:01:39.740]  我們最重要的
[00:01:39.740 --> 00:01:42.180]  不只是去開會計劃
[00:01:42.180 --> 00:01:44.820]  而是我們要去祈禱
[00:01:44.820 --> 00:01:47.580]  原來透過禱告可以去經歷神
[00:01:47.580 --> 00:01:50.900]  可以來大陸去托住那個處境
[00:01:50.900 --> 00:01:52.660]  所以今天我會跟大家
[00:01:52.660 --> 00:01:54.100]  來大陸去看
[00:01:54.100 --> 00:01:55.740]  舊了一幅很美麗的圖畫
[00:01:55.740 --> 00:01:56.820]  上一次講到
[00:01:56.820 --> 00:01:59.180]  就是講到保羅要求我們去
[00:01:59.180 --> 00:02:00.660]  為眾聖徒
[00:02:00.660 --> 00:02:01.940]  來大陸去禱告
[00:02:01.940 --> 00:02:03.060]  也都為祂祈禱
[00:02:03.060 --> 00:02:04.420]  今天我們看到
[00:02:04.420 --> 00:02:06.340]  舊約裡面一次的戰爭
[00:02:06.340 --> 00:02:09.540]  是給我們看到這個的配合是怎樣
[00:02:09.540 --> 00:02:10.980]  我們先一起來大陸去讀
[00:02:10.980 --> 00:02:12.660]  《出拉及記》第十七章
[00:02:12.660 --> 00:02:14.460]  第八到第十六節
[00:02:14.460 --> 00:02:15.780]  第八到第十六節
[00:02:15.780 --> 00:02:17.060]  我們一起來大陸去讀出
[00:02:26.820 --> 00:02:28.820]  (大陸語)
[00:02:57.100 --> 00:02:58.980]  他們就搬石頭來
[00:02:58.980 --> 00:03:00.740]  放在他耳下
[00:03:00.740 --> 00:03:02.900]  他就坐在上面
[00:03:02.900 --> 00:03:04.820]  阿倫王護領
[00:03:04.820 --> 00:03:07.780]  一個在這邊
[00:03:07.780 --> 00:03:09.300]  一個在那邊
[00:03:09.300 --> 00:03:11.260]  他的手就穩住
[00:03:11.260 --> 00:03:13.300]  直到日落的時候
[00:03:13.300 --> 00:03:15.540]  約書亞用刀殺了
[00:03:15.540 --> 00:03:17.940]  瑪瑪力王和他的百姓
[00:03:17.940 --> 00:03:20.020]  耶和華對摩西說
[00:03:20.020 --> 00:03:22.580]  我要將阿瑪力的名號
[00:03:22.580 --> 00:03:24.940]  從天下傳言圖沒了
[00:03:25.300 --> 00:03:28.700]  你要將這話寫在書上作紀念
[00:03:28.700 --> 00:03:29.820]  又記
[00:03:29.820 --> 00:03:33.300]  摩西捉了一座壇
[00:03:33.300 --> 00:03:35.700]  起名叫耶和華離西
[00:03:35.700 --> 00:03:36.580]  又說
[00:03:36.580 --> 00:03:38.740]  耶和華已經起了誓
[00:03:38.740 --> 00:03:42.020]  必世世代代和阿瑪力人爭戰
[00:03:42.020 --> 00:03:44.620]  其實今天我們每一個人的人生經歷
[00:03:44.620 --> 00:03:47.260]  都會面對更大的挑戰
[00:03:47.260 --> 00:03:50.180]  以色列人第一場的戰爭
[00:03:50.180 --> 00:03:52.180]  絕對不是過紅海的戰爭
[00:03:52.180 --> 00:03:54.060]  剛才我們所讀那段的經文
[00:03:54.060 --> 00:03:57.500]  就是以色列人第一次正式的戰爭
[00:03:57.500 --> 00:03:58.980]  如果我們熟悉聖經
[00:03:58.980 --> 00:04:00.020]  都知道當日
[00:04:00.020 --> 00:04:01.980]  他們要離開埃及的時候
[00:04:01.980 --> 00:04:02.980]  他們過紅海
[00:04:02.980 --> 00:04:04.380]  但是他們沒有打過仗
[00:04:04.380 --> 00:04:07.700]  是摩西拿著仗打到紅海的水
[00:04:07.700 --> 00:04:09.500]  紅海的水分開了
[00:04:09.500 --> 00:04:12.140]  於是以色列人就過了紅海
[00:04:12.140 --> 00:04:15.900]  後來埃及的軍兵來追殺他們的時候
[00:04:15.900 --> 00:04:18.540]  後來摩西再也過了海之後
[00:04:18.540 --> 00:04:20.780]  就再用仗打到水那裡
[00:04:20.780 --> 00:04:22.500]  水就來復合
[00:04:22.700 --> 00:04:26.180]  於是就淹死了這些埃及的軍兵
[00:04:26.180 --> 00:04:28.660]  所以以色列人從來沒有打過仗
[00:04:28.660 --> 00:04:31.060]  這一次的尼菲丁的戰役
[00:04:31.060 --> 00:04:33.260]  就是他們第一次的戰爭
[00:04:33.260 --> 00:04:35.300]  大家會想一想
[00:04:35.300 --> 00:04:38.020]  為什麼神不用他的神蹟
[00:04:38.020 --> 00:04:42.140]  來帶去叫阿瑪力人來帶去得到殲滅呢?
[00:04:42.140 --> 00:04:44.820]  我相信神用氣一吹的時候
[00:04:44.820 --> 00:04:47.460]  這群人就可以立刻歸於無尤
[00:04:47.460 --> 00:04:49.700]  為什麼要他們去打仗?
[00:04:50.300 --> 00:04:54.540]  原來我們都知道人是需要不斷地進步的
[00:04:54.540 --> 00:04:58.380]  神絕對不希望我們原地踏步
[00:04:58.380 --> 00:05:01.460]  祂很希望我們能夠有不同的經歷
[00:05:01.460 --> 00:05:03.500]  於是有不同的擴展
[00:05:03.500 --> 00:05:07.660]  神更加不期望、不希望我們會退步
[00:05:07.660 --> 00:05:11.060]  原來我們人生經歷了一次考驗
[00:05:11.060 --> 00:05:12.100]  成功了之後
[00:05:12.100 --> 00:05:14.780]  接著的考驗是會更大
[00:05:14.780 --> 00:05:17.300]  是讓我們一關一關地過
[00:05:17.300 --> 00:05:20.180]  以致我們可以更加地成長
[00:05:20.740 --> 00:05:22.100]  很簡單舉個例子
[00:05:22.100 --> 00:05:25.020]  幼稚園的功課不會很深
[00:05:25.020 --> 00:05:29.260]  但是小學的功課一定比幼稚園的功課深
[00:05:29.260 --> 00:05:36.100]  但是中學的功課一定比小學的功課艱辛很多
