
[00:00:00.000 --> 00:00:05.640]  活在當下求思邑平康
[00:00:05.640 --> 00:00:12.160]  活在當下求神賜這個城平安
[00:00:12.160 --> 00:00:14.720]  香港的情況仍然是不穩定
[00:00:14.720 --> 00:00:17.680]  人的內心惶恐不安
[00:00:17.680 --> 00:00:20.000]  當我們見面要聊天的時候
[00:00:20.000 --> 00:00:22.200]  都不知道要聊什麼好
[00:00:22.200 --> 00:00:25.560]  有些時候大家甚至是要避免
[00:00:25.560 --> 00:00:28.080]  談及敏感的問題
[00:00:28.080 --> 00:00:30.760]  尤其是香港的政治問題
[00:00:30.760 --> 00:00:33.360]  以免大家更加龜顛
[00:00:33.360 --> 00:00:35.160]  更加的決裂
[00:00:35.160 --> 00:00:39.520]  這樣就會破壞親情、相愛、友情
[00:00:39.520 --> 00:00:41.640]  破壞工作的關係
[00:00:41.640 --> 00:00:45.680]  甚至帶來互相指罵的狀況
[00:00:45.680 --> 00:00:48.520]  這個是不是你們見到的情況
[00:00:48.520 --> 00:00:50.520]  是不是你們的情況
[00:00:50.520 --> 00:00:53.680]  這個是不是你們的心情
[00:00:53.680 --> 00:00:57.400]  我記得在8月18日
[00:00:57.400 --> 00:01:00.720]  在城鎮加崇拜之後
[00:01:00.720 --> 00:01:04.760]  Virginia姊妹跟我很親切的
[00:01:04.760 --> 00:01:09.440]  就在禮堂的最後一張椅子裡
[00:01:09.440 --> 00:01:11.440]  短暫的交談
[00:01:11.440 --> 00:01:14.440]  我是第一次認識她
[00:01:14.440 --> 00:01:16.360]  在閒談當中
[00:01:16.360 --> 00:01:18.080]  她很有禮貌
[00:01:18.080 --> 00:01:20.440]  但似乎好像有點不太好意思
[00:01:20.440 --> 00:01:25.720]  問我對當下香港的情況怎麼看
[00:01:25.720 --> 00:01:28.480]  我就問她我在港台那裡
[00:01:28.480 --> 00:01:30.200]  分享信息的時候
[00:01:30.200 --> 00:01:34.400]  你看不看到我的政治傾向
[00:01:34.400 --> 00:01:35.920]  她回答說
[00:01:35.920 --> 00:01:38.840]  我看不見你政治的傾向
[00:01:38.840 --> 00:01:40.120]  我說是的
[00:01:40.120 --> 00:01:44.840]  因為我主要是宣講信仰的原則
[00:01:44.840 --> 00:01:46.440]  接著她就問我
[00:01:46.440 --> 00:01:49.400]  基督徒可不可以發聲
[00:01:49.400 --> 00:01:52.840]  我就跟她說作為公民、市民
[00:01:52.840 --> 00:01:54.040]  作為一個基督徒
[00:01:54.040 --> 00:01:55.960]  你當然可以發聲
[00:01:55.960 --> 00:01:57.280]  不過作為一個基督徒
[00:01:57.280 --> 00:01:58.240]  作為公民
[00:01:58.240 --> 00:02:02.160]  你知道你發聲的範圍和準則
[00:02:02.160 --> 00:02:04.200]  有多少你可以說
[00:02:04.200 --> 00:02:06.320]  有多少你不可以說
[00:02:06.320 --> 00:02:08.280]  有多少可以做
[00:02:08.280 --> 00:02:11.680]  有多少你不可以做
[00:02:11.680 --> 00:02:13.080]  在9月14日
[00:02:13.080 --> 00:02:16.920]  在一個午餐當中
[00:02:16.920 --> 00:02:21.360]  有一位退休的警察先生坐在我右邊
[00:02:21.360 --> 00:02:24.320]  這是我三個月以來第一次
[00:02:24.320 --> 00:02:27.240]  可以近距離跟警察先生交談
[00:02:27.240 --> 00:02:30.360]  這位基督徒是一個弟兄
[00:02:30.360 --> 00:02:32.280]  我就訪問他
[00:02:32.280 --> 00:02:36.680]  我們就談談一些新聞的故事
[00:02:36.680 --> 00:02:39.880]  他跟我說解太子站的情況
[00:02:39.880 --> 00:02:43.400]  我又跟他說元朗站的情況
[00:02:43.400 --> 00:02:47.000]  我問為什麼警察這麼遲不出現
[00:02:47.000 --> 00:02:50.520]  他就很誠懇說了原因給我聽
[00:02:50.520 --> 00:02:52.400]  我是帶著同理心去聽的
[00:02:52.400 --> 00:02:53.440]  我真是想聽
[00:02:53.440 --> 00:02:54.880]  我想知道
[00:02:54.880 --> 00:02:57.160]  在交談當中他很高興
[00:02:57.160 --> 00:02:59.120]  因為似乎很久
[00:02:59.120 --> 00:03:01.800]  在教會是不准談這些的
[00:03:01.800 --> 00:03:03.040]  沒有人跟他談
[00:03:03.040 --> 00:03:06.000]  其實警察是很尷尬
[00:03:06.000 --> 00:03:08.040]  他很開心
[00:03:08.040 --> 00:03:08.800]  我聽完之後
[00:03:08.800 --> 00:03:09.920]  我又明白多了
[00:03:09.920 --> 00:03:10.880]  但隔了幾天之後
[00:03:10.880 --> 00:03:12.960]  我又再沉澱一下
[00:03:12.960 --> 00:03:15.960]  我還有些地方不是很明白
[00:03:15.960 --> 00:03:17.520]  在10月初
[00:03:17.520 --> 00:03:21.440]  我去到一間相熟的教會去講道
[00:03:21.440 --> 00:03:27.000]  在禮拜六的黃昏崇拜的時候
[00:03:27.000 --> 00:03:29.720]  我看到大家很肅默
[00:03:29.720 --> 00:03:32.400]  大家的心是在哀悼
[00:03:32.400 --> 00:03:33.480]  講完道之後
[00:03:33.480 --> 00:03:37.680]  教會的牧者和執事請我吃飯
[00:03:37.680 --> 00:03:38.760]  吃飯的時候
[00:03:38.760 --> 00:03:40.560]  我坐下來不夠五分鐘
[00:03:40.560 --> 00:03:41.720]  捱了五分鐘左右
[00:03:41.720 --> 00:03:43.440]  因為我跟他們很熟
[00:03:43.440 --> 00:03:46.720]  我就跟他們玩一玩
[00:03:46.720 --> 00:03:50.680]  我想他們對我仍然是很印象的
[00:03:50.680 --> 00:03:51.360]  扣分給我
[00:03:51.360 --> 00:03:53.280]  扣一點點
[00:03:53.280 --> 00:03:54.360]  於是我跟他們玩一玩
[00:03:54.360 --> 00:03:56.280]  我說
[00:03:56.280 --> 00:03:58.360]  你們當中
[00:03:58.360 --> 00:04:02.120]  有沒有顏色的區分?
[00:04:02.120 --> 00:04:04.240]  他們當然很驚訝
[00:04:04.240 --> 00:04:06.440]  為什麼牧師會跟我這樣談
[00:04:06.440 --> 00:04:07.640]  但是我猜想
[00:04:07.640 --> 00:04:12.080]  因為我看到他們好像很多事情不能說
[00:04:12.080 --> 00:04:13.600]  這麼好的弟兄姊妹們
[00:04:13.600 --> 00:04:15.240]  一同長大
[00:04:15.240 --> 00:04:17.800]  所以我想在當中協調一下
[00:04:17.800 --> 00:04:19.360]  因為他對我信任
[00:04:19.360 --> 00:04:21.120]  就協調一下
[00:04:21.120 --> 00:04:24.280]  幫助大家打開話夾子去交談
[00:04:24.280 --> 00:04:26.480]  開頭的時候大家都很謹慎
[00:04:26.480 --> 00:04:29.840]  但談著談著就比較暢順
[00:04:29.840 --> 00:04:32.040]  同樣在神學院當中
[00:04:32.040 --> 00:04:34.920]  我們都學習這樣的交談方式
[00:04:34.920 --> 00:04:36.480]  我們又不會故意去講
[00:04:36.480 --> 00:04:38.920]  又不會故意不去講
[00:04:38.920 --> 00:04:40.840]  我們可以分享不同的觀點
[00:04:40.840 --> 00:04:42.560]  不過一直以來
[00:04:42.560 --> 00:04:44.440]  這麼多年我們都學習
[00:04:44.440 --> 00:04:47.360]  要對人尊重
[00:04:47.360 --> 00:04:49.640]  留心去聽
[00:04:49.640 --> 00:04:51.920]  說話要溫和
[00:04:51.920 --> 00:04:53.440]  要謙揚
[00:04:53.440 --> 00:04:54.880]  所以我們的神學院
[00:04:54.880 --> 00:04:58.560]  仍然是可以有多樣性的
[00:04:58.560 --> 00:05:00.560]  但我們仍然合一
[00:05:00.560 --> 00:05:02.960]  我們在神的話語方面合一
[00:05:02.960 --> 00:05:03.840]  不明白的地方
[00:05:03.840 --> 00:05:06.960]  我們繼續一起去明白
[00:05:06.960 --> 00:05:11.120]  這就是我們面對當下局面
[00:05:11.120 --> 00:05:13.120]  的一種生活態度
[00:05:13.120 --> 00:05:16.720]  不至於驚惶失措
[00:05:16.720 --> 00:05:20.680]  不至於互相攻堅
[00:05:20.680 --> 00:05:21.960]  或者你聽到這裡的時候
[00:05:21.960 --> 00:05:23.520]  你心裡都會有點擔心
[00:05:23.520 --> 00:05:28.120]  牧師,你這樣做很危險的
[00:05:28.120 --> 00:05:30.360]  你以為你每次打開話夾子
[00:05:30.360 --> 00:05:31.320]  真的可以嗎?
[00:05:31.320 --> 00:05:33.720]  收不到課怎麼辦?
[00:05:33.720 --> 00:05:35.400]  但我會說
[00:05:35.400 --> 00:05:38.400]  我們必須要面對
[00:05:38.400 --> 00:05:40.960]  這個是我們要面對的
[00:05:40.960 --> 00:05:42.680]  正如我們生命種種的問題
[00:05:42.680 --> 00:05:44.320]  我們要面對的
[00:05:44.320 --> 00:05:46.680]  香港的情況我們要面對
[00:05:46.680 --> 00:05:50.120]  這是一種生活的態度
[00:05:50.120 --> 00:05:51.520]  在前幾天
[00:05:51.520 --> 00:05:54.800]  我和一間神學院的領導見面
[00:05:54.800 --> 00:05:55.880]  當然你們不用猜了
[00:05:55.880 --> 00:05:57.280]  哪間神學院
[00:05:57.280 --> 00:05:57.880]  不用猜
[00:05:57.880 --> 00:05:58.680]  千萬不要猜
[00:05:58.680 --> 00:06:00.360]  不需要猜
[00:06:00.360 --> 00:06:04.360]  我們都談教會的狀態
[00:06:04.360 --> 00:06:06.680]  社會的狀態
[00:06:06.680 --> 00:06:07.640]  眾所周知
[00:06:07.640 --> 00:06:09.680]  這間神學院的表達方式
[00:06:09.680 --> 00:06:12.200]  相對比較激烈
[00:06:12.200 --> 00:06:13.920]  但很坦白地跟我聊天
[00:06:13.920 --> 00:06:15.560]  就說
[00:06:15.560 --> 00:06:21.560]  這間應該要注入更多信仰的元素
[00:06:21.560 --> 00:06:24.560]  要多點說寬恕
[00:06:24.560 --> 00:06:27.400]  要多點說忍耐
[00:06:27.400 --> 00:06:30.800]  要多點說耶利利書二十九章
[00:06:30.800 --> 00:06:33.760]  那種生活的態度
[00:06:33.760 --> 00:06:36.480]  我跟著就跟他說
[00:06:36.480 --> 00:06:38.960]  在這個禮拜六和禮拜日
[00:06:38.960 --> 00:06:42.800]  我將會在九龍城浸信會
[00:06:42.800 --> 00:06:47.880]  我會說耶利利書二十九章一至十四節
[00:06:47.880 --> 00:06:50.440]  所以今午我和大家分享
[00:06:50.440 --> 00:06:54.360]  耶利利書二十九章一至十四節
[00:06:54.360 --> 00:06:59.080]  我們一起談活在當下的態度
[00:06:59.080 --> 00:07:01.880]  我們同心禱告
[00:07:01.880 --> 00:07:03.600]  親愛的主在這段時間
[00:07:03.600 --> 00:07:06.000]  我們真的要多讀聖經
[00:07:06.000 --> 00:07:07.200]  要多禱告
[00:07:07.200 --> 00:07:10.320]  在今天的早上到如今
[00:07:10.320 --> 00:07:12.320]  我們在你面前分神的禱告
[00:07:12.320 --> 00:07:13.800]  我們讚美你
[00:07:13.800 --> 00:07:15.920]  我們唱美好的詩歌
[00:07:15.920 --> 00:07:18.120]  如今我們一起讀聖經
[00:07:18.120 --> 00:07:22.120]  求你的話語進入我們每個弟兄姊妹的心裡面
[00:07:22.120 --> 00:07:24.040]  叫我們能夠安定
[00:07:24.040 --> 00:07:28.360]  以致我們能夠一同安定這個社會
[00:07:28.360 --> 00:07:30.320]  主啊,求你憐憫我們
[00:07:30.320 --> 00:07:33.080]  讓我們能夠在你裡面
[00:07:33.080 --> 00:07:36.360]  經歷這個平安的奧悲
[00:07:36.360 --> 00:07:38.280]  主啊,我們仰望你
[00:07:38.280 --> 00:07:39.520]  我們的祈禱
[00:07:39.520 --> 00:07:41.880]  是奉主耶穌基督的名字求
[00:07:41.880 --> 00:07:44.680]  含慰
[00:07:44.680 --> 00:07:46.720]  在今天的崇拜
[00:07:46.720 --> 00:07:48.520]  我們會多讀聖經
[00:07:48.520 --> 00:07:51.960]  一會兒我會請你們再讀聖經
[00:07:51.960 --> 00:07:54.040]  其實在這四個月這麼不容易
[00:07:54.040 --> 00:07:56.160]  我們應該要多些祈禱
