
[00:00:00.000 --> 00:00:05.000]  好,欣賞過上帝創造的大自然美色
[00:00:05.000 --> 00:00:09.000]  我們回想起今天的詩篇
[00:00:09.000 --> 00:00:11.000]  一一五篇第十六節就說到
[00:00:11.000 --> 00:00:13.000]  天就歸屬於上主
[00:00:13.000 --> 00:00:17.000]  但是他就將地賜了給人類
[00:00:17.000 --> 00:00:20.000]  詩人在結束的時候也鼓勵我們說
[00:00:20.000 --> 00:00:23.000]  但是我們活著的人要感謝他
[00:00:23.000 --> 00:00:25.000]  從現在直到永遠
[00:00:25.000 --> 00:00:27.000]  要讚美上主
[00:00:27.000 --> 00:00:29.000]  欣賞大自然的美景
[00:00:29.000 --> 00:00:32.000]  幫助我們去感謝讚美上主的大能
[00:00:32.000 --> 00:00:35.000]  和祂賜給我們的恩典
[00:00:35.000 --> 00:00:39.000]  今天我們來思想馬可福音的經文
[00:00:39.000 --> 00:00:42.000]  我們先一起祈禱
[00:00:42.000 --> 00:00:46.000]  親愛的天父感謝祢造了這個世界
[00:00:46.000 --> 00:00:49.000]  將地賜給人類生活和享用
[00:00:49.000 --> 00:00:51.000]  祢給了我們生命
[00:00:51.000 --> 00:00:55.000]  更加借助主耶穌將永生賜給我們
[00:00:55.000 --> 00:00:57.000]  求祢幫助我們為主而活
[00:00:57.000 --> 00:01:00.000]  更加會為主多作美事
[00:01:00.000 --> 00:01:02.000]  奉耶穌基督的名祈禱
[00:01:02.000 --> 00:01:04.000]  阿們
[00:01:04.000 --> 00:01:06.000]  今天馬可福音的經文
[00:01:06.000 --> 00:01:10.000]  是有關一個女人為耶穌做了一件事
[00:01:10.000 --> 00:01:13.000]  在十四章一節就提到
[00:01:13.000 --> 00:01:16.000]  祭司長和經學教師
[00:01:16.000 --> 00:01:19.000]  因為他們是陰謀
[00:01:19.000 --> 00:01:22.000]  要秘密逮捕耶穌
[00:01:22.000 --> 00:01:24.000]  把他處死
[00:01:24.000 --> 00:01:27.000]  這個經文讓我們了解到
[00:01:27.000 --> 00:01:29.000]  在十四章八節
[00:01:29.000 --> 00:01:31.000]  耶穌說
[00:01:31.000 --> 00:01:35.000]  為我的埋葬先做準備
[00:01:35.000 --> 00:01:39.000]  因為耶穌會被陰謀逮捕
[00:01:39.000 --> 00:01:41.000]  然後處死
[00:01:41.000 --> 00:01:43.000]  所以耶穌說
[00:01:43.000 --> 00:01:45.000]  這個女人所做的事
[00:01:45.000 --> 00:01:48.000]  是為我的埋葬先做準備
[00:01:48.000 --> 00:01:50.000]  在十四章三節到九節
[00:01:50.000 --> 00:01:52.000]  就提到這個女人
[00:01:52.000 --> 00:01:54.000]  在一些人的面前
[00:01:54.000 --> 00:01:56.000]  這個不是秘密做的
[00:01:56.000 --> 00:01:57.000]  在一些人的面前
[00:01:57.000 --> 00:02:01.000]  把香油膏倒在耶穌的頭上
[00:02:01.000 --> 00:02:03.000]  整段的經文
[00:02:03.000 --> 00:02:06.000]  沒有提到這個女人究竟叫什麼名字
[00:02:06.000 --> 00:02:08.000]  不過如果我們參考
[00:02:08.000 --> 00:02:11.000]  《約翰福音》第十二章一到八節
[00:02:11.000 --> 00:02:13.000]  那裡有一個女人
[00:02:13.000 --> 00:02:15.000]  叫瑪利亞
[00:02:15.000 --> 00:02:18.000]  是拉薩路的姐姐
[00:02:18.000 --> 00:02:23.000]  也是把香油膏倒在耶穌的頭上
[00:02:23.000 --> 00:02:25.000]  我們可能會以為
[00:02:25.000 --> 00:02:28.000]  這兩件事件是同樣一件事
[00:02:28.000 --> 00:02:30.000]  所以這個女人是瑪利亞
[00:02:30.000 --> 00:02:33.000]  但當我比較這兩個不同的記載
[00:02:33.000 --> 00:02:34.000]  一個在馬可福音
[00:02:34.000 --> 00:02:36.000]  一個在《約翰福音》的時候
[00:02:36.000 --> 00:02:41.000]  就發覺裡面有些細節是不同的
[00:02:41.000 --> 00:02:44.000]  他們發生的地點
[00:02:44.000 --> 00:02:46.000]  都是在伯大利
[00:02:46.000 --> 00:02:49.000]  不過在不同的家裡面
[00:02:49.000 --> 00:02:51.000]  《約翰福音》的記載
[00:02:51.000 --> 00:02:53.000]  就說當時耶穌是在
[00:02:53.000 --> 00:02:56.000]  馬大和瑪利亞的家
[00:02:56.000 --> 00:02:58.000]  今天這段經文的記載
[00:02:58.000 --> 00:03:05.000]  就說耶穌是在患麻風病的西門的家
[00:03:05.000 --> 00:03:09.000]  因此這兩本福音書記載的事件
[00:03:09.000 --> 00:03:12.000]  應該是兩件不同的事件
[00:03:12.000 --> 00:03:14.000]  在馬可福音記載的女人
[00:03:14.000 --> 00:03:19.000]  有可能是瑪利亞的姐姐
[00:03:19.000 --> 00:03:20.000]  瑪大
[00:03:20.000 --> 00:03:23.000]  瑪大把香油倒在耶穌的頭上
[00:03:23.000 --> 00:03:27.000]  後來做妹的不肯執輸
[00:03:27.000 --> 00:03:28.000]  有養學養
[00:03:28.000 --> 00:03:33.000]  瑪利亞也把香油膏倒在耶穌的腳上
[00:03:33.000 --> 00:03:35.000]  倒的位置也不同
[00:03:35.000 --> 00:03:37.000]  一個倒在頭一個倒在腳
[00:03:37.000 --> 00:03:39.000]  無論如何我們知道
[00:03:39.000 --> 00:03:42.000]  人的行為是會有感染力的
[00:03:42.000 --> 00:03:45.000]  在猶太人的習俗裡面
[00:03:45.000 --> 00:03:49.000]  和很多其他民族都是一樣
[00:03:49.000 --> 00:03:52.000]  當一個少女出嫁的時候
[00:03:52.000 --> 00:03:57.000]  一定是扮得很漂亮的
[00:03:57.000 --> 00:04:05.000]  還有猶太人會塗一些很香的香水
[00:04:05.000 --> 00:04:08.000]  這種香水就是第三節
[00:04:08.000 --> 00:04:10.000]  今天的經文第三節提到的
[00:04:10.000 --> 00:04:13.000]  純拿達香油膏
[00:04:13.000 --> 00:04:17.000]  這種香油膏一般來說
[00:04:17.000 --> 00:04:21.000]  要花上普通的平民幾年的時間
[00:04:21.000 --> 00:04:26.000]  才可以儲蓄到足夠的金錢去買
[00:04:26.000 --> 00:04:32.000]  經文也提到值300個銀子
[00:04:32.000 --> 00:04:37.000]  而這個女人竟然把自己出嫁的時候
[00:04:37.000 --> 00:04:41.000]  要用的香油膏獻給耶穌
[00:04:41.000 --> 00:04:46.000]  可見她是一位非常非常愛主的人
[00:04:46.000 --> 00:04:53.000]  她用自己最好的東西去向耶穌感恩
[00:04:53.000 --> 00:05:01.000]  但當時的人不單沒有欣賞她的慷慨奉獻
[00:05:01.000 --> 00:05:03.000]  第四節告訴我們
[00:05:03.000 --> 00:05:10.000]  他們的情緒反應是狠不高興
[00:05:10.000 --> 00:05:14.000]  然後還摒她
[00:05:14.000 --> 00:05:16.000]  粵語有些字的說法
[00:05:16.000 --> 00:05:20.000]  其實是由英文翻譯過來的
[00:05:20.000 --> 00:05:23.000]  我研究過為什麼叫摒她
[00:05:23.000 --> 00:05:25.000]  原來摒其實是英文
[00:05:25.000 --> 00:05:28.000]  Blame her
[00:05:28.000 --> 00:05:30.000]  就變成了摒她
[00:05:30.000 --> 00:05:33.000]  中文有個字叫Fluke
[00:05:33.000 --> 00:05:35.000]  原來是英文的Fluke
[00:05:35.000 --> 00:05:37.000]  音譯出來的
[00:05:37.000 --> 00:05:41.000]  所以粵語就是這樣的一種語言
[00:05:41.000 --> 00:05:44.000]  又收一下其他的語言
[00:05:44.000 --> 00:05:48.000]  Fluke其實是一個人沒有真材實學的
[00:05:48.000 --> 00:05:52.000]  是靠運氣而得到好結果
[00:05:52.000 --> 00:05:54.000]  那些人責備這個女人
[00:05:54.000 --> 00:05:58.000]  說她這樣浪費香油膏有什麼意思
[00:05:58.000 --> 00:06:01.000]  拿這些錢來周濟窮人
[00:06:01.000 --> 00:06:05.000]  不是更好嗎
[00:06:05.000 --> 00:06:07.000]  有這種反應的人
[00:06:07.000 --> 00:06:10.000]  大概不是很愛主耶穌的人
[00:06:10.000 --> 00:06:13.000]  我不知道大家有沒有經歷過
[00:06:13.000 --> 00:06:15.000]  當我們信耶穌的時候
[00:06:15.000 --> 00:06:18.000]  如果我們奉獻錢給教會
[00:06:18.000 --> 00:06:20.000]  對一些不信主的父母
[00:06:20.000 --> 00:06:22.000]  如果他們知道的話
[00:06:22.000 --> 00:06:25.000]  一定會說我們浪費錢
[00:06:25.000 --> 00:06:27.000]  拿錢去教會
[00:06:27.000 --> 00:06:32.000]  從前曾經有一位女士來過我們教會
[00:06:32.000 --> 00:06:34.000]  她一知道
[00:06:34.000 --> 00:06:38.000]  信耶穌要奉獻十分之一的收入給教會的時候
[00:06:38.000 --> 00:06:40.000]  她從此不來了
[00:06:40.000 --> 00:06:42.000]  從此不來了
[00:06:42.000 --> 00:06:45.000]  不認識耶穌
[00:06:45.000 --> 00:06:47.000]  不愛耶穌的人
[00:06:47.000 --> 00:06:53.000]  是不會慷慨奉獻來支持教會的工作
[00:06:53.000 --> 00:06:58.000]  但是對一位真正愛耶穌的人來說
[00:06:58.000 --> 00:07:04.000]  奉獻十分之一不算慷慨
[00:07:04.000 --> 00:07:07.000]  從前有一位很知名的基督徒
[00:07:07.000 --> 00:07:09.000]  叫林思齊博士
[00:07:09.000 --> 00:07:14.000]  他曾經在加拿大的卑詩省做過省長
[00:07:14.000 --> 00:07:15.000]  我們最近去加拿大
[00:07:15.000 --> 00:07:16.000]  就是那個省
[00:07:16.000 --> 00:07:18.000]  其實是British Columbia
[00:07:18.000 --> 00:07:20.000]  簡稱就是卑詩省
[00:07:20.000 --> 00:07:24.000]  中文也叫卑詩省
[00:07:24.000 --> 00:07:27.000]  他做過卑詩省的省長
[00:07:27.000 --> 00:07:31.000]  想想一位香港長大的華人
[00:07:31.000 --> 00:07:34.000]  能夠在西方社會裡面
[00:07:34.000 --> 00:07:37.000]  被任命為省長
[00:07:37.000 --> 00:07:41.000]  他當然是一位傑出的人士
[00:07:41.000 --> 00:07:45.000]  其實他是一位很慷慨奉獻的人
[00:07:45.000 --> 00:07:50.000]  在加拿大他捐了很多錢出來
[00:07:50.000 --> 00:07:53.000]  去做公益的事業
[00:07:53.000 --> 00:07:58.000]  所以才會被英女皇委任為省長
[00:07:58.000 --> 00:08:02.000]  而他描寫自己奉獻的標準是怎樣呢
[00:08:02.000 --> 00:08:07.000]  他說我奉獻到自己都覺得肉痛
[00:08:07.000 --> 00:08:09.000]  是大數額的奉獻
[00:08:09.000 --> 00:08:12.000]  不像有些人拿十元八塊出來都覺得肉痛
[00:08:12.000 --> 00:08:14.000]  不是那種肉痛
[00:08:14.000 --> 00:08:16.000]  真是奉獻很多
[00:08:16.000 --> 00:08:18.000]  奉獻到自己都覺得肉痛
[00:08:18.000 --> 00:08:20.000]  美國的華利克牧師
[00:08:20.000 --> 00:08:22.000]  自從他寫的書
[00:08:22.000 --> 00:08:25.000]  《標竿人生》一紙風雲之後
[00:08:25.000 --> 00:08:27.000]  他將他的收入
[00:08:27.000 --> 00:08:31.000]  十分之九拿出來奉獻
[00:08:31.000 --> 00:08:35.000]  這些是真正的慷慨
[00:08:35.000 --> 00:08:37.000]  只是奉獻十分之一
[00:08:37.000 --> 00:08:39.000]  不算是慷慨
[00:08:39.000 --> 00:08:44.000]  只不過是盡了基督徒的基本責任
[00:08:44.000 --> 00:08:46.000]  由於這個女人被人罵
[00:08:46.000 --> 00:08:50.000]  主耶穌開口為她解圍
[00:08:50.000 --> 00:08:52.000]  更加讚賞她
[00:08:52.000 --> 00:08:59.000]  說她為我做了一件美好的事
[00:08:59.000 --> 00:09:01.000]  為什麼是美好呢
[00:09:01.000 --> 00:09:04.000]  因為她是為了耶穌的埋葬
[00:09:04.000 --> 00:09:06.000]  才做好準備
[00:09:06.000 --> 00:09:09.000]  主耶穌這次去到耶路撒冷
[00:09:09.000 --> 00:09:11.000]  是要受死的
[00:09:11.000 --> 00:09:15.000]  這件事祂只是跟門徒說過
[00:09:15.000 --> 00:09:19.000]  聖經似乎記載到
[00:09:19.000 --> 00:09:21.000]  祂沒有跟其他人說
[00:09:21.000 --> 00:09:24.000]  耶穌這樣說
[00:09:24.000 --> 00:09:26.000]  可能不是這個女人
[00:09:26.000 --> 00:09:31.000]  拿些香油去倒在她頭上的真正動機
[00:09:31.000 --> 00:09:36.000]  聖經就沒有記載到這個女人的動機是什麼
[00:09:36.000 --> 00:09:39.000]  但是羅馬書提醒我們
[00:09:39.000 --> 00:09:41.000]  萬事都互相效力
[00:09:41.000 --> 00:09:43.000]  她所做的事
[00:09:43.000 --> 00:09:46.000]  就達成了上帝的目的
[00:09:46.000 --> 00:09:48.000]  是為主耶穌的埋葬
[00:09:48.000 --> 00:09:51.000]  先做了準備
[00:09:51.000 --> 00:09:53.000]  以後所有其他的人
[00:09:53.000 --> 00:09:56.000]  去拿香料去包耶穌的身體
[00:09:56.000 --> 00:10:00.000]  都是在耶穌死了之後做的
[00:10:00.000 --> 00:10:02.000]  唯獨這個女人
[00:10:02.000 --> 00:10:04.000]  只有這個女人
[00:10:04.000 --> 00:10:06.000]  是有機會為耶穌的埋葬
[00:10:06.000 --> 00:10:09.000]  先做準備
[00:10:09.000 --> 00:10:11.000]  以至主耶穌吩咐門徒
[00:10:11.000 --> 00:10:13.000]  你們以後傳福音的時候
[00:10:13.000 --> 00:10:16.000]  都要說這件事來紀念祂
[00:10:16.000 --> 00:10:21.000]  可見我們為主所做的美事
[00:10:21.000 --> 00:10:23.000]  絕對不會是徒然的
[00:10:23.000 --> 00:10:26.000]  一定會被上帝紀念
[00:10:26.000 --> 00:10:29.000]  這個故事很簡單
[00:10:29.000 --> 00:10:31.000]  我想花一點時間
[00:10:31.000 --> 00:10:33.000]  跟大家想一想
[00:10:33.000 --> 00:10:35.000]  慷慨奉獻
[00:10:35.000 --> 00:10:39.000]  和難阻我們慷慨的事
[00:10:39.000 --> 00:10:43.000]  為什麼有人會慷慨奉獻呢?
[00:10:43.000 --> 00:10:48.000]  我想首先他一定是一位認識上帝的人
[00:10:48.000 --> 00:10:54.000]  今天的詩篇提到上帝是創造天地的主宰
[00:10:54.000 --> 00:10:58.000]  我們敬拜的上帝和人手所做的神像
[00:10:58.000 --> 00:11:00.000]  是很不同的
[00:11:00.000 --> 00:11:03.000]  今天的詩篇第四節到第七節
[00:11:03.000 --> 00:11:05.000]  講得很清楚
[00:11:05.000 --> 00:11:07.000]  他們的神明用金銀鑄造
[00:11:07.000 --> 00:11:10.000]  是用人手的雕塑品
[00:11:10.000 --> 00:11:13.000]  他們有嘴不能說話
[00:11:13.000 --> 00:11:16.000]  有眼睛卻不能觀寒
[00:11:16.000 --> 00:11:18.000]  有耳朵也不能聽到
[00:11:18.000 --> 00:11:20.000]  有鼻子也不能聞
[00:11:20.000 --> 00:11:23.000]  他們有手也不能觸摸
[00:11:23.000 --> 00:11:25.000]  有腳不能行走
[00:11:25.000 --> 00:11:29.000]  是不能發出聲音
[00:11:29.000 --> 00:11:33.000]  但我們認識的主是創造天地的主
[00:11:33.000 --> 00:11:34.000]  第二點
[00:11:34.000 --> 00:11:38.000]  我們不單認識上帝是創造天地的主宰
[00:11:38.000 --> 00:11:42.000]  他也是賜恩典給我們的上帝
[00:11:42.000 --> 00:11:46.000]  在詩篇一百一十五篇十二至十三節說
[00:11:46.000 --> 00:11:48.000]  上主顧念我們
[00:11:48.000 --> 00:11:50.000]  要賜福給我們
[00:11:50.000 --> 00:11:54.000]  他要賜福給敬畏他的人
[00:11:54.000 --> 00:11:57.000]  不分高低貴賤
[00:11:57.000 --> 00:12:01.000]  同蒙福澤
[00:12:01.000 --> 00:12:04.000]  對我們基督徒來說
[00:12:04.000 --> 00:12:09.000]  上主賜下的獨生子耶穌基督
[00:12:09.000 --> 00:12:13.000]  使我們能夠成為上主的兒女
[00:12:13.000 --> 00:12:16.000]  上主更加將聖靈賜給我們
[00:12:16.000 --> 00:12:20.000]  引領我們在世上的生活
[00:12:20.000 --> 00:12:24.000]  賜給我們出人意外的平安
[00:12:24.000 --> 00:12:28.000]  當我們的生命出現難題的時候
[00:12:28.000 --> 00:12:32.000]  上帝的能力會在暗中保護我們
[00:12:32.000 --> 00:12:37.000]  相信很多人都讀過竹印的故事
[00:12:37.000 --> 00:12:42.000]  那裏提到作者在夢裏見到在沙灘上
[00:12:42.000 --> 00:12:45.000]  有兩行竹印
[00:12:45.000 --> 00:12:49.000]  有時又會只有一行
[00:12:49.000 --> 00:12:52.000]  慢慢又會變成兩行
[00:12:52.000 --> 00:12:56.000]  當他回想自己的人生路的時候
[00:12:56.000 --> 00:13:01.000]  他想到一行竹印出現的時候
[00:13:01.000 --> 00:13:06.000]  往往都是他正在經歷最困難的時候
[00:13:06.000 --> 00:13:08.000]  於是他就問上帝
[00:13:08.000 --> 00:13:11.000]  上帝說為何你會這樣
[00:13:11.000 --> 00:13:15.000]  總是在我最困難的時候你就離開了我
[00:13:15.000 --> 00:13:18.000]  上帝回答說
[00:13:18.000 --> 00:13:21.000]  孩子,我愛你
[00:13:21.000 --> 00:13:24.000]  我不會離開你的
[00:13:24.000 --> 00:13:28.000]  當你看到竹印只有一行的時候
[00:13:28.000 --> 00:13:33.000]  是我揹起你來走的
[00:13:33.000 --> 00:13:39.000]  第三方面,我相信能夠慷慨奉獻的人
[00:13:39.000 --> 00:13:42.000]  都是出於感恩的心
[00:13:42.000 --> 00:13:45.000]  如果我的猜測是正確的話
[00:13:45.000 --> 00:13:48.000]  馬可福音記載了女人很可能是馬大
[00:13:48.000 --> 00:13:52.000]  她非常感謝主耶穌救了她的弟弟拉薩路
[00:13:52.000 --> 00:13:54.000]  使他從死裡復活
[00:13:54.000 --> 00:13:59.000]  所以她將最寶貴的香水倒在他的頭上
[00:13:59.000 --> 00:14:01.000]  這次我去加拿大旅遊的時候
[00:14:01.000 --> 00:14:04.000]  也遇到一位舊同學和他喝茶
[00:14:04.000 --> 00:14:08.000]  他告訴我曾經有一位女士患了絕症
[00:14:08.000 --> 00:14:11.000]  他祈求上帝醫治她
[00:14:11.000 --> 00:14:14.000]  並且答應了如果上帝真的醫好她
[00:14:14.000 --> 00:14:17.000]  他就會捐很多錢給一間教會
