
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹,大家好
[00:00:02.000 --> 00:00:04.520]  今次我們繼續我們的系列
[00:00:04.520 --> 00:00:06.880]  今次會有少許東西獎給大家
[00:00:06.880 --> 00:00:08.880]  所以如果你還沒有瓶子的話
[00:00:08.880 --> 00:00:09.880]  大家可以拿
[00:00:09.880 --> 00:00:13.560]  但這個瓶子裏面已經有好幾樣的物件在裏面
[00:00:13.560 --> 00:00:16.880]  我們希望今年裏面這個瓶子去提醒大家
[00:00:16.880 --> 00:00:18.880]  我們在上帝裏面有甚麼恩典
[00:00:18.880 --> 00:00:22.280]  今次是我們這個NEXT的第四講
[00:00:22.280 --> 00:00:24.720]  你見到那個Title是回眸
[00:00:24.720 --> 00:00:29.000]  我們就看看舊約聖經裏面講到的回眸
[00:00:29.000 --> 00:00:32.000]  你記得聖經是一個大的故事
[00:00:32.000 --> 00:00:35.000]  即是一個長篇劇有66集
[00:00:35.000 --> 00:00:37.520]  因為聖經裏面有66卷書
[00:00:37.520 --> 00:00:41.640]  由《創世紀》到最後一卷書叫做《啟示錄》
[00:00:41.640 --> 00:00:44.360]  中間就是基督耶穌的來臨
[00:00:44.360 --> 00:00:49.320]  所以舊約裏面就算是一部分上半的長篇劇
[00:00:49.320 --> 00:00:50.760]  有39卷書
[00:00:50.760 --> 00:00:52.760]  所以你計它39集
[00:00:52.760 --> 00:00:55.480]  然後新約就有27卷書
[00:00:55.480 --> 00:00:57.480]  你就計它後面的27集
[00:00:57.480 --> 00:01:00.760]  所以我們由第一集看到最後一集的時候
[00:01:00.760 --> 00:01:02.440]  我們應該大概get到
[00:01:02.440 --> 00:01:04.440]  雖然每一集每一卷書
[00:01:04.440 --> 00:01:05.960]  講的東西是有些不同
[00:01:05.960 --> 00:01:07.960]  它們有一個主題是獨特的主題
[00:01:07.960 --> 00:01:09.960]  但是你串在一起的時候
[00:01:09.960 --> 00:01:11.960]  你就發現原來背後有一個編劇
[00:01:11.960 --> 00:01:15.160]  整個故事就呈現出來了
[00:01:15.160 --> 00:01:16.360]  整個大的故事
[00:01:16.360 --> 00:01:19.880]  其實就是介紹這位上帝是一個怎樣的上帝
[00:01:19.880 --> 00:01:21.880]  一個怎樣對待你的上帝
[00:01:21.880 --> 00:01:23.880]  一個跟你怎樣
[00:01:23.880 --> 00:01:26.680]  應該建立一個怎樣關係的一個上帝
[00:01:26.680 --> 00:01:29.560]  所以由頭到尾第一集到最後一集
[00:01:29.560 --> 00:01:32.120]  都是一個故事
[00:01:32.120 --> 00:01:34.360]  一個宏大的故事
[00:01:34.360 --> 00:01:37.480]  在故事裏面就去告訴你
[00:01:37.480 --> 00:01:40.360]  上帝告訴你我是怎樣的
[00:01:40.360 --> 00:01:42.360]  等於我們彼此認識的時候
[00:01:42.360 --> 00:01:44.360]  我們大家見到新朋友來到
[00:01:44.360 --> 00:01:46.360]  我們彼此介紹的時候
[00:01:46.360 --> 00:01:47.480]  你都會說甚麼
[00:01:47.480 --> 00:01:48.920]  由你出生開始說
[00:01:48.920 --> 00:01:50.920]  說到你現在
[00:01:50.920 --> 00:01:52.920]  我在哪裏出生 經歷過甚麼
[00:01:52.920 --> 00:01:54.920]  等等等等 有時間的話
[00:01:54.920 --> 00:01:56.920]  因為聽了你的故事的時候
[00:01:56.920 --> 00:01:58.920]  我就明白你是一個怎樣的人
[00:01:58.920 --> 00:02:00.920]  明白你的故事就是明白你
[00:02:00.920 --> 00:02:02.920]  明白上帝的故事也是明白和認識上帝
[00:02:02.920 --> 00:02:04.920]  所以我們第一次開始
[00:02:04.920 --> 00:02:06.920]  我們就由創世紀開始
[00:02:06.920 --> 00:02:10.920]  直到現在我們看到出埃及記的後半段
[00:02:10.920 --> 00:02:12.920]  出埃及記的後半段
[00:02:12.920 --> 00:02:14.920]  我知道Alice傳道是在說出埃及記
[00:02:14.920 --> 00:02:16.920]  不過我比她快很多
[00:02:16.920 --> 00:02:18.920]  我們先用一個宏大的
[00:02:18.920 --> 00:02:22.920]  不用仔細的方法去看
[00:02:22.920 --> 00:02:24.920]  但我們今天看的是
[00:02:24.920 --> 00:02:26.920]  二十五章第四十章
[00:02:26.920 --> 00:02:28.920]  出埃及記
[00:02:28.920 --> 00:02:30.920]  我們看的時候
[00:02:30.920 --> 00:02:32.920]  我們首先問一個問題
[00:02:32.920 --> 00:02:34.920]  很多時候我們想像一個神
[00:02:34.920 --> 00:02:36.920]  我們想像一個
[00:02:36.920 --> 00:02:38.920]  很高超的
[00:02:38.920 --> 00:02:40.920]  很高的
[00:02:40.920 --> 00:02:42.920]  不能夠觸及的
[00:02:42.920 --> 00:02:44.920]  一個存在者
[00:02:44.920 --> 00:02:46.920]  或者那些古代的人
[00:02:46.920 --> 00:02:48.920]  他們就會想像
[00:02:48.920 --> 00:02:50.920]  神是一個怎樣的神
[00:02:50.920 --> 00:02:52.920]  他們想像神明
[00:02:52.920 --> 00:02:54.920]  任何一種神明
[00:02:54.920 --> 00:02:56.920]  他們就會想像一定在高山上
[00:02:56.920 --> 00:02:58.920]  因為你要攀上去
[00:02:58.920 --> 00:03:00.920]  你要爬上去
[00:03:00.920 --> 00:03:02.920]  你才能夠和他接觸
[00:03:02.920 --> 00:03:04.920]  他就不會下來
[00:03:04.920 --> 00:03:06.920]  這個不單是古代的人對
[00:03:06.920 --> 00:03:08.920]  宗教的信念
[00:03:08.920 --> 00:03:10.920]  其實現代人也是這樣的
[00:03:10.920 --> 00:03:12.920]  如果你是有一點
[00:03:12.920 --> 00:03:14.920]  宗教的背景
[00:03:14.920 --> 00:03:16.920]  你未相信基督之前
[00:03:16.920 --> 00:03:18.920]  未認識耶穌之前
[00:03:18.920 --> 00:03:20.920]  背景或者任何
[00:03:20.920 --> 00:03:22.920]  少許的概念也好
[00:03:22.920 --> 00:03:24.920]  神明總是遙遙不及的
[00:03:24.920 --> 00:03:26.920]  你是在上天的
[00:03:26.920 --> 00:03:28.920]  然後可能古代的人也好
[00:03:28.920 --> 00:03:30.920]  現代的人也好
[00:03:30.920 --> 00:03:32.920]  就弄一些大的寺廟
[00:03:32.920 --> 00:03:34.920]  或者在山上弄一些建築物
[00:03:34.920 --> 00:03:36.920]  然後你希望和那些人
[00:03:36.920 --> 00:03:38.920]  和他接觸到能夠攀山
[00:03:38.920 --> 00:03:40.920]  你上去和他
[00:03:40.920 --> 00:03:42.920]  有些接近
[00:03:42.920 --> 00:03:44.920]  無論民間信仰或者以前的都是一樣
[00:03:44.920 --> 00:03:46.920]  這樣的概念
[00:03:46.920 --> 00:03:48.920]  是很功利的
[00:03:48.920 --> 00:03:50.920]  因為是一個交換
[00:03:50.920 --> 00:03:52.920]  神是遠遠
[00:03:52.920 --> 00:03:54.920]  超越我們的
[00:03:54.920 --> 00:03:56.920]  然後我們需要用我們的方法
[00:03:56.920 --> 00:03:58.920]  走去祂那裡
[00:03:58.920 --> 00:04:00.920]  無論是藉著禮儀
[00:04:00.920 --> 00:04:02.920]  或者藉著一些不同的
[00:04:02.920 --> 00:04:04.920]  祭祀
[00:04:04.920 --> 00:04:06.920]  或者不同的方法
[00:04:06.920 --> 00:04:08.920]  我們希望去到神那裡
[00:04:08.920 --> 00:04:10.920]  但是在埃及記那裡介紹的神
[00:04:10.920 --> 00:04:12.920]  往往是相反的
[00:04:12.920 --> 00:04:14.920]  因為你記得以色列人
[00:04:14.920 --> 00:04:16.920]  在埃及出來之後
[00:04:16.920 --> 00:04:18.920]  上帝用一手拯救了他們
[00:04:18.920 --> 00:04:20.920]  他們就去了一個地方叫西乃山
[00:04:20.920 --> 00:04:22.920]  西乃山
[00:04:22.920 --> 00:04:24.920]  然後他們接納了
[00:04:24.920 --> 00:04:26.920]  上帝給他們的律法
[00:04:26.920 --> 00:04:28.920]  成為納約的子民
[00:04:28.920 --> 00:04:30.920]  然後到第25章開始
[00:04:30.920 --> 00:04:32.920]  一路講
[00:04:32.920 --> 00:04:34.920]  其實是講一些我們平時沒什麼興趣聽的東西
[00:04:34.920 --> 00:04:36.920]  就是弄一個東西出來
[00:04:36.920 --> 00:04:38.920]  弄一個所謂的會幕
[00:04:38.920 --> 00:04:40.920]  中文譯做會幕其實就是帳幕
[00:04:40.920 --> 00:04:42.920]  就是Tent
[00:04:42.920 --> 00:04:44.920]  25章第8節講什麼呢
[00:04:44.920 --> 00:04:46.920]  祂們要為
[00:04:46.920 --> 00:04:48.920]  就是上帝的子民
[00:04:48.920 --> 00:04:50.920]  要為我做一個聖所
[00:04:50.920 --> 00:04:52.920]  使我住在他們中間
[00:04:52.920 --> 00:04:54.920]  我將我的家
[00:04:54.920 --> 00:04:56.920]  住在你們裡頭
[00:04:56.920 --> 00:04:58.920]  建造我的家
[00:04:58.920 --> 00:05:00.920]  在你們裡頭
[00:05:00.920 --> 00:05:02.920]  住在他們中間
[00:05:02.920 --> 00:05:04.920]  你們要按照我的指示
[00:05:04.920 --> 00:05:06.920]  帳幕和一切的器具
[00:05:06.920 --> 00:05:08.920]  樣式照樣去做
[00:05:08.920 --> 00:05:10.920]  上帝就在
[00:05:10.920 --> 00:05:12.920]  第25章開始
[00:05:12.920 --> 00:05:14.920]  就一路很detail的
[00:05:14.920 --> 00:05:16.920]  很細節的去講會幕是怎樣建造的
[00:05:16.920 --> 00:05:18.920]  所以就
[00:05:18.920 --> 00:05:20.920]  對我們來說
[00:05:20.920 --> 00:05:22.920]  沒什麼興趣
[00:05:22.920 --> 00:05:24.920]  我記得有一次
[00:05:24.920 --> 00:05:26.920]  在神樂園的時候
[00:05:26.920 --> 00:05:28.920]  有一次我不記得去那裡
[00:05:28.920 --> 00:05:30.920]  我們有一個retreat
[00:05:30.920 --> 00:05:32.920]  就是和其他神樂生一起
[00:05:32.920 --> 00:05:34.920]  神樂生就很熟齡的
