
[00:00:00.000 --> 00:00:02.000]  大興姐妹平安
[00:00:02.000 --> 00:00:06.600]  很感恩能夠在網上和大家一起學習神的說話
[00:00:06.600 --> 00:00:09.000]  亦多謝成為教會的邀請
[00:00:09.000 --> 00:00:11.500]  讓我可以在這裡和大家分享訊息
[00:00:11.500 --> 00:00:12.700]  我是Carson
[00:00:12.700 --> 00:00:15.800]  我是一位在多倫多牧養的牧者
[00:00:15.800 --> 00:00:19.200]  我所服侍的對象是一些職稱的群體
[00:00:19.200 --> 00:00:23.600]  包括一些已婚或有年輕子女的家庭
[00:00:23.600 --> 00:00:27.700]  同時我亦是多倫多眾人旋律一位義務的牧者
[00:00:27.700 --> 00:00:34.600]  和丁姐妹用音樂和不同的藝術表達去分享福音的一個機構
[00:00:34.600 --> 00:00:36.600]  我亦是一位學生
[00:00:36.600 --> 00:00:41.100]  我現在在大學繼續修讀一個實踐神學的課程
[00:00:41.100 --> 00:00:43.400]  正在寫論文,寫到一半了
[00:00:43.400 --> 00:00:46.900]  求神繼續給我智慧去完成它
[00:00:46.900 --> 00:00:51.400]  我亦是一位父親、一位丈夫、一位兒子
[00:00:51.400 --> 00:00:56.400]  當我有時思想,神給我有這些不同的身份、角色
[00:00:56.400 --> 00:01:03.900]  我一步一步揭示上帝在我生命裡究竟想我走一條什麼人生路
[00:01:03.900 --> 00:01:10.900]  很奇妙的,這些身份角色彼此有關聯
[00:01:10.900 --> 00:01:13.400]  在一個身份裡所學到的東西
[00:01:13.400 --> 00:01:16.400]  又會幫助我更加明白我如何在另一個身份
[00:01:16.400 --> 00:01:21.400]  去活出上帝生意裡的我
[00:01:21.400 --> 00:01:28.400]  我也想起我從小其實是一個很害怕、很憂慮的人
[00:01:28.400 --> 00:01:37.400]  但我看到的是神一步一步讓我從這些戰經的事情裡成長起來
[00:01:37.400 --> 00:01:41.400]  更加懂得去依靠祂、信靠祂
[00:01:41.400 --> 00:01:44.400]  也慢慢明白多了自己
[00:01:44.400 --> 00:01:49.400]  神幫我建立整存的真我
[00:01:49.400 --> 00:01:55.400]  所以今天和你選擇的講題是從懼怕到照命的覺醒
[00:01:55.400 --> 00:01:58.400]  從懼怕到照命的覺醒
[00:01:58.400 --> 00:02:03.400]  我不知道你的生命裡,你的成長裡有沒有一些東西
[00:02:03.400 --> 00:02:08.400]  其實你經常都令你很纏繞、很害怕
[00:02:08.400 --> 00:02:14.400]  或者你會否經常問,究竟神是我的人生?應該怎樣讓你去用?
[00:02:14.400 --> 00:02:18.400]  基督教經常說照命,我們經常說神在我們生命的心意
[00:02:18.400 --> 00:02:23.400]  究竟神在我的生命裡的心意是什麼?
[00:02:23.400 --> 00:02:28.400]  是否只有一個方向,還是可以是縱向的?是怎樣的?
[00:02:28.400 --> 00:02:32.400]  我希望今天我未必能回答你所有心裡的問題
[00:02:32.400 --> 00:02:37.400]  但我可以用今天基殿的記載和屬靈裡的神給我的經歷
[00:02:37.400 --> 00:02:39.400]  我們彼此面禮
[00:02:39.400 --> 00:02:44.400]  基殿的人生真的很有趣,講到他很多東西害怕
[00:02:44.400 --> 00:02:46.400]  在不同的人生階段
[00:02:46.400 --> 00:02:50.400]  如果我們把他整個人生分成上下半
[00:02:50.400 --> 00:02:54.400]  在前半的記載,他也很害怕
[00:02:54.400 --> 00:03:00.400]  他害怕什麼?他害怕他聽錯了,聽不真
[00:03:00.400 --> 00:03:03.400]  這是否神的心意?
[00:03:03.400 --> 00:03:07.400]  有時候這種害怕給我們人有一種謙卑在神面前
[00:03:07.400 --> 00:03:11.400]  神讓基殿這樣越來越經歷他
[00:03:11.400 --> 00:03:14.400]  他人生就有所提升、成長
[00:03:14.400 --> 00:03:16.400]  回到後半的記載
[00:03:16.400 --> 00:03:19.400]  他所害怕的是什麼?就是害怕人看不到他的成功
[00:03:19.400 --> 00:03:22.400]  害怕人看不到他的成就
[00:03:22.400 --> 00:03:25.400]  他整個屬靈生命就開始下滑
[00:03:25.400 --> 00:03:28.400]  我們看《時事記》
[00:03:28.400 --> 00:03:33.400]  我們很快重溫一些很基本的主線
[00:03:33.400 --> 00:03:36.400]  我們記得《時事記》經常有句話提到
[00:03:36.400 --> 00:03:41.400]  就是以色列人遊行夜禍,眼中捍衛惡的事
[00:03:41.400 --> 00:03:45.400]  裡面一次又一次記載到以色列人
[00:03:45.400 --> 00:03:48.400]  如何經歷順帝所賜的平安
[00:03:48.400 --> 00:03:50.400]  不過慢慢忘記了神
[00:03:50.400 --> 00:03:55.400]  被外邦的風俗、信仰、文化、價值觀影響
[00:03:55.400 --> 00:04:00.400]  然後離開耶和華,同時敬拜別的神
[00:04:00.400 --> 00:04:04.400]  神用一些外邦人去管教自己的百姓
[00:04:04.400 --> 00:04:10.400]  在苦況裡,人就懂得向神呼求、哀求
[00:04:10.400 --> 00:04:14.400]  然後神就憐憫自己的百姓,興起不同的士司
