
[00:00:00.000 --> 00:00:04.500]  我哋一齊低頭嚟對祈禱
[00:00:04.500 --> 00:00:07.500]  天護上帝 你係嗰位掌管歷史嘅主
[00:00:07.500 --> 00:00:11.000]  當呢個世界越嚟越偏行你嘅心意
[00:00:11.000 --> 00:00:15.000]  存在住好多以大欺小 以權謀私
[00:00:15.000 --> 00:00:18.000]  設計靈異人嘅事情嘅時候
[00:00:18.000 --> 00:00:22.000]  求你保守我地形能 心存正直
[00:00:22.000 --> 00:00:26.000]  求你幫助我地仍然持守你嘅教導
[00:00:26.000 --> 00:00:29.000]  公義 良善 正直 憐憫
[00:00:29.000 --> 00:00:34.000]  係你嘅屬性 亦都係我地跟隨你嘅人應該效法
[00:00:34.000 --> 00:00:37.000]  喺呢個黑暗嘅大環境底下
[00:00:37.000 --> 00:00:40.000]  求你幫助我地能夠散發一點點嘅光芒
[00:00:40.000 --> 00:00:45.000]  賜畀我地有智慧去判別社會各種嘅聲音同埋事情
[00:00:45.000 --> 00:00:49.000]  又叫我地時刻警醒 加添我地勇氣 毅力
[00:00:49.000 --> 00:00:55.000]  為受屈嘅人伸冤 為受壓制嘅人發聲 憐憫
[00:00:55.000 --> 00:00:59.000]  嗰啲係被欺負
[00:00:59.000 --> 00:01:04.000]  大主我地亦都記得你曾經吩咐審判官
[00:01:04.000 --> 00:01:07.000]  唔可以偏幫窮人
[00:01:07.000 --> 00:01:11.000]  所以真理 公義 正直 仍喺你嗰度
[00:01:11.000 --> 00:01:12.000]  求你幫助我地
[00:01:12.000 --> 00:01:16.000]  幫助我地能夠喺呢個彎曲薄茂嘅世代入面
[00:01:16.000 --> 00:01:20.000]  如明光照耀 做你無瑕疵嘅兒女
[00:01:20.000 --> 00:01:23.000]  求你又繼續引領我地今日嘅崇拜
[00:01:23.000 --> 00:01:26.000]  你聽到嘅時刻或者我地剛才唱詩嘅時候
[00:01:26.000 --> 00:01:28.000]  甚至我地有關心教會事工
[00:01:28.000 --> 00:01:31.000]  你都俾我地係從你嚟有精神啦
[00:01:31.000 --> 00:01:34.000]  有一種謙卑嘅心去等待聆聽
[00:01:34.000 --> 00:01:36.000]  你亦都向我地彰顯
[00:01:36.000 --> 00:01:38.000]  好叫我地能夠與你相遇
[00:01:38.000 --> 00:01:40.000]  奉耶穌基督聖靈祈禱 阿門
[00:01:40.000 --> 00:01:42.000]  返返嚟今日講到嘅主題
[00:01:42.000 --> 00:01:47.000]  補選其實本來喺七月同埋八月係一個熱門嘅議題
[00:01:47.000 --> 00:01:48.000]  點解呢
[00:01:48.000 --> 00:01:51.000]  因為政府需要補選議員
[00:01:51.000 --> 00:01:55.000]  早前六名立法會議員因為宣誓風波
[00:01:55.000 --> 00:01:58.000]  先後被律政司提出司法覆核
[00:01:58.000 --> 00:02:01.000]  結果被裁定宣誓無效
[00:02:01.000 --> 00:02:03.000]  所以要撤銷議員嘅資格
[00:02:03.000 --> 00:02:04.000]  其實政府一路部署
[00:02:04.000 --> 00:02:08.000]  或者大家好關心究竟係幾時先推補選呢
[00:02:08.000 --> 00:02:09.000]  邊啲人有資格呢
[00:02:09.000 --> 00:02:14.000]  其實都好影響嗰個嘅唔同嘅派別
[00:02:14.000 --> 00:02:17.000]  佢哋喺政府度發聲嘅機會
[00:02:17.000 --> 00:02:21.000]  八月六號又適逢我哋教會又有補選
[00:02:21.000 --> 00:02:22.000]  不過呢個係咩呢
[00:02:22.000 --> 00:02:23.000]  係執事嘅補選
[00:02:23.000 --> 00:02:26.000]  有好多頂尖會唔知道點解要補選執事呢
[00:02:26.000 --> 00:02:29.000]  記得我哋唔係因為有任何嘅執事辭職
[00:02:29.000 --> 00:02:33.000]  或者任何嘅執事即係被取消資格
[00:02:33.000 --> 00:02:34.000]  係因為咩呢
[00:02:34.000 --> 00:02:36.000]  按照我哋教會嘅章則
[00:02:36.000 --> 00:02:39.000]  執事會最少嘅成員係五個連埋堂主任
[00:02:39.000 --> 00:02:40.000]  所以冇問題嘅
[00:02:40.000 --> 00:02:42.000]  如果係七個嘅話
[00:02:42.000 --> 00:02:44.000]  應該話七個以下嘅
[00:02:44.000 --> 00:02:47.000]  咁要教會喺第二年就要補選
[00:02:47.000 --> 00:02:49.000]  即係唔使即時委任嘅係要第二年補選
[00:02:49.000 --> 00:02:52.000]  如果七個或以上嗰一屆嘅執事會
[00:02:52.000 --> 00:02:54.000]  就可以決定需唔需要補選
[00:02:54.000 --> 00:02:56.000]  咁點解咁樣嚟對衡量呢
[00:02:56.000 --> 00:02:59.000]  即係按照教會唔同嘅人數事工
[00:02:59.000 --> 00:03:03.000]  我哋建議要補選個原因係大報堂嘅事工好多
[00:03:03.000 --> 00:03:05.000]  大報堂有三間分堂
[00:03:05.000 --> 00:03:08.000]  仲有係兩間嘅社會服務中心
[00:03:08.000 --> 00:03:10.000]  而按我哋聯會畀我哋嘅章則
[00:03:10.000 --> 00:03:14.000]  每間嘅社會服務中心最少要派兩個嘅執事
[00:03:14.000 --> 00:03:16.000]  成為管理委員會
[00:03:16.000 --> 00:03:18.000]  兩間即係派四個去
[00:03:18.000 --> 00:03:21.000]  跟住分堂就係按分堂唔同成立嘅年份
[00:03:21.000 --> 00:03:25.000]  嚟到有執事嘅參與協助發展分堂嘅工作
[00:03:25.000 --> 00:03:28.000]  第一間係葵涌堂已經十年
[00:03:28.000 --> 00:03:30.000]  但我哋執事仍要過去關心
[00:03:30.000 --> 00:03:32.000]  雖然嗰個參與度可以低啲
[00:03:32.000 --> 00:03:35.000]  但係仍然係要有執事嚟到參與
[00:03:35.000 --> 00:03:38.000]  跟住就係上水堂同埋使命教會
[00:03:38.000 --> 00:03:41.000]  所以我哋發現我哋有八個執事
[00:03:41.000 --> 00:03:44.000]  八個蓋咁幾多個煲呀
[00:03:44.000 --> 00:03:46.000]  數都數唔掂呀咁
[00:03:46.000 --> 00:03:49.000]  我哋就建議今年我哋需要補選
[00:03:49.000 --> 00:03:52.000]  向一啲合資格嘅頂尖媒發出邀請
[00:03:52.000 --> 00:03:53.000]  同埋鼓勵一啲嘅頂尖媒
[00:03:53.000 --> 00:03:54.000]  我哋冇邀請你
[00:03:54.000 --> 00:03:55.000]  不過你可以提名
[00:03:55.000 --> 00:03:59.000]  結果就有三個頂尖媒願意參與補選
[00:03:59.000 --> 00:04:02.000]  同埋三個都係被頂尖媒支持嘅
[00:04:02.000 --> 00:04:04.000]  唔知大家認唔認識佢哋呢
[00:04:04.000 --> 00:04:06.000]  唔好認識嘅我知道
[00:04:06.000 --> 00:04:08.000]  但係一個人識佢哋
[00:04:08.000 --> 00:04:10.000]  早堂好似零添呀
[00:04:10.000 --> 00:04:11.000]  咁即係代表咩呀
[00:04:11.000 --> 00:04:12.000]  佢哋好低調嘅人呀
[00:04:12.000 --> 00:04:14.000]  佢哋有返嚟崇拜嘅合資格
[00:04:14.000 --> 00:04:16.000]  佢哋有奉獻嘅合資格
[00:04:16.000 --> 00:04:17.000]  今日有冇返五堂呀
[00:04:17.000 --> 00:04:19.000]  好似睇到有做師事
[00:04:19.000 --> 00:04:20.000]  有喇有喇Angel喺度呀
[00:04:20.000 --> 00:04:21.000]  正義正義喺邊呀
[00:04:21.000 --> 00:04:22.000]  正義多數返五堂
[00:04:22.000 --> 00:04:23.000]  唔知係咪返咗早堂呢
[00:04:23.000 --> 00:04:25.000]  仲有阿William呢
[00:04:25.000 --> 00:04:30.000]  佢哋可能唔係我哋好認識
[00:04:30.000 --> 00:04:35.000]  喺聖經入面都出現一次好出名嘅補選
[00:04:35.000 --> 00:04:38.000]  就係十二使徒之一猶大
[00:04:38.000 --> 00:04:42.000]  佢俗稱出賣耶穌之後
[00:04:42.000 --> 00:04:44.000]  佢自盡
[00:04:44.000 --> 00:04:46.000]  十二使徒就少咗一個
[00:04:46.000 --> 00:04:49.000]  門徒喺當時就提出需要補選
[00:04:49.000 --> 00:04:51.000]  就選咗馬提亞
[00:04:51.000 --> 00:04:52.000]  馬提亞係邊個呢
[00:04:52.000 --> 00:04:53.000]  如果我哋翻查聖經
[00:04:53.000 --> 00:04:55.000]  馬提亞就係頭先我哋讀過嗰段經文
[00:04:55.000 --> 00:04:57.000]  出現過一次咁大把
[00:04:57.000 --> 00:04:58.000]  佢之前做過啲咩事
[00:04:58.000 --> 00:04:59.000]  即係唔知道
[00:04:59.000 --> 00:05:00.000]  佢之後做過啲咩事
[00:05:00.000 --> 00:05:01.000]  即係唔知道
[00:05:01.000 --> 00:05:04.000]  但係佢係被補選
[00:05:04.000 --> 00:05:07.000]  填補咗十二使徒空缺
[00:05:07.000 --> 00:05:09.000]  好似我哋補選嘅執事
[00:05:09.000 --> 00:05:11.000]  或者我哋過去嘅執事都好
[00:05:11.000 --> 00:05:13.000]  你同埋我都好
[00:05:13.000 --> 00:05:14.000]  做過執事
[00:05:14.000 --> 00:05:15.000]  做過團長
[00:05:15.000 --> 00:05:16.000]  做過導師
[00:05:16.000 --> 00:05:17.000]  冇乜人認識你
[00:05:17.000 --> 00:05:20.000]  你曾經立下啲乜嘢嘅功勞
[00:05:20.000 --> 00:05:23.000]  做過啲乜嘢嘅偉大嘅事情
[00:05:23.000 --> 00:05:25.000]  可能都冇被記下
[00:05:25.000 --> 00:05:26.000]  但喺教會
[00:05:26.000 --> 00:05:28.000]  甚至喺社會有需要嘅時候
[00:05:28.000 --> 00:05:30.000]  你如果願意被選上
[00:05:30.000 --> 00:05:31.000]  或者你願意呢
[00:05:31.000 --> 00:05:33.000]  你都要站出嚟
[00:05:33.000 --> 00:05:36.000]  無論你以往係幾咁微小
[00:05:36.000 --> 00:05:38.000]  將來都冇人紀念你
[00:05:38.000 --> 00:05:41.000]  你仍然係神嘅傭人
[00:05:41.000 --> 00:05:44.000]  交代一下呢段經文嘅背景
[00:05:44.000 --> 00:05:46.000]  《哲行傳》第一章一節十四節
[00:05:46.000 --> 00:05:47.000]  頭十一節係講咩呢
[00:05:47.000 --> 00:05:48.000]  頭十一節係講
[00:05:48.000 --> 00:05:50.000]  路加係作者
[00:05:50.000 --> 00:05:53.000]  佢寫信俾嗰個收信人叫提亞菲羅大人
[00:05:53.000 --> 00:05:58.000]  就重述關於耶穌復活期間
[00:05:58.000 --> 00:06:01.000]  四十日向唔同嘅門徒顯現
[00:06:01.000 --> 00:06:03.000]  然後吩咐門徒唔好離開耶路撒冷
[00:06:03.000 --> 00:06:04.000]  要等候聖靈
[00:06:04.000 --> 00:06:07.000]  並且允許聖靈降臨喺佢哋身上
[00:06:07.000 --> 00:06:08.000]  讓佢哋得著能力
[00:06:08.000 --> 00:06:10.000]  喺唔同嘅地方嚟對位主作見證
[00:06:10.000 --> 00:06:11.000]  跟住門徒就點呢
[00:06:11.000 --> 00:06:13.000]  喺一章十二節至十四節
[00:06:13.000 --> 00:06:15.000]  門徒就返返去耶路撒冷
[00:06:15.000 --> 00:06:16.000]  喺所住嘅一個地方
[00:06:16.000 --> 00:06:18.000]  一個樓房入面
[00:06:18.000 --> 00:06:20.000]  傳統稱呢個係馬可樓房嗰度
[00:06:20.000 --> 00:06:23.000]  佢哋同心合意嘅行切禱告
[00:06:23.000 --> 00:06:24.000]  喺嗰度有聚會
[00:06:24.000 --> 00:06:25.000]  我哋可以試想像一下
[00:06:25.000 --> 00:06:27.000]  一個咁樣嘅背景
[00:06:27.000 --> 00:06:28.000]  一個乜嘢嘅背景呢
[00:06:28.000 --> 00:06:31.000]  佢哋一個乜嘢嘅心情呢
[00:06:31.000 --> 00:06:33.000]  記得耶穌被捉拿
[00:06:33.000 --> 00:06:34.000]  都被釘死
[00:06:34.000 --> 00:06:35.000]  跟住三日復活
[00:06:35.000 --> 00:06:36.000]  向門徒顯現
[00:06:36.000 --> 00:06:37.000]  起初佢哋好懼怕
[00:06:37.000 --> 00:06:38.000]  佢哋聚集
[00:06:38.000 --> 00:06:39.000]  門都關了
[00:06:39.000 --> 00:06:40.000]  因為驚猶太人
[00:06:40.000 --> 00:06:41.000]  驚咩
[00:06:41.000 --> 00:06:42.000]  耶穌既然被捉拿
[00:06:42.000 --> 00:06:44.000]  佢哋可能都受牽連
[00:06:44.000 --> 00:06:47.000]  第二可能佢哋都係好傷感
[00:06:47.000 --> 00:06:48.000]  好沮喪
[00:06:48.000 --> 00:06:49.000]  點解呢
[00:06:49.000 --> 00:06:50.000]  即係有啲嘅門徒都係咁樣嘅
[00:06:50.000 --> 00:06:51.000]  嚟到去理氣主
[00:06:51.000 --> 00:06:53.000]  曾經耶穌被捉拿嘅時候
[00:06:53.000 --> 00:06:54.000]  佢哋就跑咗去
[00:06:54.000 --> 00:06:55.000]  跟住呢個猶大係點呀
[00:06:55.000 --> 00:06:58.000]  猶大亦都自盡
[00:06:58.000 --> 00:07:00.000]  可能又係咁嘅境況
[00:07:00.000 --> 00:07:02.000]  又或者佢哋都可能好徬徨
[00:07:02.000 --> 00:07:03.000]  點解呢
[00:07:03.000 --> 00:07:04.000]  耶穌復活啦
[00:07:04.000 --> 00:07:06.000]  佢哋可唔可以為耶穌作見證呢
[00:07:06.000 --> 00:07:09.000]  佢哋會遇到啲乜嘢嘅挑戰呢
[00:07:09.000 --> 00:07:11.000]  人哋信唔信佢呢
[00:07:11.000 --> 00:07:13.000]  又甚至係一種乜嘢嘅境況呢
[00:07:13.000 --> 00:07:16.000]  耶穌就叫佢哋要等候聖靈
[00:07:16.000 --> 00:07:17.000]  跟住應許佢哋會得著能力
[00:07:17.000 --> 00:07:19.000]  可能帶著一種期盼
[00:07:19.000 --> 00:07:20.000]  好 所以佢哋就問
[00:07:20.000 --> 00:07:21.000]  耶穌話你得過降臨嘅時候
[00:07:21.000 --> 00:07:23.000]  係咪就係呢個時候
[00:07:23.000 --> 00:07:24.000]  佢哋就等
[00:07:24.000 --> 00:07:26.000]  一路等聖靈降臨嘅時候
[00:07:26.000 --> 00:07:28.000]  可能帶著一種期待嘅心
