
[00:00:00.000 --> 00:00:01.400]  大家基督律平安
[00:00:01.400 --> 00:00:03.500]  各位基督律平安
[00:00:03.500 --> 00:00:11.100]  我們先把自己的聖經翻到彼得全書的
[00:00:11.100 --> 00:00:14.200]  第二章
[00:00:14.200 --> 00:00:18.600]  我們首先打開聖經的彼得前書的第二章
[00:00:18.600 --> 00:00:22.300]  然後我們先把經文翻到
[00:00:22.300 --> 00:00:24.600]  因為等一下要看著經文來聽
[00:00:24.600 --> 00:00:28.000]  我們首先將經文翻到去二章九到十節
[00:00:28.000 --> 00:00:30.400]  我們等一下一邊聽一邊看經文
[00:00:30.400 --> 00:00:32.400]  然後我們先低頭禱告
[00:00:32.400 --> 00:00:33.900]  我們首先低頭禱告
[00:00:33.900 --> 00:00:37.200]  天父我們謝謝你把你的話語賜給我們
[00:00:37.200 --> 00:00:39.800]  天父我們感謝你將你的話語賜給我們
[00:00:39.800 --> 00:00:43.100]  請你給我們一顆謙卑的心來聆聽你的話
[00:00:43.100 --> 00:00:46.100]  請你給我們一個謙卑的心來聆聽你的說話
[00:00:46.100 --> 00:00:49.000]  讓我們認識到我們是如何得救的
[00:00:49.000 --> 00:00:51.500]  讓我們認識到我們是如何得救的
[00:00:51.500 --> 00:00:56.300]  讓我們認識到我們在世上當如何來敬畏主服侍主
[00:00:56.700 --> 00:01:00.200]  讓我們認識到我們在世上當如何來敬畏主服侍主
[00:01:00.200 --> 00:01:03.200]  求主藉著今天的經文來教導我們
[00:01:03.200 --> 00:01:06.000]  求主藉著今天的經文來教導我們
[00:01:06.000 --> 00:01:09.400]  讓聖靈在我們的心中感動我們
[00:01:09.400 --> 00:01:11.700]  讓聖靈在我們心中感動我們
[00:01:11.700 --> 00:01:12.900]  光照我們的心
[00:01:12.900 --> 00:01:14.000]  光照我們的心
[00:01:14.000 --> 00:01:16.900]  讓我們講的聽的都被聖靈引導
[00:01:16.900 --> 00:01:19.700]  讓我們講的聽的都被聖靈引導
[00:01:19.700 --> 00:01:23.500]  好讓我們的信心更加的堅固
[00:01:23.500 --> 00:01:25.800]  好讓我們的信心更加的堅固
[00:01:25.800 --> 00:01:28.300]  好讓我們侍奉主的心更加火熱
[00:01:28.300 --> 00:01:30.700]  好讓我們侍奉主的心更加火熱
[00:01:30.700 --> 00:01:34.000]  謝謝主聽我們禱告奉告耶穌基督的聖名
[00:01:34.000 --> 00:01:37.400]  感謝主你聽我們禱告奉主耶穌基督的名求
[00:01:37.400 --> 00:01:38.100]  阿們
[00:01:38.100 --> 00:01:43.100]  好我們今天剛才讀了今天的經文
[00:01:43.100 --> 00:01:45.100]  我們剛剛讀了今天的經文
[00:01:45.100 --> 00:01:47.600]  今天的經文是九節到十節
[00:01:47.600 --> 00:01:50.400]  今天的經文是彼得前書的二章九到十節
[00:01:50.400 --> 00:01:53.100]  那這個彼得前書呢
[00:01:54.100 --> 00:01:58.500]  他是在把基督做成的救恩
[00:01:58.500 --> 00:02:00.800]  跟基督徒在世上的生活呢
[00:02:00.800 --> 00:02:02.100]  是結合在一起的
[00:02:02.100 --> 00:02:05.000]  今天經文是講到基督的救贖
[00:02:05.000 --> 00:02:07.400]  和基督徒的生活是連接在一起的
[00:02:07.400 --> 00:02:11.700]  一個很明確的彼得前書的主題呢
[00:02:11.700 --> 00:02:13.100]  就是基督徒的盼望
[00:02:13.100 --> 00:02:15.500]  那一個很明確的主題呢
[00:02:15.500 --> 00:02:16.900]  就是基督徒的盼望
[00:02:16.900 --> 00:02:20.600]  那盼望的根基就是基督為我們做成的救恩
[00:02:20.600 --> 00:02:22.600]  盼望的根基就是主耶穌基督
[00:02:22.600 --> 00:02:24.000]  為我們造成的救恩
[00:02:24.800 --> 00:02:29.800]  盼望的絕跡就是基督二次再來要帶給我們的恩典
[00:02:29.800 --> 00:02:32.000]  盼望
[00:02:32.000 --> 00:02:37.300]  盼望的絕跡就是基督二次再來要帶給我們的恩典
[00:02:37.300 --> 00:02:43.100]  盼望的主旨就是基督帶來給我們的恩典盼望
[00:02:43.100 --> 00:02:45.400]  所以在整個彼得前書裡面呢
[00:02:45.400 --> 00:02:49.000]  講到很多我們基督徒要活出的生活
[00:02:49.000 --> 00:02:51.100]  那所以整個彼得前書裡面呢
[00:02:51.100 --> 00:02:53.200]  是講出我們基督徒要活出的生活
[00:02:53.500 --> 00:02:57.400]  但是呢他不是純粹提出一系列的要求
[00:02:57.400 --> 00:03:00.500]  但是他不是純粹列出一系列的要求
[00:03:00.500 --> 00:03:02.800]  當他發出每一個命令
[00:03:02.800 --> 00:03:04.100]  提出每一個要求的時候
[00:03:04.100 --> 00:03:08.000]  他同時都在強調基督為我們所造成的救恩
[00:03:08.000 --> 00:03:10.500]  他所發出的命令和要求的時候
[00:03:10.500 --> 00:03:13.200]  其實他都是強調基督給我們的救恩
[00:03:13.200 --> 00:03:15.400]  所以呢對一個基督徒來說
[00:03:15.400 --> 00:03:19.400]  我們一定要認識我們所得到的救恩
[00:03:19.400 --> 00:03:20.700]  所以我們作為基督徒
[00:03:20.700 --> 00:03:22.900]  我們一定要認識我們所得到的救恩
[00:03:23.000 --> 00:03:24.700]  那我們要問自己一個問題
[00:03:24.700 --> 00:03:26.500]  我們問一問我們自己的問題
[00:03:26.500 --> 00:03:28.200]  我們對救恩了解多少
[00:03:28.200 --> 00:03:30.100]  我們對救恩了解有多少呢
[00:03:30.100 --> 00:03:33.400]  因為整本聖經都是在講救恩
[00:03:33.400 --> 00:03:35.800]  因為整本聖經都在講救恩
[00:03:35.800 --> 00:03:39.000]  我們信耶穌就是經歷基督的拯救
[00:03:39.000 --> 00:03:42.200]  我們信耶穌就是經歷基督的拯救
[00:03:42.200 --> 00:03:46.500]  那同樣救恩也應當是教會侍功的中心
[00:03:46.500 --> 00:03:50.700]  同樣救恩也都是教會侍功的中心
[00:03:50.900 --> 00:03:53.400]  教會的侍功一般分做三個層面
[00:03:53.400 --> 00:03:56.100]  教會的侍功一般是分為三個層面
[00:03:56.100 --> 00:03:58.200]  一個是敬拜
[00:03:58.200 --> 00:03:59.400]  一個是敬拜
[00:03:59.400 --> 00:04:00.900]  敬拜是垂直的
[00:04:00.900 --> 00:04:05.700]  垂直的就是一群基督徒聚在一起向上
[00:04:05.700 --> 00:04:07.100]  向上帝敬拜
[00:04:07.100 --> 00:04:09.300]  就是我們是一起
[00:04:09.300 --> 00:04:12.900]  基督徒聚集在一起是向上來敬拜
[00:04:12.900 --> 00:04:14.300]  第二是團契
[00:04:14.300 --> 00:04:15.500]  第二是團契
[00:04:15.500 --> 00:04:19.300]  團契就是教會內部聖徒彼此之間的關係
[00:04:19.300 --> 00:04:20.300]  這是橫向的
[00:04:21.100 --> 00:04:30.400]  那就是教會裡面的基督徒一起的團契的相交就是向橫的
[00:04:30.400 --> 00:04:32.500]  第三就是向外的
[00:04:32.500 --> 00:04:33.800]  第三就是向外了
[00:04:33.800 --> 00:04:34.500]  傳福音
[00:04:34.500 --> 00:04:36.200]  就是全福音報道
[00:04:36.200 --> 00:04:38.100]  但是這三個層面
[00:04:38.100 --> 00:04:39.800]  不論是向上帝的敬拜
[00:04:39.800 --> 00:04:41.100]  聖徒間的團契
[00:04:41.100 --> 00:04:42.800]  還是向世人傳福音
[00:04:42.800 --> 00:04:45.800]  都是跟救恩相關的
[00:04:45.800 --> 00:04:47.700]  那這三個層面
[00:04:47.700 --> 00:04:49.600]  不論是我們是向上敬拜
[00:04:49.700 --> 00:04:53.000]  還是團契之間彼此的肢體的相交
[00:04:53.000 --> 00:04:54.400]  或者是向外的傳福音
[00:04:54.400 --> 00:04:56.000]  都是跟救恩有關的
[00:04:56.000 --> 00:04:58.400]  所以整本聖經
[00:04:58.400 --> 00:05:00.900]  除了創世紀第一章第二章
[00:05:00.900 --> 00:05:03.200]  啟示錄二十一章二十二章
[00:05:03.200 --> 00:05:05.000]  除了這四章之外
[00:05:05.000 --> 00:05:07.700]  其他的經文完全就是在講
[00:05:07.700 --> 00:05:10.700]  上帝施行救贖的過程
[00:05:10.700 --> 00:05:12.100]  那在聖經裡面
[00:05:12.100 --> 00:05:14.600]  創世紀除了創世紀的第一章二章
[00:05:14.600 --> 00:05:18.300]  以及啟示錄的二十一和二十二章之外
[00:05:18.400 --> 00:05:22.200]  整個內容都是講到基督去拯救的內容
[00:05:22.200 --> 00:05:28.100]  那從我們基督徒個人的角度來說
[00:05:28.100 --> 00:05:30.600]  從我們基督徒個人的角度來看
[00:05:30.600 --> 00:05:32.500]  兩個方面
[00:05:32.500 --> 00:05:33.700]  有兩個方面
[00:05:33.700 --> 00:05:36.400]  第一我們要認識
[00:05:36.400 --> 00:05:40.600]  基督如何拯救我們
[00:05:40.600 --> 00:05:43.600]  第一我們要認識基督如何的拯救我們
[00:05:43.600 --> 00:05:46.400]  第二呢我們要如何為
[00:05:46.600 --> 00:05:49.200]  拯救我們的這位神而活
[00:05:49.200 --> 00:05:51.200]  第二呢就是我們如何為
[00:05:51.200 --> 00:05:52.900]  拯救我們的這位神而活
[00:05:52.900 --> 00:05:55.000]  所以這兩個層面呢
[00:05:55.000 --> 00:05:57.100]  第一個層面是關乎認知
[00:05:57.100 --> 00:05:58.900]  第二個層面是關乎行動
[00:05:58.900 --> 00:06:00.400]  那就這兩個層面
[00:06:00.400 --> 00:06:02.000]  一個是關乎到認知
[00:06:02.000 --> 00:06:04.100]  而另外一個呢就是關乎行動
[00:06:04.100 --> 00:06:05.800]  所以基督徒的信仰
[00:06:05.800 --> 00:06:07.600]  首先你必須要了解
[00:06:07.600 --> 00:06:09.200]  神是一位什麼樣的神
[00:06:09.200 --> 00:06:10.200]  所以作為基督徒
[00:06:10.200 --> 00:06:11.900]  我們首先必須要去了解
[00:06:11.900 --> 00:06:13.600]  神究竟是一位怎樣的神
[00:06:13.600 --> 00:06:15.700]  神如何創造我們
[00:06:15.900 --> 00:06:17.000]  神如何創造我們
[00:06:17.000 --> 00:06:18.000]  如何愛我們
[00:06:18.000 --> 00:06:19.000]  如何愛我們
[00:06:19.000 --> 00:06:20.100]  如何救贖我們
[00:06:20.100 --> 00:06:21.300]  如何救贖我們
[00:06:21.300 --> 00:06:22.600]  如何照顧我們
[00:06:22.600 --> 00:06:23.700]  如何照顧我們
[00:06:23.700 --> 00:06:24.800]  如何祝福我們
[00:06:24.800 --> 00:06:25.900]  如何祝福我們
[00:06:25.900 --> 00:06:28.100]  那神在救我們的過程裡面
[00:06:28.100 --> 00:06:29.500]  祂付上哪些代價
[00:06:29.500 --> 00:06:32.400]  那神在救贖我們的過程當中
[00:06:32.400 --> 00:06:34.100]  祂又付上了什麼代價呢
[00:06:34.100 --> 00:06:37.900]  上帝是藉著祂的兒子耶穌基督來拯救我們
[00:06:37.900 --> 00:06:41.200]  上帝是藉著祂的兒子耶穌基督來拯救我們
[00:06:41.200 --> 00:06:44.000]  那上帝在祂的兒子耶穌基督裡面的
[00:06:44.000 --> 00:06:45.100]  旨意是什麼呢
[00:06:45.300 --> 00:06:49.300]  那上帝在祂的兒子耶穌基督裡面的旨意又是什麼呢
[00:06:49.300 --> 00:06:52.100]  那主耶穌為我們付上了什麼代價呢
[00:06:52.100 --> 00:06:54.600]  那主耶穌基督又為我們付上了什麼代價呢
[00:06:54.600 --> 00:06:56.300]  所以我們要認識基督的慰藉
[00:06:56.300 --> 00:06:57.600]  認識基督的侍功
[00:06:57.600 --> 00:06:59.700]  所以我們要認識到基督的慰藉
[00:06:59.700 --> 00:07:01.200]  認識到基督的侍功
[00:07:01.200 --> 00:07:03.500]  所以這個部分是很重要的
[00:07:03.500 --> 00:07:05.100]  所以這個部分是非常之重要
[00:07:05.100 --> 00:07:07.900]  那這個部分就需要我們花大量的時間
[00:07:07.900 --> 00:07:10.300]  花一輩子的時間來讀經
[00:07:10.300 --> 00:07:11.300]  來學習
[00:07:11.300 --> 00:07:12.300]  來聽道
[00:07:12.700 --> 00:07:15.900]  所以這一部分我們是需要很多的練習
[00:07:15.900 --> 00:07:17.300]  也是一生的時間
[00:07:17.300 --> 00:07:19.600]  來學習
[00:07:19.600 --> 00:07:21.700]  來實踐
[00:07:21.700 --> 00:07:24.800]  那基督徒的生活的第二個方面呢
[00:07:24.800 --> 00:07:27.000]  那基督徒的生活的第二個方面呢
