
[00:00:00.000 --> 00:00:02.420]  我哋低頭祈禱
[00:00:02.420 --> 00:00:04.220]  祭天父上帝,我哋感謝你
[00:00:04.220 --> 00:00:09.520]  因為今日,都係新嘅一年開始嘅第二個主日
[00:00:09.520 --> 00:00:11.480]  我哋可以嚟到你面前
[00:00:11.480 --> 00:00:13.220]  我哋唔單止敬拜你
[00:00:13.220 --> 00:00:14.480]  我哋讚美你
[00:00:14.480 --> 00:00:17.720]  我亦都要聽你自己親自對我哋講說話
[00:00:17.720 --> 00:00:20.580]  主你與我哋同在,帶領住我哋
[00:00:20.580 --> 00:00:25.720]  讓我哋可以專心一意嘅聽到主你對我哋講說話
[00:00:25.720 --> 00:00:27.300]  透過你僕人嘅口
[00:00:27.300 --> 00:00:29.300]  透過佢所準備嘅訊息
[00:00:29.300 --> 00:00:31.160]  願主你賜福畀我哋
[00:00:31.160 --> 00:00:32.780]  感謝你聽我哋禱告
[00:00:32.780 --> 00:00:34.460]  奉主耶穌佢哋嘅聖名
[00:00:34.460 --> 00:00:36.460]  Amen
[00:00:36.460 --> 00:00:41.780]  好開心嘅一件事就係我哋今日
[00:00:41.780 --> 00:00:43.660]  唔使戴口罩見面
[00:00:43.660 --> 00:00:46.580]  但係都仍然有人戴口罩
[00:00:46.580 --> 00:00:48.340]  都有啲擔心嘅
[00:00:48.340 --> 00:00:52.460]  可以以真面目見大家
[00:00:52.460 --> 00:00:54.840]  呢個係一個好好嘅事
[00:00:54.840 --> 00:00:58.540]  我哋喺北唐亦都可以返到教會當中
[00:00:58.540 --> 00:01:01.340]  因為前兩個住日我哋都冇得返去
[00:01:01.340 --> 00:01:03.940]  唔係驚COVID-19
[00:01:03.940 --> 00:01:06.740]  而係驚冇地方用
[00:01:06.740 --> 00:01:09.140]  根本裝修呀咩咁樣
[00:01:09.140 --> 00:01:12.140]  我哋唯有自己諗辦法
[00:01:12.140 --> 00:01:14.620]  咁即係其實
[00:01:14.620 --> 00:01:17.500]  好多嘢我哋都諗唔到嘅
[00:01:17.500 --> 00:01:20.700]  即係好似喺呢個
[00:01:20.700 --> 00:01:24.340]  喺呢個科技呀醫學呀都好昌明嘅
[00:01:24.340 --> 00:01:25.580]  年代當中
[00:01:25.580 --> 00:01:27.500]  我哋諗唔到
[00:01:27.500 --> 00:01:31.540]  一個COVID-19係可以搞到我哋成兩年
[00:01:31.540 --> 00:01:32.940]  又多
[00:01:32.940 --> 00:01:35.180]  咁好似都未搞掂㗎喎
[00:01:35.180 --> 00:01:35.940]  即係
[00:01:35.940 --> 00:01:39.700]  我哋喺一個咁樣被呢個病菌
[00:01:39.700 --> 00:01:41.940]  肆虐嘅一個年代當中
[00:01:41.940 --> 00:01:44.020]  生活咗兩年
[00:01:44.020 --> 00:01:46.180]  又擔心又驚
[00:01:46.180 --> 00:01:48.820]  我哋都唔知道幾時先可以終結
[00:01:48.820 --> 00:01:51.660]  幾時先可以好似以前SARS咁樣
[00:01:51.660 --> 00:01:54.660]  幾個月搞掂咁樣跟住我哋就開開心心
[00:01:54.660 --> 00:01:58.580]  大家又唔使戴口罩又唔使驚又唔使咩咁樣
[00:01:58.580 --> 00:01:59.380]  幾時呢
[00:01:59.380 --> 00:02:01.860]  幾時先可以盼望到一個咁樣嘅日子呢
[00:02:01.860 --> 00:02:03.020]  我哋冇答案
[00:02:03.020 --> 00:02:07.660]  我哋亦都唔敢有任何嘅期望
[00:02:07.660 --> 00:02:10.540]  即係我一直都好興行
[00:02:10.540 --> 00:02:15.900]  我哋自己係喺西澳生活嘅一班人
[00:02:15.900 --> 00:02:18.740]  一直都可以相當自由嘅
[00:02:18.740 --> 00:02:20.380]  相當無憂無慮嘅
[00:02:20.380 --> 00:02:25.220]  喺一個無疫嘅環境當中生活
[00:02:25.220 --> 00:02:28.900]  我哋耳邊都仲聽緊我哋嘅州長喺度
[00:02:28.900 --> 00:02:35.460]  開始宣佈話2月份要開放西澳邊境
[00:02:35.460 --> 00:02:40.260]  突然間一個帶菌者入到嚟
[00:02:40.260 --> 00:02:45.220]  即刻又搞到我哋西澳嘅平靜生活起咗波浪
[00:02:45.220 --> 00:02:47.140]  即係冇得平靜
[00:02:47.140 --> 00:02:52.020]  你知今日可能前一排我哋出門都仲要戴口罩
[00:02:52.020 --> 00:02:56.060]  或者甚至我哋當中都有人都需要戴口罩
[00:02:56.060 --> 00:03:00.140]  可能當中你都有啲擔心
[00:03:00.140 --> 00:03:02.820]  或者你有咩事
[00:03:02.820 --> 00:03:06.500]  都覺得有好多嘅唔方便
[00:03:06.500 --> 00:03:08.380]  老實講戴口罩嘅日子
[00:03:08.380 --> 00:03:10.460]  我可以唔出門就盡量唔出門
[00:03:10.460 --> 00:03:13.100]  可以喺屋企唔使口罩係最好
[00:03:13.100 --> 00:03:14.340]  一出到去要戴口罩
[00:03:14.340 --> 00:03:18.060]  嘩好辛苦又熱又透唔到氣
[00:03:18.060 --> 00:03:20.860]  所以就覺得好唔方便
[00:03:20.860 --> 00:03:24.140]  唯有到呢一刻嘅時候
[00:03:24.140 --> 00:03:27.900]  你需要開始戴口罩出門開始驚開始擔心嘅時候
[00:03:27.900 --> 00:03:31.020]  你先發覺到你住喺西澳係幾幸福
[00:03:31.020 --> 00:03:35.140]  過去咁多嘅日子當中你係幾幸福
[00:03:35.140 --> 00:03:38.260]  亦都再次嘅令到我哋承認
[00:03:38.260 --> 00:03:41.340]  我哋人類真係好有閒嘅
[00:03:41.340 --> 00:03:43.700]  一個風聲就令到我哋好擔心
[00:03:43.700 --> 00:03:46.140]  一個風聲就令到我哋要作出改變
[00:03:46.140 --> 00:03:49.700]  今日我哋唔知道聽日會如何
[00:03:49.700 --> 00:03:51.700]  我哋真係好難預測
[00:03:51.700 --> 00:03:55.580]  到底會有啲咩事情下一刻會發生
[00:03:55.580 --> 00:03:57.340]  真係下一刻
[00:03:57.340 --> 00:04:02.580]  過去我都記得好幾次lockdown都係主日
[00:04:02.580 --> 00:04:05.940]  一崇拜完咗之後就有人嚟通報
[00:04:05.940 --> 00:04:07.660]  收到消息未呀收到消息未呀
[00:04:07.660 --> 00:04:11.460]  今日六點開始就要lockdown啦乜乜乜嗰啲
[00:04:11.460 --> 00:04:13.140]  真係下一刻嘅
[00:04:13.140 --> 00:04:16.020]  你唔知道會發生咩事
[00:04:16.020 --> 00:04:19.580]  縱使我哋周圍
[00:04:19.580 --> 00:04:22.420]  仍然仲有好多嘅災難喺度發生緊
[00:04:22.420 --> 00:04:26.980]  有風災水災火災有地震等等
[00:04:26.980 --> 00:04:30.580]  但係感覺上呢個covid-19
[00:04:30.580 --> 00:04:34.660]  已經係本世紀最大嘅災難
[00:04:34.660 --> 00:04:37.380]  而且佢嘅影響係全球性嘅
[00:04:37.380 --> 00:04:40.820]  係持續性嘅仲要係覆蓋性嘅
[00:04:40.820 --> 00:04:43.540]  即係好多方面好多變化
[00:04:43.540 --> 00:04:49.100]  令到我哋唔知點樣去預防佢嘅
[00:04:49.100 --> 00:04:51.580]  千幾年前完成嘅聖經
[00:04:51.580 --> 00:04:55.180]  即係我哋讀嘅聖經已經千幾年前已經係完成咗
[00:04:55.180 --> 00:04:58.540]  咁好多處都記載咗
[00:04:58.540 --> 00:05:00.580]  一啲嘅預言話畀我哋知
[00:05:00.580 --> 00:05:04.700]  呢個世界將會有好多好多嘅苦難
[00:05:04.700 --> 00:05:07.100]  由聖經時代到今日
[00:05:07.100 --> 00:05:10.140]  好多嘅苦難不斷嘅喺度發生緊
[00:05:10.140 --> 00:05:11.620]  即係提醒基督徒
[00:05:11.620 --> 00:05:14.300]  你哋要做好準備
[00:05:14.300 --> 00:05:18.860]  要預備好你哋心態去面對佢嘅
[00:05:18.860 --> 00:05:22.820]  苦難從來都係一個奧秘
[00:05:22.820 --> 00:05:26.860]  就算喺約伯記入面
[00:05:26.860 --> 00:05:30.740]  對於約伯記苦難亦都冇一個答案嘅
[00:05:30.740 --> 00:05:34.060]  你去睇約伯記你以為喺中間可以搵到答案
[00:05:34.060 --> 00:05:36.740]  咁其實係冇嘅
[00:05:36.740 --> 00:05:39.020]  約伯記嘅總結係話畀我哋知
[00:05:39.020 --> 00:05:40.700]  冇答案
[00:05:40.700 --> 00:05:41.980]  即係冇答案畀你
[00:05:41.980 --> 00:05:43.340]  你受苦難
[00:05:43.340 --> 00:05:44.940]  你咁敬虔嘅人
[00:05:44.940 --> 00:05:47.540]  你咁愛上帝嘅人
[00:05:47.540 --> 00:05:48.660]  受咗苦難
[00:05:48.660 --> 00:05:50.060]  咁又點啫
