
[00:00:00.000 --> 00:00:05.320]  人生在世少不免會遇到很多困難
[00:00:05.320 --> 00:00:09.380]  遇上問題、遇上困難,我們會怎樣做呢?
[00:00:09.380 --> 00:00:13.580]  現在的人就會找輔導
[00:00:13.580 --> 00:00:15.580]  就是Counseling
[00:00:15.580 --> 00:00:22.640]  在昔日,輔導通常是一個個人的老師
[00:00:22.640 --> 00:00:25.980]  有些事情都會由父母來擔任
[00:00:25.980 --> 00:00:29.360]  但到底甚麼是輔導呢?
[00:00:29.360 --> 00:00:31.760]  其實輔導是一個過程
[00:00:31.760 --> 00:00:40.100]  目的就是要幫助我們去發現和發展個人的教育
[00:00:40.100 --> 00:00:44.400]  在職業上或心理上的潛能
[00:00:44.400 --> 00:00:48.160]  好得到個人最高的快樂
[00:00:48.160 --> 00:00:52.880]  以及在社會上最高的有用性
[00:00:52.880 --> 00:00:56.560]  整個現代的輔導概念
[00:00:56.560 --> 00:01:00.700]  是建立在一個民主的基礎上
[00:01:00.700 --> 00:01:07.760]  理論和實踐可以說是有兩方面的
[00:01:07.760 --> 00:01:14.700]  第一方面就是每一個人都有權利去掌握
[00:01:14.700 --> 00:01:17.500]  和塑造自己的命運
[00:01:17.500 --> 00:01:18.960]  這是第一點
[00:01:18.960 --> 00:01:20.960]  第二點
[00:01:20.960 --> 00:01:25.840]  在社群當中比較成熟和有經驗的人
[00:01:25.840 --> 00:01:30.200]  是有責任去保障較為軟弱的
[00:01:30.200 --> 00:01:36.560]  使他們所選擇的能夠對人、對自己
[00:01:36.560 --> 00:01:39.660]  以及對社會都有最大的好處
[00:01:39.660 --> 00:01:47.700]  這就是我們在輔導上的基本理論和實踐
[00:01:47.700 --> 00:01:50.860]  但在這個理念當中
[00:01:50.860 --> 00:01:57.700]  事實上有很多不遞的地方我們要思考一下
[00:01:57.700 --> 00:02:00.000]  從第一點來說
[00:02:00.000 --> 00:02:06.000]  輔導的目的是要幫人去掌握他自己的命運
[00:02:06.000 --> 00:02:10.660]  但是今天以輔導工作做得最先進的美國來說
[00:02:10.660 --> 00:02:17.700]  很多時候輔導員就成了被輔導者的一個命運
[00:02:17.700 --> 00:02:21.760]  他要不斷回到輔導員的面前
[00:02:21.760 --> 00:02:26.740]  才找到他自己的意義和價值
[00:02:26.740 --> 00:02:29.400]  甚麼時候一停止了不回去
[00:02:29.400 --> 00:02:34.900]  很容易又再陷入危機的裏面
[00:02:34.900 --> 00:02:37.900]  從第二點來說
[00:02:37.900 --> 00:02:43.160]  過去有很多有問題的小朋友和有問題的青年人
[00:02:43.160 --> 00:02:45.720]  那些輔導者所做的
[00:02:45.720 --> 00:02:49.980]  就好像一直都想找一個妥協的中間路線
[00:02:49.980 --> 00:02:54.400]  一方面可以滿足到社會對他們的要求
[00:02:54.400 --> 00:03:02.200]  但另一方面又要滿足到被輔導者的主觀要求
[00:03:02.200 --> 00:03:04.560]  我們知道他們努力的方向
[00:03:04.560 --> 00:03:08.800]  是想校正這些有問題的人他們的方向
[00:03:08.800 --> 00:03:14.960]  使他能夠符合他對自己和對社會為他提出的機會
[00:03:14.960 --> 00:03:18.840]  換句話說是能夠幫助到這個人
[00:03:18.840 --> 00:03:21.560]  重新發揮到他生命的力量
[00:03:21.560 --> 00:03:26.340]  但很可惜很多時候我們這些做輔導的
[00:03:26.340 --> 00:03:29.320]  我們犯了一些基本的問題
[00:03:29.320 --> 00:03:35.040]  以致出了很多很多不遞的地方
[00:03:35.040 --> 00:03:39.720]  我們說在輔導裏面我們透過提供資訊
[00:03:39.720 --> 00:03:45.600]  來幫助人增廣他對自己行為的了解
[00:03:45.600 --> 00:03:48.400]  進而可以找到他的理想
[00:03:48.400 --> 00:03:50.400]  譬如我舉個例
[00:03:50.400 --> 00:03:54.200]  譬如我們有時在報紙雜誌都會看到一些
[00:03:54.200 --> 00:03:57.440]  是提供心理測驗的方法
[00:03:57.440 --> 00:04:02.360]  來幫人去認識他自己一些自己沒有發現的地方
[00:04:02.360 --> 00:04:04.360]  雖然我一定要提醒你
[00:04:04.360 --> 00:04:09.840]  很多雜誌的所謂心理測驗方法
[00:04:09.840 --> 00:04:12.720]  他自己先有了一個甚麼是對的
[00:04:12.720 --> 00:04:17.720]  然後你去做一些東西來讓你選擇
[00:04:17.720 --> 00:04:21.280]  換句話說是出自一些非常沒有訓練
[00:04:21.280 --> 00:04:24.040]  又不合資格的人來搞出來的
[00:04:24.040 --> 00:04:29.000]  所以那些女孩子千萬不要那麼沉迷在玩這些遊戲
[00:04:29.000 --> 00:04:31.800]  我知道很多女孩子很喜歡玩這些遊戲
[00:04:31.800 --> 00:04:37.920]  是因為她列出的人不是一個資深的新學家
[00:04:37.920 --> 00:04:43.000]  說是她提出的理論不被證實是必然對的
[00:04:43.000 --> 00:04:45.000]  所以是很危險的
[00:04:45.000 --> 00:04:48.560]  但是有時有些資訊提出來
[00:04:48.560 --> 00:04:53.640]  是幫助我們去發掘我們職業上的本能
[00:04:53.640 --> 00:04:58.200]  譬如好像說近來在互聯網裏面
[00:04:58.200 --> 00:05:02.360]  就會告訴我們如果你想大學畢業出來
[00:05:02.360 --> 00:05:03.800]  你想找到工作的
[00:05:03.800 --> 00:05:05.960]  你應該朝哪條路發展呢
[00:05:05.960 --> 00:05:10.560]  他告訴你類似一個數位財務
[00:05:10.560 --> 00:05:12.560]  就是Digital Financing
[00:05:12.560 --> 00:05:15.920]  在美國是嚴重缺乏人的
[00:05:15.920 --> 00:05:19.040]  如果美國都缺乏全世界就不用說了
[00:05:19.040 --> 00:05:21.560]  因為這個課程只有美國可以讀
[00:05:21.560 --> 00:05:25.040]  結果我們就說透過管道
[00:05:25.040 --> 00:05:29.640]  叫別人發現甚麼是我有可能可以發展的潛能
[00:05:29.640 --> 00:05:31.040]  如果他去發展
[00:05:31.040 --> 00:05:36.240]  其實是符合了輔導的原理的
[00:05:36.240 --> 00:05:39.640]  但是很可惜我們出問題在哪裏呢
[00:05:39.640 --> 00:05:42.640]  我們最大的問題就是
[00:05:42.640 --> 00:05:47.640]  待有需要的人出籌謀出方法
[00:05:47.640 --> 00:05:51.040]  我們幫他做一些決定
[00:05:51.040 --> 00:05:55.440]  我們忘記了我們不是幫人找出路
[00:05:55.440 --> 00:05:58.440]  而是幫人明白他的問題
[00:05:58.440 --> 00:06:02.440]  找出路仍然要他自己的
[00:06:02.440 --> 00:06:04.840]  如果我們忽略了這件事
[00:06:04.840 --> 00:06:08.640]  我們就是僭越了一個輔導者
[00:06:08.640 --> 00:06:13.040]  應該會做的那些地方
[00:06:13.040 --> 00:06:18.440]  我們今天要講這個正正聽心靈聲
[00:06:18.440 --> 00:06:24.040]  正正是說有時我們的問題
[00:06:24.040 --> 00:06:28.840]  輔導員其實講來講去都講不到
[00:06:28.840 --> 00:06:30.240]  我們怎麼辦呢
[00:06:30.240 --> 00:06:33.440]  假如輔導不能夠給我們一些幫助
[00:06:33.440 --> 00:06:36.840]  或是及時的一些幫助
[00:06:36.840 --> 00:06:38.440]  我就告訴你
[00:06:38.440 --> 00:06:42.240]  我們裏面有一個心靈的聲音
[00:06:42.240 --> 00:06:44.640]  其實同樣有效的
[00:06:44.640 --> 00:06:48.040]  甚至很可能是更加有效的
[00:06:48.040 --> 00:06:51.040]  我有時會喜歡這樣來比較
[00:06:51.040 --> 00:06:55.240]  就是輔導就好像奶粉
[00:06:55.240 --> 00:06:58.640]  聽心靈的聲音就好像吃媽媽的母乳
[00:06:58.640 --> 00:07:00.040]  你又不用消毒
[00:07:00.040 --> 00:07:01.840]  又隨時都暖的
[00:07:01.840 --> 00:07:03.840]  又不用搞這麼多事
[00:07:03.840 --> 00:07:05.840]  聽心靈的聲音
[00:07:05.840 --> 00:07:13.440]  是我們一個與生俱來有的一個權利
[00:07:13.440 --> 00:07:14.840]  所以我們就說
[00:07:14.840 --> 00:07:16.240]  我們做輔導
[00:07:16.240 --> 00:07:19.240]  是因為我們相信每一個人都有權利
