
[00:00:00.000 --> 00:00:03.080]  佛陀姊妹,讓我們聽神一條耳聲
[00:00:03.080 --> 00:00:04.360]  讓我們同心圍睹各佛
[00:00:04.360 --> 00:00:07.500]  好,弟兄姊妹,我們聽到這些先同心禱告
[00:00:07.500 --> 00:00:10.040]  慈悲的父神多謝你
[00:00:10.040 --> 00:00:12.740]  讓我們能夠再次打開你的說話
[00:00:12.740 --> 00:00:16.600]  讓熟你的人再次藉著你的說話
[00:00:16.600 --> 00:00:17.840]  生命得到鞏固
[00:00:17.840 --> 00:00:20.080]  讓我們明白怎樣預備
[00:00:20.080 --> 00:00:21.400]  行走天路
[00:00:21.400 --> 00:00:23.480]  仰望在上帝你的當中
[00:00:23.480 --> 00:00:26.440]  求你幫助我們每一個在座的
[00:00:26.440 --> 00:00:28.180]  無論是說的、聽的
[00:00:28.180 --> 00:00:30.180]  都有聖靈居肝給眾
[00:00:30.180 --> 00:00:31.300]  有助我們
[00:00:31.300 --> 00:00:32.740]  我親愛的天父,感謝你
[00:00:32.740 --> 00:00:35.840]  讓我們能夠再次打開你的話語
[00:00:35.840 --> 00:00:38.400]  來到伊同獅上讀你的教訓
[00:00:38.400 --> 00:00:40.280]  求你的幫助
[00:00:40.280 --> 00:00:42.740]  讓聖靈居堅集中
[00:00:42.740 --> 00:00:45.240]  帶領我們無論講的、聽的
[00:00:45.240 --> 00:00:48.740]  都能夠完全領受讀你的教訓
[00:00:48.740 --> 00:00:52.340]  來到預備行走這條永恆的天路
[00:00:52.340 --> 00:00:53.540]  求你的幫助
[00:00:53.540 --> 00:00:54.700]  我們禱告
[00:00:54.700 --> 00:00:56.240]  奉主耶穌的名聲
[00:00:56.240 --> 00:00:57.240]  Amen
[00:00:59.140 --> 00:01:00.840]  不知道大家有沒有想過這個情況
[00:01:00.840 --> 00:01:02.880]  不知道大家有沒有想過這個情況
[00:01:02.880 --> 00:01:04.280]  作為一個基督徒呢
[00:01:04.280 --> 00:01:05.340]  作為一個基督徒
[00:01:05.340 --> 00:01:09.080]  當你真的人生完結了
[00:01:09.080 --> 00:01:10.880]  當你人生完結的時候
[00:01:10.880 --> 00:01:13.540]  上帝給你多一次機會
[00:01:13.540 --> 00:01:15.340]  上帝給你多一次機會
[00:01:15.340 --> 00:01:17.300]  能離開這個世界之前呢
[00:01:17.300 --> 00:01:19.240]  在你離開這個世界之前
[00:01:19.240 --> 00:01:20.580]  再忙一忙
[00:01:20.580 --> 00:01:21.640]  打個招呼
[00:01:21.640 --> 00:01:23.880]  和你所相識的人
[00:01:23.880 --> 00:01:25.000]  說句再見
[00:01:25.000 --> 00:01:29.140]  讓你和相識的人打個招呼說再見
[00:01:29.140 --> 00:01:30.200]  如果是這樣的話
[00:01:30.200 --> 00:01:31.840]  那一刻你的心情如何呢
[00:01:31.840 --> 00:01:33.200]  如果是這一刻的時候
[00:01:33.200 --> 00:01:34.400]  你的心情如何呢
[00:01:34.400 --> 00:01:37.000]  我相信如果當我作為
[00:01:37.000 --> 00:01:39.400]  特別是一個牧者的身份
[00:01:39.400 --> 00:01:41.600]  當我作為一個臥底的身份
[00:01:41.600 --> 00:01:44.200]  當我再次在能離開這個世界之前
[00:01:44.200 --> 00:01:46.000]  見一見所有的人
[00:01:46.000 --> 00:01:47.680]  當我離開這個世界之前
[00:01:47.680 --> 00:01:48.800]  見見所有的人
[00:01:48.800 --> 00:01:50.340]  我曾經和他碰過面的
[00:01:50.340 --> 00:01:52.900]  我曾經和他碰過面、聊過天的
[00:01:52.900 --> 00:01:54.840]  和他坦白過福音的
[00:01:54.840 --> 00:01:55.700]  和他坦白過福音的
[00:01:55.700 --> 00:01:57.000]  和他坦白過神國的道理的
[00:01:57.000 --> 00:01:58.400]  和他坦白過神國的道理的
[00:01:58.400 --> 00:02:01.100]  而特別是那些仍然不信的人呢
[00:02:01.100 --> 00:02:02.800]  特別是那些仍然不信的人
[00:02:02.800 --> 00:02:04.200]  我會覺得很雜心
[00:02:04.200 --> 00:02:05.700]  我覺得非常雜心
[00:02:05.700 --> 00:02:08.700]  我用了我一生的時間
[00:02:08.700 --> 00:02:10.200]  我用了我一生的時間
[00:02:10.200 --> 00:02:14.100]  上帝將我們擺在一個很特別的空間的時候
[00:02:14.100 --> 00:02:17.100]  上帝幫我們擺在一個特別的空間時間裡面
[00:02:17.100 --> 00:02:18.000]  為甚麼到最後
[00:02:18.000 --> 00:02:18.900]  為甚麼到最後
[00:02:18.900 --> 00:02:19.900]  你仍然不信呢
[00:02:19.900 --> 00:02:21.000]  你為甚麼不信呢
[00:02:21.000 --> 00:02:23.700]  又或者當我見到一些
[00:02:23.700 --> 00:02:25.700]  已經在教會很多年的弟兄姊妹
[00:02:25.700 --> 00:02:25.700]  已經在教會很多年的弟兄姊妹
[00:02:25.700 --> 00:02:28.700]  我特別見到很多年的弟兄姊妹
[00:02:28.700 --> 00:02:32.500]  但是看著他們的屬靈生命仍然浮浮沉沉
[00:02:32.500 --> 00:02:35.000]  看著他們的屬靈生命沒有任何進展
[00:02:35.000 --> 00:02:36.800]  你說他不信
[00:02:36.800 --> 00:02:37.600]  你說他不信
[00:02:37.600 --> 00:02:38.500]  又不是
[00:02:38.500 --> 00:02:39.300]  好像不是
[00:02:39.300 --> 00:02:40.300]  你說他信
