
[00:00:00.000 --> 00:00:06.000]  大家早晨,在家裡的弟兄姊妹朋友早晨
[00:00:06.000 --> 00:00:08.000]  讓我們先有一個禱告
[00:00:08.000 --> 00:00:13.000]  親愛的主,我們來到你面前
[00:00:13.000 --> 00:00:20.000]  我們要謙卑去承認我們很多的不足、軟弱、不明
[00:00:20.000 --> 00:00:25.000]  但是我們相信你愛我們,你的恩典夠我們用
[00:00:25.000 --> 00:00:32.000]  求你開我們的心靈,讓我們聽到你的真理,我們一心去遵行
[00:00:32.000 --> 00:00:38.000]  我們知道你的真理是我們生命的光,是指引我們向前行
[00:00:38.000 --> 00:00:45.000]  能夠討你喜悅,交託給我們的指路明燈
[00:00:45.000 --> 00:00:52.000]  求你與我們同在,加添我們力量,同心禱告,奉主名求,阿們
[00:00:52.000 --> 00:00:59.000]  有一次我坐小巴,我坐在後面,前面有一個乘客
[00:00:59.000 --> 00:01:08.000]  似乎是外地回來的,他講廣東話,不過不太純正,不鹹不淡的廣東話
[00:01:08.000 --> 00:01:13.000]  他拿著地圖去問小巴司機,他問路
[00:01:13.000 --> 00:01:16.000]  起初好端端,大家都很客氣,我都沒什麼留意
[00:01:16.000 --> 00:01:20.000]  只聽到他在前面跟司機聊天
[00:01:20.000 --> 00:01:27.000]  但這位乘客似乎不太懂得問,越問司機就越煩
[00:01:27.000 --> 00:01:33.000]  其中一位司機說了一句,應該挑起乘客的不滿
[00:01:33.000 --> 00:01:43.000]  司機說:「你連去哪裡都不知道,連目的地都不知道,你怎麼問呢?」
[00:01:43.000 --> 00:01:51.000]  這位乘客很不滿,然後就竊劍唇槍,夾雜大量的粗言穢語
[00:01:51.000 --> 00:01:56.000]  你以為那些不鹹不淡的廣東話,都有很多粗言穢語
[00:01:56.000 --> 00:02:01.000]  兩個不認識的人,我相信兩個素未謀面
[00:02:01.000 --> 00:02:06.000]  根本不認識的人,突然間成為敵人
[00:02:06.000 --> 00:02:13.000]  大家竊劍唇槍,我下車了,不知道最後是怎樣
[00:02:13.000 --> 00:02:16.000]  我們認識的人又怎樣呢?
[00:02:16.000 --> 00:02:23.000]  其實幾年前,一場社會運動,將人分為了兩種顏色
[00:02:23.000 --> 00:02:26.000]  一種藍色,一種黃色
[00:02:26.000 --> 00:02:33.000]  在教會裏面,在家庭裏面,因為政見不合
[00:02:33.000 --> 00:02:38.000]  本來認識的人,反目成仇
[00:02:38.000 --> 00:02:42.000]  甚至有些在教會裏面拉隊走
[00:02:42.000 --> 00:02:47.000]  我心想,究竟是聖靈所賜的合一比較重要
[00:02:47.000 --> 00:02:50.000]  還是政見合一比較重要呢?
[00:02:50.000 --> 00:02:53.000]  我們會不會搞錯了優先次序?
[00:02:53.000 --> 00:03:00.000]  無論是認識的人,不認識的人,可以隨時成為敵人
[00:03:00.000 --> 00:03:06.000]  我想少少界定,敵人不一定是和你有深仇大恨的人
[00:03:06.000 --> 00:03:09.000]  敵人是站在你對立面的人
[00:03:09.000 --> 00:03:15.000]  可能是他現在一個輔導你的同事或者上司
[00:03:15.000 --> 00:03:19.000]  可能是曾經傷害過你的人
[00:03:19.000 --> 00:03:23.000]  可能用一句說話是曾經得罪過你的人
[00:03:23.000 --> 00:03:25.000]  可能他表面和你很客氣
[00:03:25.000 --> 00:03:31.000]  但是心裏面和你有嚴軀,或者你不想和他相處
[00:03:31.000 --> 00:03:36.000]  你見到他在走廊頭,你在那裏走廊尾
[00:03:36.000 --> 00:03:39.000]  你又去運路走
[00:03:39.000 --> 00:03:43.000]  敵人,我們怎樣面對敵人呢?
[00:03:43.000 --> 00:03:46.000]  今天耶穌這一段的教導
[00:03:46.000 --> 00:03:51.000]  都給我自己,希望都給到大家一些提醒
[00:03:51.000 --> 00:03:57.000]  我7月份來窩福廣道講了馬太的五章21到26
[00:03:57.000 --> 00:04:00.000]  不過我那次應該講萬和五堂
[00:04:00.000 --> 00:04:02.000]  所以我交代了背景
[00:04:02.000 --> 00:04:04.000]  我今天有少少重溫
[00:04:04.000 --> 00:04:10.000]  可能中堂的弟兄姊妹未必聽過
[00:04:10.000 --> 00:04:15.000]  耶穌在馬太第五章,即是登山普訓的第一章
[00:04:15.000 --> 00:04:24.000]  他在這一段之前在訓斥那些問事和法理賽人
[00:04:24.000 --> 00:04:27.000]  是在講律法
[00:04:27.000 --> 00:04:30.000]  那些人以為我守律法就行了
[00:04:30.000 --> 00:04:33.000]  耶穌說:沒錯,你應該守律法
[00:04:33.000 --> 00:04:36.000]  耶穌說:我不是廢掉律法
[00:04:36.000 --> 00:04:39.000]  你成全律法,所以你要守律法
[00:04:39.000 --> 00:04:42.000]  不過,不只是守律法的規條
[00:04:42.000 --> 00:04:46.000]  你要守耶穌去重新演繹過的律法
[00:04:46.000 --> 00:04:49.000]  就是跟著這六個對比
[00:04:49.000 --> 00:04:52.000]  去統攝這六個對比
[00:04:52.000 --> 00:04:55.000]  就是第五章第20節一個很重要的原則
[00:04:55.000 --> 00:05:00.000]  就是如果你們的義不勝過問事和法理賽人的義
[00:05:00.000 --> 00:05:03.000]  是斷不能進天國
[00:05:03.000 --> 00:05:05.000]  律法的義有這個要求
[00:05:05.000 --> 00:05:08.000]  這些問事和法理賽人的義
[00:05:08.000 --> 00:05:11.000]  不過,耶穌有更高的要求
[00:05:11.000 --> 00:05:14.000]  如果我們不達到這些更高的要求
[00:05:14.000 --> 00:05:16.000]  後果是很嚴重的
[00:05:16.000 --> 00:05:19.000]  耶穌從來沒有降低的標準
[00:05:19.000 --> 00:05:21.000]  讓我們容易一點跟從
[00:05:21.000 --> 00:05:25.000]  耶穌很清楚講出斷不能進天國
[00:05:25.000 --> 00:05:29.000]  我們追求這個更高的義的目的是什麼呢?
[00:05:29.000 --> 00:05:31.000]  就是這六個對比的最後一節
[00:05:31.000 --> 00:05:32.000]  第48節
[00:05:32.000 --> 00:05:36.000]  我們要完全好像我們天父完全一樣
[00:05:36.000 --> 00:05:38.000]  上帝想我們好
[00:05:38.000 --> 00:05:43.000]  所以我們要很小心去看這六個對比
[00:05:43.000 --> 00:05:46.000]  我在七月來就講了第一個對比
[00:05:46.000 --> 00:05:49.000]  不可殺人對不可嬲人
[00:05:49.000 --> 00:05:51.000]  第二個我沒有講
[00:05:51.000 --> 00:05:53.000]  不過大家可以看下去
[00:05:53.000 --> 00:05:55.000]  任行對任念
[00:05:55.000 --> 00:05:58.000]  第三個就是離婚的程序
[00:05:58.000 --> 00:06:00.000]  就是和休契
[00:06:00.000 --> 00:06:02.000]  對離婚的動機等等等等等等
[00:06:02.000 --> 00:06:04.000]  起誓那些
[00:06:04.000 --> 00:06:08.000]  接著我今天就講第五和第六個對比
[00:06:08.000 --> 00:06:11.000]  不過我就嘗試反過來講
[00:06:11.000 --> 00:06:13.000]  我先講第六個對比
[00:06:13.000 --> 00:06:16.000]  就是恨仇敵對愛仇敵
[00:06:16.000 --> 00:06:20.000]  在第43到47節
[00:06:20.000 --> 00:06:22.000]  第43節
[00:06:22.000 --> 00:06:24.000]  你們聽見有話說
[00:06:24.000 --> 00:06:26.000]  其實每一次都是這一句
[00:06:26.000 --> 00:06:29.000]  你們聽見對古人有話說
[00:06:29.000 --> 00:06:30.000]  你們聽見有話說
[00:06:30.000 --> 00:06:32.000]  或者又有話說
[00:06:32.000 --> 00:06:35.000]  都是講律法的要求就是這樣
[00:06:35.000 --> 00:06:40.000]  當愛你的鄰舍恨你的仇敵
[00:06:40.000 --> 00:06:43.000]  當愛你的鄰舍大家很熟悉
[00:06:43.000 --> 00:06:47.000]  這一句是出自舊約里未記十九章十八節
[00:06:47.000 --> 00:06:49.000]  耶穌祂自己在其他的地方
[00:06:49.000 --> 00:06:51.000]  都有引用這一節
[00:06:51.000 --> 00:06:54.000]  那一段是講愛倫如己
[00:06:54.000 --> 00:06:55.000]  大家很熟悉
[00:06:55.000 --> 00:06:57.000]  但是恨你的仇敵呢
[00:06:57.000 --> 00:06:59.000]  出自哪裡呢
[00:06:59.000 --> 00:07:03.000]  你找遍了摩西五經這613條律法
[00:07:03.000 --> 00:07:06.000]  沒有一條是叫你恨你的仇敵
[00:07:06.000 --> 00:07:07.000]  是沒有的
[00:07:07.000 --> 00:07:11.000]  這613條有248條就是你要做些什麼
[00:07:11.000 --> 00:07:14.000]  有365條就不要做些什麼
[00:07:14.000 --> 00:07:17.000]  所以律法基本上就是Do's and Don'ts
[00:07:17.000 --> 00:07:19.000]  是對的
[00:07:19.000 --> 00:07:20.000]  這些不是錯的東西
[00:07:20.000 --> 00:07:23.000]  不過如果你的信仰只是Do's and Don'ts
[00:07:23.000 --> 00:07:25.000]  那就出事了
[00:07:25.000 --> 00:07:27.000]  所以耶穌有更高的要求
[00:07:27.000 --> 00:07:32.000]  在摩西五經根本就從來沒有直接講要恨你的仇敵
[00:07:32.000 --> 00:07:36.000]  這些是猶太拉給自己演繹的
[00:07:36.000 --> 00:07:38.000]  自己加鹽加醋的
[00:07:38.000 --> 00:07:45.000]  他將我們愛倫舍一個邏輯推論
[00:07:45.000 --> 00:07:47.000]  我愛我的自己人
[00:07:47.000 --> 00:07:48.000]  我圈子的人
[00:07:48.000 --> 00:07:50.000]  所以我圈外的人
[00:07:50.000 --> 00:07:51.000]  我就要恨
[00:07:51.000 --> 00:07:53.000]  一個很直接的邏輯推論
[00:07:53.000 --> 00:07:57.000]  這個印證就是如果你有機會看看
[00:07:57.000 --> 00:08:00.000]  在新約有個叫做困難群體
[00:08:00.000 --> 00:08:02.000]  它裡面有個社團守則
[00:08:02.000 --> 00:08:07.000]  在裡面是有提到恨仇敵這個想法
[00:08:07.000 --> 00:08:11.000]  原來在新約有些拉比真的會這樣想
[00:08:11.000 --> 00:08:13.000]  我自己有就當然愛
[00:08:13.000 --> 00:08:15.000]  不是那些在我對立面那些
[00:08:15.000 --> 00:08:16.000]  當然要恨
[00:08:16.000 --> 00:08:18.000]  但是耶穌是不是這樣看呢
[00:08:18.000 --> 00:08:21.000]  第44節指示我告訴你們
[00:08:21.000 --> 00:08:23.000]  這六個對比都一定有這一句
[00:08:23.000 --> 00:08:28.000]  就是說耶穌不要單單這樣
[00:08:28.000 --> 00:08:29.000]  我們要怎樣呢
[00:08:29.000 --> 00:08:32.000]  我們要愛你們的仇敵
[00:08:32.000 --> 00:08:35.000]  為那逼迫你們的禱告
[00:08:35.000 --> 00:08:37.000]  愛仇敵這個愛字
[00:08:37.000 --> 00:08:40.000]  在原文是一個命令式的動詞
[00:08:40.000 --> 00:08:42.000]  我們一定要恨
[00:08:42.000 --> 00:08:43.000]  是難的
[00:08:43.000 --> 00:08:46.000]  我從來沒有認為愛仇敵是很容易
[00:08:46.000 --> 00:08:47.000]  是難的
[00:08:47.000 --> 00:08:49.000]  但是我們一定要努力去做
[00:08:49.000 --> 00:08:51.000]  信得過是上帝想的東西
[00:08:51.000 --> 00:08:54.000]  上帝一定有恩典伴隨
[00:08:54.000 --> 00:08:55.000]  有能力伴隨
[00:08:55.000 --> 00:08:57.000]  我們要信得過神
