
[00:00:00.000 --> 00:00:03.460]  天父多謝祢給我們看這一段聖經
[00:00:03.460 --> 00:00:08.240]  我們求尊祢幫助改變我們的生活
[00:00:08.240 --> 00:00:11.340]  因為祢的話語是幫我們更加治理
[00:00:11.340 --> 00:00:12.340]  求尊祢帶領
[00:00:12.340 --> 00:00:14.040]  祈禱奉主耶穌基督的名
[00:00:14.040 --> 00:00:16.040]  阿們
[00:00:16.040 --> 00:00:20.320]  有一個美國的牧者叫Syrus
[00:00:20.320 --> 00:00:23.520]  這個人是Scofield
[00:00:23.520 --> 00:00:25.520]  Syrus Scofield
[00:00:25.520 --> 00:00:27.520]  Scofield Bible大家有沒有聽過
[00:00:27.520 --> 00:00:29.520]  Scofield Bible
[00:00:29.520 --> 00:00:32.520]  是一本書是一個人寫的
[00:00:32.520 --> 00:00:34.520]  是一個編輯的
[00:00:34.520 --> 00:00:36.520]  在美國一段時間很盛行
[00:00:36.520 --> 00:00:38.520]  Scofield Bible
[00:00:38.520 --> 00:00:40.520]  Scofield在年輕的時候
[00:00:40.520 --> 00:00:42.520]  他是一個律師
[00:00:42.520 --> 00:00:44.520]  在他做律師的時候
[00:00:44.520 --> 00:00:47.520]  他有一次有一個朋友跟他聊天
[00:00:47.520 --> 00:00:49.520]  這個朋友就說
[00:00:49.520 --> 00:00:50.520]  有件事我想問你
[00:00:50.520 --> 00:00:52.520]  不過我不敢開口
[00:00:52.520 --> 00:00:54.520]  Scofield就說
[00:00:54.520 --> 00:00:56.520]  什麼事有什麼值得
[00:00:56.520 --> 00:00:58.520]  好像不敢說
[00:00:58.520 --> 00:01:00.520]  我問你這件事
[00:01:00.520 --> 00:01:04.520]  為什麼你還不是成為了一個基督徒
[00:01:04.520 --> 00:01:06.520]  Scofield就說
[00:01:06.520 --> 00:01:08.520]  沒錯
[00:01:08.520 --> 00:01:10.520]  我聖經是看了很多
[00:01:10.520 --> 00:01:12.520]  但是有件事我不成為基督徒
[00:01:12.520 --> 00:01:14.520]  就是因為聖經說過
[00:01:14.520 --> 00:01:16.520]  如果是醉酒那些
[00:01:16.520 --> 00:01:20.520]  是不能夠在神的國裡面
[00:01:20.520 --> 00:01:22.520]  所以
[00:01:22.520 --> 00:01:24.520]  這個是我的很大的弱點
[00:01:24.520 --> 00:01:26.520]  所以我沒有考慮過
[00:01:26.520 --> 00:01:28.520]  但這個朋友就說
[00:01:28.520 --> 00:01:30.520]  你沒有直接回答我的問題
[00:01:30.520 --> 00:01:32.520]  你究竟有什麼
[00:01:32.520 --> 00:01:34.520]  你做不到成為基督徒
[00:01:34.520 --> 00:01:36.520]  你其實是在逃避我這個問題
[00:01:36.520 --> 00:01:38.520]  Scofield就說
[00:01:38.520 --> 00:01:40.520]  是喔
[00:01:40.520 --> 00:01:42.520]  在我印象之中沒有誰說
[00:01:42.520 --> 00:01:44.520]  究竟我怎樣能夠成為一個基督徒
[00:01:44.520 --> 00:01:46.520]  當然啦
[00:01:46.520 --> 00:01:48.520]  每個人都有些問題
[00:01:48.520 --> 00:01:50.520]  所以這個朋友就說
[00:01:50.520 --> 00:01:52.520]  聖經就是這樣說
[00:01:52.520 --> 00:01:54.520]  人是有罪的
[00:01:54.520 --> 00:01:56.520]  我們的罪是為我們而死
[00:01:56.520 --> 00:01:58.520]  以致我們能夠得到永生
[00:01:58.520 --> 00:02:00.520]  其實你如果願意
[00:02:00.520 --> 00:02:02.520]  相信耶穌基督
[00:02:02.520 --> 00:02:04.520]  我現在可以跟你一起祈禱
[00:02:04.520 --> 00:02:06.520]  Scofield就說
[00:02:06.520 --> 00:02:08.520]  好啊我們一起祈禱
[00:02:08.520 --> 00:02:10.520]  在那次的祈禱裡面
[00:02:10.520 --> 00:02:12.520]  Scofield就很誠心地跟神說
[00:02:12.520 --> 00:02:14.520]  神啊求你赦免我的罪
[00:02:14.520 --> 00:02:16.520]  給我力量去
[00:02:16.520 --> 00:02:18.520]  勝過我一些的壞習慣
[00:02:18.520 --> 00:02:20.520]  求主你幫助
[00:02:20.520 --> 00:02:22.520]  Scofield就是這樣改變了
[00:02:22.520 --> 00:02:24.520]  其實Scofield
[00:02:24.520 --> 00:02:26.520]  當時不單是淤酒
[00:02:26.520 --> 00:02:28.520]  他當時
[00:02:28.520 --> 00:02:30.520]  是做律師的
[00:02:30.520 --> 00:02:32.520]  律師也有很多的問題
[00:02:32.520 --> 00:02:34.520]  他只是被人調查
[00:02:34.520 --> 00:02:36.520]  他有貪污
[00:02:36.520 --> 00:02:38.520]  還有一些所做的法律文件
[00:02:38.520 --> 00:02:40.520]  無簽名
[00:02:40.520 --> 00:02:42.520]  等等很多的問題
[00:02:42.520 --> 00:02:44.520]  其實Scofield已經去到一個
[00:02:44.520 --> 00:02:46.520]  人生很低很低的低谷
[00:02:46.520 --> 00:02:48.520]  裡面
[00:02:48.520 --> 00:02:50.520]  其實他當時因為自己很多的問題
[00:02:50.520 --> 00:02:52.520]  他直接
[00:02:52.520 --> 00:02:54.520]  逃避家裡人的太太
[00:02:54.520 --> 00:02:56.520]  兒女
[00:02:56.520 --> 00:02:58.520]  他也摒棄
[00:02:58.520 --> 00:03:00.520]  他根本成為了一個
[00:03:00.520 --> 00:03:02.520]  家庭支離破碎
[00:03:02.520 --> 00:03:04.520]  搞到這個地步的一個人
[00:03:04.520 --> 00:03:06.520]  但他當然信了主
[00:03:06.520 --> 00:03:08.520]  我們知道他後來成為了一個
[00:03:08.520 --> 00:03:10.520]  編輯聖經的人
[00:03:10.520 --> 00:03:12.520]  你就知道他生命有很大的改變
[00:03:12.520 --> 00:03:14.520]  Scofield後來
[00:03:14.520 --> 00:03:16.520]  如果在Dallas你會知道Scofield的Church
[00:03:16.520 --> 00:03:18.520]  就是他在那裡
[00:03:18.520 --> 00:03:20.520]  建立
[00:03:20.520 --> 00:03:22.520]  然後繼續在那裡牧羊
[00:03:22.520 --> 00:03:24.520]  他不單止成為了一個聖經
[00:03:24.520 --> 00:03:26.520]  牧者
[00:03:26.520 --> 00:03:28.520]  他成為了一個神學家
[00:03:28.520 --> 00:03:30.520]  一個很大的改變
[00:03:30.520 --> 00:03:32.520]  我們知道神
[00:03:32.520 --> 00:03:34.520]  是去藉著福音
[00:03:34.520 --> 00:03:36.520]  改變很多人的生命
[00:03:36.520 --> 00:03:38.520]  不單止這樣
[00:03:38.520 --> 00:03:40.520]  當我們成為了他的兒女的時候
[00:03:40.520 --> 00:03:42.520]  他還給我們有使命
[00:03:42.520 --> 00:03:44.520]  我們能夠成為光成為炎
[00:03:44.520 --> 00:03:46.520]  這個就是我們生命的本質
[00:03:46.520 --> 00:03:48.520]  當我們成為了基督徒的時候
[00:03:48.520 --> 00:03:50.520]  成為光成為炎
[00:03:50.520 --> 00:03:52.520]  如果我們沒有真的去做這個
[00:03:52.520 --> 00:03:54.520]  做我們的品格
[00:03:54.520 --> 00:03:56.520]  去見證我們這位神的時候
[00:03:56.520 --> 00:03:58.520]  鹽濕了鹹味的時候
[00:03:58.520 --> 00:04:00.520]  不再叫鹽
[00:04:00.520 --> 00:04:02.520]  所以我們的本質是一個
[00:04:02.520 --> 00:04:04.520]  會發光
[00:04:04.520 --> 00:04:06.520]  發這個鹽
[00:04:06.520 --> 00:04:08.520]  灑鹽或者我們這個鹽
[00:04:08.520 --> 00:04:10.520]  灑下去滲透這個社會
[00:04:10.520 --> 00:04:12.520]  如果我們做不到這個
[00:04:12.520 --> 00:04:14.520]  或者我們
[00:04:14.520 --> 00:04:16.520]  不夠福音去傳講的時候
[00:04:16.520 --> 00:04:18.520]  我相信每一個基督徒
[00:04:18.520 --> 00:04:20.520]  都知道很重要的
[00:04:20.520 --> 00:04:22.520]  但是曾幾何時我們將這件事情
[00:04:22.520 --> 00:04:24.520]  好像很間斷的去做
[00:04:24.520 --> 00:04:26.520]  或者問一下大家
[00:04:26.520 --> 00:04:28.520]  最近你跟人傳福音的時候
[00:04:28.520 --> 00:04:30.520]  是什麼時候呢
[00:04:30.520 --> 00:04:32.520]  可能你說
[00:04:32.520 --> 00:04:34.520]  剛剛才有機會去傳福音
[00:04:34.520 --> 00:04:36.520]  或者怎樣也好
[00:04:36.520 --> 00:04:38.520]  其實
[00:04:38.520 --> 00:04:40.520]  據很多的統計
[00:04:40.520 --> 00:04:42.520]  要傳福音是知道的
[00:04:42.520 --> 00:04:44.520]  但是真正實踐
[00:04:44.520 --> 00:04:46.520]  傳福音的基督徒
[00:04:46.520 --> 00:04:48.520]  其實為數不是佔大多數
[00:04:48.520 --> 00:04:50.520]  為什麼呢
[00:04:50.520 --> 00:04:52.520]  為什麼我們會這樣呢
[00:04:52.520 --> 00:04:54.520]  或者我們要看看
[00:04:54.520 --> 00:04:56.520]  究竟福音傳福音
[00:04:56.520 --> 00:04:58.520]  跟我們的生命有什麼關係
[00:04:58.520 --> 00:05:00.520]  或者我們今天看這段經文
[00:05:00.520 --> 00:05:02.520]  就是保羅在哥林多後書第五章
[00:05:02.520 --> 00:05:04.520]  十一節到二十一節的時候
[00:05:04.520 --> 00:05:06.520]  他在說其實這個福音
[00:05:06.520 --> 00:05:08.520]  不是說的
[00:05:08.520 --> 00:05:10.520]  說固然是好
[00:05:10.520 --> 00:05:12.520]  還有其實整個人的生命
[00:05:12.520 --> 00:05:14.520]  在他裡面
[00:05:14.520 --> 00:05:16.520]  以至於他能夠說出來
[00:05:16.520 --> 00:05:18.520]  在他心裡面很重要的東西
[00:05:18.520 --> 00:05:20.520]  他會說出來
[00:05:20.520 --> 00:05:22.520]  這個才是重要的
[00:05:22.520 --> 00:05:24.520]  我們看這段經文
[00:05:24.520 --> 00:05:26.520]  我們發覺保羅
[00:05:26.520 --> 00:05:28.520]  他講到其實福音去傳講
[00:05:28.520 --> 00:05:30.520]  是不容易的
[00:05:30.520 --> 00:05:32.520]  但是背後這段經文也告訴我們
[00:05:32.520 --> 00:05:34.520]  有很大的動力
[00:05:34.520 --> 00:05:36.520]  以至於保羅能夠持續性地
[00:05:36.520 --> 00:05:38.520]  在他生命裡面將福音彰顯
[00:05:38.520 --> 00:05:40.520]  或者我們這段經文
[00:05:40.520 --> 00:05:42.520]  可以看三方面
[00:05:42.520 --> 00:05:44.520]  我們看到保羅
[00:05:44.520 --> 00:05:46.520]  第一方面他敬畏神
[00:05:46.520 --> 00:05:48.520]  基於敬畏神
[00:05:48.520 --> 00:05:50.520]  以至於他傳授福音
[00:05:50.520 --> 00:05:52.520]  第二方面
[00:05:52.520 --> 00:05:54.520]  他是給神的愛去激勵他
[00:05:54.520 --> 00:05:56.520]  他愛神
[00:05:56.520 --> 00:05:58.520]  第三方面他堅守傳福音的使命
[00:05:58.520 --> 00:06:00.520]  這三方面我們會看
[00:06:00.520 --> 00:06:02.520]  或者我們看看哥林多後書
[00:06:02.520 --> 00:06:04.520]  這裡
[00:06:04.520 --> 00:06:06.520]  講到保羅在這段經文
[00:06:06.520 --> 00:06:08.520]  怎麼說呢
[00:06:08.520 --> 00:06:10.520]  保羅講到原來神給他福音
[00:06:10.520 --> 00:06:12.520]  是福音的執事
[00:06:12.520 --> 00:06:14.520]  這個福音是新約的福音
[00:06:14.520 --> 00:06:16.520]  比起舊約的福音更加榮耀
[00:06:16.520 --> 00:06:18.520]  保羅看到這是一個
[00:06:18.520 --> 00:06:20.520]  莫大的寶貝
[00:06:20.520 --> 00:06:22.520]  但是這個寶貝放在哪裡呢
[00:06:22.520 --> 00:06:24.520]  放在瓦器裡面
[00:06:24.520 --> 00:06:26.520]  保羅是軟弱的
[00:06:26.520 --> 00:06:28.520]  但是有這個寶貝在裡面
[00:06:28.520 --> 00:06:30.520]  他又顯出莫大的能力
[00:06:30.520 --> 00:06:32.520]  所以是一個很爆炸性的
[00:06:32.520 --> 00:06:34.520]  福音能夠影響很多的人
[00:06:34.520 --> 00:06:36.520]  他甘心
[00:06:36.520 --> 00:06:38.520]  為了這個福音
[00:06:38.520 --> 00:06:40.520]  甚至乎經常被人帶到死地
[00:06:40.520 --> 00:06:42.520]  也可以的
[00:06:42.520 --> 00:06:44.520]  他憑著信心就是走這條路
[00:06:44.520 --> 00:06:46.520]  所以憑著信心
[00:06:46.520 --> 00:06:48.520]  寧願他將生命
[00:06:48.520 --> 00:06:50.520]  無論是禍是福
[00:06:50.520 --> 00:06:52.520]  他都會繼續
[00:06:52.520 --> 00:06:54.520]  將這個福音去傳揚
[00:06:54.520 --> 00:06:56.520]  來到十一節
[00:06:56.520 --> 00:06:58.520]  他就講出
[00:06:58.520 --> 00:07:00.520]  剛才我所講的那三樣東西
[00:07:00.520 --> 00:07:02.520]  很重要為什麼他覺得
[00:07:02.520 --> 00:07:04.520]  他的推動力這麼大
[00:07:04.520 --> 00:07:06.520]  也成為你和我一起的學習
[00:07:06.520 --> 00:07:08.520]  我們首先看看
[00:07:08.520 --> 00:07:10.520]  十一節到十三節
[00:07:10.520 --> 00:07:12.520]  我們一起讀
[00:07:12.520 --> 00:07:17.520]  既然我們知道主是可謂的周圈道人
[00:07:17.520 --> 00:07:20.520]  但是神是認識我們的
[00:07:20.520 --> 00:07:23.520]  我盼望你們的良心也認識我們
[00:07:23.520 --> 00:07:26.520]  我們不是向你們再推薦自己
[00:07:26.520 --> 00:07:30.520]  而是要讓你們有誇耀我們的機會
[00:07:30.520 --> 00:07:33.520]  使你們好面對那憑外貌
[00:07:33.520 --> 00:07:35.520]  不憑內心誇耀的人
[00:07:35.520 --> 00:07:37.520]  如果我們癲狂
[00:07:37.520 --> 00:07:38.520]  是為神
[00:07:38.520 --> 00:07:40.520]  如果我們清醒
[00:07:40.520 --> 00:07:41.520]  是為你們
[00:07:41.520 --> 00:07:48.520]  我們會看到保羅是很誠心誠意
[00:07:48.520 --> 00:07:51.520]  在心裡面去傳揚這個福音
[00:07:51.520 --> 00:07:53.520]  或者我們首先第一節
[00:07:53.520 --> 00:07:57.520]  第一句在保羅經文所講
[00:07:57.520 --> 00:07:59.520]  既然我們知道主是可謂的
[00:07:59.520 --> 00:08:01.520]  他就成為了
[00:08:01.520 --> 00:08:03.520]  所以我就勸導人
[00:08:03.520 --> 00:08:06.520]  勸導人這個字其實就是說服人
[00:08:06.520 --> 00:08:07.520]  其實傳福音不容易的
[00:08:07.520 --> 00:08:10.520]  你要將一個人的思想扭轉的時候
[00:08:10.520 --> 00:08:15.520]  你是一個很主動去勸導人
[00:08:15.520 --> 00:08:16.520]  基礎是什麼呢
[00:08:16.520 --> 00:08:19.520]  就是因為知道主是可謂的
