
[00:00:00.000 --> 00:00:03.820]  福音書記載天父從天上開聲說話
[00:00:03.820 --> 00:00:06.280]  一共有三個場景
[00:00:06.280 --> 00:00:07.880]  第一次你很熟悉的
[00:00:07.880 --> 00:00:09.980]  就是耶穌受洗的時候
[00:00:09.980 --> 00:00:12.440]  聖靈降臨在祂身上的那一次
[00:00:12.440 --> 00:00:14.840]  第二次就是登山變像
[00:00:14.840 --> 00:00:17.300]  是我們前兩星期所讀過的經文
[00:00:17.300 --> 00:00:20.240]  兩次都是在三卷的婦女福音裡
[00:00:20.240 --> 00:00:23.980]  《馬太》、《馬可》、《路加》當中記載
[00:00:23.980 --> 00:00:26.900]  而另一次只是記載在今天讀的
[00:00:26.900 --> 00:00:29.180]  《約翰福音》第十二章
[00:00:29.180 --> 00:00:34.200]  是耶穌已經騎驢進入耶路撒冷後發生的
[00:00:34.200 --> 00:00:36.880]  你記得「和撒那」
[00:00:36.880 --> 00:00:39.480]  「奉主名來的,是應當稱頌的」
[00:00:39.480 --> 00:00:41.520]  那一幕之後
[00:00:41.520 --> 00:00:44.460]  三句的說話都是從天上而來的聲音
[00:00:44.460 --> 00:00:48.460]  也是對今天我們每一位的說話
[00:00:48.460 --> 00:00:49.580]  我們進入經文以前
[00:00:49.580 --> 00:00:51.880]  我們再圖告
[00:00:51.880 --> 00:00:53.720]  天父當我們去打開
[00:00:53.720 --> 00:00:55.840]  有關祢愛子的記載
[00:00:55.840 --> 00:00:57.980]  願祢的聖靈讓我們去明白
[00:00:57.980 --> 00:01:00.840]  當中我們要學懂的真理
[00:01:00.840 --> 00:01:02.600]  光照我們的內心
[00:01:02.600 --> 00:01:03.460]  多謝祢
[00:01:03.460 --> 00:01:04.760]  祈禱奉主耶穌基督
[00:01:04.760 --> 00:01:06.220]  得聖名字祈求
[00:01:06.220 --> 00:01:07.220]  阿門
[00:01:27.980 --> 00:01:29.640]  耶穌面對這個的時候
[00:01:29.640 --> 00:01:30.560]  祂怎樣說呢?
[00:01:30.560 --> 00:01:32.560]  我請大家幫我讀出第二十七節
[00:01:32.560 --> 00:01:33.560]  預備起
[00:01:33.560 --> 00:01:36.980]  「我現在心裡煩亂
[00:01:36.980 --> 00:01:39.100]  我應該說什麼呢?
[00:01:39.100 --> 00:01:43.020]  說:吾阿不可脫離的天下
[00:01:43.020 --> 00:01:47.100]  以我正知慧者可以護我們
[00:01:47.100 --> 00:01:50.600]  要脫離的天下」
[00:01:50.600 --> 00:01:53.140]  離開十字架越來越近
[00:01:53.140 --> 00:01:54.980]  耶穌的心是煩亂的
[00:01:54.980 --> 00:01:58.060]  經文說:我應該說什麼呢?
[00:01:58.060 --> 00:01:59.860]  我有什麼可以說呢?
[00:01:59.860 --> 00:02:01.060]  從祂的上文說話
[00:02:01.060 --> 00:02:02.100]  你會一再知道
[00:02:02.100 --> 00:02:04.360]  祂是怎樣去想這件事
[00:02:04.360 --> 00:02:05.600]  祂是怎樣去做決定
[00:02:05.600 --> 00:02:07.600]  來到今天的這一步
[00:02:07.600 --> 00:02:08.940]  耶穌說過
[00:02:08.940 --> 00:02:10.560]  在前面的幾節
[00:02:10.560 --> 00:02:11.640]  祂說:一粒墨子
[00:02:11.640 --> 00:02:13.400]  如果不落在地裡死亡
[00:02:13.400 --> 00:02:14.560]  仍然是一粒
[00:02:14.560 --> 00:02:18.060]  如果死了就結出許多果實來
[00:02:18.060 --> 00:02:20.060]  這一句你也很熟悉的金句
[00:02:20.060 --> 00:02:21.640]  你明白這裡所說的
[00:02:21.640 --> 00:02:25.100]  就是耶穌必須要經歷死亡
[00:02:25.100 --> 00:02:27.440]  死變得有意義
[00:02:27.440 --> 00:02:28.640]  但你再看清楚一點
[00:02:28.640 --> 00:02:30.640]  這裡更加說出
[00:02:30.640 --> 00:02:33.640]  一粒墨子的存在
[00:02:33.640 --> 00:02:36.140]  祂是有一個任務的
[00:02:36.140 --> 00:02:38.140]  祂有一個目的
[00:02:38.140 --> 00:02:42.140]  祂的任務就是能夠結出更多的果子來
[00:02:42.140 --> 00:02:45.640]  能夠養活許多人的生命
[00:02:45.640 --> 00:02:49.640]  若果只是捉實祂自己的一粒墨子
[00:02:49.640 --> 00:02:52.140]  是達成不了這一生的任務
[00:02:52.140 --> 00:02:55.640]  祂沒有辦法完成祂一生的使命
[00:02:55.640 --> 00:02:57.140]  如果是這樣的話
[00:02:57.140 --> 00:02:59.640]  這一粒墨子的存在
[00:02:59.640 --> 00:03:03.640]  可以說是始有還無
[00:03:03.640 --> 00:03:06.140]  十字架是困擾著耶穌的
[00:03:06.140 --> 00:03:07.640]  但是祂沒有放下
[00:03:07.640 --> 00:03:11.640]  祂一生必須要做的事
[00:03:11.640 --> 00:03:13.640]  我不知道當中有沒有弟兄
[00:03:13.640 --> 00:03:14.640]  甚至姐妹
[00:03:14.640 --> 00:03:16.640]  你也玩過這一種遊戲
[00:03:16.640 --> 00:03:19.640]  《孖寶兄弟》
[00:03:19.640 --> 00:03:20.640]  在遊戲當中
[00:03:20.640 --> 00:03:23.640]  你會有幾條生命
[00:03:23.640 --> 00:03:25.640]  這個主角在過程中
[00:03:25.640 --> 00:03:27.640]  他不可以只是因為保命
[00:03:27.640 --> 00:03:29.640]  而不向前走
[00:03:29.640 --> 00:03:31.640]  當然他可以躲在水管上
[00:03:31.640 --> 00:03:32.640]  不走下去
[00:03:32.640 --> 00:03:33.640]  不碰到怪物
[00:03:33.640 --> 00:03:34.640]  不會死
[00:03:34.640 --> 00:03:35.640]  他站在那裡
[00:03:35.640 --> 00:03:37.640]  他可以保住他那一條生命
[00:03:37.640 --> 00:03:38.640]  不過如果是這樣的話
[00:03:38.640 --> 00:03:39.640]  就一事無成
[00:03:39.640 --> 00:03:41.640]  完成不了這個遊戲的任務
[00:03:41.640 --> 00:03:43.640]  他要繼續向前走
[00:03:43.640 --> 00:03:46.640]  他要面對不同的對手
[00:03:46.640 --> 00:03:47.640]  他甚至要挑戰
[00:03:47.640 --> 00:03:49.640]  最終關卡的魔王
[00:03:49.640 --> 00:03:50.640]  最後他的任務
