
[00:00:00.000 --> 00:00:03.080]  我們一起做禱告,然後我們一起去看神的話
[00:00:03.080 --> 00:00:06.600]  天父上帝,我感謝你,因為祢給我們福氣
[00:00:06.600 --> 00:00:11.000]  能夠享受教弟兄姊妹團契的生活
[00:00:11.000 --> 00:00:15.200]  祢更加讓我們能夠在此服侍祢,敬拜祢
[00:00:15.200 --> 00:00:18.800]  祈求祢今天在此時,祢向我們說話
[00:00:18.800 --> 00:00:21.600]  教導我們應該學習的功課
[00:00:21.600 --> 00:00:24.800]  不單單是我們知道應該學習的功課
[00:00:24.800 --> 00:00:27.800]  更加祈求祢的靈,觸動我們的心
[00:00:27.800 --> 00:00:30.800]  讓我們曉得不單單是聽道
[00:00:30.800 --> 00:00:33.400]  我們而且能夠行道
[00:00:33.400 --> 00:00:37.400]  我們這樣祈禱奉耶穌基督的聖名
[00:00:37.400 --> 00:00:39.600]  大家知道我們在說什麼
[00:00:39.600 --> 00:00:41.600]  下一站的幸福
[00:00:41.600 --> 00:00:44.200]  眨眼今天是第七講
[00:00:44.200 --> 00:00:47.600]  下個星期是我們最後一講
[00:00:47.600 --> 00:00:52.200]  我相信幸福沒有人說不想要的,是不是?
[00:00:52.200 --> 00:00:54.200]  有沒有人不想要呢?不會了
[00:00:54.200 --> 00:00:56.600]  幸福是每個人都想要的
[00:00:56.600 --> 00:01:01.800]  問題是怎樣才能得到幸福呢?
[00:01:01.800 --> 00:01:05.200]  下一站能否成為他們的終點站呢?
[00:01:05.200 --> 00:01:09.600]  我相信大家對幸福和快樂
[00:01:09.600 --> 00:01:11.000]  有很多不同的觀點
[00:01:11.000 --> 00:01:15.200]  我記得我在講教會的101課的時候
[00:01:15.200 --> 00:01:16.600]  講到這個問題
[00:01:16.600 --> 00:01:20.000]  通常我都會分享我自己的經驗
[00:01:20.000 --> 00:01:21.000]  我的經驗是什麼呢?
[00:01:21.000 --> 00:01:22.800]  就是我和我爸爸在一起的時候
[00:01:22.800 --> 00:01:25.000]  我爸爸回到天父那裡
[00:01:25.000 --> 00:01:27.200]  吃飯的時候他還要高談闊論
[00:01:27.200 --> 00:01:28.800]  有一次他講到
[00:01:28.800 --> 00:01:32.000]  什麼能夠令一個人幸福快樂呢?
[00:01:32.000 --> 00:01:33.600]  他就有一個statement
[00:01:33.600 --> 00:01:35.000]  有一句話
[00:01:35.000 --> 00:01:38.000]  他說有錢不一定幸福
[00:01:38.000 --> 00:01:40.400]  不過沒錢就一定不幸福
[00:01:40.400 --> 00:01:41.800]  如果上過101的話
[00:01:41.800 --> 00:01:44.800]  你應該聽我說過我父親的話
[00:01:44.800 --> 00:01:46.200]  你同不同意?
[00:01:46.200 --> 00:01:47.400]  有錢不一定幸福
[00:01:47.400 --> 00:01:50.800]  不過沒錢他就覺得一定不幸福
[00:01:50.800 --> 00:01:51.600]  你怎麼看呢?
[00:01:51.600 --> 00:01:54.400]  當然如果你的頭腦清醒一點的話
[00:01:54.400 --> 00:01:56.600]  什麼叫做有錢啊牧師
[00:01:56.600 --> 00:01:58.800]  什麼叫做沒錢啊
[00:01:58.800 --> 00:02:00.400]  我有一個朋友
[00:02:00.400 --> 00:02:02.400]  每逢交地稅的時候
[00:02:02.400 --> 00:02:04.200]  他就哭沒錢了
[00:02:04.200 --> 00:02:05.200]  為什麼呢?
[00:02:05.200 --> 00:02:06.200]  因為有很多房子
[00:02:06.200 --> 00:02:08.400]  很多房子他就要交地稅
[00:02:08.400 --> 00:02:09.600]  哎呀沒錢了沒錢了
[00:02:09.600 --> 00:02:10.800]  在那裡滲窮
[00:02:10.800 --> 00:02:11.600]  沒錢
[00:02:11.600 --> 00:02:13.800]  我又認識到教會裡面
[00:02:13.800 --> 00:02:15.200]  有很多弟兄姊妹
[00:02:15.200 --> 00:02:16.400]  他沒有房子
[00:02:16.400 --> 00:02:18.200]  他沒有名車
[00:02:18.200 --> 00:02:20.000]  不過他有錢去短訓
[00:02:20.000 --> 00:02:22.600]  他有錢去幫助那些窮苦的兒童
[00:02:22.600 --> 00:02:24.800]  他有錢去參加我們的backpack drive
[00:02:24.800 --> 00:02:26.600]  有錢還是沒錢呢?
[00:02:26.600 --> 00:02:29.200]  就看你個人自己怎麼去看了
[00:02:29.200 --> 00:02:31.800]  但是如果你看看這兩類人來說
[00:02:31.800 --> 00:02:33.800]  按照你自己的看法
[00:02:33.800 --> 00:02:35.600]  你覺得哪一類人
[00:02:35.600 --> 00:02:37.600]  哭窮的那些
[00:02:37.600 --> 00:02:39.200]  或者覺得自己有錢
[00:02:39.200 --> 00:02:40.200]  去工作的那些
[00:02:40.200 --> 00:02:41.800]  哪些人你覺得
[00:02:41.800 --> 00:02:43.600]  他們生活會幸福一點呢?
[00:02:43.600 --> 00:02:46.800]  這個就是大家需要去想的事情
[00:02:46.800 --> 00:02:48.000]  問題就是說
[00:02:48.000 --> 00:02:49.400]  為什麼今天很多人
[00:02:49.400 --> 00:02:51.000]  包括我父親在內
[00:02:51.000 --> 00:02:52.600]  雖然他很有智慧
[00:02:52.600 --> 00:02:54.000]  他說有錢不一定幸福
[00:02:54.000 --> 00:02:56.400]  但是沒了錢一定不幸福
[00:02:56.400 --> 00:02:59.400]  就是說金錢錢財
[00:02:59.400 --> 00:03:01.000]  對一個人幸福與否
[00:03:01.000 --> 00:03:03.600]  是扮演一個很重要的角色的
[00:03:03.600 --> 00:03:05.400]  為什麼今天這麼多人
[00:03:05.400 --> 00:03:07.800]  覺得錢是這麼重要
[00:03:07.800 --> 00:03:09.800]  為什麼錢和父子間的關係
[00:03:09.800 --> 00:03:11.400]  是這麼密切呢?
[00:03:11.400 --> 00:03:13.000]  錢重要嗎?
[00:03:13.000 --> 00:03:14.600]  錢真的很重要
[00:03:14.600 --> 00:03:15.800]  我們大家都知道
[00:03:15.800 --> 00:03:17.200]  在社會裡面生活
[00:03:17.200 --> 00:03:19.200]  無錢不行的
[00:03:19.200 --> 00:03:21.000]  所以因為這樣的緣故
[00:03:21.000 --> 00:03:22.200]  因為我們的社會文化
[00:03:22.200 --> 00:03:24.200]  是需要這些錢幣流通
[00:03:24.200 --> 00:03:26.200]  才可以在這裡生活的
[00:03:26.200 --> 00:03:28.200]  我們在不知不覺當中
[00:03:28.200 --> 00:03:33.400]  覺得有錢就是幸福的代名詞
[00:03:33.400 --> 00:03:35.600]  有些人在不知不覺當中
[00:03:35.600 --> 00:03:37.400]  有了這樣的結論
[00:03:37.400 --> 00:03:41.200]  有錢就是幸福的代名詞
[00:03:41.200 --> 00:03:43.000]  所以當我們說到
[00:03:43.000 --> 00:03:44.800]  下一站的幸福的時候
[00:03:44.800 --> 00:03:46.600]  我們不可以不說
[00:03:46.600 --> 00:03:47.800]  到底在基督徒
[00:03:47.800 --> 00:03:49.000]  到底在聖經裡面
[00:03:49.000 --> 00:03:52.400]  怎樣去看錢財
[00:03:52.400 --> 00:03:55.200]  和幸福之間的關係呢?
[00:03:55.200 --> 00:03:56.400]  我們感謝讚美主
[00:03:56.400 --> 00:03:57.000]  為什麼呢?
[00:03:57.000 --> 00:03:58.600]  因為如果你看聖經的時候
[00:03:58.600 --> 00:04:01.400]  特別你看耶穌的談論
[00:04:01.400 --> 00:04:03.600]  耶穌是說錢財的問題
[00:04:03.600 --> 00:04:06.400]  多過說天堂和地獄
[00:04:06.400 --> 00:04:07.400]  你知不知道?
[00:04:07.400 --> 00:04:09.000]  不信你回去查一下
[00:04:09.000 --> 00:04:11.200]  耶穌說到錢財的問題
[00:04:11.200 --> 00:04:14.000]  多過說天堂和地獄
[00:04:14.000 --> 00:04:15.000]  不但如此
[00:04:15.000 --> 00:04:16.600]  耶穌說很多比喻的
[00:04:16.600 --> 00:04:18.200]  用比喻去教訓人
[00:04:18.200 --> 00:04:19.800]  在耶穌所說的比喻當中
[00:04:19.800 --> 00:04:22.000]  大概有一半
[00:04:22.000 --> 00:04:24.800]  都是和財富有關的
[00:04:24.800 --> 00:04:26.200]  其中一個
[00:04:26.200 --> 00:04:27.400]  我們比較少說
[00:04:27.400 --> 00:04:30.200]  又比較令我們有困惑的一個比喻
