
[00:00:00.000 --> 00:00:02.680]  所以我看回今天的經文
[00:00:02.680 --> 00:00:06.520]  我選讀的是腓納比書第四章第二到三節
[00:00:06.520 --> 00:00:10.320]  牧師說這兩節聖經你都講到哪裏了
[00:00:10.320 --> 00:00:11.320]  是呀
[00:00:11.320 --> 00:00:14.760]  不止這兩節聖經
[00:00:14.760 --> 00:00:17.560]  整本腓納比書
[00:00:17.560 --> 00:00:21.800]  保羅都在滲進一個這樣的觀念
[00:00:21.800 --> 00:00:25.960]  在第一章第五節
[00:00:25.960 --> 00:00:27.960]  因爲從第一天直到如今
[00:00:27.960 --> 00:00:29.960]  你們都同心合意
[00:00:29.960 --> 00:00:31.960]  興旺福音
[00:00:31.960 --> 00:00:33.960]  我一看,一開始應該
[00:00:33.960 --> 00:00:35.960]  這間教會很棒
[00:00:35.960 --> 00:00:37.960]  由第一天開始
[00:00:37.960 --> 00:00:39.960]  從第一天直到如今
[00:00:39.960 --> 00:00:41.960]  你們都同心合意
[00:00:41.960 --> 00:00:43.960]  興旺福音
[00:00:43.960 --> 00:00:45.960]  這間教會不得了
[00:00:45.960 --> 00:00:47.960]  從第一天開始
[00:00:47.960 --> 00:00:49.960]  一數
[00:00:49.960 --> 00:00:51.960]  54年前開始
[00:00:51.960 --> 00:00:53.960]  一直到現在
[00:00:53.960 --> 00:00:55.960]  我們都很同心,興旺福音
[00:00:55.960 --> 00:00:57.960]  這間教會當然不得了
[00:00:57.960 --> 00:00:59.960]  聽下去也是
[00:00:59.960 --> 00:01:03.960]  爲福音的信仰齊心努力
[00:01:03.960 --> 00:01:05.960]  同一個心志站立得穩
[00:01:05.960 --> 00:01:07.960]  又同一個心志
[00:01:07.960 --> 00:01:09.960]  令我同景
[00:01:09.960 --> 00:01:13.960]  這間腓納比教會真的很厲害
[00:01:13.960 --> 00:01:17.960]  同一心志,興旺福音
[00:01:17.960 --> 00:01:19.960]  大家發現到第四章
[00:01:19.960 --> 00:01:21.960]  完了
[00:01:21.960 --> 00:01:23.960]  臨完的時候
[00:01:23.960 --> 00:01:25.960]  保羅都忍不住
[00:01:25.960 --> 00:01:27.960]  講出一個事實
[00:01:27.960 --> 00:01:29.960]  也可以說
[00:01:29.960 --> 00:01:31.960]  講出一個心底裏很掛淚的事情
[00:01:31.960 --> 00:01:33.960]  放不下
[00:01:33.960 --> 00:01:35.960]  就有兩個人
[00:01:35.960 --> 00:01:37.960]  所以第四章
[00:01:37.960 --> 00:01:39.960]  差不多臨結束
[00:01:39.960 --> 00:01:41.960]  我勸友阿蝶和秦都基
[00:01:41.960 --> 00:01:43.960]  要在主裏
[00:01:43.960 --> 00:01:45.960]  同心
[00:01:45.960 --> 00:01:47.960]  整間教會
[00:01:47.960 --> 00:01:49.960]  講得很美麗
[00:01:49.960 --> 00:01:51.960]  很同心
[00:01:51.960 --> 00:01:53.960]  同一個心志
[00:01:53.960 --> 00:01:55.960]  最後都忍不住
[00:01:55.960 --> 00:01:57.960]  要提這兩位女士
[00:01:57.960 --> 00:01:59.960]  後面已經講明瞭
[00:01:59.960 --> 00:02:01.960]  第三節
[00:02:01.960 --> 00:02:03.960]  要幫助這兩個女人
[00:02:03.960 --> 00:02:05.960]  這兩個女人
[00:02:05.960 --> 00:02:07.960]  不說你不知道
[00:02:07.960 --> 00:02:09.960]  腓納比教會
[00:02:09.960 --> 00:02:11.960]  是歐洲第一間教會
[00:02:11.960 --> 00:02:13.960]  用現在的字眼
[00:02:13.960 --> 00:02:15.960]  歐洲第一間教會
[00:02:15.960 --> 00:02:17.960]  馬其頓議長過去
[00:02:17.960 --> 00:02:19.960]  希臘
[00:02:19.960 --> 00:02:21.960]  建立的第一間教會
[00:02:21.960 --> 00:02:23.960]  這間教會
[00:02:23.960 --> 00:02:25.960]  都是女士開始的
[00:02:25.960 --> 00:02:27.960]  一個賣布的
[00:02:27.960 --> 00:02:29.960]  有錢的女士
[00:02:29.960 --> 00:02:31.960]  在河邊
[00:02:31.960 --> 00:02:33.960]  一直慢慢建立起來
[00:02:33.960 --> 00:02:35.960]  所以這間教會
[00:02:35.960 --> 00:02:37.960]  女士的位置
[00:02:37.960 --> 00:02:39.960]  我相信應該不會小
[00:02:39.960 --> 00:02:41.960]  好了
[00:02:41.960 --> 00:02:43.960]  保羅
[00:02:43.960 --> 00:02:45.960]  臨結束他就說
[00:02:45.960 --> 00:02:47.960]  我勸友阿蝶和秦都基
[00:02:47.960 --> 00:02:49.960]  要在主裏面同心
[00:02:49.960 --> 00:02:51.960]  爲什麼
[00:02:51.960 --> 00:02:55.960]  就是因爲不同心
[00:02:55.960 --> 00:02:57.960]  是不是
[00:02:57.960 --> 00:02:59.960]  所以我要發現
[00:02:59.960 --> 00:03:01.960]  他這樣說
[00:03:01.960 --> 00:03:03.960]  要在主裏面要同心
[00:03:03.960 --> 00:03:05.960]  就是不同心
[00:03:05.960 --> 00:03:07.960]  有時候我們去到國內
[00:03:07.960 --> 00:03:09.960]  有些地方就是遠離毒品
[00:03:09.960 --> 00:03:11.960]  就是那裏很多毒品
[00:03:11.960 --> 00:03:13.960]  同一宣傳
[00:03:13.960 --> 00:03:15.960]  同一道理
[00:03:15.960 --> 00:03:17.960]  我要清潔香港
[00:03:17.960 --> 00:03:19.960]  他說不行
[00:03:19.960 --> 00:03:21.960]  要加強力度
[00:03:21.960 --> 00:03:23.960]  去清潔
[00:03:23.960 --> 00:03:25.960]  臨結束的時候
[00:03:25.960 --> 00:03:27.960]  他都放不下這件事
[00:03:27.960 --> 00:03:29.960]  他說我勸友阿蝶和秦都基
[00:03:29.960 --> 00:03:31.960]  要在主裏同心
[00:03:31.960 --> 00:03:35.960]  弟兄姊妹
[00:03:35.960 --> 00:03:37.960]  你知道教會最需要什麼嗎
[00:03:37.960 --> 00:03:41.960]  最需要和平
[00:03:41.960 --> 00:03:43.960]  和平
[00:03:43.960 --> 00:03:45.960]  這個都說到
[00:03:45.960 --> 00:03:47.960]  一般人
[00:03:47.960 --> 00:03:49.960]  我們覺得最需要什麼
[00:03:49.960 --> 00:03:51.960]  一開始就說
[00:03:51.960 --> 00:03:53.960]  有個這麼漂亮的建築物
[00:03:53.960 --> 00:03:55.960]  是不是
[00:03:55.960 --> 00:03:57.960]  需要的
[00:03:57.960 --> 00:03:59.960]  你不要朝行晚策
[00:03:59.960 --> 00:04:01.960]  有些教會真的朝行晚策
[00:04:01.960 --> 00:04:03.960]  完了就要齊齊
[00:04:03.960 --> 00:04:05.960]  弟兄姊妹要搬凳子
[00:04:05.960 --> 00:04:07.960]  要收拾
[00:04:07.960 --> 00:04:09.960]  我們的凳子穩穩定定坐着
[00:04:09.960 --> 00:04:11.960]  動都不動
[00:04:11.960 --> 00:04:13.960]  但有些凳子要搬
[00:04:13.960 --> 00:04:15.960]  清潔
[00:04:15.960 --> 00:04:17.960]  這塊很煩
[00:04:17.960 --> 00:04:19.960]  建築物很重要
[00:04:19.960 --> 00:04:21.960]  有些人說不是
[00:04:21.960 --> 00:04:23.960]  教會最重要是人數
[00:04:23.960 --> 00:04:25.960]  一講就說哪間教會
[00:04:25.960 --> 00:04:27.960]  過萬人
[00:04:27.960 --> 00:04:29.960]  香港過萬人的教會不是很多
[00:04:29.960 --> 00:04:31.960]  最少那些幾千
[00:04:31.960 --> 00:04:33.960]  是不是
[00:04:33.960 --> 00:04:35.960]  一講就只有幾十人
[00:04:35.960 --> 00:04:37.960]  剛纔我說了
[00:04:37.960 --> 00:04:39.960]  六百多呎的教會
[00:04:39.960 --> 00:04:41.960]  坐滿都是那三四十人
[00:04:41.960 --> 00:04:43.960]  怎麼辦
[00:04:43.960 --> 00:04:45.960]  所以反而有些人說
[00:04:45.960 --> 00:04:47.960]  人數很重要
[00:04:47.960 --> 00:04:49.960]  一聲稱就說我們教會
[00:04:49.960 --> 00:04:51.960]  有多少人聚會
[00:04:51.960 --> 00:04:53.960]  不是講名冊
[00:04:53.960 --> 00:04:55.960]  因爲名冊永遠有很多
[00:04:55.960 --> 00:04:57.960]  過千過百都有
[00:04:57.960 --> 00:04:59.960]  名冊但有些人可能
[00:04:59.960 --> 00:05:01.960]  上天府
[00:05:01.960 --> 00:05:03.960]  有些人可能已經不回教會
[00:05:03.960 --> 00:05:05.960]  是不是
[00:05:05.960 --> 00:05:07.960]  所以是講聚會人數
[00:05:07.960 --> 00:05:09.960]  attendance
[00:05:09.960 --> 00:05:11.960]  不是
[00:05:11.960 --> 00:05:13.960]  教會有多少錢
[00:05:13.960 --> 00:05:15.960]  有錢纔可以
[00:05:15.960 --> 00:05:17.960]  維持這間教會
[00:05:17.960 --> 00:05:19.960]  我們看
[00:05:19.960 --> 00:05:21.960]  很風光
[00:05:21.960 --> 00:05:23.960]  錦江堂也是
[00:05:23.960 --> 00:05:25.960]  和大家一樣
[00:05:25.960 --> 00:05:27.960]  你好很多
[00:05:27.960 --> 00:05:29.960]  我們已經在某些地方漏水
[00:05:29.960 --> 00:05:31.960]  那裏漏水
[00:05:31.960 --> 00:05:33.960]  加起來
[00:05:33.960 --> 00:05:35.960]  三四十個地方漏水
[00:05:35.960 --> 00:05:37.960]  未計長新
[00:05:37.960 --> 00:05:39.960]  五十四年的建築物
[00:05:39.960 --> 00:05:41.960]  你想想
[00:05:41.960 --> 00:05:43.960]  我們二十年前
[00:05:43.960 --> 00:05:45.960]  已經做了防水工程
[00:05:45.960 --> 00:05:47.960]  現在又開始出現了
[00:05:47.960 --> 00:05:49.960]  每一次
[00:05:49.960 --> 00:05:51.960]  做這些大維修
[00:05:51.960 --> 00:05:53.960]  不是十萬八萬
[00:05:53.960 --> 00:05:55.960]  也不是一百幾十萬
[00:05:55.960 --> 00:05:57.960]  幾百萬
[00:05:57.960 --> 00:05:59.960]  曾幾何時
[00:05:59.960 --> 00:06:01.960]  我們做維修
[00:06:01.960 --> 00:06:03.960]  問區會借錢
[00:06:03.960 --> 00:06:05.960]  都還了十年才還得了
[00:06:05.960 --> 00:06:07.960]  現在在想
[00:06:07.960 --> 00:06:09.960]  區會有沒有錢借給我們
[00:06:09.960 --> 00:06:13.960]  Cash
[00:06:13.960 --> 00:06:15.960]  簡單有些人說
[00:06:15.960 --> 00:06:17.960]  教會最重要是什麼
[00:06:17.960 --> 00:06:19.960]  ABC
[00:06:19.960 --> 00:06:21.960]  你懂不懂
[00:06:21.960 --> 00:06:23.960]  A是attendance
[00:06:23.960 --> 00:06:25.960]  B是Building
