
[00:00:00.000 --> 00:00:01.660]  靜姐妹早晨
[00:00:01.660 --> 00:00:03.660]  讓我們再一次低頭祈禱
[00:00:03.660 --> 00:00:12.300]  天母上帝,我們感謝祢讓我們一起在祢面前敬拜
[00:00:12.300 --> 00:00:16.380]  感謝祢在這個月份,特別是一個將臨期的日子
[00:00:16.380 --> 00:00:19.580]  再一次讓我們去紀念耶穌基督的降生
[00:00:19.580 --> 00:00:22.820]  紀念主耶穌祢怎樣道成肉身進入世界
[00:00:22.820 --> 00:00:24.820]  我們要獻上感謝
[00:00:24.820 --> 00:00:26.820]  讓我們在祢面前一起去敬拜
[00:00:26.820 --> 00:00:29.080]  將整個敬拜獻上給祢
[00:00:29.080 --> 00:00:30.620]  向祢親耳對我們說話
[00:00:30.620 --> 00:00:33.620]  我們也望祢聽我們祈禱奉祖耶穌的名禱
[00:00:33.620 --> 00:00:35.620]  阿門
[00:00:35.620 --> 00:00:39.460]  過往這麼多月份,我們都一起去看《路加福音》
[00:00:39.460 --> 00:00:41.860]  如果大家記得的時候,年頭的時候
[00:00:41.860 --> 00:00:44.500]  其實我們一看,就是看第四章開始
[00:00:44.500 --> 00:00:48.180]  看耶穌基督在裡面的事公
[00:00:48.180 --> 00:00:51.900]  可能有些靜姐妹都覺得,為什麼沒有看前面幾章呢?
[00:00:51.900 --> 00:00:57.660]  其實編排上刻意將一些耶穌降生的故事
[00:00:57.660 --> 00:01:00.380]  在十二月將臨期的時候去講
[00:01:00.380 --> 00:01:02.380]  如果不是,在順序裡面
[00:01:02.380 --> 00:01:04.380]  年頭就講聖誕節
[00:01:04.380 --> 00:01:06.860]  年尾十二月的時候,應該去到二十三四章
[00:01:06.860 --> 00:01:09.600]  就講耶穌上十字架,講復活節
[00:01:09.600 --> 00:01:12.380]  所以就節期性的安排
[00:01:12.380 --> 00:01:16.740]  所以就將《路加福音》的一些章數
[00:01:16.740 --> 00:01:20.180]  一二章那些,放在十二月裡面去講
[00:01:20.180 --> 00:01:23.300]  也想和大家看看這段片段的故事
[00:01:23.300 --> 00:01:26.060]  《路加福音》一章二十六到三十八節
[00:01:26.060 --> 00:01:32.100]  主要這段的篇幅就講到天使和瑪利亞的對話
[00:01:32.100 --> 00:01:35.620]  之後瑪利亞的回應,很熟悉的尊主頌
[00:01:35.620 --> 00:01:37.620]  就留待下個星期再講
[00:01:37.620 --> 00:01:42.580]  在聖經裡面很多時候,其實很多的描述
[00:01:42.580 --> 00:01:46.980]  很多的篇幅裡面都講到生孩子
[00:01:46.980 --> 00:01:48.980]  特別有時候講到不育
[00:01:48.980 --> 00:01:50.980]  就是生不了孩子
[00:01:50.980 --> 00:01:52.620]  在裡面有很多這樣的記載
[00:01:52.620 --> 00:01:55.740]  由生不了孩子,去到他們祈求的時候生了孩子
[00:01:55.740 --> 00:01:59.380]  我們想到的時候,在《創世紀》裡面的時候
[00:01:59.380 --> 00:02:02.380]  無論是亞伯拉罕還是撒拉
[00:02:02.380 --> 00:02:04.380]  一直都生不了孩子
[00:02:04.380 --> 00:02:06.380]  在裡面神去臨到他們的時候
[00:02:06.380 --> 00:02:07.860]  神的使者臨到他們的時候
[00:02:07.860 --> 00:02:11.620]  跟著他們說要生孩子
[00:02:11.620 --> 00:02:13.620]  成為萬國的祝福
[00:02:13.620 --> 00:02:16.580]  好像天上的星,海邊的沙那麼多
[00:02:16.580 --> 00:02:19.660]  通常我們聽到這些的時候,他們都很驚訝的反應
[00:02:19.660 --> 00:02:21.660]  或者聽到這個消息的時候
[00:02:21.660 --> 00:02:24.820]  都有那種懷疑,是不是真的會這樣成就
[00:02:24.820 --> 00:02:29.380]  跟著在裡面就有一些納約、肯定
[00:02:29.380 --> 00:02:32.380]  在《創世紀》十二章一至三者
[00:02:32.380 --> 00:02:38.100]  無論是亞伯拉罕,撒拉
[00:02:38.100 --> 00:02:41.620]  又或者你看到有其他一些
[00:02:41.620 --> 00:02:43.380]  譬如講到生孩子的時候
[00:02:43.380 --> 00:02:45.380]  撒拉也好,夏革也好
[00:02:45.380 --> 00:02:49.020]  去到尼伯加的時候生以素和雅各
[00:02:49.020 --> 00:02:50.540]  也是之前生不了孩子
[00:02:50.540 --> 00:02:52.540]  在神面前去祈禱的時候
[00:02:52.540 --> 00:02:54.540]  生了以素和雅各
[00:02:54.540 --> 00:02:58.540]  跟著去到拉傑利、亞比拉、釋柏
[00:02:58.540 --> 00:03:00.540]  全部你都見到
[00:03:00.540 --> 00:03:03.540]  在裡面生孩子,又生不了
[00:03:03.540 --> 00:03:06.540]  生到誰生,跟著生了十二支派出來
[00:03:06.540 --> 00:03:09.540]  去到哈拿的時候也是生不了孩子
[00:03:09.540 --> 00:03:11.540]  在神面前去祈禱的時候生了孩子
[00:03:11.540 --> 00:03:13.540]  你見到這樣的描述
[00:03:13.540 --> 00:03:16.540]  其實在舊約聖經裡面
[00:03:16.540 --> 00:03:20.540]  如果不育,他們會覺得是一個神的咒詛
[00:03:20.540 --> 00:03:22.540]  為什麼生不了孩子呢?
[00:03:22.540 --> 00:03:25.540]  所以在裡面通常禱告祈求的時候
[00:03:25.540 --> 00:03:27.540]  神又給他們賜下產業
[00:03:27.540 --> 00:03:29.540]  這段經文一開始的時候
[00:03:29.540 --> 00:03:31.540]  其實前文就講到
[00:03:31.540 --> 00:03:34.540]  撒加利亞和以利沙伯都是沒有孩子的
[00:03:34.540 --> 00:03:37.540]  跟著加伯列來到的時候
[00:03:37.540 --> 00:03:39.540]  他跟他們說要生孩子
[00:03:39.540 --> 00:03:41.540]  跟著在裡面開始
[00:03:41.540 --> 00:03:44.540]  瑪利亞就不是生不了孩子
[00:03:44.540 --> 00:03:47.540]  但反過來瑪利亞這段經文裡面
[00:03:47.540 --> 00:03:50.540]  神的使者來到他中間的時候
[00:03:50.540 --> 00:03:53.540]  要透過聖靈跟他說要生孩子
[00:03:53.540 --> 00:03:55.540]  所以你見到這個描述
[00:03:55.540 --> 00:03:58.540]  一章26到28節都是神的使者顯現
[00:03:58.540 --> 00:04:00.540]  跟著他驚慌,跟著報喜的訊息
[00:04:00.540 --> 00:04:03.540]  有懷疑的態度,跟著有記號
[00:04:03.540 --> 00:04:06.540]  跟之前那些篇幅描述
[00:04:06.540 --> 00:04:08.540]  都是非常之類近
[00:04:08.540 --> 00:04:10.540]  一開始的時候說到了第六個月
[00:04:10.540 --> 00:04:12.540]  其實後面也說到了第六個月
[00:04:12.540 --> 00:04:14.540]  就是前面上文講到
[00:04:14.540 --> 00:04:18.540]  加伯列去到跟撒加利亞說
[00:04:18.540 --> 00:04:21.540]  跟著令到這個以利沙伯懷孕六個月
[00:04:21.540 --> 00:04:22.540]  到了這六個月的時候
[00:04:22.540 --> 00:04:26.540]  其實就是以利沙伯懷孕六個月的時候
[00:04:26.540 --> 00:04:29.540]  天使加伯列奉承了差遣往加利利一座城去
[00:04:29.540 --> 00:04:31.540]  這座城名叫拿撒勒
[00:04:31.540 --> 00:04:35.540]  加伯列來到這個拿撒勒的地方
[00:04:35.540 --> 00:04:37.540]  其實拿撒勒在當時來說
[00:04:37.540 --> 00:04:40.540]  只是一個小鎮,一個很小的地方
[00:04:40.540 --> 00:04:43.540]  據資料講估計
[00:04:43.540 --> 00:04:46.540]  大概當時這個地方小到只有幾百人
[00:04:46.540 --> 00:04:48.540]  一個很小的地方
[00:04:48.540 --> 00:04:50.540]  即是幾百人的一個地方裏面
[00:04:50.540 --> 00:04:52.540]  去到一個童女那裏
[00:04:52.540 --> 00:04:55.540]  是已經許配大衛家的一個人名叫約瑟
[00:04:55.540 --> 00:04:58.540]  童女的名字叫做瑪麗亞
[00:04:58.540 --> 00:05:00.540]  這裏刻意裏面去講
[00:05:00.540 --> 00:05:01.540]  來到童女的家
[00:05:01.540 --> 00:05:02.540]  童女叫做瑪麗亞
[00:05:02.540 --> 00:05:04.540]  一講到童女的時候
[00:05:04.540 --> 00:05:05.540]  其實是一個處女
[00:05:05.540 --> 00:05:10.540]  童女這個字立刻會令讀者或令人去聯想
[00:05:10.540 --> 00:05:12.540]  講到童女的時候
[00:05:12.540 --> 00:05:15.540]  會想起《二刷書》第七章十四節
[00:05:15.540 --> 00:05:17.540]  主自己要給一個兆頭
[00:05:17.540 --> 00:05:20.540]  必有童女懷孕生子
[00:05:20.540 --> 00:05:22.540]  給她起名叫爾瑪萊尼
[00:05:22.540 --> 00:05:24.540]  所以一講到童女的時候
[00:05:24.540 --> 00:05:26.540]  立刻會令人想起《二刷書》第七章十四節
[00:05:26.540 --> 00:05:28.540]  就是要有童女懷孕生子
[00:05:28.540 --> 00:05:31.540]  人要給她的名字叫爾瑪萊尼
[00:05:31.540 --> 00:05:33.540]  當天使進去的時候對她講
[00:05:33.540 --> 00:05:34.540]  她說蒙大恩的女子
[00:05:34.540 --> 00:05:36.540]  即是蒙倌姑的女子
[00:05:36.540 --> 00:05:38.540]  我問你安,主和你同在
[00:05:38.540 --> 00:05:39.540]  主和你同在
[00:05:39.540 --> 00:05:41.540]  即是主和你在一起
[00:05:41.540 --> 00:05:42.540]  其實就是爾瑪萊尼
[00:05:42.540 --> 00:05:44.540]  神和你同在的意思
[00:05:44.540 --> 00:05:46.540]  瑪利亞因為這番說話就很害怕
[00:05:46.540 --> 00:05:47.540]  又反覆思想
[00:05:47.540 --> 00:05:49.540]  究竟這個問安是什麼意思呢
[00:05:49.540 --> 00:05:51.540]  當瑪利亞見到天使
[00:05:51.540 --> 00:05:53.540]  加巴列和她講這番說話的時候
[00:05:53.540 --> 00:05:54.540]  蒙大恩的女子
[00:05:54.540 --> 00:05:56.540]  我問你安,主和你同在
[00:05:56.540 --> 00:05:58.540]  當她一聽到神和她同在的時候
[00:05:58.540 --> 00:05:59.540]  她就很驚訝
[00:05:59.540 --> 00:06:00.540]  又反覆思想
[00:06:00.540 --> 00:06:02.540]  問安是什麼意思
[00:06:02.540 --> 00:06:03.540]  其實反覆思想
[00:06:03.540 --> 00:06:05.540]  在整個第一章第二章裡面
[00:06:05.540 --> 00:06:07.540]  是出現了三次
[00:06:07.540 --> 00:06:10.540]  當加巴列和瑪利亞說
[00:06:10.540 --> 00:06:13.540]  我問你安,主和你同在
[00:06:13.540 --> 00:06:14.540]  這是第一次
[00:06:14.540 --> 00:06:17.540]  瑪利亞反覆思想究竟是什麼意思呢
[00:06:17.540 --> 00:06:19.540]  去到第二章第十九節
[00:06:19.540 --> 00:06:21.540]  耶穌降生的時候
[00:06:21.540 --> 00:06:23.540]  瑪利亞第二次出現
[00:06:23.540 --> 00:06:26.540]  反覆思想究竟是什麼意思呢
[00:06:26.540 --> 00:06:28.540]  去到第二章第五十一節
[00:06:28.540 --> 00:06:29.540]  耶穌十二歲的時候
[00:06:29.540 --> 00:06:30.540]  進入聖殿的時候
