
[00:00:00.000 --> 00:00:02.000]  今天要分享的經文
[00:00:02.000 --> 00:00:05.000]  記載在舊約的真言
[00:00:05.000 --> 00:00:07.000]  三章一到十二節
[00:00:07.000 --> 00:00:09.000]  那我要分享的題目是
[00:00:09.000 --> 00:00:11.000]  專心仰賴耶和華
[00:00:11.000 --> 00:00:13.000]  我們可以先一起翻到經文
[00:00:13.000 --> 00:00:15.000]  如果你有帶你的手機
[00:00:15.000 --> 00:00:17.000]  也可以打開你手機的聖經
[00:00:17.000 --> 00:00:19.000]  可以一起來誦讀這段的經文
[00:00:19.000 --> 00:00:21.000]  如果沒有的話我們可以看屏幕
[00:00:21.000 --> 00:00:23.000]  我們一起來誦讀
[00:00:23.000 --> 00:00:27.000]  在真言的三章一到十二節
[00:00:27.000 --> 00:00:33.000]  我不要忘記我的法則
[00:00:33.000 --> 00:00:36.000]  你先要謹守我的誡命
[00:00:36.000 --> 00:00:39.000]  因為祂必將長久的日子
[00:00:39.000 --> 00:00:42.000]  生命的年歲與平安
[00:00:42.000 --> 00:00:43.000]  加給你
[00:00:43.000 --> 00:00:47.000]  不可使慈愛誠實離開你
[00:00:47.000 --> 00:00:49.000]  要記載你的景象上
[00:00:49.000 --> 00:00:52.000]  刻在你心板上
[00:00:52.000 --> 00:00:55.000]  這樣你必在神和世人眼前
[00:00:55.000 --> 00:00:58.000]  蒙恩寵有聰明
[00:00:58.000 --> 00:01:01.000]  你要專心仰賴耶和華
[00:01:01.000 --> 00:01:04.000]  不可依靠自己的聰明
[00:01:04.000 --> 00:01:06.000]  在你一切所行的事上
[00:01:06.000 --> 00:01:08.000]  都要認定祂
[00:01:08.000 --> 00:01:11.000]  祂一直引你的路
[00:01:11.000 --> 00:01:14.000]  不要自以為有智慧
[00:01:14.000 --> 00:01:16.000]  要敬畏耶和華
[00:01:16.000 --> 00:01:18.000]  遠離惡事
[00:01:18.000 --> 00:01:21.000]  這便醫治你的腹直
[00:01:21.000 --> 00:01:23.000]  滋潤你的白骨
[00:01:23.000 --> 00:01:27.000]  你要以財物和一切出俗的土產
[00:01:27.000 --> 00:01:29.000]  尊榮耶和華
[00:01:29.000 --> 00:01:33.000]  這樣你的倉房必充滿有餘
[00:01:33.000 --> 00:01:37.000]  你的酒窖有新酒盈益
[00:01:37.000 --> 00:01:41.000]  我不可輕看耶和華的管教
[00:01:41.000 --> 00:01:44.000]  也不可厭煩祂的責備
[00:01:44.000 --> 00:01:46.000]  因為耶和華所愛的
[00:01:46.000 --> 00:01:48.000]  祂必責備
[00:01:48.000 --> 00:01:52.000]  正如父親責備所喜愛的兒子
[00:01:52.000 --> 00:01:54.000]  好 經文暫時讀到這裡
[00:01:54.000 --> 00:01:55.000]  那這段的經文
[00:01:55.000 --> 00:01:58.000]  它有一個很重要的關鍵詞
[00:01:58.000 --> 00:02:00.000]  就是路
[00:02:00.000 --> 00:02:03.000]  在第五節還有第六節裡面
[00:02:03.000 --> 00:02:05.000]  講到的
[00:02:05.000 --> 00:02:09.000]  祂必指引你的路
[00:02:09.000 --> 00:02:11.000]  那大家在讀經文的時候
[00:02:11.000 --> 00:02:12.000]  你會留意到
[00:02:12.000 --> 00:02:14.000]  我標了一些紅色的字體對不對
[00:02:14.000 --> 00:02:16.000]  所以在這段經文裡面
[00:02:16.000 --> 00:02:17.000]  很特別
[00:02:17.000 --> 00:02:20.000]  它有很多的命令式的對比
[00:02:20.000 --> 00:02:21.000]  一個就是要
[00:02:21.000 --> 00:02:22.000]  另外一個就是不要
[00:02:22.000 --> 00:02:25.000]  或者它用不可這個詞來表達
[00:02:25.000 --> 00:02:26.000]  那在這個對比裡面
[00:02:26.000 --> 00:02:30.000]  我們看到上帝的命令非常的清楚
[00:02:30.000 --> 00:02:31.000]  你要怎麼做
[00:02:31.000 --> 00:02:33.000]  然後你不要怎麼做
[00:02:33.000 --> 00:02:35.000]  然後在這個命令以後
[00:02:35.000 --> 00:02:37.000]  它接下來就有一個的祝福
[00:02:37.000 --> 00:02:39.000]  或者是有上帝的一個賞賜
[00:02:39.000 --> 00:02:40.000]  祂就給你
[00:02:40.000 --> 00:02:42.000]  在這段經文裡面
[00:02:42.000 --> 00:02:45.000]  我們來看到有好多這樣的對比
[00:02:45.000 --> 00:02:48.000]  也有看到上帝的一個賜福
[00:02:48.000 --> 00:02:52.000]  所以你要知道怎麼樣來走你人生的道路的時候
[00:02:52.000 --> 00:02:55.000]  這有一個關鍵的經節
[00:02:55.000 --> 00:02:57.000]  就是在第五節和第六節
[00:02:57.000 --> 00:02:59.000]  我們一起來念一下
[00:02:59.000 --> 00:03:02.000]  你要專心仰賴耶和華
[00:03:02.000 --> 00:03:05.000]  不要倚靠自己的聰明
[00:03:05.000 --> 00:03:08.000]  在你一切所行的事上
[00:03:08.000 --> 00:03:09.000]  都要認定祂
[00:03:09.000 --> 00:03:12.000]  祂必指引你的路
[00:03:12.000 --> 00:03:13.000]  好
[00:03:13.000 --> 00:03:16.000]  那在這一段的經文裡面
[00:03:16.000 --> 00:03:19.000]  祂給了我們有好幾個的錦囊
[00:03:19.000 --> 00:03:21.000]  我們知道錦囊是很重要的
[00:03:21.000 --> 00:03:23.000]  在武俠小說裡面常常
[00:03:23.000 --> 00:03:25.000]  高人給你指點的話
[00:03:25.000 --> 00:03:26.000]  他會給你什麼呢
[00:03:26.000 --> 00:03:28.000]  就會給你這個錦囊
[00:03:28.000 --> 00:03:29.000]  有錦囊妙計
[00:03:29.000 --> 00:03:31.000]  通常如果給你三個錦囊的話
[00:03:31.000 --> 00:03:33.000]  你就可以下山了
[00:03:33.000 --> 00:03:34.000]  下山以後
[00:03:34.000 --> 00:03:36.000]  你就可以一路可以很順利
[00:03:36.000 --> 00:03:37.000]  一遇到困難的時候
[00:03:37.000 --> 00:03:39.000]  就拿一個錦囊出來
[00:03:39.000 --> 00:03:41.000]  裡面一定會有妙計
[00:03:41.000 --> 00:03:43.000]  會解決你遇到的問題
[00:03:43.000 --> 00:03:45.000]  那在這段經文裡面
[00:03:45.000 --> 00:03:49.000]  祂給了我們至少有六個的錦囊
[00:03:49.000 --> 00:03:51.000]  我們來看有哪幾個
[00:03:51.000 --> 00:03:53.000]  第一就是
[00:03:53.000 --> 00:03:55.000]  記住法則
[00:03:55.000 --> 00:03:56.000]  謹守誡命
[00:03:56.000 --> 00:03:58.000]  那剛才我們讀的經文說
[00:03:58.000 --> 00:04:01.000]  不要忘記我的法則
[00:04:01.000 --> 00:04:04.000]  要謹守我的誡命
[00:04:04.000 --> 00:04:07.000]  那這個就是第一個的錦囊
[00:04:07.000 --> 00:04:09.000]  上帝的話語提醒我們的
[00:04:09.000 --> 00:04:11.000]  在這裡呢
[00:04:11.000 --> 00:04:12.000]  這個法則
[00:04:12.000 --> 00:04:15.000]  你看它旁邊有一個小字
[00:04:15.000 --> 00:04:17.000]  它也翻譯成子教
[00:04:17.000 --> 00:04:19.000]  其實在原文裡面
[00:04:19.000 --> 00:04:20.000]  它是在希伯來文裡面
[00:04:20.000 --> 00:04:22.000]  它原文叫做Torah
[00:04:22.000 --> 00:04:26.000]  Torah就是指那個的律法
[00:04:26.000 --> 00:04:28.000]  就是舊約的律法
[00:04:28.000 --> 00:04:29.000]  但如果這個詞
[00:04:29.000 --> 00:04:33.000]  它前面沒有任何其他的修飾詞語的話
[00:04:33.000 --> 00:04:36.000]  那它就是指神的律法
[00:04:36.000 --> 00:04:38.000]  特別是指舊約的摩西五經
[00:04:38.000 --> 00:04:39.000]  摩西的律法
[00:04:39.000 --> 00:04:40.000]  可是在這裡呢
[00:04:40.000 --> 00:04:42.000]  它加了一些的修飾詞
[00:04:42.000 --> 00:04:44.000]  比如說是我的
[00:04:44.000 --> 00:04:45.000]  我的法則
[00:04:45.000 --> 00:04:46.000]  我的誡命
[00:04:46.000 --> 00:04:47.000]  加了這個呢
[00:04:47.000 --> 00:04:50.000]  就代表它不是直接等同於
[00:04:50.000 --> 00:04:53.000]  舊約的摩西五經律法
[00:04:53.000 --> 00:04:54.000]  而是在這裡
[00:04:54.000 --> 00:04:56.000]  作為父親或者母親
[00:04:56.000 --> 00:04:58.000]  他的一個教訓
[00:04:58.000 --> 00:04:59.000]  不過呢
[00:04:59.000 --> 00:05:00.000]  這個教訓呢
[00:05:00.000 --> 00:05:01.000]  它是有一個基礎的
[00:05:01.000 --> 00:05:04.000]  它是根據舊約的律法
[00:05:04.000 --> 00:05:07.000]  它是建基於神的律法上面的
[00:05:07.000 --> 00:05:08.000]  所以呢
[00:05:08.000 --> 00:05:09.000]  這個法則
[00:05:09.000 --> 00:05:10.000]  我的法則
[00:05:10.000 --> 00:05:11.000]  或者是我的誡命呢
[00:05:11.000 --> 00:05:15.000]  其實是在神的律法這個基礎上面
[00:05:15.000 --> 00:05:17.000]  來教導這些的年輕人
[00:05:17.000 --> 00:05:18.000]  那這裡我們知道
[00:05:18.000 --> 00:05:21.000]  這個箴言大部分是
[00:05:21.000 --> 00:05:23.000]  所羅門王所寫的
[00:05:23.000 --> 00:05:24.000]  這裡呢
[00:05:24.000 --> 00:05:27.000]  他也是作為一個父親的角色
[00:05:27.000 --> 00:05:29.000]  他去勸勉一些的年輕人
