
[00:00:00.000 --> 00:00:02.000]  我們祈禱
[00:00:30.000 --> 00:00:32.000]  這本書的背景
[00:00:32.000 --> 00:00:35.000]  這本書的背景我們查經的時候就會知道
[00:00:35.000 --> 00:00:37.000]  這是監獄書信
[00:00:37.000 --> 00:00:39.000]  監獄書信有四卷
[00:00:39.000 --> 00:00:44.000]  菲律賓、菲利門、爾佛索和哥羅西
[00:00:44.000 --> 00:00:46.000]  保羅在監獄裏面
[00:00:46.000 --> 00:00:48.000]  一般的解經家就說
[00:00:48.000 --> 00:00:52.000]  這本書大概是六十一、六十二年的時候
[00:00:52.000 --> 00:00:54.000]  在羅馬監獄所寫
[00:00:54.000 --> 00:00:59.000]  當我們去看保羅
[00:00:59.000 --> 00:01:03.000]  在監獄裏面給爾佛索書
[00:01:03.000 --> 00:01:05.000]  這一段聖經的時候
[00:01:05.000 --> 00:01:06.000]  我們就去思想
[00:01:06.000 --> 00:01:07.000]  我們就去想
[00:01:07.000 --> 00:01:11.000]  究竟我們應該怎樣體會一個合一的教會
[00:01:11.000 --> 00:01:13.000]  教會應該怎樣?
[00:01:13.000 --> 00:01:18.000]  做牧師最喜歡教會沒有爭拗
[00:01:18.000 --> 00:01:20.000]  對不對?
[00:01:20.000 --> 00:01:23.000]  這個是主耶穌基督的場
[00:01:23.000 --> 00:01:25.000]  主場是主耶穌基督
[00:01:25.000 --> 00:01:26.000]  不過要有人hold住
[00:01:26.000 --> 00:01:30.000]  一般是執社會主席或理事會主席
[00:01:30.000 --> 00:01:31.000]  要hold住
[00:01:31.000 --> 00:01:32.000]  一有爭拗的時候
[00:01:32.000 --> 00:01:34.000]  我的頭就會很癢
[00:01:34.000 --> 00:01:38.000]  一個合一的教會
[00:01:38.000 --> 00:01:41.000]  其實就是我們在生活裏面
[00:01:41.000 --> 00:01:44.000]  我們常常都需要去竭力
[00:01:44.000 --> 00:01:47.000]  知不知道鄧小姐
[00:01:47.000 --> 00:01:49.000]  作為一個中國人都很麻煩
[00:01:49.000 --> 00:01:52.000]  作為一個華人都很麻煩
[00:01:52.000 --> 00:01:53.000]  全世界的教會
[00:01:53.000 --> 00:01:55.000]  全世界的華人教會都很麻煩
[00:01:57.000 --> 00:01:58.000]  一吵架吵完架就分裂
[00:01:58.000 --> 00:02:02.000]  分裂就去其他地方開另一間教會
[00:02:02.000 --> 00:02:04.000]  有人這樣說
[00:02:04.000 --> 00:02:08.000]  一個中國人和一個日本人去比較
[00:02:08.000 --> 00:02:10.000]  中國人多數都贏
[00:02:10.000 --> 00:02:16.000]  但是三個日本人和三個中國人
[00:02:16.000 --> 00:02:18.000]  一同去工作
[00:02:18.000 --> 00:02:21.000]  通常都是日本人贏
[00:02:21.000 --> 00:02:25.000]  因為他們懂得合作
[00:02:25.000 --> 00:02:27.000]  因為他們有團隊
[00:02:27.000 --> 00:02:28.000]  有隊形
[00:02:28.000 --> 00:02:30.000]  肯聽上邊話
[00:02:30.000 --> 00:02:34.000]  德國人更加不用說
[00:02:34.000 --> 00:02:39.000]  德國人那種團隊更加強
[00:02:39.000 --> 00:02:40.000]  德國人是這樣
[00:02:40.000 --> 00:02:44.000]  所以華人教會要處理的一個課題
[00:02:44.000 --> 00:02:46.000]  其中一個課題都是合一的問題
[00:02:46.000 --> 00:02:50.000]  我們怎樣去看合一呢
[00:02:52.000 --> 00:02:56.000]  西區浸信教會五十三年有沒有爭拗呢
[00:02:56.000 --> 00:02:58.000]  有沒有不協調呢
[00:02:58.000 --> 00:03:01.000]  回來一兩年那些可能都不太清楚
[00:03:01.000 --> 00:03:03.000]  告訴你是有的
[00:03:03.000 --> 00:03:07.000]  但是我很想說一個合一的教會應該是怎樣
[00:03:07.000 --> 00:03:11.000]  如果保羅所傳的是一個和好和平的福音
[00:03:11.000 --> 00:03:13.000]  如果我們看是以佛所書的時候
[00:03:13.000 --> 00:03:20.000]  我們一定要看回保羅在第一章和第二章所說
[00:03:20.000 --> 00:03:25.000]  他說在二章十一節已經講得很仔細很清楚
[00:03:25.000 --> 00:03:27.000]  他說在基督裡面的合一這裡沒有寫
[00:03:27.000 --> 00:03:31.000]  但是大家記得聽到一定要帶整本聖經
[00:03:31.000 --> 00:03:36.000]  所以在二章十一節說你們應當去紀念
[00:03:36.000 --> 00:03:39.000]  你們從前按肉體是外邦人
[00:03:39.000 --> 00:03:41.000]  是稱為沒有受割禮的
[00:03:41.000 --> 00:03:47.000]  這個名原是那些憑人手在肉身上稱為受割禮的人所起
[00:03:47.000 --> 00:03:49.000]  相對於猶太人
[00:03:49.000 --> 00:03:51.000]  那時候你們與基督無關
[00:03:51.000 --> 00:03:53.000]  在以色列國民以外
[00:03:53.000 --> 00:03:55.000]  他跟著說了
[00:03:55.000 --> 00:03:57.000]  因為主耶穌基督第十四節
[00:03:57.000 --> 00:04:02.000]  使我們和睦將兩下合而為一
[00:04:02.000 --> 00:04:07.000]  拆走中間間段的牆
[00:04:07.000 --> 00:04:11.000]  而且以自己的身體廢掉了冤仇
[00:04:11.000 --> 00:04:15.000]  就是那記在律法上的規條
[00:04:15.000 --> 00:04:19.000]  為要將兩下藉著自己造成一個新的人
[00:04:19.000 --> 00:04:22.000]  如此就成就了和睦
[00:04:22.000 --> 00:04:23.000]  第十六節在二章說
[00:04:23.000 --> 00:04:26.000]  既然在十字架上滅掉了冤仇
[00:04:26.000 --> 00:04:29.000]  便藉著十字架將兩下歸為一體
[00:04:29.000 --> 00:04:31.000]  與神和好
[00:04:31.000 --> 00:04:33.000]  將兩下歸為一體
[00:04:33.000 --> 00:04:34.000]  與神和好
[00:04:34.000 --> 00:04:37.000]  這個不單止人與神是和好
[00:04:37.000 --> 00:04:39.000]  而是人與人之間都是和好
[00:04:39.000 --> 00:04:41.000]  猶太人很強調他的正統
[00:04:41.000 --> 00:04:42.000]  看不起外邦人
[00:04:42.000 --> 00:04:44.000]  但是因著主耶穌基督的緣故
[00:04:44.000 --> 00:04:48.000]  兩下合而為一
[00:04:48.000 --> 00:04:50.000]  處理著合一的問題
[00:04:50.000 --> 00:04:51.000]  弟兄姊妹
[00:04:51.000 --> 00:04:54.000]  喜不喜歡看和合本聖經?
