
[00:00:00.000 --> 00:00:04.000]  在約翰三書
[00:00:04.000 --> 00:00:06.000]  有一節聖經
[00:00:06.000 --> 00:00:07.000]  這麼說
[00:00:07.000 --> 00:00:09.000]  他說:弟兄啊
[00:00:09.000 --> 00:00:12.000]  我願你凡事興盛
[00:00:12.000 --> 00:00:14.000]  身體壯健
[00:00:14.000 --> 00:00:16.000]  下面他說
[00:00:16.000 --> 00:00:18.000]  正如你的靈魂
[00:00:18.000 --> 00:00:20.000]  興盛一樣
[00:00:20.000 --> 00:00:24.000]  在新的農曆一年
[00:00:24.000 --> 00:00:26.000]  如果我們每一位
[00:00:26.000 --> 00:00:28.000]  凡事興盛
[00:00:28.000 --> 00:00:31.000]  身體壯健壯
[00:00:31.000 --> 00:00:34.000]  外面興盛健壯
[00:00:34.000 --> 00:00:38.000]  如果好像我們的靈魂興盛一樣
[00:00:38.000 --> 00:00:40.000]  我想這是一個很大的福氣
[00:00:40.000 --> 00:00:42.000]  願主賜福
[00:00:42.000 --> 00:00:44.000]  給我們每一位弟兄姊妹
[00:00:44.000 --> 00:00:47.000]  未來一年真的可以身體興盛
[00:00:47.000 --> 00:00:48.000]  身體健壯
[00:00:48.000 --> 00:00:51.000]  還有靈魂興盛
[00:00:51.000 --> 00:00:53.000]  我們一同低頭禱告
[00:00:53.000 --> 00:00:55.000]  天父我們感謝你
[00:00:55.000 --> 00:00:57.000]  今天早上
[00:00:57.000 --> 00:00:59.000]  你讓我們一同齊集
[00:00:59.000 --> 00:01:01.000]  在這個地方
[00:01:01.000 --> 00:01:02.000]  讓我們來敬拜你
[00:01:02.000 --> 00:01:04.000]  我們來親近你
[00:01:04.000 --> 00:01:06.000]  主啊你應許過
[00:01:06.000 --> 00:01:09.000]  讓小孩子到你這裡來
[00:01:09.000 --> 00:01:10.000]  你是應許過
[00:01:10.000 --> 00:01:11.000]  凡親近你的
[00:01:11.000 --> 00:01:13.000]  你必親近他們
[00:01:13.000 --> 00:01:15.000]  求主用你自己的話語
[00:01:15.000 --> 00:01:17.000]  給我們提醒
[00:01:17.000 --> 00:01:18.000]  用你的靈
[00:01:18.000 --> 00:01:21.000]  給我們的安慰與引導
[00:01:21.000 --> 00:01:23.000]  求你的恩守帶領
[00:01:23.000 --> 00:01:25.000]  讓我們在接下來一年裡
[00:01:25.000 --> 00:01:27.000]  有你步步引領
[00:01:27.000 --> 00:01:28.000]  處處看顧
[00:01:28.000 --> 00:01:30.000]  有你的同在
[00:01:30.000 --> 00:01:32.000]  求主聽我們的禱告
[00:01:32.000 --> 00:01:33.000]  使我們這一群
[00:01:33.000 --> 00:01:36.000]  從黑暗中歸向光明的人
[00:01:36.000 --> 00:01:40.000]  能夠過氣暗投明的生活
[00:01:40.000 --> 00:01:41.000]  討你的喜悅
[00:01:41.000 --> 00:01:43.000]  奉耶穌基督明智祈求
[00:01:43.000 --> 00:01:44.000]  阿們
[00:01:44.000 --> 00:01:48.000]  二福所書第五章裏面
[00:01:48.000 --> 00:01:51.000]  剛才大家所讀的經文
[00:01:51.000 --> 00:01:53.000]  雖然很簡單
[00:01:53.000 --> 00:01:55.000]  只有幾句說話
[00:01:55.000 --> 00:01:58.000]  但裏面給我們看到一種事實
[00:01:58.000 --> 00:02:00.000]  這個事實就是
[00:02:00.000 --> 00:02:02.000]  基督徒的生活
[00:02:02.000 --> 00:02:03.000]  如果大家記得
[00:02:03.000 --> 00:02:05.000]  我曾經說過
[00:02:05.000 --> 00:02:07.000]  在第四章裏面所提到的
[00:02:07.000 --> 00:02:10.000]  脫去舊人穿上新人
[00:02:10.000 --> 00:02:13.000]  這個脫去穿上
[00:02:13.000 --> 00:02:16.000]  和今天要和大家說氣暗投明
[00:02:16.000 --> 00:02:18.000]  有什麼關係呢
[00:02:18.000 --> 00:02:19.000]  一般說氣暗投明
[00:02:19.000 --> 00:02:21.000]  是一個外在的景象
[00:02:21.000 --> 00:02:23.000]  但是在二福所書第五章裏面
[00:02:23.000 --> 00:02:25.000]  說到氣暗投明
[00:02:25.000 --> 00:02:27.000]  就不是說外面的景象
[00:02:27.000 --> 00:02:29.000]  你在一個很黑暗的環境裏面
[00:02:29.000 --> 00:02:31.000]  你現在去到一個很光明的環境裏面
[00:02:31.000 --> 00:02:32.000]  No
[00:02:32.000 --> 00:02:34.000]  這裏說的是
[00:02:34.000 --> 00:02:36.000]  你們從前是暗昧的
[00:02:36.000 --> 00:02:39.000]  它不是說你活在暗昧中間
[00:02:39.000 --> 00:02:42.000]  它不是說你活在黑暗中間
[00:02:42.000 --> 00:02:44.000]  它說你們是黑暗的
[00:02:44.000 --> 00:02:47.000]  你看其他聖經翻譯版本都是這樣說
[00:02:47.000 --> 00:02:48.000]  你們是黑暗的
[00:02:48.000 --> 00:02:53.000]  今天你不是說進入到光明裏面
[00:02:53.000 --> 00:02:57.000]  你今天要成為光明
[00:02:57.000 --> 00:02:59.000]  本來是黑暗的人
[00:02:59.000 --> 00:03:01.000]  現在要做一個光明的人
[00:03:01.000 --> 00:03:04.000]  那你說光明不就是光明女郎那些光明嗎
[00:03:04.000 --> 00:03:05.000]  不是
[00:03:05.000 --> 00:03:07.000]  這個光明是指說
[00:03:07.000 --> 00:03:10.000]  是在主裏面的光明
[00:03:10.000 --> 00:03:13.000]  這個光只有一個光
[00:03:13.000 --> 00:03:16.000]  如果大家還記得和大家提過
[00:03:16.000 --> 00:03:21.000]  這個太陽系裏面只有一個光體
[00:03:21.000 --> 00:03:23.000]  只有一個光體
[00:03:23.000 --> 00:03:26.000]  有一位神的僕人
[00:03:26.000 --> 00:03:31.000]  有一次他在冰天雪地
[00:03:31.000 --> 00:03:33.000]  香港很少見
[00:03:33.000 --> 00:03:35.000]  如果見到外國有些地方
[00:03:35.000 --> 00:03:37.000]  全部蓋上白雪
[00:03:37.000 --> 00:03:40.000]  當然沒有高樓大廈
[00:03:40.000 --> 00:03:42.000]  在那一刻
[00:03:42.000 --> 00:03:44.000]  那一刻有月光
[00:03:44.000 --> 00:03:47.000]  地上白茫茫
[00:03:47.000 --> 00:03:51.000]  突然間他見到一些
[00:03:51.000 --> 00:03:54.000]  那些鵝飛的聲音
[00:03:54.000 --> 00:03:56.000]  飛過
[00:03:56.000 --> 00:03:57.000]  他看一看
[00:03:57.000 --> 00:03:58.000]  不是一隻
[00:03:58.000 --> 00:04:00.000]  很多隻
[00:04:00.000 --> 00:04:01.000]  他再看一看
[00:04:01.000 --> 00:04:03.000]  見到那些鵝
[00:04:03.000 --> 00:04:05.000]  它的肚臉是白色的
[00:04:05.000 --> 00:04:06.000]  一片
[00:04:06.000 --> 00:04:09.000]  很壯觀地飛過
[00:04:09.000 --> 00:04:11.000]  你猜他見到甚麼
[00:04:11.000 --> 00:04:14.000]  他說那些鵝飛得那麼漂亮
[00:04:14.000 --> 00:04:15.000]  那麼整齊
[00:04:15.000 --> 00:04:16.000]  呱呱地叫
[00:04:16.000 --> 00:04:18.000]  肚臉是白色的
[00:04:18.000 --> 00:04:21.000]  那一刻是晚上
[00:04:21.000 --> 00:04:24.000]  在雪地上
[00:04:24.000 --> 00:04:26.000]  只有月光
[00:04:26.000 --> 00:04:27.000]  他就想
[00:04:27.000 --> 00:04:30.000]  我怎會見到鵝的肚臉是白色的
[00:04:30.000 --> 00:04:33.000]  原來雪地是白色的
[00:04:33.000 --> 00:04:36.000]  反映月光
[00:04:36.000 --> 00:04:38.000]  月光射到雪地
[00:04:38.000 --> 00:04:40.000]  雪地反映出來的時候
[00:04:40.000 --> 00:04:44.000]  讓他見到那些鵝的肚臉是白色的
[00:04:44.000 --> 00:04:45.000]  如果想到這裏
[00:04:45.000 --> 00:04:48.000]  只不過是見到自然境界
[00:04:48.000 --> 00:04:50.000]  但他想到一層
[00:04:50.000 --> 00:04:58.000]  月亮的光從哪裏來
[00:04:58.000 --> 00:05:02.000]  月亮的光從哪裏來
[00:05:02.000 --> 00:05:03.000]  所謂基督徒
[00:05:03.000 --> 00:05:06.000]  你說要做一個光體發光
[00:05:06.000 --> 00:05:09.000]  你做不到的
[00:05:09.000 --> 00:05:12.000]  你做不到的
[00:05:12.000 --> 00:05:15.000]  早幾天前
[00:05:15.000 --> 00:05:18.000]  劉教師說到七十後
[00:05:18.000 --> 00:05:19.000]  八十後
[00:05:19.000 --> 00:05:20.000]  九十後
[00:05:20.000 --> 00:05:21.000]  你的環境
[00:05:21.000 --> 00:05:22.000]  你的氣氛
[00:05:22.000 --> 00:05:23.000]  已經令到你的人
[00:05:23.000 --> 00:05:27.000]  根本做不到發光
[00:05:27.000 --> 00:05:31.000]  你唯一的光可以做得到的
[00:05:31.000 --> 00:05:33.000]  是將真光的光體
[00:05:33.000 --> 00:05:37.000]  在基督裏面反射出來
[00:05:37.000 --> 00:05:39.000]  所以第八節那裏說
[00:05:39.000 --> 00:05:42.000]  從前你們是暗昧的
[00:05:42.000 --> 00:05:45.000]  暗昧的不是說你活在黑暗中
[00:05:45.000 --> 00:05:46.000]  不要搞錯
[00:05:46.000 --> 00:05:49.000]  你們就是黑暗的
[00:05:49.000 --> 00:05:55.000]  你猜你是甚麼黑暗
[00:05:55.000 --> 00:05:57.000]  早一個禮拜前
[00:05:57.000 --> 00:06:00.000]  我中央趕著開會
[00:06:00.000 --> 00:06:02.000]  我下到地鐵站
[00:06:02.000 --> 00:06:04.000]  我下到地鐵站的時候
[00:06:04.000 --> 00:06:06.000]  就未曾付錢
[00:06:06.000 --> 00:06:07.000]  在過機前
[00:06:07.000 --> 00:06:11.000]  見到一個年紀比我年輕一點
[00:06:11.000 --> 00:06:13.000]  我都不少年紀
[00:06:13.000 --> 00:06:16.000]  我估計他五、六十歲左右
[00:06:16.000 --> 00:06:17.000]  拿著盲公竹
