
[00:00:00.000 --> 00:00:02.840]  OK 今天星期一開始就講臉書
[00:00:02.840 --> 00:00:04.020]  什麼叫臉書
[00:00:04.020 --> 00:00:07.180]  這些是中國人講的
[00:00:07.180 --> 00:00:09.000]  這裡我講的叫Facebook
[00:00:09.000 --> 00:00:11.800]  OK 講臉書的傳奇
[00:00:11.800 --> 00:00:15.020]  想問問在座裡面有哪個人是沒有臉書的
[00:00:15.020 --> 00:00:16.980]  沒有臉書口的
[00:00:16.980 --> 00:00:20.340]  那就少數咯
[00:00:20.340 --> 00:00:21.580]  原來呢
[00:00:21.580 --> 00:00:25.480]  根據我最新上網查一查
[00:00:25.480 --> 00:00:27.640]  Facebook 它自己claim
[00:00:27.640 --> 00:00:29.680]  有八億個用戶
[00:00:30.000 --> 00:00:31.880]  如果你看我的介紹
[00:00:31.880 --> 00:00:33.840]  3月31號為止
[00:00:33.840 --> 00:00:38.560]  那個記錄是八億四千五百萬的用戶
[00:00:38.560 --> 00:00:40.860]  那你知不知道全世界人口是多少
[00:00:40.860 --> 00:00:43.860]  全世界人口是多少
[00:00:43.860 --> 00:00:47.480]  七十億
[00:00:47.480 --> 00:00:49.240]  那你八億除七十億
[00:00:49.240 --> 00:00:53.120]  差不多每八個人當中有一個就是臉書的用戶
[00:00:53.120 --> 00:00:57.360]  如果你將所有臉書用戶加在一起變成一個國家的話
[00:00:57.360 --> 00:01:01.140]  它是全世界第三個人口最多的國家
[00:01:01.140 --> 00:01:02.100]  僅次於
[00:01:02.100 --> 00:01:04.400]  中國
[00:01:04.400 --> 00:01:06.280]  印度
[00:01:06.280 --> 00:01:10.560]  OK 由此你可以看到它的影響力
[00:01:10.560 --> 00:01:12.600]  是多麼的緊要
[00:01:12.600 --> 00:01:16.440]  而且它這個用戶人口的增長速度
[00:01:16.440 --> 00:01:19.240]  比世界人口的增長速度更加快
[00:01:19.240 --> 00:01:22.880]  所以很多人說很快它就會過十億
[00:01:22.880 --> 00:01:23.880]  OK
[00:01:25.680 --> 00:01:29.200]  如果你是臉書的用戶
[00:01:29.200 --> 00:01:31.040]  我相信除非你不查
[00:01:31.040 --> 00:01:33.360]  你打開臉書的帳戶的時候
[00:01:33.360 --> 00:01:38.400]  每一天都會收到「我想和你做朋友」的信息
[00:01:38.400 --> 00:01:40.400]  一個friend request
[00:01:40.400 --> 00:01:41.400]  是不是
[00:01:41.400 --> 00:01:43.400]  有沒有收到
[00:01:43.400 --> 00:01:45.840]  只要你click一下confirm
[00:01:45.840 --> 00:01:46.840]  click click
[00:01:46.840 --> 00:01:51.680]  表示你願意和請求者做朋友
[00:01:51.680 --> 00:01:56.720]  你立刻就多了一個在臉書上的朋友
[00:01:56.720 --> 00:01:58.400]  接下來是什麼呢
[00:01:58.400 --> 00:02:01.520]  這個新朋友的朋友又會send一個request給你
[00:02:01.520 --> 00:02:03.520]  「我想和你做朋友」
[00:02:03.520 --> 00:02:09.640]  你不斷就會收到很多「想和你做朋友」的邀請
[00:02:09.640 --> 00:02:12.200]  根據統計
[00:02:12.200 --> 00:02:16.080]  平均每一個臉書的用戶
[00:02:16.080 --> 00:02:20.640]  大概有130到150個朋友
[00:02:20.640 --> 00:02:22.240]  如果你是臉書的用戶
[00:02:22.240 --> 00:02:24.240]  我不知道你自己有多少呢
[00:02:24.240 --> 00:02:26.480]  當然這個是平均數
[00:02:26.480 --> 00:02:28.280]  很多人超過這個數目
[00:02:28.280 --> 00:02:36.880]  甚至有紀錄說有人有3000個臉書的朋友
[00:02:36.880 --> 00:02:41.160]  我昨天查過我的facebook有155個朋友
[00:02:41.160 --> 00:02:43.800]  剛剛多交了兩個
[00:02:43.800 --> 00:02:47.720]  應該我每個都認識
[00:02:47.720 --> 00:02:54.360]  不過我想告訴你 我手機里有多少個電話號碼
[00:02:54.360 --> 00:02:56.080]  我臉書就有155個
[00:02:56.080 --> 00:03:01.360]  我手機里有645個電話號碼
[00:03:01.360 --> 00:03:03.240]  分別在哪裡呢
[00:03:03.240 --> 00:03:06.120]  臉書的朋友
[00:03:06.120 --> 00:03:10.360]  是我願意和他們分享我的一些細節
[00:03:10.360 --> 00:03:11.680]  其實我不是經常上去的
[00:03:11.680 --> 00:03:13.720]  不過間中放些東西上去
[00:03:13.720 --> 00:03:19.000]  起碼我願意和這些人分享我的生活情況
[00:03:19.000 --> 00:03:22.800]  我才會click confirm讓他們進來
[00:03:22.800 --> 00:03:25.280]  我手機里為什麼有這麼多個電話號碼呢
[00:03:25.280 --> 00:03:27.720]  每一個號碼都代表一個人
[00:03:27.720 --> 00:03:29.080]  有個名字
[00:03:29.080 --> 00:03:31.640]  這些是我一定見過的
[00:03:31.640 --> 00:03:32.600]  我一定見過的人
[00:03:32.600 --> 00:03:36.280]  而且我打算日後可能會和他們再聯絡
[00:03:36.280 --> 00:03:37.680]  我才會這麼麻煩
[00:03:37.680 --> 00:03:39.040]  把他的電話打進去
[00:03:39.040 --> 00:03:41.880]  又打個名 又打個電話
[00:03:41.880 --> 00:03:45.080]  不過老實說 經常打電話
[00:03:45.080 --> 00:03:46.400]  打開contact list
[00:03:46.400 --> 00:03:49.160]  咦 這個名字是誰呢
[00:03:49.160 --> 00:03:51.440]  想來想去 想來想去
[00:03:51.440 --> 00:03:52.720]  都不記得他的名字
[00:03:52.720 --> 00:03:54.160]  剃後的Eric Koh
[00:03:54.160 --> 00:03:56.080]  又好像不太熟悉
[00:03:56.080 --> 00:03:58.680]  在哪個時間打進去的呢
[00:03:58.680 --> 00:04:00.720]  這是我的朋友
[00:04:00.720 --> 00:04:02.760]  不能夠recall
[00:04:02.760 --> 00:04:04.680]  甚至在Facebook說我個個認識都好
[00:04:04.680 --> 00:04:07.720]  看樣子都不太像 是不是一個人
[00:04:07.720 --> 00:04:13.040]  有沒有錯誤來click confirm呢
[00:04:13.040 --> 00:04:14.200]  問題是什麼呢
[00:04:14.200 --> 00:04:17.120]  當我看到這些情況的時候
[00:04:17.120 --> 00:04:18.640]  我就會想
[00:04:18.640 --> 00:04:21.320]  到底裡面那麼多朋友
[00:04:21.320 --> 00:04:23.280]  臉書裡面那麼多朋友
[00:04:23.280 --> 00:04:25.520]  究竟是不是真的我的朋友
[00:04:25.520 --> 00:04:29.880]  我可不可以算做我的朋友呢
[00:04:29.880 --> 00:04:31.800]  在我的臉書裡面
[00:04:31.800 --> 00:04:33.160]  剛才我說過
[00:04:33.160 --> 00:04:34.640]  我的標準就是
[00:04:34.640 --> 00:04:38.320]  我願意和他們分享我的生活細節
[00:04:38.320 --> 00:04:39.200]  我才會click
[00:04:39.200 --> 00:04:40.240]  我認識的才會click
[00:04:40.240 --> 00:04:42.600]  不認識的我通常就ignore
[00:04:42.600 --> 00:04:45.280]  不理他
[00:04:45.280 --> 00:04:46.720]  在這155個人當中
[00:04:46.720 --> 00:04:51.800]  其實有很多是我很敬愛很尊重的人
[00:04:51.800 --> 00:04:56.880]  也有很多喜歡我或者是敬重我的人
[00:04:56.880 --> 00:04:58.320]  但同樣一個問題
[00:04:58.320 --> 00:05:02.320]  在這155個名單當中
[00:05:02.320 --> 00:05:04.480]  有多少個呢
[00:05:04.480 --> 00:05:07.320]  是我的真朋友呢
[00:05:07.320 --> 00:05:09.480]  我要說什麼呢
[00:05:09.480 --> 00:05:11.600]  原來臉書
[00:05:11.600 --> 00:05:14.640]  很多時候會帶給我的假象
[00:05:14.640 --> 00:05:15.800]  這個假象是什麼呢
[00:05:15.800 --> 00:05:17.600]  讓我覺得自己
[00:05:17.600 --> 00:05:22.360]  原來不是我自己所想的那麼差
[00:05:22.360 --> 00:05:25.560]  我看一張slide
[00:05:25.560 --> 00:05:28.320]  If I have learned one thing since joining Facebook
[00:05:28.320 --> 00:05:30.880]  如果我joining Facebook成為用戶之後
[00:05:30.880 --> 00:05:32.240]  有一樣東西我學到什麼呢
[00:05:32.240 --> 00:05:36.520]  It's that I am not nearly as messed up as I thought I was
[00:05:36.520 --> 00:05:37.520]  不知道你們同不同意呢
[00:05:37.520 --> 00:05:38.480]  為什麼呢
[00:05:38.480 --> 00:05:40.720]  因為起碼有那麼多人和我做朋友
[00:05:40.720 --> 00:05:42.280]  所以我以為我很差
[00:05:42.280 --> 00:05:43.480]  沒有人喜歡我沒有人理我
[00:05:43.480 --> 00:05:44.120]  不是的
[00:05:44.120 --> 00:05:46.560]  你看我一大堆名字在這裡
[00:05:46.560 --> 00:05:48.800]  They are my friends
[00:05:48.800 --> 00:05:51.960]  就給我們一個這樣的印象
[00:05:51.960 --> 00:05:54.480]  不過除了這個之外
[00:05:54.480 --> 00:05:57.520]  另外一張我的漫畫我們看一看
[00:05:57.520 --> 00:05:58.280]  看到這些字嗎
[00:05:58.280 --> 00:05:59.560]  Hi
[00:05:59.560 --> 00:06:02.160]  We are your friends on Facebook
[00:06:02.160 --> 00:06:06.200]  And we thought we might pop in for a drink
[00:06:06.200 --> 00:06:07.240]  打開門
[00:06:07.240 --> 00:06:07.960]  哇
[00:06:07.960 --> 00:06:10.160]  這麼多人在門口
[00:06:10.160 --> 00:06:12.320]  你會不會放我們進來
[00:06:12.320 --> 00:06:14.480]  我們Facebook的朋友
[00:06:14.480 --> 00:06:17.040]  經過你門口想進來喝杯東西
[00:06:17.040 --> 00:06:18.040]  你會不會放我們進來
[00:06:18.040 --> 00:06:22.680]  offer杯飲品給他呢
[00:06:22.680 --> 00:06:24.160]  所以
[00:06:24.160 --> 00:06:26.320]  在你臉書里的朋友
[00:06:26.320 --> 00:06:30.840]  到底真的認識你有多少呢
[00:06:30.840 --> 00:06:33.080]  這些人是不是真的和你很熟
[00:06:33.080 --> 00:06:34.840]  他們知道你的掙扎嗎
[00:06:34.840 --> 00:06:39.080]  他們瞭解你心裡的感受嗎
[00:06:39.080 --> 00:06:40.600]  他們是不是每個都喜歡你
[00:06:40.600 --> 00:06:43.720]  是不是每個都很關心你
[00:06:43.720 --> 00:06:45.600]  當你有需要有問題有難處的時候
[00:06:45.600 --> 00:06:47.280]  他們是不是真的隨時隨地會
[00:06:47.280 --> 00:06:48.920]  我來幫你
[00:06:48.920 --> 00:06:52.080]  會不會是這樣呢
[00:06:52.080 --> 00:06:55.000]  這些到底是不是我們的朋友呢
[00:06:55.000 --> 00:06:57.040]  我相信
[00:06:57.040 --> 00:06:59.080]  今天我和大家分享的就是
[00:06:59.080 --> 00:07:01.920]  其實耶穌基督我們所相信的神
[00:07:01.920 --> 00:07:05.080]  很希望我們能夠有朋友
[00:07:05.080 --> 00:07:06.400]  不單單是朋友
[00:07:06.400 --> 00:07:08.560]  是真正的朋友
[00:07:08.560 --> 00:07:10.360]  他也很想我們
[00:07:10.360 --> 00:07:13.480]  能夠成為別人的真朋友
[00:07:13.480 --> 00:07:14.920]  為什麼呢
[00:07:14.920 --> 00:07:17.440]  我們一起看一段聖經
[00:07:17.440 --> 00:07:19.240]  約翰福音第十五章
[00:07:19.240 --> 00:07:21.440]  十二節到十七節
[00:07:21.440 --> 00:07:23.320]  我們一起讀一讀
[00:07:23.320 --> 00:07:24.720]  約翰福音十五章
[00:07:24.720 --> 00:07:26.680]  十二節到十七節
[00:07:26.680 --> 00:07:28.320]  我們一起讀
[00:07:28.320 --> 00:07:30.040]  你們要彼此相愛
[00:07:30.040 --> 00:07:32.000]  像我愛你們一樣
[00:07:32.000 --> 00:07:33.480]  這是我的命令
[00:07:33.480 --> 00:07:36.600]  人為朋友犧牲自己的性命
[00:07:36.600 --> 00:07:40.360]  人間的愛沒有比這更偉大的了
[00:07:40.360 --> 00:07:42.320]  你們若遵守我的命令
[00:07:42.320 --> 00:07:43.840]  就是我的朋友
