
[00:00:00.000 --> 00:00:01.140]  第一次早晨
[00:00:01.140 --> 00:00:02.880]  開心嗎?
[00:00:02.880 --> 00:00:05.960]  又這麼虛偽
[00:00:05.960 --> 00:00:10.600]  誠實的虛偽
[00:00:10.600 --> 00:00:13.960]  良善的虛偽
[00:00:13.960 --> 00:00:17.100]  其實當我
[00:00:17.100 --> 00:00:19.600]  很仔細地跟每個人聊天
[00:00:19.600 --> 00:00:23.380]  挖你心裏面很多不開心的東西
[00:00:23.380 --> 00:00:25.200]  你的苦水
[00:00:25.200 --> 00:00:28.780]  好像爆水喉一樣湧出來
[00:00:30.000 --> 00:00:34.320]  幸福快樂的人生是世人很嚮往
[00:00:34.320 --> 00:00:37.520]  成家立業是香港人
[00:00:37.520 --> 00:00:40.320]  最希望得到的東西
[00:00:40.320 --> 00:00:43.960]  但無論是抽象的幸福人生
[00:00:43.960 --> 00:00:46.580]  具體的成家立業
[00:00:46.580 --> 00:00:48.820]  都不用擔心
[00:00:48.820 --> 00:00:51.660]  今天報紙登了一個
[00:00:51.660 --> 00:00:54.160]  英國有一個研究中心
[00:00:54.160 --> 00:00:58.040]  做世界快樂國家的排名
[00:00:58.440 --> 00:01:00.000]  知道香港排第幾嗎?
[00:01:00.000 --> 00:01:02.800]  123
[00:01:02.800 --> 00:01:06.400]  這個機構我不是很熟悉
[00:01:06.400 --> 00:01:08.200]  因為我多年來都很留意到
[00:01:08.200 --> 00:01:10.200]  世界上相關的調查
[00:01:10.200 --> 00:01:13.160]  它的準則很特別
[00:01:13.160 --> 00:01:15.160]  而得出的結果都很特別
[00:01:15.160 --> 00:01:16.800]  第一名呢
[00:01:16.800 --> 00:01:17.720]  想不到
[00:01:17.720 --> 00:01:20.480]  在中南美洲國家的哥斯達尼加
[00:01:20.480 --> 00:01:23.280]  頭幾名都是中南美國家
[00:01:23.280 --> 00:01:25.480]  前十名都是很細小的國家
[00:01:25.760 --> 00:01:29.760]  跟過去一些比較大型的調查分別之處
[00:01:29.760 --> 00:01:33.200]  因為多年來其實我看回那些調查
[00:01:33.200 --> 00:01:37.320]  排前面的都是一些北歐的國家
[00:01:37.320 --> 00:01:38.800]  北歐的小國
[00:01:38.800 --> 00:01:42.320]  亞洲上榜通常都是說不丹
[00:01:42.320 --> 00:01:44.040]  而我看
[00:01:44.040 --> 00:01:47.640]  西方人和東方人對幸福快樂
[00:01:47.640 --> 00:01:49.400]  有不同的要求定義
[00:01:49.400 --> 00:01:52.240]  西方人所追求的是一種
[00:01:52.240 --> 00:01:53.560]  平等
[00:01:53.560 --> 00:01:54.880]  公義
[00:01:55.280 --> 00:01:56.400]  環保
[00:01:56.400 --> 00:01:58.920]  各方面都是
[00:01:58.920 --> 00:02:00.800]  在大國不容易做到的
[00:02:00.800 --> 00:02:02.720]  但是北歐的小國
[00:02:02.720 --> 00:02:04.520]  你看回好像挪威啊
[00:02:04.520 --> 00:02:05.640]  就是丹麥那些
[00:02:05.640 --> 00:02:06.640]  做到的
[00:02:06.640 --> 00:02:09.120]  東方人所求的是一種
[00:02:09.120 --> 00:02:10.640]  心境的平和
[00:02:10.640 --> 00:02:11.880]  天人合一
[00:02:11.880 --> 00:02:14.480]  所以不丹這個佛教國家
[00:02:14.480 --> 00:02:15.320]  做到的
[00:02:15.320 --> 00:02:17.320]  早年的泰國排名很高
[00:02:17.320 --> 00:02:18.840]  泰國這個佛教國家
[00:02:18.840 --> 00:02:20.120]  又是排名很高的
[00:02:20.120 --> 00:02:22.480]  泰國人這個微笑國家又很快樂
[00:02:22.480 --> 00:02:23.600]  不過泰國幾年
[00:02:23.600 --> 00:02:25.720]  社會政治很多動盪
[00:02:25.720 --> 00:02:26.560]  所以
[00:02:26.560 --> 00:02:27.920]  泰國的排名
[00:02:27.920 --> 00:02:29.040]  是跌得很厲害的
[00:02:29.040 --> 00:02:30.440]  所以說
[00:02:30.440 --> 00:02:32.440]  你看這七大工業國
[00:02:32.440 --> 00:02:34.080]  你看香港
[00:02:34.080 --> 00:02:35.400]  甚至日本
[00:02:35.400 --> 00:02:38.480]  亞洲的南韓這些經濟起飛的
[00:02:38.480 --> 00:02:40.320]  成熟的經濟體國家
[00:02:40.320 --> 00:02:42.400]  全部排名
[00:02:42.400 --> 00:02:44.040]  都很後的
[00:02:44.040 --> 00:02:49.480]  英國經濟學人雜誌在幾年前
[00:02:49.480 --> 00:02:51.760]  登了一篇很特別的特稿
[00:02:52.000 --> 00:02:55.040]  就叫做U型曲線人生
[00:02:55.040 --> 00:02:56.320]  就是講快樂
[00:02:56.320 --> 00:02:57.560]  原來有個U型的走勢
[00:02:57.560 --> 00:02:58.640]  他說原來人呢
[00:02:58.640 --> 00:03:00.640]  出生的時候是最快樂的
[00:03:00.640 --> 00:03:01.880]  小朋友很開心
[00:03:01.880 --> 00:03:03.880]  但是慢慢你長大
[00:03:03.880 --> 00:03:04.800]  一直下降
[00:03:04.800 --> 00:03:07.040]  下降到底是U型
[00:03:07.040 --> 00:03:09.120]  你老了又上去的
[00:03:09.120 --> 00:03:10.320]  那麼你算出來
[00:03:10.320 --> 00:03:12.120]  原來U型的底在哪裡呢?
[00:03:12.120 --> 00:03:13.640]  看看有多少個中
[00:03:13.640 --> 00:03:14.840]  47歲
[00:03:14.840 --> 00:03:15.800]  誰47歲?
[00:03:15.800 --> 00:03:17.440]  你不用舉手了
[00:03:17.440 --> 00:03:19.840]  他說47歲
[00:03:20.720 --> 00:03:22.760]  就是人生谷底來的
[00:03:22.760 --> 00:03:24.600]  最不開心
[00:03:24.600 --> 00:03:26.160]  為什麼呢?
[00:03:26.160 --> 00:03:27.040]  一方面呢
[00:03:27.040 --> 00:03:29.120]  中國所講的中年心事
[00:03:29.120 --> 00:03:30.920]  中年危機
[00:03:30.920 --> 00:03:32.080]  去到那個年紀
[00:03:32.080 --> 00:03:34.400]  發覺很多心事
[00:03:34.400 --> 00:03:36.080]  那麼那時候呢
[00:03:36.080 --> 00:03:37.400]  子女開始大了
[00:03:37.400 --> 00:03:39.760]  子女開始反叛期了
[00:03:39.760 --> 00:03:41.800]  開始敗殼了
[00:03:41.800 --> 00:03:44.200]  開始很多擔心子女
[00:03:44.200 --> 00:03:46.720]  就是那種成長啊
[00:03:46.720 --> 00:03:49.240]  有男女朋友又擔心
[00:03:49.240 --> 00:03:50.400]  沒有又擔心
[00:03:50.400 --> 00:03:51.240]  你發覺呢
[00:03:51.240 --> 00:03:52.480]  經常外出又擔心
[00:03:52.480 --> 00:03:53.800]  經常不外出又擔心
[00:03:53.800 --> 00:03:55.040]  你發覺很多擔心
[00:03:55.040 --> 00:03:56.280]  加上呢
[00:03:56.280 --> 00:03:57.240]  到了中年呢
[00:03:57.240 --> 00:03:58.520]  如果你的事業
[00:03:58.520 --> 00:04:01.000]  都沒什麼看頭
[00:04:01.000 --> 00:04:05.000]  還是這麼多年來
[00:04:05.000 --> 00:04:06.520]  都是打一份牛工
[00:04:06.520 --> 00:04:08.440]  都是住在一間這樣的破屋
[00:04:08.440 --> 00:04:09.600]  你發覺呢
[00:04:09.600 --> 00:04:11.080]  社會給你很多壓力
[00:04:11.080 --> 00:04:12.960]  所以中年人你發覺
[00:04:12.960 --> 00:04:15.320]  是承受很多家庭的壓力
[00:04:15.320 --> 00:04:16.920]  經濟壓力
[00:04:16.920 --> 00:04:18.240]  社會壓力
[00:04:18.240 --> 00:04:19.680]  心理壓力
[00:04:19.680 --> 00:04:23.040]  開始那些男女賀爾蒙分泌又不同了
[00:04:23.040 --> 00:04:25.400]  所以很多很多負面情緒又出來了
[00:04:25.400 --> 00:04:27.760]  這是英國的標準
[00:04:27.760 --> 00:04:30.120]  不過回到香港我相信呢
[00:04:30.120 --> 00:04:32.200]  中年呢
[00:04:32.200 --> 00:04:34.600]  也都是真的一個人生的低谷
[00:04:34.600 --> 00:04:35.480]  不過我看回
[00:04:35.480 --> 00:04:36.560]  香港人那種
[00:04:36.560 --> 00:04:37.920]  U型反彈呢
[00:04:37.920 --> 00:04:38.880]  反彈力不是很強
[00:04:38.880 --> 00:04:41.080]  香港那些老人福利太差
[00:04:41.080 --> 00:04:43.960]  很多長者其實都不是很開心
[00:04:43.960 --> 00:04:45.480]  當然少數人開心
[00:04:45.480 --> 00:04:47.320]  但是U型曲線人生
[00:04:47.320 --> 00:04:48.680]  都反映出人生
[00:04:49.080 --> 00:04:51.280]  我們是不是一定要跟著這個走勢呢?
[00:04:51.280 --> 00:04:52.800]  如果看回
[00:04:52.800 --> 00:04:54.600]  基督徒我開始問大家
[00:04:54.600 --> 00:04:56.440]  開心嗎?
[00:04:56.440 --> 00:04:58.000]  各種說是開心的
[00:04:58.000 --> 00:05:01.320]  但是想清楚一點
[00:05:01.320 --> 00:05:03.360]  誠實問一下
[00:05:03.360 --> 00:05:06.200]  誠實面對自己呢
[00:05:06.200 --> 00:05:08.360]  很多憂慮
[00:05:08.360 --> 00:05:12.040]  很多不可以說出來的痛苦
[00:05:12.040 --> 00:05:16.200]  很多成長期的傷痕
[00:05:17.040 --> 00:05:20.680]  很多現實當中人際關係的破裂
[00:05:20.680 --> 00:05:22.320]  一數下去
[00:05:22.320 --> 00:05:24.440]  十樣八樣都會出來的
[00:05:24.440 --> 00:05:26.400]  今天同樣看一段聖經
[00:05:26.400 --> 00:05:29.000]  這段聖經是所羅門王所作
[00:05:29.000 --> 00:05:30.920]  我給的題目就叫做
[00:05:30.920 --> 00:05:32.880]  幸福人生由此起
[00:05:32.880 --> 00:05:34.800]  或者叫做幸福人生的基石
[00:05:34.800 --> 00:05:38.760]  教我們怎麼樣成家立業
[00:05:38.760 --> 00:05:40.040]  我們一起看回這段經文
[00:05:40.040 --> 00:05:42.480]  我們分開三個部分去看
[00:05:42.480 --> 00:05:44.280]  我先看一二節
[00:05:45.120 --> 00:05:47.520]  若不是耶和華建造房屋
[00:05:47.520 --> 00:05:49.960]  建造的人就枉然勞力
[00:05:49.960 --> 00:05:52.600]  若不是耶和華看守城池
[00:05:52.600 --> 00:05:55.480]  看守的人就枉然警醒
[00:05:55.480 --> 00:05:56.840]  留意
[00:05:56.840 --> 00:05:58.880]  和學本的譯本
[00:05:58.880 --> 00:06:04.280]  有時候我們都要很敬重前人
[00:06:04.280 --> 00:06:06.200]  他們的中文
[00:06:06.200 --> 00:06:09.120]  是比現代的中文譯本好很多的
[00:06:09.120 --> 00:06:10.080]  很多
[00:06:10.080 --> 00:06:12.960]  當然現代中文譯本那些神學基礎
[00:06:12.960 --> 00:06:15.160]  那些修辭
[00:06:15.160 --> 00:06:16.600]  或者他們對中文的知識
[00:06:16.600 --> 00:06:17.800]  新的詞彙豐富了
[00:06:17.800 --> 00:06:20.600]  但是講到文采是不及的
[00:06:20.600 --> 00:06:22.320]  留意
[00:06:22.320 --> 00:06:23.840]  枉然
[00:06:23.840 --> 00:06:25.680]  枉然
[00:06:25.680 --> 00:06:28.040]  接著你們清晨早起
[00:06:28.040 --> 00:06:29.680]  夜晚安歇
[00:06:29.680 --> 00:06:31.240]  吃勞碌得來的飯
[00:06:31.240 --> 00:06:32.600]  本是枉然
[00:06:32.600 --> 00:06:33.320]  枉然
[00:06:33.320 --> 00:06:35.720]  唯有耶和華所親愛的
[00:06:35.720 --> 00:06:36.520]  必要他什麼
[00:06:36.520 --> 00:06:38.120]  安然
[00:06:38.120 --> 00:06:39.240]  誰家
[00:06:40.640 --> 00:06:43.000]  我們每天就在枉然
[00:06:43.000 --> 00:06:46.120]  和安然這兩個極端當中去掙扎
[00:06:46.120 --> 00:06:48.880]  你發覺我們做很多很多事情
[00:06:48.880 --> 00:06:51.040]  是徒勞無功的
[00:06:51.040 --> 00:06:53.800]  香港的社會就是你十分耕耘
[00:06:53.800 --> 00:06:55.400]  有時候得不到一分收穫
[00:06:55.400 --> 00:06:57.360]  有時候回顧自己一生
[00:06:57.360 --> 00:06:59.680]  剛才主席介紹我
[00:06:59.680 --> 00:07:01.640]  時論壇前
[00:07:01.640 --> 00:07:02.920]  一個前已經過去了
[00:07:02.920 --> 00:07:03.760]  過去式了
[00:07:03.760 --> 00:07:05.560]  有時候想一下
[00:07:05.560 --> 00:07:06.280]  就是
[00:07:06.280 --> 00:07:07.920]  當我很努力
[00:07:07.920 --> 00:07:09.440]  我放下
[00:07:09.440 --> 00:07:12.400]  我認為很喜歡工作而去
[00:07:12.400 --> 00:07:14.040]  做一份基督教刊物
[00:07:14.040 --> 00:07:16.400]  但事實上
[00:07:16.400 --> 00:07:17.640]  說真話
[00:07:17.640 --> 00:07:20.200]  其實不是我期望
[00:07:20.200 --> 00:07:22.400]  那麼好的
[00:07:22.400 --> 00:07:24.360]  很多事情覺得是
[00:07:24.360 --> 00:07:25.640]  挺枉然的
[00:07:25.640 --> 00:07:27.440]  但沒得後悔就是
[00:07:27.440 --> 00:07:29.080]  神叫我簡陶律就是這樣
[00:07:29.080 --> 00:07:32.120]  你發覺你很多事情很努力去做一件事
[00:07:32.120 --> 00:07:32.880]  其實大家發覺
[00:07:32.880 --> 00:07:34.000]  是得不到的
[00:07:34.000 --> 00:07:38.040]  香港過去十年
[00:07:38.480 --> 00:07:39.760]  社會變化很大
