
[00:00:00.000 --> 00:00:02.000]  還有一段經課
[00:00:02.000 --> 00:00:06.000]  馬可福音第四章35至41節
[00:00:06.000 --> 00:00:09.000]  亦是今天講道的經文
[00:00:09.000 --> 00:00:12.000]  如果手上有聖經請打開
[00:00:12.000 --> 00:00:19.000]  馬可福音第四章35至41節
[00:00:19.000 --> 00:00:27.000]  聽我講出這一段經文
[00:00:27.000 --> 00:00:30.000]  那一晚耶穌對門徒說
[00:00:30.000 --> 00:00:33.000]  我們到對岸去吧
[00:00:33.000 --> 00:00:35.000]  門徒就離開眾人
[00:00:35.000 --> 00:00:38.000]  耶穌已經在船上
[00:00:38.000 --> 00:00:40.000]  他們就請他一同去
[00:00:40.000 --> 00:00:43.000]  也有其他的船跟他們同行
[00:00:43.000 --> 00:00:46.000]  忽然間狂風大作
[00:00:46.000 --> 00:00:48.000]  波浪打入船裡
[00:00:48.000 --> 00:00:51.000]  以至船灌滿了水
[00:00:51.000 --> 00:00:54.000]  耶穌在船尾枕著枕頭睡了覺
[00:00:54.000 --> 00:00:56.000]  門徒就叫醒他
[00:00:56.000 --> 00:00:58.000]  老師我們快要沒命了
[00:00:58.000 --> 00:01:00.000]  你不管嗎
[00:01:00.000 --> 00:01:01.000]  耶穌醒了
[00:01:01.000 --> 00:01:03.000]  斥責風
[00:01:03.000 --> 00:01:04.000]  然後向海說
[00:01:04.000 --> 00:01:07.000]  住了吧靜了吧
[00:01:07.000 --> 00:01:10.000]  風就指著大大平靜
[00:01:10.000 --> 00:01:12.000]  耶穌對門徒說
[00:01:12.000 --> 00:01:14.000]  為什麼膽怯呢
[00:01:14.000 --> 00:01:16.000]  你們還沒有信心嗎
[00:01:16.000 --> 00:01:19.000]  他們就很怕彼此說
[00:01:19.000 --> 00:01:21.000]  這到底是誰
[00:01:21.000 --> 00:01:25.000]  連風和海都聽從他
[00:01:25.000 --> 00:01:28.000]  這段經文我們都很熟悉
[00:01:28.000 --> 00:01:31.000]  耶穌平靜風浪
[00:01:31.000 --> 00:01:35.000]  其實這段經文就是人生的寫照
[00:01:35.000 --> 00:01:39.000]  有時我們面對風平浪靜
[00:01:39.000 --> 00:01:41.000]  很安詳的日子
[00:01:41.000 --> 00:01:45.000]  有時是面對狂風大作的日子
[00:01:45.000 --> 00:01:47.000]  所以今天
[00:01:47.000 --> 00:01:49.000]  我就邀請大家
[00:01:49.000 --> 00:01:51.000]  上到這一隻船
[00:01:51.000 --> 00:01:53.000]  跟門徒一起
[00:01:53.000 --> 00:01:56.000]  跟耶穌一起出海
[00:01:56.000 --> 00:02:00.000]  經歷門徒所經歷的
[00:02:00.000 --> 00:02:02.000]  第35節說
[00:02:02.000 --> 00:02:06.000]  那一晚
[00:02:06.000 --> 00:02:08.000]  夜晚的時間
[00:02:08.000 --> 00:02:11.000]  那一天做了什麼事情呢
[00:02:11.000 --> 00:02:13.000]  所以如果要看一段經文
[00:02:13.000 --> 00:02:16.000]  我們要知道第四章一節開始
[00:02:16.000 --> 00:02:18.000]  就是記載那一天的事情
[00:02:18.000 --> 00:02:22.000]  耶穌在海邊教導人
[00:02:22.000 --> 00:02:24.000]  因為有很多人
[00:02:24.000 --> 00:02:26.000]  所以門徒就找了一隻船
[00:02:26.000 --> 00:02:29.000]  讓耶穌坐在船上
[00:02:29.000 --> 00:02:31.000]  耶穌就在船上
[00:02:31.000 --> 00:02:34.000]  群眾就在海邊
[00:02:34.000 --> 00:02:37.000]  耶穌就在那裡教導他們
[00:02:37.000 --> 00:02:39.000]  第四章告訴我們
[00:02:39.000 --> 00:02:44.000]  耶穌一連串說了好幾個神國的比喻
[00:02:44.000 --> 00:02:47.000]  包括撒種的比喻等等
[00:02:47.000 --> 00:02:50.000]  耶穌就教導這些人
[00:02:50.000 --> 00:02:53.000]  而第四章裡面也說到
[00:02:53.000 --> 00:02:55.000]  耶穌除了教導人之外
[00:02:55.000 --> 00:02:59.000]  耶穌也叫那些門徒
[00:02:59.000 --> 00:03:01.000]  走在一起
[00:03:01.000 --> 00:03:05.000]  耶穌特別跟這些門徒說到
[00:03:05.000 --> 00:03:07.000]  一些比喻的意思
[00:03:07.000 --> 00:03:10.000]  耶穌說到的時候就用比喻
[00:03:10.000 --> 00:03:12.000]  一些群眾聽到
[00:03:12.000 --> 00:03:14.000]  能夠明白的就明白
[00:03:14.000 --> 00:03:17.000]  不能夠明白的就不明白
[00:03:17.000 --> 00:03:20.000]  這個好像沒有說話
[00:03:20.000 --> 00:03:22.000]  但是對門徒來說
[00:03:22.000 --> 00:03:25.000]  耶穌就特別解釋給他們聽
[00:03:25.000 --> 00:03:27.000]  一些比喻的意思
[00:03:27.000 --> 00:03:29.000]  所以對門徒來說
[00:03:29.000 --> 00:03:34.000]  他們是參與了在耶穌的服事裡面
[00:03:34.000 --> 00:03:37.000]  耶穌在船上教導人
[00:03:37.000 --> 00:03:40.000]  門徒相信就去到群眾當中
[00:03:40.000 --> 00:03:43.000]  來看看群眾的反應
[00:03:43.000 --> 00:03:45.000]  睡了覺就拍醒他們
[00:03:45.000 --> 00:03:47.000]  然後就聽耶穌說到
[00:03:47.000 --> 00:03:50.000]  看到一群群眾有好的反應
[00:03:50.000 --> 00:03:52.000]  門徒就開心
[00:03:52.000 --> 00:03:54.000]  所以他們很高興
[00:03:54.000 --> 00:03:56.000]  有一天的侍奉
[00:03:56.000 --> 00:03:59.000]  來到這個時刻
[00:03:59.000 --> 00:04:01.000]  所以搞了一整天
[00:04:01.000 --> 00:04:03.000]  現在來到晚上
[00:04:03.000 --> 00:04:05.000]  耶穌就向門徒
[00:04:05.000 --> 00:04:09.000]  發出這個邀請呼召
[00:04:09.000 --> 00:04:11.000]  還是說吩咐
[00:04:11.000 --> 00:04:13.000]  我們去到對岸去吧
[00:04:13.000 --> 00:04:16.000]  門徒就沒有異議
[00:04:16.000 --> 00:04:19.000]  因為勞碌了一天
[00:04:19.000 --> 00:04:23.000]  到底我們在岸邊找地方住
[00:04:23.000 --> 00:04:25.000]  還是上到船上
[00:04:25.000 --> 00:04:28.000]  耶穌就叫門徒一起上船
[00:04:28.000 --> 00:04:30.000]  去對岸
[00:04:30.000 --> 00:04:34.000]  一些門徒就聽話了
[00:04:34.000 --> 00:04:37.000]  其實對於門徒來說
[00:04:37.000 --> 00:04:39.000]  有四個門徒
[00:04:39.000 --> 00:04:41.000]  起碼有四個門徒
[00:04:41.000 --> 00:04:43.000]  會熟悉這個環境
[00:04:43.000 --> 00:04:46.000]  因為他們當時在加利利海
[00:04:46.000 --> 00:04:48.000]  其實不是一個海
[00:04:48.000 --> 00:04:50.000]  是一個湖
[00:04:50.000 --> 00:04:54.000]  這四個門徒過往就在這裡打魚
[00:04:54.000 --> 00:04:57.000]  所以他們知道晚上坐船
[00:04:57.000 --> 00:04:59.000]  都不是一件好的事情
[00:04:59.000 --> 00:05:03.000]  不過因為現在已經天黑了
[00:05:03.000 --> 00:05:06.000]  耶穌應該也是把握時間
[00:05:06.000 --> 00:05:08.000]  晚上就在船上
[00:05:08.000 --> 00:05:10.000]  第二天早上去到對岸
[00:05:10.000 --> 00:05:14.000]  就可以有新的一天的開始
[00:05:14.000 --> 00:05:16.000]  一個復仕
[00:05:16.000 --> 00:05:19.000]  所以門徒都聽話了
[00:05:19.000 --> 00:05:22.000]  在新的地方也有新的侍奉
[00:05:22.000 --> 00:05:24.000]  他們很開心
[00:05:24.000 --> 00:05:27.000]  做耶穌的門徒很幸福
[00:05:27.000 --> 00:05:29.000]  和耶穌在一起
[00:05:29.000 --> 00:05:34.000]  參與在耶穌的侍奉裡面
[00:05:34.000 --> 00:05:38.000]  第35節就是耶穌叫門徒一起去
[00:05:38.000 --> 00:05:41.000]  但到了第36節
[00:05:41.000 --> 00:05:45.000]  主角好像有一點改變了
[00:05:45.000 --> 00:05:50.000]  就說到門徒帶著耶穌一起去
[00:05:50.000 --> 00:05:53.000]  當時也有其他的船和他們一起去
[00:05:53.000 --> 00:05:58.000]  不過後面沒有記載這些船到底發生什麼事
[00:05:58.000 --> 00:06:04.000]  因為焦點集中在耶穌和門徒這一隻船上
[00:06:04.000 --> 00:06:08.000]  門徒成為了主動的人
[00:06:08.000 --> 00:06:09.000]  為什麼呢
[00:06:09.000 --> 00:06:13.000]  很可能因為這個地方是門徒的主場
[00:06:13.000 --> 00:06:14.000]  他們熟悉
[00:06:14.000 --> 00:06:17.000]  你現在要坐船去到對岸
[00:06:17.000 --> 00:06:19.000]  耶穌等我來帶你
[00:06:19.000 --> 00:06:21.000]  耶穌夫子
[00:06:21.000 --> 00:06:23.000]  你說了一天就到了
[00:06:23.000 --> 00:06:24.000]  很累了
[00:06:24.000 --> 00:06:26.000]  睡一會吧
[00:06:26.000 --> 00:06:28.000]  等我們來帶你
[00:06:28.000 --> 00:06:31.000]  這一隻船有多大呢
[00:06:31.000 --> 00:06:35.000]  在1986年有人在加利利那裡
[00:06:35.000 --> 00:06:40.000]  發現了一隻耶穌時代的船
[00:06:40.000 --> 00:06:42.000]  有多大呢
[00:06:42.000 --> 00:06:44.000]  就是27尺長
[00:06:44.000 --> 00:06:47.000]  7尺半闊
[00:06:47.000 --> 00:06:50.000]  然後高大概4尺多
[00:06:50.000 --> 00:06:55.000]  4尺多就是高於這個台一倍左右
[00:06:55.000 --> 00:07:01.000]  就是說水不是很近的船
[00:07:01.000 --> 00:07:04.000]  27尺長7尺半闊
[00:07:04.000 --> 00:07:07.000]  其實比這個台更小
[00:07:07.000 --> 00:07:10.000]  大家不要想是油麻地小輪那些
[00:07:10.000 --> 00:07:15.000]  也不是那些我們去創物餘的遊艇
[00:07:15.000 --> 00:07:16.000]  沒那麼大
