
[00:00:00.000 --> 00:00:04.000]  我們同心再次禱告
[00:00:04.000 --> 00:00:07.000]  親愛的主,我們多謝祢
[00:00:07.000 --> 00:00:10.000]  多謝讓我們能夠一同去讚美祢
[00:00:10.000 --> 00:00:13.000]  如今我們要聽祢的詩歌
[00:00:13.000 --> 00:00:16.000]  聽祢的道,聽祢的訊息
[00:00:16.000 --> 00:00:19.000]  求祢與我們眾人同在
[00:00:19.000 --> 00:00:23.000]  讓我們將祢的話語放在我們的生命裏面
[00:00:23.000 --> 00:00:27.000]  好像詩歌般的營養在我們的心靈裏面
[00:00:27.000 --> 00:00:31.000]  主我們仰望祢,求祢與我們眾人同在
[00:00:31.000 --> 00:00:35.000]  我們的祈禱是奉主耶穌基督的名字求
[00:00:35.000 --> 00:00:37.000]  阿們
[00:00:37.000 --> 00:00:48.000]  從去年六月到現在
[00:00:48.000 --> 00:00:53.000]  我們都是在重重的困難裏面
[00:00:53.000 --> 00:00:57.000]  你們能不能夠喜樂呢?
[00:00:57.000 --> 00:01:03.000]  有些人甚至說我們都是在天災人禍裏面
[00:01:03.000 --> 00:01:07.000]  我們真的能夠喜樂嗎?
[00:01:07.000 --> 00:01:09.000]  有些人會說
[00:01:09.000 --> 00:01:13.000]  在這八個月這麼多的苦困當中
[00:01:13.000 --> 00:01:16.000]  神在哪裏?
[00:01:16.000 --> 00:01:21.000]  歷代以來這個問題都會用以下的方式來表達
[00:01:21.000 --> 00:01:27.000]  就是說假如神是全能和全然的愛
[00:01:27.000 --> 00:01:31.000]  為甚麼世界會充滿著苦難?
[00:01:31.000 --> 00:01:33.000]  為甚麼有些小朋友出生的時候
[00:01:33.000 --> 00:01:35.000]  身體就是不整全的?
[00:01:35.000 --> 00:01:38.000]  有些小朋友一出生的時候
[00:01:38.000 --> 00:01:42.000]  他們的腦功能是嚴重的殘缺的?
[00:01:42.000 --> 00:01:52.000]  為甚麼神會容讓新冠肺炎來到香港?
[00:01:52.000 --> 00:01:55.000]  因此有些人就說
[00:01:55.000 --> 00:02:00.000]  因為基督徒你們不能夠回答這些問題
[00:02:00.000 --> 00:02:04.000]  所以我們是不能夠相信神的
[00:02:04.000 --> 00:02:06.000]  面對這些情況
[00:02:06.000 --> 00:02:10.000]  我們的信仰是會怎樣去回應呢?
[00:02:10.000 --> 00:02:12.000]  有些基督徒的回答就是說
[00:02:12.000 --> 00:02:16.000]  苦難是世界所需要的
[00:02:16.000 --> 00:02:21.000]  神的意向就是叫人在苦難當中去成長
[00:02:21.000 --> 00:02:23.000]  苦難有具體的意義
[00:02:23.000 --> 00:02:30.000]  是對人的靈魂有益處
[00:02:30.000 --> 00:02:31.000]  是的
[00:02:31.000 --> 00:02:33.000]  不少的時候
[00:02:33.000 --> 00:02:37.000]  我們著實在苦難當中會成長
[00:02:37.000 --> 00:02:39.000]  苦難有它的意義
[00:02:39.000 --> 00:02:41.000]  有一位弟兄
[00:02:41.000 --> 00:02:42.000]  他有一個妹妹
[00:02:42.000 --> 00:02:44.000]  妹妹是在六十年代出生
[00:02:44.000 --> 00:02:49.000]  妹妹出生的時候患了很嚴重的地中海貧血症
[00:02:49.000 --> 00:02:52.000]  她是要靠輸血來維持
[00:02:52.000 --> 00:02:54.000]  當中耶穌就解釋她的比喻
[00:02:54.000 --> 00:02:55.000]  祂就說
[00:02:55.000 --> 00:02:58.000]  田幾歲的時候就離世
[00:02:58.000 --> 00:03:00.000]  她哥哥會承認
[00:03:00.000 --> 00:03:01.000]  沒錯
[00:03:01.000 --> 00:03:03.000]  妹妹的患病
[00:03:03.000 --> 00:03:07.000]  是能夠叫她成為一個更好的人
[00:03:07.000 --> 00:03:11.000]  因此她明白到靈魂的重要性
[00:03:11.000 --> 00:03:14.000]  因此她去讀神學
[00:03:14.000 --> 00:03:16.000]  她成為傳道人
[00:03:16.000 --> 00:03:21.000]  她知道Soul Making的意義
[00:03:21.000 --> 00:03:22.000]  但是對她來說
[00:03:22.000 --> 00:03:24.000]  她會回應說
[00:03:24.000 --> 00:03:28.000]  假如我能夠和妹妹多點時間一起的話
[00:03:28.000 --> 00:03:33.000]  我寧可不愛這些靈魂的好處
[00:03:33.000 --> 00:03:38.000]  明顯苦難是Soul Making
[00:03:38.000 --> 00:03:40.000]  但是對靈魂有益處
[00:03:40.000 --> 00:03:45.000]  這個答案未必能夠滿足很多人
[00:03:45.000 --> 00:03:47.000]  在思想上的困苦
[00:03:47.000 --> 00:03:51.000]  著實它仍然有不足的地方
[00:03:51.000 --> 00:03:56.000]  這個答案是不能夠滿足這位弟兄
[00:03:56.000 --> 00:03:58.000]  有一位三十多歲的女士
[00:03:58.000 --> 00:04:05.000]  被診斷患了末期的腸癌
[00:04:05.000 --> 00:04:07.000]  她的朋友來探望她
[00:04:07.000 --> 00:04:08.000]  就跟她說
[00:04:08.000 --> 00:04:10.000]  要記住
[00:04:10.000 --> 00:04:12.000]  每一件事情
[00:04:12.000 --> 00:04:16.000]  都有一個原因
[00:04:16.000 --> 00:04:17.000]  她的丈夫回應說
[00:04:17.000 --> 00:04:19.000]  你告訴我
[00:04:19.000 --> 00:04:21.000]  為什麼我太太三十多歲
[00:04:21.000 --> 00:04:24.000]  就要面對死亡
[00:04:24.000 --> 00:04:26.000]  她的丈夫的意思是
[00:04:26.000 --> 00:04:29.000]  不要跟我說一切都是有意義
[00:04:29.000 --> 00:04:32.000]  不要說一切都是make sense
[00:04:32.000 --> 00:04:36.000]  她是不需要一個這樣的答案
[00:04:36.000 --> 00:04:39.000]  我都很同情這位弟兄
[00:04:39.000 --> 00:04:41.000]  這位先生
[00:04:41.000 --> 00:04:44.000]  事實上在二千年以來
[00:04:44.000 --> 00:04:51.000]  我們都找不到一個能夠全面回答苦難的問題的答案
[00:04:51.000 --> 00:04:55.000]  苦難的問題仍然是我們理智的監牢
[00:04:55.000 --> 00:04:59.000]  所以那些很有把握的人
[00:04:59.000 --> 00:05:05.000]  認為可以將苦難的問題解答
[00:05:05.000 --> 00:05:09.000]  這些人只是將神縮小
[00:05:09.000 --> 00:05:11.000]  只是將受苦的人
[00:05:11.000 --> 00:05:14.000]  他們的痛苦縮小
[00:05:14.000 --> 00:05:17.000]  都將這些人縮小
[00:05:17.000 --> 00:05:19.000]  所以我認為
[00:05:19.000 --> 00:05:23.000]  我們的信仰不是單單提供答案
[00:05:23.000 --> 00:05:26.000]  而是要去回應
[00:05:26.000 --> 00:05:30.000]  我們不是去全部解釋
[00:05:30.000 --> 00:05:33.000]  解釋掉苦難
[00:05:33.000 --> 00:05:37.000]  我們不是要解釋完苦難
[00:05:37.000 --> 00:05:39.000]  我們需要參與
[00:05:39.000 --> 00:05:42.000]  要面對苦難的現實
[00:05:42.000 --> 00:05:45.000]  耶穌說了一個啟發性的比喻
[00:05:45.000 --> 00:05:50.000]  記載在馬太福音十三章二十四至三十節
[00:05:50.000 --> 00:05:54.000]  而解釋的部分就在三十七至四十三節
[00:05:54.000 --> 00:05:57.000]  比喻是這樣說的
[00:05:57.000 --> 00:06:00.000]  天國好像殺種的人
[00:06:00.000 --> 00:06:04.000]  將好的種子殺在田野裏面
[00:06:04.000 --> 00:06:10.000]  在晚上敵人就將敗子殺在田野裏面
[00:06:10.000 --> 00:06:15.000]  敗子意思就是雜草的種子
[00:06:15.000 --> 00:06:20.000]  雜草很多時候被看為是麥子的變種
[00:06:20.000 --> 00:06:23.000]  這些變種上面有些fungus
[00:06:23.000 --> 00:06:24.000]  有些真菌
[00:06:24.000 --> 00:06:28.000]  這些真菌能夠帶來毒素
[00:06:28.000 --> 00:06:30.000]  當麥子長大的時候
[00:06:30.000 --> 00:06:32.000]  這些雜草都長大
[00:06:32.000 --> 00:06:34.000]  僕人就問主人
[00:06:34.000 --> 00:06:37.000]  你有沒有將好的種子帶到這裏
[00:06:37.000 --> 00:06:40.000]  殺在田上面
[00:06:40.000 --> 00:06:44.000]  為何會出現雜草呢
[00:06:44.000 --> 00:06:49.000]  他們建議快些將雜草除去
[00:06:49.000 --> 00:06:52.000]  主人的回答是讓人驚訝的
[00:06:52.000 --> 00:06:56.000]  因為慣常的做法是應該快些將雜草拿走
[00:06:56.000 --> 00:06:58.000]  但主人就說不要
[00:06:58.000 --> 00:07:00.000]  等到遲些的日子
[00:07:00.000 --> 00:07:02.000]  等到收割的時間
[00:07:02.000 --> 00:07:04.000]  我們只是將雜草除去
[00:07:04.000 --> 00:07:08.000]  而且收割的人不是僕人
[00:07:08.000 --> 00:07:10.000]  是另一班收割的人
[00:07:10.000 --> 00:07:14.000]  收割的時候將雜草拉出來
[00:07:14.000 --> 00:07:16.000]  然後將他們捆成捆
[00:07:16.000 --> 00:07:19.000]  然後燒掉
[00:07:19.000 --> 00:07:22.000]  在三十六至四十三節當中
[00:07:22.000 --> 00:07:24.000]  耶穌就解釋他的比喻
[00:07:24.000 --> 00:07:28.000]  他說田地就是世界
