
[00:00:00.000 --> 00:00:02.200]  阿爸 父 我們信實的恩主
[00:00:02.200 --> 00:00:03.400]  我們來到祢的庚前
[00:00:03.400 --> 00:00:06.400]  我們今天去思想祢的話語
[00:00:06.400 --> 00:00:09.400]  父啊 幫助我們去明白祢的話語
[00:00:09.400 --> 00:00:11.800]  祢的話語裏面福音的奧秘
[00:00:11.800 --> 00:00:13.200]  福音的重量
[00:00:13.200 --> 00:00:15.200]  救贖的真神
[00:00:15.200 --> 00:00:17.600]  父啊 我們很需要脫離這個世界
[00:00:17.600 --> 00:00:20.200]  很需要連結在祢的裏面
[00:00:20.200 --> 00:00:24.200]  以致到我們的生命可以被建造成為
[00:00:24.200 --> 00:00:27.200]  和祢主耶穌基督裏面連結的靈宮
[00:00:27.200 --> 00:00:29.200]  我們交託給祢以下來的時間
[00:00:29.200 --> 00:00:31.200]  幫助我們 我們同在
[00:00:31.200 --> 00:00:33.200]  奉教救主耶穌明智祈求
[00:00:59.200 --> 00:01:03.200]  爾弗所城是一個有最繁華的商業和貿易
[00:01:03.200 --> 00:01:08.200]  是羅馬帝國一個文化 經濟 政治的中心
[00:01:08.200 --> 00:01:12.200]  但是在這個爾弗所城裏面卻有一間教會
[00:01:12.200 --> 00:01:15.200]  是屬於至高上帝的教會
[00:01:15.200 --> 00:01:20.200]  而保羅他寫了一封書信給爾弗所的教會
[00:01:20.200 --> 00:01:24.200]  我們一直在看十一到二十二節
[00:01:24.200 --> 00:01:26.200]  我將這段經文分為三段
[00:01:26.200 --> 00:01:29.200]  我們會有三篇講到的cover這麼多段
[00:01:29.200 --> 00:01:32.200]  我今天講的是中間那段
[00:01:32.200 --> 00:01:34.200]  十一到十三節他在講
[00:01:34.200 --> 00:01:36.200]  爾弗所教會從前
[00:01:36.200 --> 00:01:38.200]  他們是一個愛邦人的生活點
[00:01:38.200 --> 00:01:41.200]  而十四到十八節講到我們如今
[00:01:41.200 --> 00:01:43.200]  基督成為了我們的和平
[00:01:43.200 --> 00:01:45.200]  而十九到二十二節
[00:01:45.200 --> 00:01:47.200]  十八到二十二節
[00:01:47.200 --> 00:01:50.200]  是整個經文的終點
[00:01:50.200 --> 00:01:53.200]  我想帶你回去重溫十八至二十二節
[00:01:53.200 --> 00:01:55.200]  上面所講的話
[00:01:55.200 --> 00:01:57.200]  因為這個經文的終點
[00:01:57.200 --> 00:02:00.200]  十八至二十二節
[00:02:00.200 --> 00:02:02.200]  所謂這裡是這樣講的
[00:02:02.200 --> 00:02:04.200]  爾弗所教會被建造
[00:02:04.200 --> 00:02:06.200]  他們是神家裡的人
[00:02:06.200 --> 00:02:09.200]  被建造在使徒和先知的根基上
[00:02:09.200 --> 00:02:11.200]  而基督耶穌自己為房角石
[00:02:11.200 --> 00:02:15.200]  靠著他整座房子連接得緊湊
[00:02:15.200 --> 00:02:17.200]  漸漸成為主裡的聖殿
[00:02:17.200 --> 00:02:20.200]  你們也靠他同被建造成為神
[00:02:20.200 --> 00:02:23.200]  藉著聖靈居住的所在
[00:02:23.200 --> 00:02:25.200]  聖經學者告訴我們
[00:02:25.200 --> 00:02:28.200]  原來在爾弗所城裡有一個大神廟
[00:02:28.200 --> 00:02:30.200]  這個大神廟是聞名於
[00:02:30.200 --> 00:02:33.200]  羅馬世界的亞底米女神像
[00:02:33.200 --> 00:02:36.200]  於是有很多人來參拜這個神像
[00:02:36.200 --> 00:02:38.200]  這個神像為爾弗所人
[00:02:38.200 --> 00:02:41.200]  帶來極大的經濟收益
[00:02:41.200 --> 00:02:42.200]  而不單止如此
[00:02:42.200 --> 00:02:46.200]  這個神像也是爾弗所人生活的中心
[00:02:46.200 --> 00:02:48.200]  聖經學者告訴我們
[00:02:48.200 --> 00:02:50.200]  這個神廟也是當地的銀行中心
[00:02:50.200 --> 00:02:53.200]  也是一個紅燈區
[00:02:53.200 --> 00:02:56.200]  是日常生活裡爾弗所人重要的社交場所
[00:02:56.200 --> 00:02:57.200]  所以你想像一下
[00:02:57.200 --> 00:02:59.200]  如果你生活在爾弗所城裡
[00:02:59.200 --> 00:03:02.200]  你和這個神廟有一個不可分隔
[00:03:02.200 --> 00:03:05.200]  密不可分的關係
[00:03:05.200 --> 00:03:08.200]  當保羅來到爾弗所傳道
[00:03:08.200 --> 00:03:10.200]  他建立了一間教會
[00:03:10.200 --> 00:03:12.200]  於是當地的基督徒
[00:03:12.200 --> 00:03:13.200]  他信著耶穌
[00:03:13.200 --> 00:03:14.200]  做了基督徒之後
[00:03:14.200 --> 00:03:16.200]  他不能夠再去這個神廟
[00:03:16.200 --> 00:03:19.200]  他們的日常生活有一個巨大的改變
[00:03:19.200 --> 00:03:21.200]  你想像一下這個經文
[00:03:21.200 --> 00:03:22.200]  保羅說
[00:03:22.200 --> 00:03:25.200]  這一群基督徒信了主之後
[00:03:25.200 --> 00:03:27.200]  他們要成為一個新的建築物
[00:03:27.200 --> 00:03:31.200]  這個新的建築物和這個神廟是對立的
[00:03:31.200 --> 00:03:33.200]  這個新的建築物是一個怎樣的建築物
[00:03:33.200 --> 00:03:35.200]  是一個在主耶穌基督裡面
[00:03:35.200 --> 00:03:39.200]  這個防鐸石所建造的建築物
[00:03:39.200 --> 00:03:43.200]  這個建築物與基督連結非常緊湊
[00:03:43.200 --> 00:03:46.200]  成為一座新的建築物
[00:03:46.200 --> 00:03:49.200]  和這個神廟是完全的對立
[00:03:49.200 --> 00:03:51.200]  完全的相反
[00:03:51.200 --> 00:03:52.200]  你想像一下
[00:03:52.200 --> 00:03:54.200]  十一到二十二節想和我們說什麼
[00:03:54.200 --> 00:03:56.200]  他想和我們說第一件事
[00:03:56.200 --> 00:03:59.200]  要從世俗裡面分別為聖
[00:03:59.200 --> 00:04:01.200]  要站立得住
[00:04:01.200 --> 00:04:03.200]  你要在這個世界分別出來
[00:04:03.200 --> 00:04:06.200]  和這個世界互相抗衡
[00:04:06.200 --> 00:04:07.200]  第二
[00:04:07.200 --> 00:04:08.200]  他想和我們說一件事
[00:04:08.200 --> 00:04:11.200]  關鍵在於連結基督
[00:04:11.200 --> 00:04:14.200]  讓我們抱著這兩個最重要的重點
[00:04:14.200 --> 00:04:16.200]  去進入今天的經文
[00:04:16.200 --> 00:04:17.200]  如果你有印象的話
[00:04:17.200 --> 00:04:21.200]  三個禮拜之前我們看的十一到十三節
[00:04:21.200 --> 00:04:23.200]  那時候是這樣說的
[00:04:23.200 --> 00:04:25.200]  保羅的開始他說了一句話
[00:04:25.200 --> 00:04:27.200]  你們要記得
[00:04:27.200 --> 00:04:28.200]  你們要記得
[00:04:28.200 --> 00:04:30.200]  保羅怎樣帶我們去思想分別為聖
[00:04:30.200 --> 00:04:32.200]  怎樣思想連結基督
[00:04:32.200 --> 00:04:33.200]  他第一句說話
[00:04:33.200 --> 00:04:35.200]  他說要記得
[00:04:35.200 --> 00:04:36.200]  記得什麼
[00:04:36.200 --> 00:04:38.200]  原來記得不是一次性
[00:04:38.200 --> 00:04:40.200]  而是一個不斷不斷的記起
[00:04:40.200 --> 00:04:42.200]  不斷不斷的思想
[00:04:42.200 --> 00:04:45.200]  記得你們從前的情況
[00:04:45.200 --> 00:04:49.200]  你們從前的情況是遠離上帝的情況
[00:04:49.200 --> 00:04:51.200]  於是你們還要記得第二件事
[00:04:51.200 --> 00:04:54.200]  就是如今你們得以親近上帝
[00:04:54.200 --> 00:04:55.200]  為什麼
[00:04:55.200 --> 00:04:57.200]  因為藉著基督的寶血
[00:04:57.200 --> 00:05:01.200]  買熟了你們第十三節
[00:05:01.200 --> 00:05:02.200]  當保羅說這件事的時候
[00:05:02.200 --> 00:05:05.200]  他用了一個非常重要特別的概念
[00:05:05.200 --> 00:05:07.200]  是以畢史所書的第二章
[00:05:07.200 --> 00:05:09.200]  下半段獨有的概念
[00:05:09.200 --> 00:05:13.200]  這個概念叫做外邦人和以色列人的概念
[00:05:13.200 --> 00:05:16.200]  我想給你一點背景資訊
[00:05:16.200 --> 00:05:18.200]  什麼叫做外邦人
[00:05:18.200 --> 00:05:20.200]  什麼叫做以色列人
[00:05:20.200 --> 00:05:22.200]  在《創世紀》那裡
[00:05:22.200 --> 00:05:24.200]  他描述到以色列人的誕生
[00:05:24.200 --> 00:05:26.200]  當時有一個人叫阿伯拉罕
[00:05:26.200 --> 00:05:28.200]  上帝和阿伯拉罕納約
[00:05:28.200 --> 00:05:30.200]  他應許阿伯拉罕的後代
[00:05:30.200 --> 00:05:34.200]  要成為生養逐極其繁多
[00:05:34.200 --> 00:05:36.200]  有國度有君王
[00:05:36.200 --> 00:05:38.200]  於是神和阿伯拉罕納約
[00:05:38.200 --> 00:05:40.200]  後代要有君王約的國度
[00:05:40.200 --> 00:05:43.200]  於是他們因著這個約
[00:05:43.200 --> 00:05:45.200]  他們有一些特權
[00:05:45.200 --> 00:05:47.200]  是上帝應許的特權
[00:05:47.200 --> 00:05:49.200]  應許的救恩
[00:05:49.200 --> 00:05:53.200]  而阿伯拉罕的後代成為了以色列人
[00:05:53.200 --> 00:05:56.200]  這些以色列人是有一些特權的
[00:05:56.200 --> 00:05:57.200]  憲制
[00:05:57.200 --> 00:05:58.200]  他們有聖殿
[00:05:58.200 --> 00:05:59.200]  他們有君王
[00:05:59.200 --> 00:06:00.200]  他們有先知和祭司
[00:06:00.200 --> 00:06:02.200]  他們得以和上帝親近
[00:06:02.200 --> 00:06:04.200]  但是相反
[00:06:04.200 --> 00:06:06.200]  如果你不是以色列人的話
[00:06:06.200 --> 00:06:08.200]  在舊約裏就是叫外邦人
[00:06:08.200 --> 00:06:11.200]  這些外邦人和以色列人是完全不同
[00:06:11.200 --> 00:06:14.200]  他們沒有那些特權
[00:06:14.200 --> 00:06:17.200]  於是保羅在《已忽所書》第二章
[00:06:17.200 --> 00:06:20.200]  他在用這個概念
[00:06:20.200 --> 00:06:23.200]  在講一些東西
[00:06:23.200 --> 00:06:27.200]  今天我們看的是13到16節
[00:06:27.200 --> 00:06:29.200]  我想和大家讀一次
[00:06:29.200 --> 00:06:31.200]  這段聖經
[00:06:31.200 --> 00:06:33.200]  從前你們是遠離上帝的人
[00:06:33.200 --> 00:06:35.200]  如今卻在基督耶穌裡
[00:06:35.200 --> 00:06:38.200]  靠著他的血已經得以親近了
[00:06:38.200 --> 00:06:41.200]  因為他是我們的和平
[00:06:41.200 --> 00:06:43.200]  使雙方合二為一
[00:06:43.200 --> 00:06:45.200]  拆毀了中間隔著的牆
[00:06:45.200 --> 00:06:48.200]  而且以自己的身體終止了冤仇
[00:06:48.200 --> 00:06:53.200]  揮吊了那既在律法上的規條
[00:06:53.200 --> 00:06:58.200]  為使兩方直著自己造成一個新人
[00:06:58.200 --> 00:07:00.200]  促成了和平
[00:07:00.200 --> 00:07:03.200]  既在十字架上消滅了冤仇
[00:07:03.200 --> 00:07:05.200]  就直著十字架
[00:07:05.200 --> 00:07:07.200]  使雙方歸為一體
[00:07:07.200 --> 00:07:09.200]  與神和好
[00:07:09.200 --> 00:07:12.200]  這段經文我先看第一節
[00:07:12.200 --> 00:07:14.200]  從前你們是遠離上帝的人
[00:07:14.200 --> 00:07:15.200]  在基督耶穌裡
[00:07:15.200 --> 00:07:17.200]  靠著他的血已經得以親近了
[00:07:17.200 --> 00:07:21.200]  因為他自己是我們的和平
[00:07:21.200 --> 00:07:23.200]  使雙方合二為一
[00:07:23.200 --> 00:07:25.200]  首先第一個要問的問題是
[00:07:25.200 --> 00:07:30.200]  這裡指的雙方是哪一雙方呢?
[00:07:30.200 --> 00:07:33.200]  當你看第三節的時候
[00:07:33.200 --> 00:07:34.200]  他說遠離上帝
[00:07:34.200 --> 00:07:36.200]  然後親近上帝
[00:07:36.200 --> 00:07:38.200]  所以如果你看上文下理
[00:07:38.200 --> 00:07:42.200]  雙方肯定是指神和人之間的關係
[00:07:42.200 --> 00:07:45.200]  肯定是指你從前遠離上帝
[00:07:45.200 --> 00:07:47.200]  但是靠著上帝
[00:07:47.200 --> 00:07:49.200]  你們得以親近
[00:07:49.200 --> 00:07:51.200]  這個雙方是指神和人
[00:07:51.200 --> 00:07:52.200]  但很奇怪的是
[00:07:52.200 --> 00:07:54.200]  當你看繼續下來
[00:07:54.200 --> 00:07:56.200]  現在所說的這段經文
[00:07:56.200 --> 00:08:00.200]  你會發現其實他所說的雙方又不是雙方
[00:08:00.200 --> 00:08:02.200]  他所說的雙方原來是指
[00:08:02.200 --> 00:08:05.200]  以色列人和愛邦人的關係
[00:08:05.200 --> 00:08:08.200]  我們應該怎樣去理解這段話呢?
[00:08:08.200 --> 00:08:09.200]  答案是
[00:08:09.200 --> 00:08:12.200]  其實保羅表面上是在說
[00:08:12.200 --> 00:08:14.200]  以色列人和愛邦人之間的關係
[00:08:14.200 --> 00:08:17.200]  他表面上是在說這件事
[00:08:17.200 --> 00:08:20.200]  但是其實他在用這個概念
[00:08:20.200 --> 00:08:22.200]  去說下面更重要的那一點
[00:08:22.200 --> 00:08:26.200]  他表面上是在說
[00:08:26.200 --> 00:08:28.200]  雙方是以色列人和愛邦人的合二為一
[00:08:28.200 --> 00:08:30.200]  但是他想藉著這個概念
[00:08:30.200 --> 00:08:32.200]  更深的告訴別人
[00:08:32.200 --> 00:08:35.200]  神和人之間關係的合二為一
[00:08:35.200 --> 00:08:38.200]  這是保羅想說的話
[00:08:38.200 --> 00:08:39.200]  所以我將今天這段經文
[00:08:39.200 --> 00:08:42.200]  分為了兩個很重要的要點
[00:08:42.200 --> 00:08:45.200]  第一是從隔絕到合一
[00:08:45.200 --> 00:08:49.200]  第二是從冤仇到和諧
[00:08:49.200 --> 00:08:56.200]  第二是從冤仇到和平
[00:08:56.200 --> 00:08:58.200]  第十三節
[00:08:58.200 --> 00:09:00.200]  因為他自己是我們的和平
[00:09:00.200 --> 00:09:02.200]  使雙方合二為一
[00:09:02.200 --> 00:09:05.200]  拆毀了中間隔絕的牆
[00:09:05.200 --> 00:09:09.200]  這裏甚麼是指中間隔絕的牆呢?
[00:09:09.200 --> 00:09:14.200]  原來在當時的聖殿裏面
[00:09:14.200 --> 00:09:15.200]  有一幅牆
[00:09:15.200 --> 00:09:18.200]  這幅牆是在聖殿裏面
[00:09:18.200 --> 00:09:19.200]  一幅外牆
[00:09:19.200 --> 00:09:23.200]  這幅外牆隔絕了聖殿和外面的世界
[00:09:23.200 --> 00:09:26.200]  這幅牆不是閒雜人等可以進入的
[00:09:26.200 --> 00:09:28.200]  愛邦人是不可以進入的
[00:09:28.200 --> 00:09:30.200]  連以色列人都不可以進入的
[00:09:30.200 --> 00:09:32.200]  但是到了希律的時代
[00:09:32.200 --> 00:09:36.200]  這幅牆被建大成為了愛邦人的院
[00:09:36.200 --> 00:09:38.200]  而在這幅愛邦人的院
[00:09:38.200 --> 00:09:40.200]  和裏面的聖殿中間
[00:09:40.200 --> 00:09:41.200]  有一個外牆
[00:09:41.200 --> 00:09:44.200]  這幅外牆就是這裏所說的那幅牆
[00:09:44.200 --> 00:09:47.200]  這幅牆是嚴禁給所有的愛邦人
[00:09:47.200 --> 00:09:50.200]  不讓所有的愛邦人進入的
[00:09:50.200 --> 00:09:52.200]  這幅牆甚至寫著一個牌
[00:09:52.200 --> 00:09:54.200]  它說如果你進入的話
[00:09:54.200 --> 00:09:55.200]  後果自負
[00:09:55.200 --> 00:09:57.200]  可能你會被殺死
[00:09:57.200 --> 00:10:00.200]  是一個很嚴謹的要求
[00:10:00.200 --> 00:10:01.200]  這幅牆的原因
[00:10:01.200 --> 00:10:03.200]  其實就是不讓愛邦人進入表面上
[00:10:03.200 --> 00:10:05.200]  如果拆毀這幅牆很簡單
[00:10:05.200 --> 00:10:07.200]  其實是兩方面的民族的合一
[00:10:07.200 --> 00:10:08.200]  但是這幅牆
[00:10:08.200 --> 00:10:12.200]  其實不單止是代表一個民族之間的分歧
[00:10:12.200 --> 00:10:13.200]  這幅牆更深的
[00:10:13.200 --> 00:10:16.200]  其實代表聖潔和不聖潔的分隔
[00:10:16.200 --> 00:10:19.200]  因為聖殿是一個致聖的地方
[00:10:19.200 --> 00:10:23.200]  而愛邦人他們是沒有權去進入聖殿的
[00:10:23.200 --> 00:10:24.200]  在牆內
[00:10:24.200 --> 00:10:26.200]  以色列人去獻祭
[00:10:26.200 --> 00:10:27.200]  去敬拜上帝
[00:10:27.200 --> 00:10:28.200]  親近上帝
[00:10:28.200 --> 00:10:32.200]  但是愛邦人卻沒有這個特權
[00:10:32.200 --> 00:10:35.200]  你想像一下
[00:10:35.200 --> 00:10:36.200]  隔絕是什麼意思
[00:10:36.200 --> 00:10:41.200]  隔絕不單止是說你和上帝之間的分隔
[00:10:41.200 --> 00:10:46.200]  他說的這個分隔是完全中間沒有任何祭物的代替
[00:10:46.200 --> 00:10:48.200]  沒有獻祭的方法
[00:10:48.200 --> 00:10:52.200]  和上帝之間有一個無限大的距離
[00:10:52.200 --> 00:10:55.200]  你可能覺得不隔絕其實沒有所謂
[00:10:55.200 --> 00:10:58.200]  但是這個經文說的不單止是隔絕
[00:10:58.200 --> 00:11:00.200]  隔絕之後第二點
[00:11:00.200 --> 00:11:02.200]  他說的是冤仇
[00:11:02.200 --> 00:11:06.200]  並且以自己的身體終止了冤仇
[00:11:06.200 --> 00:11:09.200]  廢掉了那既在律法上的規條
[00:11:09.200 --> 00:11:12.200]  什麼是這裡所說的冤仇呢
[00:11:12.200 --> 00:11:15.200]  這個冤仇同時是跟著隔絕有的
[00:11:15.200 --> 00:11:18.200]  原來當時他說的是一件很特別的事情
[00:11:18.200 --> 00:11:19.200]  在舊約裡面
[00:11:19.200 --> 00:11:22.200]  以色列人和愛邦人是經常打仗的
[00:11:22.200 --> 00:11:23.200]  如果你有印象的話
[00:11:23.200 --> 00:11:25.200]  他們的關係是隔絕
[00:11:25.200 --> 00:11:27.200]  不單止隔絕這麼簡單
[00:11:27.200 --> 00:11:30.200]  以色列人和愛邦人的關係是有仇口
[00:11:30.200 --> 00:11:33.200]  是有戰爭狀態的
[00:11:33.200 --> 00:11:34.200]  在舊約裡面
[00:11:34.200 --> 00:11:37.200]  以色列人當他去到迦南地的時候
[00:11:37.200 --> 00:11:40.200]  上帝就叫他們要殺盡所有的愛邦人
[00:11:40.200 --> 00:11:42.200]  要殺盡他們
[00:11:42.200 --> 00:11:45.200]  要不讓他們留任何的藍丁
[00:11:45.200 --> 00:11:47.200]  為什麼會有這個冤仇呢
[00:11:47.200 --> 00:11:49.200]  其實他說的一樣東西就是
[00:11:49.200 --> 00:11:51.200]  上帝聖潔的子民和愛邦人
[00:11:51.200 --> 00:11:53.200]  是不能夠融合的
[00:11:53.200 --> 00:11:56.200]  他們不能夠彼此的合二為一
[00:11:56.200 --> 00:11:59.200]  因為愛邦人和以色列人之間的分別
[00:11:59.200 --> 00:12:02.200]  也是在說聖潔和不聖潔之間的分別
[00:12:02.200 --> 00:12:05.200]  上帝的子民和愛邦人相遇的時候
[00:12:05.200 --> 00:12:08.200]  他們必定會彼此的殘殺
[00:12:08.200 --> 00:12:11.200]  這個冤仇是來自於這一樣東西
[00:12:11.200 --> 00:12:12.200]  還有另外一樣東西
[00:12:12.200 --> 00:12:15.200]  在經文裡面說到這個冤仇來自於什麼地方
[00:12:15.200 --> 00:12:18.200]  就是律法上的規條
[00:12:18.200 --> 00:12:21.200]  什麼是律法上的規條呢
[00:12:21.200 --> 00:12:23.200]  這裡說是有些負面的
[00:12:23.200 --> 00:12:26.200]  我們通常想起律法都覺得是不好的東西
[00:12:26.200 --> 00:12:29.200]  但是律法是上帝的旨意
[00:12:29.200 --> 00:12:32.200]  律法代表上帝完美聖潔的屬性
[00:12:32.200 --> 00:12:35.200]  而這個律法是和我們相違背
[00:12:35.200 --> 00:12:37.200]  是和我們對立的
[00:12:37.200 --> 00:12:39.200]  我想帶大家看另外一段經文
[00:12:39.200 --> 00:12:40.200]  在哥羅西書的平衡
[00:12:40.200 --> 00:12:46.200]  它說到什麼是這個律法的規條
[00:12:46.200 --> 00:12:48.200]  哥羅西書是這樣形容這個律法
[00:12:48.200 --> 00:12:51.200]  它說律法上所寫敵對我們的東西
[00:12:51.200 --> 00:12:55.200]  束縛我們的字句
[00:12:55.200 --> 00:12:57.200]  這個律法是敵擋我們
[00:12:57.200 --> 00:12:59.200]  是束縛著我們的
[00:12:59.200 --> 00:13:02.200]  我們很多時候很容易會進入一個態度
[00:13:02.200 --> 00:13:03.200]  就是律法是不好的
[00:13:03.200 --> 00:13:04.200]  所以上帝是很好的人
[00:13:04.200 --> 00:13:06.200]  他束縛了這個律法
[00:13:06.200 --> 00:13:08.200]  於是使我們可以親近上帝
[00:13:08.200 --> 00:13:10.200]  但事實上剛剛相反
[00:13:10.200 --> 00:13:12.200]  律法是美善的
[00:13:12.200 --> 00:13:13.200]  律法是好的
[00:13:13.200 --> 00:13:16.200]  代表上帝完美聖潔的屬性
[00:13:16.200 --> 00:13:17.200]  相反
[00:13:17.200 --> 00:13:20.200]  這個完美聖潔的律法和我們敵對
[00:13:20.200 --> 00:13:21.200]  它的意思是什麼
[00:13:21.200 --> 00:13:24.200]  它代表說我們不好
[00:13:24.200 --> 00:13:27.200]  於是這個冤仇是來自哪裡
[00:13:27.200 --> 00:13:29.200]  隔絕、冤仇
