
[00:00:00.000 --> 00:00:02.520]  教會叫我講關於祈禱
[00:00:02.520 --> 00:00:06.260]  我自己就想一些古靈精怪的題目
[00:00:06.260 --> 00:00:08.100]  題目就叫求求其祈
[00:00:08.100 --> 00:00:10.100]  但一點都不求其的
[00:00:10.100 --> 00:00:11.920]  我都預備了講章
[00:00:11.920 --> 00:00:13.460]  祈禱有什麼好講呢
[00:00:13.460 --> 00:00:17.920]  我想每個基督徒都有來祈禱的
[00:00:17.920 --> 00:00:20.100]  但有時候我們觀賞了的東西
[00:00:20.100 --> 00:00:22.700]  我們沒有想過為什麼要這樣做
[00:00:22.700 --> 00:00:24.700]  很簡單舉個例
[00:00:24.700 --> 00:00:26.560]  教會在崇拜的時候
[00:00:26.560 --> 00:00:30.960]  為什麼要放一些花在那裏呢
[00:00:30.960 --> 00:00:33.460]  裝飾有什麼作用呢
[00:00:33.460 --> 00:00:36.960]  如果我放一盤水果可不可以呢
[00:00:36.960 --> 00:00:38.960]  大家有沒有想過這件事
[00:00:38.960 --> 00:00:40.860]  我放一些橙在那裏
[00:00:40.860 --> 00:00:43.460]  順便放一隻雞在那裏可不可以呢
[00:00:43.460 --> 00:00:45.160]  沒事的 可能可以的
[00:00:45.160 --> 00:00:47.360]  一些鄉村教會
[00:00:47.360 --> 00:00:51.460]  他們感恩的時候是將一些水果放在那裏
[00:00:51.460 --> 00:00:53.960]  特別西方的教會在感恩節的時候
[00:00:53.960 --> 00:00:58.460]  更加會將很多農產品放在那裏
[00:00:58.460 --> 00:01:00.860]  究竟是什麼意思呢
[00:01:00.860 --> 00:01:02.860]  當然不詳細講這些
[00:01:02.860 --> 00:01:04.160]  我們要去祈禱的時候
[00:01:04.160 --> 00:01:06.160]  有沒有想過一個問題呢
[00:01:06.160 --> 00:01:07.660]  剛才讀的經文都很熟
[00:01:07.660 --> 00:01:09.160]  一會兒我們會再讀一次
[00:01:09.160 --> 00:01:10.560]  因為你們沒有祈求
[00:01:10.560 --> 00:01:12.060]  以先你們所需用的
[00:01:12.060 --> 00:01:15.660]  你們的父就已經來帶我們去知道了
[00:01:15.660 --> 00:01:18.860]  原來當你未去祈禱的時候
[00:01:18.860 --> 00:01:21.260]  我們的天父已經知道
[00:01:21.260 --> 00:01:24.060]  甚至一早已經為我們安排
[00:01:24.060 --> 00:01:26.260]  就正如你的小孩子
[00:01:26.260 --> 00:01:28.160]  他都未知道自己的需要
[00:01:28.160 --> 00:01:29.960]  但在香港來的那些就已經知道
[00:01:29.960 --> 00:01:33.460]  其實可能在某一個環境不是那麼好
[00:01:33.460 --> 00:01:36.160]  寧願去一個較為好的地方
[00:01:36.160 --> 00:01:39.360]  去為他們預備他們的未來
[00:01:39.360 --> 00:01:41.660]  他自己都未知的
[00:01:41.660 --> 00:01:44.060]  但是你已經為他預備了
[00:01:44.060 --> 00:01:48.260]  你的孩子需不需要求你給他讀書
[00:01:48.260 --> 00:01:49.660]  是不需要的
[00:01:49.660 --> 00:01:51.660]  所以說到原來我們未祈求
[00:01:51.660 --> 00:01:54.560]  以先我們的天父已經來帶我們去知道
[00:01:54.560 --> 00:01:56.760]  那為什麼還要去祈禱呢
[00:01:56.760 --> 00:01:58.160]  那祈禱的時候
[00:01:58.160 --> 00:02:01.760]  我們還要來帶我們去講些什麼呢
[00:02:01.760 --> 00:02:04.360]  我們什麼時候去禱告呢
[00:02:04.360 --> 00:02:06.560]  或者我們禱告的時候
[00:02:06.560 --> 00:02:08.360]  是在哪個地方呢
[00:02:08.360 --> 00:02:09.360]  我想問問大家
[00:02:09.360 --> 00:02:10.560]  不用你舉手
[00:02:10.560 --> 00:02:13.860]  你有沒有試過躺在床上去祈禱
[00:02:13.860 --> 00:02:14.960]  有吧
[00:02:14.960 --> 00:02:18.360]  那躺在床上去祈禱行不行呢
[00:02:18.360 --> 00:02:21.460]  甚至第二天早上會講阿門和琪琪
[00:02:21.460 --> 00:02:22.360]  好了
[00:02:22.360 --> 00:02:27.560]  那祈禱的內容又是什麼呢
[00:02:27.560 --> 00:02:31.960]  為什麼我們要奉耶穌的明禱告呢
[00:02:31.960 --> 00:02:33.560]  剛才我們讀了一段經文
[00:02:33.560 --> 00:02:36.060]  我們說是主禱文
[00:02:36.060 --> 00:02:38.260]  某程度上是錯的
[00:02:38.260 --> 00:02:40.760]  那個不是主禱文
[00:02:40.760 --> 00:02:41.760]  但在主禱文裡面
[00:02:41.760 --> 00:02:43.160]  我們認為主禱文
[00:02:43.160 --> 00:02:47.460]  有沒有講到奉主耶穌的明禱告
[00:02:47.460 --> 00:02:48.660]  有沒有啊
[00:02:48.660 --> 00:02:49.760]  沒有啊
[00:02:49.760 --> 00:02:51.360]  那今天為什麼你祈禱的時候
[00:02:51.360 --> 00:02:53.260]  要奉耶穌的明禱
[00:02:53.260 --> 00:02:55.460]  好像很簡單的東西
[00:02:55.460 --> 00:02:58.060]  但原來有時候我們沒有去深化
[00:02:58.060 --> 00:02:59.460]  沒有去了解
[00:02:59.460 --> 00:03:00.560]  沒有去體會
[00:03:00.560 --> 00:03:02.760]  甚至沒有去實踐
[00:03:02.760 --> 00:03:05.960]  所以今天會跟大家一起來帶去分享
[00:03:05.960 --> 00:03:06.660]  在禱告裡面
[00:03:06.660 --> 00:03:09.160]  有時候我們會經歷到神很多的祝福
[00:03:09.160 --> 00:03:10.960]  很多奇妙的作為
[00:03:10.960 --> 00:03:12.060]  我不知道大家看不看得到那些字
[00:03:12.060 --> 00:03:13.860]  有人跟我來帶去分享
[00:03:13.860 --> 00:03:14.560]  他說
[00:03:14.560 --> 00:03:15.260]  謝謝牧師
[00:03:15.260 --> 00:03:18.260]  你昨天的訊息無獨有偶
[00:03:18.260 --> 00:03:21.060]  另外一位的詩琴跟我對調日子
[00:03:21.060 --> 00:03:23.260]  所以他就是昨天的詩琴
[00:03:23.260 --> 00:03:25.560]  但想告訴你一個的插曲
[00:03:25.560 --> 00:03:27.560]  影音組就發現了
[00:03:27.560 --> 00:03:29.160]  影片是OK的
[00:03:29.160 --> 00:03:30.660]  但是沒聲音
[00:03:30.660 --> 00:03:31.960]  已經在家裡試了
[00:03:31.960 --> 00:03:33.160]  一切正常
[00:03:33.160 --> 00:03:36.760]  我就站在旁邊默默的祈禱
[00:03:36.760 --> 00:03:38.160]  再的來帶去
[00:03:38.160 --> 00:03:39.860]  輕聲的鼓勵他們
[00:03:39.860 --> 00:03:41.860]  禱告之後
[00:03:41.860 --> 00:03:43.360]  就有聲音了
[00:03:43.360 --> 00:03:44.060]  哇
[00:03:44.060 --> 00:03:45.060]  一分鐘
[00:03:45.060 --> 00:03:46.160]  馬上不用
[00:03:46.160 --> 00:03:46.960]  搞定
[00:03:46.960 --> 00:03:47.760]  感謝主
[00:03:47.760 --> 00:03:50.160]  聽禱告
[00:03:50.160 --> 00:03:51.360]  有很多人在禱告裡面
[00:03:51.360 --> 00:03:52.960]  經歷到神的奇妙
