
[00:00:00.000 --> 00:00:01.160]  鄧英姐妹平安
[00:00:01.160 --> 00:00:03.640]  很開心今天可以跟大家分享訊息
[00:00:03.640 --> 00:00:05.840]  一起在神話語裏學習
[00:00:05.840 --> 00:00:07.200]  在開始之前
[00:00:07.200 --> 00:00:09.800]  很想講一個故事給大家聽
[00:00:09.800 --> 00:00:12.040]  話說在幾十年前
[00:00:12.040 --> 00:00:14.240]  一位經驗老到的小偷
[00:00:14.240 --> 00:00:18.440]  他專門在火車上偷乘客的財物
[00:00:18.440 --> 00:00:20.680]  他出手的次數不多
[00:00:20.680 --> 00:00:23.800]  但往往都偷到一些很貴重的東西
[00:00:23.800 --> 00:00:26.440]  天網恢恢他都有被捕的一天
[00:00:26.440 --> 00:00:27.880]  警察便問他
[00:00:27.880 --> 00:00:31.680]  有什麼技巧他每次都偷到好東西呢
[00:00:31.680 --> 00:00:33.960]  他很老實地說
[00:00:33.960 --> 00:00:36.360]  其實都不是什麼複雜的技巧
[00:00:36.360 --> 00:00:40.400]  就是單單看著每一個乘客的眼睛便可
[00:00:40.400 --> 00:00:41.720]  什麼意思呢
[00:00:41.720 --> 00:00:45.160]  原來他說當擁有貴重財物的乘客
[00:00:45.160 --> 00:00:47.680]  在一架很擠迫的火車上的時候
[00:00:47.680 --> 00:00:50.440]  他便會越是很緊張他的財物
[00:00:50.440 --> 00:00:52.600]  每隔幾秒每隔幾分鐘
[00:00:52.600 --> 00:00:55.440]  便會看看那件東西還在不在他身上
[00:00:55.440 --> 00:00:57.920]  可能在大褸裏面又摸一下
[00:00:57.920 --> 00:01:00.160]  可能在椅底裏面的行李
[00:01:00.160 --> 00:01:03.440]  可能在樓上掛起了他又會看看
[00:01:03.440 --> 00:01:06.400]  相反一些身無分文的乘客
[00:01:06.400 --> 00:01:09.840]  他乘車的時候眼睛便會四處打量四處看
[00:01:09.840 --> 00:01:12.280]  所以他便很容易分辨到
[00:01:12.280 --> 00:01:14.760]  哪些乘客有些很值錢的東西
[00:01:14.760 --> 00:01:18.560]  哪些乘客不值得下手去偷
[00:01:18.560 --> 00:01:24.520]  我們的目光往往會停留在我們喜愛的事物上
[00:01:24.520 --> 00:01:26.280]  我家裏有幾個姪女
[00:01:26.280 --> 00:01:30.560]  她們有時會在我家裏吃飯去看卡通片
[00:01:30.560 --> 00:01:33.120]  而她們每一次看卡通片的時候
[00:01:33.120 --> 00:01:37.520]  她們的雙眼都會完全定精在電視機
[00:01:37.520 --> 00:01:40.640]  甚至我下班回去的時候經過她們身邊
[00:01:40.640 --> 00:01:42.400]  她們都完全不知道
[00:01:42.400 --> 00:01:44.080]  甚至吃飯的時候便問
[00:01:44.080 --> 00:01:45.760]  蘇女你什麼時候在這裏
[00:01:45.760 --> 00:01:47.920]  你為什麼進來不跟我說
[00:01:47.920 --> 00:01:52.880]  我們的目光往往會停留在我們喜愛的事物上
[00:01:52.880 --> 00:01:58.480]  亦都因為這樣可能會令到我們看不到其他重要的事
[00:01:58.480 --> 00:02:00.520]  今日就想和大家分享
[00:02:00.520 --> 00:02:04.720]  在聖經裏面一位看不見神的先師
[00:02:04.720 --> 00:02:06.280]  明明是一位先師
[00:02:06.280 --> 00:02:08.560]  他竟然會看不到神
[00:02:08.560 --> 00:02:10.560]  所以我們看今日經文
[00:02:10.560 --> 00:02:14.440]  邀請大家一齊去讀或聽我讀今日經文
[00:02:14.440 --> 00:02:18.440]  文素記二十二章二十二至三十五節
[00:02:18.440 --> 00:02:20.440]  請聽我讀出
[00:02:20.440 --> 00:02:22.920]  神因他去就發了怒
[00:02:22.920 --> 00:02:26.320]  耶和華的使者站在路上抵擋他
[00:02:26.320 --> 00:02:27.520]  他騎著怒
[00:02:27.520 --> 00:02:29.920]  有兩個僕人跟隨他
[00:02:29.920 --> 00:02:33.120]  怒看見耶和華的使者站在路上
[00:02:33.120 --> 00:02:35.200]  手裏有拔出來的刀
[00:02:35.200 --> 00:02:37.920]  就從路上跨進田間
[00:02:37.920 --> 00:02:39.360]  巴蘭便打怒
[00:02:39.360 --> 00:02:41.920]  要叫他回轉上路
[00:02:41.920 --> 00:02:46.080]  耶和華的使者就站在葡萄園的閘路上
[00:02:46.080 --> 00:02:47.320]  這邊有牆
[00:02:47.320 --> 00:02:49.080]  那邊也有牆
[00:02:49.080 --> 00:02:52.440]  怒看見耶和華的使者就貼靠牆
[00:02:52.440 --> 00:02:54.920]  將巴蘭的腳擠傷了
[00:02:54.920 --> 00:02:56.880]  巴蘭又打怒
[00:02:56.880 --> 00:02:59.480]  耶和華的使者又往前去
[00:02:59.480 --> 00:03:01.440]  站在狹窄之處
[00:03:01.440 --> 00:03:04.320]  左右都沒有轉折的地方
[00:03:04.320 --> 00:03:08.640]  怒看見耶和華的使者就臥在巴蘭底下
[00:03:08.640 --> 00:03:12.200]  巴蘭發怒用杖打怒
[00:03:12.200 --> 00:03:15.360]  耶和華叫怒開口對巴蘭說
[00:03:15.360 --> 00:03:19.640]  「我向你行了甚麼?你竟打我這三次呢?」
[00:03:19.640 --> 00:03:21.120]  巴蘭對怒說
[00:03:21.120 --> 00:03:22.760]  「因為你戲弄我
[00:03:22.760 --> 00:03:26.720]  我恨不能手中有刀把你殺了。」
[00:03:26.720 --> 00:03:28.480]  怒對巴蘭說
[00:03:28.480 --> 00:03:32.400]  「我不是你從小直到今日所騎的驢麼?
[00:03:32.400 --> 00:03:35.280]  我素嘗向你這樣行過麼?」
[00:03:35.280 --> 00:03:37.840]  巴蘭說「沒有。」
[00:03:37.840 --> 00:03:41.440]  當時耶和華使巴蘭的眼目明亮
[00:03:41.440 --> 00:03:44.880]  他就看見耶和華的使者站在路上
[00:03:44.880 --> 00:03:47.040]  手裡有拔出來的刀
[00:03:47.040 --> 00:03:50.040]  巴蘭便低頭俯伏在地
[00:03:50.040 --> 00:03:52.280]  耶和華的使者對他說
[00:03:52.280 --> 00:03:55.120]  「你為何這三次打你的驢呢?
[00:03:55.120 --> 00:03:56.720]  我出來抵擋你
[00:03:56.720 --> 00:04:00.600]  因你所行的在我面前偏僻。」
[00:04:00.600 --> 00:04:04.720]  怒看見我就三次從我面前偏過去
[00:04:04.720 --> 00:04:06.440]  驢若沒有偏過去
[00:04:06.440 --> 00:04:09.960]  我早把你殺了留他存活
[00:04:09.960 --> 00:04:12.120]  巴蘭對耶和華的使者說
[00:04:12.120 --> 00:04:13.720]  「我有罪了
[00:04:13.720 --> 00:04:16.760]  我不知道你站在路上阻擋我
[00:04:16.760 --> 00:04:20.160]  你若不喜歡我去我就轉回。」
[00:04:20.160 --> 00:04:22.720]  耶和華的使者對巴蘭說
[00:04:22.720 --> 00:04:24.720]  「你和這些人去吧
[00:04:24.720 --> 00:04:27.800]  你只要說我們對你說的話」
[00:04:27.800 --> 00:04:31.440]  於是巴蘭同著巴蘭的使神去了
[00:04:31.440 --> 00:04:35.120]  這個時間我們一齊祈禱
[00:04:35.120 --> 00:04:37.160]  齊著我們去禱告
[00:04:37.160 --> 00:04:41.760]  在你話語裡親自對我們說話
