
[00:00:00.000 --> 00:00:02.440]  那有沒有人對你這樣說?
[00:00:02.440 --> 00:00:04.640]  有沒有人曾經這樣對你說?
[00:00:04.640 --> 00:00:08.080]  為什麼你信基督教信得這麼迷呢?
[00:00:08.080 --> 00:00:10.800]  為什麼你信基督教信得這麼迷呢?
[00:00:10.800 --> 00:00:14.760]  有沒有人曾經有人這樣問過你的?
[00:00:14.760 --> 00:00:17.680]  有沒有人曾經身邊有人這樣問過你呢?
[00:00:17.680 --> 00:00:19.680]  真的有喔,真的有喔
[00:00:19.680 --> 00:00:22.440]  真的有些人會問你
[00:00:22.440 --> 00:00:23.960]  為什麼你信得這麼迷呢?
[00:00:23.960 --> 00:00:25.960]  弟兄姊妹,會有人這樣問你
[00:00:25.960 --> 00:00:28.080]  為什麼你信基督教這麼迷呢?
[00:00:28.080 --> 00:00:30.920]  那就是說有些人就不迷了,是不是?
[00:00:30.920 --> 00:00:33.960]  這樣說就是有些人並沒有信得那麼迷
[00:00:33.960 --> 00:00:36.880]  其實一個人信了主之後呢
[00:00:36.880 --> 00:00:38.720]  其實一個人信了主之後
[00:00:38.720 --> 00:00:41.560]  接受了耶穌基督做救主之後呢
[00:00:41.560 --> 00:00:44.440]  接受了基督做救主之後
[00:00:44.440 --> 00:00:46.640]  與未信主之前有什麼不同呢?
[00:00:46.640 --> 00:00:50.000]  跟沒有信主之前有什麼分別呢?
[00:00:50.000 --> 00:00:52.280]  那我可以舉出有三個分別,起碼
[00:00:52.280 --> 00:00:54.560]  我可以舉個例子有三個分別
[00:00:54.560 --> 00:00:56.760]  信徒的生命是改變了
[00:00:56.760 --> 00:00:58.600]  信徒的生命是改變了
[00:00:58.600 --> 00:01:01.600]  因為我們得到了一個新的屬靈生命
[00:01:01.600 --> 00:01:04.560]  因為我們得到了一個新的屬靈的生命
[00:01:04.560 --> 00:01:06.360]  是成為一個新造的人
[00:01:06.360 --> 00:01:08.080]  成為一個新造的人
[00:01:08.080 --> 00:01:10.840]  第二就是信徒的性情改變了
[00:01:10.840 --> 00:01:13.360]  第二是信徒的性情改變了
[00:01:13.360 --> 00:01:18.120]  我們可以分享到耶穌基督那種卓越的德行
[00:01:18.120 --> 00:01:21.480]  我們可以分享到耶穌基督卓越的德性
[00:01:21.480 --> 00:01:24.120]  第三,我們信徒的身份改變了
[00:01:24.120 --> 00:01:26.800]  第三,我們信徒的身份改變了
[00:01:26.800 --> 00:01:29.000]  我們可以成為神家裏面的人
[00:01:29.000 --> 00:01:31.200]  我們可以成為神家裏的人
[00:01:31.200 --> 00:01:33.120]  簡單來說
[00:01:33.120 --> 00:01:37.520]  信了主的基督徒是獲得新生
[00:01:37.520 --> 00:01:41.120]  信了主的基督徒是獲得新生
[00:01:41.120 --> 00:01:45.160]  結出美德
[00:01:45.160 --> 00:01:47.880]  可以跟隨耶穌基督進入神的國裏面
[00:01:47.880 --> 00:01:51.200]  可以跟隨基督進入神的國裏面
[00:01:51.200 --> 00:01:56.000]  但是很多人信了主回教會一段時間之後
[00:01:56.000 --> 00:01:59.320]  但是很多人信了主回教會一段時間之後
[00:01:59.320 --> 00:02:01.600]  參加了很多恆常的聚會
[00:02:01.600 --> 00:02:03.240]  參加了很多恆常的聚會
[00:02:03.240 --> 00:02:06.200]  比如每個主日來,每個主日崇拜
[00:02:06.200 --> 00:02:08.000]  比如說參加主日崇拜
[00:02:08.000 --> 00:02:11.000]  參加傳契小組
[00:02:11.000 --> 00:02:14.400]  參加其他的課程
[00:02:14.400 --> 00:02:16.400]  也可能參加一些其他的課程
[00:02:16.400 --> 00:02:18.800]  比如接受初信栽培
[00:02:18.800 --> 00:02:22.000]  比如接受初信栽培
[00:02:22.000 --> 00:02:25.080]  接受很多一些侍奉的訓練
[00:02:25.080 --> 00:02:27.080]  接受一些其他侍奉的訓練
[00:02:27.080 --> 00:02:30.600]  比如有很多茶經訓練、佈道訓練
[00:02:30.600 --> 00:02:33.400]  茶經訓練、佈道訓練等等
[00:02:33.400 --> 00:02:36.400]  他們或者會覺得很花時間
[00:02:36.400 --> 00:02:39.120]  他們可能會覺得很花時間
[00:02:39.120 --> 00:02:41.800]  有時候覺得來來去去都是差不多
[00:02:41.800 --> 00:02:44.080]  可能也會覺得來來去去也差不多而已
[00:02:44.080 --> 00:02:45.800]  內容不外如是
[00:02:45.800 --> 00:02:47.200]  內容不外如是
[00:02:47.200 --> 00:02:53.000]  於是就開始選擇性地參加教會的聚會和侍奉
[00:02:53.000 --> 00:02:56.600]  於是就選擇性地來參加教會的服侍和侍奉
[00:02:56.600 --> 00:02:58.200]  到了一個階段
[00:02:58.200 --> 00:02:59.200]  到了一個階段
[00:02:59.200 --> 00:03:02.400]  有些人就索性停止了聚會和侍奉
[00:03:02.400 --> 00:03:05.400]  有的人可能就索性停止了聚會和侍奉
[00:03:05.400 --> 00:03:09.000]  重新過著一般人的生活方式
[00:03:09.000 --> 00:03:11.400]  重新過著一般人的生活方式
[00:03:11.400 --> 00:03:15.400]  專注在追求一些財富名利
[00:03:15.400 --> 00:03:18.000]  專注在追求一些財富名利
[00:03:18.000 --> 00:03:19.800]  工作事業
[00:03:19.800 --> 00:03:21.000]  工作還有事業
[00:03:21.000 --> 00:03:26.200]  或者是跟家人、家庭一起分享
[00:03:26.200 --> 00:03:29.200]  或者是追求跟家人、家庭來分享
[00:03:29.200 --> 00:03:33.600]  最後可能會成為一個掛名的基督徒
[00:03:33.600 --> 00:03:36.200]  最後可能會成為一個掛名的基督徒
[00:03:36.200 --> 00:03:39.400]  有些人就叫做節期的基督徒
[00:03:39.400 --> 00:03:42.000]  或者有人說叫節期的基督徒
[00:03:42.000 --> 00:03:45.000]  就是說在聖誕節出現
[00:03:45.000 --> 00:03:48.000]  就是說在聖誕節出現
[00:03:48.000 --> 00:03:51.000]  或者在父親節、母親節出現
[00:03:51.000 --> 00:03:53.600]  或者在父親節、母親節出現
[00:03:53.600 --> 00:03:57.800]  甚至有些人會放棄了基督教信仰
[00:03:57.800 --> 00:04:02.200]  甚至有些人會放棄了基督教信仰
[00:04:02.200 --> 00:04:03.800]  你們有沒有見過這些人?
[00:04:03.800 --> 00:04:06.000]  你們有見過這類人嗎?
[00:04:06.000 --> 00:04:06.800]  真的有
[00:04:06.800 --> 00:04:08.000]  真的是有的
[00:04:08.000 --> 00:04:15.200]  因為有些人是經不起一些試探的
[00:04:15.200 --> 00:04:18.000]  因為有的人是經不起一些的試探
[00:04:18.000 --> 00:04:23.000]  那這些信徒在信仰上究竟發生了什麼問題呢?
[00:04:23.000 --> 00:04:27.000]  那這些信徒在信仰上究竟發生了什麼問題呢?
[00:04:27.000 --> 00:04:29.200]  我們有沒有辦法可以避免呢?
