
[00:00:00.000 --> 00:00:07.900]  我唔知大家你最先嚟紐西蘭嘅時候
[00:00:07.900 --> 00:00:12.000]  可能你係喺唔同嘅國家地區嚟
[00:00:12.000 --> 00:00:15.200]  我諗大部分可能係香港呀
[00:00:15.200 --> 00:00:18.600]  大陸呀或者馬來西亞
[00:00:18.600 --> 00:00:20.900]  新加坡呀東南亞呀
[00:00:20.900 --> 00:00:23.400]  移民嚟呢度嘅
[00:00:23.400 --> 00:00:28.300]  我唔知你移民嘅過程艱唔艱辛呀
[00:00:28.300 --> 00:00:30.300]  艱唔艱呢
[00:00:30.300 --> 00:00:33.300]  嘩 扔低曬屋企人
[00:00:33.300 --> 00:00:36.000]  又要賣屋呀又咩
[00:00:36.000 --> 00:00:39.300]  過到嚟又要搵個份工呀
[00:00:39.300 --> 00:00:42.100]  有啲又要讀書呀
[00:00:42.100 --> 00:00:47.100]  我移民真係好艱難㗎喎
[00:00:47.100 --> 00:00:49.100]  首先你要決定
[00:00:49.100 --> 00:00:51.400]  移民邊度
[00:00:51.400 --> 00:00:53.700]  點解我要移民去
[00:00:53.700 --> 00:00:57.100]  咁當然都係起原居地
[00:00:57.100 --> 00:00:59.700]  覺得冇咁發展啦
[00:00:59.700 --> 00:01:02.100]  或者因為政治因素
[00:01:02.100 --> 00:01:03.600]  有各樣嘅因素
[00:01:03.600 --> 00:01:06.000]  特別喺香港你都知
[00:01:06.000 --> 00:01:08.100]  因為97問題
[00:01:08.100 --> 00:01:10.600]  因為後來有種種嘅問題
[00:01:10.600 --> 00:01:14.300]  就好多人移民啦
[00:01:14.300 --> 00:01:18.500]  所以我唔知你面對移民
[00:01:18.500 --> 00:01:21.700]  係咪覺得一個好艱鉅
[00:01:21.700 --> 00:01:23.700]  好艱難嘅決定
[00:01:23.700 --> 00:01:26.400]  好難去做㗎
[00:01:26.400 --> 00:01:29.400]  咁我又講下好唔好呀
[00:01:29.400 --> 00:01:32.100]  因為喺2020年
[00:01:32.100 --> 00:01:34.900]  我嚟紐西蘭嘅
[00:01:34.900 --> 00:01:36.700]  咁當時呢
[00:01:36.700 --> 00:01:40.100]  我要去台灣台北
[00:01:40.100 --> 00:01:42.400]  一間浸信會講到
[00:01:42.400 --> 00:01:45.500]  因為我喺台灣讀大學㗎
[00:01:45.500 --> 00:01:47.100]  咁嗰間浸信會呢
[00:01:47.100 --> 00:01:49.200]  就係我大學嗰四年
[00:01:49.200 --> 00:01:52.200]  一路參加嘅嗰間浸信會
[00:01:52.200 --> 00:01:56.700]  佢啱啱喺台灣大學嘅對面
[00:01:56.700 --> 00:01:59.100]  所以好多大學生去
[00:01:59.100 --> 00:02:01.500]  咁我就唔係讀台大嘅
[00:02:01.500 --> 00:02:03.700]  我係讀師大㗎
[00:02:03.700 --> 00:02:05.600]  咁師大都喺附近
[00:02:05.600 --> 00:02:07.900]  所以兩間大學嘅大學生
[00:02:07.900 --> 00:02:10.700]  最多去嗰間浸信會
[00:02:10.700 --> 00:02:14.900]  嗰間浸信會就叫懷恩浸信會
[00:02:14.900 --> 00:02:17.500]  佢嘅牧師係好出名㗎
[00:02:17.500 --> 00:02:19.000]  因為佢教神學嘅
[00:02:19.000 --> 00:02:24.100]  佢就作書㗎就周聯華牧師
[00:02:24.100 --> 00:02:25.700]  咁我感謝神
[00:02:25.700 --> 00:02:30.300]  嗰四年我能夠聽周牧師講到
[00:02:30.300 --> 00:02:32.900]  佢成為我嘅老師
[00:02:32.900 --> 00:02:35.200]  我學佢點講到
[00:02:35.200 --> 00:02:38.400]  佢真係好準時㗎
[00:02:38.400 --> 00:02:42.800]  每次講到30分鐘話完就完㗎啦
[00:02:42.800 --> 00:02:44.600]  因為完咗之後
[00:02:44.600 --> 00:02:46.800]  佢即刻開車
[00:02:46.800 --> 00:02:49.500]  去總統府
[00:02:49.500 --> 00:02:51.700]  幫蔣中正
[00:02:51.700 --> 00:02:54.000]  即係蔣介石總統
[00:02:54.000 --> 00:02:57.500]  主持總統府入面嘅禮拜
[00:02:57.500 --> 00:02:59.700]  所以唔遲到得㗎
[00:02:59.700 --> 00:03:02.000]  所以就你去懷恩堂聚會最好
[00:03:02.000 --> 00:03:04.600]  一個鐘頭準時散會
[00:03:04.600 --> 00:03:06.400]  話都冇咁準
[00:03:06.400 --> 00:03:09.700]  因為佢要趕下一場
[00:03:09.700 --> 00:03:14.100]  咁呢位我好尊敬嘅長者
[00:03:14.100 --> 00:03:16.200]  我哋當時嗰啲大學生
[00:03:16.200 --> 00:03:18.000]  就起一個名畀佢
[00:03:18.000 --> 00:03:20.900]  叫佢做周爸爸
[00:03:20.900 --> 00:03:23.000]  所以佢好似我哋嘅爸爸
[00:03:23.000 --> 00:03:24.200]  一個長輩咁
[00:03:24.200 --> 00:03:26.300]  哇 大家都好尊敬佢
[00:03:26.300 --> 00:03:27.900]  好錫佢
[00:03:27.900 --> 00:03:30.600]  佢九十幾歲
[00:03:30.600 --> 00:03:32.400]  喺陽明山
[00:03:32.400 --> 00:03:34.900]  揸車落山
[00:03:34.900 --> 00:03:36.900]  半路中途
[00:03:36.900 --> 00:03:39.000]  心臟出問題
[00:03:39.000 --> 00:03:42.500]  架車爭啲衝落山㗎啦
[00:03:42.500 --> 00:03:44.600]  佢唔知點樣 吞一吞
[00:03:44.600 --> 00:03:48.100]  架車就撞咗埋路邊
[00:03:48.100 --> 00:03:49.400]  一個石壆
[00:03:49.400 --> 00:03:53.500]  就啱啱好攔住架車
[00:03:53.500 --> 00:03:55.200]  如果唔係嘅話呢
[00:03:55.200 --> 00:03:58.500]  架車就因為落緊山嘛
[00:03:58.500 --> 00:04:00.100]  你揸車都知下
[00:04:00.100 --> 00:04:01.800]  最危險嘅時候
[00:04:01.800 --> 00:04:04.300]  我起嗰陣時出事
[00:04:04.300 --> 00:04:06.900]  於是架車就撞咗埋石壆
[00:04:06.900 --> 00:04:09.100]  咁於是啲人就緊緊報警囉
[00:04:09.100 --> 00:04:11.400]  於是救傷車又嚟
[00:04:11.400 --> 00:04:14.500]  發覺佢已經昏迷
[00:04:14.500 --> 00:04:16.800]  送到去醫院
[00:04:16.800 --> 00:04:19.400]  已經救唔返啦
[00:04:19.400 --> 00:04:22.400]  佢就喺好突然之下
[00:04:22.400 --> 00:04:24.200]  被天父接走
[00:04:24.200 --> 00:04:26.600]  佢喺陽明山做乜嘢呢
[00:04:26.600 --> 00:04:29.600]  主持一個台灣好出名嘅
[00:04:29.600 --> 00:04:32.300]  婦女祈禱會
[00:04:32.300 --> 00:04:35.400]  係蔣夫人創辦嘅
[00:04:35.400 --> 00:04:37.100]  婦女祈禱會
[00:04:37.100 --> 00:04:39.400]  佢九十幾歲
[00:04:39.400 --> 00:04:43.300]  仲周圍傳台灣去港島
[00:04:43.300 --> 00:04:46.900]  所以佢係致死忠心
[00:04:46.900 --> 00:04:48.700]  我哋好多人都話
[00:04:48.700 --> 00:04:51.300]  周牧師點返天家呢
[00:04:51.300 --> 00:04:54.000]  因為佢係一個唔停得嘅人
[00:04:54.000 --> 00:04:55.800]  佢點樣形容自己呀
[00:04:55.800 --> 00:04:59.800]  佢話我係蠟燭兩頭都燒呀
[00:04:59.800 --> 00:05:01.900]  蠟燭通常燒一頭㗎嘛
[00:05:01.900 --> 00:05:03.800]  佢兩頭都燒
[00:05:03.800 --> 00:05:06.800]  即係話佢係搏到盡㗎
[00:05:06.800 --> 00:05:10.200]  嘩 朝早五點起身寫書
[00:05:10.200 --> 00:05:13.200]  跟住去浸會神學院教神學
[00:05:13.200 --> 00:05:15.700]  九十幾歲仍然上堂
[00:05:15.700 --> 00:05:18.600]  嘩 佢啲希臘文叻到不得了
[00:05:18.600 --> 00:05:21.100]  全部背出嚟㗎
[00:05:21.100 --> 00:05:23.900]  佢喺美國讀博士班嘅時候
