
[00:00:00.000 --> 00:00:05.200]  剛才音樂師幫我們讀完今早我們要思想的經文
[00:00:05.200 --> 00:00:07.600]  不知你的感覺如何
[00:00:07.600 --> 00:00:10.200]  聽起來耶穌好像是一個很激進的人
[00:00:10.200 --> 00:00:16.200]  特別這一陣子我們面對香港很多激進的說話
[00:00:16.200 --> 00:00:19.800]  亦都是很敵對的一些場面
[00:00:19.800 --> 00:00:26.000]  耶穌的一番說話是不是都好像類似這樣的情況呢
[00:00:26.000 --> 00:00:30.000]  而今日跟大家思想的都是一個很嚴肅的題目
[00:00:30.000 --> 00:00:32.000]  作主的門徒
[00:00:32.000 --> 00:00:35.000]  嚴肅因為耶穌是說得這麼嚴肅的
[00:00:35.000 --> 00:00:36.800]  這麼認真的
[00:00:36.800 --> 00:00:41.800]  所以我盼望我不是將耶穌所說的話淡化
[00:00:41.800 --> 00:00:44.800]  成為很好聽的說話
[00:00:44.800 --> 00:00:50.000]  我盼望主使用我將祂所說的
[00:00:50.000 --> 00:00:54.200]  清清楚楚的今日對你來說出來
[00:00:54.200 --> 00:00:59.200]  好像當日祂對門徒說得這麼清楚一樣
[00:00:59.200 --> 00:01:01.200]  我都有一些擔心的
[00:01:01.200 --> 00:01:05.200]  就是如果我能夠做得到這樣
[00:01:05.200 --> 00:01:09.200]  會不會下星期我們這裏少了很多人
[00:01:09.200 --> 00:01:12.200]  這都是我其中一個擔心
[00:01:12.200 --> 00:01:17.200]  我們一起先有一個禱告
[00:01:17.200 --> 00:01:19.200]  求主使用你的僕人
[00:01:19.200 --> 00:01:24.200]  將你的說話說得清楚明白
[00:01:24.200 --> 00:01:29.200]  好像當日你清楚對你的門徒所說的一樣
[00:01:29.200 --> 00:01:33.200]  求主使我們這裏在座每一個跟從你的人
[00:01:33.200 --> 00:01:35.200]  聽得清楚
[00:01:35.200 --> 00:01:40.200]  好像當日你那班門徒聽得這麼清楚一樣
[00:01:40.200 --> 00:01:43.200]  願你施恩奉耶穌基督的聖名
[00:01:43.200 --> 00:01:49.200]  馬太福音是主耶穌對門徒所說的話
[00:01:49.200 --> 00:01:53.200]  所以不是一個公眾的場合
[00:01:53.200 --> 00:01:56.200]  只是對他的門徒說
[00:01:56.200 --> 00:02:00.200]  上一個星期陳牧師給我們看了第九章最後
[00:02:00.200 --> 00:02:02.200]  講到耶穌的工作
[00:02:02.200 --> 00:02:06.200]  耶穌是去教導宣講醫治
[00:02:06.200 --> 00:02:08.200]  然後呢
[00:02:08.200 --> 00:02:13.200]  講到耶穌看見很多人困苦流離
[00:02:13.200 --> 00:02:15.200]  好像羊毛木人一樣
[00:02:15.200 --> 00:02:16.200]  於是呢
[00:02:16.200 --> 00:02:19.200]  他就說你要求莊稼的主
[00:02:19.200 --> 00:02:22.200]  打發工人出去收他的莊稼
[00:02:22.200 --> 00:02:24.200]  然後第十章記載
[00:02:24.200 --> 00:02:27.200]  就是耶穌揀選了十二個門徒
[00:02:27.200 --> 00:02:29.200]  然後就差派他們出去
[00:02:29.200 --> 00:02:33.200]  做耶穌所做的事情
[00:02:33.200 --> 00:02:34.200]  第十章就是
[00:02:34.200 --> 00:02:37.200]  當耶穌要差派他們出去之前
[00:02:37.200 --> 00:02:42.200]  跟這些門徒說了一番話
[00:02:42.200 --> 00:02:45.200]  給他們一個心理準備
[00:02:45.200 --> 00:02:47.200]  就是當他們出去之後
[00:02:47.200 --> 00:02:50.200]  他們會面對什麼樣的情況
[00:02:50.200 --> 00:02:53.200]  也是耶穌鼓勵他們
[00:02:53.200 --> 00:02:59.200]  勇於帶著使命出去
[00:02:59.200 --> 00:03:05.200]  耶穌呼召門徒來跟從我
[00:03:05.200 --> 00:03:09.200]  我要使你們得人如得魚一樣
[00:03:09.200 --> 00:03:11.200]  門徒就跟從耶穌
[00:03:11.200 --> 00:03:15.200]  然後耶穌又差派門徒出去
[00:03:15.200 --> 00:03:19.200]  所以呼召和差派
[00:03:19.200 --> 00:03:24.200]  就是耶穌在這班門徒身上所做的工作
[00:03:24.200 --> 00:03:26.200]  記不記得我們的使命
[00:03:26.200 --> 00:03:29.200]  教會的使命
[00:03:29.200 --> 00:03:30.200]  我不是要你背完
[00:03:30.200 --> 00:03:33.200]  不過包括兩大部分
[00:03:33.200 --> 00:03:35.200]  第一部分是什麼
[00:03:35.200 --> 00:03:37.200]  我們蒙召
[00:03:37.200 --> 00:03:41.200]  我們每一個都是耶穌呼召的人
[00:03:41.200 --> 00:03:43.200]  呼召來跟從去
[00:03:43.200 --> 00:03:44.200]  我們蒙召
[00:03:44.200 --> 00:03:45.200]  然後第二部分
[00:03:45.200 --> 00:03:48.200]  我們奉派
[00:03:48.200 --> 00:03:52.200]  你是被差派出去
[00:03:52.200 --> 00:03:56.200]  所以耶穌對門徒所說的一番話
[00:03:56.200 --> 00:04:00.200]  今天我們每一個被他呼召
[00:04:00.200 --> 00:04:03.200]  又受他差派的
[00:04:03.200 --> 00:04:05.200]  都要來聽
[00:04:05.200 --> 00:04:09.200]  來思想
[00:04:09.200 --> 00:04:11.200]  門徒是什麼人呢
[00:04:11.200 --> 00:04:13.200]  門徒簡單來說就是學生
[00:04:13.200 --> 00:04:16.200]  或者是跟從者
[00:04:16.200 --> 00:04:19.200]  其實今天我們聽學生
[00:04:19.200 --> 00:04:23.200]  有一些和當日的學生有很大的不同
[00:04:23.200 --> 00:04:26.200]  今天我們想到的學生是怎樣
[00:04:26.200 --> 00:04:27.200]  很頑皮
[00:04:27.200 --> 00:04:28.200]  很難教
[00:04:28.200 --> 00:04:30.200]  很不聽話
[00:04:30.200 --> 00:04:33.200]  在youtube上我們又見到學生罵老師
[00:04:33.200 --> 00:04:37.200]  老師在學生面前沒有尊嚴
[00:04:37.200 --> 00:04:40.200]  我們今天的學生就是這樣
[00:04:40.200 --> 00:04:43.200]  不過當我們看一段經文
[00:04:43.200 --> 00:04:44.200]  思想到這個學生
[00:04:44.200 --> 00:04:46.200]  就不是這樣的學生
[00:04:46.200 --> 00:04:47.200]  是什麼
[00:04:47.200 --> 00:04:50.200]  是那些選擇要跟從你
[00:04:50.200 --> 00:04:53.200]  認定你是我的老師
[00:04:53.200 --> 00:04:56.200]  所以他們是跟著那個老師
[00:04:56.200 --> 00:04:59.200]  我們見到耶穌那班門徒是怎樣
[00:04:59.200 --> 00:05:01.200]  跟著他一起出入
[00:05:01.200 --> 00:05:02.200]  沒有客棧住
[00:05:02.200 --> 00:05:04.200]  沒有酒店住
[00:05:04.200 --> 00:05:07.200]  睡在一個
[00:05:07.200 --> 00:05:09.200]  去到哪裡就睡在哪裡
[00:05:09.200 --> 00:05:12.200]  甚至有時候是露天的地方
[00:05:12.200 --> 00:05:14.200]  一班的門徒
[00:05:14.200 --> 00:05:17.200]  一班的學生都是這樣跟著他
[00:05:17.200 --> 00:05:20.200]  在這一段的經文裡面
[00:05:20.200 --> 00:05:21.200]  我們就思想
[00:05:21.200 --> 00:05:24.200]  這一班跟從耶穌的人
[00:05:24.200 --> 00:05:26.200]  三方面的角色
[00:05:26.200 --> 00:05:28.200]  從這三方面的角色
[00:05:28.200 --> 00:05:30.200]  我們也都認識到
[00:05:30.200 --> 00:05:33.200]  他們應該是一班怎樣的人
[00:05:33.200 --> 00:05:36.200]  第一方面門徒
[00:05:36.200 --> 00:05:37.200]  剛才已經說了
[00:05:37.200 --> 00:05:40.200]  門徒是一班被差派的人
[00:05:40.200 --> 00:05:41.200]  被差派的人
[00:05:41.200 --> 00:05:44.200]  其實在十章二十四節之前
[00:05:44.200 --> 00:05:46.200]  已經說到這一班門徒
[00:05:46.200 --> 00:05:48.200]  第十章十六節
[00:05:48.200 --> 00:05:50.200]  我們一起來看
[00:05:50.200 --> 00:05:52.200]  那裡耶穌對這一班門徒說
[00:05:52.200 --> 00:05:55.200]  看,我差你們出去
[00:05:55.200 --> 00:05:59.200]  如同羊進入狼群
[00:05:59.200 --> 00:06:02.200]  所以你們要機警如蛇
[00:06:02.200 --> 00:06:05.200]  純真如鴿
[00:06:05.200 --> 00:06:08.200]  這個是耶穌對一班門徒說
[00:06:08.200 --> 00:06:10.200]  要差他們出去
[00:06:10.200 --> 00:06:12.200]  好像什麼
[00:06:12.200 --> 00:06:18.200]  羊進入狼群一樣
[00:06:18.200 --> 00:06:19.200]  想像一下這個場景
[00:06:19.200 --> 00:06:24.200]  一隻羊進入狼群當中
[00:06:24.200 --> 00:06:28.200]  那班狼會怎樣
[00:06:28.200 --> 00:06:31.200]  流口水
[00:06:31.200 --> 00:06:36.200]  這隻肥羊送羊進狼口
[00:06:36.200 --> 00:06:40.200]  狼有豐富的午餐
[00:06:40.200 --> 00:06:44.200]  狼要吞食一隻羊
[00:06:44.200 --> 00:06:48.200]  而一隻羊進入狼群會怎樣
[00:06:48.200 --> 00:06:50.200]  很害怕
[00:06:50.200 --> 00:06:54.200]  隨時被一些狼吞食
[00:06:54.200 --> 00:06:57.200]  所以這隻羊一定要怎樣
[00:06:57.200 --> 00:06:59.200]  要逃避
[00:06:59.200 --> 00:07:03.200]  逃避一些狼吞食
[00:07:03.200 --> 00:07:05.200]  耶穌對門徒說
[00:07:05.200 --> 00:07:07.200]  差派你們
[00:07:07.200 --> 00:07:12.200]  就好像羊進入狼群裡
[00:07:12.200 --> 00:07:15.200]  所以被派出去
[00:07:15.200 --> 00:07:19.200]  進入一些世界
[00:07:19.200 --> 00:07:23.200]  是不是一件很容易的事情
[00:07:23.200 --> 00:07:26.200]  甚至快樂的事情
[00:07:26.200 --> 00:07:28.200]  也不是的
[00:07:28.200 --> 00:07:33.200]  羊進入狼群當中
[00:07:33.200 --> 00:07:35.200]  如果今天的基督徒
[00:07:35.200 --> 00:07:39.200]  也是被派進入這個世界
[00:07:39.200 --> 00:07:45.200]  也是像耶穌所說的羊進入狼群當中
[00:07:45.200 --> 00:07:49.200]  那麼做基督徒是不是一件很開心快活
[00:07:49.200 --> 00:07:52.200]  很容易的事情
[00:07:52.200 --> 00:07:54.200]  肯定不是
[00:07:54.200 --> 00:07:56.200]  所以耶穌說你們要
[00:07:56.200 --> 00:07:58.200]  機警如蛇
[00:07:58.200 --> 00:08:00.200]  純真如鴿
[00:08:00.200 --> 00:08:03.200]  這個修定本我們還不是很熟悉
[00:08:03.200 --> 00:08:06.200]  我們熟悉的都是和合本
[00:08:06.200 --> 00:08:09.200]  靈巧像蛇
[00:08:09.200 --> 00:08:11.200]  純良像鴿子
[00:08:11.200 --> 00:08:14.200]  所以這個也是耶穌對門徒的提醒
[00:08:14.200 --> 00:08:16.200]  就是你們
[00:08:16.200 --> 00:08:19.200]  如羊進入狼群
[00:08:19.200 --> 00:08:21.200]  進入到這個世界裡
[00:08:21.200 --> 00:08:23.200]  你們要純良如鴿子
[00:08:23.200 --> 00:08:27.200]  就是你們要保持你們的純真
[00:08:27.200 --> 00:08:30.200]  你們的品德要保持
[00:08:30.200 --> 00:08:32.200]  進入到世界
[00:08:32.200 --> 00:08:37.200]  不可以被狼同化成為一隻狼
[00:08:37.200 --> 00:08:38.200]  是不是
[00:08:38.200 --> 00:08:42.200]  意思就是保持你們的純真
[00:08:42.200 --> 00:08:46.200]  不過又要靈巧像蛇
[00:08:46.200 --> 00:08:49.200]  蛇最厲害的是什麼
[00:08:49.200 --> 00:08:51.200]  不是樹在你頭上攻擊你
[00:08:51.200 --> 00:08:55.200]  蛇最厲害的就是走人
[00:08:55.200 --> 00:08:59.200]  我們行山都試過幾次見到蛇
[00:08:59.200 --> 00:09:04.200]  有人來就馬上捐走
[00:09:04.200 --> 00:09:07.200]  一個就是說到羊在狼群裡
[00:09:07.200 --> 00:09:10.200]  你要提高警覺
[00:09:10.200 --> 00:09:13.200]  要懂得逃避
[00:09:13.200 --> 00:09:17.200]  但不失去你的信仰立場
[00:09:17.200 --> 00:09:19.200]  耶穌提醒一班門徒
[00:09:19.200 --> 00:09:23.200]  他們進入到世界裡就是這樣
[00:09:23.200 --> 00:09:27.200]  從另外一方面我也有些思想
[00:09:27.200 --> 00:09:30.200]  在九章第35至38節
[00:09:30.200 --> 00:09:34.200]  當耶穌看見許多的人
[00:09:34.200 --> 00:09:41.200]  就覺得他們好像沒有牧人的羊一樣
[00:09:41.200 --> 00:09:43.200]  這一班人是困苦流離
[00:09:43.200 --> 00:09:46.200]  好像羊沒有牧人一樣
[00:09:46.200 --> 00:09:50.200]  這一班人耶穌也看他們像羊一樣
[00:09:50.200 --> 00:09:54.200]  所以耶穌差派門徒進入他們當中
[00:09:54.200 --> 00:09:57.200]  說好像羊進入狼群
[00:09:57.200 --> 00:10:01.200]  表示一班困苦流離的人
[00:10:01.200 --> 00:10:04.200]  很可能本來已經在狼群當中
[00:10:04.200 --> 00:10:10.200]  而耶穌差派門徒進入到他們當中
[00:10:10.200 --> 00:10:14.200]  做一隻羊
[00:10:14.200 --> 00:10:17.200]  不是差派他們成為一隻狼
[00:10:17.200 --> 00:10:24.200]  狼就是欺壓那些羊
[00:10:24.200 --> 00:10:29.200]  但羊就是懼怕這隻狼
[00:10:29.200 --> 00:10:34.200]  但當耶穌差派門徒進入羊群當中
[00:10:34.200 --> 00:10:40.200]  意思是你們要和這班困苦流離的羊一起同行
[00:10:40.200 --> 00:10:45.200]  他們面對的你們要和他們一起共同去面對
[00:10:45.200 --> 00:10:48.200]  所以今天我們要思想
[00:10:48.200 --> 00:10:51.200]  當我們被差派的時候
[00:10:51.200 --> 00:10:54.200]  我們不是成為一個欺壓者
[00:10:54.200 --> 00:10:58.200]  我們是與羊同行
[00:10:58.200 --> 00:11:03.200]  承受他們所面對的困苦
[00:11:03.200 --> 00:11:06.200]  承受他們的逼迫
[00:11:06.200 --> 00:11:10.200]  所以如果基督徒是一個奉差派進入羊群的羊
[00:11:10.200 --> 00:11:15.200]  有沒有困苦苦難在你們身上
[00:11:15.200 --> 00:11:17.200]  應該有的
[00:11:17.200 --> 00:11:19.200]  如果你與一些羊同行
[00:11:19.200 --> 00:11:23.200]  你一定會面對一些的境況
[00:11:23.200 --> 00:11:26.200]  你見到他們困苦的境況的時候
[00:11:26.200 --> 00:11:29.200]  你不會心裏無動於衷
[00:11:29.200 --> 00:11:33.200]  你會感受到他們的困苦
[00:11:33.200 --> 00:11:37.200]  你也會承擔到一些的痛苦
[00:11:37.200 --> 00:11:41.200]  所以做基督徒不可能沒有苦
[00:11:41.200 --> 00:11:45.200]  不過當然我們也有很多的快樂
[00:11:45.200 --> 00:11:49.200]  所以如果做基督徒有這些的話
[00:11:49.200 --> 00:11:52.200]  有時候我們只聽到
[00:11:52.200 --> 00:11:54.200]  你去教會你信耶穌
[00:11:54.200 --> 00:11:56.200]  信耶穌是很好的
[00:11:56.200 --> 00:11:58.200]  信耶穌怎樣好
[00:11:58.200 --> 00:11:59.200]  可以上天堂
[00:11:59.200 --> 00:12:01.200]  天天都開心
[00:12:01.200 --> 00:12:04.200]  對不對
[00:12:04.200 --> 00:12:07.200]  對的
[00:12:07.200 --> 00:12:10.200]  不過不是全部
[00:12:10.200 --> 00:12:12.200]  這個是對的
[00:12:12.200 --> 00:12:13.200]  不過不是全部
[00:12:13.200 --> 00:12:15.200]  我們的平安
[00:12:15.200 --> 00:12:17.200]  我們的喜樂
[00:12:17.200 --> 00:12:19.200]  在哪裏來呢
[00:12:19.200 --> 00:12:24.200]  不是在無憂無慮無苦底下而來
[00:12:24.200 --> 00:12:26.200]  真正的平安喜樂
[00:12:26.200 --> 00:12:31.200]  是經歷到上帝所賜予給我們的
[00:12:31.200 --> 00:12:33.200]  在苦難裏面
[00:12:33.200 --> 00:12:35.200]  在憂慮的當中
[00:12:35.200 --> 00:12:37.200]  都有平安
[00:12:37.200 --> 00:12:40.200]  一班的門徒是被差派
[00:12:40.200 --> 00:12:42.200]  所以他們會面對苦難
[00:12:42.200 --> 00:12:44.200]  而第二方面我們要看的
[00:12:44.200 --> 00:12:47.200]  門徒面對困難的
[00:12:47.200 --> 00:12:50.200]  因為他們是學生
[00:12:50.200 --> 00:12:52.200]  是僕人
[00:12:52.200 --> 00:12:54.200]  第二十四二十五節
[00:12:54.200 --> 00:12:55.200]  就是告訴我們
