
[00:00:00.000 --> 00:00:04.000]  上禮拜我有機會只回臺北一天的時間
[00:00:04.000 --> 00:00:09.000]  在臺北靈良堂我們開世界靈良使徒網絡會議
[00:00:09.000 --> 00:00:14.000]  周牧師就特別提到在這樣一個末後的世代
[00:00:14.000 --> 00:00:17.000]  靈良堂一定要成為使徒性的教會
[00:00:17.000 --> 00:00:20.000]  我們才能夠帶來影響力
[00:00:20.000 --> 00:00:22.000]  在討論當中我們也是發現
[00:00:22.000 --> 00:00:25.000]  若是要成為使徒性的教會
[00:00:25.000 --> 00:00:29.000]  我們就必須再一次看重聖靈的工作
[00:00:29.000 --> 00:00:32.000]  你們在過去傳統的教會當中
[00:00:32.000 --> 00:00:35.000]  我們常常輕忽聖靈的工作
[00:00:35.000 --> 00:00:37.000]  我們喜歡高舉理性
[00:00:37.000 --> 00:00:39.000]  因為那是我們想得通的
[00:00:39.000 --> 00:00:41.000]  我們喜歡高舉才幹
[00:00:41.000 --> 00:00:43.000]  因為那是我們做得到的
[00:00:43.000 --> 00:00:48.000]  但聖靈的工作常常讓我們難以掌握
[00:00:48.000 --> 00:00:51.000]  所以很多的基督徒寧願不去追求
[00:00:51.000 --> 00:00:54.000]  寧願不去渴慕
[00:00:54.000 --> 00:00:56.000]  但事實上聖靈是三維體真神當中
[00:00:56.000 --> 00:00:59.000]  與我們關係最密切的那一位
[00:00:59.000 --> 00:01:02.000]  是聖靈內住在我們生命當中
[00:01:02.000 --> 00:01:03.000]  與我們同在
[00:01:03.000 --> 00:01:05.000]  是聖靈這一位神
[00:01:05.000 --> 00:01:07.000]  也是聖靈在我們裡面
[00:01:07.000 --> 00:01:10.000]  給我們生活、侍奉的能力
[00:01:10.000 --> 00:01:13.000]  讓我們能夠過一個得勝的基督徒生活
[00:01:13.000 --> 00:01:15.000]  在舊約時代我們看見
[00:01:15.000 --> 00:01:19.000]  以利莎是一位渴慕聖靈恩高的人
[00:01:19.000 --> 00:01:21.000]  你還記得她的老師以利亞
[00:01:21.000 --> 00:01:23.000]  要被接升天的時候
[00:01:23.000 --> 00:01:28.000]  別的門徒都只在旁邊旁觀而已
[00:01:28.000 --> 00:01:32.000]  他們只想看看到底什麼事情會發生
[00:01:32.000 --> 00:01:34.000]  只有以利莎一個人
[00:01:34.000 --> 00:01:36.000]  她緊緊跟隨以利亞
[00:01:36.000 --> 00:01:38.000]  從吉甲到伯特利
[00:01:38.000 --> 00:01:40.000]  從伯特利到耶利哥
[00:01:40.000 --> 00:01:43.000]  從耶利哥再一直跟到約旦河旁邊
[00:01:43.000 --> 00:01:44.000]  為什麼呢
[00:01:44.000 --> 00:01:46.000]  當別人都是旁觀的時候
[00:01:46.000 --> 00:01:49.000]  只有以利莎緊緊跟隨
[00:01:49.000 --> 00:01:53.000]  因為她渴慕得著聖靈的恩高
[00:01:53.000 --> 00:01:56.000]  她看重聖靈的工作
[00:01:56.000 --> 00:01:59.000]  而自終她就得著聖靈的恩高
[00:01:59.000 --> 00:02:03.000]  而且是雙倍的恩高
[00:02:03.000 --> 00:02:05.000]  在四福音當中我們看見
[00:02:05.000 --> 00:02:09.000]  耶穌自己是福祉當中帶來權柄跟能力
[00:02:09.000 --> 00:02:14.000]  耶穌的侍奉的能力的來源從哪裡來呢
[00:02:14.000 --> 00:02:17.000]  今天我們所說的聖經裡面很清楚看見
[00:02:17.000 --> 00:02:20.000]  是因為聖靈降臨在她的身上
[00:02:20.000 --> 00:02:24.000]  讓她滿有聖靈的能力
[00:02:24.000 --> 00:02:28.000]  今天我們同樣需要在我們生命當中
[00:02:28.000 --> 00:02:32.000]  在福祉當中經歷聖靈的能力
[00:02:32.000 --> 00:02:37.000]  那怎麼樣在生活當中能夠滿有聖靈的能力呢
[00:02:37.000 --> 00:02:39.000]  這段經文當中給我們看見三方面
[00:02:39.000 --> 00:02:42.000]  第一個要敏銳聖靈的引導
[00:02:42.000 --> 00:02:46.000]  跟你們說要敏銳聖靈的引導
[00:02:46.000 --> 00:02:48.000]  在第一節這裡很清楚講的是
[00:02:48.000 --> 00:02:52.000]  聖靈把耶穌引到曠野
[00:02:52.000 --> 00:02:55.000]  第二節我們若是要經歷聖靈的能力
[00:02:55.000 --> 00:03:00.000]  首先我們一定要敏銳聖靈在我們身上的引導
[00:03:00.000 --> 00:03:04.000]  事實上聖靈充滿真正的目的
[00:03:04.000 --> 00:03:07.000]  就是要叫我們明白神的心意
[00:03:07.000 --> 00:03:10.000]  以佛所示第五章我們看一下聖靈充滿的經文
[00:03:10.000 --> 00:03:12.000]  這裡十七節裡面很清楚說
[00:03:12.000 --> 00:03:15.000]  不要做什麼糊塗人
[00:03:15.000 --> 00:03:19.000]  可見的今天很多基督徒是糊裡糊塗你知道嗎
[00:03:19.000 --> 00:03:21.000]  不知道神的旨意
[00:03:21.000 --> 00:03:23.000]  這裡說不要做糊塗人要怎麼樣
[00:03:23.000 --> 00:03:26.000]  要明白主的旨意是如何
[00:03:26.000 --> 00:03:28.000]  怎麼樣明白呢
[00:03:28.000 --> 00:03:30.000]  十八節給我們這個答案
[00:03:30.000 --> 00:03:34.000]  不要醉酒乃要被聖靈充滿
[00:03:34.000 --> 00:03:36.000]  因為聖靈充滿最重要的一工作
[00:03:36.000 --> 00:03:39.000]  讓我們進入到神的心意裡面
[00:03:39.000 --> 00:03:43.000]  讓我們明白神對我們身上的心意是什麼
[00:03:43.000 --> 00:03:47.000]  那你說聖靈怎麼來引導我們呢
[00:03:47.000 --> 00:03:49.000]  很快的講四方面
[00:03:49.000 --> 00:03:51.000]  聖靈透過四件事情
[00:03:51.000 --> 00:03:53.000]  在我們生活當中引導我們
[00:03:53.000 --> 00:03:55.000]  第一個透過神的僕人
[00:03:55.000 --> 00:03:58.000]  跟你們說透過神的僕人
[00:03:58.000 --> 00:03:59.000]  在聖經當中我們看見
[00:03:59.000 --> 00:04:02.000]  神藉著神的僕人向我們來說話
[00:04:02.000 --> 00:04:04.000]  在現今的世代當中
[00:04:04.000 --> 00:04:06.000]  常常當你聽到的時候
[00:04:06.000 --> 00:04:09.000]  你看見神也藉著神的僕人
[00:04:09.000 --> 00:04:11.000]  向我們來說話
[00:04:11.000 --> 00:04:13.000]  當你聽到的時候
[00:04:13.000 --> 00:04:15.000]  如果你只是聽
[00:04:15.000 --> 00:04:18.000]  很容易你左邊耳朵聽進去
[00:04:18.000 --> 00:04:21.000]  怎麼樣右邊耳朵怎麼樣就出去了
[00:04:21.000 --> 00:04:24.000]  所以我常常鼓勵你在聽到的時候
[00:04:24.000 --> 00:04:26.000]  一定要學習怎麼樣
[00:04:26.000 --> 00:04:29.000]  記筆記非常的重要
[00:04:29.000 --> 00:04:31.000]  因為如果你不記筆記
[00:04:31.000 --> 00:04:33.000]  你就忘記了
[00:04:33.000 --> 00:04:36.000]  多少人聽到聽來聽去
[00:04:36.000 --> 00:04:38.000]  只記得講人的笑話
[00:04:38.000 --> 00:04:40.000]  不是嗎
[00:04:40.000 --> 00:04:41.000]  很多人講人要拼命講笑話
[00:04:41.000 --> 00:04:43.000]  只有笑話你記得得嗎
[00:04:43.000 --> 00:04:45.000]  或者很多時候你在聽到的時候
[00:04:45.000 --> 00:04:47.000]  就很有感動很有感動
[00:04:47.000 --> 00:04:48.000]  哇真的太棒了
[00:04:48.000 --> 00:04:49.000]  可是一散會
[00:04:49.000 --> 00:04:51.000]  就想不起來那句話是什麼話了
[00:04:51.000 --> 00:04:54.000]  很有感動的不知道那句話是什麼話
[00:04:54.000 --> 00:04:55.000]  所以你一定要學習
[00:04:55.000 --> 00:04:57.000]  把神的感動記錄下來
[00:04:57.000 --> 00:04:59.000]  記錄下來有什麼好處呢
[00:04:59.000 --> 00:05:01.000]  當你回頭一看的時候
[00:05:01.000 --> 00:05:04.000]  神的心意一目了然
[00:05:04.000 --> 00:05:05.000]  所以不要懶惰
[00:05:05.000 --> 00:05:06.000]  跟你們說不要懶惰
[00:05:06.000 --> 00:05:10.000]  跟他說你要記錄
[00:05:10.000 --> 00:05:13.000]  第二是透過神的話語
[00:05:13.000 --> 00:05:15.000]  跟你媽說要透過神的話語
[00:05:15.000 --> 00:05:17.000]  就是聖經嘛
[00:05:17.000 --> 00:05:18.000]  你一定要學習
[00:05:18.000 --> 00:05:21.000]  花時間來讀神的話語
[00:05:21.000 --> 00:05:22.000]  你知道在我們教會
[00:05:22.000 --> 00:05:24.000]  每一個禮拜的週報
[00:05:24.000 --> 00:05:26.000]  不要只是隨便拿去就丟掉了
[00:05:26.000 --> 00:05:27.000]  而這個週報
[00:05:27.000 --> 00:05:29.000]  其實裡面有一個非常寶貴的
[00:05:29.000 --> 00:05:31.000]  是本週的經文
[00:05:31.000 --> 00:05:33.000]  讀的不但是有本週當中的經文
[00:05:33.000 --> 00:05:35.000]  而且有導讀經文
[00:05:35.000 --> 00:05:39.000]  每一天我們都幫你選擇一兩節經文
[00:05:39.000 --> 00:05:40.000]  是在這段生命裡面
[00:05:40.000 --> 00:05:42.000]  最重要一兩節的經文
[00:05:42.000 --> 00:05:43.000]  要你來學習
[00:05:43.000 --> 00:05:44.000]  什麼叫導讀呢
[00:05:44.000 --> 00:05:48.000]  導讀就是把神的話語慢慢來讀
[00:05:48.000 --> 00:05:50.000]  一遍又一遍的讀
[00:05:50.000 --> 00:05:53.000]  而且把神的話語化成禱告
[00:05:53.000 --> 00:05:55.000]  向神來述說
[00:05:55.000 --> 00:05:56.000]  換句話說
[00:05:56.000 --> 00:05:57.000]  當你在讀聖經的時候
[00:05:57.000 --> 00:06:00.000]  不要只是匆匆忙忙讀過去
[00:06:00.000 --> 00:06:02.000]  多少時候你匆忙讀聖經
[00:06:02.000 --> 00:06:03.000]  是白紙黑字
[00:06:03.000 --> 00:06:05.000]  一句話都沒有讀進去
[00:06:05.000 --> 00:06:09.000]  你要讓聖靈有時間向你來說話
[00:06:09.000 --> 00:06:10.000]  當你讀神的話
[00:06:10.000 --> 00:06:13.000]  特別在讀導讀那一兩節經文的時候
[00:06:13.000 --> 00:06:14.000]  慢慢的來讀
[00:06:14.000 --> 00:06:16.000]  一遍一遍的來讀
[00:06:16.000 --> 00:06:17.000]  然後成為你的禱告
[00:06:17.000 --> 00:06:18.000]  帶到神的面前
[00:06:18.000 --> 00:06:21.000]  讓聖靈有機會向你來說話
[00:06:21.000 --> 00:06:22.000]  第三個
[00:06:22.000 --> 00:06:24.000]  聖靈透過環境向你說話
[00:06:24.000 --> 00:06:27.000]  跟你媽說透過環境
[00:06:27.000 --> 00:06:28.000]  神有時候是藉著
[00:06:28.000 --> 00:06:33.000]  在你環境當中關門或開門來引導你的
[00:06:33.000 --> 00:06:35.000]  你還記得在聖經裡面
[00:06:35.000 --> 00:06:38.000]  保羅當他想往小雅西亞去傳福音的時候
[00:06:38.000 --> 00:06:41.000]  聖靈禁止他把門關了
[00:06:41.000 --> 00:06:42.000]  後來保羅想往北去
[00:06:42.000 --> 00:06:44.000]  往比推尼去傳福音
[00:06:44.000 --> 00:06:48.000]  聖靈也禁止他也把門關了
[00:06:48.000 --> 00:06:49.000]  當神關一個門的時候
[00:06:49.000 --> 00:06:52.000]  你不需要沮喪灰心
[00:06:52.000 --> 00:06:54.000]  因為當神關一扇門的時候
[00:06:54.000 --> 00:06:57.000]  表明神有另外一扇門為你而開的
[00:06:57.000 --> 00:07:02.000]  所以神就讓保羅看見馬其頓的意象
[00:07:02.000 --> 00:07:06.000]  因為神在歐洲為他預備了敞開的門
[00:07:06.000 --> 00:07:08.000]  所以當神關一扇門的時候
[00:07:08.000 --> 00:07:10.000]  不要在那裡埋怨灰心
[00:07:10.000 --> 00:07:11.000]  當神關一扇門的時候
[00:07:11.000 --> 00:07:13.000]  你要覺得很興奮
[00:07:13.000 --> 00:07:16.000]  因為只有另一扇門已經為你打開了
[00:07:16.000 --> 00:07:17.000]  最後第四
