
[00:00:00.000 --> 00:00:02.880]  今日在講道之前,我們先有個祈禱
[00:00:02.880 --> 00:00:07.360]  求主祢都是賜恩,讓我們這個地方
[00:00:07.360 --> 00:00:10.340]  這個教會,這個信仰的群體
[00:00:10.340 --> 00:00:13.520]  都是不斷地更新變化
[00:00:13.520 --> 00:00:16.660]  能夠在一個新的處境當中
[00:00:16.660 --> 00:00:18.580]  活出主的樣式
[00:00:18.580 --> 00:00:20.960]  能夠侍奉主,見證主
[00:00:20.960 --> 00:00:23.920]  今日的聚會,我們思想的經民
[00:00:23.920 --> 00:00:25.980]  祢都親自提醒我們
[00:00:25.980 --> 00:00:29.500]  我們願講的,聽的,都同得幫助
[00:00:29.500 --> 00:00:31.600]  祈禱奉耶穌基督的名
[00:00:31.600 --> 00:00:33.380]  誠心所願
[00:00:33.380 --> 00:00:39.060]  120年
[00:00:39.060 --> 00:00:41.440]  都是不短的日子
[00:00:41.440 --> 00:00:46.640]  教會都積累了很多傳統和習慣
[00:00:46.640 --> 00:00:50.800]  有人說元朗堂是一個老教會
[00:00:50.800 --> 00:00:55.540]  如果從一個歲數來說,他年紀是不小的
[00:00:55.540 --> 00:00:58.680]  但教會其實是不應該老的
[00:00:58.740 --> 00:01:01.780]  因為他是有更替,有活力的
[00:01:01.780 --> 00:01:04.960]  不是因為那日子久了,他就老了
[00:01:04.960 --> 00:01:07.140]  那究竟我們的教會
[00:01:07.140 --> 00:01:11.400]  是否仍然是不斷地有新的活力呢?
[00:01:11.400 --> 00:01:16.040]  現在香港政府
[00:01:16.040 --> 00:01:19.020]  推行一些活化的
[00:01:19.020 --> 00:01:22.360]  歷史建築,可能大家都有這個印象
[00:01:22.360 --> 00:01:25.820]  一些很老舊的建築,已經不是
[00:01:25.820 --> 00:01:30.660]  他就重新加固它
[00:01:30.660 --> 00:01:35.040]  整好它,用不同的方式來運用它
[00:01:35.040 --> 00:01:38.700]  我們周時都聽到,我剛剛從新加坡回來
[00:01:38.700 --> 00:01:41.680]  新加坡在這方面是做得更加好
[00:01:41.680 --> 00:01:44.980]  他保留了很多歷史的建築
[00:01:44.980 --> 00:01:49.360]  然後令到他能夠重新注入一種新的活力
[00:01:49.360 --> 00:01:52.760]  其實不單止是一個建築物
[00:01:52.760 --> 00:01:54.920]  其他一種文化都是的
[00:01:55.080 --> 00:01:57.360]  一個群體都是的
[00:01:57.360 --> 00:01:59.900]  有些很舊的文化,譬如
[00:01:59.900 --> 00:02:03.320]  粵劇,譬如一些戲曲
[00:02:03.320 --> 00:02:05.900]  有很多文化的東西
[00:02:05.900 --> 00:02:08.720]  現在都會想,如果我們不將它活化的話
[00:02:08.720 --> 00:02:12.180]  它是會失去吸引力的
[00:02:12.180 --> 00:02:17.260]  這個活化就不是將舊的那個拿走
[00:02:17.260 --> 00:02:20.980]  而是在這個舊的基礎上
[00:02:20.980 --> 00:02:23.680]  它要注入一種新的
[00:02:23.720 --> 00:02:26.460]  以及有活力的元素
[00:02:26.460 --> 00:02:28.140]  這個其實是不容易的
[00:02:28.140 --> 00:02:32.040]  重新去做一件事,建一個建築物
[00:02:32.040 --> 00:02:36.100]  比保留一個舊的建築物
[00:02:36.100 --> 00:02:39.240]  而將這個舊的建築物
[00:02:39.240 --> 00:02:42.460]  它能夠成為一個好好使用的地方
[00:02:42.460 --> 00:02:46.620]  有時要花的代價是更大過你重新建的那個
[00:02:46.620 --> 00:02:48.300]  大家應該都知道
[00:02:48.300 --> 00:02:50.860]  但它有一個價值在那裏
[00:02:51.940 --> 00:02:55.380]  教會是一個相當之有傳統的
[00:02:55.380 --> 00:02:58.060]  一個
[00:02:58.060 --> 00:03:00.380]  這樣過來的
[00:03:00.380 --> 00:03:04.360]  一代一代的過來,不要說元朗堂
[00:03:04.360 --> 00:03:08.320]  今天和大家講的經文
[00:03:08.320 --> 00:03:09.820]  選擇的經文
[00:03:09.820 --> 00:03:14.200]  其實我想講的是整個《馬太福音》的五章至七章
[00:03:14.200 --> 00:03:15.000]  真是涵蓋
[00:03:15.000 --> 00:03:17.440]  但不可以說是整個《馬太福音》的五章至七章
[00:03:17.440 --> 00:03:20.720]  《馬太福音》的五章至七章就是山上補訓
[00:03:20.720 --> 00:03:22.220]  即是耶穌上了山
[00:03:22.220 --> 00:03:26.100]  有八福之後,一路開口講很多的道理
[00:03:26.100 --> 00:03:30.220]  我都要大家掀一掀去《馬太福音》五章那裏
[00:03:30.220 --> 00:03:31.260]  《聖經》
[00:03:31.260 --> 00:03:34.520]  今天都給大家可以有一個
[00:03:34.520 --> 00:03:36.020]  少許的
[00:03:36.020 --> 00:03:38.060]  即是
[00:03:38.060 --> 00:03:43.140]  一種體驗
[00:03:43.140 --> 00:03:49.060]  第五章是講到耶穌上山
[00:03:49.480 --> 00:03:51.500]  就開始講了
[00:03:51.500 --> 00:03:54.100]  其實五章至七章,五六七章
[00:03:54.100 --> 00:03:56.020]  都是山上補訓
[00:03:56.020 --> 00:03:58.320]  第八章就講耶穌下了山
[00:03:58.320 --> 00:04:01.060]  這是一個很完整的結構
[00:04:01.060 --> 00:04:06.460]  耶穌在當時
[00:04:06.460 --> 00:04:14.360]  祂走入了一個很舊的信仰群體
[00:04:14.360 --> 00:04:16.400]  很舊的
[00:04:17.840 --> 00:04:20.700]  猶太教
[00:04:20.700 --> 00:04:26.280]  祭司、文士、法利塞人、律法書、摩西五經這些
[00:04:26.280 --> 00:04:28.460]  都是有很長的歷史的
[00:04:28.460 --> 00:04:34.580]  耶穌祂走入這個地方
[00:04:34.580 --> 00:04:36.860]  在這裏去宣講
[00:04:36.860 --> 00:04:39.780]  其實祂不是講新的道理
[00:04:39.780 --> 00:04:41.940]  不是
[00:04:41.940 --> 00:04:46.840]  每一次祂說,你們聽到那些古人講是怎樣
[00:04:48.000 --> 00:04:51.600]  每一次都是相舊的
[00:04:51.600 --> 00:04:52.700]  然後祂有新的
[00:04:52.700 --> 00:04:53.960]  舊的,祂有新的
[00:04:53.960 --> 00:04:55.020]  舊的,祂有新的
[00:04:55.020 --> 00:04:56.240]  你們留意到
[00:04:56.240 --> 00:04:59.900]  有人說耶穌是反傳統的
[00:04:59.900 --> 00:05:01.880]  是反律法的
[00:05:01.880 --> 00:05:03.980]  是反法利塞人的
[00:05:03.980 --> 00:05:05.680]  其實是不對的
[00:05:05.680 --> 00:05:08.280]  耶穌是沒有反的
[00:05:08.280 --> 00:05:14.140]  耶穌
[00:05:14.600 --> 00:05:18.240]  是對他們提出了一些
[00:05:18.240 --> 00:05:25.560]  可以說是有不同的一個解釋
[00:05:25.560 --> 00:05:29.400]  或者是應用這些教訓的一種態度
[00:05:29.400 --> 00:05:32.740]  所以第五章的十七到十八節
[00:05:32.740 --> 00:05:36.060]  就說:你不要以為我來是要廢掉律法
[00:05:36.060 --> 00:05:39.620]  我才知道,我來不是要廢掉,而是要承傳
[00:05:39.620 --> 00:05:41.080]  我實在告訴你們
[00:05:41.080 --> 00:05:45.400]  就是天地都要廢去,律法的一點一劃也不廢去
[00:05:45.400 --> 00:05:47.620]  直到一切都實現
[00:05:47.620 --> 00:05:50.420]  耶穌不是來拆東西的
[00:05:50.420 --> 00:05:53.880]  祂是來令那些已經存在的東西
[00:05:53.880 --> 00:05:55.440]  失去功能的東西
[00:05:55.440 --> 00:05:59.540]  祂可以恢復那個功能
[00:05:59.540 --> 00:06:02.160]  祂是活化它
[00:06:02.160 --> 00:06:03.560]  可以這樣說
[00:06:03.560 --> 00:06:07.680]  所以我們聽到耶穌講的道
[00:06:07.680 --> 00:06:10.580]  或者當時的人聽到耶穌講的道
[00:06:11.080 --> 00:06:14.080]  他不是在聽另外一樣東西,完全不同的東西
[00:06:14.080 --> 00:06:16.340]  而是那些人很詫異
[00:06:16.340 --> 00:06:18.740]  為什麼這個拉比,這個人
[00:06:18.740 --> 00:06:23.080]  能夠用一種這麼新的角度,這麼新的方法
[00:06:23.080 --> 00:06:26.920]  來去將我們已經很熟悉的道理
[00:06:26.920 --> 00:06:30.400]  講得這麼活的呢?
[00:06:30.400 --> 00:06:31.980]  很觸動
[00:06:31.980 --> 00:06:34.260]  我們聽道也是
[00:06:34.260 --> 00:06:38.020]  我想每個牧師上來都是拿著聖經講的
[00:06:38.320 --> 00:06:42.260]  如果你聽到他講完全不是聖經的那些東西
[00:06:42.260 --> 00:06:46.280]  你都會皺眉頭,你說這個牧師在講什麼?
[00:06:46.280 --> 00:06:50.820]  為什麼聽到一個牧師講的東西好像我們沒聽過?
[00:06:50.820 --> 00:06:53.860]  其實那些東西都是在聖經那裡的
[00:06:53.860 --> 00:06:57.680]  只不過那個牧師,那個講員
[00:06:57.680 --> 00:07:01.500]  他用了一種比較新的方法
[00:07:01.500 --> 00:07:03.340]  或者新的向導
[00:07:03.340 --> 00:07:05.420]  或者他有新的體會
[00:07:06.320 --> 00:07:10.760]  聽起來就有眼前一亮的感覺
[00:07:10.760 --> 00:07:18.880]  我的題目呢,其實是刻意做得比較
[00:07:18.880 --> 00:07:22.060]  新奇一點
[00:07:22.060 --> 00:07:26.520]  信仰的「新」、「真」、「心」
