
[00:00:00.000 --> 00:00:02.000]  各位弟子妹,早晨
[00:00:02.000 --> 00:00:04.000]  和旁邊的也說聲早晨
[00:00:04.000 --> 00:00:06.000]  是的
[00:00:06.000 --> 00:00:08.000]  感謝主
[00:00:08.000 --> 00:00:10.000]  今天也很特別
[00:00:10.000 --> 00:00:12.000]  稍後慢慢說點特別
[00:00:12.000 --> 00:00:14.000]  首先今天是第一個主日
[00:00:14.000 --> 00:00:18.000]  原本應該是要走樓梯上來的
[00:00:18.000 --> 00:00:20.000]  突然間不用走,好像多了點恩典一樣
[00:00:20.000 --> 00:00:22.000]  也是開心的
[00:00:22.000 --> 00:00:25.000]  還有我們今天是主餐崇拜
[00:00:25.000 --> 00:00:27.000]  所以稍後我們的講道
[00:00:27.000 --> 00:00:29.000]  看看和主餐的關係在哪裡
[00:00:31.000 --> 00:00:35.000]  今天就重溫一下上個星期
[00:00:35.000 --> 00:00:37.000]  看看大家記不記得
[00:00:37.000 --> 00:00:39.000]  上個星期約書亞記系列第幾集
[00:00:39.000 --> 00:00:41.000]  3,應該是最簡單的
[00:00:41.000 --> 00:00:43.000]  4-1就可以了
[00:00:43.000 --> 00:00:46.000]  上個星期哪位我們的同工講道
[00:00:46.000 --> 00:00:48.000]  梁全,還記得
[00:00:48.000 --> 00:00:50.000]  講了些什麼呢
[00:00:50.000 --> 00:00:52.000]  有3個H
[00:00:52.000 --> 00:00:54.000]  第一個H是什麼呢
[00:00:54.000 --> 00:00:56.000]  Hot
[00:00:56.000 --> 00:00:59.000]  就是要停步,察覺
[00:00:59.000 --> 00:01:01.000]  第二個是Humble
[00:01:01.000 --> 00:01:03.000]  要謙卑,下敗
[00:01:03.000 --> 00:01:05.000]  第三個是Honest
[00:01:05.000 --> 00:01:07.000]  要聖潔和脫鞋
[00:01:07.000 --> 00:01:09.000]  主題就是要遇上生命的元帥
[00:01:09.000 --> 00:01:11.000]  不是自己做元帥
[00:01:11.000 --> 00:01:14.000]  而是要遇上那位生命的主
[00:01:14.000 --> 00:01:16.000]  讓生命的主做我們的元帥
[00:01:16.000 --> 00:01:18.000]  才是最正確的
[00:01:18.000 --> 00:01:21.000]  約書亞記第五章完結了
[00:01:21.000 --> 00:01:24.000]  我們現在進入6-8章
[00:01:24.000 --> 00:01:28.000]  當然我沒可能講完3章這麼長的經文
[00:01:28.000 --> 00:01:33.000]  所以我們會集中講8章34-35節
[00:01:33.000 --> 00:01:36.000]  當中發生了什麼事呢
[00:01:36.000 --> 00:01:39.000]  如果你有上過約學
[00:01:39.000 --> 00:01:41.000]  或者你也熟悉約書亞記
[00:01:41.000 --> 00:01:44.000]  你就知道當中打贏了耶利哥城
[00:01:44.000 --> 00:01:46.000]  怎麼繞幾個圈
[00:01:46.000 --> 00:01:48.000]  不出聲那些
[00:01:48.000 --> 00:01:50.000]  我就不講了
[00:01:50.000 --> 00:01:52.000]  大家回去看看聖經
[00:01:52.000 --> 00:01:55.000]  打贏了耶利哥城這仗之後
[00:01:55.000 --> 00:01:57.000]  就打艾城了
[00:01:57.000 --> 00:02:00.000]  誰知道遇到一個雅干
[00:02:00.000 --> 00:02:02.000]  在以色列人當中犯罪
[00:02:02.000 --> 00:02:06.000]  引來整個以色列都陷入罪當中
[00:02:06.000 --> 00:02:08.000]  所以上帝不眷顧他們
[00:02:08.000 --> 00:02:12.000]  所以打贏艾城是先敗後贏的
[00:02:12.000 --> 00:02:15.000]  細節也沒可能再跟大家講了
[00:02:15.000 --> 00:02:17.000]  讓大家知道
[00:02:17.000 --> 00:02:20.000]  他們打贏了這兩場仗之後
[00:02:20.000 --> 00:02:23.000]  就進入約書亞記第八章第30節
[00:02:23.000 --> 00:02:25.000]  不過還沒進去之前
[00:02:25.000 --> 00:02:27.000]  我們要想想
[00:02:27.000 --> 00:02:28.000]  我們人生就是這樣
[00:02:28.000 --> 00:02:30.000]  不斷在打仗
[00:02:30.000 --> 00:02:32.000]  很多工作
[00:02:32.000 --> 00:02:33.000]  很多的任務
[00:02:33.000 --> 00:02:35.000]  很多的目標要完成
[00:02:35.000 --> 00:02:37.000]  完了之後怎麼樣呢
[00:02:37.000 --> 00:02:40.000]  完了之後我們會不會真的願意停下來呢
[00:02:40.000 --> 00:02:42.000]  好像學生哥那樣
[00:02:42.000 --> 00:02:43.000]  今天我們在青年當中
[00:02:43.000 --> 00:02:45.000]  考完試之後
[00:02:45.000 --> 00:02:46.000]  想著放暑假了
[00:02:46.000 --> 00:02:47.000]  不是啊
[00:02:47.000 --> 00:02:49.000]  暑假又是要補課
[00:02:49.000 --> 00:02:52.000]  又要準備下一場的考試
[00:02:52.000 --> 00:02:56.000]  所以就好像永遠都有讀不完的功課
[00:02:56.000 --> 00:02:58.000]  永遠都有考不完的試
[00:02:58.000 --> 00:02:59.000]  出來工作也是
[00:02:59.000 --> 00:03:00.000]  很努力工作
[00:03:00.000 --> 00:03:01.000]  完了一個項目
[00:03:01.000 --> 00:03:02.000]  又另一個項目
[00:03:02.000 --> 00:03:03.000]  然後想升職
[00:03:03.000 --> 00:03:04.000]  升職完之後
[00:03:04.000 --> 00:03:06.000]  原來有更大的工作在後面
[00:03:06.000 --> 00:03:08.000]  好像永遠都是不完的
[00:03:08.000 --> 00:03:10.000]  就算你做父母的也是
[00:03:10.000 --> 00:03:12.000]  我的兒子都長大了
[00:03:12.000 --> 00:03:14.000]  然後可以休息一下了
[00:03:14.000 --> 00:03:16.000]  不是 又要照顧孫子了
[00:03:16.000 --> 00:03:19.000]  人生就是不斷在一個漏洞裡
[00:03:19.000 --> 00:03:20.000]  永遠都不完
[00:03:20.000 --> 00:03:22.000]  贏了又怎麼樣呢
[00:03:22.000 --> 00:03:26.000]  我們願不願意在贏了之後
[00:03:26.000 --> 00:03:27.000]  能夠停下來
[00:03:27.000 --> 00:03:30.000]  回到上帝的面前呢
[00:03:30.000 --> 00:03:34.000]  今天我們看約書亞記第六第八章裡
[00:03:34.000 --> 00:03:37.000]  以色列人打贏了兩場驚心動魄的戰役
[00:03:37.000 --> 00:03:41.000]  一場是透過上帝神職的帶領
[00:03:41.000 --> 00:03:44.000]  在耶利哥城繞著六天
[00:03:44.000 --> 00:03:45.000]  每天走一個圈
[00:03:45.000 --> 00:03:47.000]  到了第七天走七個圈
[00:03:47.000 --> 00:03:50.000]  然後整個城牆倒塌了
[00:03:50.000 --> 00:03:53.000]  以致他們可以攻取耶利哥城
[00:03:53.000 --> 00:03:56.000]  在艾城之戰裡先有瓦岡犯罪
[00:03:56.000 --> 00:03:59.000]  以致讓以色列人知道
[00:03:59.000 --> 00:04:01.000]  他們要重新悔改
[00:04:01.000 --> 00:04:03.000]  回到上帝的面前
[00:04:03.000 --> 00:04:06.000]  才能夠打敗艾城之戰
[00:04:06.000 --> 00:04:07.000]  而在這一刻
[00:04:07.000 --> 00:04:10.000]  正是他們士氣最高昂的時候
[00:04:10.000 --> 00:04:13.000]  是不是應該再接再厲地
[00:04:13.000 --> 00:04:17.000]  進入敵人更深的地步去打仗呢
[00:04:17.000 --> 00:04:19.000]  如果你熟悉約書亞記的後半部
[00:04:19.000 --> 00:04:22.000]  去到第九和第十一章裡
[00:04:22.000 --> 00:04:26.000]  將會面對南部聯軍和北部聯軍
[00:04:26.000 --> 00:04:28.000]  兩場大戰役
[00:04:28.000 --> 00:04:29.000]  在這個時候
[00:04:29.000 --> 00:04:32.000]  是不是應該約書亞一鼓作氣地
[00:04:32.000 --> 00:04:33.000]  乘勝追擊
[00:04:33.000 --> 00:04:36.000]  或者起碼都應該建一個城堡
[00:04:36.000 --> 00:04:38.000]  保護一下大家
[00:04:38.000 --> 00:04:41.000]  在當中安頓一下呢
[00:04:41.000 --> 00:04:43.000]  但是更加奇怪的是
[00:04:43.000 --> 00:04:44.000]  約書亞這一刻
[00:04:44.000 --> 00:04:46.000]  他說停下來
[00:04:46.000 --> 00:04:50.000]  他向全軍要喊停下來
[00:04:50.000 --> 00:04:52.000]  不單止要停下來
[00:04:52.000 --> 00:04:54.000]  繼續征戰的步伐
[00:04:54.000 --> 00:04:58.000]  而更加要帶領全個以色列的
[00:04:58.000 --> 00:05:00.000]  無論是老人家
[00:05:00.000 --> 00:05:01.000]  無論是婦女
[00:05:01.000 --> 00:05:02.000]  無論是小孩子
[00:05:02.000 --> 00:05:04.000]  都要收到陣地
[00:05:04.000 --> 00:05:07.000]  去到三十公里以內的一個事件
[00:05:07.000 --> 00:05:10.000]  以巴路山的地方
[00:05:10.000 --> 00:05:13.000]  在那裡要畫上一個優子符
[00:05:13.000 --> 00:05:15.000]  為什麼要這樣做呢?
[00:05:15.000 --> 00:05:18.000]  因為這是神的命令
[00:05:18.000 --> 00:05:21.000]  在約書亞記之前的一本書
[00:05:21.000 --> 00:05:22.000]  《生命記》
[00:05:22.000 --> 00:05:23.000]  在二十七章裡面
[00:05:23.000 --> 00:05:26.000]  摩西其實吩咐了他們
[00:05:26.000 --> 00:05:31.000]  要在以巴路山和基里森山之間這個地方
[00:05:31.000 --> 00:05:35.000]  要在眾百姓面前納藥
[00:05:35.000 --> 00:05:37.000]  去宣讀律法書
[00:05:37.000 --> 00:05:42.000]  而約書亞就跟著上帝的話語
[00:05:42.000 --> 00:05:44.000]  在這裡獻祭
[00:05:44.000 --> 00:05:46.000]  提醒了我們兩件事
[00:05:46.000 --> 00:05:48.000]  在打仰仗之後
[00:05:48.000 --> 00:05:50.000]  最重要的是兩件事
[00:05:50.000 --> 00:05:52.000]  第一個是敬拜
[00:05:52.000 --> 00:05:55.000]  第二個是神的話語
[00:05:55.000 --> 00:05:58.000]  所以在這裡給我們看見
[00:05:58.000 --> 00:06:01.000]  人生最大的德性
[00:06:01.000 --> 00:06:05.000]  不是無休止地去攻佔下一個城池
[00:06:05.000 --> 00:06:07.000]  下一個陣地不斷地去打
[00:06:07.000 --> 00:06:10.000]  而關鍵的是在適當的時候
[00:06:10.000 --> 00:06:14.000]  會停下來回到神的面前
[00:06:14.000 --> 00:06:16.000]  在適當的時候我們要停下來
[00:06:16.000 --> 00:06:19.000]  回到神的面前
[00:06:19.000 --> 00:06:21.000]  在今天約書亞記第八章
[00:06:21.000 --> 00:06:23.000]  三十到三十五節
[00:06:23.000 --> 00:06:27.000]  讓我們看看究竟敬拜的本質是什麼呢?
[00:06:27.000 --> 00:06:32.000]  神的話語對以色列群體有多重要呢?
[00:06:32.000 --> 00:06:34.000]  剛才經文已經讀了
[00:06:34.000 --> 00:06:35.000]  我不再讀
[00:06:35.000 --> 00:06:37.000]  不過我們看回有幾句經文
[00:06:37.000 --> 00:06:39.000]  大家重點留意
[00:06:39.000 --> 00:06:41.000]  在第三十節說
[00:06:41.000 --> 00:06:45.000]  那時約書亞在以巴路山上為耶和華
[00:06:45.000 --> 00:06:48.000]  以色列的神族一座壇
[00:06:48.000 --> 00:06:54.000]  這個壇是耶和華的僕人摩西吩咐以色列人的
[00:06:54.000 --> 00:06:58.000]  是沒有動過鐵器的整塊石頭所築成的
[00:06:58.000 --> 00:07:01.000]  正如摩西律法書上所寫
[00:07:01.000 --> 00:07:08.000]  所以他們在這個壇上獻上繁祭和平安祭
[00:07:08.000 --> 00:07:09.000]  我們先進入經文
[00:07:09.000 --> 00:07:12.000]  我們再有一個祈禱
[00:07:12.000 --> 00:07:14.000]  香港天父我求你幫助我們
[00:07:14.000 --> 00:07:17.000]  預備我們的心去聆聽你的道
[00:07:17.000 --> 00:07:19.000]  聆聽你的話語
[00:07:19.000 --> 00:07:21.000]  打開我們屬靈的耳朵
[00:07:21.000 --> 00:07:24.000]  以致我們不僅能夠聽到你的話語
[00:07:24.000 --> 00:07:27.000]  更加能夠進入到我們的心裡
[00:07:27.000 --> 00:07:28.000]  打開我們的心
[00:07:28.000 --> 00:07:33.000]  以致我們的心能夠被你的話語完完全全的充滿
[00:07:33.000 --> 00:07:36.000]  更加願意做一個聽道而行道的人
[00:07:36.000 --> 00:07:38.000]  讓我們能夠去活出你的道
[00:07:38.000 --> 00:07:41.000]  能夠將你的道去實踐出來
[00:07:41.000 --> 00:07:44.000]  讓孩子成為你流通的管子
[00:07:44.000 --> 00:07:46.000]  以致我能夠去宣講你話語的時候
[00:07:46.000 --> 00:07:48.000]  也都有聖靈的同在
[00:07:48.000 --> 00:07:52.000]  無論在我和在台下的每一個電視節目裡
[00:07:52.000 --> 00:07:55.000]  以致我們被你的話語所充滿的時候
[00:07:55.000 --> 00:07:59.000]  我們就能夠活出成為一個屬你門徒的群體
[00:07:59.000 --> 00:08:00.000]  求主幫助我們
[00:08:00.000 --> 00:08:01.000]  帶領我們這一刻的時間
[00:08:01.000 --> 00:08:05.000]  禱告奉耶穌基督名求 阿門
[00:08:05.000 --> 00:08:10.000]  在這個經文裡提醒我們敬佛的本質
[00:08:10.000 --> 00:08:13.000]  當敵人包圍著以色列人的時候
[00:08:13.000 --> 00:08:16.000]  他們不是在一個堡壘去保護著自己
[00:08:16.000 --> 00:08:19.000]  而是在一個祭壇
[00:08:19.000 --> 00:08:22.000]  在軍事上這是不合時宜的
[00:08:22.000 --> 00:08:26.000]  但在屬靈的真諦上是最聰明和最優先的
[00:08:26.000 --> 00:08:31.000]  經文記載了約書亞在以巴盧沙捉這個祭壇
[00:08:31.000 --> 00:08:33.000]  先決條件是什麼呢?
[00:08:33.000 --> 00:08:34.000]  就是黃色的字
[00:08:34.000 --> 00:08:38.000]  沒有動過鐵器的整塊石頭所捉的
[00:08:38.000 --> 00:08:43.000]  什麼叫做沒有動過鐵器的整塊石頭呢?
[00:08:43.000 --> 00:08:48.000]  為什麼這塊石頭是沒有曾經雕琢過
[00:08:48.000 --> 00:08:50.000]  沒有作過的這塊石呢?
[00:08:50.000 --> 00:08:54.000]  因為從來沒有任何的雕琢在上面
[00:08:54.000 --> 00:09:00.000]  而這個經文原文的整塊是Shanam
[00:09:00.000 --> 00:09:04.000]  和我們很熟悉的Shalom很相似
[00:09:04.000 --> 00:09:06.000]  平安 有這樣的意思在裡面
[00:09:06.000 --> 00:09:08.000]  整塊石頭的意思就是說
[00:09:08.000 --> 00:09:13.000]  是一個完整、整全、未經人為處理的
[00:09:13.000 --> 00:09:16.000]  這個石頭是沒有雕琢過
[00:09:16.000 --> 00:09:20.000]  去過給其他偶像的敬拜的
[00:09:20.000 --> 00:09:26.000]  當中有一個很重要的敬拜的屬靈的心意
[00:09:26.000 --> 00:09:30.000]  神要我們的敬拜不是參雜了迦南人
[00:09:30.000 --> 00:09:33.000]  或者其他拜偶像形式的元素在裡面
[00:09:33.000 --> 00:09:37.000]  不要有一個華麗的雕刻的石壇在上面
[00:09:37.000 --> 00:09:39.000]  神看重的敬拜
[00:09:39.000 --> 00:09:42.000]  也不會參雜一些異教的色彩在裡面
[00:09:42.000 --> 00:09:45.000]  我們的敬拜的心就像這樣說
[00:09:45.000 --> 00:09:51.000]  必須是純潔的、真誠的、單一的、一心一意的
[00:09:51.000 --> 00:09:56.000]  這一刻我們就在參加崇拜
[00:09:56.000 --> 00:09:59.000]  所以讓我們這一刻摸一下我們的心
[00:09:59.000 --> 00:10:02.000]  靜下來反問一下自己
[00:10:02.000 --> 00:10:04.000]  為什麼我們今天要回來崇拜呢?
[00:10:04.000 --> 00:10:08.000]  是不是帶著一份單純的愛
[00:10:08.000 --> 00:10:11.000]  來到上帝的面前去敬拜祂呢?
[00:10:11.000 --> 00:10:14.000]  還是為了來陪家人
[00:10:14.000 --> 00:10:17.000]  或者是負上了一個宗教責任呢?
[00:10:17.000 --> 00:10:20.000]  這個問題我也在問自己
[00:10:20.000 --> 00:10:22.000]  我每個星期回來崇拜 為什麼呢?
[00:10:22.000 --> 00:10:24.000]  那當然沒辦法了 我是主任牧師嘛
[00:10:24.000 --> 00:10:27.000]  這也是一個好做的職責
[00:10:27.000 --> 00:10:29.000]  但我感恩的是
[00:10:29.000 --> 00:10:33.000]  在上年的時候
[00:10:33.000 --> 00:10:38.000]  我有三個月真的放下了一切的侍奉崗位
[00:10:38.000 --> 00:10:41.000]  再沒有什麼主任牧師、傳道牧者的職份
[00:10:41.000 --> 00:10:43.000]  但我仍然很渴望
[00:10:43.000 --> 00:10:48.000]  每個星期去到教會去敬拜我們的主
[00:10:48.000 --> 00:10:52.000]  仍然很渴望被上帝的愛吸引
[00:10:52.000 --> 00:10:55.000]  透過詩歌去讚美神的時候
[00:10:55.000 --> 00:10:59.000]  就是一份最開心、最平安的時間
[00:10:59.000 --> 00:11:02.000]  我也很需要被神的話語充滿在我的生命裡
[00:11:02.000 --> 00:11:06.000]  這就是我在那三個月
[00:11:06.000 --> 00:11:10.000]  反省為什麼自己還要去崇拜的一些得著
[00:11:10.000 --> 00:11:13.000]  領子妹 今天你回來教會
[00:11:13.000 --> 00:11:15.000]  是為了什麼而回來呢?
[00:11:15.000 --> 00:11:18.000]  讓我們真的好像經文提醒我們
[00:11:18.000 --> 00:11:21.000]  有一份平安的心
[00:11:21.000 --> 00:11:24.000]  純潔的心、真誠的心、單一的心
[00:11:24.000 --> 00:11:28.000]  來到主的面前
[00:11:28.000 --> 00:11:32.000]  當耶穌跟以色列人獻上祭壇的時候
[00:11:32.000 --> 00:11:36.000]  他們獻的是梵祭和平安祭
[00:11:36.000 --> 00:11:40.000]  梵祭提醒了我們是一個完全的獻上
[00:11:40.000 --> 00:11:43.000]  毫無保留地將整個祭物
[00:11:43.000 --> 00:11:46.000]  完完全全呈獻到上帝的面前
[00:11:46.000 --> 00:11:48.000]  意思就是說我們要將上帝
[00:11:48.000 --> 00:11:50.000]  放在我們生命的第一位
[00:11:50.000 --> 00:11:52.000]  祂是最重要的
[00:11:52.000 --> 00:11:55.000]  而平安祭就是一份感謝祭
[00:11:55.000 --> 00:11:57.000]  一份甘心樂意的獻祭
[00:11:57.000 --> 00:12:01.000]  獻祭者可以將他的獻祭肉
[00:12:01.000 --> 00:12:05.000]  和祭司和他的家人去分享
[00:12:05.000 --> 00:12:11.000]  也象徵著上帝願意和人分享祂的生命
[00:12:11.000 --> 00:12:14.000]  所以平安祭背後也有一個
[00:12:14.000 --> 00:12:17.000]  人與神、人與人之間
[00:12:17.000 --> 00:12:19.000]  一個美好的團契的關係
[00:12:19.000 --> 00:12:21.000]  以色列人就在祭壇當中
[00:12:21.000 --> 00:12:25.000]  向耶和華表示最深的一份謝意
[00:12:25.000 --> 00:12:28.000]  表明了他們願意在神當中
[00:12:28.000 --> 00:12:33.000]  建立一份生命相連的團契
[00:12:33.000 --> 00:12:37.000]  這也帶給我們一些屬靈的反省
[00:12:37.000 --> 00:12:39.000]  很多時候我們的心態
[00:12:39.000 --> 00:12:42.000]  有時候回教會會這樣想
[00:12:42.000 --> 00:12:45.000]  等我忙完才回來
[00:12:45.000 --> 00:12:48.000]  這個星期有很多事情要做
[00:12:48.000 --> 00:12:50.000]  又要加班
[00:12:50.000 --> 00:12:54.000]  又要溫習準備考試
[00:12:54.000 --> 00:12:59.000]  或者媽媽爸爸要陪兒子去溫習
[00:12:59.000 --> 00:13:04.000]  或者很多朋友要陪朋友去北上
[00:13:04.000 --> 00:13:06.000]  沒空回教會
[00:13:06.000 --> 00:13:10.000]  我們有很多藉口令我們回不了來崇拜
[00:13:10.000 --> 00:13:12.000]  但是你看看以色列人
[00:13:12.000 --> 00:13:14.000]  他們在這樣的情況下
[00:13:14.000 --> 00:13:17.000]  在一個乘勝追擊的黃金機會下
[00:13:17.000 --> 00:13:24.000]  他們選擇停下來要去敬拜
[00:13:24.000 --> 00:13:26.000]  不知道大家有沒有看過這部電影
