
[00:00:00.000 --> 00:00:02.320]  教會是甚麼來的
[00:00:02.320 --> 00:00:04.520]  大家記不記得呢
[00:00:04.520 --> 00:00:07.000]  原來教會不是一個會
[00:00:07.000 --> 00:00:11.720]  亦都不是一個宗教的組織
[00:00:11.720 --> 00:00:14.760]  更加不是一棟的建築物
[00:00:14.760 --> 00:00:19.640]  而是弟兄姊妹一個屬靈溫馨的家
[00:00:19.640 --> 00:00:23.160]  這個家就是以永生神
[00:00:23.160 --> 00:00:26.120]  來做我們教會的元帥
[00:00:26.120 --> 00:00:31.800]  教會都是由一班蒙主恩得救的罪人
[00:00:31.800 --> 00:00:35.480]  聚在一起來認識神
[00:00:35.480 --> 00:00:38.240]  來敬拜我們的神
[00:00:38.240 --> 00:00:40.800]  所以弟兄姊妹在教會
[00:00:40.800 --> 00:00:46.520]  要學習包容和你自己的性格不同的弟兄姊妹
[00:00:46.520 --> 00:00:48.960]  怎樣去互相配搭
[00:00:48.960 --> 00:00:51.080]  發揮你的恩賜
[00:00:51.080 --> 00:00:55.000]  來一起去建立教會
[00:00:55.000 --> 00:00:59.680]  教會就是一個實踐愛的最好的地方
[00:00:59.680 --> 00:01:02.720]  所以我們教會最好是甚麼
[00:01:02.720 --> 00:01:04.720]  是實踐愛的地方
[00:01:04.720 --> 00:01:08.560]  我們看回基督徒
[00:01:08.560 --> 00:01:12.480]  要學習彼此關愛的關係
[00:01:12.480 --> 00:01:15.480]  這個關係大家想一想
[00:01:15.480 --> 00:01:20.840]  這個關係是用甚麼來維繫
[00:01:20.840 --> 00:01:23.720]  才能夠去持續呢
[00:01:23.720 --> 00:01:28.680]  才能夠去恆久呢
[00:01:28.680 --> 00:01:32.800]  當我們今天再去查考這段經文
[00:01:32.800 --> 00:01:35.600]  提摩太前書第三章十五節
[00:01:35.600 --> 00:01:37.280]  很清楚告訴我們
[00:01:37.280 --> 00:01:40.520]  這個家就是永生神的教會
[00:01:40.520 --> 00:01:45.800]  真理的儲石和禁忌
[00:01:45.800 --> 00:01:48.960]  我們就嘗試從聖經真理裏面
[00:01:48.960 --> 00:01:51.400]  來找這個答案
[00:01:51.400 --> 00:01:54.800]  答案就是這個關係用甚麼來維繫
[00:01:54.800 --> 00:01:56.600]  才能夠去長久
[00:01:56.600 --> 00:01:59.880]  我剛才所讀的經文
[00:01:59.880 --> 00:02:02.560]  這家是永生神的教會
[00:02:02.560 --> 00:02:05.880]  永生神的永生
[00:02:05.880 --> 00:02:08.600]  希臘原文的解釋是甚麼呢
[00:02:08.600 --> 00:02:13.520]  是不死和活著的意思
[00:02:13.520 --> 00:02:17.400]  其實我們看回近年不少的人
[00:02:17.400 --> 00:02:20.640]  都相信新紀元運動的說法
[00:02:20.640 --> 00:02:22.720]  那新紀元的運動是甚麼呢
[00:02:22.720 --> 00:02:28.080]  就是人可以靠自己做運動去冥想
[00:02:28.080 --> 00:02:31.200]  又或者吃有機的食物
[00:02:31.200 --> 00:02:34.440]  又或者用一些維他命或者補充劑
[00:02:34.440 --> 00:02:39.360]  就能夠活到150歲
[00:02:39.360 --> 00:02:41.440]  但弟兄姊妹你想一想
[00:02:41.440 --> 00:02:46.400]  就算你的身體活到150歲
[00:02:46.400 --> 00:02:50.400]  和永生能不能夠去相比
[00:02:50.400 --> 00:02:52.080]  能不能夠去相比
[00:02:52.080 --> 00:02:52.920]  不能夠
[00:02:52.920 --> 00:02:55.720]  大家都知道
[00:02:55.720 --> 00:03:00.960]  永生亦都是指復活的意思
[00:03:00.960 --> 00:03:04.400]  雖然永生神在新約聖經裏面
[00:03:04.400 --> 00:03:10.120]  很多時候是指創造宇宙萬物的天賦
[00:03:10.120 --> 00:03:13.760]  但在《提摩太前書》第三章十五節
[00:03:13.760 --> 00:03:19.920]  一個永生神是指復活的主耶穌基督
[00:03:19.920 --> 00:03:22.720]  所以永生神的教會
[00:03:22.720 --> 00:03:28.400]  就是屬於主耶穌的教會
[00:03:28.400 --> 00:03:30.120]  我們讀兩次好嗎
[00:03:30.120 --> 00:03:35.000]  永生神的教會是屬於主耶穌的教會
[00:03:35.000 --> 00:03:39.800]  永生神的教會是屬於主耶穌的教會
[00:03:39.800 --> 00:03:40.920]  大家有沒有讀到
[00:03:40.920 --> 00:03:42.960]  永生神的教會是甚麼
[00:03:42.960 --> 00:03:47.080]  屬於主耶穌的教會
[00:03:47.080 --> 00:03:48.240]  我們看回
[00:03:48.240 --> 00:03:50.040]  所以永生神的教會
[00:03:50.040 --> 00:03:52.120]  既然是屬於主耶穌的教會
[00:03:52.120 --> 00:03:53.400]  即是說
[00:03:53.400 --> 00:03:57.440]  很清楚《提摩太前書》三章十五節
[00:03:57.440 --> 00:04:02.560]  再要讓我們更加詳細去看到
[00:04:02.560 --> 00:04:06.040]  永生神主耶穌的教會
[00:04:06.040 --> 00:04:07.600]  不單止是永生神的教會
[00:04:07.600 --> 00:04:08.960]  再加一句
[00:04:08.960 --> 00:04:10.720]  這段經文是講主耶穌
[00:04:10.720 --> 00:04:13.520]  永生神主耶穌的教會
[00:04:13.520 --> 00:04:20.440]  就是真理的儲石和根基
[00:04:20.440 --> 00:04:22.800]  我們想想
[00:04:22.800 --> 00:04:24.680]  甚麼是真理
[00:04:24.680 --> 00:04:26.560]  不是我真理那種
[00:04:26.560 --> 00:04:28.000]  不是我不喜歡你
[00:04:28.000 --> 00:04:29.720]  我會真死你那種
[00:04:29.720 --> 00:04:32.240]  甚麼是真理呢
[00:04:32.240 --> 00:04:36.760]  真理是指真道
[00:04:36.760 --> 00:04:39.800]  真真實實去講關於神的事
[00:04:39.800 --> 00:04:43.640]  真真實實去講一個屬靈的真相
[00:04:43.640 --> 00:04:46.080]  這個就是真理
[00:04:46.080 --> 00:04:47.680]  儲石
[00:04:47.680 --> 00:04:49.320]  你看看
[00:04:49.320 --> 00:04:50.640]  這個儲石
[00:04:50.640 --> 00:04:52.200]  就是指棟樑
[00:04:52.200 --> 00:04:58.800]  或者一條支柱
[00:04:58.800 --> 00:05:01.960]  這條支柱是垂直的柱
[00:05:01.960 --> 00:05:03.000]  我們看回
[00:05:03.000 --> 00:05:04.560]  這條支柱
[00:05:04.560 --> 00:05:08.160]  一定要夠堅硬才可以
[00:05:08.160 --> 00:05:18.320]  這條支柱要堅硬才能由底部向上支撐屋頂的重量
[00:05:18.320 --> 00:05:21.640]  這個就是支柱
[00:05:21.640 --> 00:05:24.520]  那根基呢
[00:05:24.520 --> 00:05:27.440]  根基是甚麼意思呢
[00:05:27.440 --> 00:05:29.480]  根基就可以解釋
[00:05:29.480 --> 00:05:34.080]  支撐那條支柱的陣
[00:05:34.080 --> 00:05:38.160]  看不看得到陣
[00:05:38.160 --> 00:05:45.760]  根基是向橫去承托那條支柱
[00:05:45.760 --> 00:05:48.960]  而根基一定要夠堅固
[00:05:48.960 --> 00:05:51.960]  否則就會倒塌
[00:05:51.960 --> 00:06:03.280]  根基要夠堅固才可以承托向上支柱所壓下來的重量
[00:06:03.280 --> 00:06:06.040]  其實我們看回
[00:06:06.040 --> 00:06:09.160]  教會的儲石
[00:06:09.160 --> 00:06:12.600]  在聖經另一處
[00:06:12.600 --> 00:06:17.480]  其實有一個更深的意義
[00:06:17.480 --> 00:06:20.880]  在加勒太書第二章第九節
[00:06:20.880 --> 00:06:22.760]  上半節我們一齊去讀
[00:06:22.760 --> 00:06:34.440]  「而未起,又知道所賜給我的恩典,那稱為教會儲石的雅各、基法、約翰」
[00:06:34.440 --> 00:06:36.640]  這裡很清楚說甚麼
[00:06:36.640 --> 00:06:41.320]  教會的儲石明顯是指甚麼
[00:06:41.320 --> 00:06:45.720]  指哪些
[00:06:45.720 --> 00:06:48.320]  雅各、基法是誰
[00:06:48.320 --> 00:06:50.720]  彼得和約翰
[00:06:50.720 --> 00:06:54.240]  即是說是一群使徒
[00:06:54.240 --> 00:06:59.880]  教會的儲石是指主耶穌的聖徒
[00:06:59.880 --> 00:07:05.400]  原來主耶穌的教會就是一群真心真意
[00:07:05.400 --> 00:07:08.480]  來跟從主的聖徒
[00:07:08.480 --> 00:07:11.560]  就好像儲石一樣
[00:07:11.560 --> 00:07:13.960]  去支撐神的道
[00:07:13.960 --> 00:07:18.480]  來高舉神的真理
[00:07:18.480 --> 00:07:26.400]  讓我有少少的示範
[00:07:26.400 --> 00:07:30.600]  這裡有一個模型
[00:07:30.600 --> 00:07:37.200]  一個是禁忌
[00:07:37.200 --> 00:07:39.320]  一個是儲子
[00:07:39.320 --> 00:07:42.160]  你見到三條柱
[00:07:42.160 --> 00:07:44.600]  是在支撐甚麼呢
[00:07:44.600 --> 00:07:47.080]  是在支撐甚麼
[00:07:47.080 --> 00:07:48.720]  看一看
[00:07:48.720 --> 00:07:53.400]  是在支撐真理
[00:07:53.400 --> 00:07:56.240]  在那段經文中
[00:07:56.240 --> 00:07:58.840]  亦都告訴我們
[00:07:58.840 --> 00:08:08.240]  由甚麼來支撐真理呢
[00:08:08.240 --> 00:08:11.280]  看不看得到
[00:08:11.280 --> 00:08:12.320]  看不看得到
[00:08:12.320 --> 00:08:14.560]  這些是甚麼
[00:08:14.560 --> 00:08:24.520]  就是真心真意跟從主的弟兄姊妹
[00:08:24.520 --> 00:08:30.560]  原來教會就是一群頂子妹
[00:08:30.560 --> 00:08:35.800]  來活出聖經真理
[00:08:35.800 --> 00:08:40.840]  這群頂子妹就是教會
[00:08:40.840 --> 00:08:46.440]  當我們去明白到這個道理之後
[00:08:46.440 --> 00:08:48.240]  我們再看一看
[00:08:48.240 --> 00:08:54.080]  在哥倫多後書第六章第六節
[00:08:54.080 --> 00:08:58.560]  我們一同來中讀
[00:08:58.560 --> 00:09:00.240]  預備起
[00:09:00.240 --> 00:09:05.520]  神的殿和偶像有甚麼相同呢
[00:09:05.520 --> 00:09:09.360]  因為我們是永生神的殿
[00:09:09.360 --> 00:09:11.520]  就如神曾說
[00:09:11.520 --> 00:09:15.600]  我要在他們中間居住
[00:09:15.600 --> 00:09:18.640]  在他們中間來往
[00:09:18.640 --> 00:09:21.000]  我要作他們的神
[00:09:21.000 --> 00:09:23.880]  他們要作我的子民
[00:09:23.880 --> 00:09:26.760]  這裏很清楚說主耶穌基督的教會
[00:09:26.760 --> 00:09:29.160]  不是一個建築物
[00:09:29.160 --> 00:09:35.760]  而是一群基督耶穌的信徒聚在一起
[00:09:35.760 --> 00:09:39.200]  這群信徒就是要高舉
[00:09:39.200 --> 00:09:41.440]  要實踐真理
[00:09:41.440 --> 00:09:46.960]  和遠離世俗污穢的一群人
[00:09:46.960 --> 00:09:48.520]  就是要實踐真理
[00:09:48.520 --> 00:09:49.920]  要高舉真理
[00:09:49.920 --> 00:09:53.360]  來遠離世俗污穢的信徒
[00:09:53.360 --> 00:09:57.360]  我們看回主耶穌的教會是甚麼
[00:09:57.360 --> 00:09:59.200]  我們一起來讀一次
[00:09:59.200 --> 00:10:00.440]  我們高舉真理的時候
[00:10:00.440 --> 00:10:04.200]  可不可以一同舉起這兩隻手
[00:10:04.200 --> 00:10:05.800]  我們預備起
[00:10:05.800 --> 00:10:09.440]  主耶穌的教會就是一群高舉真理
[00:10:09.440 --> 00:10:11.040]  實踐真理
[00:10:11.040 --> 00:10:14.280]  遠離世俗污穢的信徒
[00:10:14.280 --> 00:10:16.800]  一起來聚在一起
[00:10:16.800 --> 00:10:19.520]  主耶穌的教會是甚麼
[00:10:19.520 --> 00:10:21.600]  是高舉真理
[00:10:21.600 --> 00:10:23.160]  實踐真理
[00:10:23.160 --> 00:10:26.320]  遠離世俗污穢的一群信徒
[00:10:26.320 --> 00:10:27.400]  走在一起
[00:10:27.400 --> 00:10:29.280]  這個就是教會
[00:10:29.280 --> 00:10:32.960]  所以一個高舉神的真理
[00:10:32.960 --> 00:10:34.320]  對於我們個人來說
[00:10:34.320 --> 00:10:36.840]  對於整個世界來說
[00:10:36.840 --> 00:10:41.040]  其實是有一個重大的意義
[00:10:41.040 --> 00:10:43.400]  它是很重要的
[00:10:43.400 --> 00:10:47.000]  可能有人會認為
[00:10:47.000 --> 00:10:48.720]  信就行了
[00:10:48.720 --> 00:10:50.560]  信了就行了
[00:10:50.560 --> 00:10:53.680]  何必經常講真理
[00:10:53.680 --> 00:10:59.040]  好像給人一個很大的壓力
[00:11:03.640 --> 00:11:06.200]  有些人就會這樣問
[00:11:06.200 --> 00:11:09.160]  你講多些笑就行了
[00:11:09.160 --> 00:11:11.320]  每個人回來多輕鬆
[00:11:11.320 --> 00:11:12.600]  又或者講多些
[00:11:12.600 --> 00:11:14.640]  怎樣去處理人際關係
[00:11:14.640 --> 00:11:16.000]  怎樣去教子女
[00:11:16.000 --> 00:11:17.520]  講多些時事不就更好
[00:11:17.520 --> 00:11:21.120]  何必搞得這麼嚴肅
[00:11:21.120 --> 00:11:23.480]  沒錯 弟兄姊妹
[00:11:23.480 --> 00:11:26.320]  講人人喜歡聽的東西
[00:11:26.320 --> 00:11:28.200]  很容易的
[00:11:28.200 --> 00:11:29.040]  如果是這樣
[00:11:29.040 --> 00:11:31.000]  我和我的同工
[00:11:31.000 --> 00:11:32.920]  有時候要預備講章的時候
[00:11:32.920 --> 00:11:35.800]  我都不用通宵達旦
[00:11:35.800 --> 00:11:40.800]  我昨晚才睡了幾個小時
[00:11:40.800 --> 00:11:42.720]  如果是這樣做的時候
[00:11:42.720 --> 00:11:44.760]  我們工作量自然輕鬆得多
[00:11:44.760 --> 00:11:46.880]  來到去減少得多
[00:11:46.880 --> 00:11:47.680]  一起去玩
[00:11:47.680 --> 00:11:50.720]  為甚麼要研讀真理
[00:11:50.720 --> 00:11:54.480]  但是神所託付給教會
[00:11:54.480 --> 00:11:57.840]  就要高舉真理
[00:11:57.840 --> 00:12:00.920]  好像近年
[00:12:00.920 --> 00:12:04.600]  有些出名的中藥店
[00:12:04.600 --> 00:12:06.720]  它就經常標榜著甚麼
[00:12:06.720 --> 00:12:10.520]  它經常標榜著我們賣高質素
[00:12:10.520 --> 00:12:14.640]  正牌貨品的心融海味
[00:12:14.640 --> 00:12:16.400]  我不知為甚麼
[00:12:16.400 --> 00:12:19.160]  香港人我真的覺得越整越有錢
[00:12:19.160 --> 00:12:20.720]  越整越富貴
[00:12:20.720 --> 00:12:24.240]  幾百元一兩的燕窩
[00:12:24.240 --> 00:12:26.760]  不會搶著買
[00:12:26.760 --> 00:12:28.960]  反而搶著買是甚麼
[00:12:28.960 --> 00:12:32.280]  是幾千元一兩的蟲草
