
[00:00:00.000 --> 00:00:04.640]  今天我想和大家繼續閱讀這段經文
[00:00:04.640 --> 00:00:06.800]  我們希望在這段經文裡面
[00:00:06.800 --> 00:00:11.680]  我們能夠看得到耶穌的教導是甚麼
[00:00:11.680 --> 00:00:15.760]  這本神蹟記載我們知道大概的內容
[00:00:15.760 --> 00:00:18.960]  不過我們很可能沒有留意一些細節
[00:00:18.960 --> 00:00:21.680]  我們先看看門徒
[00:00:21.680 --> 00:00:23.760]  在整個神蹟的記載裡面
[00:00:23.760 --> 00:00:28.320]  似乎沒有花很多筆墨去描繪著那班群眾
[00:00:28.320 --> 00:00:31.440]  是甚麼反應或是甚麼行動
[00:00:31.440 --> 00:00:34.480]  群眾的出現和吃飽的情節
[00:00:34.480 --> 00:00:37.080]  都是很簡單地記載
[00:00:37.080 --> 00:00:39.120]  不過在這個記載裡面
[00:00:39.120 --> 00:00:44.480]  特別門徒的角色是非常重要的
[00:00:44.480 --> 00:00:48.960]  我們記得在這個神蹟的故事一開始的時候
[00:00:48.960 --> 00:00:54.040]  門徒是被耶穌所差遣到其他地方去服侍的
[00:00:54.040 --> 00:00:59.080]  聖經在第六章前的一些地方也有記載到
[00:00:59.080 --> 00:01:01.240]  試圖出去傳道
[00:01:01.240 --> 00:01:02.960]  叫人去悔改
[00:01:02.960 --> 00:01:04.800]  也有趕鬼
[00:01:04.800 --> 00:01:07.200]  有治病的時間
[00:01:07.200 --> 00:01:11.040]  其實這班門徒是在經歷很多神蹟的奇事
[00:01:11.040 --> 00:01:12.600]  在吳永如的故事裡面
[00:01:12.600 --> 00:01:15.040]  耶穌分餅的時候
[00:01:15.040 --> 00:01:17.960]  其實門徒也不是袖手旁觀的人
[00:01:17.960 --> 00:01:20.160]  他一直看著耶穌怎樣去分餅
[00:01:20.160 --> 00:01:22.000]  他也負責去派餅
[00:01:22.000 --> 00:01:25.760]  當他們一群群眾吃完東西之後
[00:01:25.760 --> 00:01:29.040]  他也負責去收集那些碎屑
[00:01:29.040 --> 00:01:31.560]  有十二個籃子那麼多
[00:01:31.560 --> 00:01:35.480]  我相信其實門徒是很近距離
[00:01:35.480 --> 00:01:40.120]  很親身去經歷耶穌這些神蹟奇事
[00:01:40.120 --> 00:01:44.440]  既然門徒常常見到耶穌行神蹟奇事
[00:01:44.440 --> 00:01:48.800]  也和耶穌的關係這麼親密的話
[00:01:48.800 --> 00:01:50.680]  我們就覺得很奇怪
[00:01:50.680 --> 00:01:53.320]  為什麼當耶穌和門徒去說
[00:01:53.320 --> 00:01:55.680]  「你們給他們吃吧」的時候
[00:01:55.680 --> 00:01:59.040]  門徒的反應是這麼令人詫異的
[00:01:59.040 --> 00:02:03.360]  如果我們細心再看六章三十七節的門徒的應對
[00:02:03.360 --> 00:02:05.160]  我們就會覺得有點奇怪
[00:02:05.160 --> 00:02:06.680]  門徒的應對是
[00:02:06.680 --> 00:02:12.960]  「我們要拿兩百個銀幣去買餅給他們吃」
[00:02:12.960 --> 00:02:16.280]  當然中文字就沒有那個語氣
[00:02:16.280 --> 00:02:18.400]  有時候不是很清楚
[00:02:18.400 --> 00:02:20.400]  不過我自己猜測估計
[00:02:20.400 --> 00:02:21.960]  用廣東話來說
[00:02:21.960 --> 00:02:24.400]  門徒見到耶穌跟他們說
[00:02:24.400 --> 00:02:25.920]  「你們給他們吃吧」
[00:02:25.920 --> 00:02:27.240]  門徒可能的反應是
[00:02:27.240 --> 00:02:33.720]  「難道我們拿著二百個錢幣去買餅給那些人吃嗎?」
[00:02:33.720 --> 00:02:36.040]  你就知道那個語氣、態度
[00:02:36.040 --> 00:02:38.240]  你就知道其實沒什麼可能
[00:02:38.240 --> 00:02:42.720]  二百個銀幣相當於那個時代大概二百天的工錢
[00:02:42.720 --> 00:02:45.120]  大概八個月的人工左右
[00:02:45.120 --> 00:02:50.840]  這裡想說的不是門徒有八個月的人工那麼多錢
[00:02:50.840 --> 00:02:53.120]  而是門徒要告訴耶穌
[00:02:53.120 --> 00:02:55.400]  即使我們有那麼多錢
[00:02:55.400 --> 00:03:00.280]  也不夠供應給一萬人那麼多
[00:03:00.280 --> 00:03:03.480]  事實上這個判斷很合理
[00:03:03.480 --> 00:03:05.280]  很理性
[00:03:05.280 --> 00:03:06.720]  很正常
[00:03:06.720 --> 00:03:08.240]  從現實的角度來看
[00:03:08.240 --> 00:03:11.280]  門徒這個反應可以說合情合理
[00:03:11.280 --> 00:03:12.880]  不過我們仍然要問
[00:03:12.880 --> 00:03:15.760]  聖經作者這樣去記載門徒這些反應
[00:03:15.760 --> 00:03:19.480]  給我們什麼提醒和訊息?
[00:03:19.480 --> 00:03:22.000]  門徒跟耶穌的關係那麼親密
[00:03:22.000 --> 00:03:25.960]  他們是不是應該有另一些的反應?
[00:03:25.960 --> 00:03:29.520]  門徒常常都經歷到跟耶穌一起的侍奉
[00:03:29.520 --> 00:03:30.960]  不過常常跟祂侍奉
[00:03:30.960 --> 00:03:33.560]  甚至侍奉得很有果效
[00:03:33.560 --> 00:03:40.480]  也不代表這班門徒是真正認識祂眼前這位耶穌
[00:03:40.480 --> 00:03:42.960]  方書的作者描繪門徒
[00:03:42.960 --> 00:03:45.000]  不單止在這個故事裡面
[00:03:45.000 --> 00:03:48.120]  讓我們覺得這個回應是比較噁心一點
[00:03:48.120 --> 00:03:50.040]  並且他多次提醒我們
[00:03:50.040 --> 00:03:52.880]  這班門徒其實很愚頑
[00:03:52.880 --> 00:03:54.320]  他們常常都不明白
[00:03:54.320 --> 00:03:58.440]  耶穌所作的神蹟騎士的意義是什麼
[00:03:58.440 --> 00:03:59.520]  不止一次
[00:03:59.520 --> 00:04:01.560]  是很多次這樣敘述
[00:04:01.560 --> 00:04:04.480]  在一段經文後面
[00:04:04.480 --> 00:04:05.760]  六章五十二節
[00:04:05.760 --> 00:04:07.840]  也記載過一個這樣的內容
[00:04:07.840 --> 00:04:10.720]  「這是因為他們不明白那婚餅的事」
[00:04:10.720 --> 00:04:12.880]  婚餅的事就是吳秉儀的事
[00:04:12.880 --> 00:04:16.280]  「心裡還是如幻」
[00:04:16.280 --> 00:04:18.360]  在這一節的經文五十二節之前
[00:04:18.360 --> 00:04:22.960]  就是在說耶穌行在水面上的神蹟
[00:04:22.960 --> 00:04:25.280]  門徒看到耶穌行在水面上
[00:04:25.280 --> 00:04:26.960]  以為是鬼怪
[00:04:26.960 --> 00:04:28.640]  就很驚慌
[00:04:28.640 --> 00:04:31.160]  不過聖經的作者藉著這件事
[00:04:31.160 --> 00:04:32.440]  就去責備門徒
[00:04:32.440 --> 00:04:34.440]  就用了這句話
[00:04:34.440 --> 00:04:36.600]  他認不出耶穌行在水面上
[00:04:36.600 --> 00:04:37.560]  他們驚慌
[00:04:37.560 --> 00:04:39.280]  跟他不明白婚餅的事
[00:04:39.280 --> 00:04:41.160]  為什麼會有關係呢?
[00:04:41.160 --> 00:04:43.120]  聖經的作者就是這樣記載
[00:04:43.120 --> 00:04:44.960]  因為他們不明白婚餅的事
[00:04:44.960 --> 00:04:46.600]  所以他們心裡還是如幻
[00:04:46.600 --> 00:04:49.000]  所以他們是驚慌
[00:04:49.000 --> 00:04:50.600]  不止是這一次
[00:04:50.600 --> 00:04:52.600]  在馬科音的後面
[00:04:52.600 --> 00:04:53.600]  第八章
[00:04:53.600 --> 00:04:55.320]  八章十七節至二十一節
[00:04:55.320 --> 00:04:57.400]  耶穌重提這件事
[00:04:57.400 --> 00:04:59.160]  又是說婚餅的事
[00:04:59.160 --> 00:05:00.720]  十七節
[00:05:00.720 --> 00:05:01.760]  我們看不完這麼多節
[00:05:01.760 --> 00:05:03.080]  我抽幾節去看
[00:05:03.080 --> 00:05:04.680]  十七節耶穌說
[00:05:04.680 --> 00:05:07.560]  「你們還不領悟嗎?」
[00:05:07.560 --> 00:05:09.480]  「還不明白嗎?」
[00:05:09.480 --> 00:05:12.200]  「你們的心還是如幻嗎?」
[00:05:12.200 --> 00:05:14.000]  又再一次去責備門徒
[00:05:14.000 --> 00:05:15.560]  是不是如幻呢?
[00:05:15.560 --> 00:05:16.360]  十九節說
[00:05:16.360 --> 00:05:18.200]  「我抹開那五個餅」
[00:05:18.200 --> 00:05:19.080]  「分給五千人」
[00:05:19.080 --> 00:05:21.320]  「你們收拾的碎屑」
[00:05:21.320 --> 00:05:23.560]  「裝滿了多少個籃子?」
[00:05:23.560 --> 00:05:26.080]  「他們說十二個」
[00:05:26.080 --> 00:05:28.200]  事實他們清楚
[00:05:28.200 --> 00:05:30.880]  但意義他們並不清楚
[00:05:30.880 --> 00:05:32.320]  有一節耶穌說
[00:05:32.320 --> 00:05:37.040]  「你們還不明白嗎?」
[00:05:37.040 --> 00:05:38.800]  我們要明白什麼?
[00:05:38.800 --> 00:05:41.520]  門徒要明白什麼?
[00:05:41.520 --> 00:05:44.240]  這件事不是清清白白寫出來了嗎?
[00:05:44.240 --> 00:05:47.680]  還有什麼是不明白的呢?
[00:05:47.680 --> 00:05:49.520]  我們很可能沒有留意到
[00:05:49.520 --> 00:05:51.400]  究竟馬科音的作者
[00:05:51.400 --> 00:05:55.480]  要告訴我們一個什麼重要的訊息
[00:05:55.480 --> 00:05:57.840]  在第八章這一段經文以後
[00:05:57.840 --> 00:06:00.520]  就是耶穌去問門徒
[00:06:00.520 --> 00:06:03.720]  「究竟我是哪一個?」的片段
[00:06:03.720 --> 00:06:05.240]  如果大家記得聖經的記載
[00:06:05.240 --> 00:06:06.040]  就知道
[00:06:06.040 --> 00:06:09.240]  當耶穌問門徒
[00:06:09.240 --> 00:06:11.320]  「我是誰?」的時候
[00:06:11.320 --> 00:06:12.240]  有些門徒回答
[00:06:12.240 --> 00:06:13.320]  「你是以利亞」
[00:06:13.320 --> 00:06:15.280]  「你是那先知」等等
[00:06:15.280 --> 00:06:16.800]  彼得就最厲害了
[00:06:16.800 --> 00:06:19.640]  他說「你是基督」
[00:06:19.640 --> 00:06:21.600]  門徒是直到這一刻
[00:06:21.600 --> 00:06:25.800]  才能夠將耶穌真正的身分說出來
[00:06:25.800 --> 00:06:28.320]  綜合剛才幾段經文告訴我們
[00:06:28.320 --> 00:06:32.600]  其實聖經的作者是一次又一次提醒我們
[00:06:32.600 --> 00:06:35.520]  很可能聖經的作者都怕我們愚頑
[00:06:35.520 --> 00:06:39.720]  都擔心我們不明白真正的意思
[00:06:39.720 --> 00:06:41.800]  就是作者要顯明給我們知道
[00:06:41.800 --> 00:06:45.320]  門徒縱然是和耶穌日夜的相對
[00:06:45.320 --> 00:06:48.080]  經歷過很多侍奉的遭遇
[00:06:48.080 --> 00:06:50.400]  但是他們仍然不明白
[00:06:50.400 --> 00:06:54.160]  耶穌真正的身分
[00:06:54.160 --> 00:06:55.640]  在馬科音的記載裡面
[00:06:55.640 --> 00:06:59.000]  究竟耶穌真正的身分是甚麼呢?
[00:06:59.000 --> 00:07:00.880]  當然我們今天事後再說
[00:07:00.880 --> 00:07:03.280]  我們知道耶穌的身分是甚麼
[00:07:03.280 --> 00:07:05.560]  不過聖經的記載要提醒我們
[00:07:05.560 --> 00:07:07.360]  甚麼是一個重要的身分
[00:07:07.360 --> 00:07:09.640]  耶穌有甚麼重要的身分
[00:07:09.640 --> 00:07:11.960]  是值得我們今天去留意的呢?
[00:07:11.960 --> 00:07:13.920]  亦都是伍秉儀這個故事
[00:07:13.920 --> 00:07:18.360]  真正要告訴我們一個重要的訊息
[00:07:18.360 --> 00:07:20.920]  馬科音六章三十四節說
[00:07:20.920 --> 00:07:22.160]  我們一起讀
[00:07:22.160 --> 00:07:27.520]  「耶穌出來,就連同他們
[00:07:27.520 --> 00:07:31.320]  雖然有同年同月,但有同年同日
[00:07:31.320 --> 00:07:35.880]  與此同時,就有大同的多事」
[00:07:35.880 --> 00:07:39.920]  其他的科音書都有記載伍秉儀的記載
[00:07:39.920 --> 00:07:41.920]  同樣的事跡
[00:07:41.920 --> 00:07:44.240]  亦都有提及到
[00:07:44.240 --> 00:07:49.040]  耶穌見到一大群人憐憫他們
