
[00:00:00.000 --> 00:00:04.800]  要跟各位分享是靈魂體的心聖合一
[00:00:04.800 --> 00:00:09.500]  因為這是我們新年的意象
[00:00:09.500 --> 00:00:16.500]  如果你看我們的週報上面就有一項說是靈魂體的心聖合一
[00:00:16.500 --> 00:00:20.100]  所以我每個月的
[00:00:20.100 --> 00:00:23.800]  理論上是第一個禮拜我會分享這方面的訊息
[00:00:23.800 --> 00:00:25.700]  那包括呢
[00:00:25.700 --> 00:00:28.200]  教會是基督的身體
[00:00:28.300 --> 00:00:31.800]  所以我們也會講到教會的心聖合一等等
[00:00:31.800 --> 00:00:37.200]  那我們一般對靈魂體都有一些了解
[00:00:37.200 --> 00:00:40.000]  一般來說呢
[00:00:40.000 --> 00:00:43.800]  靈
[00:00:43.800 --> 00:00:47.800]  這個英文是叫做Spirit
[00:00:47.800 --> 00:00:51.900]  但是靈跟魂常常會分不清楚
[00:00:51.900 --> 00:00:53.800]  譬如在
[00:00:54.700 --> 00:00:58.000]  這下面有一行約伯記的三十八章二十八節
[00:00:58.000 --> 00:00:59.800]  來我們一起來唸紅的字
[00:00:59.800 --> 00:01:02.800]  神救贖我的靈魂
[00:01:02.800 --> 00:01:04.800]  免入深坑
[00:01:04.800 --> 00:01:07.400]  我的生命也必見光
[00:01:07.400 --> 00:01:10.100]  所以這是約伯說的
[00:01:10.100 --> 00:01:11.400]  他講靈魂
[00:01:11.400 --> 00:01:14.600]  但是Soul呢其實是魂
[00:01:14.600 --> 00:01:17.400]  那麼靈是Spirit
[00:01:17.400 --> 00:01:19.400]  那不管怎麼樣
[00:01:19.400 --> 00:01:21.400]  譬如說我們講神的靈
[00:01:21.400 --> 00:01:23.700]  Spirit of God
[00:01:24.400 --> 00:01:25.100]  聖靈
[00:01:25.100 --> 00:01:26.500]  Holy Spirit
[00:01:26.500 --> 00:01:29.900]  這個世界上有幾種靈啊
[00:01:29.900 --> 00:01:31.000]  各位覺得
[00:01:31.000 --> 00:01:35.300]  三種
[00:01:35.300 --> 00:01:36.900]  還有人的靈
[00:01:36.900 --> 00:01:38.900]  因為
[00:01:38.900 --> 00:01:42.400]  創世紀二章七節他說
[00:01:42.400 --> 00:01:47.400]  他說耶和華用地上的塵土造人
[00:01:47.400 --> 00:01:49.900]  將生氣吞噎在他鼻孔裡面
[00:01:49.900 --> 00:01:52.600]  他就成了有靈的活人
[00:01:53.700 --> 00:01:56.500]  所以我們說人是萬物之靈
[00:01:56.500 --> 00:01:58.900]  魂呢
[00:01:58.900 --> 00:02:01.200]  魂比較不太容易
[00:02:01.200 --> 00:02:02.500]  了解
[00:02:02.500 --> 00:02:04.600]  他其實上是我們的
[00:02:04.600 --> 00:02:06.400]  意志情感
[00:02:06.400 --> 00:02:07.900]  我們的七情六欲
[00:02:07.900 --> 00:02:09.800]  譬如講說
[00:02:09.800 --> 00:02:11.600]  聖經上面有講一個例子
[00:02:11.600 --> 00:02:14.100]  他在撒末爾記上面他說
[00:02:14.100 --> 00:02:16.400]  有一次有一個人叫做拿巴
[00:02:16.400 --> 00:02:18.400]  他是一個老粗不懂事
[00:02:18.400 --> 00:02:20.500]  那麼總之
[00:02:20.500 --> 00:02:23.600]  有一次大衛派人來
[00:02:24.700 --> 00:02:27.100]  請他接進一些食物等
[00:02:27.100 --> 00:02:30.400]  這個他把來的人罵了一頓
[00:02:30.400 --> 00:02:33.100]  他根本不給大衛面子
[00:02:33.100 --> 00:02:35.700]  結果人回去就跟大衛講
[00:02:35.700 --> 00:02:37.100]  大衛就氣得要命說
[00:02:37.100 --> 00:02:38.800]  我要滅了他全家
[00:02:38.800 --> 00:02:41.000]  就派了兵帶了人要來找他
[00:02:41.000 --> 00:02:43.500]  好在拿巴有一個妻子
[00:02:43.500 --> 00:02:44.500]  Abigail
[00:02:44.500 --> 00:02:45.800]  很賢慧
[00:02:45.800 --> 00:02:51.100]  他年夜趕快準備了飯食酒菜
[00:02:52.000 --> 00:02:54.200]  就帶了使女在路上面
[00:02:54.200 --> 00:02:56.700]  等大衛的跟他的手下
[00:02:56.700 --> 00:02:59.700]  然後就跪在夫婦在路中間說
[00:02:59.700 --> 00:03:01.300]  王請息怒
[00:03:01.300 --> 00:03:02.600]  我那個拿巴
[00:03:02.600 --> 00:03:04.500]  你不要跟他計較
[00:03:04.500 --> 00:03:05.700]  他是一個老粗
[00:03:05.700 --> 00:03:06.900]  等等
[00:03:06.900 --> 00:03:09.700]  所以大衛才拿了飯食酒菜
[00:03:09.700 --> 00:03:11.400]  就回府去了
[00:03:11.400 --> 00:03:13.100]  才息了這個怒
[00:03:13.100 --> 00:03:14.600]  那回去的時候
[00:03:14.600 --> 00:03:16.300]  拿巴已經喝酒喝醉了
[00:03:16.300 --> 00:03:18.100]  第二天早上起來
[00:03:18.100 --> 00:03:19.700]  他跟拿巴講這個事情
[00:03:19.700 --> 00:03:21.200]  拿巴怎麼樣
[00:03:21.700 --> 00:03:22.800]  聖經上面說
[00:03:22.800 --> 00:03:23.800]  到了早晨
[00:03:23.800 --> 00:03:25.500]  拿巴醒了酒
[00:03:25.500 --> 00:03:28.500]  他的七江這些事都告訴他
[00:03:28.500 --> 00:03:31.200]  他就魂不附體
[00:03:31.200 --> 00:03:32.800]  對
[00:03:32.800 --> 00:03:35.000]  身僵如石頭一樣
[00:03:35.000 --> 00:03:36.300]  你知道
[00:03:36.300 --> 00:03:37.300]  整個人就僵了
[00:03:37.300 --> 00:03:38.300]  後來真的死掉
[00:03:38.300 --> 00:03:41.500]  所以我們的魂也會影響到我們的體
[00:03:41.500 --> 00:03:42.800]  對不對
[00:03:42.800 --> 00:03:44.400]  你有沒有聽人家講說
[00:03:44.400 --> 00:03:45.800]  我臉下白了
[00:03:45.800 --> 00:03:48.100]  我下得身體發抖了
[00:03:48.100 --> 00:03:49.800]  下得尿都浸不住了
[00:03:50.300 --> 00:03:53.300]  所以我們的魂會影響到我們的體
[00:03:53.300 --> 00:03:55.600]  當然我們的靈也會啦
[00:03:55.600 --> 00:03:56.300]  是不是
[00:03:56.300 --> 00:03:58.000]  那身體呢
[00:03:58.000 --> 00:04:00.600]  我們一般講身體身體就是body
[00:04:00.600 --> 00:04:02.100]  剛才我們說的
[00:04:02.100 --> 00:04:04.800]  保羅在以夫守書說
[00:04:04.800 --> 00:04:05.800]  為要成見聖徒
[00:04:05.800 --> 00:04:06.800]  設進旗子
[00:04:06.800 --> 00:04:08.800]  建立基督的身體
[00:04:08.800 --> 00:04:11.600]  他就是我們的四肢五官
[00:04:11.600 --> 00:04:15.000]  或者我們講的身體法腹
[00:04:15.000 --> 00:04:16.700]  受之父母
[00:04:16.700 --> 00:04:17.600]  是不是
[00:04:17.600 --> 00:04:19.100]  那麼我剛才也說
[00:04:20.200 --> 00:04:22.200]  教會是基督的身體
[00:04:22.200 --> 00:04:24.400]  基督是教會的頭
[00:04:24.400 --> 00:04:26.800]  甚至於我們講的說
[00:04:26.800 --> 00:04:28.900]  我們的小組叫什麼小組啊
[00:04:28.900 --> 00:04:32.100]  我們小組
[00:04:32.100 --> 00:04:33.500]  細胞小組
[00:04:33.500 --> 00:04:34.700]  Cell group
[00:04:34.700 --> 00:04:37.200]  所以細胞小組表示說
[00:04:37.200 --> 00:04:38.900]  好像我們身體的細胞一樣
[00:04:38.900 --> 00:04:40.600]  細胞會不會死啊
[00:04:40.600 --> 00:04:42.200]  會死
[00:04:42.200 --> 00:04:44.400]  我們有好幾個小組就死掉了
[00:04:44.400 --> 00:04:47.100]  細胞也會根深也會茁長
[00:04:47.100 --> 00:04:48.800]  甚至於細胞會分裂
[00:04:48.800 --> 00:04:50.000]  等等
[00:04:50.200 --> 00:04:51.700]  我們的希望求神來
[00:04:51.700 --> 00:04:53.600]  帶領我們讓我們的
[00:04:53.600 --> 00:04:56.400]  細胞小組就跟我們的身體一樣
[00:04:56.400 --> 00:04:59.100]  但千萬不要像約伯說的
[00:04:59.100 --> 00:05:01.100]  求神救贖我的靈魂
[00:05:01.100 --> 00:05:02.100]  免入深坑
[00:05:02.100 --> 00:05:03.500]  我的生命
[00:05:03.500 --> 00:05:05.700]  也必見光
[00:05:05.700 --> 00:05:07.900]  所以讓我們來
[00:05:07.900 --> 00:05:09.100]  講一講
[00:05:09.100 --> 00:05:11.300]  關於我們這個年度的意象
[00:05:11.300 --> 00:05:12.100]  關於這個
[00:05:12.100 --> 00:05:15.100]  靈魂體的新生合一
[00:05:15.100 --> 00:05:17.600]  剛才我們說的創世紀二上七九
[00:05:17.600 --> 00:05:18.900]  我們剛開始練
[00:05:18.900 --> 00:05:20.100]  我們再來練一次
[00:05:20.600 --> 00:05:24.400]  耶和華神用地上的塵土造人
[00:05:24.400 --> 00:05:26.200]  將生氣
[00:05:26.200 --> 00:05:28.000]  吹在他鼻孔裡
[00:05:28.000 --> 00:05:30.800]  他就成了有靈的活人
[00:05:30.800 --> 00:05:32.600]  名叫亞當
[00:05:32.600 --> 00:05:35.200]  所以亞當的意思就是人
[00:05:35.200 --> 00:05:38.800]  但是亞當的身體是怎麼造的
[00:05:38.800 --> 00:05:40.500]  土造
[00:05:40.500 --> 00:05:42.000]  那麼
[00:05:42.000 --> 00:05:44.200]  但是他裡面有
[00:05:44.200 --> 00:05:45.100]  怎麼樣
[00:05:45.100 --> 00:05:47.400]  有神吹進去那口氣
[00:05:48.000 --> 00:05:51.300]  英文講說有靈的活人是說是living creature
[00:05:51.300 --> 00:05:55.100]  所以人是萬物之靈
[00:05:55.100 --> 00:05:56.300]  神沒有吹在
[00:05:56.300 --> 00:05:58.400]  猴子的鼻子裡面
[00:05:58.400 --> 00:06:00.600]  所以你猴子可以
[00:06:00.600 --> 00:06:04.100]  穿西裝打領帶騎腳踏車可以翻跟頭
[00:06:04.100 --> 00:06:05.500]  或者甚至可以
[00:06:05.500 --> 00:06:06.700]  踩高橋
[00:06:06.700 --> 00:06:08.900]  甚至於人模人樣
[00:06:08.900 --> 00:06:11.900]  但他只是有樣學樣
[00:06:11.900 --> 00:06:12.900]  他沒有靈
[00:06:12.900 --> 00:06:14.500]  你知道吧
[00:06:14.500 --> 00:06:16.400]  猴子也可以假裝哭
[00:06:16.400 --> 00:06:19.000]  但是他真的不會向我們流眼淚
[00:06:19.000 --> 00:06:22.300]  但是因為很多時候很奇怪的事情是
[00:06:22.300 --> 00:06:24.700]  我到現在一直想不通也沒有辦法解釋
[00:06:24.700 --> 00:06:26.500]  將來有一天去問神吧
[00:06:26.500 --> 00:06:29.300]  我們有沒有聽說說要殺一隻牛的時候
[00:06:29.300 --> 00:06:30.700]  牛就開始流眼淚嗎
[00:06:30.700 --> 00:06:34.200]  我有聽過我沒看過不知道為什麼
[00:06:34.200 --> 00:06:35.000]  是不是
[00:06:35.000 --> 00:06:38.400]  他是會
[00:06:38.400 --> 00:06:41.400]  我看這個TikTok上面講的
[00:06:41.400 --> 00:06:43.800]  他說有一個牛
[00:06:43.800 --> 00:06:45.500]  被賣掉了
[00:06:46.500 --> 00:06:49.200]  結果要牽他上車他不走過一下他就
[00:06:49.200 --> 00:06:52.400]  回過頭來跑到主人面前就跪下去
[00:06:52.400 --> 00:06:54.600]  跟他磕頭磕完了他就走了
[00:06:54.600 --> 00:06:56.000]  跟著人走了
[00:06:56.000 --> 00:06:57.200]  哎呀
[00:06:57.200 --> 00:06:59.800]  他們是很奇怪的
[00:06:59.800 --> 00:07:00.600]  是不是
[00:07:00.600 --> 00:07:02.300]  你狗最明顯了
[00:07:02.300 --> 00:07:03.400]  是不是
[00:07:03.400 --> 00:07:04.700]  狗他跟你
[00:07:04.700 --> 00:07:07.500]  真的所以說現在師母說他想養一隻狗
[00:07:07.500 --> 00:07:08.700]  我今天女兒說不要不要不要
[00:07:08.700 --> 00:07:10.000]  我家狗放你家好了
[00:07:10.000 --> 00:07:11.700]  哈哈哈哈哈哈
[00:07:11.700 --> 00:07:13.200]  很麻煩的
[00:07:14.600 --> 00:07:17.500]  是啊他很通人意的你知道嗎
[00:07:17.500 --> 00:07:19.900]  所以呢
[00:07:19.900 --> 00:07:21.900]  真的是說
[00:07:21.900 --> 00:07:25.400]  雖然人是萬物之靈
[00:07:25.400 --> 00:07:27.400]  但是在我們裡面
[00:07:27.400 --> 00:07:30.100]  在這個世界充斥著聖靈邪靈
[00:07:30.100 --> 00:07:32.600]  還有我們裡面我們自己的靈
[00:07:32.600 --> 00:07:34.100]  我們的靈叫什麼
[00:07:34.100 --> 00:07:35.900]  叫老我
[00:07:35.900 --> 00:07:39.000]  老我就是你的靈
[00:07:39.000 --> 00:07:42.100]  有的人他的靈牆就是老我牆
[00:07:42.100 --> 00:07:43.700]  他都是我我我
[00:07:44.300 --> 00:07:47.300]  所以我們要求神要監察
[00:07:47.300 --> 00:07:49.900]  我們的心
[00:07:49.900 --> 00:07:51.600]  怎麼說呢
[00:07:51.600 --> 00:07:55.300]  求主監察我們的心呢
[00:07:55.300 --> 00:07:58.200]  讓我們看來歷代至上二十八章九節
[00:07:58.200 --> 00:07:58.800]  他說
[00:07:58.800 --> 00:08:01.100]  我兒守了門呢
[00:08:01.100 --> 00:08:04.700]  你當認識耶和華你父的神
[00:08:04.700 --> 00:08:07.400]  誠心樂意地釋放他
[00:08:07.400 --> 00:08:10.100]  因他監察眾人的心
[00:08:10.100 --> 00:08:13.300]  知道一切心思意念
[00:08:13.700 --> 00:08:15.400]  你若尋求他
[00:08:15.400 --> 00:08:17.600]  他必使你尋見
[00:08:17.600 --> 00:08:19.500]  你若離棄他
[00:08:19.500 --> 00:08:22.500]  他必永遠丟棄你
[00:08:22.500 --> 00:08:23.400]  哈雷路亞
[00:08:23.400 --> 00:08:25.900]  這就是神講的
[00:08:25.900 --> 00:08:28.000]  我們要監察我們的心
[00:08:28.000 --> 00:08:31.800]  甚至於神也監察我們的心
[00:08:31.800 --> 00:08:34.200]  他知道一切人的心
[00:08:34.200 --> 00:08:37.600]  他知道一切人的心思意念
[00:08:37.600 --> 00:08:40.800]  每樣東西啊
[00:08:41.600 --> 00:08:44.600]  包括我們的榮華富貴我們的身體的健康
[00:08:44.600 --> 00:08:47.700]  甚至於我們的家人甚至於我們的事業
[00:08:47.700 --> 00:08:50.000]  通通會被人家拿走
[00:08:50.000 --> 00:08:52.600]  如果說一個洪水來了
[00:08:52.600 --> 00:08:54.300]  可能你家會被沖掉
[00:08:54.300 --> 00:08:55.700]  不是你家我家
[00:08:55.700 --> 00:08:57.200]  會被沖掉
[00:08:57.200 --> 00:08:59.900]  一個瘟疫來了
[00:08:59.900 --> 00:09:01.700]  多少人失掉了親人
[00:09:01.700 --> 00:09:03.100]  甚至於
[00:09:03.100 --> 00:09:05.400]  一個什麼事情發生了
[00:09:05.400 --> 00:09:07.500]  財富也通通沒有了
[00:09:07.500 --> 00:09:11.200]  所以每一樣東西都可能被取代被拿走
[00:09:11.800 --> 00:09:12.700]  只有一樣
[00:09:12.700 --> 00:09:15.400]  就是你的心思意念
[00:09:15.400 --> 00:09:19.300]  所以說你的心思意念是一直跟著你的
[00:09:19.300 --> 00:09:22.700]  所以你的心思意念在你很
[00:09:22.700 --> 00:09:26.000]  輝煌的時候
[00:09:26.000 --> 00:09:27.900]  在你很榮華富貴的時候
[00:09:27.900 --> 00:09:29.900]  你的心思意念就在那裡
[00:09:29.900 --> 00:09:30.800]  是不是
[00:09:30.800 --> 00:09:34.100]  那時候你的心思意念你的七情六慾可能
[00:09:34.100 --> 00:09:36.900]  看得的都是好的東西
[00:09:36.900 --> 00:09:38.600]  都是別人的奉承
[00:09:38.600 --> 00:09:40.100]  你吃的是大魚大肉
[00:09:40.100 --> 00:09:41.600]  你住的是大房子
[00:09:41.600 --> 00:09:43.600]  甚至於你開的是名車
[00:09:43.600 --> 00:09:45.500]  一切都是好的
[00:09:45.500 --> 00:09:47.700]  這時候是你的心思意念
[00:09:47.700 --> 00:09:49.100]  哇神啊
[00:09:49.100 --> 00:09:50.500]  你真好
[00:09:50.500 --> 00:09:53.300]  但是當你窮的時候
[00:09:53.300 --> 00:09:57.000]  當你失掉這些的時候
[00:09:57.000 --> 00:09:59.400]  但是你的心思意念還在
[00:09:59.400 --> 00:10:00.900]  是不是
[00:10:00.900 --> 00:10:03.300]  當你失掉你的健康的時候
[00:10:03.300 --> 00:10:05.200]  你可能會想說我以前
[00:10:05.200 --> 00:10:07.700]  健康的時候我身體好的時候
[00:10:07.700 --> 00:10:08.800]  多棒啊
[00:10:09.100 --> 00:10:10.900]  我可以出去又跑又跳的
[00:10:10.900 --> 00:10:12.700]  幹什麼幹什麼的
[00:10:12.700 --> 00:10:15.100]  但是當你現在不行的時候
[00:10:15.100 --> 00:10:16.700]  你說哎呀
[00:10:16.700 --> 00:10:18.700]  我的心思念真是
[00:10:18.700 --> 00:10:20.500]  沒有辦法被拿走
[00:10:20.500 --> 00:10:21.900]  我還知道
[00:10:21.900 --> 00:10:23.400]  神在我身上
[00:10:23.400 --> 00:10:26.100]  我還知道我心裡面所想的
[00:10:26.100 --> 00:10:29.200]  甚至於當我們最親愛的人離開我們的時候
[00:10:29.200 --> 00:10:31.500]  我們還會想到他們不是嗎
[00:10:31.500 --> 00:10:34.900]  我們有的時候在夢中都會想到我們
[00:10:34.900 --> 00:10:36.500]  失去的親人
[00:10:36.700 --> 00:10:40.100]  我們的老朋友我們童年的玩伴等等
[00:10:40.100 --> 00:10:43.100]  這是我們的心思意念
[00:10:43.100 --> 00:10:45.100]  是不可以被奪去的
[00:10:45.100 --> 00:10:46.300]  是不是
[00:10:46.300 --> 00:10:51.900]  但是我們的心思意念常常是有選擇性的
[00:10:51.900 --> 00:10:53.800]  你知道嗎
[00:10:53.800 --> 00:10:55.200]  譬如
[00:10:55.200 --> 00:10:59.800]  你今天身體好的時候
[00:10:59.800 --> 00:11:02.200]  身體很健康的時候
[00:11:02.200 --> 00:11:03.100]  今天過的
[00:11:03.100 --> 00:11:05.900]  一天都過得好順啊
[00:11:06.100 --> 00:11:06.700]  是不是
[00:11:06.700 --> 00:11:08.600]  你看得到你選擇
[00:11:08.600 --> 00:11:10.000]  甚至於有一個人
[00:11:10.000 --> 00:11:12.300]  他車撞了你了
[00:11:12.300 --> 00:11:14.100]  你都是沒有關係
[00:11:14.100 --> 00:11:16.900]  因為你今天心情很好
[00:11:16.900 --> 00:11:19.500]  今天everything going your way
[00:11:19.500 --> 00:11:21.200]  你都沒有關係
