
[00:00:00.000 --> 00:00:07.000]  撒姆爾在聖經裡面是一個挺特別的人物
[00:00:07.000 --> 00:00:10.000]  因為不單止是他的母親
[00:00:10.000 --> 00:00:15.000]  在他出生之前就已經將他奉獻給耶和華
[00:00:15.000 --> 00:00:19.000]  而他整個人生都是服侍天父上帝
[00:00:19.000 --> 00:00:21.000]  而最難得的就是
[00:00:21.000 --> 00:00:22.000]  如果我問大家
[00:00:22.000 --> 00:00:26.000]  你想不想到撒姆爾有什麼犯錯的地方
[00:00:26.000 --> 00:00:28.000]  好像想不到吧
[00:00:28.000 --> 00:00:33.000]  所以撒姆爾是一個我們可以在他身上學到頗多功課的一個聖經人物
[00:00:33.000 --> 00:00:36.000]  今天就讓我們一同通過這段經文來一同學習
[00:00:36.000 --> 00:00:38.000]  要理解這段經文
[00:00:38.000 --> 00:00:43.000]  我相信我們更加需要去明白當時一些的歷史背景
[00:00:43.000 --> 00:00:49.000]  這個聖經的故事發生在主前的1100年左右
[00:00:49.000 --> 00:00:52.000]  上個星期愛倫弟兄已經幫我們講到
[00:00:52.000 --> 00:00:54.000]  撒姆爾的母親哈娜
[00:00:54.000 --> 00:00:58.000]  怎樣也是她在神面前狠切的祈禱
[00:00:58.000 --> 00:01:01.000]  求神賜她有一個兒子
[00:01:01.000 --> 00:01:02.000]  有了兒子之後
[00:01:02.000 --> 00:01:07.000]  哈娜也是賜守她在神面前的承諾
[00:01:07.000 --> 00:01:11.000]  將她的兒子獻上給耶和華
[00:01:11.000 --> 00:01:13.000]  終生來侍奉他
[00:01:13.000 --> 00:01:14.000]  就是因為這樣
[00:01:14.000 --> 00:01:17.000]  所以從很年幼的時候開始
[00:01:17.000 --> 00:01:19.000]  撒姆爾已經在聖殿裡面
[00:01:19.000 --> 00:01:21.000]  跟隨著當時的祭司以利
[00:01:21.000 --> 00:01:23.000]  來服侍耶和華
[00:01:23.000 --> 00:01:29.000]  大概在大家所認識的摩西約書亞離世之後
[00:01:29.000 --> 00:01:32.000]  可以說以色列人的歷史進入了一個
[00:01:32.000 --> 00:01:35.000]  我們叫做士司的時代
[00:01:35.000 --> 00:01:38.000]  這個士司時代有幾百年這麼長
[00:01:38.000 --> 00:01:39.000]  大概三四百年左右
[00:01:39.000 --> 00:01:42.000]  而在這段時間裡面
[00:01:42.000 --> 00:01:47.000]  以色列人無論什麼時候犯罪
[00:01:47.000 --> 00:01:55.000]  受到鄰近的人民國家欺負侵略的時候
[00:01:55.000 --> 00:01:56.000]  他們就呼求神
[00:01:56.000 --> 00:01:58.000]  當他們每一次呼求神的時候
[00:01:58.000 --> 00:01:59.000]  神就應允他們
[00:01:59.000 --> 00:02:01.000]  來差派一些領袖
[00:02:01.000 --> 00:02:05.000]  去將他們從外邦的壓制
[00:02:05.000 --> 00:02:08.000]  欺壓的裡面釋放出來
[00:02:08.000 --> 00:02:10.000]  我們叫這些領袖
[00:02:10.000 --> 00:02:13.000]  我們叫做士司
[00:02:13.000 --> 00:02:16.000]  可以說撒姆爾的出現
[00:02:16.000 --> 00:02:21.000]  就是標誌著這個士司時代的結束
[00:02:21.000 --> 00:02:23.000]  在日暮以前
[00:02:23.000 --> 00:02:26.000]  通常人當時的百姓
[00:02:26.000 --> 00:02:29.000]  有任何的問題需要去到尋問神
[00:02:29.000 --> 00:02:31.000]  或者去感恩
[00:02:31.000 --> 00:02:32.000]  或者去認罪的時候
[00:02:32.000 --> 00:02:34.000]  他們都需要去到祭司那裡
[00:02:34.000 --> 00:02:37.000]  去親近接觸神
[00:02:37.000 --> 00:02:38.000]  聖經告訴我們
[00:02:38.000 --> 00:02:40.000]  當以利和他兩個兒子
[00:02:40.000 --> 00:02:42.000]  同一天死亡之後
[00:02:42.000 --> 00:02:44.000]  他們就沒有祭司好去
[00:02:44.000 --> 00:02:48.000]  他們就去了撒姆爾那裡
[00:02:48.000 --> 00:02:49.000]  由撒姆爾開始
[00:02:49.000 --> 00:02:53.000]  才知道在這個屬靈上面的角色
[00:02:53.000 --> 00:02:56.000]  漸漸成為了主導的角色
[00:02:56.000 --> 00:03:01.000]  在撒姆爾
[00:03:01.000 --> 00:03:05.000]  他高立數羅為王之後
[00:03:05.000 --> 00:03:08.000]  可以說整個以色列的歷史
[00:03:08.000 --> 00:03:12.000]  就進入了我們叫做烈王時代
[00:03:12.000 --> 00:03:14.000]  所以撒姆爾可以說
[00:03:14.000 --> 00:03:17.000]  在兩個時代中間扮演著
[00:03:17.000 --> 00:03:20.000]  一個很重要的角色
[00:03:20.000 --> 00:03:21.000]  我們來看第一節
[00:03:21.000 --> 00:03:22.000]  第一節說到
[00:03:22.000 --> 00:03:23.000]  當那些日子
[00:03:23.000 --> 00:03:25.000]  耶和華的言語稀少
[00:03:25.000 --> 00:03:29.000]  不常有默示
[00:03:29.000 --> 00:03:31.000]  大家都知道我們所信的神
[00:03:31.000 --> 00:03:34.000]  很愛祂的子民
[00:03:34.000 --> 00:03:35.000]  很願意
[00:03:35.000 --> 00:03:38.000]  很喜歡跟子民有相交
[00:03:38.000 --> 00:03:40.000]  有溝通
[00:03:40.000 --> 00:03:43.000]  這裡說到耶和華在那段時間
[00:03:43.000 --> 00:03:45.000]  很少去將祂的話語
[00:03:45.000 --> 00:03:46.000]  跟祂的子民說
[00:03:46.000 --> 00:03:47.000]  為什麼呢
[00:03:47.000 --> 00:03:49.000]  當中一定有原因的
[00:03:49.000 --> 00:03:51.000]  是什麼原因呢
[00:03:51.000 --> 00:03:53.000]  會不會祂找不到人
[00:03:53.000 --> 00:03:54.000]  來傳遞訊息呢
[00:03:54.000 --> 00:03:55.000]  又或者會不會
[00:03:55.000 --> 00:03:57.000]  就算傳遞了訊息
[00:03:57.000 --> 00:04:00.000]  都沒有人聽呢
[00:04:00.000 --> 00:04:03.000]  究竟撒姆爾那個時候
[00:04:03.000 --> 00:04:05.000]  那個世界又是一個
[00:04:05.000 --> 00:04:07.000]  什麼的世界呢
[00:04:07.000 --> 00:04:08.000]  在那段時間
[00:04:08.000 --> 00:04:09.000]  我們從聖經裡面得知
[00:04:09.000 --> 00:04:11.000]  耶路撒冷當時
[00:04:11.000 --> 00:04:14.000]  仍然是在耶布斯人的
[00:04:14.000 --> 00:04:16.000]  統治之下
[00:04:16.000 --> 00:04:19.000]  所以當時的敬拜中心
[00:04:19.000 --> 00:04:21.000]  並不是我們今天所熟悉的
[00:04:21.000 --> 00:04:22.000]  耶路撒冷
[00:04:22.000 --> 00:04:23.000]  而是侍羅
[00:04:23.000 --> 00:04:26.000]  所以祭司以利
[00:04:26.000 --> 00:04:28.000]  是在侍羅那裡
[00:04:28.000 --> 00:04:29.000]  去做祭司
[00:04:29.000 --> 00:04:31.000]  以及祂兩個的兒子
[00:04:31.000 --> 00:04:32.000]  不過聖經告訴我
[00:04:32.000 --> 00:04:34.000]  這兩個兒子是邪惡的
[00:04:34.000 --> 00:04:35.000]  他們所做的事
[00:04:35.000 --> 00:04:39.000]  完全敗壞了
[00:04:39.000 --> 00:04:41.000]  神所設立的禮儀
[00:04:41.000 --> 00:04:43.000]  因此而褻瀆了
[00:04:43.000 --> 00:04:46.000]  聖殿腐敗的風氣
[00:04:46.000 --> 00:04:48.000]  他們想做的事情
[00:04:48.000 --> 00:04:50.000]  其實和加南人的
[00:04:50.000 --> 00:04:53.000]  外邦敬拜的假神
[00:04:53.000 --> 00:04:55.000]  或者是廟宇
[00:04:55.000 --> 00:04:56.000]  毫無分別
[00:04:56.000 --> 00:04:58.000]  所以大家可以想像
[00:04:58.000 --> 00:04:59.000]  當時百姓很厭倦
[00:04:59.000 --> 00:05:01.000]  去到聖殿那裡
[00:05:01.000 --> 00:05:02.000]  因為去到聖殿那裡
[00:05:02.000 --> 00:05:03.000]  和外邦的廟宇
[00:05:03.000 --> 00:05:04.000]  差不多
[00:05:04.000 --> 00:05:05.000]  毫無分別
[00:05:05.000 --> 00:05:07.000]  所以去到敬拜城的時候
[00:05:07.000 --> 00:05:10.000]  他們漸漸開始感到厭煩
[00:05:10.000 --> 00:05:11.000]  不過很有趣
[00:05:11.000 --> 00:05:14.000]  以利雖然是祭司
[00:05:14.000 --> 00:05:16.000]  但他竟然縱容
[00:05:16.000 --> 00:05:21.000]  這兩個兒子一直犯罪
[00:05:21.000 --> 00:05:23.000]  聖經就說
[00:05:23.000 --> 00:05:26.000]  他尊重兒子
[00:05:26.000 --> 00:05:28.000]  禍於尊重神
[00:05:28.000 --> 00:05:29.000]  這個情況
[00:05:29.000 --> 00:05:31.000]  以利加這個情況
[00:05:31.000 --> 00:05:34.000]  可以反映到當時整個歷史時代的
[00:05:34.000 --> 00:05:38.000]  以利加的一個淑靈光景
[00:05:38.000 --> 00:05:39.000]  我們中國人說什麼
[00:05:39.000 --> 00:05:43.000]  上樑不正下樑歪
[00:05:43.000 --> 00:05:45.000]  除了淑靈的光景
[00:05:45.000 --> 00:05:48.000]  當時的政治局面又如何呢
[00:05:48.000 --> 00:05:51.000]  雖然在薩姆爾的時候
[00:05:51.000 --> 00:05:53.000]  以色列人已經住在
[00:05:53.000 --> 00:05:55.000]  加南英海支隊
[00:05:55.000 --> 00:05:56.000]  大概多少
[00:05:56.000 --> 00:05:58.000]  超過三百年了
[00:05:58.000 --> 00:06:01.000]  不過在這三百年居住在這個地方
[00:06:01.000 --> 00:06:03.000]  仍然有很多外邦人
[00:06:03.000 --> 00:06:05.000]  在這個地方裏面
[00:06:05.000 --> 00:06:08.000]  一同與以色列人居住
[00:06:08.000 --> 00:06:14.000]  而一起住在這個地方的時候
[00:06:14.000 --> 00:06:19.000]  很常以色列人都會與外邦的民族
[00:06:19.000 --> 00:06:21.000]  有爭戰
[00:06:21.000 --> 00:06:23.000]  包括阿門人、菲利士人
[00:06:23.000 --> 00:06:25.000]  經常在聖經的舊約表
[00:06:25.000 --> 00:06:27.000]  看到他們爭戰的事蹟
[00:06:27.000 --> 00:06:29.000]  所以我們可以說
[00:06:29.000 --> 00:06:31.000]  在薩姆爾的時代
[00:06:31.000 --> 00:06:34.000]  當時的政局
[00:06:34.000 --> 00:06:36.000]  都不是一個太平的日子
[00:06:36.000 --> 00:06:38.000]  經常有爭戰的
[00:06:38.000 --> 00:06:40.000]  我們要問的問題就是
[00:06:40.000 --> 00:06:41.000]  這麼長一段時間
[00:06:41.000 --> 00:06:42.000]  頗長一段時間
[00:06:42.000 --> 00:06:46.000]  神已經沒有再與祂的子民說話了
[00:06:46.000 --> 00:06:47.000]  為什麼
[00:06:47.000 --> 00:06:48.000]  就在這個時候
[00:06:48.000 --> 00:06:52.000]  神要選擇一個薩姆爾
[00:06:52.000 --> 00:06:54.000]  當時大概估計薩姆爾的年紀
[00:06:54.000 --> 00:06:56.000]  大概十一二歲左右
[00:06:56.000 --> 00:06:58.000]  為什麼神要在那個時候選擇
[00:06:58.000 --> 00:07:04.000]  與祂的子民開始傳遞訊息呢
[00:07:04.000 --> 00:07:05.000]  有些人說
[00:07:05.000 --> 00:07:07.000]  因為神需要傳遞訊息
[00:07:07.000 --> 00:07:10.000]  所以要找一個人來傳遞訊息
[00:07:10.000 --> 00:07:11.000]  沒錯
[00:07:11.000 --> 00:07:13.000]  當神要傳遞訊息的時候
[00:07:13.000 --> 00:07:15.000]  神通常都會找一個人
[00:07:15.000 --> 00:07:16.000]  但我們要問的問題就是
[00:07:16.000 --> 00:07:18.000]  為什麼
[00:07:18.000 --> 00:07:20.000]  神要找一個十一二歲的小孩
[00:07:20.000 --> 00:07:23.000]  來傳他的訊息
[00:07:23.000 --> 00:07:25.000]  而不是找當時的祭司以利
[00:07:25.000 --> 00:07:28.000]  來傳訊息呢
[00:07:28.000 --> 00:07:29.000]  我記得
[00:07:29.000 --> 00:07:34.000]  我有一次跟一個宗派的領袖
[00:07:34.000 --> 00:07:36.000]  來聊天
[00:07:36.000 --> 00:07:39.000]  談到一些教會的問題的時候
[00:07:39.000 --> 00:07:43.000]  這個宗教的會長就跟我說
[00:07:43.000 --> 00:07:45.000]  當教會出現問題的時候
[00:07:45.000 --> 00:07:51.000]  我傾向聆聽教會的牧者
[00:07:51.000 --> 00:07:52.000]  為什麼
[00:07:52.000 --> 00:07:53.000]  因為教會的牧者
[00:07:53.000 --> 00:07:55.000]  他是牧者
[00:07:55.000 --> 00:07:57.000]  因為他對教會的經驗比較多
[00:07:57.000 --> 00:07:59.000]  我當然要聽他說
[00:07:59.000 --> 00:08:01.000]  當時我很不同意他的說法
[00:08:01.000 --> 00:08:03.000]  不過
[00:08:03.000 --> 00:08:05.000]  也不能否認
[00:08:05.000 --> 00:08:08.000]  這是普遍人的看法
[00:08:08.000 --> 00:08:10.000]  我們當然要找一個
[00:08:10.000 --> 00:08:13.000]  比較有經驗的人來相信
[00:08:13.000 --> 00:08:15.000]  不過這裡很有趣
[00:08:15.000 --> 00:08:19.000]  神要傳遞的訊息
[00:08:19.000 --> 00:08:22.000]  並不是向當時的宗教領袖
[00:08:22.000 --> 00:08:25.000]  祭司以利來傳遞
[00:08:25.000 --> 00:08:27.000]  而是向薩姆爾
[00:08:27.000 --> 00:08:30.000]  一個十歲出海的年輕人
[00:08:30.000 --> 00:08:32.000]  來傳遞他的說話
[00:08:32.000 --> 00:08:33.000]  當然
[00:08:33.000 --> 00:08:35.000]  你說神是有絕對的主權
[00:08:35.000 --> 00:08:37.000]  他可以選擇任何人來傳遞
[00:08:37.000 --> 00:08:40.000]  他要傳遞的訊息
[00:08:40.000 --> 00:08:41.000]  但是
[00:08:41.000 --> 00:08:42.000]  我心想在這個故事裡面
[00:08:42.000 --> 00:08:45.000]  我們可以通過神選擇薩姆爾
[00:08:45.000 --> 00:08:46.000]  來傳遞訊息
[00:08:46.000 --> 00:08:48.000]  這個故事裡面
[00:08:48.000 --> 00:08:51.000]  我們可以找到一些屬靈原則
[00:08:51.000 --> 00:08:52.000]  而這些屬靈原則
[00:08:52.000 --> 00:08:54.000]  跟整體聖經的教導
[00:08:54.000 --> 00:08:57.000]  是頗為一致的
[00:08:57.000 --> 00:08:59.000]  首先我問大家
[00:08:59.000 --> 00:09:00.000]  你覺得
