
[00:00:00.000 --> 00:00:03.660]  今天我們的講題是「如火挑旺」
[00:00:03.660 --> 00:00:06.620]  經文是來自三代經課其中的一課
[00:00:06.620 --> 00:00:10.080]  是提摩太后書一章一到十四節
[00:00:10.080 --> 00:00:12.860]  剛才已經執事讀出
[00:00:12.860 --> 00:00:14.980]  上個星期如果大家記得的話
[00:00:14.980 --> 00:00:18.000]  我們是講過提摩太前書
[00:00:18.000 --> 00:00:21.260]  今天到我們就講提摩太後書
[00:00:21.260 --> 00:00:23.140]  不知道大家對提摩太前書
[00:00:23.140 --> 00:00:25.940]  和提摩太後書有什麼感覺
[00:00:25.940 --> 00:00:28.580]  或者我用一點時間去解釋一下
[00:00:28.580 --> 00:00:34.120]  前書和後書雖然受眾都是提摩太這個小夥子
[00:00:34.120 --> 00:00:37.940]  但當時寫這兩卷書的時候背景是很不一樣的
[00:00:37.940 --> 00:00:41.740]  提摩太前書保羅寫給提摩太的時候
[00:00:41.740 --> 00:00:45.780]  是講到這個小夥子剛剛出來做傳道
[00:00:45.780 --> 00:00:47.440]  很多事情都不懂的
[00:00:47.440 --> 00:00:51.960]  當時保羅就在馬其頓那裏做一個旅行傳道
[00:00:51.960 --> 00:00:54.120]  在這個傳道過程裏面
[00:00:54.120 --> 00:00:59.640]  他就留下提摩太在義福所教會那裏學習服侍
[00:00:59.640 --> 00:01:01.920]  所以在這個過程裏面
[00:01:01.920 --> 00:01:03.500]  保羅都有一些擔心
[00:01:03.500 --> 00:01:05.500]  擔心他應付不來
[00:01:05.500 --> 00:01:08.760]  但更重要的是希望透過他獨立的服侍
[00:01:08.760 --> 00:01:10.460]  來去建立這個人
[00:01:10.460 --> 00:01:13.480]  和建立更多的教會和弟兄姊妹
[00:01:13.480 --> 00:01:17.520]  而提摩太後書的處境就很不一樣了
[00:01:17.520 --> 00:01:22.140]  當時保羅面對的處境是一個生與死的處境
[00:01:22.140 --> 00:01:26.340]  聖經就算無論在前書還是後書裏面都提到
[00:01:26.340 --> 00:01:30.260]  保羅在這個旅途裏面遭遇很多的困難
[00:01:30.260 --> 00:01:32.640]  特別在後書裏面都提到
[00:01:32.640 --> 00:01:35.320]  他說他即將要來去消電
[00:01:35.320 --> 00:01:37.140]  即將要去離世
[00:01:37.140 --> 00:01:38.720]  受著很大的逼迫
[00:01:38.720 --> 00:01:40.100]  正是這個時候
[00:01:40.100 --> 00:01:45.340]  保羅很希望將他最後要提摩太來做的事情
[00:01:45.340 --> 00:01:47.940]  我們可以說是一個遺言
[00:01:47.940 --> 00:01:51.000]  來交給他的徒弟提摩太
[00:01:51.000 --> 00:01:55.040]  希望他藉著這個遺言來遵行他所要他行的道
[00:01:55.040 --> 00:01:57.620]  奉行上帝的心意
[00:02:21.000 --> 00:02:26.320]  今天我們會在這段經文裏面
[00:02:26.320 --> 00:02:28.560]  分成三個段落
[00:02:28.560 --> 00:02:30.480]  請弟兄幫我按
[00:02:30.480 --> 00:02:31.960]  有三個段落
[00:02:31.960 --> 00:02:34.320]  第一個段落就是剛才也說了
[00:02:34.320 --> 00:02:36.360]  在開始的時候一至五節
[00:02:36.360 --> 00:02:40.080]  就是保羅來向所有的人作出慰問
[00:02:40.080 --> 00:02:42.560]  引言甚至是一些鼓勵的說話
[00:02:42.560 --> 00:02:45.600]  接著第一個重點就是在第六節裏
[00:02:45.600 --> 00:02:47.000]  如火挑旺
[00:02:47.000 --> 00:02:48.520]  雖然有火
[00:02:48.520 --> 00:02:49.880]  但卻不夠旺
[00:02:49.880 --> 00:02:52.760]  第二個重點就是如何去挑旺呢
[00:02:52.760 --> 00:02:54.040]  我們知道我們有火
[00:02:54.040 --> 00:02:56.840]  但我們如何去挑旺生命呢
[00:02:56.840 --> 00:02:59.000]  而第三個重點就是一個總結
[00:02:59.000 --> 00:03:01.880]  記載在第十二到第十四節
[00:03:01.880 --> 00:03:03.440]  就是求主幫助我們
[00:03:03.440 --> 00:03:07.680]  如何守著如火挑旺的美事
[00:03:07.680 --> 00:03:10.520]  不知道大家有沒有曾經
[00:03:10.520 --> 00:03:12.480]  有些人你很記掛的
[00:03:12.480 --> 00:03:14.080]  你經常想著他
[00:03:14.080 --> 00:03:16.960]  在座應該有些正在拍拖
[00:03:16.960 --> 00:03:18.880]  或者是結過婚
[00:03:18.880 --> 00:03:21.240]  或者曾經拍過拖
[00:03:21.240 --> 00:03:22.880]  有沒有些人在你的心裏
[00:03:22.880 --> 00:03:25.120]  不知為何揮之不去
[00:03:25.120 --> 00:03:26.400]  經常想著他
[00:03:26.400 --> 00:03:28.560]  我開頭和我先生拍拖
[00:03:28.560 --> 00:03:30.320]  大概一個星期左右
[00:03:30.320 --> 00:03:31.480]  有兩天都是這樣的
[00:03:31.480 --> 00:03:32.800]  之後就沒有了
[00:03:32.800 --> 00:03:34.720]  經常都在想他在做什麼呢
[00:03:34.720 --> 00:03:36.520]  他會不會打電話給我呢
[00:03:36.520 --> 00:03:37.920]  他會不會找我吃飯呢
[00:03:37.920 --> 00:03:38.800]  全部都沒有的
[00:03:38.800 --> 00:03:39.720]  是發生的
[00:03:39.720 --> 00:03:42.440]  我全部都是自己在想
[00:03:42.440 --> 00:03:44.680]  這種不斷在想
[00:03:44.680 --> 00:03:46.280]  就好像在經文裏面
[00:03:46.280 --> 00:03:47.320]  下一章的泡泡裏
[00:03:47.320 --> 00:03:49.080]  第三節這樣說
[00:03:49.080 --> 00:03:52.360]  他說「我感謝上帝
[00:03:52.360 --> 00:03:54.040]  就算我接觸祖先
[00:03:54.040 --> 00:03:57.000]  用純潔的良心所侍奉的上帝
[00:03:57.000 --> 00:04:01.520]  在禱告中晝夜不停地想念你」
[00:04:01.520 --> 00:04:05.160]  這個「在禱告中晝夜不停地想念你」
[00:04:05.160 --> 00:04:06.480]  第三節那裏
[00:04:06.480 --> 00:04:08.800]  那種不停地想念
[00:04:08.800 --> 00:04:11.600]  就是那種日以繼夜地想著你
[00:04:11.600 --> 00:04:12.560]  就好像我剛才說
[00:04:12.560 --> 00:04:13.600]  想著一個人的時候
[00:04:13.600 --> 00:04:15.200]  不斷重複想
[00:04:15.200 --> 00:04:20.320]  這個想法用我們比較容易明白的方法
[00:04:20.320 --> 00:04:22.560]  來解釋就是
[00:04:22.560 --> 00:04:24.080]  不斷重複
[00:04:24.080 --> 00:04:25.920]  有時年輕人都會
[00:04:25.920 --> 00:04:28.520]  晚上看完Instagram
[00:04:28.520 --> 00:04:31.320]  都會有些訊息
[00:04:31.320 --> 00:04:32.840]  不斷重複
[00:04:32.840 --> 00:04:35.360]  好像腦袋停不下來
[00:04:35.360 --> 00:04:37.920]  保羅當時對提摩太太
[00:04:37.920 --> 00:04:39.200]  那種想念就是
[00:04:39.200 --> 00:04:40.400]  不斷地重複
[00:04:40.400 --> 00:04:42.080]  不斷地想著他
[00:04:42.080 --> 00:04:45.680]  這一種就代表當時保羅面對的處境
[00:04:45.680 --> 00:04:46.960]  他即將要死了
[00:04:46.960 --> 00:04:48.360]  要為主殉道
[00:04:48.360 --> 00:04:50.920]  他很想將一件很重要的事
[00:04:50.920 --> 00:04:55.120]  來告訴他的徒弟提摩太太知道
[00:04:55.120 --> 00:04:56.680]  「如火挑旺」
[00:04:56.680 --> 00:04:58.600]  不知道大家會想起甚麼
[00:04:58.600 --> 00:05:00.160]  想起火
[00:05:00.160 --> 00:05:01.960]  想起挑旺
[00:05:01.960 --> 00:05:04.240]  在我閱讀這段經文的時候
[00:05:04.240 --> 00:05:06.320]  我想起一件事
[00:05:06.320 --> 00:05:09.640]  我有一段時間曾經在德國生活
[00:05:09.640 --> 00:05:13.000]  我的大兒子在德國出生
[00:05:13.000 --> 00:05:14.720]  大約在他六個月的時候
[00:05:14.720 --> 00:05:18.120]  有一次我和我先生吃早餐
[00:05:18.120 --> 00:05:21.200]  吃著吃著他突然沉默地
[00:05:21.200 --> 00:05:22.120]  就跟我說
[00:05:22.120 --> 00:05:24.640]  沉默地放下叉子和刀
[00:05:24.640 --> 00:05:26.200]  就跟我說
[00:05:26.200 --> 00:05:28.120]  「讓寶寶長大一點」
[00:05:28.120 --> 00:05:30.400]  「我帶你去看醫生好不好」
[00:05:30.400 --> 00:05:32.520]  「和你做驗身」
[00:05:32.520 --> 00:05:34.000]  我當然很害怕
[00:05:34.000 --> 00:05:36.120]  無端端一個枕邊人跟你說
[00:05:36.120 --> 00:05:37.640]  「要做驗身」
[00:05:37.640 --> 00:05:39.520]  我就想「甚麼事」
[00:05:39.520 --> 00:05:41.880]  「可能會不會太辛苦」
[00:05:41.880 --> 00:05:43.760]  「可能覺得你也需要驗身」
[00:05:43.760 --> 00:05:45.640]  「身體不是那麼好」
[00:05:45.640 --> 00:05:47.480]  於是我心裏就一沉
[00:05:47.480 --> 00:05:49.080]  不知道發生甚麼事
[00:05:49.080 --> 00:05:51.280]  於是我就馬上去洗手間
[00:05:51.280 --> 00:05:52.720]  看看自己
[00:05:52.720 --> 00:05:54.440]  然後就洗了臉
[00:05:54.440 --> 00:05:55.480]  希望精神一點
[00:05:55.480 --> 00:05:56.720]  「出來吧」
[00:05:56.720 --> 00:05:57.600]  我洗了臉
[00:05:57.600 --> 00:05:59.400]  出來之後見到我先生
[00:05:59.400 --> 00:06:00.040]  他就說
