
[00:00:00.000 --> 00:00:01.660]  很喜歡移民
[00:00:01.660 --> 00:00:04.220]  連那些菩薩偶像都喜歡移民
[00:00:04.220 --> 00:00:07.500]  連那個菩薩那些偶像也喜歡移民
[00:00:07.500 --> 00:00:10.500]  我在美國三藩市見到一間黃大仙廟
[00:00:10.500 --> 00:00:14.760]  我在三藩市看到一家黃大仙的廟
[00:00:14.760 --> 00:00:17.060]  我想那個黃大仙想著掘美金
[00:00:17.060 --> 00:00:18.360]  好過砸港幣
[00:00:18.360 --> 00:00:20.860]  我想那個黃大仙是賺美金
[00:00:20.860 --> 00:00:23.160]  比賺港幣好
[00:00:23.160 --> 00:00:25.560]  我去三十年前我去到泰北
[00:00:25.560 --> 00:00:27.560]  三十年前我去到泰國的北部
[00:00:27.560 --> 00:00:29.560]  在那些荒山野嶺的山頭裏面
[00:00:29.560 --> 00:00:31.560]  在那些荒山野嶺的山頭裏面
[00:00:31.560 --> 00:00:33.560]  我見到一些一道罐在那傳教
[00:00:33.560 --> 00:00:35.560]  我看到一些一道罐的去傳教
[00:00:35.560 --> 00:00:37.560]  他們比我們真是熱心
[00:00:37.560 --> 00:00:39.560]  他比我們還要熱心
[00:00:39.560 --> 00:00:43.560]  剛才張姐妹說每個禮拜要叩三千個響頭
[00:00:43.560 --> 00:00:46.560]  剛才姐妹說每個禮拜要叩三千個響頭
[00:00:46.560 --> 00:00:48.560]  我有時想叫弟兄姐妹
[00:00:48.560 --> 00:00:50.560]  星期日回來早半個鐘頭
[00:00:50.560 --> 00:00:52.560]  參加祈禱會都這麼困難
[00:00:52.560 --> 00:00:54.560]  有時候我邀請弟兄姐妹
[00:00:54.560 --> 00:00:58.560]  禮拜天早半個小時來參加祈禱會都這麼困難
[00:00:58.560 --> 00:01:00.560]  他一路分享的時候我突然想到一件事情
[00:01:00.560 --> 00:01:04.560]  他一路分享的時候我突然間想到一件事情
[00:01:04.560 --> 00:01:06.560]  我年輕的時候就曾經誤入歧途
[00:01:06.560 --> 00:01:09.560]  我年輕的時候誤入歧途
[00:01:09.560 --> 00:01:12.560]  覺得參加幫會是我人生最大的理想
[00:01:12.560 --> 00:01:16.560]  我覺得參加幫會是我人生最大的理想
[00:01:16.560 --> 00:01:18.560]  加入黑社會就前途似錦
[00:01:18.560 --> 00:01:22.560]  加入黑社會就前途似錦
[00:01:22.560 --> 00:01:24.560]  阿sir不要拉我阿sir
[00:01:24.560 --> 00:01:26.560]  阿sir不要扣留我
[00:01:26.560 --> 00:01:28.560]  在那種環境裏面
[00:01:28.560 --> 00:01:29.560]  在那種環境裏面
[00:01:29.560 --> 00:01:31.560]  經常打打殺殺
[00:01:31.560 --> 00:01:32.560]  常常打打殺殺
[00:01:32.560 --> 00:01:35.560]  所以我十幾歲的時候就學過神打
[00:01:35.560 --> 00:01:38.560]  我十幾歲的時候就學過神打
[00:01:38.560 --> 00:01:42.560]  當時覺得如果請到那些所謂的神靈上身
[00:01:42.560 --> 00:01:45.560]  當時我覺得如果請到那些神靈上身
[00:01:45.560 --> 00:01:46.560]  刀槍不入
[00:01:46.560 --> 00:01:48.560]  刀槍不入
[00:01:48.560 --> 00:01:50.560]  西瓜刀來到的時候
[00:01:50.560 --> 00:01:52.560]  西瓜刀來到的時候
[00:01:52.560 --> 00:01:54.560]  拿我的胸口去擋
[00:01:54.560 --> 00:01:56.560]  當然我沒有什麼胃根
[00:01:56.560 --> 00:01:58.560]  就請到地上
[00:01:58.560 --> 00:01:59.560]  都不上身
[00:01:59.560 --> 00:02:01.560]  當然我跟他沒有緣分
[00:02:01.560 --> 00:02:04.560]  請他都不來我的身上
[00:02:04.560 --> 00:02:06.560]  結果就過了很荒唐的人生
[00:02:06.560 --> 00:02:10.560]  結果我過了很長的一些荒唐的人生
[00:02:10.560 --> 00:02:12.560]  同樣我都是遇見耶穌基督
[00:02:12.560 --> 00:02:14.560]  同樣我是遇見耶穌基督
[00:02:14.560 --> 00:02:15.560]  我的生命不再一樣
[00:02:15.560 --> 00:02:17.560]  我的生命不再一樣
[00:02:17.560 --> 00:02:18.560]  所以我現在經常跟人說
[00:02:18.560 --> 00:02:20.560]  我常常跟人家講
[00:02:20.560 --> 00:02:22.560]  加入教會
[00:02:22.560 --> 00:02:23.560]  特別加入浸信會
[00:02:23.560 --> 00:02:25.560]  特別加入浸信會
[00:02:25.560 --> 00:02:26.560]  好過加入黑社會
[00:02:26.560 --> 00:02:28.560]  比黑社會還好
[00:02:28.560 --> 00:02:29.560]  我的大哥叫耶穌
[00:02:29.560 --> 00:02:31.560]  我的老闆是耶穌
[00:02:31.560 --> 00:02:32.560]  他給我的是永生
[00:02:32.560 --> 00:02:33.560]  他給我的是永生
[00:02:33.560 --> 00:02:35.560]  他帶領我過一個豐盛的人生
[00:02:35.560 --> 00:02:37.560]  他帶領我過一個豐盛的人生
[00:02:37.560 --> 00:02:39.560]  你看黑社會有什麼好下場
[00:02:39.560 --> 00:02:42.560]  你看黑社會有什麼好的下場
[00:02:42.560 --> 00:02:43.560]  他可以給你什麼
[00:02:43.560 --> 00:02:44.560]  他可以給你什麼
[00:02:44.560 --> 00:02:45.560]  今天是聖誕節
[00:02:45.560 --> 00:02:46.560]  今天是聖誕節
[00:02:46.560 --> 00:02:48.560]  聖誕節你會想到什麼
[00:02:48.560 --> 00:02:49.560]  聖誕節你會想到什麼
[00:02:49.560 --> 00:02:51.560]  最近報紙有一個消息
[00:02:51.560 --> 00:02:53.560]  最近報紙有一個消息
[00:02:53.560 --> 00:02:57.560]  英國有一個小學的老師被家長投訴
[00:02:57.560 --> 00:03:00.560]  英國小學有一個老師被家長投訴
[00:03:00.560 --> 00:03:02.560]  因為這個老師在課堂上
[00:03:02.560 --> 00:03:04.560]  告訴那些小學生
[00:03:04.560 --> 00:03:06.560]  聖誕老人是假的
[00:03:06.560 --> 00:03:08.560]  因為他在課堂上
[00:03:08.560 --> 00:03:09.560]  告訴小朋友
[00:03:09.560 --> 00:03:11.560]  聖誕老人是假的
[00:03:11.560 --> 00:03:12.560]  只有耶穌才是真的
[00:03:12.560 --> 00:03:14.560]  只有耶穌才是真的
[00:03:14.560 --> 00:03:17.560]  結果那些家長就去投訴那個老師
[00:03:17.560 --> 00:03:20.560]  結果那些家長去投訴那個老師
[00:03:20.560 --> 00:03:25.560]  這個老師傷害了小學生的弱小心靈
[00:03:25.560 --> 00:03:29.560]  他說那個老師傷害了小朋友的弱小心靈
[00:03:29.560 --> 00:03:32.560]  將聖誕老人的夢想幻滅
[00:03:32.560 --> 00:03:36.560]  把他們的聖誕老人的幻想毀滅
[00:03:36.560 --> 00:03:40.560]  因為聖誕老人是小朋友心目中的偶像
[00:03:40.560 --> 00:03:43.560]  因為聖誕老人是小朋友心目中的偶像
[00:03:43.560 --> 00:03:44.560]  你告訴他們是假的
[00:03:44.560 --> 00:03:45.560]  你告訴他們是假的
[00:03:45.560 --> 00:03:47.560]  他們就沒有盼望了
[00:03:47.560 --> 00:03:48.560]  他們就沒有盼望了
[00:03:48.560 --> 00:03:52.560]  聖誕節今天被人包裝成為一個歡樂的日子
[00:03:52.560 --> 00:03:56.560]  聖誕節今天被人包裝成為一個歡樂的日子
[00:03:56.560 --> 00:03:58.560]  每次想起聖誕節
[00:03:58.560 --> 00:03:59.560]  每次想起聖誕節
[00:03:59.560 --> 00:04:00.560]  我就想起聖誕樹
[00:04:00.560 --> 00:04:01.560]  我就想起聖誕樹
[00:04:01.560 --> 00:04:02.560]  我就想起聖誕禮物
[00:04:02.560 --> 00:04:04.560]  我就想起聖誕禮物
[00:04:04.560 --> 00:04:05.560]  想起聖誕大餐
[00:04:05.560 --> 00:04:07.560]  想起聖誕大餐
[00:04:07.560 --> 00:04:10.560]  滿街都是歡樂的氣氛
[00:04:10.560 --> 00:04:12.560]  想起滿街都是歡樂的氣氛
[00:04:12.560 --> 00:04:14.560]  但是你剛才讀那段經文
[00:04:14.560 --> 00:04:16.560]  但是剛才你讀那段經文
[00:04:16.560 --> 00:04:19.560]  你有沒有看到原來耶穌來到這個世界上
[00:04:19.560 --> 00:04:22.560]  你有沒有看到原來耶穌來到這個世界上
[00:04:22.560 --> 00:04:27.560]  其實當時是一個相當淒美的景象
[00:04:27.560 --> 00:04:30.560]  其實當時是一個相當淒美的景象
[00:04:30.560 --> 00:04:33.560]  那裏提到當耶穌出生的時候
[00:04:33.560 --> 00:04:36.560]  那裏提到當耶穌出生的時候
[00:04:36.560 --> 00:04:40.560]  當時羅馬政府要進行一個人口普查
[00:04:40.560 --> 00:04:44.560]  當時羅馬政府要進行一個人口普查
[00:04:44.560 --> 00:04:46.560]  為什麼要這樣做呢
[00:04:46.560 --> 00:04:47.560]  為什麼要這樣做呢
[00:04:47.560 --> 00:04:48.560]  有一些背景
[00:04:48.560 --> 00:04:49.560]  有一些背景
[00:04:49.560 --> 00:04:51.560]  因為當時是羅馬早期
[00:04:51.560 --> 00:04:54.560]  由幾個大將軍組成一個統治
[00:04:54.560 --> 00:04:59.560]  因為當時羅馬帝國是有幾個將軍共同統治的
[00:04:59.560 --> 00:05:01.560]  因為他們打倒江山
[00:05:01.560 --> 00:05:03.560]  因為他們打倒江山
[00:05:03.560 --> 00:05:04.560]  大家一起瓜分土地
[00:05:04.560 --> 00:05:07.560]  大家一起瓜分土地
[00:05:07.560 --> 00:05:11.560]  但慢慢就出現了一個比較突出的人物
[00:05:11.560 --> 00:05:13.560]  但慢慢就出現了一個比較突出的人物
[00:05:13.560 --> 00:05:15.560]  就是剛才經文提到的雅古士都
[00:05:15.560 --> 00:05:18.560]  就是剛才經文提到的雅古士都
[00:05:18.560 --> 00:05:21.560]  他就慢慢成為各方群雄的首領
[00:05:21.560 --> 00:05:24.560]  他就慢慢成為各方群雄的首領
[00:05:24.560 --> 00:05:28.560]  所以大家就供奉他叫做該薩雅古士都
[00:05:28.560 --> 00:05:33.560]  所以大家就供奉他叫做該薩雅古士都
[00:05:33.560 --> 00:05:35.560]  意思是他屬於眾神
[00:05:35.560 --> 00:05:36.560]  意思是他屬於眾神
[00:05:36.560 --> 00:05:37.560]  意思是他屬於眾神
[00:05:37.560 --> 00:05:39.560]  所以他一上場的時候
[00:05:39.560 --> 00:05:41.560]  所以他一上場的時候
[00:05:41.560 --> 00:05:44.560]  為了宣示他自己皇帝的身份
[00:05:44.560 --> 00:05:46.560]  為了宣示他自己皇帝的身份
[00:05:46.560 --> 00:05:49.560]  為了宣示你們大家都是屬於我的統治
[00:05:49.560 --> 00:05:52.560]  為了宣示你們都是屬於我的統治
[00:05:52.560 --> 00:05:54.560]  所以就進行人口普查
[00:05:54.560 --> 00:05:56.560]  所以他就進行人口普查
[00:05:56.560 --> 00:06:00.560]  實行起來這個政策是表示他的主權
[00:06:00.560 --> 00:06:03.560]  實行起來這個政策是表示他的主權
[00:06:03.560 --> 00:06:05.560]  但現實是一種擾民的政策
[00:06:05.560 --> 00:06:07.560]  但現實是一種擾民的政策
[00:06:07.560 --> 00:06:10.560]  而耶穌的父母瑪利亞和約瑟
[00:06:10.560 --> 00:06:13.560]  而耶穌的父母瑪利亞和約瑟
[00:06:13.560 --> 00:06:17.560]  因為這一行的政策就要去到伯利恆去報道
[00:06:17.560 --> 00:06:20.560]  因為這個政策他們要去到伯利恆去報道
[00:06:20.560 --> 00:06:24.560]  你想想一個已經懷胎十月的母親
[00:06:24.560 --> 00:06:28.560]  你想想一個身孕有十個月的人
[00:06:28.560 --> 00:06:29.560]  你想想一個身孕有十個月的人
[00:06:29.560 --> 00:06:32.560]  他就隨著四方八面的人湧到伯利恆
[00:06:32.560 --> 00:06:35.560]  他就隨著四方八面的人湧到伯利恆
[00:06:35.560 --> 00:06:37.560]  我去過伯利恆一個小山上面
[00:06:37.560 --> 00:06:40.560]  我去過伯利恆一個小山上面
[00:06:40.560 --> 00:06:46.560]  加上你知道懷孕後期那個婦女身體的變化
[00:06:46.560 --> 00:06:47.560]  加上你知道懷孕後期那個婦女身體的變化
[00:06:47.560 --> 00:06:50.560]  加上你知道懷孕後期那個婦女身體的變化
[00:06:50.560 --> 00:06:52.560]  無論裡面那種的內分泌
[00:06:52.560 --> 00:06:53.560]  無論裡面那種的內分泌
[00:06:53.560 --> 00:06:54.560]  無論是內在的分泌
[00:06:54.560 --> 00:06:55.560]  無論是內在的分泌
[00:06:55.560 --> 00:06:56.560]  那個腳又會腫
[00:06:56.560 --> 00:06:57.560]  那個腳又會腫
[00:06:57.560 --> 00:06:58.560]  他的腳會腫起來
[00:06:58.560 --> 00:06:59.560]  突然間肚子又多了三十磅
[00:06:59.560 --> 00:07:00.560]  突然間肚子又多了三十磅
[00:07:00.560 --> 00:07:02.560]  突然間肚子又多了三十磅
[00:07:02.560 --> 00:07:03.560]  突然間肚子又多了三十磅
[00:07:03.560 --> 00:07:07.560]  最近在香港的醫院為了給男士體驗
[00:07:07.560 --> 00:07:08.560]  最近在香港的醫院為了給男士體驗
[00:07:08.560 --> 00:07:09.560]  最近在香港的醫院為了給男士體驗
[00:07:09.560 --> 00:07:10.560]  最近在香港的醫院為了給男士體驗
[00:07:10.560 --> 00:07:11.560]  最近在香港的醫院為了給男士體驗
[00:07:11.560 --> 00:07:12.560]  給他們體驗太太的辛苦
[00:07:12.560 --> 00:07:13.560]  給他們體驗太太的辛苦
[00:07:13.560 --> 00:07:14.560]  給他們體驗太太的辛苦
[00:07:14.560 --> 00:07:15.560]  給他們體驗太太的辛苦
[00:07:15.560 --> 00:07:16.560]  給他們體驗太太的辛苦
[00:07:16.560 --> 00:07:17.560]  給他們體驗太太的辛苦
[00:07:17.560 --> 00:07:18.560]  給他們體驗太太的辛苦
[00:07:18.560 --> 00:07:19.560]  給他們體驗太太的辛苦
[00:07:19.560 --> 00:07:20.560]  給他們體驗太太的辛苦
[00:07:20.560 --> 00:07:21.560]  肚子背著一個二十磅的東西
[00:07:21.560 --> 00:07:22.560]  肚子背著一個二十磅的東西
