
[00:00:00.000 --> 00:00:03.200]  我們踏入應該是第3個星期
[00:00:03.200 --> 00:00:05.560]  其實今年對我們來說很特別
[00:00:05.560 --> 00:00:07.560]  對我自己個人來說
[00:00:07.560 --> 00:00:11.320]  我和師母是1979年1月1號結婚的
[00:00:11.320 --> 00:00:13.640]  如果是屈指一算的話
[00:00:13.640 --> 00:00:16.720]  我和師母結婚了多久
[00:00:16.720 --> 00:00:18.640]  沒到
[00:00:18.640 --> 00:00:20.000]  兩年
[00:00:20.000 --> 00:00:22.600]  38年
[00:00:22.600 --> 00:00:26.480]  大家知道38年不是一個短的時間
[00:00:26.480 --> 00:00:30.560]  不過我相信我們高興快樂的
[00:00:30.560 --> 00:00:33.600]  不單單因爲我們兩個人可以一起度過了38年
[00:00:33.600 --> 00:00:35.960]  事實上我相信在我們在座當中
[00:00:35.960 --> 00:00:40.640]  結婚超過38年的大有人在
[00:00:40.640 --> 00:00:42.120]  問題就是
[00:00:42.120 --> 00:00:45.520]  在這38年當中我們兩個一起相處的時候
[00:00:45.520 --> 00:00:49.520]  是否能夠帶給對方一個正面的影響呢
[00:00:49.520 --> 00:00:51.160]  我覺得這個纔是重要的
[00:00:51.160 --> 00:00:54.080]  有的人結婚越久問題越多
[00:00:54.080 --> 00:00:56.560]  我們不代表沒有誤會說
[00:00:56.560 --> 00:00:58.520]  我和師母現在一點問題都沒有
[00:00:58.520 --> 00:01:00.000]  有時我們都會吵架
[00:01:00.000 --> 00:01:02.760]  有時都會不開心
[00:01:02.760 --> 00:01:05.400]  但是整體來說我們很感謝天父上帝
[00:01:05.400 --> 00:01:07.440]  因爲在過去這38年裏面
[00:01:07.440 --> 00:01:10.360]  我們是互相的影響
[00:01:10.360 --> 00:01:12.320]  我們看到因爲這樣的緣故
[00:01:12.320 --> 00:01:13.480]  我們在主裏面
[00:01:13.480 --> 00:01:15.720]  大家的生命都有改變
[00:01:15.720 --> 00:01:17.520]  都有進步
[00:01:17.520 --> 00:01:19.960]  從前可能你們不知道
[00:01:19.960 --> 00:01:21.840]  師母很喜歡做白日夢
[00:01:21.840 --> 00:01:23.000]  她從中學就開始做夢
[00:01:23.000 --> 00:01:24.960]  從小到大
[00:01:24.960 --> 00:01:29.800]  對人生 對事業 對家庭 對婚姻
[00:01:29.800 --> 00:01:31.840]  有很多幻想
[00:01:31.840 --> 00:01:38.920]  很不幸地和一個實幹型的人結婚
[00:01:38.920 --> 00:01:40.960]  就我這個鄉下里面來說
[00:01:40.960 --> 00:01:42.520]  她就從幻想
[00:01:42.520 --> 00:01:45.040]  將她的幻想變成理想
[00:01:45.040 --> 00:01:48.200]  從理想變成一些可以實現的
[00:01:48.200 --> 00:01:53.440]  可以成就的一些祝福
[00:01:53.440 --> 00:01:54.800]  所以在這方面來說
[00:01:54.800 --> 00:02:00.520]  我帶給師母一個正面的影響
[00:02:00.520 --> 00:02:03.400]  而當她有這樣的改變的時候
[00:02:03.400 --> 00:02:05.320]  可能讓姐妹們都能夠觀察到
[00:02:05.320 --> 00:02:06.240]  都能夠留意到
[00:02:06.240 --> 00:02:07.560]  我和師母兩個人之間
[00:02:07.560 --> 00:02:12.480]  在侍奉上是一個很好的拍檔
[00:02:12.480 --> 00:02:14.480]  很多時候 甚至現在
[00:02:14.480 --> 00:02:15.960]  甚至每一個星期天
[00:02:15.960 --> 00:02:17.800]  開始回來教習的時候
[00:02:17.800 --> 00:02:18.920]  師母都會提醒我
[00:02:18.920 --> 00:02:22.400]  要做一個好牧師
[00:02:22.400 --> 00:02:24.200]  要用心去講道
[00:02:24.200 --> 00:02:26.360]  要做好你的工作
[00:02:26.360 --> 00:02:29.720]  有時候就覺得累了
[00:02:29.720 --> 00:02:31.680]  但是你安心下來的時候覺得
[00:02:31.680 --> 00:02:33.560]  哇 感謝 讚美天父
[00:02:33.560 --> 00:02:36.320]  如果沒有師母 沒有妻子的話
[00:02:36.320 --> 00:02:38.800]  我相信我很難去服侍大家
[00:02:38.800 --> 00:02:44.280]  很難繼續帶領教會到今天這樣的地步
[00:02:44.280 --> 00:02:46.560]  而師母對我已經是怎麼樣呢
[00:02:46.560 --> 00:02:48.360]  我是一個實幹型的人
[00:02:48.360 --> 00:02:49.680]  大家都知道
[00:02:49.680 --> 00:02:52.040]  我做事都希望有計劃
[00:02:52.040 --> 00:02:53.640]  預先安排好一切
[00:02:53.640 --> 00:02:55.280]  我就不喜歡即興的
[00:02:55.280 --> 00:02:57.320]  即興對我來說是沒有安全感的
[00:02:57.320 --> 00:02:58.720]  又不知道會發生什麼事
[00:02:58.720 --> 00:03:03.840]  總之不是我本來性格里面
[00:03:03.840 --> 00:03:05.000]  很喜歡的東西
[00:03:05.000 --> 00:03:07.120]  剛剛和大家講週年紀念
[00:03:07.120 --> 00:03:09.000]  我們1月1號結婚
[00:03:09.000 --> 00:03:10.200]  我還要在這裏講道
[00:03:10.200 --> 00:03:11.960]  而且剛剛那個星期
[00:03:11.960 --> 00:03:14.480]  我兒子的契媽就來探望我們
[00:03:14.480 --> 00:03:16.520]  所以我們沒有什麼特別的慶祝
[00:03:16.520 --> 00:03:18.680]  那天晚上只是一家人大小
[00:03:18.680 --> 00:03:20.520]  喫火鍋就算了
[00:03:20.520 --> 00:03:23.360]  接下來那個星期我要去羅省開會
[00:03:23.360 --> 00:03:25.800]  但是其實上個星期這邊來講
[00:03:25.800 --> 00:03:26.960]  都不行的
[00:03:26.960 --> 00:03:29.600]  38年 不是短時間
[00:03:29.600 --> 00:03:30.560]  如果我不做些什麼
[00:03:30.560 --> 00:03:32.560]  師母會很生氣的
[00:03:32.560 --> 00:03:34.040]  做什麼好呢
[00:03:34.040 --> 00:03:36.160]  於是星期四 星期五拿了兩天假
[00:03:36.160 --> 00:03:38.560]  其實那時候也是沒有計劃的
[00:03:38.560 --> 00:03:40.360]  因爲太累了 太多東西
[00:03:40.360 --> 00:03:43.360]  不想有什麼計劃
[00:03:43.360 --> 00:03:44.320]  拿了兩天假
[00:03:44.320 --> 00:03:46.960]  打算去附近看看有什麼美食的地方
[00:03:46.960 --> 00:03:49.040]  喫一頓飯之類的
[00:03:49.040 --> 00:03:51.440]  誰知道星期四早上起牀沒多久
[00:03:51.440 --> 00:03:53.640]  8點多9點 我相信
[00:03:53.640 --> 00:03:56.120]  師母說 我聽到一個地方很美的
[00:03:56.120 --> 00:03:57.440]  叫Mendocino
[00:03:57.440 --> 00:03:59.120]  有沒有聽過
[00:03:59.120 --> 00:04:00.760]  有沒有去過呢
[00:04:00.760 --> 00:04:03.840]  離開了4-5個小時左右
[00:04:03.840 --> 00:04:04.640]  很美的
[00:04:04.640 --> 00:04:06.800]  我說是嗎
[00:04:06.800 --> 00:04:08.000]  立刻上網看
[00:04:08.000 --> 00:04:09.040]  哇 真的很美
[00:04:09.040 --> 00:04:10.640]  大家知道我是學拍照的
[00:04:10.640 --> 00:04:11.800]  哇 這個地方很美
[00:04:11.800 --> 00:04:13.200]  是一個拍照很好的地方
[00:04:13.200 --> 00:04:14.480]  那怎麼辦
[00:04:14.480 --> 00:04:17.480]  立刻兩個人坐在電腦前面
[00:04:17.480 --> 00:04:20.200]  上網搜索那些早餐
[00:04:20.200 --> 00:04:22.320]  你知道師母是比較挑剔的
[00:04:22.320 --> 00:04:24.440]  既然去到這麼遠
[00:04:24.440 --> 00:04:27.200]  應該是比較舒服的
[00:04:27.200 --> 00:04:28.880]  找了兩個多小時
[00:04:28.880 --> 00:04:30.800]  大家就同意了
[00:04:30.800 --> 00:04:32.400]  這家店好
[00:04:32.400 --> 00:04:33.520]  訂單吧
[00:04:33.520 --> 00:04:35.920]  訂單完立刻收拾簡單的行裝
[00:04:35.920 --> 00:04:38.240]  就開車去了
[00:04:38.240 --> 00:04:39.760]  也是那天的事情
[00:04:39.760 --> 00:04:46.040]  下午4點半就趕到他們最後一輪的Hi-Tea
[00:04:46.040 --> 00:04:48.680]  4點半之前有Hi-Tea的
[00:04:48.680 --> 00:04:49.520]  剛剛趕到
[00:04:49.520 --> 00:04:52.280]  他說你Hi-Tea完之後纔去檢查你的房間
[00:04:52.280 --> 00:04:54.200]  哇 我就坐在兩邊
[00:04:54.200 --> 00:04:58.000]  其實就是喝杯咖啡 喫些香蕉
[00:04:58.000 --> 00:04:59.600]  很感人
[00:04:59.600 --> 00:05:01.680]  我想告訴大家的是什麼呢
[00:05:01.680 --> 00:05:02.760]  It was not me
[00:05:02.760 --> 00:05:03.640]  這個不是我來的
[00:05:03.640 --> 00:05:06.440]  以前我絕對是不會做這種事的
[00:05:06.440 --> 00:05:08.560]  師父一提出來我就埋怨
[00:05:08.560 --> 00:05:10.760]  有沒有搞錯啊 不用去這麼遠
[00:05:10.760 --> 00:05:11.880]  附近也有
[00:05:11.880 --> 00:05:13.040]  用不着這樣
[00:05:13.040 --> 00:05:15.480]  我做了很多投訴
[00:05:15.480 --> 00:05:20.040]  但經過38年的磨鍊
[00:05:20.040 --> 00:05:22.200]  現在就發覺不是的
[00:05:22.200 --> 00:05:24.760]  當你能夠有時做這些事的時候
[00:05:24.760 --> 00:05:27.480]  是很有情趣的
[00:05:27.480 --> 00:05:29.200]  如果我不這樣做的時候
[00:05:29.200 --> 00:05:30.440]  少了很多的fun
[00:05:30.440 --> 00:05:35.320]  少了很多的歡樂感謝主的時間
[00:05:35.320 --> 00:05:36.760]  而且去到那個地方真的很漂亮
[00:05:36.760 --> 00:05:38.600]  有時候可以展示給大家看
[00:05:38.600 --> 00:05:43.480]  是很放鬆讓你真的能夠recover
[00:05:43.480 --> 00:05:46.640]  我們感謝讚美主在過去這麼多時間當中
[00:05:46.640 --> 00:05:48.840]  就是這樣你影響我 我影響你
[00:05:48.840 --> 00:05:51.200]  在生命當中有很多很大的改變
[00:05:51.200 --> 00:05:53.200]  而我相信最大的改變就是
[00:05:53.200 --> 00:05:57.480]  我們彼此更加能夠越來越同心
[00:05:57.480 --> 00:06:00.400]  去服侍上帝
[00:06:00.400 --> 00:06:03.320]  我不知道大家怎麼想的
[00:06:03.320 --> 00:06:05.640]  因爲今天我跟大家分享的題目就是
[00:06:05.640 --> 00:06:07.600]  怎麼去改變別人的生命
[00:06:07.600 --> 00:06:09.480]  改變別人的生命?
[00:06:09.480 --> 00:06:12.440]  Who am I 我能夠做些什麼去改變別人的生命
[00:06:12.440 --> 00:06:17.480]  我從來沒想過要去影響和改變別人的生命
[00:06:17.480 --> 00:06:19.880]  但事實上無論有想過也好
[00:06:19.880 --> 00:06:20.840]  沒想過也好
[00:06:20.840 --> 00:06:22.920]  只要你能夠與別人相處
[00:06:22.920 --> 00:06:26.280]  和別人一起生活的時候
[00:06:26.280 --> 00:06:27.400]  無論怎樣都好
[00:06:27.400 --> 00:06:29.880]  你都會帶給別人影響
[00:06:29.880 --> 00:06:33.800]  問題是你帶給別人的是正面的影響
[00:06:33.800 --> 00:06:36.040]  還是負面的影響呢
[00:06:36.040 --> 00:06:37.000]  如果你是基督徒
[00:06:37.000 --> 00:06:38.520]  你跟隨耶穌基督的話
[00:06:38.520 --> 00:06:41.800]  當別人認識你知道你是信主的
[00:06:41.800 --> 00:06:45.240]  你的生命到底會讓人進一步
[00:06:45.240 --> 00:06:49.480]  渴慕去追求認識你所相信的上帝呢
[00:06:49.480 --> 00:06:52.920]  還是會讓人進一步遠離
[00:06:52.920 --> 00:06:56.200]  我們想傳講的所謂的福音
[00:06:56.200 --> 00:06:58.200]  所以無論如何
[00:06:58.200 --> 00:06:59.520]  你和我都會影響別人的
[00:06:59.520 --> 00:07:03.000]  但我希望今天我們能夠學習的是
[00:07:03.000 --> 00:07:06.680]  如何讓我們的生命和接觸上人相處的時候
[00:07:06.680 --> 00:07:09.000]  帶給人一個正面的影響
[00:07:09.000 --> 00:07:10.520]  不僅是正面的影響
[00:07:10.520 --> 00:07:13.480]  而且能夠讓人更加渴慕追求認識神
[00:07:13.480 --> 00:07:15.400]  如果是基督徒信耶穌的
[00:07:15.400 --> 00:07:19.560]  能夠讓他們更加的愛主
