
[00:00:00.000 --> 00:00:02.000]  在我們聆聽神的話語之前
[00:00:02.000 --> 00:00:05.000]  做一次我們同心低頭的禱告
[00:00:05.000 --> 00:00:08.000]  我們天父上帝我們滿心多謝你
[00:00:08.000 --> 00:00:10.000]  因為你賜給我們的
[00:00:10.000 --> 00:00:12.000]  是你自己寶貴的話語
[00:00:12.000 --> 00:00:14.000]  就是我們今天讀的聖經
[00:00:14.000 --> 00:00:16.000]  願你的聖靈開啟我們
[00:00:16.000 --> 00:00:18.000]  我們的心懷打開
[00:00:18.000 --> 00:00:20.000]  讓你的話讀進我們的心裏
[00:00:20.000 --> 00:00:22.000]  我們又能夠有信心、勇氣
[00:00:22.000 --> 00:00:24.000]  將你所感動我們的
[00:00:24.000 --> 00:00:26.000]  能夠在生活當中實踐出來
[00:00:26.000 --> 00:00:28.000]  我們這樣同心合意的祈禱
[00:00:28.000 --> 00:00:30.000]  奉靠耶穌基督的命求
[00:00:30.000 --> 00:00:32.000]  Amen
[00:00:58.000 --> 00:01:00.000]  父親節的早上
[00:01:00.000 --> 00:01:02.000]  我爸爸就說
[00:01:02.000 --> 00:01:04.000]  兒子,上個月母親節
[00:01:04.000 --> 00:01:06.000]  你們幾個就一起請媽媽去吃飯
[00:01:06.000 --> 00:01:08.000]  今天是父親節
[00:01:08.000 --> 00:01:10.000]  又不見你請我吃飯
[00:01:10.000 --> 00:01:14.000]  兒女怎麼說呢?
[00:01:14.000 --> 00:01:16.000]  媽媽每晚都在家裡煮飯給我們吃
[00:01:16.000 --> 00:01:20.000]  母親節當然不想她那麼辛苦
[00:01:20.000 --> 00:01:23.000]  今天早上我很早就來到觀塘
[00:01:23.000 --> 00:01:25.000]  在某間茶餐廳
[00:01:25.000 --> 00:01:28.000]  見到兩夫婦正在聊天
[00:01:28.000 --> 00:01:30.000]  今晚的自助餐都訂好了
[00:01:30.000 --> 00:01:32.000]  我當然這樣想
[00:01:32.000 --> 00:01:34.000]  現在才訂自助餐當然訂不到
[00:01:34.000 --> 00:01:36.000]  今晚吃火鍋好嗎?
[00:01:36.000 --> 00:01:38.000]  正在商量吃什麼
[00:01:38.000 --> 00:01:39.000]  兒子就說
[00:01:39.000 --> 00:01:41.000]  母親節我們不想媽媽那麼辛苦
[00:01:41.000 --> 00:01:43.000]  就請媽媽去吃飯
[00:01:43.000 --> 00:01:45.000]  爸爸你每天在家裡
[00:01:45.000 --> 00:01:48.000]  走來走去都不知道你做過什麼
[00:01:48.000 --> 00:01:51.000]  所以父親節我們都不知道有什麼好做
[00:01:51.000 --> 00:01:53.000]  通常在社會裏面
[00:01:53.000 --> 00:01:55.000]  到今時今日
[00:01:55.000 --> 00:01:57.000]  我們都比較重視母親節
[00:01:57.000 --> 00:02:00.000]  好像父親節沒什麼好搞
[00:02:00.000 --> 00:02:02.000]  其實男性都很實際
[00:02:02.000 --> 00:02:05.000]  我都聽過一些爸爸說
[00:02:05.000 --> 00:02:07.000]  不用那麼婆媽
[00:02:07.000 --> 00:02:09.000]  跟媽媽一起吃就行了
[00:02:09.000 --> 00:02:11.000]  其實心裏面不是這樣想的
[00:02:11.000 --> 00:02:13.000]  大家都知道
[00:02:13.000 --> 00:02:17.000]  很開心梁法堂有基督家庭主人
[00:02:17.000 --> 00:02:19.000]  讓我們都看一下
[00:02:19.000 --> 00:02:23.000]  其實聖經裏面有很多父親母親的形象
[00:02:23.000 --> 00:02:25.000]  有正面的形象
[00:02:25.000 --> 00:02:27.000]  也有反面的形象
[00:02:27.000 --> 00:02:29.000]  今日我們選讀了一段
[00:02:29.000 --> 00:02:33.000]  似乎很少在母親節或父親節讀的經文
[00:02:33.000 --> 00:02:35.000]  帖撒羅尼加前書
[00:02:35.000 --> 00:02:38.000]  二章六到十二節
[00:02:38.000 --> 00:02:41.000]  這裏很明顯不是單是說家庭裏面
[00:02:41.000 --> 00:02:43.000]  父親母親
[00:02:43.000 --> 00:02:45.000]  不過剛才讀的聖經當中
[00:02:45.000 --> 00:02:48.000]  你見到原來在這段經文裏面
[00:02:48.000 --> 00:02:51.000]  出現過母親和父親的字眼
[00:02:51.000 --> 00:02:53.000]  所以當我默想的時候
[00:02:53.000 --> 00:02:54.000]  我就覺得這段經文
[00:02:54.000 --> 00:02:57.000]  雖然本來寫給帖撒羅尼加的信徒
[00:02:57.000 --> 00:02:59.000]  但今日我們這個世代當中
[00:02:59.000 --> 00:03:02.000]  仍然對我們在家庭裏面的生活
[00:03:02.000 --> 00:03:04.000]  或者怎樣在家庭裏面
[00:03:04.000 --> 00:03:07.000]  能夠成就上帝賜給我們
[00:03:07.000 --> 00:03:10.000]  做父親母親的心意都是很重要
[00:03:10.000 --> 00:03:13.000]  保羅寫信給帖撒羅尼加的教會
[00:03:13.000 --> 00:03:18.000]  他怎樣在教會這班信徒當中
[00:03:18.000 --> 00:03:21.000]  去傳福音去建立教會
[00:03:21.000 --> 00:03:23.000]  所以在這封信裏面
[00:03:23.000 --> 00:03:27.000]  保羅就和這班信徒去表達心跡
[00:03:27.000 --> 00:03:30.000]  當他表達他自己怎樣去愛教會的時候
[00:03:30.000 --> 00:03:35.000]  就好像一個作父親和作母親一樣的剖白
[00:03:35.000 --> 00:03:37.000]  保羅的而且確
[00:03:37.000 --> 00:03:40.000]  聖經裏面沒有特別多提他的家庭是怎樣
[00:03:40.000 --> 00:03:43.000]  不過保羅在這裏似乎兼任了
[00:03:43.000 --> 00:03:46.000]  母親和父親的角色
[00:03:46.000 --> 00:03:48.000]  我嘗試用這段經文裏面
[00:03:48.000 --> 00:03:49.000]  看見有幾個
[00:03:49.000 --> 00:03:52.000]  今日我們說基督化家庭裏面
[00:03:52.000 --> 00:03:57.000]  作父母有好幾個特質
[00:03:57.000 --> 00:04:01.000]  第一個我讀到第六節到第八節的時候
[00:04:01.000 --> 00:04:03.000]  保羅說我們作為基督的使徒
[00:04:03.000 --> 00:04:05.000]  雖然是受人尊重
[00:04:05.000 --> 00:04:07.000]  但沒有在他們當中求榮耀
[00:04:07.000 --> 00:04:10.000]  反而在他們當中心存溫柔
[00:04:10.000 --> 00:04:13.000]  好像母親捕魚自己的孩子一樣
[00:04:13.000 --> 00:04:16.000]  所以不單是願意將福音傳給他們
[00:04:16.000 --> 00:04:19.000]  更加將自己的生命都願意給他們
[00:04:19.000 --> 00:04:25.000]  因為這班弟兄姊妹這班信徒是他所愛惜的
[00:04:25.000 --> 00:04:27.000]  由經文的鋪排裏面
[00:04:27.000 --> 00:04:29.000]  你見到保羅重複去表達
[00:04:29.000 --> 00:04:32.000]  那份父母的心腸那份愛
[00:04:32.000 --> 00:04:34.000]  愛有幾深
[00:04:34.000 --> 00:04:37.000]  他說媽媽育養孩子
[00:04:37.000 --> 00:04:40.000]  其實當媽媽去餵奶的時候
[00:04:40.000 --> 00:04:42.000]  真的放下身段
[00:04:42.000 --> 00:04:46.000]  他心中的溫柔就是想孩子吃得飽
[00:04:46.000 --> 00:04:48.000]  吃得好
[00:04:48.000 --> 00:04:51.000]  媽媽能夠這樣做
[00:04:51.000 --> 00:04:52.000]  爸爸呢
[00:04:52.000 --> 00:04:55.000]  有時中國人的家庭裏面
[00:04:55.000 --> 00:04:58.000]  父親都往往是一個嚴父
[00:04:58.000 --> 00:05:02.000]  爸爸要放下身份表達溫柔和愛
[00:05:02.000 --> 00:05:05.000]  其實是不容易的
[00:05:05.000 --> 00:05:08.000]  所以大家有時讀到以弗所書第五章
[00:05:08.000 --> 00:05:10.000]  當大家去到婚禮的時候
[00:05:10.000 --> 00:05:11.000]  讀這段經文
[00:05:11.000 --> 00:05:15.000]  他講到丈夫要愛自己的妻子
[00:05:15.000 --> 00:05:16.000]  這是一個命令
[00:05:16.000 --> 00:05:18.000]  保羅要愛自己的妻子
[00:05:18.000 --> 00:05:19.000]  為甚麼要愛呢
[00:05:19.000 --> 00:05:23.000]  因為原來作丈夫的其實不太懂得去愛
[00:05:23.000 --> 00:05:25.000]  要學怎樣去愛
[00:05:25.000 --> 00:05:27.000]  但如果我們看聖經的時候
[00:05:27.000 --> 00:05:31.000]  差不多從來都沒有叫妻子去愛自己的丈夫
[00:05:31.000 --> 00:05:33.000]  對妻子的命令就不是愛
[00:05:33.000 --> 00:05:36.000]  因為太太表達愛
[00:05:36.000 --> 00:05:39.000]  或者女性的溫柔是很自然
[00:05:39.000 --> 00:05:44.000]  相反聖經是命令妻子去信服和敬重自己的丈夫
[00:05:44.000 --> 00:05:45.000]  你有沒有留意呢
[00:05:45.000 --> 00:05:47.000]  那個吩咐有點不同
[00:05:47.000 --> 00:05:50.000]  因為特別我想在現在的社會裏面
[00:05:50.000 --> 00:05:51.000]  男女都很平等的時候
[00:05:51.000 --> 00:05:55.000]  要太太去敬重和信服自己的丈夫
[00:05:55.000 --> 00:05:58.000]  也是不容易做到
[00:05:58.000 --> 00:06:01.000]  所以我們見到大部份的作父親的
[00:06:01.000 --> 00:06:04.000]  其實不太懂得去表達愛
[00:06:04.000 --> 00:06:06.000]  對太太也是這樣
[00:06:06.000 --> 00:06:08.000]  有時我聽教會有些姐妹都投訴
[00:06:08.000 --> 00:06:12.000]  先生好像鐵板一塊
[00:06:12.000 --> 00:06:14.000]  太過剛硬
[00:06:14.000 --> 00:06:16.000]  對新婚仔也是這樣
[00:06:16.000 --> 00:06:19.000]  我記得我的新婚仔很多年前
[00:06:19.000 --> 00:06:20.000]  大仔出世
[00:06:20.000 --> 00:06:22.000]  一回到家的時候
[00:06:22.000 --> 00:06:24.000]  太太都有些本能
[00:06:24.000 --> 00:06:26.000]  她知道怎樣去抱這個小朋友
[00:06:26.000 --> 00:06:29.000]  當然她也要上那些育嬰班
[00:06:29.000 --> 00:06:31.000]  因為小朋友的頭比較重
[00:06:31.000 --> 00:06:33.000]  她懂得怎樣去托著頸
[00:06:33.000 --> 00:06:35.000]  我想做媽媽都知道
[00:06:35.000 --> 00:06:36.000]  你不可以就這樣抱她
[00:06:36.000 --> 00:06:38.000]  要手托著頸
[00:06:38.000 --> 00:06:41.000]  因為那裏的肌肉未發展得好
[00:06:41.000 --> 00:06:42.000]  什麼時候餵奶
[00:06:42.000 --> 00:06:43.000]  什麼時候換尿片
[00:06:43.000 --> 00:06:44.000]  什麼時候洗澡
[00:06:44.000 --> 00:06:45.000]  什麼時候跟她玩
[00:06:45.000 --> 00:06:46.000]  什麼時候睡覺
[00:06:46.000 --> 00:06:48.000]  好像作媽媽的
[00:06:48.000 --> 00:06:52.000]  很快天生就掌握了
[00:06:52.000 --> 00:06:57.000]  但是作爸爸的要學的
[00:06:57.000 --> 00:06:58.000]  但是當我們學會的時候
[00:06:58.000 --> 00:07:00.000]  很快新婚仔就長大了
[00:07:00.000 --> 00:07:03.000]  學極都學不夠快
[00:07:03.000 --> 00:07:04.000]  我記得有一次
[00:07:04.000 --> 00:07:08.000]  我十四歲的女兒在梳化看電視的時候
[00:07:08.000 --> 00:07:11.000]  我就走過去跟她聊聊天
[00:07:11.000 --> 00:07:13.000]  因為她讀書都忙的時候
[00:07:13.000 --> 00:07:14.000]  我坐下的時候
[00:07:14.000 --> 00:07:15.000]  突然間有個感覺
[00:07:15.000 --> 00:07:19.000]  想起小時候她很喜歡坐在我大腿那裏
[00:07:19.000 --> 00:07:22.000]  我就搖來搖去扮作開車
[00:07:22.000 --> 00:07:26.000]  我想想長大了很久都未試過
[00:07:26.000 --> 00:07:28.000]  突然間有衝動告訴她
[00:07:28.000 --> 00:07:31.000]  女兒很久沒有試過
[00:07:31.000 --> 00:07:35.000]  你坐在我大腿上搖來搖去
[00:07:35.000 --> 00:07:36.000]  女兒怎樣說呢
[00:07:36.000 --> 00:07:39.000]  她說爸爸這樣很不舒服
[00:07:39.000 --> 00:07:42.000]  你以為我還小嗎
[00:07:42.000 --> 00:07:43.000]  我記得那個時候我就想
[00:07:43.000 --> 00:07:48.000]  原來我從來都未做過一個十四歲的女兒的爸爸
[00:07:48.000 --> 00:07:51.000]  我做過一個十三歲十二歲的女兒的爸爸
[00:07:51.000 --> 00:07:54.000]  但我未做過一個十四歲的女兒的爸爸
[00:07:54.000 --> 00:07:57.000]  又未做過一個十九歲的兒子的爸爸
[00:07:57.000 --> 00:07:59.000]  當然今年我兒女都長大了
[00:07:59.000 --> 00:08:02.000]  女兒都二十二歲了
[00:08:02.000 --> 00:08:04.000]  兒女都二十七歲了
[00:08:04.000 --> 00:08:08.000]  我們要學怎樣去真誠地表達
[00:08:08.000 --> 00:08:11.000]  新婚仔或者我們的兒女
[00:08:11.000 --> 00:08:14.000]  他們能夠理解到的愛呢
[00:08:14.000 --> 00:08:20.000]  今日在座很多比較年長的弟兄姊妹或者父母
[00:08:20.000 --> 00:08:23.000]  你的孩子其實已經不是昔日
[00:08:23.000 --> 00:08:26.000]  放在手裏抱的孩子了
[00:08:26.000 --> 00:08:29.000]  他們長大了成年人了成家立室了
[00:08:29.000 --> 00:08:31.000]  怎樣跟他們溝通呢
[00:08:31.000 --> 00:08:33.000]  在聖經裏面我看到
[00:08:33.000 --> 00:08:36.000]  最好做父母的榜樣或者做爸爸的榜樣
[00:08:36.000 --> 00:08:41.000]  就是盧格芳裏面十五章浪子的故事
[00:08:41.000 --> 00:08:44.000]  浪子最終選擇回家
[00:08:44.000 --> 00:08:49.000]  雖然他知道跟爸爸的關係再不如從前
[00:08:49.000 --> 00:08:53.000]  但他都相信家門是為他打開的
[00:08:53.000 --> 00:08:54.000]  為甚麼呢
[00:08:54.000 --> 00:08:56.000]  為甚麼他浪蕩這麼久的日子之後
[00:08:56.000 --> 00:08:58.000]  都知道回到家
[00:08:58.000 --> 00:09:00.000]  爸爸仍然會接納他
[00:09:00.000 --> 00:09:03.000]  就算他接納他是一個故宮
[00:09:03.000 --> 00:09:05.000]  他仍然會回去呢
[00:09:05.000 --> 00:09:07.000]  我相信這個爸爸
[00:09:07.000 --> 00:09:14.000]  在兒子小時候常常表達那種真誠的愛
[00:09:14.000 --> 00:09:17.000]  可能告訴他無論你走到多遠
[00:09:17.000 --> 00:09:18.000]  你都可以回家的
[00:09:18.000 --> 00:09:21.000]  所以當這個浪子回到家的時候
[00:09:21.000 --> 00:09:23.000]  兒子當然有說話
[00:09:23.000 --> 00:09:25.000]  得罪了爸爸得罪了天
[00:09:25.000 --> 00:09:30.000]  但在聖經裏面沒有見到爸爸罵他一句
[00:09:30.000 --> 00:09:31.000]  我心想如果是我的時候
[00:09:31.000 --> 00:09:33.000]  我都會接納他回來
[00:09:33.000 --> 00:09:35.000]  不過當然是先耍他
[00:09:35.000 --> 00:09:38.000]  做錯了就先罵他
[00:09:38.000 --> 00:09:42.000]  但聖經記載這個爸爸跑上前擁抱他
[00:09:42.000 --> 00:09:44.000]  親他
[00:09:44.000 --> 00:09:48.000]  這是當時這個兒子最需要的
[00:09:48.000 --> 00:09:49.000]  不是一些教訓
[00:09:49.000 --> 00:09:51.000]  因為他已經得到教訓
[00:09:51.000 --> 00:09:54.000]  是需要那種無條件表達那種愛
[00:09:54.000 --> 00:09:55.000]  作父母
[00:09:55.000 --> 00:09:58.000]  我相信我們無論兒女是甚麼年紀都好
[00:09:58.000 --> 00:10:02.000]  我們不怕去表達真誠的愛
[00:10:02.000 --> 00:10:05.000]  我不止一次聽見很多年青人
[00:10:05.000 --> 00:10:07.000]  甚至是細蚊仔這樣說
[00:10:07.000 --> 00:10:10.000]  我知道我爸爸媽媽很疼我
[00:10:10.000 --> 00:10:12.000]  不過我感受不到
[00:10:12.000 --> 00:10:13.000]  我知道
[00:10:13.000 --> 00:10:15.000]  不過我感受不到
[00:10:15.000 --> 00:10:16.000]  今天我們作父母的
[00:10:16.000 --> 00:10:19.000]  要想想我們怎樣放開自己的身段
[00:10:19.000 --> 00:10:22.000]  用一種茫若的愛去愛他們
[00:10:22.000 --> 00:10:23.000]  擁抱他們
[00:10:23.000 --> 00:10:26.000]  是能夠用他們聽得明白的方法
[00:10:26.000 --> 00:10:28.000]  無論他們犯多少錯
[00:10:28.000 --> 00:10:31.000]  他們永遠可以回家
[00:10:31.000 --> 00:10:32.000]  所以保羅說
[00:10:32.000 --> 00:10:33.000]  我作為使徒
[00:10:33.000 --> 00:10:34.000]  我本來有尊貴的身份
[00:10:34.000 --> 00:10:38.000]  但我不用這種身份去欺壓大家
[00:10:38.000 --> 00:10:40.000]  相反我用母親那種溫柔
[00:10:40.000 --> 00:10:44.000]  好像暴雨一樣來預養你們
[00:10:44.000 --> 00:10:46.000]  這是第一點
[00:10:46.000 --> 00:10:50.000]  作為父母我們要反省思考
[00:10:50.000 --> 00:10:52.000]  基督法家庭的第二個特質
[00:10:52.000 --> 00:10:56.000]  除了是真誠地表達我們對他的愛之外
[00:10:56.000 --> 00:10:57.000]  第二個特質就是
[00:10:57.000 --> 00:11:01.000]  我們作為父母有一個辛勤工作的榜樣
[00:11:01.000 --> 00:11:02.000]  辛勤工作
[00:11:02.000 --> 00:11:04.000]  所以第九節保羅說
[00:11:04.000 --> 00:11:06.000]  弟兄們你們紀念我
[00:11:06.000 --> 00:11:08.000]  辛苦勞碌晝夜作供
[00:11:08.000 --> 00:11:10.000]  傳上帝的福音給你們
[00:11:10.000 --> 00:11:14.000]  免得你們任何一個人受累
[00:11:14.000 --> 00:11:16.000]  父母辛勤工作
[00:11:16.000 --> 00:11:18.000]  我相信今天在香港社會裡
[00:11:18.000 --> 00:11:22.000]  沒有什麼爸爸媽媽不是辛勤工作
[00:11:22.000 --> 00:11:24.000]  但當我們辛勤工作的時候
[00:11:24.000 --> 00:11:29.000]  其實我們能夠給兒女一個正確的工作觀念
[00:11:29.000 --> 00:11:32.000]  師徒保羅和帖撒洛尼加的信徒說
[00:11:32.000 --> 00:11:34.000]  我自己辛苦勞碌作供
[00:11:34.000 --> 00:11:35.000]  晝夜作供
[00:11:35.000 --> 00:11:37.000]  傳上帝的福音
[00:11:37.000 --> 00:11:39.000]  大家知道保羅的傳福音
[00:11:39.000 --> 00:11:43.000]  不是完全靠教會去供養
[00:11:43.000 --> 00:11:45.000]  保羅是一個即帳棚的人
[00:11:45.000 --> 00:11:49.000]  所以很多時候他上午或晚上
[00:11:49.000 --> 00:11:51.000]  就會做一些工作
[00:11:51.000 --> 00:11:53.000]  中午的時候就去做傳福音
[00:11:53.000 --> 00:11:55.000]  或者是教導的事情
[00:11:55.000 --> 00:11:59.000]  當兒女見到父母工作的心態
[00:11:59.000 --> 00:12:01.000]  看到我們是怎樣工作的
[00:12:01.000 --> 00:12:04.000]  無論父母的工作是怎樣
[00:12:04.000 --> 00:12:06.000]  甚至是我們當中有些已經退休的
[00:12:06.000 --> 00:12:07.000]  你怎樣去生活
[00:12:07.000 --> 00:12:09.000]  你怎樣去過每天的生活
[00:12:09.000 --> 00:12:11.000]  有意義地生活
[00:12:11.000 --> 00:12:13.000]  其實我們的兒女都放在眼內
[00:12:13.000 --> 00:12:16.000]  我以前在學校裡面做教會的工作
[00:12:16.000 --> 00:12:18.000]  現在在教會服侍
[00:12:18.000 --> 00:12:20.000]  我常常都勉勵自己
[00:12:20.000 --> 00:12:23.000]  在孩子面前我要讓他見到
[00:12:23.000 --> 00:12:25.000]  其實我們是盡心盡力
[00:12:25.000 --> 00:12:27.000]  是不怕吃虧
[00:12:27.000 --> 00:12:29.000]  有時候不要委過於人
[00:12:29.000 --> 00:12:31.000]  做什麼都賴人
[00:12:31.000 --> 00:12:33.000]  不是自己的責任
[00:12:33.000 --> 00:12:34.000]  其實孩子見到
[00:12:34.000 --> 00:12:37.000]  我太太多年來是做家庭主婦
[00:12:37.000 --> 00:12:40.000]  近這十年才出來做服侍的工作
[00:12:40.000 --> 00:12:43.000]  小時候照顧孩子的飲食
[00:12:43.000 --> 00:12:46.000]  家務做得井井有條
[00:12:46.000 --> 00:12:48.000]  我常常都很不明白
[00:12:48.000 --> 00:12:50.000]  為什麼做婦女的
[00:12:50.000 --> 00:12:51.000]  一到轉季的時候
[00:12:51.000 --> 00:12:54.000]  就懂得將棉被曬爛
[00:12:54.000 --> 00:12:55.000]  將它收起來
[00:12:55.000 --> 00:12:56.000]  快要換季了
[00:12:56.000 --> 00:12:57.000]  所以昨晚家裡
[00:12:57.000 --> 00:13:00.000]  將所有不再穿的冬天衣服
[00:13:00.000 --> 00:13:01.000]  真的要收起來
[00:13:01.000 --> 00:13:03.000]  又拿些夏天衣服出來
[00:13:03.000 --> 00:13:06.000]  做婦女做媽媽做太太
[00:13:06.000 --> 00:13:08.000]  總是懂得這樣東西
[00:13:08.000 --> 00:13:11.000]  這些永遠都不是家裡的爸爸
[00:13:11.000 --> 00:13:13.000]  或者男士做的
[00:13:13.000 --> 00:13:16.000]  這些新勞的工作
[00:13:16.000 --> 00:13:18.000]  其實身分證是看到的
[00:13:18.000 --> 00:13:20.000]  所以我兩個小朋友
[00:13:20.000 --> 00:13:21.000]  都懂得自己照顧自己
[00:13:21.000 --> 00:13:22.000]  懂得自己煮飯
[00:13:22.000 --> 00:13:25.000]  很多時候我們很晚回來的時候
[00:13:25.000 --> 00:13:27.000]  女兒就會煮飯
[00:13:27.000 --> 00:13:28.000]  有時候她一個人
[00:13:28.000 --> 00:13:29.000]  自己在家裡的時候
[00:13:29.000 --> 00:13:31.000]  一個人自己都煮飯
[00:13:31.000 --> 00:13:32.000]  很簡單
[00:13:32.000 --> 00:13:34.000]  煎隻蛋
[00:13:34.000 --> 00:13:36.000]  煮條菜就可以了
[00:13:36.000 --> 00:13:37.000]  他們的榜樣
[00:13:37.000 --> 00:13:39.000]  我相信多年來都是
[00:13:39.000 --> 00:13:43.000]  我們不經意讓他們學習到
[00:13:43.000 --> 00:13:45.000]  不過今天我們見到很多父母
[00:13:45.000 --> 00:13:46.000]  是很辛勤
[00:13:46.000 --> 00:13:48.000]  有時候辛勤得過了龍
[00:13:48.000 --> 00:13:49.000]  連身分證的東西
[00:13:49.000 --> 00:13:50.000]  我們都做了
[00:13:50.000 --> 00:13:51.000]  所以不用他們做
[00:13:51.000 --> 00:13:53.000]  他們又不懂
[00:13:53.000 --> 00:13:54.000]  所以小朋友
[00:13:54.000 --> 00:13:55.000]  或者我們的年輕人
[00:13:55.000 --> 00:13:57.000]  學習可以分為兩方面
[00:13:57.000 --> 00:13:59.000]  一方面我們當然要以身作則
[00:13:59.000 --> 00:14:00.000]  好像保羅一樣
[00:14:00.000 --> 00:14:01.000]  我們做
[00:14:01.000 --> 00:14:02.000]  身分證就看
[00:14:02.000 --> 00:14:04.000]  看到他們懂得做
[00:14:04.000 --> 00:14:05.000]  但是第二方面
[00:14:05.000 --> 00:14:06.000]  我們又要敢於放手
[00:14:06.000 --> 00:14:07.000]  是什麼呢
[00:14:07.000 --> 00:14:08.000]  就是身分證做
