
[00:00:00.000 --> 00:00:04.240]  今日我們會看一卷聖經
[00:00:04.240 --> 00:00:07.200]  今天我們要看一卷經文
[00:00:07.200 --> 00:00:12.120]  聖經是帖撒羅尼加後書
[00:00:12.120 --> 00:00:20.440]  但我們可以看到這卷聖經有保羅的筆跡在裏面
[00:00:20.440 --> 00:00:27.200]  即是這封信當中有些部份是保羅寫的
[00:00:27.200 --> 00:00:31.560]  就是說這封信當中是保羅所寫的
[00:00:31.560 --> 00:00:37.600]  我們看第一章第一節的話
[00:00:37.600 --> 00:00:44.520]  就正如一般當時的書信的開頭一樣
[00:00:44.520 --> 00:00:51.800]  我們知道這封信是由保羅、西拉和提摩泰三個人寫的
[00:00:51.800 --> 00:00:56.160]  我們知道是保羅、提摩泰和西拉所寫的
[00:00:56.160 --> 00:01:00.080]  他是寫給帖撒羅尼加教會的
[00:01:00.080 --> 00:01:03.320]  他是寫給帖撒羅尼加的人的
[00:01:03.320 --> 00:01:12.840]  而我們也知道這間教會是在神我們的父和主耶穌基督裏面的
[00:01:12.840 --> 00:01:18.400]  我們知道這間教會是在父神和主耶穌基督裏面的
[00:01:18.400 --> 00:01:22.840]  換句話說是有主同在的教會
[00:01:22.840 --> 00:01:25.960]  換句話說是有主同在的教會
[00:01:25.960 --> 00:01:30.720]  這個可以幫助我們去思想
[00:01:30.720 --> 00:01:36.800]  我們的教會一定要有主同在
[00:01:36.800 --> 00:01:43.000]  我們再看第二章第二節
[00:01:43.000 --> 00:01:48.920]  我勸你們無論有靈有言語有冒我名的書信
[00:01:48.920 --> 00:01:52.320]  說主的日子現在到了
[00:01:52.320 --> 00:01:55.480]  不要輕易地動心也不要驚慌
[00:01:55.480 --> 00:02:01.560]  當我們看這封信的內容的時候
[00:02:01.560 --> 00:02:10.960]  就不難發現原來保羅才是真正寫信的人
[00:02:10.960 --> 00:02:21.600]  因為他知道了帖撒羅尼加教會當中出現了一些問題
[00:02:21.600 --> 00:02:25.240]  就是有人冒我名的書信
[00:02:25.240 --> 00:02:29.920]  就是有人冒我的名來寫書信給你們
[00:02:29.920 --> 00:02:36.120]  說主的日子現在到了
[00:02:36.120 --> 00:02:41.520]  或者說主很快就會來了
[00:02:41.520 --> 00:02:46.680]  這件有關主再來的事情
[00:02:46.680 --> 00:02:52.760]  是這封信其中一個很重要的主題
[00:02:52.760 --> 00:02:59.000]  稍後我們會再看多一些
[00:02:59.000 --> 00:03:03.200]  第三第四節
[00:03:03.200 --> 00:03:10.480]  保羅希拉和提摩泰等人
[00:03:10.480 --> 00:03:17.920]  對於帖撒羅尼加教會的評價是很高的
[00:03:17.920 --> 00:03:22.640]  因為雖然那裡的信徒是面對信仰上的逼迫
[00:03:22.640 --> 00:03:26.680]  但是他們在患難當中
[00:03:26.680 --> 00:03:33.440]  仍然能夠表現出忍耐和信心
[00:03:33.440 --> 00:03:40.240]  所以保羅為他們感謝神
[00:03:40.240 --> 00:03:48.040]  甚至在神的各教會裡面為他們誇口
[00:03:48.040 --> 00:03:53.400]  因為帖撒羅尼加教會的信徒
[00:03:53.400 --> 00:03:58.880]  他們的表現實在是值得被人稱讚
[00:03:58.880 --> 00:04:05.720]  或者我們會問
[00:04:05.720 --> 00:04:12.320]  帖撒羅尼加教會為什麼會受到逼迫呢?
[00:04:12.320 --> 00:04:20.000]  帖撒羅尼加後書的第一章第五節
[00:04:20.000 --> 00:04:26.720]  說他們在一切的逼迫患難當中
[00:04:26.720 --> 00:04:30.720]  他們的表現是很優秀的
[00:04:30.720 --> 00:04:39.600]  使他們可算配得神的國
[00:04:39.600 --> 00:04:43.920]  因為他們遭遇這一切的苦難
[00:04:43.920 --> 00:04:49.480]  都是為了神的國而受苦
[00:04:49.480 --> 00:04:51.400]  換句話來說
[00:04:51.400 --> 00:04:59.280]  他們是為了基督真正的信仰而受苦
[00:04:59.280 --> 00:05:03.400]  是完全在神的計劃當中
[00:05:03.400 --> 00:05:06.120]  所以聖經這樣說
[00:05:06.120 --> 00:05:16.320]  這正是神公義判斷的明證
[00:05:16.320 --> 00:05:19.240]  這句說話是什麼意思呢?
[00:05:19.240 --> 00:05:27.560]  我們再看第六節到第八節
[00:05:27.560 --> 00:05:30.320]  神既是公義的
[00:05:30.320 --> 00:05:35.080]  就必將患難報應那家患難給你們的人
[00:05:35.080 --> 00:05:40.960]  也必使你們這受患難的人與我們同得平安
[00:05:40.960 --> 00:05:44.880]  那時主耶穌和祂有能力的天使
[00:05:44.880 --> 00:05:51.160]  從天上在火焰中顯現
[00:05:51.160 --> 00:05:54.080]  要報應那不認識神
[00:05:54.080 --> 00:05:57.680]  和那不聽從我主耶穌的福音的人
[00:05:57.680 --> 00:06:04.080]  大家有沒有看到一些不公義的事情發生在你們身上?
[00:06:04.080 --> 00:06:08.000]  大家有沒有看到一些不公義的事情發生在你們身上?
[00:06:08.000 --> 00:06:11.880]  如果一些良善的人被惡人迫害
[00:06:11.880 --> 00:06:16.520]  如果一些良善的人被惡人迫害
[00:06:16.520 --> 00:06:20.000]  落在一個困境當中
[00:06:20.000 --> 00:06:27.760]  或者會有一個很悲慘的下場的話
[00:06:27.760 --> 00:06:32.320]  你會不會認為到了最後
[00:06:32.320 --> 00:06:36.880]  既然事實都無法改變
[00:06:36.880 --> 00:06:44.920]  有這些不公義的事情就不如不了了之
[00:06:44.920 --> 00:06:51.120]  我們一些人都認識一位姊妹
[00:06:51.120 --> 00:06:57.400]  她的丈夫在國內犯了官非
[00:06:57.400 --> 00:06:59.600]  她的丈夫在國內犯了官非
[00:06:59.600 --> 00:07:03.800]  但在審判當中
[00:07:03.800 --> 00:07:11.280]  指控她的人竟然把案件遷移到另一個法庭審判
[00:07:11.280 --> 00:07:16.680]  指控她的人竟然把案件遷移到另一個法庭審判
