
[00:00:00.000 --> 00:00:06.000]  上一個月呢,就講咗《山上補訓》嘅八幅啦。
[00:00:06.000 --> 00:00:18.000]  咁呢就,大家仲記唔記得,嗰八幅,甚至係第九幅,嗰個嘅淺倫呀,嗰句嘅作用,三個一種,三個一種。
[00:00:18.000 --> 00:00:30.000]  咁彼此嘅呢一種嘅,嚟到配合,形成一個上帝子民,基督們同喺地上生活嘅一個動力。
[00:00:30.000 --> 00:00:43.000]  嗰個動力係無堅不摧,但係堅韌到種種嘅困難,種種嘅苦難,種種嘅迫害呢,我哋都係唔會改變我哋嘅原則立場。
[00:00:43.000 --> 00:00:57.000]  我哋係溫柔,孫厚,但係面對強權,面對壓力,我哋絕不低頭,而喺人世間,種種嘅紛爭,苦難嘅當中,我哋做一個與人一齊哀動。
[00:00:57.000 --> 00:01:04.000]  我哋做一個締造和平嘅人,不過呢個締造和平嘅人呢,就往往俾人排擠拒絕嘅。
[00:01:04.000 --> 00:01:15.000]  所以主耶穌最後第九個福就話,直接向我哋講,你哋為我嘅命嘅應顧,受迫害嘅人,仲有福啦,成為天上嘅賞賜就大啦。
[00:01:15.000 --> 00:01:21.000]  咁跟住呢,其實應該要講「炎」同埋「光」㗎喎。
[00:01:21.000 --> 00:01:27.000]  跟住呢,就係第十三節:「你們是地上的炎,你們是世上的光。」
[00:01:27.000 --> 00:01:36.000]  就記得呢,一年前,兩年前我講咗啦,世上嘅炎,世上嘅光,咁我就唔想翻炒呀,牧師點解要翻炒,牛肉冇味道。
[00:01:36.000 --> 00:01:40.000]  翻炒牛肉冇味道喎,所以我就唔翻炒啦。
[00:01:40.000 --> 00:01:54.000]  就想提醒大家,呢一個炎光嘅作用呢,就同埋後面嘅第六章嘅第廿二節,「眼睛是身體的燈」,見唔見到我講,係碰合嘅。
[00:01:54.000 --> 00:01:58.000]  「你們是地上嘅炎,地上嘅炎,世上嘅光。」
[00:01:58.000 --> 00:02:06.000]  你嘅光係要照在人前嘅,承重在山上嘅,係比人睇見嘅,叫人看見你們嘅好行為。
[00:02:06.000 --> 00:02:11.000]  就將榮耀歸比你在天上嘅乎,係叫人哋看見嘅。
[00:02:11.000 --> 00:02:16.000]  係「to be seen」嘅,佢作為光有個燈,係比人睇見嘅。
[00:02:16.000 --> 00:02:29.000]  不過呢,神父女,基督門徒嘅「被人睇見」,佢嘅「被人睇見」呢,係同當時嘅嗰啲宗教徑前嘅人,法秘賽人嘅「被人睇見」呢,係有啲唔同嘅喎。
[00:02:29.000 --> 00:02:33.000]  唔同嘅原因,就大家都有好行為,比人睇見。
[00:02:33.000 --> 00:02:42.000]  嘅分別就係喺後面啦,「眼睛是身體的燈,你們嘅眼睛若明亮,全身就光明啦。」
[00:02:42.000 --> 00:02:46.000]  「你們的眼睛若昏花,全身就黑暗啦。」
[00:02:46.000 --> 00:02:49.000]  「你們嘅光若黑暗了,黑暗是何等的大呢?」
[00:02:49.000 --> 00:02:54.000]  嗰個眼睛嘅昏花呢,即係話,如果你裏面呢,按照原文嘅意思,
[00:02:54.000 --> 00:02:59.000]  如果你有隻惡眼喺裏面,「Evil Eye」,知唔知我講過。
[00:02:59.000 --> 00:03:01.000]  咁你就睇唔清楚㗎啦。
[00:03:01.000 --> 00:03:03.000]  你睇個錢呢,就抖咁大嘅。
[00:03:03.000 --> 00:03:07.000]  你睇嘢望晒晒嘅,你成個人呢,就睇唔到㗎啦。
[00:03:07.000 --> 00:03:14.000]  所以呢,嘅「To See」喎,睇見喎,知唔知我講過,晒晒嘅光,光係有兩個作用喎,係乜嘢呀?
[00:03:14.000 --> 00:03:24.000]  佢俾人睇見,夜晚啦開住個車頭燈,紮車,點解呢?除咗你睇到之外,咁俾人睇見喎。
[00:03:24.000 --> 00:03:31.000]  你夜晚啦千祈出街呢,就唔好做忍者咁呀,包住個黑頭,黑衫,黑鞋,
[00:03:31.000 --> 00:03:36.000]  喺外面,你以為你忍者,人睇唔見你,即係聽唔見你嘅,就撞埋你㗎。
[00:03:36.000 --> 00:03:41.000]  因為忍者亦撞唔到你㗎,睇唔見你㗎嘛,你夜晚出街呀,尤其係而家天黑啦,
[00:03:41.000 --> 00:03:48.000]  「To Be Seen」呀,最行街嘅,一帶返盞電筒呀,好似屋企隻黑狗呀,
[00:03:48.000 --> 00:03:57.000]  放咗出外面,夜晚黑,行瞓之前,搵佢唔返嚟喎,黑狗,黑夜,點搵呀?
[00:03:57.000 --> 00:04:01.000]  於是呢,我係頸度戴住個,眨下眨下眨下,就睇見佢啦。
[00:04:01.000 --> 00:04:09.000]  所以,「To Be Seen」,你嘅電筒,你嘅燈係畀人睇見,同埋點樣呀?你自己睇見。
[00:04:09.000 --> 00:04:14.000]  好啦,點解要講呢?因為呢個同今日我所講嘅係有關嘅。
[00:04:14.000 --> 00:04:22.000]  其實朱松文,就係跟住講咗一大批呀,就係基督徒呀,神的兒女呀,同法利賽人嘅祈禱生活,
[00:04:22.000 --> 00:04:30.000]  佢嘅宗教生活呀,包括咗呢,就係施舍啦,包括咗呢,就禱告啦,包括咗教養色係有關嘅。
[00:04:30.000 --> 00:04:32.000]  不過今日講,祈禱,祈禱。
[00:04:32.000 --> 00:04:40.000]  《山上寶訓》嘅第二講,耶穌俾嘅一個禱告嘅今時,當然就係朱松文啦,第六章嘅第五節到第十五節。
[00:04:40.000 --> 00:04:42.000]  我一齊讀,好唔好呀?
[00:04:42.000 --> 00:04:54.000]  「你們禱告的時候,不可仗額假冒為善的人,外站在會堂裡和十字假路口禱告,故意讓人看見。
[00:04:54.000 --> 00:04:59.000]  我實在告訴你們,他們已經得到他們的賞賜。」
[00:04:59.000 --> 00:05:01.000]  嗱,記住,擺住先。
[00:05:01.000 --> 00:05:07.000]  記住喎,我哋燈,我哋個光照在人前,係俾人看見㗎喎,係咪呀?
[00:05:07.000 --> 00:05:09.000]  咁呢個嘅看見係咪特登嘅呢?
