
[00:00:00.000 --> 00:00:04.960]  今天我們講的是「真兄弟,真戰有備給」
[00:00:04.960 --> 00:00:07.520]  我們知道我們生命有很多不同的關係
[00:00:07.520 --> 00:00:12.160]  有夫婦的關係,有家人的關係,有朋友的關係等等
[00:00:12.160 --> 00:00:16.480]  我們都聽到很多不同的笑料
[00:00:16.480 --> 00:00:21.120]  有些很特別的關於關係的短句
[00:00:21.120 --> 00:00:34.720]  聖經說夫婦是人要離開父母,與妻子二人成為一體
[00:00:34.720 --> 00:00:39.200]  有些人都問:陳牧師,二人成為一體是對的
[00:00:39.200 --> 00:00:45.920]  不過當吵架的時候,那一體是我那一體,還是我的配偶那一體?誰作主?
[00:00:45.920 --> 00:00:49.600]  如果不熟悉聖經,問的是甚麼呢?
[00:00:49.600 --> 00:00:52.320]  我看了一個很有趣的笑話
[00:00:52.320 --> 00:00:58.480]  有一次有一個老公和太太在鬧市吵架
[00:00:58.480 --> 00:01:01.680]  太太不見了,找機找不到,叫也找不到
[00:01:01.680 --> 00:01:06.560]  於是他看到一位漂亮的女子在街上
[00:01:06.560 --> 00:01:11.600]  他就跟那位女子說:哎呀,停一停,我想跟你說,我不見了我太太
[00:01:11.600 --> 00:01:14.400]  你可不可以跟我聊聊天?
[00:01:14.400 --> 00:01:18.640]  那位漂亮的女子說:你不見了太太,為甚麼要我跟你聊聊天?
[00:01:18.640 --> 00:01:27.600]  那位太太說:你有所不知了,每一次我跟漂亮的女子聊天,我太太就會突然出現
[00:01:27.600 --> 00:01:32.080]  有位太太跟我說:哎呀,我老公真是很壞的
[00:01:32.080 --> 00:01:36.720]  我說:怎樣壞?她永遠都不知道我在家
[00:01:36.720 --> 00:01:42.000]  但除了當我真的不在家,她就知道我真的不在家了
[00:01:42.000 --> 00:01:44.880]  如果大家明白就明白了,這個智慧說話
[00:01:44.880 --> 00:01:50.720]  有位年輕的老公問一位長輩,已經結婚五六十年的老公
[00:01:50.720 --> 00:01:57.040]  長輩問:你結了婚這麼多年,還要維繫婚姻,真是不容易
[00:01:57.040 --> 00:02:01.600]  你可不可以給我一個五個字的錦囊
[00:02:01.600 --> 00:02:05.520]  可以讓我這段新的婚姻可以行不全程
[00:02:05.520 --> 00:02:07.760]  然後這位老公想了想,他就這樣說了
[00:02:07.760 --> 00:02:13.040]  這五個字就是:對不起,你對
[00:02:13.040 --> 00:02:18.880]  當然朋友之間都有不同關係的互動
[00:02:18.880 --> 00:02:23.280]  例如彌彩這個哲學家,如果我們聽過就知道很出名
[00:02:23.280 --> 00:02:28.880]  他這樣說:愛情是盲目的,但還沒說完
[00:02:28.880 --> 00:02:36.240]  Friendship closes its eyes,友情就是閉目
[00:02:36.240 --> 00:02:38.880]  你明白就明白了,你不明白就上網找就知道了
[00:02:38.880 --> 00:02:41.040]  哲學家是這樣說話的,一句說完
[00:02:41.040 --> 00:02:44.800]  另一句叫做Oscar Wilde,他說一句也挺好的
[00:02:44.800 --> 00:02:51.680]  他說:真的朋友不是在背後戳背脊,而是在前面戳你胸口
[00:02:51.680 --> 00:02:54.960]  這是我翻譯的英文,也很有智慧吧
[00:02:54.960 --> 00:02:58.880]  有些人很喜歡在後面說一堆話,死都不知道發生什麼事
[00:02:58.880 --> 00:03:02.640]  但真正的朋友是面對面跟你說清楚
[00:03:02.640 --> 00:03:05.600]  有一些女生跟我這樣說,挺好笑的
[00:03:05.600 --> 00:03:09.440]  她說:好的朋友會幫我買午餐
[00:03:09.440 --> 00:03:12.720]  更好的朋友會吃我的午餐
[00:03:12.720 --> 00:03:15.840]  真的,不同的程度會是這樣
[00:03:15.840 --> 00:03:19.760]  我也說了,這也是很多人生的智慧
[00:03:19.760 --> 00:03:23.840]  而今天我們正在說,在家庭關係以外
[00:03:23.840 --> 00:03:28.560]  朋友弟兄姊妹,我們稱為教會裏面
[00:03:28.560 --> 00:03:30.560]  或者不同的教會的弟兄姊妹
[00:03:30.560 --> 00:03:34.720]  或者朋友裏面的戰友有什麼微妙的關係
[00:03:34.720 --> 00:03:36.160]  我們值得注意
[00:03:36.160 --> 00:03:39.440]  我們去到約書亞記第22章
[00:03:39.440 --> 00:03:44.960]  其中有一幕正在說一些很奇妙,很值得我們學習
[00:03:44.960 --> 00:03:47.840]  很值得我們注意的關係
[00:03:47.840 --> 00:03:49.280]  究竟是說什麼呢?
[00:03:49.280 --> 00:03:53.280]  我們立刻進入,今天你猜是幾點?
[00:03:53.280 --> 00:03:55.360]  真的是三點,跟大家說好嗎?
[00:03:55.360 --> 00:03:57.040]  三點,好嗎?
[00:03:57.040 --> 00:04:00.000]  三點,第一點,我們先看看背景
[00:04:00.000 --> 00:04:00.720]  我們一起讀,好嗎?
[00:04:00.720 --> 00:04:03.840]  去到第22章,最後三講
[00:04:03.840 --> 00:04:05.920]  去到第24章就完了,第22章
[00:04:05.920 --> 00:04:07.040]  我們一起讀,好嗎?
[00:04:07.040 --> 00:04:08.160]  1,2,3
[00:04:08.160 --> 00:04:12.160]  當時約書亞召了裏面人
[00:04:12.160 --> 00:04:17.120]  迦德人和馬拿西半支派的人來
[00:04:17.120 --> 00:04:24.880]  對他們說,你們都遵守了
[00:04:24.880 --> 00:04:36.720]  「我所吩咐你們的,你們也都遵守了,你們這麼多日子,從沒有撤離你們的大兵,直到今天,你們都遵守了。」
[00:04:36.720 --> 00:04:41.200]  「耶和華,你們臣所吩咐,你們都遵守了。」
[00:04:41.200 --> 00:04:42.080]  那是什麼呢?
[00:04:42.080 --> 00:04:46.960]  又說守了,又遵守,又直到今天,又沒有撤離
[00:04:46.960 --> 00:04:48.560]  有一個背景
[00:04:48.560 --> 00:04:50.480]  我們先學一個背景
[00:04:50.480 --> 00:04:59.440]  話說大約七年前,他們要從迦南約旦河東面進入西面
[00:04:59.440 --> 00:05:03.280]  迦南的應許地,要去打仗取得地方的時候
[00:05:03.280 --> 00:05:04.560]  發生了一件事
[00:05:04.560 --> 00:05:08.400]  當時還沒過河的時候,在東面
[00:05:08.400 --> 00:05:13.520]  他們贏了兩個王,一個叫阿摩尼王,西雲,好嗎?
[00:05:13.520 --> 00:05:16.080]  一個巴山王,岳,好嗎?
[00:05:16.080 --> 00:05:19.920]  如果兩個王的名字加起來叫岳西雲,很容易記
[00:05:19.920 --> 00:05:21.960]  兩個王贏了
[00:05:21.960 --> 00:05:26.320]  當時有這兩個半支派在裡面
[00:05:26.320 --> 00:05:32.200]  迦德、馬拿西半支派說「我留在東面,我不過河了」
[00:05:32.200 --> 00:05:35.800]  「我想拿我的地方在這裡」,好嗎?
[00:05:35.800 --> 00:05:38.860]  當然當時是摩西的時代
[00:05:38.860 --> 00:05:43.220]  摩西聽到這樣說,意味著他們不打算過河
[00:05:43.220 --> 00:05:48.600]  跟兄弟們一起,取得那個應許之地
[00:05:48.600 --> 00:05:51.680]  必定是打擊士氣
[00:05:51.680 --> 00:05:54.480]  開始有一點點勸止
[00:05:54.480 --> 00:05:56.800]  「我自己有得了,所以不過」
[00:05:56.800 --> 00:05:59.600]  所以當時在《文素記》32章
[00:05:59.600 --> 00:06:02.940]  他們經過商討之後,摩西跟他們說有個約定
[00:06:02.940 --> 00:06:04.220]  這個約定說
[00:06:04.220 --> 00:06:08.820]  「你的妻兒、孩子,申速可以留在東面」
[00:06:08.820 --> 00:06:13.180]  「你們的男士,大能的壯士,帶著兵器就去過河」
[00:06:13.180 --> 00:06:17.280]  「跟其他的兄弟,一起取得他們的地方」
[00:06:17.280 --> 00:06:21.640]  這裡有兩個半支派,總共有多少支派?
[00:06:21.640 --> 00:06:23.680]  12支派,行嗎?
