
[00:00:00.000 --> 00:00:03.000]  我們先低頭祈禱
[00:00:03.000 --> 00:00:29.000]  (祈禱)
[00:00:29.000 --> 00:00:35.000]  主席
[00:00:35.000 --> 00:00:41.000]  張國柱議員
[00:00:41.000 --> 00:00:47.000]  張國柱議員
[00:00:47.000 --> 00:00:53.000]  張國柱議員
[00:00:53.000 --> 00:00:59.000]  張國柱議員
[00:00:59.000 --> 00:01:05.000]  張國柱議員
[00:01:05.000 --> 00:01:11.000]  張國柱議員
[00:01:11.000 --> 00:01:17.000]  張國柱議員
[00:01:17.000 --> 00:01:23.000]  張國柱議員
[00:01:23.000 --> 00:01:29.000]  張國柱議員
[00:01:29.000 --> 00:01:35.000]  張國柱議員
[00:01:35.000 --> 00:01:41.000]  張國柱議員
[00:01:41.000 --> 00:01:47.000]  張國柱議員
[00:01:47.000 --> 00:01:53.000]  張國柱議員
[00:01:53.000 --> 00:01:59.000]  張國柱議員
[00:01:59.000 --> 00:02:05.000]  張國柱議員
[00:02:05.000 --> 00:02:11.000]  張國柱議員
[00:02:11.000 --> 00:02:17.000]  張國柱議員
[00:02:17.000 --> 00:02:23.000]  張國柱議員
[00:02:23.000 --> 00:02:29.000]  張國柱議員
[00:02:29.000 --> 00:02:35.000]  張國柱議員
[00:02:35.000 --> 00:02:41.000]  張國柱議員
[00:02:41.000 --> 00:02:47.000]  張國柱議員
[00:02:47.000 --> 00:02:53.000]  張國柱議員
[00:02:53.000 --> 00:02:59.000]  張國柱議員
[00:02:59.000 --> 00:03:05.000]  張國柱議員
[00:03:05.000 --> 00:03:11.000]  張國柱議員
[00:03:12.000 --> 00:03:18.000]  張國柱議員
[00:03:19.000 --> 00:03:25.000]  張國柱議員
[00:03:26.000 --> 00:03:32.000]  張國柱議員
[00:03:33.000 --> 00:03:39.000]  張國柱議員
[00:03:39.000 --> 00:03:45.000]  張國柱議員
[00:03:45.000 --> 00:03:51.000]  張國柱議員
[00:03:52.000 --> 00:03:58.000]  張國柱議員
[00:03:59.000 --> 00:04:05.000]  張國柱議員
[00:04:06.000 --> 00:04:12.000]  張國柱議員
[00:04:13.000 --> 00:04:19.000]  張國柱議員
[00:04:20.000 --> 00:04:26.000]  張國柱議員
[00:04:27.000 --> 00:04:33.000]  張國柱議員
[00:04:34.000 --> 00:04:40.000]  張國柱議員
[00:04:41.000 --> 00:04:47.000]  張國柱議員
[00:04:48.000 --> 00:04:54.000]  張國柱議員
[00:04:54.000 --> 00:05:00.000]  張國柱議員
[00:05:01.000 --> 00:05:07.000]  張國柱議員
[00:05:07.000 --> 00:05:13.000]  張國柱議員
[00:05:14.000 --> 00:05:20.000]  張國柱議員
[00:05:20.000 --> 00:05:26.000]  張國柱議員
[00:05:27.000 --> 00:05:33.000]  張國柱議員
[00:05:34.000 --> 00:05:40.000]  張國柱議員
[00:05:41.000 --> 00:05:47.000]  張國柱議員
[00:05:48.000 --> 00:05:54.000]  張國柱議員
[00:05:55.000 --> 00:06:01.000]  張國柱議員
[00:06:02.000 --> 00:06:08.000]  張國柱議員
[00:06:09.000 --> 00:06:15.000]  張國柱議員
[00:06:16.000 --> 00:06:22.000]  張國柱議員
[00:06:23.000 --> 00:06:29.000]  張國柱議員
[00:06:30.000 --> 00:06:36.000]  張國柱議員
[00:06:36.000 --> 00:06:42.000]  張國柱議員
[00:06:43.000 --> 00:06:49.000]  張國柱議員
[00:06:49.000 --> 00:06:55.000]  張國柱議員
[00:06:55.000 --> 00:07:01.000]  張國柱議員
[00:07:01.000 --> 00:07:07.000]  張國柱議員
[00:07:08.000 --> 00:07:14.000]  張國柱議員
[00:07:15.000 --> 00:07:21.000]  張國柱議員
[00:07:22.000 --> 00:07:28.000]  張國柱議員
[00:07:28.000 --> 00:07:34.000]  張國柱議員
[00:07:35.000 --> 00:07:41.000]  張國柱議員
[00:07:42.000 --> 00:07:48.000]  張國柱議員
[00:07:49.000 --> 00:07:55.000]  張國柱議員
[00:07:56.000 --> 00:08:02.000]  張國柱議員
[00:08:03.000 --> 00:08:09.000]  張國柱議員
[00:08:10.000 --> 00:08:16.000]  張國柱議員
[00:08:16.000 --> 00:08:22.000]  張國柱議員
[00:08:23.000 --> 00:08:29.000]  張國柱議員
[00:08:30.000 --> 00:08:36.000]  張國柱議員
[00:08:36.000 --> 00:08:42.000]  張國柱議員
[00:08:42.000 --> 00:08:48.000]  張國柱議員
[00:08:49.000 --> 00:08:55.000]  張國柱議員
[00:08:56.000 --> 00:09:02.000]  張國柱議員
[00:09:02.000 --> 00:09:08.000]  張國柱議員
[00:09:08.000 --> 00:09:14.000]  張國柱議員
[00:09:14.000 --> 00:09:20.000]  張國柱議員
[00:09:21.000 --> 00:09:27.000]  張國柱議員
[00:09:27.000 --> 00:09:33.000]  張國柱議員
[00:09:34.000 --> 00:09:40.000]  張國柱議員
[00:09:41.000 --> 00:09:47.000]  張國柱議員
[00:09:48.000 --> 00:09:54.000]  張國柱議員
[00:09:55.000 --> 00:10:01.000]  張國柱議員
[00:10:01.000 --> 00:10:07.000]  張國柱議員
[00:10:08.000 --> 00:10:14.000]  張國柱議員
[00:10:15.000 --> 00:10:21.000]  張國柱議員
[00:10:21.000 --> 00:10:27.000]  張國柱議員
[00:10:27.000 --> 00:10:33.000]  張國柱議員
[00:10:34.000 --> 00:10:40.000]  張國柱議員
[00:10:41.000 --> 00:10:47.000]  張國柱議員
[00:10:48.000 --> 00:10:54.000]  張國柱議員
[00:10:55.000 --> 00:11:01.000]  張國柱議員
[00:11:01.000 --> 00:11:07.000]  張國柱議員
[00:11:08.000 --> 00:11:14.000]  張國柱議員
[00:11:15.000 --> 00:11:21.000]  張國柱議員
[00:11:21.000 --> 00:11:27.000]  張國柱議員
[00:11:27.000 --> 00:11:33.000]  張國柱議員
[00:11:34.000 --> 00:11:40.000]  張國柱議員
[00:11:41.000 --> 00:11:47.000]  張國柱議員
[00:11:48.000 --> 00:11:54.000]  張國柱議員
[00:11:55.000 --> 00:12:01.000]  張國柱議員
[00:12:02.000 --> 00:12:08.000]  張國柱議員
[00:12:09.000 --> 00:12:15.000]  張國柱議員
[00:12:16.000 --> 00:12:22.000]  張國柱議員
[00:12:23.000 --> 00:12:29.000]  張國柱議員
[00:12:30.000 --> 00:12:36.000]  張國柱議員
[00:12:37.000 --> 00:12:43.000]  張國柱議員
[00:12:43.000 --> 00:12:49.000]  張國柱議員
[00:12:50.000 --> 00:12:56.000]  張國柱議員
[00:12:56.000 --> 00:13:02.000]  張國柱議員
[00:13:02.000 --> 00:13:08.000]  張國柱議員
[00:13:09.000 --> 00:13:15.000]  張國柱議員
[00:13:15.000 --> 00:13:21.000]  張國柱議員
[00:13:22.000 --> 00:13:28.000]  張國柱議員
[00:13:29.000 --> 00:13:35.000]  張國柱議員
[00:13:35.000 --> 00:13:41.000]  張國柱議員
[00:13:41.000 --> 00:13:47.000]  張國柱議員
[00:13:48.000 --> 00:13:54.000]  張國柱議員
[00:13:55.000 --> 00:14:01.000]  張國柱議員
[00:14:02.000 --> 00:14:08.000]  張國柱議員
[00:14:09.000 --> 00:14:15.000]  張國柱議員
[00:14:16.000 --> 00:14:22.000]  張國柱議員
[00:14:22.000 --> 00:14:28.000]  張國柱議員
[00:14:29.000 --> 00:14:35.000]  張國柱議員
[00:14:35.000 --> 00:14:41.000]  張國柱議員
[00:14:42.000 --> 00:14:48.000]  張國柱議員
[00:14:49.000 --> 00:14:55.000]  張國柱議員
[00:14:56.000 --> 00:15:02.000]  張國柱議員
[00:15:02.000 --> 00:15:08.000]  張國柱議員
[00:15:08.000 --> 00:15:14.000]  張國柱議員
[00:15:14.000 --> 00:15:20.000]  張國柱議員
[00:15:21.000 --> 00:15:27.000]  張國柱議員
[00:15:27.000 --> 00:15:33.000]  張國柱議員
[00:15:34.000 --> 00:15:40.000]  張國柱議員
[00:15:41.000 --> 00:15:47.000]  張國柱議員
[00:15:47.000 --> 00:15:53.000]  張國柱議員
[00:15:53.000 --> 00:15:59.000]  張國柱議員
[00:15:59.000 --> 00:16:05.000]  張國柱議員
[00:16:06.000 --> 00:16:12.000]  張國柱議員
[00:16:13.000 --> 00:16:19.000]  張國柱議員
[00:16:20.000 --> 00:16:26.000]  張國柱議員
[00:16:26.000 --> 00:16:32.000]  張國柱議員
[00:16:33.000 --> 00:16:39.000]  張國柱議員
[00:16:40.000 --> 00:16:46.000]  張國柱議員
[00:16:46.000 --> 00:16:52.000]  張國柱議員
[00:16:53.000 --> 00:16:59.000]  張國柱議員
[00:16:59.000 --> 00:17:05.000]  張國柱議員
[00:17:06.000 --> 00:17:12.000]  張國柱議員
[00:17:12.000 --> 00:17:18.000]  張國柱議員
[00:17:19.000 --> 00:17:25.000]  張國柱議員
[00:17:26.000 --> 00:17:32.000]  張國柱議員
[00:17:32.000 --> 00:17:38.000]  張國柱議員
[00:17:39.000 --> 00:17:45.000]  張國柱議員
[00:17:45.000 --> 00:17:51.000]  張國柱議員
[00:17:52.000 --> 00:17:58.000]  張國柱議員
[00:17:59.000 --> 00:18:05.000]  張國柱議員
[00:18:05.000 --> 00:18:11.000]  張國柱議員
[00:18:12.000 --> 00:18:18.000]  張國柱議員
[00:18:19.000 --> 00:18:25.000]  張國柱議員
[00:18:25.000 --> 00:18:31.000]  張國柱議員
[00:18:32.000 --> 00:18:38.000]  張國柱議員
[00:18:39.000 --> 00:18:45.000]  張國柱議員
[00:18:45.000 --> 00:18:51.000]  張國柱議員
[00:18:52.000 --> 00:18:58.000]  張國柱議員
[00:18:59.000 --> 00:19:05.000]  張國柱議員
[00:19:06.000 --> 00:19:12.000]  張國柱議員
[00:19:13.000 --> 00:19:19.000]  張國柱議員
[00:19:19.000 --> 00:19:25.000]  張國柱議員
[00:19:25.000 --> 00:19:31.000]  張國柱議員
[00:19:32.000 --> 00:19:38.000]  張國柱議員
[00:19:39.000 --> 00:19:45.000]  張國柱議員
[00:19:46.000 --> 00:19:52.000]  張國柱議員
[00:19:53.000 --> 00:19:59.000]  張國柱議員
[00:20:00.000 --> 00:20:06.000]  張國柱議員
[00:20:06.000 --> 00:20:12.000]  張國柱議員
[00:20:12.000 --> 00:20:18.000]  張國柱議員
[00:20:18.000 --> 00:20:24.000]  張國柱議員
[00:20:24.000 --> 00:20:30.000]  張國柱議員
[00:20:30.000 --> 00:20:36.000]  張國柱議員
[00:20:37.000 --> 00:20:43.000]  張國柱議員
[00:20:44.000 --> 00:20:50.000]  張國柱議員
[00:20:51.000 --> 00:20:57.000]  張國柱議員
[00:20:57.000 --> 00:21:03.000]  張國柱議員
