
[00:00:00.000 --> 00:00:05.900]  奉主命問候弟兄姊妹平安
[00:00:05.900 --> 00:00:10.000]  各位弟兄姊妹,我們經常聽到一些術語
[00:00:10.000 --> 00:00:14.400]  很多時候我們聽到一些俗語
[00:00:14.400 --> 00:00:16.700]  你說那個人,那個人就出現了
[00:00:16.700 --> 00:00:19.900]  你講著講著,那個人就會出現
[00:00:19.900 --> 00:00:21.500]  一講曹操
[00:00:21.500 --> 00:00:22.700]  講曹操
[00:00:22.700 --> 00:00:25.000]  曹操就到
[00:00:25.000 --> 00:00:29.400]  這個呢,是不信世俗人講的話
[00:00:29.400 --> 00:00:31.600]  這呢,是世人所講的
[00:00:31.600 --> 00:00:33.400]  但是我們相信一樣東西
[00:00:33.400 --> 00:00:36.000]  但是我們相信一樣東西
[00:00:36.000 --> 00:00:38.000]  有上帝的安排
[00:00:38.000 --> 00:00:40.200]  有上帝的安排
[00:00:40.200 --> 00:00:42.200]  你相不相信在你人生當中
[00:00:42.200 --> 00:00:44.400]  你相不相信在你的人生當中
[00:00:44.400 --> 00:00:45.600]  有上帝的安排呢
[00:00:45.600 --> 00:00:47.700]  有上帝的安排呢
[00:00:47.700 --> 00:00:50.300]  這個是我們基督徒要學到的功課
[00:00:50.300 --> 00:00:52.600]  這是我們基督徒要學的功課
[00:00:52.600 --> 00:00:55.000]  每一樣東西是有上帝的安排
[00:00:55.000 --> 00:00:57.900]  每一樣事都有上帝的安排
[00:00:57.900 --> 00:01:01.500]  你遇到你的配偶
[00:01:01.500 --> 00:01:03.600]  有上帝的安排
[00:01:03.600 --> 00:01:07.100]  就算你爸爸媽媽生了你
[00:01:07.100 --> 00:01:11.300]  都有上帝的安排
[00:01:11.300 --> 00:01:17.700]  既然上帝都安排了,我們還需要做什麼呢
[00:01:17.700 --> 00:01:21.100]  我們有些事可以做
[00:01:21.100 --> 00:01:25.300]  我們在聖經裡得到智慧
[00:01:25.300 --> 00:01:27.100]  按著上帝給我們的智慧
[00:01:27.100 --> 00:01:28.500]  按著上帝給我們的智慧
[00:01:28.500 --> 00:01:29.700]  去行
[00:01:29.700 --> 00:01:30.900]  上帝會看著你
[00:01:30.900 --> 00:01:32.100]  上帝會看著你
[00:01:32.100 --> 00:01:33.700]  我今天和大家分享的就是
[00:01:33.700 --> 00:01:36.800]  《書念的婦人得回失地》
[00:01:36.800 --> 00:01:38.500]  今天跟大家分享的是
[00:01:38.500 --> 00:01:40.500]  《書念的婦人得回失地》
[00:01:40.500 --> 00:01:44.400]  《書念的婦人》我們在第四章見過她
[00:01:44.400 --> 00:01:49.800]  《書念的婦人》我們在第四章已經見過她
[00:01:49.800 --> 00:01:51.400]  在第四章
[00:01:51.400 --> 00:01:53.900]  但是我很簡單來講一講
[00:01:53.900 --> 00:01:56.000]  來恢復你們的記憶,好嗎
[00:01:56.000 --> 00:01:59.900]  我簡單來恢復一下第四章
[00:01:59.900 --> 00:02:01.500]  她是一個不錯
[00:02:01.500 --> 00:02:02.900]  身家不錯的女人
[00:02:02.900 --> 00:02:04.500]  有田有地的
[00:02:04.500 --> 00:02:06.300]  她是一個身家不錯的
[00:02:06.300 --> 00:02:08.000]  有田有地的女人
[00:02:08.000 --> 00:02:09.400]  她有一個很老的老公
[00:02:09.400 --> 00:02:12.200]  她有一個很老的老公
[00:02:12.200 --> 00:02:13.900]  她沒有孩子
[00:02:13.900 --> 00:02:16.200]  沒有兒子
[00:02:16.200 --> 00:02:18.300]  但是她有一個什麼心智呢
[00:02:18.300 --> 00:02:20.900]  但是她有一個什麼樣的心智呢
[00:02:20.900 --> 00:02:22.200]  很聰明的眼睛
[00:02:22.200 --> 00:02:24.700]  她有一個聰明的眼睛
[00:02:24.700 --> 00:02:28.200]  她知道伊麗莎是上帝的婦人
[00:02:28.200 --> 00:02:31.500]  她知道伊麗莎是上帝的婦人
[00:02:31.500 --> 00:02:34.500]  伊麗莎呢,大家看看她的身體
[00:02:34.500 --> 00:02:37.000]  伊麗莎都在這裡住
[00:02:37.000 --> 00:02:38.000]  在八角住
[00:02:38.000 --> 00:02:39.700]  伊麗莎在西北角住
[00:02:39.700 --> 00:02:42.200]  她做工的地方耶利哥就在這裡
[00:02:42.200 --> 00:02:42.900]  東南部
[00:02:42.900 --> 00:02:44.500]  她在耶利哥在東南部
[00:02:44.500 --> 00:02:46.600]  所以伊麗莎經常都要下來這裡
[00:02:46.600 --> 00:02:49.100]  中途站就是書念這個地方
[00:02:49.100 --> 00:02:52.500]  伊麗莎在中途站就在書念這個地方
[00:02:52.500 --> 00:02:55.300]  她接待了上帝的婦人
[00:02:55.300 --> 00:02:58.800]  她接待了上帝的婦人
[00:02:58.800 --> 00:03:00.800]  因為她接待了上帝的婦人
[00:03:00.800 --> 00:03:02.600]  因為她接待了上帝的婦人
[00:03:02.600 --> 00:03:04.200]  她接待了上帝
[00:03:04.200 --> 00:03:05.500]  她接待了上帝
[00:03:05.500 --> 00:03:07.400]  各位領先,這是一個很重要的功課
[00:03:07.400 --> 00:03:09.200]  這是一個很重要的功課
[00:03:09.200 --> 00:03:11.700]  你不是說接待這個人這麼簡單
[00:03:11.700 --> 00:03:13.700]  不只是接待這個人這麼簡單
[00:03:13.700 --> 00:03:15.500]  你接待了上帝的婦人呢
[00:03:15.500 --> 00:03:16.500]  你接待了上帝的婦人
[00:03:16.500 --> 00:03:19.800]  你就接待了差她的上帝
[00:03:19.800 --> 00:03:22.500]  你就接待了差她來的上帝
[00:03:22.500 --> 00:03:24.700]  你記不記得這是新約耶穌的主題
[00:03:24.700 --> 00:03:26.200]  你記不記得這是新約的耶穌主題
[00:03:26.200 --> 00:03:27.900]  你們接待我
[00:03:27.900 --> 00:03:28.900]  你們接待我
[00:03:28.900 --> 00:03:29.900]  接待誰
[00:03:29.900 --> 00:03:30.600]  接待誰呢
[00:03:30.600 --> 00:03:33.200]  差我來的上帝,你們都接待了
[00:03:33.200 --> 00:03:35.300]  差我來的上帝,你們也接待了
[00:03:35.300 --> 00:03:36.600]  我很喜歡說
