
[00:00:00.000 --> 00:00:01.520]  各位地經傳媒平安
[00:00:01.520 --> 00:00:04.240]  我們會開始一卷大仙之書
[00:00:04.240 --> 00:00:06.560]  就是《以世傑書》
[00:00:06.560 --> 00:00:09.640]  我猜大家對四位大仙之
[00:00:09.640 --> 00:00:13.000]  以塞亞、耶利米、達爾利
[00:00:13.000 --> 00:00:14.920]  都會比較熟悉
[00:00:14.920 --> 00:00:16.880]  我們最不熟悉的
[00:00:16.880 --> 00:00:19.400]  就是這位《以世傑》
[00:00:19.400 --> 00:00:20.200]  第一
[00:00:20.200 --> 00:00:22.640]  他的生平講得很少
[00:00:22.640 --> 00:00:23.560]  第二
[00:00:23.560 --> 00:00:25.840]  這卷書比較艱深
[00:00:25.840 --> 00:00:26.800]  第三
[00:00:26.800 --> 00:00:29.720]  這卷書都是講預言多
[00:00:29.720 --> 00:00:31.560]  很多的意象
[00:00:31.560 --> 00:00:33.560]  很多的預兆等等
[00:00:33.560 --> 00:00:36.960]  所以其他四本大仙之書
[00:00:36.960 --> 00:00:38.000]  我們都可以說
[00:00:38.000 --> 00:00:39.280]  我們稍為認識
[00:00:39.280 --> 00:00:40.480]  稍為熟悉一下
[00:00:40.480 --> 00:00:42.000]  但是《以世傑》
[00:00:42.000 --> 00:00:44.440]  真的很密集
[00:00:44.440 --> 00:00:44.920]  好
[00:00:44.920 --> 00:00:46.720]  就讓我們用六次
[00:00:46.720 --> 00:00:50.440]  我們來讀完這卷《以世傑書》
[00:00:50.440 --> 00:00:52.160]  我希望你每一次
[00:00:52.160 --> 00:00:54.240]  都很用心地聽
[00:00:54.240 --> 00:00:56.520]  然後你又打開聖經去看
[00:00:56.520 --> 00:01:00.840]  可以幫你去明白這本
[00:01:00.840 --> 00:01:02.640]  對我們很重要
[00:01:02.640 --> 00:01:06.000]  又有關末世預言的書
[00:01:06.000 --> 00:01:07.400]  我們第一講
[00:01:07.400 --> 00:01:09.320]  就是說《以世傑》
[00:01:09.320 --> 00:01:12.320]  被召、被委任
[00:01:12.320 --> 00:01:14.640]  成為一位的仙之
[00:01:14.640 --> 00:01:17.840]  《以世傑書》第一章一開始就說
[00:01:17.840 --> 00:01:23.840]  在當時30年的4月5日
[00:01:23.840 --> 00:01:28.520]  皇帝在位30年4月5日
[00:01:28.520 --> 00:01:33.960]  以世傑就在加巴魯的河邊
[00:01:33.960 --> 00:01:37.760]  領受了一個的意象
[00:01:37.760 --> 00:01:41.880]  聖經說他是希西的兒子
[00:01:41.880 --> 00:01:43.920]  就是他父親叫做希西
[00:01:43.920 --> 00:01:46.880]  而他是一位祭司
[00:01:46.880 --> 00:01:47.920]  以世傑
[00:01:47.920 --> 00:01:50.080]  首先我們要定位
[00:01:50.080 --> 00:01:53.480]  以世傑原來是一位祭司
[00:01:53.480 --> 00:01:56.360]  他有祭司優良的傳統
[00:01:56.360 --> 00:01:59.600]  他參與聖殿獻祭等等
[00:01:59.600 --> 00:02:01.560]  在聖殿裡面的工作
[00:02:01.560 --> 00:02:04.680]  所以他有一個很尊貴的身份
[00:02:04.680 --> 00:02:06.680]  就是祭司
[00:02:06.680 --> 00:02:08.480]  然後他看到意象
[00:02:08.480 --> 00:02:09.760]  看到什麼意象呢?
[00:02:09.760 --> 00:02:13.920]  第一就是他看到四活物
[00:02:13.920 --> 00:02:16.080]  四個活物
[00:02:16.080 --> 00:02:18.400]  聖經說這四個活物
[00:02:18.400 --> 00:02:21.480]  都有人的形象感
[00:02:21.480 --> 00:02:23.680]  但是他們的臉
[00:02:23.680 --> 00:02:26.480]  他們的樣子就不同
[00:02:26.480 --> 00:02:32.000]  有人、有獅子、有牛
[00:02:32.000 --> 00:02:34.200]  然後有鷹
[00:02:34.200 --> 00:02:38.800]  人、獅子、牛和鷹
[00:02:38.800 --> 00:02:40.200]  通常我們都說
[00:02:40.200 --> 00:02:43.040]  這四活物在聖經裡面
[00:02:43.040 --> 00:02:47.800]  這四個面貌是時時都出現的
[00:02:47.800 --> 00:02:50.840]  然後他除了看到四活物之外
[00:02:50.840 --> 00:02:53.400]  還看到四輪
[00:02:53.400 --> 00:02:56.800]  哇!這四輪真是需要我們用想像力
[00:02:56.800 --> 00:03:00.000]  他說是輪套著輪的
[00:03:00.000 --> 00:03:05.000]  輪向任何方向都可以前進的
[00:03:05.000 --> 00:03:10.720]  還有輪上面是充滿了眼睛的
[00:03:10.720 --> 00:03:13.240]  哇!這麼古怪?
[00:03:13.240 --> 00:03:16.600]  輪可以各有不同的方向
[00:03:16.600 --> 00:03:20.160]  但是這四個輪怎麼組合呢?
[00:03:20.160 --> 00:03:22.120]  如果你搜尋一下
[00:03:22.120 --> 00:03:25.080]  就可以找到很多很特別的圖片
[00:03:25.080 --> 00:03:28.120]  現在神就使用了很多的藝術家
[00:03:28.120 --> 00:03:31.440]  將這些先知所見的異象
[00:03:31.440 --> 00:03:35.880]  以及全部用圖像式來表明出來
[00:03:35.880 --> 00:03:38.400]  幫助我們這些現代人
[00:03:38.400 --> 00:03:39.680]  可以去明白
[00:03:39.680 --> 00:03:43.400]  到底他見到一個什麼的異象
[00:03:43.400 --> 00:03:44.800]  然後聖經說
[00:03:44.800 --> 00:03:50.080]  他最後就見到神的榮光
[00:03:50.080 --> 00:03:51.560]  哇!很感恩
[00:03:51.560 --> 00:03:54.200]  如果我們有機會見到神的榮光
[00:03:54.200 --> 00:03:55.320]  那就太好了
[00:03:55.320 --> 00:03:57.520]  他說這個神的榮光
[00:03:57.520 --> 00:04:01.320]  就好像見到一個人像一樣
[00:04:01.320 --> 00:04:03.960]  他說他上半身
[00:04:03.960 --> 00:04:07.960]  從腰以上是晶金來的
[00:04:07.960 --> 00:04:11.360]  然後充滿光輝
[00:04:11.360 --> 00:04:15.400]  他的臉面好像火一樣
[00:04:15.400 --> 00:04:19.800]  他的眼睛好像發光一樣
[00:04:19.800 --> 00:04:24.800]  然後下半身仍然是充滿光輝的
[00:04:24.800 --> 00:04:26.520]  我們感謝神
[00:04:26.520 --> 00:04:32.120]  神讓以西傑見到他的榮耀
[00:04:32.120 --> 00:04:33.800]  然後第二章
[00:04:33.800 --> 00:04:35.080]  以西傑書第二章
[00:04:35.080 --> 00:04:39.000]  他見到一個書卷
[00:04:39.000 --> 00:04:45.000]  通常書卷過去是寫在紙草紙上面
[00:04:45.000 --> 00:04:46.280]  後來進步一些
[00:04:46.280 --> 00:04:49.120]  就寫在皮上面
[00:04:49.120 --> 00:04:52.080]  通常都是只有一邊寫
[00:04:52.080 --> 00:04:53.960]  但是這個書卷很特別
[00:04:53.960 --> 00:04:57.520]  聖經說是兩邊都寫
[00:04:57.520 --> 00:05:00.000]  兩邊都寫不就寫了很多
[00:05:00.000 --> 00:05:04.520]  就是說信息是非常豐富
[00:05:04.520 --> 00:05:07.480]  是很多很多
[00:05:07.480 --> 00:05:12.560]  原來今天神也要將信息給我們
[00:05:12.560 --> 00:05:15.600]  我們真的需要很勤力去讀聖經
[00:05:15.600 --> 00:05:16.920]  因為讀聖經
[00:05:16.920 --> 00:05:21.080]  你就明白神和我們說什麼話
[00:05:21.080 --> 00:05:22.000]  所以弟兄姊妹
[00:05:22.000 --> 00:05:24.920]  我好好給你心機鼓勵
[00:05:24.920 --> 00:05:27.120]  給點心機讀聖經
[00:05:27.120 --> 00:05:28.840]  勤讀聖經
[00:05:28.840 --> 00:05:31.360]  而且要天天讀聖經
[00:05:31.360 --> 00:05:33.400]  不只是靈修
[00:05:33.400 --> 00:05:36.840]  你最好自己抽些時間出來言經
[00:05:36.840 --> 00:05:40.760]  特別對於像我這樣的退休人士
[00:05:40.760 --> 00:05:42.720]  你會比較有空
[00:05:42.720 --> 00:05:44.440]  當然我知道很多地方
[00:05:44.440 --> 00:05:46.720]  大家都是很忙的
[00:05:46.720 --> 00:05:51.400]  讀經對你的靈命影響很大
[00:05:51.400 --> 00:05:54.880]  都可以把聖經放進你的心裡面
[00:05:54.880 --> 00:05:57.120]  你就更光強
[00:05:57.120 --> 00:06:02.160]  做一個勇敢光強見證神的信徒
[00:06:02.160 --> 00:06:07.120]  求神幫助我們愛慕祂
[00:06:07.120 --> 00:06:08.720]  到第三章
[00:06:08.720 --> 00:06:11.360]  神就吩咐以西極
[00:06:11.360 --> 00:06:14.920]  他說你吃了那個書卷
[00:06:14.920 --> 00:06:18.560]  什麼書卷都可以吃的嗎?
[00:06:18.560 --> 00:06:20.760]  以西極真的好聽
[00:06:20.760 --> 00:06:24.600]  他立刻拿起書卷就吃了
[00:06:24.600 --> 00:06:27.680]  聖經說他就一直吃下去
[00:06:27.680 --> 00:06:29.400]  把書卷吃下去
[00:06:29.400 --> 00:06:33.200]  他說在他口中是甜
[00:06:33.200 --> 00:06:36.200]  好像蜂蜜一樣
[00:06:36.200 --> 00:06:39.040]  記不記得在書篇裡面也說過
[00:06:39.040 --> 00:06:42.400]  神的話是甘甜的
[00:06:42.400 --> 00:06:46.880]  如同瘋狂下笛的蜜一樣
[00:06:46.880 --> 00:06:49.760]  我記得有一次我去廣西
[00:06:49.760 --> 00:06:52.160]  去探一些山區教會
[00:06:52.160 --> 00:06:54.560]  我們那個團真的好
