
[00:00:00.000 --> 00:00:03.480]  請您再次低頭 把時間交給神
[00:00:03.480 --> 00:00:05.480]  天父求尊祢幫助我們
[00:00:05.480 --> 00:00:06.920]  祢的話語寶貴
[00:00:06.920 --> 00:00:11.440]  叫我們無論是在婚姻裏或者不在婚姻裏
[00:00:11.440 --> 00:00:15.320]  亂經文讓我們想起我們和祢的關係
[00:00:15.320 --> 00:00:18.040]  幫助我們在我們的生活裏
[00:00:18.040 --> 00:00:20.640]  有祢自己的恩典和愛
[00:00:20.640 --> 00:00:23.120]  我們這樣祈禱奉主耶穌基督的名
[00:00:23.120 --> 00:00:25.120]  阿門
[00:00:25.120 --> 00:00:29.840]  美滿的婚姻是很多人一般都很渴望
[00:00:29.840 --> 00:00:34.680]  英美有些人做了一個研究
[00:00:34.680 --> 00:00:36.680]  他不知道怎麼研究
[00:00:36.680 --> 00:00:39.760]  看看美滿的婚姻值多少錢
[00:00:39.760 --> 00:00:42.560]  我就想問你 你覺得值多少錢
[00:00:42.560 --> 00:00:44.560]  你用不用研究
[00:00:44.560 --> 00:00:46.560]  不用研究
[00:00:46.560 --> 00:00:48.560]  他們研究了
[00:00:48.560 --> 00:00:50.560]  一年大概是78萬港幣
[00:00:50.560 --> 00:00:52.560]  不知道怎麼計算
[00:00:52.560 --> 00:00:54.560]  量化了一些東西
[00:00:54.560 --> 00:00:56.560]  每個月大概是多少錢
[00:00:56.560 --> 00:00:58.560]  你計一計
[00:00:58.560 --> 00:01:00.560]  大概是6萬5千元
[00:01:00.560 --> 00:01:02.560]  如果你一般的收入
[00:01:02.560 --> 00:01:04.560]  你每一個月出了一份工資
[00:01:04.560 --> 00:01:06.560]  你再加多
[00:01:06.560 --> 00:01:08.560]  如果你說美滿的婚姻
[00:01:08.560 --> 00:01:10.560]  加多6萬5千元
[00:01:10.560 --> 00:01:12.560]  你真的很富有
[00:01:12.560 --> 00:01:14.560]  你說起來好像很好笑
[00:01:14.560 --> 00:01:16.560]  但是美滿的婚姻對人都很重要
[00:01:16.560 --> 00:01:18.560]  但是美滿的婚姻不是必然的
[00:01:18.560 --> 00:01:22.560]  香港的一些統計數字告訴我們
[00:01:22.560 --> 00:01:24.560]  在去年
[00:01:24.560 --> 00:01:26.560]  有28萬的人數
[00:01:26.560 --> 00:01:28.560]  男女加起來
[00:01:28.560 --> 00:01:30.560]  有這麼多是離婚的
[00:01:30.560 --> 00:01:34.560]  現在如果用離婚率去折算
[00:01:34.560 --> 00:01:36.560]  我們香港排名第九位
[00:01:36.560 --> 00:01:38.560]  都不弱
[00:01:38.560 --> 00:01:40.560]  很厲害
[00:01:40.560 --> 00:01:42.560]  我們看到香港
[00:01:42.560 --> 00:01:44.560]  很繁榮
[00:01:44.560 --> 00:01:46.560]  但是有很多張力在當中
[00:01:46.560 --> 00:01:48.560]  有些社會工作者
[00:01:48.560 --> 00:01:50.560]  去看一些報告
[00:01:50.560 --> 00:01:54.560]  最近有些年輕少女懷孕
[00:01:54.560 --> 00:01:56.560]  跟著丈夫出去
[00:01:56.560 --> 00:01:58.560]  不忠
[00:01:58.560 --> 00:02:00.560]  因而離婚的數目都有一些
[00:02:00.560 --> 00:02:02.560]  有些因為
[00:02:02.560 --> 00:02:04.560]  年輕人現在要置業
[00:02:04.560 --> 00:02:06.560]  上車
[00:02:06.560 --> 00:02:08.560]  但是我們知道很艱難
[00:02:08.560 --> 00:02:10.560]  很多人
[00:02:10.560 --> 00:02:12.560]  與父母
[00:02:12.560 --> 00:02:14.560]  有些一起的同住
[00:02:14.560 --> 00:02:16.560]  引起很多婆媳之間的關係
[00:02:16.560 --> 00:02:18.560]  其實搞了很多的衝突
[00:02:18.560 --> 00:02:20.560]  人好像
[00:02:20.560 --> 00:02:22.560]  不太懂得相處
[00:02:22.560 --> 00:02:24.560]  還有管教兒女的理念
[00:02:24.560 --> 00:02:26.560]  又不同
[00:02:26.560 --> 00:02:28.560]  形成很多的爭拗
[00:02:28.560 --> 00:02:30.560]  所以
[00:02:30.560 --> 00:02:32.560]  還有最基本的人的性格
[00:02:32.560 --> 00:02:34.560]  背景
[00:02:34.560 --> 00:02:36.560]  一些做事的方法又不同
[00:02:36.560 --> 00:02:38.560]  更加形成很大的張力
[00:02:38.560 --> 00:02:42.560]  怎樣才有一個和諧
[00:02:42.560 --> 00:02:44.560]  或者美滿的婚姻
[00:02:44.560 --> 00:02:46.560]  其實聖經都給我們很多提示
[00:02:46.560 --> 00:02:48.560]  而這一段經文
[00:02:48.560 --> 00:02:50.560]  都是很主要的經文
[00:02:50.560 --> 00:02:52.560]  講到其實
[00:02:52.560 --> 00:02:54.560]  夫妻各有本份
[00:02:54.560 --> 00:02:56.560]  如果我們守住了
[00:02:56.560 --> 00:02:58.560]  這就可以成為和諧的
[00:02:58.560 --> 00:03:00.560]  婚姻的藍圖
[00:03:00.560 --> 00:03:02.560]  或者我們看看
[00:03:02.560 --> 00:03:04.560]  我們知道
[00:03:04.560 --> 00:03:06.560]  這本書是講到神的救恩
[00:03:06.560 --> 00:03:08.560]  神的救恩讓人與神
[00:03:08.560 --> 00:03:10.560]  有一個和好的關係
[00:03:10.560 --> 00:03:12.560]  人與人之間都有一個和好的關係
[00:03:12.560 --> 00:03:14.560]  整個教會的群體可以成為一
[00:03:14.560 --> 00:03:16.560]  合一
[00:03:16.560 --> 00:03:18.560]  這個合一的關係
[00:03:18.560 --> 00:03:20.560]  人的公義的生命
[00:03:20.560 --> 00:03:22.560]  我們有聖靈在我們裡面
[00:03:22.560 --> 00:03:24.560]  使我們的生命不斷的轉化
[00:03:24.560 --> 00:03:26.560]  成為更加的聖潔
[00:03:26.560 --> 00:03:28.560]  這個和諧的關係
[00:03:28.560 --> 00:03:30.560]  再推下去
[00:03:30.560 --> 00:03:32.560]  人的生命的核心就是人的家庭
[00:03:32.560 --> 00:03:34.560]  這段經文就講到
[00:03:34.560 --> 00:03:36.560]  一些夫妻的關係
[00:03:36.560 --> 00:03:38.560]  其實在保羅的時代
[00:03:38.560 --> 00:03:40.560]  寫這個書信的背景
[00:03:40.560 --> 00:03:42.560]  其實一個家庭包括了
[00:03:42.560 --> 00:03:44.560]  三種的關係
[00:03:44.560 --> 00:03:46.560]  一個就是夫妻的關係
[00:03:46.560 --> 00:03:48.560]  第三個就是主僕的關係
[00:03:48.560 --> 00:03:50.560]  都是住在一起的
[00:03:50.560 --> 00:03:52.560]  奴僕和主人住在一起
[00:03:52.560 --> 00:03:54.560]  但是首先講夫妻的關係
[00:03:54.560 --> 00:03:56.560]  很明顯這是最重要的
[00:03:56.560 --> 00:03:58.560]  人倫的一個關係
[00:03:58.560 --> 00:04:00.560]  或者我們看看
[00:04:00.560 --> 00:04:02.560]  首先是講
[00:04:02.560 --> 00:04:04.560]  妻子的一個本分
[00:04:04.560 --> 00:04:06.560]  我們請
[00:04:06.560 --> 00:04:08.560]  不如請姊妹讀
[00:04:08.560 --> 00:04:10.560]  我們特別讀的時候
[00:04:10.560 --> 00:04:12.560]  請姊妹讀一讀
[00:04:12.560 --> 00:04:14.560]  《有乜所書》這段經文
[00:04:14.560 --> 00:04:16.560]  我們看
[00:04:16.560 --> 00:04:18.560]  22節到
[00:04:18.560 --> 00:04:20.560]  24節請姊妹讀
[00:04:20.560 --> 00:04:42.560]  最基本的本分就是順服
[00:04:42.560 --> 00:04:44.560]  順服的意思就是
[00:04:44.560 --> 00:04:46.560]  將自己放在丈夫以下
[00:04:46.560 --> 00:04:48.560]  然後讓丈夫去帶頭
[00:04:48.560 --> 00:04:50.560]  我記得
[00:04:50.560 --> 00:04:52.560]  我以前帶過一段經文
[00:04:52.560 --> 00:04:54.560]  茶經
[00:04:54.560 --> 00:04:56.560]  有一對夫婦
[00:04:56.560 --> 00:04:58.560]  妻子當然有一點不太自然
[00:04:58.560 --> 00:05:00.560]  但是更加不自然的
[00:05:00.560 --> 00:05:02.560]  原來她的先生
[00:05:02.560 --> 00:05:04.560]  沒有想過她做一個帶頭
[00:05:04.560 --> 00:05:06.560]  他覺得很稀奇
[00:05:06.560 --> 00:05:08.560]  我看到有些教堂
[00:05:08.560 --> 00:05:10.560]  有一次我看過婚禮
[00:05:10.560 --> 00:05:12.560]  正婚
[00:05:12.560 --> 00:05:14.560]  妻子順服丈夫
[00:05:14.560 --> 00:05:16.560]  我一直看到有一個在領頭
[00:05:16.560 --> 00:05:18.560]  這一段經文
[00:05:18.560 --> 00:05:20.560]  在我們現今的社會
[00:05:20.560 --> 00:05:22.560]  都很挑戰
[00:05:22.560 --> 00:05:24.560]  順服的意思就是放在自己以下
[00:05:24.560 --> 00:05:26.560]  然後
[00:05:26.560 --> 00:05:28.560]  是不是什麼都不出聲
[00:05:28.560 --> 00:05:30.560]  好像我們中國人的大男人主義
[00:05:30.560 --> 00:05:32.560]  大眾什麼都說了算
[00:05:32.560 --> 00:05:34.560]  我們不出聲呢
[00:05:34.560 --> 00:05:36.560]  其實不是的
[00:05:36.560 --> 00:05:38.560]  我們看到聖經裡面一些敬虔的婦人
[00:05:38.560 --> 00:05:43.560]  尊阿伯拉罕為她的主
[00:05:43.560 --> 00:05:45.560]  但是有談的
[00:05:45.560 --> 00:05:47.560]  按照神的意思去交流
[00:05:47.560 --> 00:05:49.560]  所以當一個家庭
[00:05:49.560 --> 00:05:51.560]  有一些事情要討論
[00:05:51.560 --> 00:05:53.560]  有一些重大的決定
[00:05:53.560 --> 00:05:55.560]  置業或者住在那裡
[00:05:55.560 --> 00:05:57.560]  甚至做工作
[00:05:57.560 --> 00:05:59.560]  無論是丈夫還是妻子
[00:05:59.560 --> 00:06:01.560]  其實這個都需要很好的談
[00:06:01.560 --> 00:06:03.560]  以至於能夠有一個最好的決定
[00:06:03.560 --> 00:06:05.560]  當然最後根據這個聖經
[00:06:05.560 --> 00:06:07.560]  談完之後
[00:06:07.560 --> 00:06:09.560]  無論如何都是丈夫
[00:06:09.560 --> 00:06:11.560]  這個意思就是這個意思
[00:06:11.560 --> 00:06:13.560]  但是我們會想到
[00:06:13.560 --> 00:06:15.560]  這個決定
[00:06:15.560 --> 00:06:17.560]  不是代表女性的能力
[00:06:17.560 --> 00:06:19.560]  她的決斷能力低一點
[00:06:19.560 --> 00:06:21.560]  又或者她的價值低一點
[00:06:21.560 --> 00:06:23.560]  絕對不是這個意思
[00:06:23.560 --> 00:06:25.560]  我們知道神在創造天地萬物的時候
[00:06:25.560 --> 00:06:27.560]  做男做女
[00:06:27.560 --> 00:06:29.560]  男女都是按照她的形象去做
[00:06:29.560 --> 00:06:31.560]  所以男女一定是絕對平等
[00:06:31.560 --> 00:06:33.560]  還有一段經文
[00:06:33.560 --> 00:06:35.560]  在彼得前書三章七節
