
[00:00:00.000 --> 00:00:06.520]  第二點:你可知道,你一禱告,神就要來工作嗎?
[00:00:06.520 --> 00:00:12.640]  你可知道,當你一禱告,奇妙的事情就可以發生嗎?
[00:00:12.640 --> 00:00:19.920]  今天禱告要跟大家分享,怎麼樣能夠藉著禱告來經歷神的神蹟。
[00:00:19.920 --> 00:00:27.240]  從今天這段經文當中,我們看見三方面,怎麼樣藉著禱告來經歷神蹟。
[00:00:27.240 --> 00:00:31.340]  第一點,你要確信神紀念你的禱告。
[00:00:31.340 --> 00:00:35.640]  跟你媽說,確信神紀念你的禱告。
[00:00:35.640 --> 00:00:38.200]  這段經文當中有一個人名叫哥尼留,他是誰呢?
[00:00:38.200 --> 00:00:42.360]  他是義大利營的百夫長,換句話說,他是個外邦人。
[00:00:42.360 --> 00:00:45.760]  但是您說他是個虔誠人,什麼叫虔誠?
[00:00:45.760 --> 00:00:48.720]  在這裡給我們很簡單的定義,
[00:00:48.720 --> 00:00:52.960]  他多多周濟百姓,而且常常禱告。
[00:00:52.960 --> 00:00:56.800]  哇,答案在這裡,怎麼樣是虔誠在神眼中,
[00:00:56.800 --> 00:01:03.060]  多多周濟在你旁邊需要的人群,而且常常禱告。
[00:01:03.060 --> 00:01:05.040]  好像沒什麼很稀奇嘛,
[00:01:05.040 --> 00:01:09.160]  我們也常常在生活當中,我們也是周濟貧窮的人,我們也常常禱告,
[00:01:09.160 --> 00:01:11.720]  我們也不覺得什麼奇妙的事情會發生,
[00:01:11.720 --> 00:01:17.600]  甚至我們為一些事情禱告了很久,好像也什麼都沒有發生。
[00:01:17.600 --> 00:01:23.280]  可是第三節講什麼呢?第三節講到說,有一天,
[00:01:23.280 --> 00:01:29.240]  第三節,你可知道在你的生命當中是有一個有一天的嗎?
[00:01:29.240 --> 00:01:32.760]  多少時候你覺得是你一個人在持守信心,
[00:01:32.760 --> 00:01:37.080]  你以為是你一個人孤單走在這條人生的道路上,
[00:01:37.080 --> 00:01:41.840]  事實上你在神面前每一個禱告,神都紀念,Amen?
[00:01:41.840 --> 00:01:47.920]  有一天,也許今天就是神所為你預備的有一天,Amen?
[00:01:47.920 --> 00:01:52.800]  所以不要灰心,你一定要持續地禱告。
[00:01:52.800 --> 00:01:56.240]  所以說有一天神的使者向祂顯現了,
[00:01:56.240 --> 00:02:03.960]  對祂怎麼說呢?第四節說,你的周濟和你的禱告都得蒙神的紀念了。
[00:02:03.960 --> 00:02:05.480]  Hallelujah!
[00:02:05.480 --> 00:02:12.040]  你以為沒有人看見你,你以為沒有人聽見你,你以為沒有人顧念你,
[00:02:12.040 --> 00:02:17.560]  其實神在這裡說,No, no, no, no,你的禱告神都已經紀念。
[00:02:17.560 --> 00:02:21.280]  第二點,今天你若要在禱告當中經歷神蹟,
[00:02:21.280 --> 00:02:26.240]  首先你一定要確信你的禱告被神紀念。
[00:02:26.240 --> 00:02:29.800]  你在神面前的呼求,神都聽見,
[00:02:29.800 --> 00:02:34.840]  而且神要按照祂的時候來成就,Amen?
[00:02:34.840 --> 00:02:38.840]  前一陣子我讀到一本書叫做《Circle Maker》,
[00:02:38.840 --> 00:02:44.560]  就是講到一個畫圓圈的人,裡面講到一個故事,
[00:02:44.560 --> 00:02:48.160]  在祖前一百年的時候在耶路撒冷,
[00:02:48.160 --> 00:02:54.960]  在當時整個以色列地震遇到極大的一個乾旱跟飢荒,
[00:02:54.960 --> 00:02:59.200]  幾乎是好像整個世代要毀滅。
[00:02:59.200 --> 00:03:03.840]  雖然在那個時候,祖前一百年是一個不再有先知的時代,
[00:03:03.840 --> 00:03:06.800]  也不再有神蹟的時代,
[00:03:06.800 --> 00:03:12.320]  可是有一個人名叫哈尼的,他住在耶路撒冷城外,
[00:03:12.320 --> 00:03:17.520]  他堅定地相信神仍然垂聽禱告。
[00:03:17.520 --> 00:03:19.320]  所以當時以色列人就請他,
[00:03:19.320 --> 00:03:26.560]  你能不能夠代表我們象神來呼求,求神降下雨來。
[00:03:26.560 --> 00:03:30.800]  於是他就手上拿了一根六尺長的杖,
[00:03:30.800 --> 00:03:35.440]  他就開始在地上像羅盤似的旋轉,
[00:03:35.440 --> 00:03:41.600]  在地上畫了一個大圓圈,他就跪在地上,
[00:03:41.600 --> 00:03:45.240]  舉手向天像以利亞那樣禱告,
[00:03:45.240 --> 00:03:49.240]  他說主啊,我奉祢的名向祢來呼求,
[00:03:49.240 --> 00:03:52.720]  祢若不憐憫祢的百姓,
[00:03:52.720 --> 00:03:58.080]  我就跪在這個圓圈裡面,不離開這個圓圈。
[00:03:58.080 --> 00:04:03.480]  他就跪在地上開始象神呼求,
[00:04:03.480 --> 00:04:06.920]  結果雨點開始降下來了。
[00:04:06.920 --> 00:04:11.240]  旁邊的以色列人看見都歡呼拍掌,
[00:04:11.240 --> 00:04:13.320]  但哈尼沒有起來,
[00:04:13.320 --> 00:04:17.040]  他仍然跪在地上,頭都沒有抬起來,
[00:04:17.040 --> 00:04:22.720]  他象神呼求說主啊,我所求的不是這種雨,
[00:04:22.720 --> 00:04:28.880]  我所求的是個充滿水池,充滿容器的雨水。
[00:04:28.880 --> 00:04:32.000]  忽然間雨量開始變大了,
[00:04:32.000 --> 00:04:35.640]  傾盆大雨澆灌下來,
[00:04:35.640 --> 00:04:40.600]  以色列人就紛紛地躲在聖殿裡面來觀看,
[00:04:40.600 --> 00:04:42.680]  可是哈尼還是沒有起來,
[00:04:42.680 --> 00:04:45.520]  他還是跪在地上,他象神呼求,
[00:04:45.520 --> 00:04:49.600]  他說主啊,我所求的也不是這種雨,
[00:04:49.600 --> 00:04:55.760]  我所求的乃是個充滿恩惠憐憫的雨。
[00:04:55.760 --> 00:04:58.800]  結果整個雨勢就溫和下來,
[00:04:58.800 --> 00:05:03.120]  陽光也開始從雲中照射下來。
[00:05:03.120 --> 00:05:05.360]  這場雨持續地降下來,
[00:05:05.360 --> 00:05:07.640]  不但是土地滋潤,
[00:05:07.640 --> 00:05:12.120]  而且恢復了當時人們對神的信心。
[00:05:12.120 --> 00:05:18.200]  在猶太人歷史當中稱這一天是The Day那一天。
[00:05:18.200 --> 00:05:24.960]  他們把哈尼的禱告稱為拯救世代的一個禱告,
[00:05:24.960 --> 00:05:30.160]  他們把哈尼也稱為The Circle Maker,
[00:05:30.160 --> 00:05:33.080]  是一個畫圓圈的人。
[00:05:33.080 --> 00:05:37.000]  當他在地上畫這個圓圈,跪下來禱告的時候,
[00:05:37.000 --> 00:05:42.560]  是因為他確信一件事情,神會紀念他的禱告。
[00:05:42.560 --> 00:05:45.120]  當然從人類角度來講,當他這樣做的時候,
[00:05:45.120 --> 00:05:48.720]  我們在想會不會他侵犯了神的主權呢?
[00:05:48.720 --> 00:05:51.680]  事實上當時公會的人也是這樣責備他,
[00:05:51.680 --> 00:05:54.760]  當時公會的人說不許他這樣的禱告,
[00:05:54.760 --> 00:05:58.920]  他們說這樣的禱告是不合神的原則的禱告。
[00:05:58.920 --> 00:06:03.840]  但不可否認的,神所看重的還是這個人在神面前,
[00:06:03.840 --> 00:06:07.400]  他的單純跟勇敢的心智。
[00:06:07.400 --> 00:06:12.280]  事實上在聖經當中有多少勇敢的禱告,
[00:06:12.280 --> 00:06:15.360]  在聖經當中有多少帶來神蹟的禱告,
[00:06:15.360 --> 00:06:23.200]  都是因為在人心中有對神一種無可理解的確信。
[00:06:23.200 --> 00:06:26.520]  這個確信是人不可能明白的,
[00:06:26.520 --> 00:06:30.080]  當這樣的確信在人心中發動的時候,
[00:06:30.080 --> 00:06:32.960]  就有一種勇敢的心智向神來呼求,
[00:06:32.960 --> 00:06:38.960]  而神絕對不會輕忽這樣勇敢的心智。
[00:06:38.960 --> 00:06:41.160]  這次在我們聚會當中,
[00:06:41.160 --> 00:06:44.720]  有一個從華盛頓DC來的牧者叫Mark Patterson,
[00:06:44.720 --> 00:06:49.200]  他是National Community Church的主任牧師,
[00:06:49.200 --> 00:06:51.440]  他就講到這樣的見證,
[00:06:51.440 --> 00:06:54.360]  當他讀到這個Circle Maker,
[00:06:54.360 --> 00:06:57.160]  講到哈尼的見證的時候,
[00:06:57.160 --> 00:06:59.840]  他心中很受感動,
[00:06:59.840 --> 00:07:05.560]  他也確信神會紀念他在神面前的禱告。
[00:07:05.560 --> 00:07:08.560]  所以1996年他開始他的教會的時候,
[00:07:08.560 --> 00:07:12.200]  他就開始在華盛頓DC做禱告行徑,
[00:07:12.200 --> 00:07:13.960]  從他所在的地方,
[00:07:13.960 --> 00:07:19.800]  他就沿著聖靈的感動開始帶他一路走一路禱告,
[00:07:19.800 --> 00:07:23.000]  他一共走了4.7個mile,
[00:07:23.000 --> 00:07:25.160]  哇,好長的一段路,
[00:07:25.160 --> 00:07:27.960]  最後走回他所在的地方,
[00:07:27.960 --> 00:07:31.520]  是整整一個很大的圓圈。
[00:07:31.520 --> 00:07:34.000]  他就跪在地上禱告,
[00:07:34.000 --> 00:07:37.160]  宣告凡他腳掌所踏之地,
[00:07:37.160 --> 00:07:39.960]  神都要賞賜給他。
[00:07:39.960 --> 00:07:42.000]  結果從1995年直到如今,
[00:07:42.000 --> 00:07:43.280]  他回頭一看,
[00:07:43.280 --> 00:07:45.240]  他們所租借的每一個地方,
[00:07:45.240 --> 00:07:47.600]  他們所買的教會永久的會址,
[00:07:47.600 --> 00:07:51.080]  後來他們在國會山莊所開最出名的一個咖啡館,
[00:07:51.080 --> 00:07:53.640]  叫已變已謝咖啡屋。
[00:07:53.640 --> 00:08:00.240]  所有的這些建築,結果都是在他當初所走的大圓圈的裡面。
[00:08:00.240 --> 00:08:03.440]  Hallelujah,神果然是信實的。
[00:08:03.440 --> 00:08:08.600]  第二點,神絕對不會輕看你我在神面前的禱告。
[00:08:08.600 --> 00:08:13.320]  第三點,今天你在神面前的禱告生活是怎麼樣的禱告生活呢?
[00:08:13.320 --> 00:08:16.840]  你需要重新迴轉到神的面前來,
