
[00:00:00.000 --> 00:00:04.960]  好,我們再一次來安靜來到神的面前
[00:00:04.960 --> 00:00:07.000]  主要我們感謝禰的統戰
[00:00:07.000 --> 00:00:09.200]  主要我們求禰聖靈幫助我們
[00:00:09.200 --> 00:00:13.000]  讓我們真的是能夠感受到禰統戰的平安
[00:00:13.000 --> 00:00:15.200]  主要我們來領,剛剛領了聖餐
[00:00:15.200 --> 00:00:19.000]  也再一次讓我們真的是心裏面被禰的愛來充滿
[00:00:19.000 --> 00:00:22.000]  主要我們也來將
[00:00:22.000 --> 00:00:25.000]  送贊,將感恩獻上的時候
[00:00:25.000 --> 00:00:28.000]  也求禰月亮我們在禰面前的敬拜
[00:00:28.000 --> 00:00:30.000]  主要我們也帶着一個謙卑的心
[00:00:30.000 --> 00:00:33.000]  來到禰的面前要聆聽禰對我們說話
[00:00:33.000 --> 00:00:36.000]  主要將禰的話語來賜下給我們
[00:00:36.000 --> 00:00:37.000]  主要聖靈光照我們
[00:00:37.000 --> 00:00:40.000]  讓我們能夠明白主要禰自己的話
[00:00:40.000 --> 00:00:43.000]  是生命的活水來滋潤我們的心
[00:00:43.000 --> 00:00:48.000]  禰的話語是生命的糧食來餵養我們的心靈
[00:00:48.000 --> 00:00:51.000]  使我們從禰的面前來得力
[00:00:51.000 --> 00:00:52.000]  主要我們感謝禰
[00:00:52.000 --> 00:00:55.000]  我們等候禰的恩典降下
[00:00:55.000 --> 00:00:58.000]  聽我們禱告
[00:00:58.000 --> 00:01:02.000]  今天的題目是神愛裏的福樂人生
[00:01:02.000 --> 00:01:03.000]  可能這個電腦
[00:01:03.000 --> 00:01:05.000]  這個我們在音樂轉換的時候
[00:01:05.000 --> 00:01:07.000]  電腦把這個字改了
[00:01:07.000 --> 00:01:09.000]  是神愛裏的福樂人生
[00:01:09.000 --> 00:01:11.000]  我們是在神的愛裏面
[00:01:11.000 --> 00:01:12.000]  在神的愛裏面
[00:01:12.000 --> 00:01:15.000]  我們可以有一個蒙福和喜樂的人生
[00:01:15.000 --> 00:01:18.000]  那幸福人生
[00:01:18.000 --> 00:01:21.000]  我想是每個人都追求的
[00:01:21.000 --> 00:01:24.000]  我們都盼望人生是美好的
[00:01:24.000 --> 00:01:27.000]  人生有各樣的祝福
[00:01:27.000 --> 00:01:32.000]  這個就好像現在正在加拿大西部訪問的
[00:01:32.000 --> 00:01:36.000]  英國的威廉王子和凱特王輝
[00:01:36.000 --> 00:01:39.000]  他們很吸引很多的人
[00:01:39.000 --> 00:01:41.000]  因爲威廉王子很親民
[00:01:41.000 --> 00:01:47.000]  特別是現在看起來有一個非常美好的家庭
[00:01:47.000 --> 00:01:50.000]  有兩個很可愛的小孩子
[00:01:50.000 --> 00:01:55.000]  凱特王輝她也非常的時尚
[00:01:55.000 --> 00:01:57.000]  衣着親歷
[00:01:57.000 --> 00:01:58.000]  名豔動人
[00:01:58.000 --> 00:02:03.000]  所以每次王子和王妃代表女王來加拿大訪問的時候
[00:02:03.000 --> 00:02:05.000]  吸引很多的人
[00:02:05.000 --> 00:02:08.000]  我想也很多人盼望
[00:02:08.000 --> 00:02:10.000]  我們自己的人生
[00:02:10.000 --> 00:02:13.000]  我們自己生活可以有這樣的美好
[00:02:13.000 --> 00:02:17.000]  人生很多時候確確實實可以是很美好的
[00:02:17.000 --> 00:02:20.000]  就好像王子和王妃這樣的人生
[00:02:20.000 --> 00:02:25.000]  可是人生裏面也常常有很多的痛苦
[00:02:25.000 --> 00:02:31.000]  很多時候我們盼望人生越來越好
[00:02:31.000 --> 00:02:36.000]  但是如果我們往心裏面往身想的時候
[00:02:36.000 --> 00:02:42.000]  人生的終局常常我們要面對生老病死
[00:02:42.000 --> 00:02:44.000]  也是很痛苦的事情
[00:02:44.000 --> 00:02:50.000]  那麼同時在好的人生的裏面天有不測風雲
[00:02:50.000 --> 00:02:53.000]  很多時候我們人生裏面遭遇苦難和痛苦
[00:02:53.000 --> 00:02:55.000]  就好像威廉王子
[00:02:55.000 --> 00:03:00.000]  他的童年他的青少年期其實是有很多的痛苦的
[00:03:00.000 --> 00:03:08.000]  就知道我們都知道說他的父親和他的媽媽婚姻破裂
[00:03:08.000 --> 00:03:11.000]  他成長的少年期是有很多的痛苦的
[00:03:11.000 --> 00:03:13.000]  雖然貴爲王子
[00:03:13.000 --> 00:03:17.000]  同時他也有很悲慘的遭遇
[00:03:17.000 --> 00:03:22.000]  因爲他的媽媽是在一個車禍的裏面慘死的
[00:03:22.000 --> 00:03:26.000]  所以就好像有的時候我也想起來另一個王子
[00:03:26.000 --> 00:03:28.000]  這個王子是一個很老的王子
[00:03:28.000 --> 00:03:32.000]  他是2500多年前在尼帕爾的一個王子
[00:03:32.000 --> 00:03:34.000]  你們知道我在講誰
[00:03:34.000 --> 00:03:39.000]  2500多年前在尼帕爾的一個王子叫做喬達摩西達多
[00:03:39.000 --> 00:03:42.000]  他就是後來的佛陀
[00:03:42.000 --> 00:03:44.000]  那他生下來的時候
[00:03:44.000 --> 00:03:47.000]  他的母親就因慘難死亡
[00:03:47.000 --> 00:03:50.000]  不過他的父親非常精心的照顧他
[00:03:50.000 --> 00:03:55.000]  他的父親非常精心的來用各樣的方法
[00:03:55.000 --> 00:03:58.000]  讓他的人生真的是很美好
[00:03:58.000 --> 00:04:01.000]  讓他不接觸任何的痛苦
[00:04:01.000 --> 00:04:06.000]  讓他生活總是很平安很快樂
[00:04:06.000 --> 00:04:10.000]  他所有所要的那些享樂都有
[00:04:10.000 --> 00:04:15.000]  但是他的父王所有這些精心的安排
[00:04:15.000 --> 00:04:16.000]  有一天被戳穿了
[00:04:16.000 --> 00:04:19.000]  因爲當他再長大一點懂事的時候
[00:04:19.000 --> 00:04:21.000]  他就問他的媽媽在哪裏去了
[00:04:21.000 --> 00:04:24.000]  那他有身邊的佛人就告訴他
[00:04:24.000 --> 00:04:28.000]  他的母親其實在生他的時候就難產而死了
[00:04:28.000 --> 00:04:31.000]  那後來當他再大一點的時候
[00:04:31.000 --> 00:04:37.000]  他跟着他的父王去到外面要主持春祭
[00:04:37.000 --> 00:04:39.000]  那個時候是農業的社會
[00:04:39.000 --> 00:04:42.000]  農業的社會要主持春祭
[00:04:42.000 --> 00:04:46.000]  春祭的時候有其中要有一個儀式
[00:04:46.000 --> 00:04:50.000]  就是要把這個田離開連田把這個土離開
[00:04:50.000 --> 00:04:53.000]  那把這個土離開的時候
[00:04:53.000 --> 00:04:55.000]  一下子把土一翻起來
[00:04:55.000 --> 00:04:58.000]  下面有很多的蚯蚓這些東西就翻出來
[00:04:58.000 --> 00:05:03.000]  那翻出來的時候天空的飛鳥就都撲下來
[00:05:03.000 --> 00:05:05.000]  就去啄食那個蚯蚓
[00:05:05.000 --> 00:05:08.000]  那他看到這種的境況
[00:05:08.000 --> 00:05:10.000]  他生活在一個很安逸
[00:05:10.000 --> 00:05:12.000]  好像什麼都好的一種境況裏面
[00:05:12.000 --> 00:05:15.000]  突然之間看見動物之間這樣互相的殘殺
[00:05:15.000 --> 00:05:18.000]  對他來說是一個非常恐怖的一個景象
[00:05:18.000 --> 00:05:20.000]  那還有一天呢
[00:05:20.000 --> 00:05:22.000]  這個他走在路上
[00:05:22.000 --> 00:05:25.000]  他的僕人帶着他走在路上
[00:05:25.000 --> 00:05:27.000]  走在路上的時候他就碰見三個人
[00:05:27.000 --> 00:05:28.000]  碰見三個人
[00:05:28.000 --> 00:05:29.000]  第一個碰見誰呢
[00:05:29.000 --> 00:05:31.000]  第一個碰見一個老人
[00:05:31.000 --> 00:05:33.000]  非常的衰弱
[00:05:33.000 --> 00:05:40.000]  非常悲慘的一個老人在路上盤山而行
[00:05:40.000 --> 00:05:43.000]  這個看上去非常的衰老
[00:05:43.000 --> 00:05:46.000]  那後來呢再往前走的時候
[00:05:46.000 --> 00:05:47.000]  他看見一個病人
[00:05:47.000 --> 00:05:49.000]  這個病人是個乞丐
[00:05:49.000 --> 00:05:53.000]  躺在路邊等着人施捨來幫助他
[00:05:53.000 --> 00:05:54.000]  再往前走的時候
[00:05:54.000 --> 00:05:56.000]  看見送葬的隊伍
[00:05:56.000 --> 00:05:58.000]  看見死人
[00:05:58.000 --> 00:06:02.000]  那麼他就問旁邊的僕人說
[00:06:02.000 --> 00:06:04.000]  這個只是這幾個人
[00:06:04.000 --> 00:06:05.000]  他們的人生是這樣
[00:06:05.000 --> 00:06:09.000]  還是所有的人生人都要經歷這樣
[00:06:09.000 --> 00:06:10.000]  那這個僕人就告訴他說
[00:06:10.000 --> 00:06:14.000]  其實我們所有的人生都要經歷
[00:06:14.000 --> 00:06:17.000]  經歷老經歷病經歷死
[00:06:17.000 --> 00:06:20.000]  所以這個人生
[00:06:20.000 --> 00:06:21.000]  其實呢
[00:06:21.000 --> 00:06:23.000]  如果我們來看這些事情
[00:06:23.000 --> 00:06:28.000]  跑開這個很多時候表面的暫時的那些美好
[00:06:28.000 --> 00:06:30.000]  表面的暫時的快樂的時候
[00:06:30.000 --> 00:06:34.000]  我們會發現說人生是充滿痛苦的
[00:06:34.000 --> 00:06:37.000]  那這個釋迦摩尼
[00:06:37.000 --> 00:06:40.000]  這個就是這個尼泊爾的王子
[00:06:40.000 --> 00:06:45.000]  當他父王給他製造的美好幸福人生的真相被戳開的時候
[00:06:45.000 --> 00:06:48.000]  他就經過了很久的深思
[00:06:48.000 --> 00:06:51.000]  他就毅然決然的做了一個決定
[00:06:51.000 --> 00:06:56.000]  他要他捨棄他的王位財富尊榮和權位
[00:06:56.000 --> 00:06:57.000]  甚至親情
[00:06:57.000 --> 00:06:59.000]  他拋棄棄子
[00:06:59.000 --> 00:07:00.000]  他生了一個兒子
[00:07:00.000 --> 00:07:03.000]  這個兒子他給他取名叫羅和羅
[00:07:03.000 --> 00:07:05.000]  羅和羅就是束縛的意思
[00:07:05.000 --> 00:07:07.000]  他醒悟過來
[00:07:07.000 --> 00:07:09.000]  他說世人啊
[00:07:09.000 --> 00:07:11.000]  你們真的是可悲
