
[00:00:00.000 --> 00:00:03.640]  我不知大家覺得這段時間是甚麼時間
[00:00:03.640 --> 00:00:05.640]  現在我們來到這個階段
[00:00:05.640 --> 00:00:09.280]  無論是社會 無論是全世界
[00:00:09.280 --> 00:00:13.120]  很多很多的情況 很多的變動
[00:00:13.120 --> 00:00:16.520]  其實這段時間是按照聖經說
[00:00:16.520 --> 00:00:19.680]  由耶穌升天 到耶穌回來
[00:00:19.680 --> 00:00:21.680]  都是末世的時間
[00:00:21.680 --> 00:00:24.680]  都是這個時段 既是又未是
[00:00:24.680 --> 00:00:27.160]  是末世但又未到完全是
[00:00:27.160 --> 00:00:30.880]  一路到耶穌升天說我會再回來
[00:00:30.880 --> 00:00:35.160]  我會為你們預備地方 我會接你們
[00:00:35.160 --> 00:00:37.160]  門徒都望著天
[00:00:37.160 --> 00:00:39.160]  耶穌你走了 這樣走了
[00:00:39.160 --> 00:00:41.920]  復活了 顯現四十天
[00:00:41.920 --> 00:00:43.920]  這樣走了 你做甚麼呢
[00:00:43.920 --> 00:00:45.920]  所以大使命班下
[00:00:45.920 --> 00:00:50.600]  祂說你們去傳遞使萬民作我門徒
[00:00:50.600 --> 00:00:53.160]  然後怎樣 我就會再回來
[00:00:53.160 --> 00:00:55.160]  即是現在你說
[00:00:55.160 --> 00:00:58.960]  其實由我們信主 或者由耶穌升天的時候
[00:00:58.960 --> 00:01:02.680]  這段時間都是在這個時間裏面
[00:01:02.680 --> 00:01:05.240]  無論我們世界環境變成怎樣
[00:01:05.240 --> 00:01:08.440]  處境變成怎樣 都是在這個時段裏面
[00:01:08.440 --> 00:01:10.440]  這個是我們經常要記住
[00:01:10.440 --> 00:01:14.560]  因為活著之後我們可能有很多事情要面對
[00:01:14.560 --> 00:01:17.720]  很多壓力 剛才說經濟壓力
[00:01:17.720 --> 00:01:20.120]  各樣的壓力 各樣的考量
[00:01:20.120 --> 00:01:24.400]  其實真的很多事情我們要去想
[00:01:24.400 --> 00:01:26.400]  但有一樣事情不要忘記
[00:01:26.400 --> 00:01:28.720]  這是甚麼時刻呢 末後的時間
[00:01:28.720 --> 00:01:32.080]  今日的經文是說啟示錄
[00:01:32.080 --> 00:01:34.720]  說啟示錄就是說到末後的日子
[00:01:34.720 --> 00:01:40.160]  使徒約翰在晚年的時候被放逐在拔摩島
[00:01:40.160 --> 00:01:44.000]  他見到異象 神將他寫下
[00:01:44.000 --> 00:01:48.080]  鼓勵很多人 願這段聖經都鼓勵我們
[00:01:48.080 --> 00:01:51.040]  今日的題目是收割和審判
[00:01:51.040 --> 00:01:53.320]  末後的神的工作
[00:01:53.320 --> 00:01:58.040]  或者我們在地上也要繼續配合神的工作
[00:01:58.040 --> 00:02:01.120]  我們讀一下經文
[00:02:01.120 --> 00:02:07.480]  經文是啟示錄十四章十四到二十節
[00:02:07.480 --> 00:02:12.920]  有手機的我們先讀
[00:02:12.920 --> 00:02:17.640]  我學習做powerpoint 第一次
[00:02:17.640 --> 00:02:20.960]  學著做著
[00:02:20.960 --> 00:02:24.160]  我們讀一下
[00:02:24.160 --> 00:02:27.840]  我有看見有一片白雲
[00:02:27.840 --> 00:02:31.400]  雲上坐著一位好像人子
[00:02:31.400 --> 00:02:33.840]  頭上戴著金冠面
[00:02:33.840 --> 00:02:36.320]  手裡拿著快鐮刀
[00:02:36.320 --> 00:02:39.880]  又有一位天使從殿中出來
[00:02:39.880 --> 00:02:43.880]  向那坐在雲上的大聲喊著說
[00:02:43.880 --> 00:02:46.840]  伸出你的鐮刀來收割
[00:02:46.840 --> 00:02:50.160]  因為收割的時候已經到了
[00:02:50.160 --> 00:02:54.240]  地上的裝甲已經熟了
[00:02:54.240 --> 00:02:58.800]  那坐在雲上的就把鐮刀拎在地上
[00:02:58.800 --> 00:03:02.440]  地上的裝甲就被收割了
[00:03:02.440 --> 00:03:06.720]  又有一位天使從天上的殿出來
[00:03:06.720 --> 00:03:09.520]  他也拿著快鐮刀
[00:03:09.520 --> 00:03:13.280]  又有一位天使從祭壇中出來
[00:03:13.280 --> 00:03:15.960]  是有權並管火的
[00:03:15.960 --> 00:03:20.000]  向著那快鐮刀的大聲喊著說
[00:03:20.000 --> 00:03:22.120]  伸出快鐮刀來
[00:03:22.120 --> 00:03:25.520]  收取地上葡萄樹的果子
[00:03:25.520 --> 00:03:28.440]  因為葡萄樹有了
[00:03:28.440 --> 00:03:32.280]  那天使就把鐮刀拎在地上
[00:03:32.280 --> 00:03:34.840]  收取地上的葡萄
[00:03:34.840 --> 00:03:38.320]  丟在神憤怒的大酒鑿中
[00:03:38.320 --> 00:03:41.160]  那酒鑿寸在城外
[00:03:41.160 --> 00:03:44.640]  就有血從酒鑿裡流出來
[00:03:44.640 --> 00:03:46.960]  高到馬的爪環
[00:03:46.960 --> 00:03:48.920]  環繞百里
[00:03:48.920 --> 00:03:51.320]  好 我們先看看這段經文
[00:03:51.320 --> 00:03:54.880]  簡單說這段經文是其中一個意象
[00:03:54.880 --> 00:03:57.200]  如果你說這段經文的重心
[00:03:57.200 --> 00:04:01.120]  你看到第十四字有一個
[00:04:01.120 --> 00:04:05.160]  有一位好像是人子的坐在白雲上
[00:04:05.160 --> 00:04:08.160]  頭戴金冠面 手裡拿著快鐮刀
[00:04:08.160 --> 00:04:13.440]  有釋經家說這是天使還是主耶穌
[00:04:13.440 --> 00:04:16.160]  其實無論是主耶穌還是天使
[00:04:16.160 --> 00:04:19.040]  重點都不在這裏 重點在哪裏
[00:04:19.040 --> 00:04:20.520]  快鐮刀
[00:04:20.520 --> 00:04:23.000]  還有它要受修葛
[00:04:23.000 --> 00:04:27.080]  我們都覺得這是主修葛的
[00:04:27.080 --> 00:04:29.000]  修葛什麼?修葛莊稼
[00:04:29.000 --> 00:04:30.680]  要修地上的莊稼
[00:04:30.680 --> 00:04:31.800]  莊稼怎樣?
[00:04:31.800 --> 00:04:33.880]  聖經說是屬料
[00:04:33.880 --> 00:04:36.360]  所以有一個鐮刀
[00:04:36.360 --> 00:04:38.480]  主拿著一把鐮刀
[00:04:38.480 --> 00:04:41.800]  地上的莊稼屬料他就要收
[00:04:41.800 --> 00:04:45.680]  接著到第十八節
[00:04:45.680 --> 00:04:49.440]  又有一位天使從祭壇出來
[00:04:49.440 --> 00:04:51.720]  是有權並管火的
[00:04:51.720 --> 00:04:55.400]  拿著鐮刀的天使大聲喊著說
[00:04:55.400 --> 00:04:56.880]  伸出你的快鐮刀來
[00:04:56.880 --> 00:04:59.560]  收水地上葡萄樹的果子
[00:04:59.560 --> 00:05:01.440]  因為它屬透料
[00:05:01.440 --> 00:05:05.640]  接著天使就把快鐮刀放在地上
[00:05:05.640 --> 00:05:09.040]  收水地上的葡萄雕在哪裏
[00:05:09.040 --> 00:05:10.960]  在憤怒的大酒駡中
[00:05:10.960 --> 00:05:13.200]  而且是非常大的審判
[00:05:13.200 --> 00:05:17.280]  有一個形容是血從酒駡裏面出來
[00:05:17.280 --> 00:05:21.280]  你知道葡萄是用腳踩的
[00:05:21.280 --> 00:05:23.080]  踩葡萄汁便會出來
[00:05:23.080 --> 00:05:24.480]  我見過有些池
[00:05:24.480 --> 00:05:30.240]  有一個地方流水便會慢慢變成葡萄汁
[00:05:30.240 --> 00:05:33.120]  這裏說到其實是在形容神的審判
[00:05:33.120 --> 00:05:34.960]  所以這段經文簡單
[00:05:34.960 --> 00:05:36.440]  我們容易記的就是
[00:05:36.440 --> 00:05:38.000]  兩把鐮刀
[00:05:38.000 --> 00:05:40.000]  兩種的修葛
[00:05:41.640 --> 00:05:44.400]  一種是收莊稼的
[00:05:44.400 --> 00:05:45.400]  屬於神的
[00:05:45.400 --> 00:05:48.800]  另一種是不屬於神的
[00:05:48.800 --> 00:05:50.160]  要審判的
[00:05:50.160 --> 00:05:52.160]  在神的憤怒裏面
[00:05:52.160 --> 00:05:56.080]  在聖經裏面主還未回來
[00:05:56.080 --> 00:05:58.960]  在審判裏面主便回來了
[00:05:58.960 --> 00:06:01.120]  在這個時候便要修葛
[00:06:01.120 --> 00:06:03.120]  修葛後便會施行審判
[00:06:03.120 --> 00:06:06.040]  全地都會受審判
[00:06:06.040 --> 00:06:08.040]  包括神的家
[00:06:08.040 --> 00:06:12.040]  其實說到這裏主會修葛的
[00:06:12.040 --> 00:06:15.040]  還有一段經文想跟大家讀
[00:06:15.040 --> 00:06:17.040]  給後書三張
[00:06:17.040 --> 00:06:19.040]  請大家讀
[00:06:19.040 --> 00:06:21.040]  第一要謹的
[00:06:21.040 --> 00:06:25.040]  該知道在末世必有好機朝的人
[00:06:25.040 --> 00:06:29.040]  隨從自己的私欲出來機朝說
[00:06:29.040 --> 00:06:32.040]  主要降臨應許在那裏呢
[00:06:32.040 --> 00:06:35.040]  因為從列祖垂了以來
[00:06:35.040 --> 00:06:39.040]  萬物與起初創造的時候仍是一樣
[00:06:39.040 --> 00:06:41.040]  他們故意忘記
[00:06:41.040 --> 00:06:45.040]  從太古憑神命有天
[00:06:45.040 --> 00:06:49.040]  並從水而藉著的地
[00:06:49.040 --> 00:06:57.040]  但現在的天地
[00:06:57.040 --> 00:07:00.040]  還是憑著那命存留
[00:07:00.040 --> 00:07:02.040]  藉留到不見前之人
[00:07:02.040 --> 00:07:05.040]  審判遭沉淪的日子
[00:07:05.040 --> 00:07:07.040]  用火焚燒
[00:07:07.040 --> 00:07:09.040]  親愛的弟兄啊
[00:07:09.040 --> 00:07:12.040]  有一件事你們不可忘記
[00:07:12.040 --> 00:07:15.040]  就是主看一日如千年
[00:07:15.040 --> 00:07:17.040]  千年如一日
[00:07:17.040 --> 00:07:20.040]  主所應許的尚未成就
[00:07:20.040 --> 00:07:22.040]  有人以為他是擔言
[00:07:22.040 --> 00:07:24.040]  其實不是擔言
[00:07:24.040 --> 00:07:26.040]  乃是寬容你們
[00:07:26.040 --> 00:07:28.040]  不願有一人沉淪
[00:07:28.040 --> 00:07:31.040]  乃願人人都悔改
[00:07:31.040 --> 00:07:35.040]  但主的日子要像擦來的一樣
[00:07:35.040 --> 00:07:38.040]  那一日必有大向星廢去
[00:07:38.040 --> 00:07:42.040]  有形則都要被火燒化
[00:07:42.040 --> 00:07:46.040]  地和其上的物都要燒盡了
[00:07:46.040 --> 00:07:48.040]  聖經說
[00:07:48.040 --> 00:07:51.040]  彼得後書也是初期教會的時候
[00:07:51.040 --> 00:07:52.040]  他們寫
[00:07:52.040 --> 00:07:53.040]  就是有好機朝的人
[00:07:53.040 --> 00:07:55.040]  即是主何時回來呢
[00:07:55.040 --> 00:07:56.040]  有段時間都沒有回來
[00:07:56.040 --> 00:07:57.040]  主不會回來
[00:07:57.040 --> 00:07:59.040]  但聖經說有一個時段
[00:07:59.040 --> 00:08:01.040]  這個時段是什麼呢
[00:08:01.040 --> 00:08:03.040]  寬容的時段
[00:08:03.040 --> 00:08:07.040]  所以我們看看我們要說的
[00:08:07.040 --> 00:08:08.040]  第一個就是
[00:08:08.040 --> 00:08:10.040]  我們求主給我們
[00:08:10.040 --> 00:08:12.040]  這個
[00:08:12.040 --> 00:08:14.040]  回到下一章
[00:08:14.040 --> 00:08:17.040]  好
[00:08:17.040 --> 00:08:18.040]  有一個就是
[00:08:18.040 --> 00:08:21.040]  我們要認清現在神的時間
[00:08:21.040 --> 00:08:22.040]  按照經文
[00:08:22.040 --> 00:08:25.040]  其實這段時間是神的寬容期
[00:08:25.040 --> 00:08:27.040]  是祂用極大的憐憫
[00:08:27.040 --> 00:08:28.040]  祂的愛
[00:08:28.040 --> 00:08:30.040]  給我們有機會
[00:08:30.040 --> 00:08:31.040]  主要是回來
[00:08:31.040 --> 00:08:33.040]  你看到聖經一路主說回來
[00:08:33.040 --> 00:08:34.040]  為什麼這麼久都沒有回來呢
[00:08:34.040 --> 00:08:36.040]  如果看啟示錄
[00:08:36.040 --> 00:08:38.040]  一路都說到主會審判
[00:08:38.040 --> 00:08:39.040]  主要是回來
[00:08:39.040 --> 00:08:41.040]  主又說好像還沒有回來
[00:08:41.040 --> 00:08:42.040]  他為什麼寫了聖經
[00:08:42.040 --> 00:08:45.040]  由創世紀寫到啟示錄
[00:08:45.040 --> 00:08:48.040]  為什麼這麼多年都說耶穌會回來
[00:08:48.040 --> 00:08:50.040]  為什麼還沒有回來呢
[00:08:50.040 --> 00:08:52.040]  為什麼二千多年還沒有回來呢
[00:08:52.040 --> 00:08:54.040]  其實我們真的要問一個問題
[00:08:54.040 --> 00:08:56.040]  我們也很想快點回來
[00:08:56.040 --> 00:08:57.040]  回來又怎樣
[00:08:57.040 --> 00:08:59.040]  如果回來我們又怎樣
[00:08:59.040 --> 00:09:00.040]  我們就會得贖
[00:09:00.040 --> 00:09:01.040]  完全的得贖
[00:09:01.040 --> 00:09:02.040]  身體的得贖
[00:09:02.040 --> 00:09:05.040]  再沒有哀哭死亡疼痛
[00:09:05.040 --> 00:09:06.040]  不會有病
[00:09:06.040 --> 00:09:07.040]  多好啊
[00:09:07.040 --> 00:09:08.040]  不用上班
[00:09:08.040 --> 00:09:09.040]  多好啊
[00:09:09.040 --> 00:09:11.040]  不用這麼多煩惱
[00:09:11.040 --> 00:09:13.040]  實在是太好了
[00:09:13.040 --> 00:09:14.040]  所以保羅說
[00:09:14.040 --> 00:09:16.040]  我離世與基督一起
[00:09:16.040 --> 00:09:18.040]  是很多無比的
[00:09:18.040 --> 00:09:20.040]  但這個時間是什麼時間呢
[00:09:20.040 --> 00:09:22.040]  剛才一開始我們都跟大家分享
[00:09:22.040 --> 00:09:25.040]  我們其實由信主開始
[00:09:25.040 --> 00:09:26.040]  我們都知道
[00:09:26.040 --> 00:09:28.040]  其實神告訴我們他要回來
[00:09:28.040 --> 00:09:29.040]  你知不知道
[00:09:29.040 --> 00:09:31.040]  神就是在這段時間
[00:09:31.040 --> 00:09:33.040]  祂遲早要回來
[00:09:33.040 --> 00:09:34.040]  祂一定會回來
[00:09:34.040 --> 00:09:35.040]  但這個時間是什麼呢
[00:09:35.040 --> 00:09:37.040]  就是寬容期
[00:09:37.040 --> 00:09:39.040]  而且主已經來到門前
[00:09:39.040 --> 00:09:40.040]  有人這樣說
[00:09:40.040 --> 00:09:42.040]  我記得那時候是說
[00:09:42.040 --> 00:09:44.040]  如果十二點就是主回來
[00:09:44.040 --> 00:09:46.040]  已經是十一點十一個字
[00:09:46.040 --> 00:09:48.040]  是五十五分
[00:09:48.040 --> 00:09:50.040]  但我聽到前幾年說
