
[00:00:00.000 --> 00:00:02.000]  好,各位頂智會,早晨
[00:00:02.000 --> 00:00:04.000]  今天還未笑
[00:00:04.000 --> 00:00:09.000]  和你旁邊的頂智會打個招呼,微笑一下,早晨
[00:00:09.000 --> 00:00:15.000]  好,有些生氣,有些活力在我們的崇拜禮堂當中
[00:00:15.000 --> 00:00:21.000]  這句經文,為何不可停止聚會這個主題
[00:00:21.000 --> 00:00:25.000]  可能都會有些人經常聽
[00:00:25.000 --> 00:00:27.000]  或者有些人可能會抗拒
[00:00:27.000 --> 00:00:31.000]  經常都叫我回來教會,不要不回
[00:00:31.000 --> 00:00:33.000]  特別剛才那句聖經最後說
[00:00:33.000 --> 00:00:35.000]  叫不可停止聚會
[00:00:35.000 --> 00:00:37.000]  好像那些停止慣例的人
[00:00:37.000 --> 00:00:40.000]  我們很多時都將它變成金句
[00:00:40.000 --> 00:00:43.000]  可能扭曲了整個經文的原意
[00:00:43.000 --> 00:00:45.000]  意思就是說
[00:00:45.000 --> 00:00:47.000]  我們一聽到金句就會說
[00:00:47.000 --> 00:00:49.000]  就是叫我們要勤力回教會
[00:00:49.000 --> 00:00:51.000]  不要不回,每個星期都要回
[00:00:51.000 --> 00:00:53.000]  回崇拜,團結,諸如此類
[00:00:53.000 --> 00:00:55.000]  最好所有聚會都回到最好
[00:00:55.000 --> 00:00:58.000]  不要停止,要習慣
[00:00:58.000 --> 00:01:03.000]  不要變成習慣不回,要習慣
[00:01:03.000 --> 00:01:04.000]  這樣就最好了
[00:01:04.000 --> 00:01:09.000]  給人感覺好像都是想「為返而返」
[00:01:09.000 --> 00:01:14.000]  或者為了谷谷數字,崇拜人數數字
[00:01:14.000 --> 00:01:16.000]  或者出席等等
[00:01:16.000 --> 00:01:18.000]  其實這個經文原意不是這個意思
[00:01:18.000 --> 00:01:21.000]  因為要我們能夠看清楚一點
[00:01:21.000 --> 00:01:25.000]  尤其上星期我們Winston,永元執事
[00:01:25.000 --> 00:01:27.000]  的講道提醒我們什麼
[00:01:27.000 --> 00:01:31.000]  教會是一個宣講神話語的教會
[00:01:31.000 --> 00:01:33.000]  我們要教導神的話語
[00:01:33.000 --> 00:01:35.000]  要學習神的話語
[00:01:35.000 --> 00:01:37.000]  更加要遵行神的話語
[00:01:37.000 --> 00:01:39.000]  究竟聖經裡面
[00:01:39.000 --> 00:01:40.000]  特別希伯來書
[00:01:40.000 --> 00:01:44.000]  對不可停止聚會的教對什麼
[00:01:44.000 --> 00:01:47.000]  對回教會的意義的教對什麼
[00:01:47.000 --> 00:01:49.000]  我們要進入經文之前
[00:01:49.000 --> 00:01:51.000]  不要被金句式影響
[00:01:51.000 --> 00:01:55.000]  我們要看多一點整段經文的背景
[00:01:55.000 --> 00:01:56.000]  特別我們說看希伯來書
[00:01:56.000 --> 00:01:59.000]  我相信可能大家偏少一點
[00:01:59.000 --> 00:02:03.000]  有沒有人是未讀過希伯來書的
[00:02:03.000 --> 00:02:06.000]  應該有的,相信
[00:02:06.000 --> 00:02:08.000]  不用不好意思
[00:02:08.000 --> 00:02:10.000]  我猜希伯來書
[00:02:10.000 --> 00:02:12.000]  新約是舊約的
[00:02:12.000 --> 00:02:13.000]  在新約還是舊約的
[00:02:13.000 --> 00:02:14.000]  這樣問可能會好一點
[00:02:14.000 --> 00:02:16.000]  在舊約的舉手
[00:02:16.000 --> 00:02:18.000]  在新約的舉手
[00:02:18.000 --> 00:02:23.000]  萬生也知道
[00:02:23.000 --> 00:02:26.000]  希伯來書其實在新約裡面
[00:02:26.000 --> 00:02:30.000]  在保羅書信和普通書信之間
[00:02:30.000 --> 00:02:32.000]  很多人以為是保羅者
[00:02:32.000 --> 00:02:35.000]  其實在近一百年的色經裡面
[00:02:35.000 --> 00:02:37.000]  都認為應該不是保羅者
[00:02:37.000 --> 00:02:39.000]  但是哪一個作者不知道
[00:02:39.000 --> 00:02:41.000]  連希伯來書的讀者
[00:02:41.000 --> 00:02:43.000]  在哪一個群體都不太掌握
[00:02:43.000 --> 00:02:47.000]  但是大致上在解經學裡面研究
[00:02:47.000 --> 00:02:49.000]  希伯來書的讀者
[00:02:49.000 --> 00:02:51.000]  讀希伯來書的讀者
[00:02:51.000 --> 00:02:53.000]  在二千年前讀者的群體
[00:02:53.000 --> 00:02:56.000]  多數是信二代
[00:02:56.000 --> 00:03:00.000]  我用希臘語的猶太裔基督徒
[00:03:00.000 --> 00:03:02.000]  你可能會很難明白
[00:03:02.000 --> 00:03:04.000]  不過你用ABC就會明白
[00:03:04.000 --> 00:03:05.000]  中國人去了英國
[00:03:05.000 --> 00:03:06.000]  去了美國
[00:03:06.000 --> 00:03:07.000]  去了其他地方
[00:03:07.000 --> 00:03:11.000]  下一代可能連中國人的說話
[00:03:11.000 --> 00:03:13.000]  即是普通話都不會說
[00:03:13.000 --> 00:03:15.000]  他們表面是黃皮膚
[00:03:15.000 --> 00:03:17.000]  但是可能都是生於那裡
[00:03:17.000 --> 00:03:21.000]  當時有一群猶太人已經移居了海外
[00:03:21.000 --> 00:03:23.000]  離開了耶路撒冷二千年
[00:03:23.000 --> 00:03:27.000]  去到歐洲土耳其附近一帶居住
[00:03:27.000 --> 00:03:30.000]  他們仍然是世襲著猶太教
[00:03:30.000 --> 00:03:32.000]  後來因為福音的傳開
[00:03:32.000 --> 00:03:33.000]  他們碎了耶穌
[00:03:33.000 --> 00:03:34.000]  所以他們可以說
[00:03:34.000 --> 00:03:36.000]  由猶太教轉去基督教
[00:03:36.000 --> 00:03:38.000]  但是他們也有
[00:03:38.000 --> 00:03:41.000]  基本上對猶太教有熟悉的文化
[00:03:41.000 --> 00:03:45.000]  而當時開始羅馬帝國
[00:03:45.000 --> 00:03:48.000]  有帝王敬拜的一個御令
[00:03:48.000 --> 00:03:51.000]  就是見到皇帝當然要下拜
[00:03:51.000 --> 00:03:53.000]  見到皇帝的雕像也要下拜
[00:03:53.000 --> 00:03:55.000]  但是對基督徒來說行不行
[00:03:55.000 --> 00:03:57.000]  我們不可以拜偶像
[00:03:57.000 --> 00:03:58.000]  皇帝也不是拜
[00:03:58.000 --> 00:03:59.000]  我們只是拜一個神
[00:03:59.000 --> 00:04:02.000]  就是創天造地的真神
[00:04:02.000 --> 00:04:05.000]  那些猶太的基督徒怎麼辦呢
[00:04:05.000 --> 00:04:08.000]  我們不如信回猶太教
[00:04:08.000 --> 00:04:10.000]  因為猶太教一個傳統
[00:04:10.000 --> 00:04:12.000]  羅馬帝國也知道的
[00:04:12.000 --> 00:04:15.000]  容許他有一個藉口
[00:04:15.000 --> 00:04:17.000]  不需要下拜君王
[00:04:17.000 --> 00:04:19.000]  這樣就可以了
[00:04:19.000 --> 00:04:23.000]  所以當時有一個趨向就是
[00:04:23.000 --> 00:04:28.000]  基督徒信了主的猶太基督徒
[00:04:28.000 --> 00:04:30.000]  回去信回猶太教
[00:04:30.000 --> 00:04:32.000]  就是離棄了基督教的信仰
[00:04:32.000 --> 00:04:34.000]  回去信回猶太教
[00:04:34.000 --> 00:04:35.000]  所以希伯來書的作者
[00:04:35.000 --> 00:04:37.000]  就要面對這個問題
[00:04:37.000 --> 00:04:39.000]  去寫這些卷書
[00:04:39.000 --> 00:04:41.000]  第二個我們要了解的背景
[00:04:41.000 --> 00:04:43.000]  就是整個段落的大綱
[00:04:43.000 --> 00:04:46.000]  我們也不可能看回整個一至九章
[00:04:46.000 --> 00:04:48.000]  簡單來說
[00:04:48.000 --> 00:04:50.000]  整個希伯來書想帶出的訊息就是
[00:04:50.000 --> 00:04:54.000]  耶穌是超越一切的
[00:04:54.000 --> 00:04:57.000]  超越了猶太教很重視的摩西
[00:04:57.000 --> 00:04:58.000]  律法傳統
[00:04:58.000 --> 00:04:59.000]  天使
[00:04:59.000 --> 00:05:01.000]  祭司的憲制等等
[00:05:01.000 --> 00:05:02.000]  所以一至四章就說
[00:05:02.000 --> 00:05:05.000]  耶穌是超越天使和摩西
[00:05:05.000 --> 00:05:08.000]  我們先看看時間
[00:05:08.000 --> 00:05:10.000]  這些都是隱形的
[00:05:10.000 --> 00:05:11.000]  所以我不講太快
[00:05:11.000 --> 00:05:13.000]  不講太多應該說
[00:05:13.000 --> 00:05:18.000]  五至七章是想強調耶穌是超越大祭司
[00:05:18.000 --> 00:05:22.000]  是超越那些舊約的憲制
[00:05:22.000 --> 00:05:26.000]  耶穌帶出一個一次性永遠的憲制
[00:05:26.000 --> 00:05:28.000]  贖罪制
[00:05:28.000 --> 00:05:30.000]  一次過贖光我們全人類
[00:05:30.000 --> 00:05:33.000]  不只是要那些舊約的憲制
[00:05:33.000 --> 00:05:35.000]  每天每年都要獻下
[00:05:35.000 --> 00:05:37.000]  遮一遮蓋那些罪
[00:05:37.000 --> 00:05:41.000]  而在最後十二十三章就帶出信忘愛
[00:05:41.000 --> 00:05:44.000]  所以接下來我會連續四篇講到
[00:05:44.000 --> 00:05:45.000]  都要講希伯來書
[00:05:45.000 --> 00:05:48.000]  去帶出這個信忘愛
[00:05:48.000 --> 00:05:49.000]  好了
[00:05:49.000 --> 00:05:52.000]  我們最後今天聽到的時候
[00:05:52.000 --> 00:05:54.000]  我們要將神的話語
[00:05:54.000 --> 00:05:55.000]  去聽得明
[00:05:55.000 --> 00:05:56.000]  和去學習
[00:05:56.000 --> 00:05:57.000]  求聖靈幫助我們
[00:05:57.000 --> 00:05:59.000]  我們同心禱告
[00:05:59.000 --> 00:06:00.000]  親愛的天父
[00:06:00.000 --> 00:06:04.000]  當我們現在閉上眼去禱告的時候
[00:06:04.000 --> 00:06:06.000]  我們心裡面要祈禱什麼呢
[00:06:06.000 --> 00:06:08.000]  就是在今天的崇拜當中
[00:06:08.000 --> 00:06:11.000]  讓我們去學習真理
[00:06:11.000 --> 00:06:12.000]  認識真理
[00:06:12.000 --> 00:06:14.000]  和活出真理
[00:06:14.000 --> 00:06:18.000]  特別在為何不可停止聚會這個主題裡面
[00:06:18.000 --> 00:06:20.000]  求聖靈你教導我們
[00:06:20.000 --> 00:06:22.000]  讓我們聽得明
[00:06:22.000 --> 00:06:23.000]  老能夠認識
[00:06:23.000 --> 00:06:25.000]  心裡面能夠明白
[00:06:25.000 --> 00:06:27.000]  並且願意走出來
[00:06:27.000 --> 00:06:31.000]  又讓我成為你話語的僕人
[00:06:31.000 --> 00:06:32.000]  以致我能夠將你的話語
[00:06:32.000 --> 00:06:35.000]  按著正義分解真理的道
[00:06:35.000 --> 00:06:38.000]  讓弟子會都能夠領受神理的心意
[00:06:38.000 --> 00:06:39.000]  將今天的崇拜
[00:06:39.000 --> 00:06:40.000]  今天的講道
[00:06:40.000 --> 00:06:42.000]  宣講交在天父你面前
[00:06:42.000 --> 00:06:44.000]  奉耶穌基督的名求
[00:06:44.000 --> 00:06:45.000]  阿們
[00:06:45.000 --> 00:06:47.000]  回到今天的經文
[00:06:47.000 --> 00:06:51.000]  在十九至二十一節裡面
[00:06:51.000 --> 00:06:53.000]  我會解釋一個字眼
[00:06:53.000 --> 00:06:55.000]  可能給大家有點陌生
[00:06:55.000 --> 00:06:56.000]  第一個是
[00:06:56.000 --> 00:06:58.000]  致聖所
[00:06:58.000 --> 00:06:59.000]  致聖所是什麼
[00:06:59.000 --> 00:07:01.000]  大家知道嗎
[00:07:01.000 --> 00:07:03.000]  在舊約的傳統
[00:07:03.000 --> 00:07:06.000]  他們相信上帝虛無飄渺
[00:07:06.000 --> 00:07:07.000]  很難捉摸
[00:07:07.000 --> 00:07:08.000]  不知道在哪裡
[00:07:08.000 --> 00:07:10.000]  但上帝容許他們有會幕
[00:07:10.000 --> 00:07:13.000]  有聖殿的設立
[00:07:13.000 --> 00:07:14.000]  以致
[00:07:14.000 --> 00:07:19.000]  上帝就住在聖殿當中的致聖所
[00:07:19.000 --> 00:07:20.000]  是象徵的意義
[00:07:20.000 --> 00:07:22.000]  神經會住在這麼小的地方
[00:07:22.000 --> 00:07:23.000]  但在聖殿裡面
[00:07:23.000 --> 00:07:25.000]  有一個致聖所
[00:07:25.000 --> 00:07:26.000]  有一個約櫃
[00:07:26.000 --> 00:07:28.000]  裡面就是上帝的私隱座
[00:07:28.000 --> 00:07:30.000]  好像剛才我們唱歌
[00:07:30.000 --> 00:07:31.000]  上帝坐在哪裡
[00:07:31.000 --> 00:07:33.000]  坐在約櫃上的私隱座裡面
[00:07:33.000 --> 00:07:35.000]  就是擺在致聖所裡面
[00:07:35.000 --> 00:07:36.000]  而在聖殿的分佈裡面
[00:07:36.000 --> 00:07:37.000]  是很複雜的
[00:07:37.000 --> 00:07:39.000]  如果在耶穌的時代裡面
