
[00:00:00.000 --> 00:00:03.200]  讓我們一齊先禱告
[00:00:03.200 --> 00:00:04.280]  相愛的主
[00:00:04.280 --> 00:00:06.120]  今天是復活節
[00:00:06.120 --> 00:00:09.040]  是祢藉主耶穌基督釘在十字架上
[00:00:09.040 --> 00:00:11.240]  並在三天之後復活
[00:00:11.240 --> 00:00:14.200]  以至於我們不單止在罪得赦
[00:00:14.200 --> 00:00:16.920]  也能夠勝過罪和死亡
[00:00:16.920 --> 00:00:20.520]  這就是祢給我們復活的大能和恩典
[00:00:20.520 --> 00:00:22.800]  主願意今天祢的訊息
[00:00:22.800 --> 00:00:24.720]  擺在我們生命裏面
[00:00:24.720 --> 00:00:30.480]  讓祢的復活的大能在我們生命裏面彰顯
[00:00:30.480 --> 00:00:31.440]  所以主啊
[00:00:31.440 --> 00:00:34.320]  讓待會無論我們說的聽的
[00:00:34.320 --> 00:00:36.440]  都是讓祢的話語去滋潤
[00:00:36.440 --> 00:00:39.480]  以及對我們生命提醒
[00:00:39.480 --> 00:00:40.440]  我們這樣禱告
[00:00:40.440 --> 00:00:43.360]  是奉靠主耶穌基督的聖名自祈求
[00:00:43.360 --> 00:00:44.960]  阿門
[00:00:44.960 --> 00:00:48.920]  復活節是我們信仰裏面一個極其重要的日子
[00:00:48.920 --> 00:00:50.600]  如果沒有復活節的話
[00:00:50.600 --> 00:00:54.240]  教會就只不過是一個有信念的社團
[00:00:54.240 --> 00:00:55.960]  因為如果沒有復活節的話
[00:00:55.960 --> 00:00:58.040]  而只是有聖誕節的話
[00:00:58.040 --> 00:01:00.080]  我們就只不過是紀念著
[00:01:00.080 --> 00:01:02.840]  紀念著一位偉人的誕生
[00:01:02.840 --> 00:01:04.960]  祂為我們提供一個節理
[00:01:04.960 --> 00:01:07.840]  告訴我們怎樣去看待這個世界
[00:01:07.840 --> 00:01:10.360]  我們的世界觀應該是怎樣
[00:01:10.360 --> 00:01:12.320]  並且教我們一些倫理
[00:01:12.320 --> 00:01:14.120]  讓我們知道應該怎樣做
[00:01:14.120 --> 00:01:16.440]  怎樣處世的態度等等
[00:01:16.440 --> 00:01:18.960]  為我們提供一些很高超的眼界
[00:01:18.960 --> 00:01:20.880]  以及偉大的道理
[00:01:20.880 --> 00:01:24.280]  但是正是因為基督的復活
[00:01:24.280 --> 00:01:25.480]  有復活節
[00:01:25.480 --> 00:01:29.000]  才令到我們基督的信仰有它的獨特性
[00:01:29.000 --> 00:01:30.800]  這個獨特性就是說
[00:01:30.800 --> 00:01:32.640]  它更加告訴我們
[00:01:32.640 --> 00:01:34.880]  我們生命的一個意義
[00:01:34.880 --> 00:01:38.000]  就是人類最大的限制
[00:01:38.000 --> 00:01:38.840]  死亡
[00:01:38.840 --> 00:01:40.640]  怎樣可以在信仰裏面
[00:01:40.640 --> 00:01:42.760]  能夠得到克服
[00:01:42.760 --> 00:01:45.760]  上帝怎樣藉著基督的啟示
[00:01:45.760 --> 00:01:47.080]  讓我們知道
[00:01:47.080 --> 00:01:48.360]  我們的生命
[00:01:48.360 --> 00:01:51.440]  不只是限制在我們在世的階段
[00:01:51.440 --> 00:01:53.360]  我們更加可以在生命裏面
[00:01:53.360 --> 00:01:55.200]  有更高的發揮
[00:01:55.200 --> 00:01:57.520]  所以基督的復活這個事件
[00:01:57.520 --> 00:01:59.400]  在我們的信仰當中
[00:01:59.400 --> 00:02:02.480]  有非常重要的地位
[00:02:02.480 --> 00:02:03.480]  不過
[00:02:03.480 --> 00:02:04.800]  很多時候
[00:02:04.800 --> 00:02:06.640]  我們和耶穌的相遇
[00:02:06.640 --> 00:02:08.240]  好像只是停留在
[00:02:08.240 --> 00:02:10.680]  聖誕節的這個階段
[00:02:10.680 --> 00:02:12.800]  只是明白到一些道理
[00:02:12.800 --> 00:02:14.720]  而沒有經歷復活的帶領
[00:02:14.720 --> 00:02:17.960]  能在我們生命發揮的可能性
[00:02:17.960 --> 00:02:19.000]  盼望今天藉著
[00:02:19.000 --> 00:02:21.400]  《約翰福音》二十章一兆八節
[00:02:21.400 --> 00:02:25.120]  對我們帶來兩個提醒
[00:02:25.120 --> 00:02:26.800]  如果大家有聖經的話
[00:02:26.800 --> 00:02:28.440]  可以輕輕翻開
[00:02:28.440 --> 00:02:31.680]  我們《約翰福音》二十章
[00:02:31.680 --> 00:02:35.120]  可以看一看前面十九章
[00:02:35.120 --> 00:02:36.520]  其實在十九章
[00:02:36.520 --> 00:02:39.840]  說到耶穌釘十字架的那一天
[00:02:39.840 --> 00:02:42.160]  因為臨近安息日
[00:02:42.160 --> 00:02:44.240]  所以他們很匆忙地
[00:02:44.240 --> 00:02:46.280]  按著猶太人的規矩
[00:02:46.280 --> 00:02:48.120]  用細麻布和香膏
[00:02:48.120 --> 00:02:49.960]  把耶穌的屍體包好
[00:02:49.960 --> 00:02:52.680]  然後放在墳墓裏面
[00:02:52.680 --> 00:02:57.600]  而到了二十章就這樣說
[00:02:57.600 --> 00:03:01.240]  當瑪利亞很想
[00:03:01.240 --> 00:03:04.480]  好好地高抹和哀悼耶穌
[00:03:04.480 --> 00:03:07.360]  所以當安息日終於過去
[00:03:07.360 --> 00:03:08.360]  天未亮
[00:03:08.360 --> 00:03:10.080]  就已經急不及待地
[00:03:10.080 --> 00:03:12.840]  抹黑到耶穌的墳墓裏面
[00:03:12.840 --> 00:03:14.160]  就在這個時候
[00:03:14.160 --> 00:03:17.360]  見到塞著墳墓的石頭
[00:03:17.360 --> 00:03:18.720]  挪開了
[00:03:18.720 --> 00:03:21.280]  發現耶穌的身體不見了
[00:03:21.280 --> 00:03:22.880]  於是瑪利亞就飛奔
[00:03:22.880 --> 00:03:25.160]  去把這個消息告訴門徒
[00:03:25.160 --> 00:03:27.920]  就是告訴彼得和主所愛的門徒
[00:03:27.920 --> 00:03:29.600]  約翰聽
[00:03:29.600 --> 00:03:31.560]  約翰先跑到
[00:03:31.560 --> 00:03:33.360]  但是他沒有進去
[00:03:33.360 --> 00:03:36.720]  只是在墳墓的外面觀察
[00:03:36.720 --> 00:03:39.000]  彼得雖然後來才到
[00:03:39.000 --> 00:03:41.000]  但是就好像他的性格一樣
[00:03:41.000 --> 00:03:44.160]  很心急地走到墳墓裏面
[00:03:44.160 --> 00:03:47.920]  彼得見到包著耶穌身體的細麻布
[00:03:47.920 --> 00:03:50.680]  也見到果頭根捲著
[00:03:50.680 --> 00:03:52.840]  放在另外一邊
[00:03:52.840 --> 00:03:56.160]  經文仔細地描述
[00:03:56.160 --> 00:03:57.680]  一方面就是說
[00:03:57.680 --> 00:04:01.360]  耶穌的身體被人偷走的機會
[00:04:01.360 --> 00:04:04.000]  可能性是極低的
[00:04:04.000 --> 00:04:05.960]  因為雖然當時
[00:04:05.960 --> 00:04:10.040]  盜墓在當時來說是非常普遍
[00:04:10.040 --> 00:04:13.120]  但是如果耶穌的身體被人偷走的話
[00:04:13.120 --> 00:04:16.960]  就不會將昂貴的麻布和香料留下
[00:04:16.960 --> 00:04:17.960]  就算是
[00:04:17.960 --> 00:04:22.000]  也只不過是隨手將這些布扔下就算了
[00:04:22.000 --> 00:04:26.400]  就不會「啊,讓我慢慢捲好」
[00:04:26.400 --> 00:04:28.800]  就不像我小時候
[00:04:28.800 --> 00:04:32.400]  有時也會偷媽媽的光瑤柱吃
[00:04:32.400 --> 00:04:34.560]  偷吃完之後
[00:04:34.560 --> 00:04:37.600]  就會很小心地把瓶子放在好位置
[00:04:37.600 --> 00:04:41.200]  跟之前一模一樣,神不知鬼不覺
[00:04:41.200 --> 00:04:43.200]  但是現在是偷一條屍體
[00:04:43.200 --> 00:04:44.600]  一定會知道的
[00:04:44.600 --> 00:04:46.560]  所以他們不會就這樣
[00:04:46.560 --> 00:04:49.960]  好好地將東西擺整齊
[00:04:49.960 --> 00:04:51.360]  另外就是
[00:04:51.360 --> 00:04:53.800]  細麻布和果頭根
[00:04:53.800 --> 00:04:57.480]  果頭根分別放在兩處
[00:04:57.480 --> 00:04:59.840]  並且果頭根是捲著
[00:04:59.840 --> 00:05:01.040]  意思就是
[00:05:01.040 --> 00:05:04.120]  細麻布是包著身體的
[00:05:04.120 --> 00:05:06.720]  而果頭根是包著下巴
[00:05:06.720 --> 00:05:09.360]  然後在頭頂打一個結
[00:05:09.360 --> 00:05:12.920]  使屍體不會因為僵硬而張開口
[00:05:12.920 --> 00:05:16.320]  所以這塊果頭根這樣捲著
[00:05:16.320 --> 00:05:22.200]  就好像包著耶穌頭的時候的形狀
[00:05:22.200 --> 00:05:23.400]  所以這個描述
[00:05:23.400 --> 00:05:26.920]  也表示了細麻布和果頭根
[00:05:26.920 --> 00:05:30.960]  就好像包著耶穌屍體的時候那一刻一樣
[00:05:30.960 --> 00:05:33.600]  原封不動地放在那裡
[00:05:33.600 --> 00:05:37.800]  不過只不過是耶穌的身體不見了
[00:05:37.800 --> 00:05:41.120]  這跟《約翰福音》十一章提到
[00:05:41.120 --> 00:05:43.720]  拉薩路復活的時候
[00:05:43.720 --> 00:05:47.240]  身體仍然包著細麻布和果頭根
[00:05:47.240 --> 00:05:50.160]  這樣走出來是有分別的
[00:05:50.160 --> 00:05:53.880]  暗示耶穌復活的身體
[00:05:53.880 --> 00:05:56.360]  既是祂真實的身體
[00:05:56.360 --> 00:05:58.400]  但是也超越了
[00:05:58.400 --> 00:06:02.320]  細麻布這些物質所裹纏的東西
[00:06:02.320 --> 00:06:04.200]  即是要顯明
[00:06:04.200 --> 00:06:08.800]  上帝在耶穌身上復活大能的作為
[00:06:08.800 --> 00:06:10.160]  而經文提到
[00:06:10.160 --> 00:06:13.920]  約翰這個時候進入墳墓
[00:06:13.920 --> 00:06:16.920]  他察覺到果頭根的細節
[00:06:16.920 --> 00:06:19.680]  看見就信了
[00:06:19.680 --> 00:06:22.280]  不過這個相信代表著什麼呢?
[00:06:22.280 --> 00:06:27.920]  經文沒有進一步解釋
[00:06:27.920 --> 00:06:32.760]  只是在第九和第十節作了一個補充
[00:06:32.760 --> 00:06:35.440]  「他們還不明白聖經所說
[00:06:35.440 --> 00:06:38.720]  耶穌必須從死人中復活的意思
[00:06:38.720 --> 00:06:42.760]  於是兩個門徒會自己的住處去了」
[00:06:42.760 --> 00:06:45.880]  咦?到底約翰看見細節
[00:06:45.880 --> 00:06:48.560]  他相信了什麼呢?
[00:06:48.560 --> 00:06:51.240]  約翰是相信瑪利亞所說
[00:06:51.240 --> 00:06:53.280]  以及眼前所看到的
[00:06:53.280 --> 00:06:55.720]  就是耶穌的屍體被偷了
[00:06:55.720 --> 00:07:00.200]  還是約翰相信耶穌已經復活呢?
[00:07:00.200 --> 00:07:03.320]  可能經文刻意留白
[00:07:03.320 --> 00:07:07.760]  製造一個空間讓我們好好思想
[00:07:07.760 --> 00:07:10.040]  如果你是約翰的話
[00:07:10.040 --> 00:07:11.840]  你會怎樣呢?
[00:07:11.840 --> 00:07:14.680]  你會相信些什麼呢?
[00:07:14.680 --> 00:07:16.440]  其實這個真的很難
[00:07:16.440 --> 00:07:18.800]  因為在門徒的經驗裡
[00:07:18.800 --> 00:07:23.040]  從來都沒有經驗過有人以這樣的方式復活
[00:07:23.040 --> 00:07:25.600]  他們見過拉薩路翻山
[00:07:25.600 --> 00:07:29.520]  但是跟耶穌的復活顯然是有分別的
[00:07:29.520 --> 00:07:33.000]  所以這個應該可以說是在人類歷史裡
[00:07:33.000 --> 00:07:34.800]  一個新的事來的
[00:07:34.800 --> 00:07:39.320]  是上帝的大能在耶穌身上所顯明的事
[00:07:39.320 --> 00:07:41.400]  所以如果你是約翰
[00:07:41.400 --> 00:07:42.880]  你會怎樣呢?
[00:07:42.880 --> 00:07:45.640]  你會相信些什麼呢?
[00:07:45.640 --> 00:07:47.720]  我們都沒有經驗過
[00:07:47.720 --> 00:07:49.800]  我們對沒有經驗過的事
[00:07:49.800 --> 00:07:52.200]  我們沒有把握
[00:07:52.200 --> 00:07:54.240]  我們覺得不安全
[00:07:54.240 --> 00:07:57.720]  所以我們相信經驗、數據、分析
[00:07:57.720 --> 00:07:59.560]  這些東西對於我們來說
[00:07:59.560 --> 00:08:02.280]  有把握一點
[00:08:02.280 --> 00:08:05.280]  有一個很出名的波蘭導演
[00:08:05.280 --> 00:08:07.800]  叫做奇斯洛夫斯基
[00:08:07.800 --> 00:08:11.520]  如果大家有看過《紅白藍三部曲》的話
[00:08:11.520 --> 00:08:16.120]  可能大家大概都會知道是哪一位的導演
[00:08:16.120 --> 00:08:18.680]  他其中一個很經典的作品
[00:08:18.680 --> 00:08:20.360]  是一套電視劇
[00:08:20.360 --> 00:08:22.480]  應該說是一輯電視劇
[00:08:22.480 --> 00:08:24.480]  是十屆
[00:08:24.480 --> 00:08:25.560]  在這個十屆裡面
[00:08:25.560 --> 00:08:29.720]  其實他沒有按照聖經原本的拍出來
[00:08:29.720 --> 00:08:33.120]  他是以十屆的思想為基礎
[00:08:33.120 --> 00:08:39.480]  重新演化成現代人面對道德和倫理的困境
[00:08:39.480 --> 00:08:41.960]  十個界命、十個故事
