
[00:00:00.000 --> 00:00:02.480]  各位弟兄姊妹 主佑平安
[00:00:02.480 --> 00:00:06.000]  上個月我開始改用了《雅各書》
[00:00:06.000 --> 00:00:09.760]  作為我接下來講道的主要內容
[00:00:09.760 --> 00:00:13.400]  上上集 即是8月7日的早堂
[00:00:13.400 --> 00:00:15.000]  我講了《人人有照明》
[00:00:15.000 --> 00:00:17.240]  各個做回應的第七講
[00:00:17.240 --> 00:00:19.000]  聚與散的照明
[00:00:19.000 --> 00:00:21.560]  當日我就集中講一章一節
[00:00:21.560 --> 00:00:24.600]  作神和主耶穌基督復人的雅各
[00:00:24.600 --> 00:00:29.440]  請散住在十二個支派之人的安
[00:00:29.440 --> 00:00:31.000]  這裏是講什麼呢
[00:00:31.000 --> 00:00:33.440]  第一章一節是傳書的敏安語
[00:00:33.440 --> 00:00:36.280]  交代了作者和修信人
[00:00:36.280 --> 00:00:38.200]  在其中我們就知道
[00:00:38.200 --> 00:00:44.680]  雅各是寫給當時分散在各處的猶太基督徒
[00:00:44.680 --> 00:00:46.680]  還有外邦基督徒
[00:00:46.680 --> 00:00:48.480]  其實即是傳教會
[00:00:48.480 --> 00:00:51.880]  十二個支派就是象徵新的以色列
[00:00:51.880 --> 00:00:53.480]  即是教會的信徒
[00:00:53.480 --> 00:00:56.480]  目的在患難裏面去安慰他們
[00:00:56.480 --> 00:01:00.200]  當日我勉勵了頂梓梅這個訊息
[00:01:00.200 --> 00:01:03.920]  是那些面對親友離世
[00:01:03.920 --> 00:01:06.320]  患重病或者掙扎
[00:01:06.320 --> 00:01:07.600]  決定留在香港
[00:01:07.600 --> 00:01:09.440]  或者離開香港的頂梓梅
[00:01:09.440 --> 00:01:12.760]  每當我們遇到生離或者死別的時候
[00:01:12.760 --> 00:01:14.280]  我們會感到傷心
[00:01:14.280 --> 00:01:15.280]  我們會不捨
[00:01:15.280 --> 00:01:16.240]  我們會徬徨
[00:01:16.240 --> 00:01:17.200]  我們會恐懼
[00:01:17.200 --> 00:01:18.480]  我們會不安
[00:01:18.480 --> 00:01:20.880]  但只要我們認清我們生命裏面
[00:01:20.880 --> 00:01:22.000]  有一種特質
[00:01:22.000 --> 00:01:24.240]  就是聚與散的特質和照明
[00:01:24.240 --> 00:01:25.960]  我們的生活就會有力量
[00:01:25.960 --> 00:01:26.920]  有方向
[00:01:26.920 --> 00:01:30.800]  並且能夠繼續散發耶穌基督的輕香
[00:01:30.800 --> 00:01:32.400]  同日的晚上
[00:01:32.400 --> 00:01:33.880]  我繼續講
[00:01:33.880 --> 00:01:37.120]  不過是講第二節至到第八節
[00:01:37.120 --> 00:01:38.080]  人人有照明
[00:01:38.080 --> 00:01:39.160]  每個人做回應
[00:01:39.160 --> 00:01:42.560]  是接受考驗的照明
[00:01:42.560 --> 00:01:43.600]  第二節說
[00:01:43.600 --> 00:01:44.560]  我的弟兄們
[00:01:44.560 --> 00:01:47.200]  你們落在百般的試煉中
[00:01:47.200 --> 00:01:49.960]  都要以為大喜樂
[00:01:49.960 --> 00:01:51.560]  其實在二節八節
[00:01:51.560 --> 00:01:56.520]  是講他們生活充滿著挑戰和困難
[00:01:56.520 --> 00:01:58.640]  雅各繼續勉勵他們
[00:01:58.640 --> 00:02:02.240]  怎樣去迎接這些百般的試煉
[00:02:02.240 --> 00:02:03.640]  就是考驗
[00:02:03.640 --> 00:02:06.880]  怎樣要看為大喜樂
[00:02:06.880 --> 00:02:08.760]  用一個什麼樣的角度去看呢
[00:02:08.760 --> 00:02:10.640]  我就勉勵了弟兄姊妹
[00:02:10.640 --> 00:02:15.280]  其實你和我都有一個接受考驗的照明
[00:02:15.280 --> 00:02:17.160]  這是當日的訊息
[00:02:17.160 --> 00:02:19.840]  因為面對人生的變幻
[00:02:19.840 --> 00:02:22.720]  我們的生命和信仰會容易受到考驗
[00:02:22.720 --> 00:02:24.360]  會容易受到衝擊
[00:02:24.360 --> 00:02:26.920]  不過只要我們有一個新的人生觀
[00:02:26.920 --> 00:02:28.360]  和思考方式
[00:02:28.360 --> 00:02:31.080]  就是記得我們不只看過程
[00:02:31.080 --> 00:02:33.240]  我們很多事情看過程很重要
[00:02:33.240 --> 00:02:36.320]  不過我們也要看結局
[00:02:36.320 --> 00:02:38.000]  我們知道結局是什麼
[00:02:38.000 --> 00:02:41.840]  以致我們走過這個過程的時候
[00:02:41.840 --> 00:02:43.600]  我們有一種態度
[00:02:43.600 --> 00:02:45.040]  是不一樣的態度
[00:02:45.040 --> 00:02:47.280]  還有一種角度去審視
[00:02:47.280 --> 00:02:50.880]  我們的生命和信心就會越來越成熟
[00:02:50.880 --> 00:02:52.000]  越來越豐盛
[00:02:52.000 --> 00:02:53.600]  並且是完全
[00:02:53.600 --> 00:02:58.160]  今天我會接著講第九節到第十二節
[00:02:58.160 --> 00:03:00.680]  題目是「人人有照明,各個做回應」
[00:03:00.680 --> 00:03:02.680]  貧與富的照明
[00:03:02.680 --> 00:03:03.680]  剛才我們讀的經文
[00:03:03.680 --> 00:03:05.720]  你會看到貧與富
[00:03:05.720 --> 00:03:07.560]  講一下貧富的問題
[00:03:07.560 --> 00:03:09.680]  全球貧富差距的情況
[00:03:09.680 --> 00:03:11.480]  不知道電視節目有多了解
[00:03:11.480 --> 00:03:16.640]  2020年瑞士達沃斯世界經濟論壇開幕之前
[00:03:16.640 --> 00:03:19.040]  諾斯會就做了一個報告
[00:03:19.040 --> 00:03:24.560]  他說去年全球最富有的2153個富豪
[00:03:24.560 --> 00:03:26.360]  他們的財產
[00:03:26.360 --> 00:03:30.560]  比起世界裏面最窮的46億人
[00:03:30.560 --> 00:03:34.560]  所有加起來還要多
[00:03:34.560 --> 00:03:36.800]  就是說2000多人
[00:03:36.800 --> 00:03:41.440]  就多過46億人的財產
[00:03:41.440 --> 00:03:44.800]  反映貧富的差距很大
[00:03:44.800 --> 00:03:48.400]  貧富懸殊的情況很嚴重
[00:03:48.400 --> 00:03:50.600]  不說全球,回到香港
[00:03:50.600 --> 00:03:52.600]  香港的貧窮問題
[00:03:52.600 --> 00:03:54.000]  去年因為社會運動
[00:03:54.000 --> 00:03:56.400]  接著就是社會的疫情
[00:03:56.400 --> 00:03:59.400]  我們沒有留意香港的貧窮情況
[00:03:59.400 --> 00:04:02.000]  其實在去年12月13日
[00:04:02.000 --> 00:04:07.600]  政府就發表了2018年的貧窮情況報告
[00:04:07.600 --> 00:04:10.800]  我相信2019年更嚴重
[00:04:10.800 --> 00:04:13.200]  年尾我們就等待這個報告
[00:04:13.200 --> 00:04:15.600]  被界定為貧窮人口的市民
[00:04:15.600 --> 00:04:18.400]  有140.6萬
[00:04:18.400 --> 00:04:21.800]  即是140萬零6千
[00:04:21.800 --> 00:04:23.200]  是創新高
[00:04:23.200 --> 00:04:24.400]  比例是甚麼呢
[00:04:24.400 --> 00:04:25.800]  20.4%
[00:04:25.800 --> 00:04:29.600]  即是說每5個人就有1個人是貧窮
[00:04:29.600 --> 00:04:32.600]  每100個人就有20個是貧窮
[00:04:32.600 --> 00:04:34.800]  每1000就有200
[00:04:34.800 --> 00:04:37.800]  如果我們教會有1000人
[00:04:37.800 --> 00:04:40.000]  是說我們其中有200
[00:04:40.000 --> 00:04:42.600]  是跌在這個貧窮線底下
[00:04:42.600 --> 00:04:44.800]  當然是否真的完全是這樣呢
[00:04:44.800 --> 00:04:46.400]  這是一個統計告訴我們
[00:04:46.400 --> 00:04:49.800]  貧窮的問題是不可忽視
[00:04:49.800 --> 00:04:52.400]  因著香港的貧窮問題
[00:04:52.400 --> 00:04:56.200]  有人就說出現了受苦的情緒
[00:04:56.200 --> 00:04:59.200]  很多人不喜歡有錢人
[00:04:59.200 --> 00:05:00.800]  甚至去年的社會運動
[00:05:00.800 --> 00:05:04.000]  有人就說源於青年人沒有辦法向上爬
