
[00:00:00.000 --> 00:00:03.000]  好 我們再一次低頭禱告
[00:00:03.000 --> 00:00:07.000]  我們的主耶穌基督
[00:00:07.000 --> 00:00:10.000]  我們感謝祢給我們有聖經
[00:00:10.000 --> 00:00:13.000]  也讓我們能夠在祢裡面
[00:00:13.000 --> 00:00:16.000]  有著這個得救的名份
[00:00:16.000 --> 00:00:20.000]  主我們感謝祢在十字架上所成就的功勞
[00:00:20.000 --> 00:00:24.000]  也讓我們能夠看到復活的主在我們心裡面
[00:00:24.000 --> 00:00:28.000]  復活的主讓我們能夠生命更有意義
[00:00:28.000 --> 00:00:31.000]  讓我們能夠活得更精彩
[00:00:31.000 --> 00:00:32.000]  在祢裡面
[00:00:32.000 --> 00:00:34.000]  奉耶穌基督名字禱告
[00:00:34.000 --> 00:00:35.000]  阿們
[00:00:58.000 --> 00:01:01.000]  這句說話「你未死過」這幾個字
[00:01:01.000 --> 00:01:04.000]  有些味道 有些意思
[00:01:04.000 --> 00:01:07.000]  一方面它好像很惡的惡人
[00:01:07.000 --> 00:01:10.000]  壞人走到你面前來控你
[00:01:10.000 --> 00:01:12.000]  你死過沒有
[00:01:12.000 --> 00:01:15.000]  好像很惡死
[00:01:15.000 --> 00:01:18.000]  知不知道死了之後會怎樣
[00:01:18.000 --> 00:01:21.000]  但另一方面我自己在想
[00:01:21.000 --> 00:01:26.000]  其實它可能真的有些哲學的味道
[00:01:26.000 --> 00:01:28.000]  如果我們試一下這樣想
[00:01:28.000 --> 00:01:33.000]  當奸人見他和黃飛鴻說這句說話的時候
[00:01:33.000 --> 00:01:36.000]  是用這樣的語氣去說的時候
[00:01:36.000 --> 00:01:38.000]  可能情境真的很不同
[00:01:38.000 --> 00:01:41.000]  先生 請問你知不知道
[00:01:41.000 --> 00:01:44.000]  有沒有人死過
[00:01:44.000 --> 00:01:46.000]  你死過沒有
[00:01:46.000 --> 00:01:49.000]  你知不知道死了之後會怎樣
[00:01:49.000 --> 00:01:52.000]  是不是很慘呢
[00:01:52.000 --> 00:01:54.000]  你和我鬥
[00:01:54.000 --> 00:01:57.000]  你真的未死過
[00:01:57.000 --> 00:02:02.000]  意思是不是很不同
[00:02:02.000 --> 00:02:05.000]  但帶出來的意境
[00:02:05.000 --> 00:02:07.000]  真的很心碎
[00:02:07.000 --> 00:02:10.000]  所以有時我們不要以為奸人堅誠打打殺殺
[00:02:10.000 --> 00:02:13.000]  原來他說話可能很有深度
[00:02:13.000 --> 00:02:17.000]  死究竟是什麼事呢
[00:02:17.000 --> 00:02:21.000]  在孔子和一班學生去討論
[00:02:21.000 --> 00:02:23.000]  在論語當中有一句記載
[00:02:23.000 --> 00:02:26.000]  當學生問他生與死的時候
[00:02:26.000 --> 00:02:28.000]  他這樣去回應他
[00:02:28.000 --> 00:02:31.000]  他說未知生焉知死
[00:02:31.000 --> 00:02:33.000]  你連生存生命都未想清楚
[00:02:33.000 --> 00:02:36.000]  你又想死後是什麼
[00:02:36.000 --> 00:02:39.000]  會不會多走幾步
[00:02:39.000 --> 00:02:43.000]  敬鬼神如遠之
[00:02:43.000 --> 00:02:47.000]  近代德國神學家保羅田納克
[00:02:47.000 --> 00:02:52.000]  他就帶我們從另一方面去思想
[00:02:52.000 --> 00:02:54.000]  由死那方面去思想
[00:02:54.000 --> 00:02:59.000]  他說未知死焉知生
[00:02:59.000 --> 00:03:02.000]  你不知道死是什麼
[00:03:02.000 --> 00:03:05.000]  你怎知道你生存的意義
[00:03:05.000 --> 00:03:07.000]  有什麼意思呢
[00:03:07.000 --> 00:03:10.000]  死是很普遍的
[00:03:10.000 --> 00:03:13.000]  沒有人可以避免的
[00:03:13.000 --> 00:03:18.000]  但保羅田納克卻是從死亡的真相
[00:03:18.000 --> 00:03:21.000]  讓我們去重新思考
[00:03:21.000 --> 00:03:28.000]  重新去探究生存生命的意義
[00:03:28.000 --> 00:03:32.000]  孔子從生入手
[00:03:32.000 --> 00:03:36.000]  而田納克就帶我們從死入手
[00:03:36.000 --> 00:03:41.000]  兩句說話可能你都聽得不少
[00:03:41.000 --> 00:03:43.000]  未知生焉知死
[00:03:43.000 --> 00:03:45.000]  未知死焉知生
[00:03:45.000 --> 00:03:47.000]  搞得你頭暈暈都不知道說什麼
[00:03:47.000 --> 00:03:49.000]  究竟生生死死
[00:03:49.000 --> 00:03:55.000]  究竟意思是什麼呢
[00:03:55.000 --> 00:03:58.000]  宋朝的私人蘇軾
[00:03:58.000 --> 00:04:01.000]  他太太離世了十年
[00:04:01.000 --> 00:04:04.000]  他很思念他的太太
[00:04:04.000 --> 00:04:06.000]  他寫了幾句詩句
[00:04:06.000 --> 00:04:09.000]  十年生死兩茫茫
[00:04:09.000 --> 00:04:12.000]  不思量自難忘
[00:04:12.000 --> 00:04:15.000]  去表達他思念的心境
[00:04:15.000 --> 00:04:18.000]  一個生一個死
[00:04:18.000 --> 00:04:20.000]  生死相隔
[00:04:20.000 --> 00:04:24.000]  以往每天可以很多話去講
[00:04:24.000 --> 00:04:28.000]  但當太太離世之後
[00:04:28.000 --> 00:04:30.000]  沒有聲音
[00:04:30.000 --> 00:04:33.000]  只剩下思念在裏面
[00:04:33.000 --> 00:04:37.000]  十年的日子就是這樣過去
[00:04:37.000 --> 00:04:40.000]  非常的茫然
[00:04:40.000 --> 00:04:43.000]  同樣都是在講生死
[00:04:43.000 --> 00:04:47.000]  但中間卻是多了很多感受
[00:04:47.000 --> 00:04:50.000]  很多的感情在裏面
[00:04:50.000 --> 00:04:56.000]  世間上究竟有沒有人真的死過呢
[00:04:56.000 --> 00:04:59.000]  有沒有啊
[00:04:59.000 --> 00:05:01.000]  不是死了
[00:05:01.000 --> 00:05:02.000]  聽清楚啊
[00:05:02.000 --> 00:05:03.000]  是死過
[00:05:03.000 --> 00:05:05.000]  死了就是死了
[00:05:05.000 --> 00:05:08.000]  世間上有沒有人死過的
[00:05:08.000 --> 00:05:11.000]  有沒有啊
[00:05:11.000 --> 00:05:12.000]  有啊
[00:05:12.000 --> 00:05:13.000]  是啊
[00:05:13.000 --> 00:05:14.000]  大膽一點
[00:05:14.000 --> 00:05:16.000]  耶穌啊
[00:05:16.000 --> 00:05:18.000]  因為聖經上是這樣寫的
[00:05:18.000 --> 00:05:19.000]  主耶穌說
[00:05:19.000 --> 00:05:20.000]  我就是首先
[00:05:20.000 --> 00:05:22.000]  我也是末後
[00:05:22.000 --> 00:05:23.000]  又是永活
[00:05:23.000 --> 00:05:25.000]  我曾死過
[00:05:25.000 --> 00:05:27.000]  看那我是活著
[00:05:27.000 --> 00:05:29.000]  直到永永遠遠
[00:05:29.000 --> 00:05:31.000]  主耶穌受苦受難
[00:05:31.000 --> 00:05:34.000]  第三天復活
[00:05:34.000 --> 00:05:37.000]  所以每年我們都有復活節
[00:05:37.000 --> 00:05:40.000]  世界上每一個國家裏面
[00:05:40.000 --> 00:05:43.000]  不論他是信耶穌還是不信耶穌
[00:05:43.000 --> 00:05:46.000]  我們當中都有復活節
[00:05:46.000 --> 00:05:49.000]  紀念什麼呢
[00:05:49.000 --> 00:05:53.000]  紀念耶穌復活了這個事實
[00:05:53.000 --> 00:05:55.000]  真的復活了
[00:05:55.000 --> 00:05:57.000]  他曾經死過
[00:05:57.000 --> 00:05:59.000]  但是他仍然活著
[00:05:59.000 --> 00:06:01.000]  直到永永遠遠
[00:06:01.000 --> 00:06:02.000]  今天都活著
[00:06:02.000 --> 00:06:06.000]  一個這麼重要這麼重要的事實
[00:06:06.000 --> 00:06:09.000]  耶穌說他自己曾經死過
[00:06:09.000 --> 00:06:11.000]  今天仍然活著
[00:06:11.000 --> 00:06:14.000]  所以今天我所選這段經文
[00:06:14.000 --> 00:06:16.000]  講到復活
[00:06:16.000 --> 00:06:18.000]  他好像在回應
[00:06:18.000 --> 00:06:20.000]  其實這段之前
[00:06:20.000 --> 00:06:22.000]  保羅曾經說過一句話
[00:06:22.000 --> 00:06:23.000]  就是什麼
[00:06:23.000 --> 00:06:25.000]  就是復活
[00:06:25.000 --> 00:06:28.000]  他要毀滅最後的仇敵
[00:06:28.000 --> 00:06:29.000]  就是死亡
[00:06:29.000 --> 00:06:31.000]  復活相對地
[00:06:31.000 --> 00:06:34.000]  他要毀滅那個仇敵
[00:06:34.000 --> 00:06:35.000]  就是死亡
[00:06:35.000 --> 00:06:36.000]  復活了
[00:06:36.000 --> 00:06:37.000]  就再無死亡
[00:06:37.000 --> 00:06:39.000]  叫我們確實知道
[00:06:39.000 --> 00:06:41.000]  復活的耶穌
[00:06:41.000 --> 00:06:44.000]  今天仍然活著
[00:06:44.000 --> 00:06:46.000]  這個是我們信仰當中
[00:06:46.000 --> 00:06:49.000]  一個很重要很重要的信念
[00:06:49.000 --> 00:06:52.000]  叫我們今天早上一同去思想
[00:06:52.000 --> 00:06:54.000]  我們復活主
[00:06:54.000 --> 00:06:56.000]  他給我們的意義
[00:06:56.000 --> 00:06:57.000]  那份盼望
[00:06:57.000 --> 00:06:59.000]  所以經文這裡一開始他講什麼
[00:06:59.000 --> 00:07:01.000]  保羅一開口他說
[00:07:01.000 --> 00:07:05.000]  血肉之軀不能承受神的國
[00:07:05.000 --> 00:07:09.000]  必扭壞的也不能承受不扭壞
[00:07:09.000 --> 00:07:11.000]  一開口他講了一件事
[00:07:11.000 --> 00:07:13.000]  血肉之軀
[00:07:13.000 --> 00:07:14.000]  必扭壞
[00:07:14.000 --> 00:07:15.000]  我們人就是這樣
[00:07:15.000 --> 00:07:17.000]  我們人就是血肉之軀
[00:07:17.000 --> 00:07:19.000]  我們會扭壞的
[00:07:19.000 --> 00:07:21.000]  那怎樣可以承受到
[00:07:21.000 --> 00:07:23.000]  神的國
[00:07:23.000 --> 00:07:25.000]  承受到不扭壞呢
[00:07:25.000 --> 00:07:26.000]  於是保羅
[00:07:26.000 --> 00:07:28.000]  接著馬上在第51節這裡
[00:07:28.000 --> 00:07:31.000]  很重要地講出一個很重要的訊息
[00:07:31.000 --> 00:07:33.000]  在原文當中
[00:07:33.000 --> 00:07:35.000]  在51節這裡開始
[00:07:35.000 --> 00:07:36.000]  有個漢那那個字
[00:07:36.000 --> 00:07:37.000]  其實告訴我們
[00:07:37.000 --> 00:07:39.000]  有些重要的東西
[00:07:39.000 --> 00:07:41.000]  大部分的譯本都譯了出來
[00:07:41.000 --> 00:07:42.000]  一個很重要的事
[00:07:42.000 --> 00:07:44.000]  他要跟你們講
[00:07:44.000 --> 00:07:45.000]  跟大家講
[00:07:45.000 --> 00:07:46.000]  那句話是什麼
[00:07:46.000 --> 00:07:48.000]  就是我如今要將一個奧秘
[00:07:48.000 --> 00:07:49.000]  講給你們知道
[00:07:49.000 --> 00:07:51.000]  奧秘就是我們人
[00:07:51.000 --> 00:07:53.000]  怎麼想都想不明白
