
[00:00:00.000 --> 00:00:02.000]  大家早安
[00:00:02.000 --> 00:00:06.000]  還有一個星期是聖誕節
[00:00:06.000 --> 00:00:13.000]  我不知道大家心裏面有什麼特別的想法或者期望
[00:00:13.000 --> 00:00:21.000]  上個星期有人提醒我
[00:00:21.000 --> 00:00:23.000]  不是我家人
[00:00:23.000 --> 00:00:31.000]  就說聖誕節我們要預備一些適合聖誕節的訊息
[00:00:31.000 --> 00:00:36.000]  我今早稍為要更改
[00:00:36.000 --> 00:00:37.000]  不是更改
[00:00:37.000 --> 00:00:41.000]  調整一下我今早要說什麼
[00:00:41.000 --> 00:00:44.000]  剛才那幾段經文
[00:00:44.000 --> 00:00:46.000]  我想我比錯了
[00:00:46.000 --> 00:00:47.000]  應該是14章
[00:00:47.000 --> 00:00:49.000]  不過4章都沒有問題
[00:00:49.000 --> 00:00:53.000]  我都會照說
[00:00:53.000 --> 00:00:58.000]  我記得小時候
[00:00:58.000 --> 00:01:01.000]  第一個聖誕節給我的印象
[00:01:01.000 --> 00:01:05.000]  在學校裏面有戲做
[00:01:05.000 --> 00:01:12.000]  我那時候心裏面有一個很特別的願望
[00:01:12.000 --> 00:01:18.000]  就是在演戲裏面擔任一個角色
[00:01:18.000 --> 00:01:30.000]  那套戲就是牧羊人博士來朝見耶穌那套短劇
[00:01:30.000 --> 00:01:36.000]  我想每逢聖誕節大家都會有機會見我
[00:01:36.000 --> 00:01:43.000]  我那時候初時想在那個劇裏面擔任一個角色
[00:01:43.000 --> 00:01:46.000]  你猜一下是什麼角色
[00:01:46.000 --> 00:01:48.000]  我聽不到
[00:01:48.000 --> 00:01:53.000]  我是想扮天使
[00:01:53.000 --> 00:01:55.000]  佈街音的天使
[00:01:55.000 --> 00:01:56.000]  為什麼呢
[00:01:56.000 --> 00:01:58.000]  因為她穿的衣服是白色的
[00:01:58.000 --> 00:02:00.000]  我覺得很漂亮
[00:02:00.000 --> 00:02:04.000]  而且頭上有一個光環
[00:02:04.000 --> 00:02:10.000]  而且手上拿著一支棍或者星星
[00:02:10.000 --> 00:02:14.000]  我覺得很漂亮
[00:02:14.000 --> 00:02:19.000]  但是老師不選我
[00:02:19.000 --> 00:02:24.000]  這個願望是沒有實現的
[00:02:24.000 --> 00:02:26.000]  我覺得老師偏心
[00:02:26.000 --> 00:02:32.000]  專門選小女孩扮演角色
[00:02:32.000 --> 00:02:34.000]  都沒有辦法
[00:02:34.000 --> 00:02:36.000]  後來我才知道
[00:02:36.000 --> 00:02:39.000]  在那套短劇裏面
[00:02:39.000 --> 00:02:44.000]  似乎是唯一那個角色要說話的
[00:02:44.000 --> 00:02:47.000]  就是要讀一段路加福音
[00:02:47.000 --> 00:02:51.000]  第二章那個特別的訊息
[00:02:51.000 --> 00:02:55.000]  那時候亦都不能拿著一張紙在上面讀
[00:02:55.000 --> 00:03:00.000]  亦都沒有手機可以打開偷看
[00:03:00.000 --> 00:03:04.000]  我們那時候很小的時候
[00:03:04.000 --> 00:03:06.000]  怎會讀聖經呢
[00:03:06.000 --> 00:03:09.000]  不知道
[00:03:09.000 --> 00:03:11.000]  所以要背一節
[00:03:11.000 --> 00:03:12.000]  幾節聖經
[00:03:12.000 --> 00:03:16.000]  今天大衛城裏有一個嬰兒為你生
[00:03:16.000 --> 00:03:19.000]  我們那時候真的不知道
[00:03:19.000 --> 00:03:23.000]  但是我知道有人會背得到
[00:03:23.000 --> 00:03:26.000]  所以後來想想
[00:03:26.000 --> 00:03:28.000]  要背聖經 讀聖經
[00:03:28.000 --> 00:03:30.000]  那就有機會
[00:03:30.000 --> 00:03:32.000]  但是到我懂得讀的時候
[00:03:32.000 --> 00:03:34.000]  我想我年紀太大了
[00:03:34.000 --> 00:03:38.000]  沒有機會扮演
[00:03:38.000 --> 00:03:45.000]  到後來長大的時候
[00:03:45.000 --> 00:03:53.000]  到我要開始學習講道
[00:03:53.000 --> 00:03:59.000]  我不知道為什麼有一個很特別的願望
[00:03:59.000 --> 00:04:02.000]  就是在聖誕節裏面
[00:04:02.000 --> 00:04:05.000]  講一篇道
[00:04:05.000 --> 00:04:09.000]  我覺得在聖誕節能夠講到
[00:04:09.000 --> 00:04:12.000]  我覺得是一個很榮耀
[00:04:12.000 --> 00:04:17.000]  雖然今天不是聖誕節
[00:04:17.000 --> 00:04:21.000]  但是我想都是一個很合適
[00:04:21.000 --> 00:04:27.000]  我甚至想到一段經文
[00:04:27.000 --> 00:04:30.000]  不是報解一段經文
[00:04:30.000 --> 00:04:34.000]  是很多前書
[00:04:34.000 --> 00:04:37.000]  選了那篇經文
[00:04:37.000 --> 00:04:41.000]  但是那時候我在另外一個教會
[00:04:41.000 --> 00:04:46.000]  要代替一些講道的時間
[00:04:46.000 --> 00:04:49.000]  但是結果又是沒有機會
[00:04:49.000 --> 00:04:50.000]  到時候改了
[00:04:50.000 --> 00:04:53.000]  本來已經預備了是聖誕節
[00:04:53.000 --> 00:05:00.000]  原來原因就是因為他們的牧師回來
[00:05:00.000 --> 00:05:02.000]  剛剛讀完神學畢業回來
[00:05:02.000 --> 00:05:04.000]  那時候還沒有做牧師
[00:05:04.000 --> 00:05:05.000]  但是他剛剛回來
[00:05:05.000 --> 00:05:12.000]  回來聖誕節當然應該讓他講
[00:05:12.000 --> 00:05:19.000]  但是在預備講章的時候
[00:05:19.000 --> 00:05:26.000]  我是為了另外一件事去想
[00:05:26.000 --> 00:05:34.000]  當時我是要讀系統神學裏面的一些教義
[00:05:34.000 --> 00:05:36.000]  特別是關於神
[00:05:36.000 --> 00:05:38.000]  是特別關於神的愛
[00:05:38.000 --> 00:05:45.000]  我們要寫一張短短二十頁的文章
[00:05:45.000 --> 00:05:49.000]  每一頁都是這樣
