
[00:00:00.000 --> 00:00:05.000]  大家正在準備聖誕節嗎?
[00:00:05.000 --> 00:00:10.000]  還沒有,十月初而已,剛才有很多聖誕歌
[00:00:10.000 --> 00:00:17.000]  大家不知道準備好聽今天的講道了嗎?
[00:00:17.000 --> 00:00:21.000]  這個是甚麼來的?
[00:00:21.000 --> 00:00:26.000]  一個盒,我們就講一個盒的故事
[00:00:26.000 --> 00:00:33.000]  如果你望著這個盒,你會聯想或想起甚麼?
[00:00:33.000 --> 00:00:38.000]  禮物,黑色的禮物,不是紅色的
[00:00:38.000 --> 00:00:43.000]  你有沒有想過,黑箱作業?
[00:00:43.000 --> 00:00:46.000]  有些人會點頭的,有些人會這樣想
[00:00:46.000 --> 00:00:49.000]  一看就知道是黑箱,怎樣選擇?
[00:00:49.000 --> 00:00:54.000]  你知道也不知道名字,不知道是正光,十八大
[00:00:54.000 --> 00:01:00.000]  那你有沒有想過,像不像一間劏房?
[00:01:00.000 --> 00:01:03.000]  沒有想過嗎?
[00:01:03.000 --> 00:01:09.000]  或者宅男?宅女?
[00:01:09.000 --> 00:01:16.000]  有些人身體上困在三兩尺,多少一尺?
[00:01:16.000 --> 00:01:23.000]  但很多現在的,未必是青少年,有些中年也有
[00:01:23.000 --> 00:01:30.000]  躲在自己的心靈世界裡,封閉了自己
[00:01:30.000 --> 00:01:34.000]  我們叫宅男
[00:01:34.000 --> 00:01:42.000]  一個人,如果你整天躲著封閉自己,我們叫自閉症
[00:01:42.000 --> 00:01:45.000]  不一定那些小朋友才是自閉症
[00:01:45.000 --> 00:01:49.000]  有些人心靈不打開,心靈會封閉
[00:01:49.000 --> 00:01:54.000]  那你會越來越,你猜會怎樣呢?
[00:01:54.000 --> 00:02:02.000]  那些心靈,你封閉,你只在網上,不理會全世界的事
[00:02:02.000 --> 00:02:06.000]  那你的心會怎樣呢?
[00:02:06.000 --> 00:02:12.000]  那麼漂亮就好了,不要看外表,不要看外表風光
[00:02:12.000 --> 00:02:17.000]  原本這個心,我想把石頭放在這裡
[00:02:17.000 --> 00:02:24.000]  這個肉心,變成一個石心,變成一個鐵石心腸
[00:02:24.000 --> 00:02:29.000]  如果你常常封閉,收起自己,只顧自己,不理會這個世界
[00:02:29.000 --> 00:02:33.000]  不理會這個教會,不理會其他人做些什麼,只顧自己
[00:02:33.000 --> 00:02:38.000]  那麼你的心靈世界裡就會硬梆梆,就像石頭一樣
[00:02:38.000 --> 00:02:49.000]  那麼問題是,鐵石心腸可不可以軟化成為一個肉心呢?
[00:02:49.000 --> 00:02:54.000]  金石會不會還開呢?
[00:02:54.000 --> 00:02:57.000]  環石可不可以點頭呢?
[00:02:57.000 --> 00:03:02.000]  如果你剛才看聖經是彼得
[00:03:02.000 --> 00:03:06.000]  彼得前書第四章
[00:03:06.000 --> 00:03:15.000]  他在說一個開放和封閉有很大很大的分別
[00:03:15.000 --> 00:03:20.000]  如果你看那個經文
[00:03:20.000 --> 00:03:24.000]  你就會看到,好像我們剛才唱的那首歌一樣
[00:03:24.000 --> 00:03:28.000]  「神在來近了」的時候
[00:03:28.000 --> 00:03:35.000]  他說:「萬物一結局近了,所以你們要謹慎自守」
[00:03:35.000 --> 00:03:41.000]  「以及要警醒,做什麼?去禱告」
[00:03:41.000 --> 00:03:49.000]  然後彼得繼續說,他說:「最重要的是彼此切實相愛」
[00:03:49.000 --> 00:03:54.000]  「因為愛能夠遮掩許多的罪」
[00:03:54.000 --> 00:04:05.000]  「你們要互相款待,不發怨言」
[00:04:05.000 --> 00:04:11.000]  每一個人都要開放自己,不要封閉自己
[00:04:11.000 --> 00:04:15.000]  「人人要照自己所得的恩賜彼此服侍」
[00:04:15.000 --> 00:04:19.000]  「作神各種恩賜的好管家」
[00:04:19.000 --> 00:04:24.000]  如果有人講道的話,他就要按著神的聖言去講
[00:04:24.000 --> 00:04:30.000]  如果有人去服侍其他人的話,他就要按著神所賜的力量去服侍
[00:04:30.000 --> 00:04:35.000]  目的一樣的,無論你講,無論你做
[00:04:35.000 --> 00:04:40.000]  都是讓神在凡事上,即是所有的事上
[00:04:40.000 --> 00:04:43.000]  因耶穌基督得著榮耀
[00:04:43.000 --> 00:04:50.000]  所以彼得最後的時候,要稱讚,好像三一眾那樣去稱讚神
[00:04:50.000 --> 00:04:57.000]  「願榮耀和權能都歸給神,直到永永遠遠,阿門」
[00:04:57.000 --> 00:05:00.000]  如果你一開始看第四章第七字的時候
[00:05:00.000 --> 00:05:05.000]  你就見到「萬物的結局近了」
[00:05:05.000 --> 00:05:08.000]  意思就是神會再回來
[00:05:08.000 --> 00:05:11.000]  因為真神不是一個封閉的神
[00:05:11.000 --> 00:05:18.000]  神不是只顧自己高高在上,高超在人世間,和我們隔開隔絕的
[00:05:18.000 --> 00:05:23.000]  不是一個不食人間煙火,住在遠遠天那邊的神
[00:05:23.000 --> 00:05:26.000]  神是一個開放的神
[00:05:26.000 --> 00:05:31.000]  向人開放,向全世界人開放,和人接近
[00:05:31.000 --> 00:05:34.000]  所以祂降卑苦咒
[00:05:34.000 --> 00:05:40.000]  神無計較,神加入人世間,認同承擔人的苦罪
[00:05:40.000 --> 00:05:42.000]  祂就是基督
[00:05:42.000 --> 00:05:47.000]  所以祂第一次來過,差不多是二千年前,第一個聖誕節
[00:05:47.000 --> 00:05:53.000]  所以祂降生於世上,度成為肉身,在眾人中間
[00:05:53.000 --> 00:05:56.000]  耶穌基督醫病,趕鬼,傳千國的福音
[00:05:56.000 --> 00:06:01.000]  祂開放自己,去接觸,去幫助,去安慰,去醫治
[00:06:01.000 --> 00:06:05.000]  無論你什麼病,甚至長大麻瘋的病,各樣的病痛
[00:06:05.000 --> 00:06:11.000]  被鬼附的,那些是瑞麗,那些妓女,那些三教九流
[00:06:11.000 --> 00:06:16.000]  人家要唾棄祂,要封閉祂,拒絕祂那些人
[00:06:16.000 --> 00:06:20.000]  或者祂自卑,要封閉自己那些人
[00:06:20.000 --> 00:06:24.000]  耶穌基督甚至開放祂自己,無罪,永恆的生命
[00:06:24.000 --> 00:06:31.000]  去承載人罪惡的刑罰,代人去承擔,釘死在十字架上
[00:06:31.000 --> 00:06:35.000]  所以耶穌離降生,是為了祂死的
[00:06:35.000 --> 00:06:41.000]  因為祂可以讓人有機會開放自己,向神開放,接受救恩
[00:06:41.000 --> 00:06:45.000]  得著真正有意義,永恆的生命
[00:06:45.000 --> 00:06:52.000]  因為耶穌基督生,因為耶穌基督死,因為耶穌基督死後復活
[00:06:52.000 --> 00:06:56.000]  耶穌基督復活之後,祂升天,離開這個世界
[00:06:56.000 --> 00:07:02.000]  在祂離開之前,祂應許,祂會再回來,再來一次
[00:07:02.000 --> 00:07:06.000]  會第二次來,不過是最後一次會來
[00:07:06.000 --> 00:07:12.000]  所以我們要知道,萬物的結局近了
[00:07:12.000 --> 00:07:18.000]  耶穌回來,第二次回來,就近了
[00:07:18.000 --> 00:07:21.000]  這次祂回來,做什麼呢?
[00:07:21.000 --> 00:07:25.000]  第一次祂來,是要拯救,是為我們死,釘十字架
[00:07:25.000 --> 00:07:33.000]  但是祂第二次再回來的時候,是要審判,去了結,去判斷一切
[00:07:33.000 --> 00:07:41.000]  對信主,對基督徒來說,這是救恩歷史,我們期待的目標
[00:07:41.000 --> 00:07:46.000]  是我們夢寐以求,耶穌要再回來,給我們完全的救贖
