
[00:00:00.000 --> 00:00:06.000]  大英姐妹早晨,今天是門徒訓練系列崇拜
[00:00:06.000 --> 00:00:12.000]  我們會看傳道書三章一到十五節這段經文
[00:00:12.000 --> 00:00:16.000]  我相信在整卷傳道書這段經文
[00:00:16.000 --> 00:00:19.000]  應該是大英姐妹最多聽過和最熟悉的
[00:00:19.000 --> 00:00:24.000]  也可以這樣說,也是大英姐妹最容易誤解的一段經文
[00:00:24.000 --> 00:00:30.000]  有一天我和婆婆聊天,她相信我住了幾十年
[00:00:30.000 --> 00:00:40.000]  我跟她說過馬路要小心一點,讓燈綠色,車停了才好慢慢過馬路
[00:00:40.000 --> 00:00:43.000]  我這樣提醒她,因為她有時過馬路都是亂來的
[00:00:43.000 --> 00:00:46.000]  誰知她聽完我這樣說之後,她就跟我說
[00:00:46.000 --> 00:00:52.000]  生有時,死有時,年輕人不用那麼緊張
[00:00:52.000 --> 00:00:55.000]  我不知道大家聽完之後有甚麼想法
[00:00:55.000 --> 00:00:58.000]  生有時,死有時,是否在說這些東西
[00:00:58.000 --> 00:01:00.000]  是否在說人生是整定的呢
[00:01:00.000 --> 00:01:06.000]  傳道書中說到時間的觀點究竟是怎樣的呢
[00:01:06.000 --> 00:01:11.000]  我們要知道聖經其實真的很少很直接
[00:01:11.000 --> 00:01:15.000]  很抽象來跟我們討論時間的問題
[00:01:15.000 --> 00:01:20.000]  二十世紀裡面有一個很出名的德國哲學家
[00:01:20.000 --> 00:01:22.000]  叫做海德格(Martin Heidegger)
[00:01:22.000 --> 00:01:25.000]  在上世紀三十年代他寫了一本書
[00:01:25.000 --> 00:01:30.000]  叫做《存有與時間》(Time and Being)
[00:01:30.000 --> 00:01:34.000]  出了之後就震撼了整個西方的哲學界
[00:01:34.000 --> 00:01:37.000]  這本書就是探討人的存在和時間的問題
[00:01:37.000 --> 00:01:40.000]  不過真的不是很多人看得明白
[00:01:40.000 --> 00:01:44.000]  聖經很少那麼抽象那麼哲學性去討論問題
[00:01:44.000 --> 00:01:47.000]  大部分講的東西都是跟我們的生活有關
[00:01:47.000 --> 00:01:52.000]  都是大部分普通的人都可以聽得明白、看得明白的
[00:01:52.000 --> 00:01:55.000]  就算講到時間的問題
[00:01:55.000 --> 00:01:59.000]  都是從生活的體驗來說的
[00:01:59.000 --> 00:02:05.000]  在我們的生活體驗裡面究竟時間是怎樣的呢
[00:02:05.000 --> 00:02:07.000]  一講到時間的體驗
[00:02:07.000 --> 00:02:11.000]  我們首先要講的是意識的問題
[00:02:11.000 --> 00:02:12.000]  為甚麼這樣說呢
[00:02:12.000 --> 00:02:16.000]  因為一切的經驗都是通過我們的五官
[00:02:16.000 --> 00:02:18.000]  通過我們的手手腳腳、通過我們的皮膚
[00:02:18.000 --> 00:02:20.000]  無法去收集
[00:02:20.000 --> 00:02:24.000]  將外界很多的資訊通過我們的神經系統
[00:02:24.000 --> 00:02:29.000]  去到我們的大腦裡面進行分析、歸類、整合
[00:02:29.000 --> 00:02:31.000]  然後才有一個所謂有意義
[00:02:31.000 --> 00:02:34.000]  可以被人理解到的經驗出來
[00:02:34.000 --> 00:02:39.000]  於是當我告訴大家我是拿著一支麥克風的時候
[00:02:39.000 --> 00:02:42.000]  其實在我的意識裡面已經是很短暫的時間
[00:02:42.000 --> 00:02:43.000]  接收了很多的資訊
[00:02:43.000 --> 00:02:47.000]  然後經過整理綜合的一個經驗結果
[00:02:47.000 --> 00:02:48.000]  這個是一支麥克風
[00:02:48.000 --> 00:02:50.000]  不是一根木
[00:02:50.000 --> 00:02:55.000]  經驗是植根在我們的意識裡面
[00:02:55.000 --> 00:02:58.000]  於是乎一個人沒有了意識
[00:02:58.000 --> 00:03:01.000]  他就不能夠將外界的資訊
[00:03:01.000 --> 00:03:05.000]  轉化成一個有內在意義的經驗
[00:03:05.000 --> 00:03:10.000]  這樣就沒有辦法跟外界的事物進行溝通和互動
[00:03:10.000 --> 00:03:15.000]  經驗是建立在植根在我們的意識裡面
[00:03:15.000 --> 00:03:18.000]  於是乎當聖經講到時間的體驗的時候
[00:03:18.000 --> 00:03:25.000]  其實更加深層是講那個時間的意識的方面
[00:03:25.000 --> 00:03:28.000]  講到時間的意識其實都是很有趣的問題
[00:03:28.000 --> 00:03:31.000]  大家都是有24小時的時間
[00:03:31.000 --> 00:03:33.000]  就是不會多不會少
[00:03:33.000 --> 00:03:35.000]  不過在我們的意識裡面
[00:03:35.000 --> 00:03:39.000]  其實我們的時間不是一分一秒這樣過去的
[00:03:39.000 --> 00:03:41.000]  大家問一下自己
[00:03:41.000 --> 00:03:46.000]  在什麼時候你會覺得時間是特別長的
[00:03:46.000 --> 00:03:48.000]  睡不著吧
[00:03:48.000 --> 00:03:50.000]  整晚流流腸
[00:03:50.000 --> 00:03:52.000]  等車的時候
[00:03:52.000 --> 00:03:54.000]  等車怎麼都不來
[00:03:54.000 --> 00:03:56.000]  等放假
[00:03:56.000 --> 00:03:57.000]  什麼時候才放假呢
[00:03:57.000 --> 00:03:58.000]  做到很辛苦
[00:03:58.000 --> 00:04:00.000]  等出糧才來
[00:04:00.000 --> 00:04:01.000]  十號嗎
[00:04:01.000 --> 00:04:03.000]  還有二十幾天
[00:04:03.000 --> 00:04:06.000]  有什麼情況之下
[00:04:06.000 --> 00:04:09.000]  大家又會覺得時間特別短
[00:04:09.000 --> 00:04:11.000]  玩的時候
[00:04:11.000 --> 00:04:12.000]  去旅行
[00:04:12.000 --> 00:04:13.000]  為什麼這麼快就完了呢
[00:04:13.000 --> 00:04:16.000]  又要回去工作
[00:04:16.000 --> 00:04:18.000]  明天就是交功課的死線
[00:04:18.000 --> 00:04:19.000]  這麼快就到了
[00:04:19.000 --> 00:04:22.000]  還沒做好
[00:04:22.000 --> 00:04:25.000]  時間在我們的經驗和意識裡面
[00:04:25.000 --> 00:04:28.000]  其實都有快慢不同的
[00:04:28.000 --> 00:04:31.000]  特別在德國生活那幾年
[00:04:31.000 --> 00:04:33.000]  我就真的覺得時間很慢的
[00:04:33.000 --> 00:04:37.000]  早上起床吃早餐然後開始看書
[00:04:37.000 --> 00:04:39.000]  做一下研究寫作
[00:04:39.000 --> 00:04:41.000]  然後用了很久
[00:04:41.000 --> 00:04:42.000]  再看看手錶
[00:04:42.000 --> 00:04:44.000]  還是六七點而已
[00:04:44.000 --> 00:04:47.000]  有段時間還沒睡覺
[00:04:47.000 --> 00:04:51.000]  在德國生活真的發覺時間好像很多
[00:04:51.000 --> 00:04:54.000]  就是不怪那些德國人寫這麼多東西出來
[00:04:54.000 --> 00:04:56.000]  他們特別多時間
[00:04:56.000 --> 00:04:57.000]  回到香港之後
[00:04:57.000 --> 00:04:59.000]  就真的覺得時間很不見實
[00:04:59.000 --> 00:05:01.000]  做了一會兒天黑又走得累
[00:05:01.000 --> 00:05:04.000]  這樣又過了一天
[00:05:04.000 --> 00:05:06.000]  明明時間是這麼多
[00:05:06.000 --> 00:05:07.000]  一天二十四小時
[00:05:07.000 --> 00:05:09.000]  但是在我們的意識裡面
[00:05:09.000 --> 00:05:12.000]  時間是會有很大的分別
[00:05:12.000 --> 00:05:15.000]  傳道者對於時間有什麼意識呢
[00:05:15.000 --> 00:05:17.000]  其實在第一章裡面
[00:05:17.000 --> 00:05:20.000]  他講到人生的虛空的時候
[00:05:20.000 --> 00:05:22.000]  其實已經在講時間了
[00:05:22.000 --> 00:05:27.000]  畢竟人生的問題和時間是分不開的
[00:05:27.000 --> 00:05:28.000]  對於傳道者來說
[00:05:28.000 --> 00:05:30.000]  時間真的過得很快的
[00:05:30.000 --> 00:05:31.000]  太陽升起
[00:05:31.000 --> 00:05:32.000]  太陽落下
[00:05:32.000 --> 00:05:35.000]  急歸於所出之地
[00:05:35.000 --> 00:05:36.000]  過得很快
[00:05:36.000 --> 00:05:39.000]  一天就日落了
[00:05:39.000 --> 00:05:41.000]  時間不單止過得快
[00:05:41.000 --> 00:05:43.000]  時間還好像兜兜轉轉一樣
[00:05:43.000 --> 00:05:46.000]  一代過去一代又來
[00:05:46.000 --> 00:05:48.000]  地卻永遠長存
[00:05:48.000 --> 00:05:49.000]  已有的事後必再有
[00:05:49.000 --> 00:05:51.000]  已行的事後必再行
[00:05:51.000 --> 00:05:54.000]  日光之下無新事
[00:05:54.000 --> 00:05:55.000]  在傳道者的意識裡面
[00:05:55.000 --> 00:05:57.000]  時間好像一個圓圈一樣
[00:05:57.000 --> 00:06:00.000]  兜兜轉轉重重複複地發生
[00:06:00.000 --> 00:06:03.000]  好像有些新的事做得出來
[00:06:03.000 --> 00:06:05.000]  我們以為有些新的事做得出來
[00:06:05.000 --> 00:06:09.000]  其實只不過是後面的人不記得
[00:06:09.000 --> 00:06:11.000]  一代人過去了
[00:06:11.000 --> 00:06:14.000]  無論我們做些什麼出來都好
[00:06:14.000 --> 00:06:17.000]  其實很快就會被人忘記了
[00:06:17.000 --> 00:06:19.000]  於是乎
[00:06:19.000 --> 00:06:22.000]  傳道者他在整卷書裡面
[00:06:22.000 --> 00:06:25.000]  其實他沒有開名說他是誰
[00:06:25.000 --> 00:06:27.000]  當然很多的聖經學者告訴我們
[00:06:27.000 --> 00:06:29.000]  他是應該鎖上門
[00:06:29.000 --> 00:06:32.000]  但是由頭到尾他沒有開名
[00:06:32.000 --> 00:06:34.000]  這是一個很有智慧的做法
[00:06:34.000 --> 00:06:36.000]  因為開了名大家都不理
[00:06:36.000 --> 00:06:37.000]  反而不開名
[00:06:37.000 --> 00:06:39.000]  大家都會猜一下他是誰
[00:06:39.000 --> 00:06:41.000]  做一些研究、資料搜集
[00:06:41.000 --> 00:06:45.000]  反而大家都會記得他
[00:06:45.000 --> 00:06:46.000]  在傳道者的意識裡面
[00:06:46.000 --> 00:06:48.000]  人的時間是很短的
[00:06:48.000 --> 00:06:50.000]  人的時間是兜兜轉轉的
[00:06:50.000 --> 00:06:52.000]  沒有什麼新的事可以做得出來
[00:06:52.000 --> 00:06:55.000]  就算有很快都會被人忘記
[00:06:55.000 --> 00:06:57.000]  去到第三章的時候
[00:06:57.000 --> 00:07:00.000]  傳道者將他對時間的看法拿出來
[00:07:00.000 --> 00:07:03.000]  再跟大家詳細一點去分享一下
[00:07:03.000 --> 00:07:05.000]  不過都是很間接地
[00:07:05.000 --> 00:07:07.000]  通過人生各種的經驗
[00:07:07.000 --> 00:07:09.000]  去跟我們說的
[00:07:09.000 --> 00:07:11.000]  經驗告訴傳道者
[00:07:11.000 --> 00:07:12.000]  時間是怎樣的呢
[00:07:12.000 --> 00:07:13.000]  第二節
[00:07:13.000 --> 00:07:15.000]  生有時死有時
[00:07:15.000 --> 00:07:17.000]  栽種有時拔出有時
[00:07:17.000 --> 00:07:19.000]  殺戮有時醫治有時
[00:07:19.000 --> 00:07:21.000]  拆毀有時建造有時
[00:07:21.000 --> 00:07:23.000]  哭有時笑有時
[00:07:23.000 --> 00:07:25.000]  哀動有時跳舞有時
[00:07:25.000 --> 00:07:27.000]  雕石頭有時撿石頭有時
[00:07:27.000 --> 00:07:29.000]  懷抱有時不抱有時
[00:07:29.000 --> 00:07:31.000]  尋找有時失落有時
[00:07:31.000 --> 00:07:33.000]  保存有時拋棄有時
[00:07:33.000 --> 00:07:35.000]  撕裂有時逢寶有時
[00:07:35.000 --> 00:07:37.000]  沉默有時說話有時
[00:07:37.000 --> 00:07:39.000]  喜愛有時幸惡有時
[00:07:39.000 --> 00:07:43.000]  戰爭有時和平有時
[00:07:43.000 --> 00:07:47.000]  這裡傳道者用了十四個對比
[00:07:47.000 --> 00:07:50.000]  來講一下時間的體驗
[00:07:50.000 --> 00:07:52.000]  在講什麼呢
[00:07:52.000 --> 00:07:54.000]  有很多學者嘗試把每一個對比
[00:07:54.000 --> 00:07:57.000]  拿出來做很仔細很詳盡的分析
[00:07:57.000 --> 00:08:00.000]  看看當中有沒有一些格局
[00:08:00.000 --> 00:08:02.000]  有沒有一個pattern在背後
[00:08:02.000 --> 00:08:04.000]  有沒有一些言機呢
[00:08:04.000 --> 00:08:07.000]  我自己覺得其實又不用那麼複雜的
[00:08:07.000 --> 00:08:08.000]  你整體去看
[00:08:08.000 --> 00:08:09.000]  看到重點就可以了
[00:08:09.000 --> 00:08:11.000]  那些細節、枝節
[00:08:11.000 --> 00:08:14.000]  其實就不需要花太多心機下去
[00:08:14.000 --> 00:08:16.000]  我不知道大家有沒有看過
[00:08:16.000 --> 00:08:18.000]  一些考眼力的圖片
[00:08:18.000 --> 00:08:20.000]  考眼力就是說你看不看到
[00:08:20.000 --> 00:08:22.000]  這幅圖背後有些隱藏的數字
[00:08:22.000 --> 00:08:23.000]  或者圖案
[00:08:23.000 --> 00:08:26.000]  旁邊那些細節你不可以看的
[00:08:26.000 --> 00:08:28.000]  你是拉遠一點點
[00:08:28.000 --> 00:08:29.000]  整體一看
[00:08:29.000 --> 00:08:30.000]  看到裡面
