
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹,我們讀聖經也很開心
[00:00:03.000 --> 00:00:07.000]  幾集都是上帝在非利士人當中得到榮耀
[00:00:07.000 --> 00:00:11.000]  甚至連非利士人也說我們當歸榮耀給耶和華
[00:00:11.000 --> 00:00:16.000]  接著整天手工作,那對牛就不回頭
[00:00:16.000 --> 00:00:21.000]  不回去飼養小牛,直去百事麥
[00:00:21.000 --> 00:00:26.000]  好了,接著來到今集就慘了
[00:00:26.000 --> 00:00:29.000]  百事麥人慘了
[00:00:29.000 --> 00:00:36.000]  今集很難說,就是上帝為何這樣不近人情
[00:00:36.000 --> 00:00:41.000]  今天來到生命樹和大家看聖經人和聖經事
[00:00:41.000 --> 00:00:46.000]  看看上帝超級嚴厲,威嚴的一面
[00:00:46.000 --> 00:00:51.000]  對自己以色列人也沒有情講
[00:00:51.000 --> 00:00:56.000]  反而對非利士人很和藹
[00:00:56.000 --> 00:01:00.000]  除了給他們弄些痔瘡與老鼠之外
[00:01:00.000 --> 00:01:05.000]  基列耶林人公營藥鬼
[00:01:05.000 --> 00:01:08.000]  搞什麼呢?
[00:01:08.000 --> 00:01:12.000]  無端端本來在講百事麥
[00:01:12.000 --> 00:01:15.000]  現在去到基列耶林,做什麼呢?
[00:01:15.000 --> 00:01:18.000]  聖母意見上第六章至第七章
[00:01:18.000 --> 00:01:25.000]  耶和華因百事麥人善觀他的藥鬼
[00:01:25.000 --> 00:01:29.000]  就擊殺了他們七十人
[00:01:29.000 --> 00:01:33.000]  我先讀完
[00:01:33.000 --> 00:01:36.000]  那時有五萬人在那裡
[00:01:36.000 --> 00:01:42.000]  耶和華因百事麥人善觀他的藥鬼
[00:01:42.000 --> 00:01:46.000]  就擊殺了他們七十人
[00:01:46.000 --> 00:01:51.000]  那時有五萬人在那裡,即是有五萬零七十人
[00:01:51.000 --> 00:01:57.000]  但擊殺了七十人,第十九節未完
[00:01:57.000 --> 00:02:03.000]  百事麥的百姓因耶和華大大擊殺他們
[00:02:03.000 --> 00:02:06.000]  那你會笑還是哭呢?當然是哭了
[00:02:06.000 --> 00:02:08.000]  就哀哭了
[00:02:08.000 --> 00:02:12.000]  一件這麼喜樂的事,藥鬼回來了
[00:02:12.000 --> 00:02:18.000]  當時我在田間收割,看到藥鬼當然開心
[00:02:18.000 --> 00:02:24.000]  誰知神說:你善觀我的藥鬼,所以死
[00:02:24.000 --> 00:02:28.000]  這麼不近人情,我也回答不了
[00:02:28.000 --> 00:02:37.000]  百事麥人說:誰能在耶和華這聖潔的上帝面前示納呢?
[00:02:37.000 --> 00:02:42.000]  這藥鬼可以從我們這裡送到那裡去呢?
[00:02:42.000 --> 00:02:49.000]  問了兩個問題,上帝這麼威嚴,這麼聖潔,沒有面子
[00:02:49.000 --> 00:02:54.000]  看都不能看,誰能服侍神的藥鬼呢?
[00:02:54.000 --> 00:02:58.000]  我們可以將藥鬼送到哪裡去呢?
[00:02:58.000 --> 00:03:02.000]  於是打發人去見基烈耶林
[00:03:02.000 --> 00:03:05.000]  其實附近的城市可能都是友好城市
[00:03:05.000 --> 00:03:09.000]  基烈耶林的居民說
[00:03:09.000 --> 00:03:15.000]  耶和華菲律師人將耶和華的藥鬼送回來了
[00:03:15.000 --> 00:03:21.000]  不如你們下來將藥鬼接去你們那裡吧
[00:03:21.000 --> 00:03:27.000]  他們送藥鬼回來了,不如藥鬼放在你們那裡吧
[00:03:27.000 --> 00:03:32.000]  基烈耶林人就下來二話不說
[00:03:32.000 --> 00:03:36.000]  將耶和華的藥鬼放在山上
[00:03:36.000 --> 00:03:40.000]  找了一個人叫阿彼拿達的家
[00:03:40.000 --> 00:03:43.000]  藥鬼放在你家了,阿彼拿達
[00:03:43.000 --> 00:03:48.000]  而且指定你叫你兒子叫以利亞撒
[00:03:48.000 --> 00:03:52.000]  來看守耶和華的藥鬼
[00:03:52.000 --> 00:03:56.000]  藥鬼在基烈耶林很久了
[00:03:56.000 --> 00:03:59.000]  放了二十年
[00:03:59.000 --> 00:04:04.000]  於是以色列全家傾向耶和華
[00:04:04.000 --> 00:04:07.000]  這個結局不錯
[00:04:07.000 --> 00:04:10.000]  本來就拜這個巴力,拜那個巴力
[00:04:10.000 --> 00:04:12.000]  拜阿瑟拉,阿斯塔祿
[00:04:12.000 --> 00:04:15.000]  又被人搶去菲利士大菌
[00:04:15.000 --> 00:04:19.000]  由於這件事之後
[00:04:19.000 --> 00:04:22.000]  大家開始傾向耶和華
[00:04:22.000 --> 00:04:25.000]  這就是今天跟大家說的
[00:04:25.000 --> 00:04:29.000]  不過我要跟大家看這段經文
[00:04:29.000 --> 00:04:32.000]  講一些重要的地方
[00:04:32.000 --> 00:04:36.000]  留意十九節
[00:04:36.000 --> 00:04:39.000]  耶和華因百事默人
[00:04:39.000 --> 00:04:43.000]  是善觀他的藥鬼就擊殺了他們
[00:04:43.000 --> 00:04:45.000]  七十日
[00:04:45.000 --> 00:04:48.000]  善觀,善自觀看
[00:04:48.000 --> 00:04:53.000]  其實RA,RA這個字是思
[00:04:53.000 --> 00:04:57.000]  看,觀看,沒有善自觀看
[00:04:57.000 --> 00:05:00.000]  沒有善這個意思
[00:05:00.000 --> 00:05:05.000]  只是看,看見,觀看
[00:05:05.000 --> 00:05:08.000]  耶和華因為百事默人
[00:05:08.000 --> 00:05:13.000]  看他的藥鬼就擊殺了他們七十日
[00:05:13.000 --> 00:05:14.000]  這裡要解釋一下
[00:05:14.000 --> 00:05:17.000]  看都不可以?是不可以的
[00:05:17.000 --> 00:05:19.000]  按都可以的,那為什麼要按?
[00:05:19.000 --> 00:05:23.000]  其實我去以色列很多次
[00:05:23.000 --> 00:05:26.000]  在以色列有很多模型
[00:05:26.000 --> 00:05:28.000]  又有紀念品
[00:05:28.000 --> 00:05:32.000]  有藥鬼小小的拿回去賣
[00:05:32.000 --> 00:05:35.000]  放著賣,拿回去紀念
[00:05:35.000 --> 00:05:38.000]  藥鬼上面有兩個基魯柏
[00:05:38.000 --> 00:05:40.000]  伸隻翼出來
[00:05:40.000 --> 00:05:44.000]  兩隻翼連接遮住下面藥鬼
[00:05:44.000 --> 00:05:48.000]  藥鬼頂就是師恩座,上帝坐在那裡
[00:05:48.000 --> 00:05:51.000]  我有時見到都忍不住笑
[00:05:51.000 --> 00:05:54.000]  那些基魯柏每一個都不同
[00:05:54.000 --> 00:06:00.000]  有站有跪,有像鳥一樣,鳥樣的
[00:06:00.000 --> 00:06:03.000]  有些是人樣,有些是鳥樣
[00:06:03.000 --> 00:06:06.000]  為什麼這樣?誰才是?
[00:06:06.000 --> 00:06:08.000]  個個都是,個個都不是
[00:06:08.000 --> 00:06:13.000]  原因就是其實藥鬼是沒有多少個人見過的
[00:06:13.000 --> 00:06:15.000]  那怎麼做?
[00:06:15.000 --> 00:06:19.000]  想像,只能夠這樣
[00:06:19.000 --> 00:06:22.000]  因為,為什麼沒有人見過?
[00:06:22.000 --> 00:06:24.000]  很多人見過的
[00:06:24.000 --> 00:06:27.000]  在以色列,我們整個廣場抬著走
[00:06:27.000 --> 00:06:29.000]  一定會流轉下來
[00:06:29.000 --> 00:06:31.000]  是沒有的,主要原因就是
[00:06:31.000 --> 00:06:34.000]  其實藥鬼當他們要
[00:06:34.000 --> 00:06:37.000]  群主火柱要起行
[00:06:37.000 --> 00:06:41.000]  他們是利美人要進去拆帳幕
[00:06:41.000 --> 00:06:45.000]  然後拿著很大塊的布向後走
[00:06:45.000 --> 00:06:49.000]  蓋著藥鬼,然後才抬
[00:06:49.000 --> 00:06:51.000]  藥鬼是不可以這樣看的
[00:06:51.000 --> 00:06:53.000]  利美人自己都沒有看過
[00:06:53.000 --> 00:06:55.000]  搬的那個都沒有看過
[00:06:55.000 --> 00:06:57.000]  明白嗎?大家知道了
[00:06:57.000 --> 00:07:03.000]  因此他們來到,一定看到的
[00:07:03.000 --> 00:07:07.000]  是啊,一定看到,然後叫利美人來
[00:07:07.000 --> 00:07:10.000]  利美人就為他們獻祭
[00:07:10.000 --> 00:07:13.000]  利美人接手之後,我想利美人就懂了
[00:07:13.000 --> 00:07:16.000]  他們快點用布蓋著藥鬼
[00:07:16.000 --> 00:07:19.000]  不要讓大家見到
[00:07:19.000 --> 00:07:23.000]  因此後面來了很多人,五萬人
[00:07:23.000 --> 00:07:25.000]  那五萬人沒有死,為什麼?
[00:07:25.000 --> 00:07:29.000]  因為很有可能是利美人來了之後,蓋住了
[00:07:29.000 --> 00:07:33.000]  開頭有七十人在割禾的時候
[00:07:33.000 --> 00:07:34.000]  割大麥小麥的時候
[00:07:34.000 --> 00:07:37.000]  哇,藥鬼啊,從來沒有見過
[00:07:37.000 --> 00:07:40.000]  喂,快點來看藥鬼啦
[00:07:40.000 --> 00:07:41.000]  跑去看
[00:07:41.000 --> 00:07:45.000]  這樣就叫做觀看瑤華藥鬼
[00:07:45.000 --> 00:07:50.000]  當時,這些神用得著這麼狹窄嗎?
[00:07:50.000 --> 00:07:54.000]  人之常情而已,是不是?
[00:07:54.000 --> 00:07:58.000]  在神面前,是沒有人之常情
[00:07:58.000 --> 00:08:00.000]  不是理由來的,人之常情
[00:08:00.000 --> 00:08:03.000]  只知道藥鬼,哇,不可以看
[00:08:03.000 --> 00:08:05.000]  明白嗎?不可以看
[00:08:05.000 --> 00:08:09.000]  哎呀,糟了,我這次死定了
[00:08:09.000 --> 00:08:12.000]  我想神都很有可能不看一面
[00:08:12.000 --> 00:08:15.000]  神不知道,因為他從台灣回來
[00:08:15.000 --> 00:08:17.000]  牛叫的,看著看著
[00:08:17.000 --> 00:08:19.000]  這樣而已,又有觀看
[00:08:19.000 --> 00:08:21.000]  我不知道這樣觀看會不會死
[00:08:21.000 --> 00:08:23.000]  但其實你記得一件事
[00:08:23.000 --> 00:08:28.000]  後來,這個藥鬼不是放在基列耶林嗎?
[00:08:28.000 --> 00:08:32.000]  後來,當大衛立國又要建聖殿的時候
[00:08:32.000 --> 00:08:37.000]  就很想將藥鬼抬回去,抬回耶路撒冷
[00:08:37.000 --> 00:08:41.000]  他抬的時候是叫一些很好的朋友一起抬
[00:08:41.000 --> 00:08:46.000]  不過他們第一次是做錯事的
[00:08:46.000 --> 00:08:50.000]  做錯什麼?就是用牛車來抬藥鬼
[00:08:50.000 --> 00:08:53.000]  那麼,菲律賓人將藥鬼送回來
[00:08:53.000 --> 00:08:55.000]  都是用新的牛車
[00:08:55.000 --> 00:09:00.000]  其實,這個是屬於不知者不罪
[00:09:00.000 --> 00:09:05.000]  其實,藥鬼是必須要由利未人抬的
[00:09:05.000 --> 00:09:08.000]  是不可以用牛車的
[00:09:08.000 --> 00:09:12.000]  不可以用板車來抬
[00:09:12.000 --> 00:09:16.000]  是要人抬的,利未人抬的
[00:09:16.000 --> 00:09:18.000]  但菲律賓人不懂的
[00:09:18.000 --> 00:09:21.000]  用牛車,神沒有罰他
[00:09:21.000 --> 00:09:24.000]  但是,回來後
[00:09:24.000 --> 00:09:29.000]  大衛迎接藥鬼回耶路撒冷
[00:09:29.000 --> 00:09:34.000]  他就做了一輛牛車來載藥鬼回去
[00:09:34.000 --> 00:09:37.000]  結果,神沒有起源
[00:09:37.000 --> 00:09:40.000]  牛膝前提,就是咬一咬腳
[00:09:40.000 --> 00:09:44.000]  有一隻牛跪下,於是車就側
[00:09:44.000 --> 00:09:47.000]  一側,藥鬼就倒下來
[00:09:47.000 --> 00:09:51.000]  當時護著車兩旁,隨著藥鬼走
[00:09:51.000 --> 00:09:54.000]  有兩個祭司的家人
[00:09:54.000 --> 00:09:56.000]  一個叫烏薩
[00:09:56.000 --> 00:09:59.000]  聖經就說,烏薩見到藥鬼倒下來
[00:09:59.000 --> 00:10:02.000]  就伸手扶著藥鬼
[00:10:02.000 --> 00:10:06.000]  結果,上帝就馬上擊殺了烏薩
[00:10:06.000 --> 00:10:08.000]  因為他自己摸了藥鬼
[00:10:08.000 --> 00:10:10.000]  不行的
[00:10:10.000 --> 00:10:12.000]  這件事,人之常情
[00:10:12.000 --> 00:10:14.000]  如果這件事倒下來,你自然會怎樣
[00:10:14.000 --> 00:10:17.000]  這種藥鬼,你自然會伸手扶著
[00:10:17.000 --> 00:10:19.000]  但是不行
[00:10:19.000 --> 00:10:21.000]  這個責任在哪裏呢
[00:10:21.000 --> 00:10:23.000]  烏薩枉死
[00:10:23.000 --> 00:10:25.000]  他能否救你這個問題
