
[00:00:00.000 --> 00:00:03.120]  中港關係越來越緊密
[00:00:03.120 --> 00:00:05.960]  所以我們作為香港人
[00:00:05.960 --> 00:00:10.440]  都需要認識一下內地的一些潮語
[00:00:10.440 --> 00:00:16.160]  我今天的講題其實也是來自內地一句潮語
[00:00:16.160 --> 00:00:18.640]  不過這句潮語就不是很潮的了
[00:00:18.640 --> 00:00:21.720]  已經出現了差不多有十年了
[00:00:21.720 --> 00:00:24.040]  這句就是「你懂得」
[00:00:24.040 --> 00:00:27.160]  大家記不記得這句話的出處?
[00:00:28.760 --> 00:00:32.040]  這個出處就是在2014年3月
[00:00:32.040 --> 00:00:37.000]  在內地某次政協會議的新聞發佈會上
[00:00:37.000 --> 00:00:39.680]  有記者詢問一個問題
[00:00:39.680 --> 00:00:44.600]  就是問某件案件最新的情況是怎樣
[00:00:44.600 --> 00:00:48.000]  當時的新聞發言人回答
[00:00:48.000 --> 00:00:51.280]  他說「我和大家都是一樣」
[00:00:51.280 --> 00:00:55.280]  「我都是在媒體上看到相同的訊息」
[00:00:55.760 --> 00:01:04.200]  之後他就照著稿讀出一段大家都耳熟能詳的原則
[00:01:04.200 --> 00:01:10.840]  然後就說「我只能夠回答到這裡」
[00:01:10.840 --> 00:01:14.160]  「你懂得,你懂得」
[00:01:14.160 --> 00:01:18.800]  這句話隨即引起了與會者的笑聲
[00:01:18.800 --> 00:01:24.400]  之後海內外的傳媒也廣泛報導
[00:01:24.400 --> 00:01:27.880]  內地的網民也熱烈討論
[00:01:27.880 --> 00:01:32.880]  這句「你懂得」也成為了潮語
[00:01:32.880 --> 00:01:39.400]  這句話其實有點像跟我們英文所說的「You know」
[00:01:39.400 --> 00:01:41.960]  這句是差不多的
[00:01:41.960 --> 00:01:46.520]  又或者有點像我們所說的「你明的啦」
[00:01:46.520 --> 00:01:48.880]  說的時候可能還要加個顏色
[00:01:48.880 --> 00:01:51.040]  「你明的啦」這樣
[00:01:51.040 --> 00:01:53.920]  意思其實是有點隱晦
[00:01:53.920 --> 00:01:56.960]  隱晦地去暗示某些事情
[00:01:56.960 --> 00:01:59.160]  意思是「你明的啦」
[00:01:59.160 --> 00:02:01.640]  大家心照不宣
[00:02:01.640 --> 00:02:03.760]  我們廣東人也有一句說話
[00:02:03.760 --> 00:02:08.760]  「畫公仔就唔使畫出腸」
[00:02:08.760 --> 00:02:13.600]  意思是我們特別在某些場合
[00:02:13.600 --> 00:02:15.000]  或者說到某些事情的時候
[00:02:15.000 --> 00:02:19.720]  的確是不需要說得太清楚
[00:02:19.720 --> 00:02:23.520]  說得太清楚反而會說錯多
[00:02:23.520 --> 00:02:25.800]  不過對於我們的信仰來說
[00:02:25.800 --> 00:02:29.160]  是否不用太清楚
[00:02:29.160 --> 00:02:31.760]  含含糊糊,心照不宣就算了
[00:02:31.760 --> 00:02:34.520]  是否一句「你懂得」就搞定了
[00:02:34.520 --> 00:02:35.920]  我們不用再說了
[00:02:35.920 --> 00:02:37.720]  「你懂得」每個人都懂得
[00:02:37.720 --> 00:02:41.280]  就不用回教會,不用學習聖經了
[00:02:41.280 --> 00:02:44.520]  我們剛才讀的那段經文
[00:02:44.520 --> 00:02:46.240]  其實說得很清楚
[00:02:46.240 --> 00:02:50.400]  它描述信徒有三種狀況
[00:02:50.400 --> 00:02:52.400]  其實它每描述一種狀況
[00:02:52.400 --> 00:02:55.440]  都對我們有提醒
[00:02:55.440 --> 00:02:59.920]  第一種狀況是大諸壁壩的信徒
[00:02:59.920 --> 00:03:03.600]  在剛才讀的第一節
[00:03:03.600 --> 00:03:05.600]  它說「從這日起」
[00:03:05.600 --> 00:03:10.320]  大家知道「這日」是指甚麼意思嗎?
[00:03:10.320 --> 00:03:12.120]  是的,當我們回顧前一章
[00:03:12.120 --> 00:03:13.360]  第七章的時候
[00:03:13.360 --> 00:03:17.440]  其實上星期李牧師也有跟我們說這篇信息
[00:03:17.440 --> 00:03:18.440]  我們回顧那裡的時候
[00:03:18.440 --> 00:03:22.160]  就知道「私提反」是殉道的
[00:03:22.160 --> 00:03:25.960]  教會第一個殉道士就是「私提反」
[00:03:25.960 --> 00:03:33.640]  其實「私提反」當時是在猶太人的公會上接受審訊
[00:03:33.640 --> 00:03:35.720]  他為自己申辯
[00:03:35.720 --> 00:03:38.080]  與其說他為自己申辯
[00:03:38.080 --> 00:03:40.800]  其實他在說一篇很長的道
[00:03:40.800 --> 00:03:42.080]  在那篇道裡面
[00:03:42.080 --> 00:03:44.920]  他指出了猶太人的罪
[00:03:44.920 --> 00:03:47.240]  所以引起公憤
[00:03:47.240 --> 00:03:49.600]  當時的民眾很生氣
[00:03:49.600 --> 00:03:52.240]  對他恨之入骨
[00:03:52.240 --> 00:03:55.080]  將他推出去城外
[00:03:55.080 --> 00:03:58.280]  用石頭鑑生打死他
[00:03:58.280 --> 00:04:00.280]  上次李牧師也有說
[00:04:00.280 --> 00:04:03.440]  為甚麼他會故意推出去城外呢?
[00:04:03.440 --> 00:04:05.400]  原來還有一個原因是
[00:04:05.400 --> 00:04:11.880]  猶太人的公會雖然是猶太人最高的權力機關
[00:04:11.880 --> 00:04:18.880]  但是只能審理一些涉及猶太人宗教事務的訴訟
[00:04:18.880 --> 00:04:25.240]  而且判刑最高只能判刑39篇
[00:04:25.240 --> 00:04:26.800]  再重的刑罰
[00:04:26.800 --> 00:04:28.160]  再嚴重的案件
[00:04:28.160 --> 00:04:30.120]  他是不可以審理的
[00:04:30.120 --> 00:04:32.840]  又或者涉及刑事的案件
[00:04:32.840 --> 00:04:38.800]  其實都要被拉回羅馬人設立的巡撫那裡去審理
[00:04:38.800 --> 00:04:45.720]  而且當時這場審訊根本沒有裁決
[00:04:45.720 --> 00:04:49.720]  所以當時的民眾是濫用私刑
[00:04:49.720 --> 00:04:51.960]  而在這件事發生之後
[00:04:51.960 --> 00:05:00.600]  我們看到那些門徒分散到猶太和薩瑪利亞各處
[00:05:00.600 --> 00:05:03.840]  我不知道大家看到這一句的時候
[00:05:03.840 --> 00:05:06.240]  他們分散到猶太和薩瑪利亞各處
[00:05:06.240 --> 00:05:08.560]  你會想起哪一節的經文呢?
[00:05:08.560 --> 00:05:12.480]  都是《仕途行轉》哪一句?
[00:05:12.480 --> 00:05:16.320]  是的,這是《仕途行轉》的大使命
[00:05:16.320 --> 00:05:17.920]  我們一起讀吧
[00:05:17.920 --> 00:05:21.560]  「但聖靈降臨在你們身上」
[00:05:21.560 --> 00:05:24.080]  「你們就必得著能力」
[00:05:24.080 --> 00:05:28.160]  「並要在耶路撒冷猶太全地」
[00:05:28.160 --> 00:05:31.240]  「和薩瑪利亞直到地極」
[00:05:31.240 --> 00:05:32.880]  「作我的見證」
[00:05:32.880 --> 00:05:39.520]  其實這一節可以說是整卷《仕途行轉》這卷書的中心的訊息
[00:05:39.520 --> 00:05:40.880]  主題的訊息
[00:05:40.880 --> 00:05:43.440]  你不記得《仕途行轉》講什麼也好
[00:05:43.440 --> 00:05:46.920]  你最重要就是記得這一節聖經在講什麼
[00:05:46.920 --> 00:05:49.960]  整卷書其實都是跟著這個進路
[00:05:49.960 --> 00:05:51.520]  那個進路是怎樣呢?
[00:05:51.520 --> 00:05:55.160]  就是教會雖然受到逼迫
[00:05:55.160 --> 00:05:57.600]  但是就像這裡所說的
[00:05:57.600 --> 00:06:02.880]  由耶路撒冷猶太全地直到薩瑪利亞直到地極
[00:06:02.880 --> 00:06:04.760]  我們都要作神的見證
[00:06:04.760 --> 00:06:06.320]  就像這一幅圖一樣
[00:06:06.320 --> 00:06:11.400]  這幅圖就好像一塊石頭掉進水裡
[00:06:11.400 --> 00:06:14.080]  就會泛起陣陣的漣漪
[00:06:14.080 --> 00:06:19.520]  一圈一圈地擴散出去
[00:06:19.520 --> 00:06:23.760]  在《仕途行轉》裡面所呈現的教會遭受逼迫
[00:06:23.760 --> 00:06:27.840]  之後反而福音繼續傳開
[00:06:27.840 --> 00:06:29.560]  就像這樣的樣子
[00:06:29.560 --> 00:06:33.840]  一路一路地傳開擴散出去
[00:06:33.840 --> 00:06:35.840]  教會受逼迫之後
[00:06:35.840 --> 00:06:39.880]  福音廣傳這個情況不只是在這裡出現的
[00:06:39.880 --> 00:06:42.200]  我們看回在第一節的時候
[00:06:42.200 --> 00:06:43.720]  耶穌升天之後
[00:06:43.720 --> 00:06:46.200]  當時聚集的人
[00:06:46.200 --> 00:06:50.360]  就是那些門徒和信徒大概有多少人呢?
[00:06:50.360 --> 00:06:52.160]  一百二十人
[00:06:52.160 --> 00:06:56.480]  當時雖然耶穌是離開了那些門徒
[00:06:56.480 --> 00:06:58.080]  但是沒多久之後
[00:06:58.080 --> 00:07:03.320]  聖靈就奇妙地降臨在仕途的身上
[00:07:03.320 --> 00:07:06.200]  大家記不記得在《仕途行轉》第二章裡
[00:07:06.200 --> 00:07:08.960]  我上次講到的時候也有講到
[00:07:08.960 --> 00:07:14.560]  當時有舌頭像火焰一樣降臨在各人的身上
[00:07:14.560 --> 00:07:15.720]  即是在那些仕途的身上
[00:07:15.720 --> 00:07:18.400]  然後他們就講謊言
[00:07:18.400 --> 00:07:20.960]  那麼有多少人信主呢?
[00:07:20.960 --> 00:07:21.920]  記不記得?
[00:07:21.920 --> 00:07:23.440]  三千人
[00:07:23.440 --> 00:07:24.960]  當時信
[00:07:24.960 --> 00:07:25.920]  他們很有趣
[00:07:25.920 --> 00:07:29.400]  當時初期教會的人一信就馬上洗禮
[00:07:29.400 --> 00:07:30.760]  他們信而受洗
[00:07:30.760 --> 00:07:33.240]  有三千人那麼多
[00:07:33.240 --> 00:07:36.400]  接著沒多久之後
[00:07:36.400 --> 00:07:39.840]  輪到彼得又來了
[00:07:39.840 --> 00:07:44.040]  記不記得他是依次了一個渠腿的人?
[00:07:44.040 --> 00:07:46.600]  這篇道也是李牧師講的
[00:07:46.600 --> 00:07:51.400]  當時彼得他見到一個渠腿的人
[00:07:51.400 --> 00:07:55.320]  彼得說「金和銀我都沒有了」
[00:07:55.320 --> 00:07:58.080]  然後他就叫那個人起來行走
[00:07:58.080 --> 00:08:02.720]  那個人的腳就健壯了可以行走
[00:08:02.720 --> 00:08:04.600]  在這件事發生之後
[00:08:04.600 --> 00:08:06.520]  本來彼得是做了好事
[00:08:06.520 --> 00:08:09.200]  誰知也沒有好報
[00:08:09.200 --> 00:08:13.600]  當時那些祭司和殺刀歌人
[00:08:13.600 --> 00:08:15.960]  就來拘捕他和馬約翰
[00:08:15.960 --> 00:08:20.560]  就將他們捉住、還押
[00:08:20.560 --> 00:08:22.240]  直到第二天
[00:08:22.240 --> 00:08:25.240]  但誰知彼得所講的道
[00:08:25.240 --> 00:08:27.880]  卻是令到多少人信主?
[00:08:27.880 --> 00:08:30.640]  五千個男丁
[00:08:30.640 --> 00:08:34.200]  未計婦女和小朋友
[00:08:34.200 --> 00:08:40.680]  估計至少這裡也有一、二萬人
[00:08:40.680 --> 00:08:45.520]  這裡我們看到聖經很清楚那些數字
[00:08:45.520 --> 00:08:47.200]  聖經為甚麼要交代得
[00:08:47.200 --> 00:08:50.040]  信主的人數那麼清楚?
[00:08:50.040 --> 00:08:53.120]  不是要交甚麼業績報告
[00:08:53.120 --> 00:08:55.640]  而是要我們看到
[00:08:55.640 --> 00:08:57.640]  神的大能
[00:08:57.640 --> 00:09:00.680]  是不會因為教會受迫迫
[00:09:00.680 --> 00:09:03.360]  或者社會的環境不好
[00:09:03.360 --> 00:09:06.080]  就受到阻礙的
[00:09:06.080 --> 00:09:09.640]  這些一切東西其實都無阻神的工作
[00:09:09.640 --> 00:09:11.360]  時勢越是艱難
[00:09:11.360 --> 00:09:14.400]  神就越是要使用教會
[00:09:14.400 --> 00:09:16.680]  來叫更多人信主
[00:09:16.680 --> 00:09:19.520]  其實這個也不難理解的
[00:09:19.520 --> 00:09:22.600]  因為「無事無幹,天下太平」的時候
[00:09:22.600 --> 00:09:26.040]  教會說話那些人是不聽的
[00:09:26.040 --> 00:09:28.280]  但時勢不好的時候
[00:09:28.280 --> 00:09:31.000]  有患難、有逼迫難度的時候
[00:09:31.000 --> 00:09:34.360]  人就會想到需要有一個真正的神
[00:09:34.360 --> 00:09:36.120]  一個拯救者
[00:09:36.120 --> 00:09:40.440]  在這個時候他們就會去尋求信仰
[00:09:40.440 --> 00:09:44.200]  聖經說教會是真理的柱石和根基
[00:09:44.200 --> 00:09:46.720]  所以教會的責任就是
[00:09:46.720 --> 00:09:49.040]  特別在黑暗的世代裏面
[00:09:49.040 --> 00:09:51.720]  我們要站穩陣腳
[00:09:51.720 --> 00:09:54.280]  我們要真的成為明亮的燈台
[00:09:54.280 --> 00:09:56.720]  這句不是口號
[00:09:56.720 --> 00:09:58.600]  耶穌說得很清楚
[00:09:58.600 --> 00:10:00.880]  「誠」是要做在山上的
[00:10:00.880 --> 00:10:04.040]  是不能夠隱藏的
[00:10:04.040 --> 00:10:07.760]  所以作為教會在亂世的時候
[00:10:07.760 --> 00:10:10.360]  我們更加不可以隱藏
[00:10:10.360 --> 00:10:14.040]  因為這個是上主給我們的託付
[00:10:14.040 --> 00:10:16.240]  就是要繼續去見證祂
[00:10:16.240 --> 00:10:18.840]  將福音傳開
[00:10:18.840 --> 00:10:20.800]  時勢越不好
[00:10:20.800 --> 00:10:21.960]  越多人信主
[00:10:21.960 --> 00:10:26.400]  其實也越多人需要被牧養
[00:10:26.400 --> 00:10:29.200]  所以我們不單止要舉辦報道的活動
[00:10:29.200 --> 00:10:34.200]  我們也要建立一個牧養的氛圍
[00:10:34.200 --> 00:10:36.960]  神其實可以個別地拯救我們
[00:10:36.960 --> 00:10:40.360]  個別地和我們建立關係
[00:10:40.360 --> 00:10:43.840]  但是祂卻是設立教會
[00:10:43.840 --> 00:10:47.480]  因為祂知道人根本就是群居的動物
[00:10:47.480 --> 00:10:51.640]  我們需要有同伴的同行互相支持
[00:10:51.640 --> 00:10:53.920]  而且我們一起去敬拜的時候
[00:10:53.920 --> 00:10:56.280]  本身就是一個見證
[00:10:56.280 --> 00:10:59.400]  教會就是這個時候要做一個見證
[00:10:59.400 --> 00:11:01.560]  我們一起敬拜神
[00:11:01.560 --> 00:11:03.000]  一起學習真理
[00:11:03.000 --> 00:11:03.800]  互相支持
[00:11:03.800 --> 00:11:10.880]  其實這才是正常和健康的教會生活
[00:11:10.880 --> 00:11:14.720]  疫情到如今已經超過三年了
[00:11:14.720 --> 00:11:16.160]  當中有些很艱難的時候
[00:11:16.160 --> 00:11:19.520]  我們甚至不能夠回到實體聚會
[00:11:19.520 --> 00:11:21.920]  我記得最艱難的時候
[00:11:21.920 --> 00:11:23.040]  只有我們幾個
[00:11:23.040 --> 00:11:27.000]  只有我們幾個瘦身的同工在這裡
[00:11:27.000 --> 00:11:29.360]  我們沒有了實體的聚會
[00:11:29.360 --> 00:11:32.720]  大家只能夠在網上見面
[00:11:32.720 --> 00:11:36.280]  就算平時碰到也不敢握手
[00:11:36.280 --> 00:11:38.160]  我們不敢脫下口罩
[00:11:38.160 --> 00:11:40.040]  今天我覺得很舒服
[00:11:40.040 --> 00:11:41.360]  終於可以脫下口罩
[00:11:41.360 --> 00:11:43.480]  因為在一月二十六日開始
[00:11:43.480 --> 00:11:46.880]  政府就說在教會的場地
[00:11:46.880 --> 00:11:48.960]  港元是可以脫下口罩的
[00:11:48.960 --> 00:11:50.160]  但是我一會兒下去之後
[00:11:50.160 --> 00:11:53.480]  我又要戴上口罩
[00:11:53.480 --> 00:11:55.680]  我們不敢脫下口罩
[00:11:55.680 --> 00:11:58.880]  甚至我們不敢坐近一點也會害怕
[00:11:58.880 --> 00:12:01.840]  我們不知道旁邊的人有沒有病毒
[00:12:01.840 --> 00:12:04.120]  這樣的狀況其實是扭曲了
[00:12:04.120 --> 00:12:05.440]  人與人之間的關係
[00:12:05.440 --> 00:12:09.080]  也扭曲了正常的教會生活
[00:12:09.080 --> 00:12:11.160]  更甚的是
[00:12:11.160 --> 00:12:15.560]  可能當中有些弟兄姊妹或朋友
[00:12:15.560 --> 00:12:20.960]  有親友在疫情當中染疫
[00:12:20.960 --> 00:12:25.240]  甚至病重離世
[00:12:25.240 --> 00:12:29.680]  我知道弟兄姊妹當中有這樣的情況
[00:12:29.680 --> 00:12:36.720]  他們的親友臨終前見一面的機會也沒有
[00:12:36.720 --> 00:12:39.880]  沒有辦法去講最後的遺言
[00:12:39.880 --> 00:12:43.400]  親身的去見面
[00:12:43.400 --> 00:12:48.200]  加上繁忙的生活或者這幾年這樣的狀況
[00:12:48.200 --> 00:12:52.000]  這些弟兄姊妹可能連坐下來靜一靜
[00:12:52.000 --> 00:12:55.440]  去處理自己的情緒的機會也沒有
[00:12:55.440 --> 00:12:58.480]  我們當中會不會有這樣的狀況呢
[00:12:58.480 --> 00:13:04.080]  我們會不會有一些身心靈都軟弱的弟兄姊妹在我們當中
[00:13:04.080 --> 00:13:06.680]  我們會不會關心一下呢
[00:13:06.680 --> 00:13:10.560]  而路撒冷的教會在大仇逼迫之後
[00:13:10.560 --> 00:13:13.640]  信主的人數就大大增加
[00:13:13.640 --> 00:13:15.280]  香港教會又如何呢
[00:13:15.280 --> 00:13:18.000]  我們經歷了三年的疫情
[00:13:18.000 --> 00:13:20.400]  我們又如何呢
[00:13:20.400 --> 00:13:24.920]  我認為我們一方面是需要繼續去傳福音
[00:13:24.920 --> 00:13:27.720]  因為黑暗中的人是需要主
[00:13:27.720 --> 00:13:29.880]  但另一方面我們也不能忽略的就是
[00:13:29.880 --> 00:13:35.080]  我們要關心我們身邊的肢體
[00:13:35.080 --> 00:13:40.000]  我們鼓勵那些還未回到實體聚會的
[00:13:40.000 --> 00:13:41.440]  弟兄姊妹回來了
[00:13:41.440 --> 00:13:46.320]  今天我很開心看到 Samuel 我們一起在這裡實體崇拜
[00:13:46.320 --> 00:13:51.400]  但其實有些可能他們還未適應到回來了
[00:13:51.400 --> 00:13:52.520]  我們關心一下他們
[00:13:52.520 --> 00:13:55.440]  或者我們打個電話問候一下
[00:13:55.440 --> 00:13:57.360]  又或者回來了
[00:13:57.360 --> 00:13:59.480]  我們有沒有彼此關心呢
[00:13:59.480 --> 00:14:04.320]  散會之後我們是不是個個走得快好世界呢
[00:14:04.320 --> 00:14:07.000]  我們可以散會之後
[00:14:07.000 --> 00:14:09.400]  我們可以彼此問候一下
[00:14:09.400 --> 00:14:11.400]  我們講閒話講得多
[00:14:11.400 --> 00:14:13.240]  其實講閒話也是重要的
[00:14:13.240 --> 00:14:15.560]  有時候我們也要放鬆一下
[00:14:15.560 --> 00:14:16.160]  輕鬆一下
[00:14:16.160 --> 00:14:17.240]  講一下閒話
[00:14:17.240 --> 00:14:18.680]  但除了閒話之外
[00:14:18.680 --> 00:14:20.520]  其實我們可以講得深入一點
[00:14:20.520 --> 00:14:22.560]  問候一下對方
[00:14:22.560 --> 00:14:23.680]  你的近況如何
[00:14:23.680 --> 00:14:26.840]  有沒有事情我們可以為你代禱
[00:14:26.840 --> 00:14:30.840]  其實祈禱是基督徒獨有的權柄
[00:14:30.840 --> 00:14:31.800]  未信的人
[00:14:31.800 --> 00:14:33.800]  他們不懂得祈禱
[00:14:33.800 --> 00:14:35.200]  他們不知道向誰祈禱
[00:14:35.200 --> 00:14:36.960]  但我們懂得
[00:14:36.960 --> 00:14:39.200]  當我們的溝通裏面
[00:14:39.200 --> 00:14:44.200]  加上彼此關懷、紀念、代禱的元素的時候
[00:14:44.200 --> 00:14:46.200]  我們的關係就不一樣
[00:14:46.200 --> 00:14:48.800]  是深入一點的
[00:14:48.800 --> 00:14:54.480]  這段經文還有第二種信徒的狀況
[00:14:54.480 --> 00:14:58.440]  是描述了撒瑪利亞的信徒
[00:14:58.440 --> 00:15:01.920]  耶路撒冷的教會在大受迫迫之後
[00:15:01.920 --> 00:15:06.160]  門徒就分散到各地傳道
[00:15:06.160 --> 00:15:08.880]  其中一個就是肥利
[00:15:08.880 --> 00:15:13.120]  大家知不知道肥利是甚麼人
[00:15:13.120 --> 00:15:14.760]  耶穌有十二個門徒
[00:15:14.760 --> 00:15:17.960]  裏面有其中一個叫做肥歷
[00:15:17.960 --> 00:15:21.600]  肥歷和肥利是否同一個人
[00:15:21.600 --> 00:15:23.160]  不是
[00:15:23.160 --> 00:15:28.880]  這個肥利和肥歷的原文是同一個字
[00:15:28.880 --> 00:15:31.680]  英文也是譯為Philip
[00:15:31.680 --> 00:15:34.440]  但中文有不同的翻譯
[00:15:34.440 --> 00:15:36.280]  他們是兩個不同的人
[00:15:36.280 --> 00:15:39.240]  這一個是肥歷,我經常在想他是不是比較肥
[00:15:39.240 --> 00:15:41.040]  喜歡吃肥的東西
[00:15:41.040 --> 00:15:46.800]  這個肥歷在《士郎行傳》第六章出現過
[00:15:46.800 --> 00:15:51.600]  當時教會要選出一些執事
[00:15:51.600 --> 00:15:53.880]  協助做一些行政事務
[00:15:53.880 --> 00:15:59.000]  讓使徒可以專心地祈禱傳道
[00:15:59.000 --> 00:16:01.200]  當時選出了七個執事
[00:16:01.200 --> 00:16:03.280]  肥歷是其中之一
[00:16:03.280 --> 00:16:06.440]  他和斯提反都是當時選出來的執事
[00:16:06.440 --> 00:16:09.640]  不過他們兩個人的際遇就很不同
[00:16:09.640 --> 00:16:12.000]  斯提反出道不久
