
[00:00:00.000 --> 00:00:04.500]  今天輪到我講以詩帖記的最後一講
[00:00:04.500 --> 00:00:09.300]  在講之前我想有幾幅圖畫給大家看看
[00:00:09.300 --> 00:00:11.500]  大家留心看看
[00:00:11.500 --> 00:00:13.000]  大家看到甚麼?
[00:00:13.000 --> 00:00:16.500]  是不是一個女士的面孔?
[00:00:16.500 --> 00:00:18.500]  看真一點
[00:00:18.500 --> 00:00:21.500]  其實是兩隻馬
[00:00:21.500 --> 00:00:24.000]  這些是牠的馬腳
[00:00:24.000 --> 00:00:26.500]  這個好像是鼻子
[00:00:26.500 --> 00:00:28.000]  但其實是一隻小鳥
[00:00:28.000 --> 00:00:30.000]  這個是山
[00:00:30.000 --> 00:00:33.000]  這個呢?
[00:00:33.000 --> 00:00:35.000]  你又看到甚麼?
[00:00:35.000 --> 00:00:38.000]  又是一個女士的面孔?
[00:00:38.000 --> 00:00:41.000]  又看真一點,是甚麼來的?
[00:00:41.000 --> 00:00:43.000]  對了,這是樹幹
[00:00:43.000 --> 00:00:46.000]  這個好像眼眉,其實是樹葉
[00:00:46.000 --> 00:00:48.000]  這三隻是小鳥
[00:00:48.000 --> 00:00:52.000]  再看看這一幅
[00:00:52.000 --> 00:00:54.000]  你看到多少個面孔?
[00:00:54.000 --> 00:00:56.000]  兩個面孔?
[00:00:57.000 --> 00:00:59.000]  一個,兩個,三個
[00:00:59.000 --> 00:01:00.000]  多少個?
[00:01:00.000 --> 00:01:03.000]  這裡是一個面孔,一個側面
[00:01:03.000 --> 00:01:05.000]  眼睛,鼻子,嘴巴
[00:01:05.000 --> 00:01:07.000]  這裡是另外一個側面
[00:01:07.000 --> 00:01:09.000]  另外這樣呢
[00:01:09.000 --> 00:01:11.000]  其實是一個整個面孔
[00:01:11.000 --> 00:01:13.000]  正面的面孔
[00:01:13.000 --> 00:01:15.000]  前面這個是一個瓶子
[00:01:15.000 --> 00:01:18.000]  其實是三個面孔
[00:01:18.000 --> 00:01:21.000]  我們又再看看這一幅
[00:01:21.000 --> 00:01:23.000]  你看到甚麼?
[00:01:25.000 --> 00:01:27.000]  看到甚麼?
[00:01:27.000 --> 00:01:31.000]  看到一個女士
[00:01:31.000 --> 00:01:33.000]  一個少女,是嗎?
[00:01:33.000 --> 00:01:34.000]  這個呢?
[00:01:34.000 --> 00:01:36.000]  這裡有眼一摸的
[00:01:36.000 --> 00:01:38.000]  這個耳朵,這個鼻子
[00:01:38.000 --> 00:01:40.000]  這個下巴
[00:01:40.000 --> 00:01:41.000]  這條是她的頸鏈
[00:01:41.000 --> 00:01:42.000]  這是一個側面,是嗎?
[00:01:42.000 --> 00:01:44.000]  一個少女的側面
[00:01:44.000 --> 00:01:46.000]  還看到甚麼呢?
[00:01:46.000 --> 00:01:48.000]  巫婆
[00:01:48.000 --> 00:01:49.000]  是嗎?
[00:01:49.000 --> 00:01:51.000]  這個是巫婆的眼睛
[00:01:51.000 --> 00:01:53.000]  這個是巫婆的鼻子
[00:01:53.000 --> 00:01:55.000]  一個勾鼻
[00:01:55.000 --> 00:01:57.000]  一個長的下巴
[00:01:57.000 --> 00:01:59.000]  其實還有一隻貓在上面
[00:01:59.000 --> 00:02:03.000]  這幾幅圖畫
[00:02:03.000 --> 00:02:05.000]  挺有趣的
[00:02:05.000 --> 00:02:07.000]  這幾幅圖畫到底有甚麼意義呢?
[00:02:07.000 --> 00:02:09.000]  其實我們想帶出一個意思
[00:02:09.000 --> 00:02:11.000]  就是說
[00:02:11.000 --> 00:02:13.000]  我們以為
[00:02:13.000 --> 00:02:15.000]  我們看到的東西很真實
[00:02:15.000 --> 00:02:17.000]  但其實有時候
[00:02:17.000 --> 00:02:19.000]  我們被那些虛幻的東西
[00:02:19.000 --> 00:02:21.000]  騙了
[00:02:21.000 --> 00:02:23.000]  有時候是我們自己
[00:02:23.000 --> 00:02:25.000]  走漏眼,看錯了
[00:02:25.000 --> 00:02:27.000]  不過也有些時候
[00:02:27.000 --> 00:02:29.000]  是我們自己選擇
[00:02:29.000 --> 00:02:31.000]  隻眼開,隻眼閉
[00:02:31.000 --> 00:02:33.000]  自己騙自己
[00:02:33.000 --> 00:02:35.000]  看錯那幾幅圖畫
[00:02:35.000 --> 00:02:37.000]  問題不大
[00:02:37.000 --> 00:02:39.000]  但如果我們被人騙了
[00:02:39.000 --> 00:02:41.000]  看錯人的話
[00:02:41.000 --> 00:02:43.000]  後果可大可小
[00:02:43.000 --> 00:02:45.000]  所以我們應該將我們的焦點
[00:02:45.000 --> 00:02:47.000]  不要只放在人那裡
[00:02:47.000 --> 00:02:49.000]  我們要多些放焦點在神那裡
[00:02:51.000 --> 00:02:53.000]  但問題就是
[00:02:53.000 --> 00:02:55.000]  我們是看不見神的
[00:02:55.000 --> 00:02:57.000]  有沒有人見過神?
[00:02:57.000 --> 00:02:59.000]  見過神的樣子嗎?沒有人見過
[00:02:59.000 --> 00:03:01.000]  神是我們看不到的
[00:03:01.000 --> 00:03:03.000]  我們怎樣去信靠祂呢?
[00:03:03.000 --> 00:03:05.000]  就好像我們今天繼續說的
[00:03:05.000 --> 00:03:07.000]  「以斯帖記」
[00:03:07.000 --> 00:03:09.000]  其實在「以斯帖記」其中一個特色
[00:03:09.000 --> 00:03:11.000]  就是整本書
[00:03:11.000 --> 00:03:13.000]  你都看不到神的名字
[00:03:13.000 --> 00:03:15.000]  整本書裡都沒有提過神的名字
[00:03:15.000 --> 00:03:17.000]  甚至沒有提過「神」這個字
[00:03:17.000 --> 00:03:19.000]  我們怎樣從這本書裡
[00:03:19.000 --> 00:03:21.000]  看到神的作為呢?
[00:03:21.000 --> 00:03:23.000]  在回應這個問題之前
[00:03:23.000 --> 00:03:25.000]  我想先和大家
[00:03:25.000 --> 00:03:27.000]  重溫一下
[00:03:27.000 --> 00:03:29.000]  「以斯帖記」的歷史背景
[00:03:29.000 --> 00:03:31.000]  和這本書的內容
[00:03:31.000 --> 00:03:33.000]  大家不要說我
[00:03:33.000 --> 00:03:35.000]  長氣沉氣
[00:03:35.000 --> 00:03:37.000]  因為我發覺每一次說起
[00:03:37.000 --> 00:03:39.000]  以色列人的歷史的時候
[00:03:39.000 --> 00:03:41.000]  大家都會一念忘言
[00:03:41.000 --> 00:03:43.000]  我們看看這幅圖
[00:03:43.000 --> 00:03:45.000]  我們重溫一下
[00:03:45.000 --> 00:03:47.000]  以色列的
[00:03:47.000 --> 00:03:49.000]  第一個皇帝
[00:03:49.000 --> 00:03:51.000]  蘇羅,第二個皇帝大衛
[00:03:51.000 --> 00:03:53.000]  第三個皇帝是索羅門
[00:03:53.000 --> 00:03:55.000]  索羅門死了之後,國家就一分為二
[00:03:55.000 --> 00:03:57.000]  分裂成為北國
[00:03:57.000 --> 00:03:59.000]  和南國
[00:03:59.000 --> 00:04:01.000]  順帶一提
[00:04:01.000 --> 00:04:03.000]  在「以斯帖記」裡
[00:04:03.000 --> 00:04:05.000]  你經常都會看到
[00:04:05.000 --> 00:04:07.000]  猶大人
[00:04:07.000 --> 00:04:09.000]  到底
[00:04:09.000 --> 00:04:11.000]  猶大人是什麼呢?
[00:04:11.000 --> 00:04:13.000]  原來先是北國滅亡了
[00:04:13.000 --> 00:04:15.000]  南國後來也滅亡了
[00:04:15.000 --> 00:04:17.000]  南國滅亡了之後
[00:04:17.000 --> 00:04:19.000]  他們就被擄到北方
[00:04:19.000 --> 00:04:21.000]  所以那些人
[00:04:21.000 --> 00:04:23.000]  也稱為猶大人
[00:04:23.000 --> 00:04:25.000]  就是這個意思
[00:04:25.000 --> 00:04:27.000]  其實他們都是以色列人
[00:04:27.000 --> 00:04:29.000]  他們先是
[00:04:29.000 --> 00:04:31.000]  被
[00:04:31.000 --> 00:04:33.000]  北國被亞述滅的
[00:04:33.000 --> 00:04:35.000]  南國就被巴比倫滅
[00:04:35.000 --> 00:04:37.000]  巴比倫滅了,亞述就滅了南國
[00:04:37.000 --> 00:04:39.000]  後來
[00:04:39.000 --> 00:04:41.000]  波斯又滅了巴比倫
[00:04:41.000 --> 00:04:43.000]  去到
[00:04:43.000 --> 00:04:45.000]  波斯統治
[00:04:45.000 --> 00:04:47.000]  以色列人的時候
[00:04:47.000 --> 00:04:49.000]  波斯王
[00:04:49.000 --> 00:04:51.000]  採取一個懷柔政策
[00:04:51.000 --> 00:04:55.000]  先後三次
[00:04:55.000 --> 00:04:57.000]  准許他們
[00:04:57.000 --> 00:04:59.000]  回歸耶路撒冷
[00:04:59.000 --> 00:05:01.000]  重建聖殿,重建城牆
[00:05:01.000 --> 00:05:03.000]  波斯王當時
[00:05:03.000 --> 00:05:05.000]  准許三個領袖
[00:05:05.000 --> 00:05:07.000]  帶領以色列人回歸
[00:05:07.000 --> 00:05:09.000]  先前我們已經看過「以斯拉記」
[00:05:09.000 --> 00:05:11.000]  和「尼希米記」
[00:05:11.000 --> 00:05:13.000]  再說「以斯帖記」
[00:05:13.000 --> 00:05:15.000]  「以斯帖記」其實就是
[00:05:15.000 --> 00:05:17.000]  第一次波斯王
