
[00:00:00.000 --> 00:00:02.000]  我們先低頭有個禱告 好嗎
[00:00:02.000 --> 00:00:03.000]  天爺我們感謝祢
[00:00:03.000 --> 00:00:04.500]  都讓我們回到教會裏面
[00:00:04.500 --> 00:00:06.500]  可以去敬拜祢 可以去親近祢
[00:00:06.500 --> 00:00:08.500]  去感受祢的愛和同在
[00:00:08.500 --> 00:00:10.500]  而祢親自的去指福給我們
[00:00:10.500 --> 00:00:12.500]  用聖靈去幫助我們
[00:00:12.500 --> 00:00:14.000]  讓我們在祢的話語裏面
[00:00:14.000 --> 00:00:15.500]  能夠聽得清楚和明白
[00:00:15.500 --> 00:00:17.000]  讓我們認識祢更多
[00:00:17.000 --> 00:00:19.500]  我們感恩禱告 奉靠主耶穌基督的名
[00:00:19.500 --> 00:00:21.000]  Amen
[00:00:21.000 --> 00:00:23.000]  今天已經是進入了
[00:00:23.000 --> 00:00:25.000]  道成肉身的第二講
[00:00:25.000 --> 00:00:28.000]  這個季題其實比較難講的
[00:00:28.000 --> 00:00:30.000]  和比較抽象
[00:00:30.000 --> 00:00:32.000]  但當去年去想整個主題的時候
[00:00:32.000 --> 00:00:35.000]  發覺當我們去學習做主的門徒
[00:00:35.000 --> 00:00:37.000]  然後進入到最後一季
[00:00:37.000 --> 00:00:40.000]  是在講要讓上帝的愛
[00:00:40.000 --> 00:00:42.000]  在我們心靈當中去彰顯
[00:00:42.000 --> 00:00:44.000]  所以中間沒有辦法
[00:00:44.000 --> 00:00:47.000]  不去在這個課題裏面去探索一下
[00:00:47.000 --> 00:00:49.000]  事實上上個星期
[00:00:49.000 --> 00:00:51.000]  牧師已經講了道成肉身
[00:00:51.000 --> 00:00:53.000]  一個很重要的概念
[00:00:53.000 --> 00:00:56.000]  就在這個約翰福音的第一章十四節裏講
[00:00:56.000 --> 00:00:58.000]  道成肉身是住在我們中間
[00:00:58.000 --> 00:01:01.000]  充充滿滿的有恩典 有真理
[00:01:01.000 --> 00:01:03.000]  我們也見過它的榮光
[00:01:03.000 --> 00:01:06.000]  正是負獨生子的榮光
[00:01:06.000 --> 00:01:10.000]  所以道成肉身是要去彰顯上帝的同在
[00:01:10.000 --> 00:01:15.000]  當中特別的是去彰顯上帝的恩典和真理
[00:01:15.000 --> 00:01:18.000]  這個是耶穌基督第一次來到世界的時候
[00:01:18.000 --> 00:01:20.000]  一個很重要的使命
[00:01:20.000 --> 00:01:23.000]  當然我們也提到耶穌將會有第二次的再來
[00:01:23.000 --> 00:01:26.000]  第二次的再來其實是一個審判的時間
[00:01:26.000 --> 00:01:28.000]  和第一次的使命是很不同的
[00:01:28.000 --> 00:01:30.000]  但是什麼叫道成肉身呢?
[00:01:30.000 --> 00:01:33.000]  這個字眼在基督教也會提到
[00:01:33.000 --> 00:01:35.000]  但其實一般初初信主的
[00:01:35.000 --> 00:01:37.000]  說就不太知道自己在說什麼
[00:01:37.000 --> 00:01:41.000]  原因就是其實我們對於道也是比較複雜
[00:01:41.000 --> 00:01:43.000]  我們的道有道教的道
[00:01:43.000 --> 00:01:45.000]  大家都不太知道在說什麼
[00:01:45.000 --> 00:01:47.000]  但是其實聖經裏面的道
[00:01:47.000 --> 00:01:50.000]  在希臘文裏面的意思是說話的意思
[00:01:50.000 --> 00:01:53.000]  一些意思一些思想一些智慧
[00:01:53.000 --> 00:01:57.000]  而我們一般道成肉身的道
[00:01:57.000 --> 00:02:00.000]  就是泛指我們聖父聖子聖靈
[00:02:00.000 --> 00:02:02.000]  三位一體在上帝裏面的第二個位格
[00:02:02.000 --> 00:02:04.000]  就是聖子耶穌基督
[00:02:04.000 --> 00:02:07.000]  是這個位格的神
[00:02:07.000 --> 00:02:09.000]  就是上帝的說話思想和智慧
[00:02:09.000 --> 00:02:13.000]  用了一個肉身出現在人間
[00:02:13.000 --> 00:02:16.000]  這個狀態就叫做道成肉身
[00:02:16.000 --> 00:02:19.000]  在當時的社會來說是挺難理解的
[00:02:19.000 --> 00:02:21.000]  完全不知道在做什麼事
[00:02:21.000 --> 00:02:23.000]  所以當耶穌說祂自己是神
[00:02:23.000 --> 00:02:25.000]  是神的兒子
[00:02:25.000 --> 00:02:27.000]  都會令到這麼多人反感
[00:02:27.000 --> 00:02:29.000]  因為是很難理解
[00:02:29.000 --> 00:02:31.000]  不過我們中國人是好一點的
[00:02:31.000 --> 00:02:33.000]  因為其實我們又好像容易明白一點
[00:02:33.000 --> 00:02:35.000]  為什麼呢?
[00:02:35.000 --> 00:02:38.000]  因為大家都是生長在中國的文化裏面
[00:02:38.000 --> 00:02:40.000]  我們聽了很多民間傳奇
[00:02:40.000 --> 00:02:42.000]  民間的故事很吸引你的
[00:02:42.000 --> 00:02:45.000]  都是在說仙女下凡
[00:02:45.000 --> 00:02:47.000]  神仙在上面住得不耐煩
[00:02:47.000 --> 00:02:50.000]  下面的帥哥就變成村姑
[00:02:50.000 --> 00:02:51.000]  跟祂相處
[00:02:51.000 --> 00:02:53.000]  我們經常都聽這些故事
[00:02:53.000 --> 00:02:55.000]  所以小時候聽這個道理的時候
[00:02:55.000 --> 00:02:57.000]  會覺得是不是仙女下凡呢?
[00:02:57.000 --> 00:02:59.000]  簡單來說就是說
[00:02:59.000 --> 00:03:01.000]  有一個道
[00:03:01.000 --> 00:03:03.000]  這個道就是神
[00:03:03.000 --> 00:03:05.000]  就是上帝的說話智慧能力
[00:03:05.000 --> 00:03:07.000]  然後祂就化身了一個肉身
[00:03:07.000 --> 00:03:09.000]  活在人間
[00:03:09.000 --> 00:03:11.000]  我的意思是不是這麼簡單呢?
[00:03:11.000 --> 00:03:13.000]  我們細細去看看
[00:03:13.000 --> 00:03:15.000]  約翰福音第一章的一至四節
[00:03:15.000 --> 00:03:17.000]  因為那裏是很清楚解釋
[00:03:17.000 --> 00:03:19.000]  這個道是什麼來的
[00:03:19.000 --> 00:03:21.000]  他說太初有道
[00:03:21.000 --> 00:03:23.000]  道與神同在
[00:03:23.000 --> 00:03:25.000]  道就是神
[00:03:25.000 --> 00:03:27.000]  寫道太初與神同在
[00:03:27.000 --> 00:03:29.000]  為什麼這麼沉悶呢?
[00:03:29.000 --> 00:03:31.000]  因為我們的觀念裏面
[00:03:31.000 --> 00:03:33.000]  上帝就是上帝
[00:03:33.000 --> 00:03:35.000]  神就是神
[00:03:35.000 --> 00:03:37.000]  創造天地萬物的就是那個神
[00:03:37.000 --> 00:03:39.000]  那怎麼樣耶穌又會跟神一樣呢?
[00:03:39.000 --> 00:03:41.000]  但是約翰已經寫得很清楚
[00:03:41.000 --> 00:03:43.000]  其實從一開始
[00:03:43.000 --> 00:03:45.000]  太初的時候
[00:03:45.000 --> 00:03:47.000]  聖子聖父聖靈
[00:03:47.000 --> 00:03:49.000]  是一鬼神
[00:03:49.000 --> 00:03:51.000]  這個已經是一個奧秘
[00:03:51.000 --> 00:03:53.000]  這個道是神
[00:03:53.000 --> 00:03:55.000]  最重要的一件事
[00:03:55.000 --> 00:03:57.000]  可能我們一直在創世的時候
[00:03:57.000 --> 00:03:59.000]  我們會覺得天父上帝就創造
[00:03:59.000 --> 00:04:01.000]  天地萬物的
[00:04:01.000 --> 00:04:03.000]  這樣想法
[00:04:03.000 --> 00:04:05.000]  但是這裏約翰說得很清楚
[00:04:05.000 --> 00:04:07.000]  萬有都是直著
[00:04:07.000 --> 00:04:09.000]  道而造成的
[00:04:09.000 --> 00:04:11.000]  凡所有被造的
[00:04:11.000 --> 00:04:13.000]  沒有一樣
[00:04:13.000 --> 00:04:15.000]  不是直著他造的
[00:04:15.000 --> 00:04:17.000]  生命在他的裏頭
