
[00:00:00.000 --> 00:00:02.100]  今天跟大家一起繼續看
[00:00:02.100 --> 00:00:05.040]  上個星期我們看了路加坊的第十四章
[00:00:05.040 --> 00:00:06.600]  一到二十四節
[00:00:06.600 --> 00:00:09.900]  講到耶穌給我們賦賢藉的教導
[00:00:09.900 --> 00:00:14.480]  然後當一群人跟隨耶穌同行的時候
[00:00:14.480 --> 00:00:16.880]  耶穌特別對這群人講了
[00:00:16.880 --> 00:00:20.520]  如何跟從祂的一個教導
[00:00:20.520 --> 00:00:24.840]  是讓人知道去經歷
[00:00:24.840 --> 00:00:29.800]  如何才可以有力量跟從主
[00:00:30.240 --> 00:00:34.280]  所以我想跟大家在今年我們教會的主題
[00:00:34.280 --> 00:00:37.600]  高舉基督 更新同行當中
[00:00:37.600 --> 00:00:38.920]  我們也一起來想想
[00:00:38.920 --> 00:00:40.820]  到底我們作為基督徒
[00:00:40.820 --> 00:00:43.580]  我們是如何來跟從我們的主
[00:00:43.580 --> 00:00:47.800]  我們可以更新我們跟從主的力量
[00:00:47.800 --> 00:00:50.320]  今天是經文在路加坊的第十四章
[00:00:50.320 --> 00:00:52.760]  二十五到三十五節
[00:00:52.760 --> 00:00:53.680]  我想邀請大家
[00:00:53.680 --> 00:00:56.160]  我們也一起來讀一次這段經文
[00:00:56.160 --> 00:01:00.280]  讓我們能夠先領受神的說話
[00:01:00.280 --> 00:01:02.860]  然後一起領受當中的訊息
[00:01:02.860 --> 00:01:05.160]  看到的我們一起來讀完這段經文
[00:01:05.160 --> 00:01:06.560]  預備起
[00:01:06.560 --> 00:01:10.160]  有極多的人和耶穌同行
[00:01:10.160 --> 00:01:13.000]  他轉過來對他們說
[00:01:13.000 --> 00:01:15.200]  「人到我這裡來
[00:01:15.200 --> 00:01:19.080]  若不愛我勝過愛自己的父母
[00:01:19.080 --> 00:01:22.840]  妻子、兒女、弟兄、姊妹
[00:01:22.840 --> 00:01:24.840]  和自己的姓名
[00:01:24.840 --> 00:01:27.800]  就不能作我的門徒
[00:01:27.800 --> 00:01:32.120]  凡不背著自己十字架跟從我的
[00:01:32.120 --> 00:01:34.920]  也不能作我的門徒
[00:01:34.920 --> 00:01:38.080]  你們哪一個要蓋一座樓
[00:01:38.080 --> 00:01:41.240]  不先坐下算計花費
[00:01:41.240 --> 00:01:43.640]  能蓋成不能呢?
[00:01:43.640 --> 00:01:47.560]  恐怕安了地基不能成功
[00:01:47.560 --> 00:01:51.000]  看見的人都笑話他說
[00:01:51.000 --> 00:01:55.160]  這個人開了工卻不能完工
[00:01:55.160 --> 00:01:59.560]  或是一個王出去和別的王打仗
[00:01:59.560 --> 00:02:01.960]  豈不先坐下酌量
[00:02:01.960 --> 00:02:05.920]  能用一萬兵去敵那另二萬兵
[00:02:05.920 --> 00:02:08.040]  來攻打他的嗎?
[00:02:08.040 --> 00:02:09.480]  若是不能
[00:02:09.480 --> 00:02:12.480]  就趁敵人還原的時候
[00:02:12.480 --> 00:02:16.400]  派使者去求和式的條款
[00:02:16.400 --> 00:02:19.520]  這樣你們無論什麼人
[00:02:19.520 --> 00:02:22.400]  若不撇下一切所有的
[00:02:22.400 --> 00:02:25.120]  就不能作我的門徒
[00:02:25.120 --> 00:02:27.120]  鹽本是好的
[00:02:27.120 --> 00:02:29.120]  鹽若失了味
[00:02:29.120 --> 00:02:32.640]  可用什麼叫它再鹹呢?
[00:02:32.640 --> 00:02:34.840]  或用在田裡
[00:02:34.840 --> 00:02:36.840]  或堆在糞裡
[00:02:36.840 --> 00:02:38.480]  都不合適
[00:02:38.480 --> 00:02:40.720]  只好丟在外面
[00:02:40.720 --> 00:02:42.520]  有以可停的
[00:02:42.520 --> 00:02:44.720]  就應當停
[00:02:44.720 --> 00:02:49.320]  今天我們要看看跟從耶穌的力量
[00:02:49.320 --> 00:02:51.880]  如果剛才我們有留意經文裡面
[00:02:51.880 --> 00:02:53.280]  提了三次
[00:02:53.280 --> 00:02:56.840]  不能作我的門徒
[00:02:56.840 --> 00:02:58.160]  分別在開始的時候
[00:02:58.160 --> 00:03:01.240]  26、27節就已經提到
[00:03:01.240 --> 00:03:03.920]  如果不愛耶穌勝過什麼
[00:03:03.920 --> 00:03:06.480]  就會不能作我的門徒
[00:03:06.480 --> 00:03:09.040]  不背自己的十字架跟從
[00:03:09.040 --> 00:03:11.840]  也不能作我的門徒
[00:03:11.840 --> 00:03:16.320]  然後說到一個蓋房子和打仗的比喻的時候
[00:03:16.320 --> 00:03:19.320]  告訴我們如果不撇下一切所有
[00:03:19.320 --> 00:03:22.600]  就不能作我的門徒
[00:03:22.600 --> 00:03:24.640]  所以不能作我的門徒
[00:03:24.640 --> 00:03:28.840]  是這段經文一個很重要的訊息
[00:03:28.840 --> 00:03:33.640]  提醒我們到底有沒有想過
[00:03:33.640 --> 00:03:35.640]  我們說跟從耶穌
[00:03:35.640 --> 00:03:40.000]  其實原來是不一定能夠的
[00:03:40.000 --> 00:03:42.000]  當然這段經文有時提醒
[00:03:42.000 --> 00:03:44.000]  有人會用來看
[00:03:44.000 --> 00:03:45.000]  起樓也好
[00:03:45.000 --> 00:03:45.640]  打仗也好
[00:03:45.640 --> 00:03:48.840]  就覺得我們應該也要計算一下
[00:03:48.840 --> 00:03:50.520]  跟從耶穌
[00:03:50.520 --> 00:03:55.040]  要作一個腳徒要付出的代價
[00:03:55.040 --> 00:03:56.200]  計算完之後
[00:03:56.200 --> 00:03:59.680]  我們要計算清楚代價才去跟從
[00:03:59.680 --> 00:04:01.680]  但其實這段經文
[00:04:01.680 --> 00:04:06.000]  一個更重要的訊息是什麼呢?
[00:04:06.000 --> 00:04:08.720]  是當我們計算明白了之後
[00:04:08.720 --> 00:04:10.520]  我們要信耶穌了
[00:04:10.520 --> 00:04:12.400]  我們要跟主作門徒了
[00:04:12.400 --> 00:04:14.200]  其實要想想自己
[00:04:14.200 --> 00:04:17.400]  我有多少的力量
[00:04:17.400 --> 00:04:18.400]  我們有沒有醒覺到
[00:04:18.400 --> 00:04:20.200]  其實原來要跟耶穌
[00:04:20.200 --> 00:04:23.600]  不單單是看你付出多少代價
[00:04:23.600 --> 00:04:27.280]  反而是看是不是真的我有這樣的能力
[00:04:27.280 --> 00:04:32.080]  我能不能夠來跟從耶穌呢?
[00:04:32.080 --> 00:04:34.600]  這反而是在這段經文提醒我們
[00:04:34.600 --> 00:04:39.200]  我們要看看我們有什麼能力來跟從
[00:04:39.200 --> 00:04:42.400]  然後問問自己我能夠嗎?
[00:04:42.400 --> 00:04:44.400]  如果只是從這段經文裡面看的時候
[00:04:44.400 --> 00:04:45.800]  它說到蓋房子也好
[00:04:45.800 --> 00:04:46.920]  打仗也好
[00:04:46.920 --> 00:04:50.520]  其實它提到就是不能成功
[00:04:50.520 --> 00:04:52.600]  如果我們開了工之後
[00:04:52.600 --> 00:04:55.720]  真的可能不能完成
[00:04:55.720 --> 00:04:57.200]  然後最後一個結論就是說
[00:04:57.200 --> 00:04:58.960]  若是不能
[00:04:58.960 --> 00:05:01.320]  你就要快點去做一些事情
[00:05:01.320 --> 00:05:02.640]  所以其實這裡提醒我們
[00:05:02.640 --> 00:05:05.520]  要醒覺跟從主的力量
[00:05:05.520 --> 00:05:08.080]  這個能力、這個實力
[00:05:08.080 --> 00:05:10.560]  我們夠不夠
[00:05:10.560 --> 00:05:11.960]  整段經文提醒我們
[00:05:11.960 --> 00:05:13.600]  有三種的力量
[00:05:13.600 --> 00:05:16.200]  包括了推動力、承擔力
[00:05:16.200 --> 00:05:19.000]  和一個我叫做無己力
[00:05:19.000 --> 00:05:21.200]  大家大概現在可以知道
[00:05:21.200 --> 00:05:23.400]  無己力是什麼意思
[00:05:23.400 --> 00:05:25.240]  但其實這段經文的三種力
[00:05:25.240 --> 00:05:28.600]  所帶出的信息或者關聯是什麼呢?
[00:05:28.600 --> 00:05:30.440]  推動力提到愛
[00:05:30.440 --> 00:05:32.680]  承擔力是說到服從
[00:05:32.680 --> 00:05:35.600]  無己力其實是提醒我們倚靠
[00:05:35.600 --> 00:05:37.120]  我們倚靠什麼
[00:05:37.120 --> 00:05:40.000]  這是這段經文第十四章裡面
[00:05:40.000 --> 00:05:42.280]  三個很重要的信息
[00:05:42.280 --> 00:05:44.280]  而最後一個無己力
[00:05:44.280 --> 00:05:48.000]  是這段經文的最重要的信息
[00:05:48.000 --> 00:05:50.480]  但在我們去認識這三種力量的時候
[00:05:50.480 --> 00:05:52.160]  我會同時跟大家一起去看
[00:05:52.160 --> 00:05:55.680]  《路加福音》第九章和第四章
[00:05:55.680 --> 00:05:57.280]  這兩章有什麼特別呢?
[00:05:57.280 --> 00:05:58.440]  第九章、第四章
[00:05:58.440 --> 00:06:01.280]  加上今天的第十四章裡面的經文
[00:06:01.280 --> 00:06:03.200]  其實這三段經文
[00:06:03.200 --> 00:06:07.000]  同樣在說這三種的力量
[00:06:07.000 --> 00:06:09.200]  或者當中的含義
[00:06:09.200 --> 00:06:11.200]  以致帶出的信息
[00:06:11.200 --> 00:06:13.320]  是讓我們更加深刻
[00:06:13.320 --> 00:06:15.800]  而是耶穌再三的祝福我們
[00:06:15.800 --> 00:06:17.680]  原來我們作為一個基督徒
[00:06:17.680 --> 00:06:21.080]  我們怎樣來得到這三種力量
[00:06:21.080 --> 00:06:23.080]  或者我們怎樣來得到愛
[00:06:23.080 --> 00:06:24.440]  我們怎樣去服從
[00:06:24.440 --> 00:06:26.200]  我們怎樣去倚靠
[00:06:26.200 --> 00:06:29.120]  第十四章二十六節裡面
[00:06:29.120 --> 00:06:30.680]  先說到推動力
[00:06:30.680 --> 00:06:32.160]  推動力主要說什麼呢?
[00:06:32.160 --> 00:06:33.280]  剛剛也提到了
[00:06:33.280 --> 00:06:35.640]  其實是跟愛有關
[00:06:35.640 --> 00:06:36.840]  我們跟從耶穌
[00:06:36.840 --> 00:06:38.240]  我們信耶穌的時候
[00:06:38.240 --> 00:06:40.080]  我們有沒有這份愛
[00:06:40.080 --> 00:06:43.400]  我們是一份怎樣的愛呢?
[00:06:43.400 --> 00:06:46.240]  我不知道在弟兄姊妹當中
[00:06:46.240 --> 00:06:48.320]  你信耶穌的歷程裡面
[00:06:48.320 --> 00:06:50.120]  有什麼是感動到你
[00:06:50.120 --> 00:06:52.880]  或者是觸動到你來信耶穌
[00:06:52.880 --> 00:06:54.680]  可能有不少弟兄姊妹
[00:06:54.680 --> 00:06:58.800]  都是因為你很被神的愛感動
[00:06:58.800 --> 00:07:00.800]  所以你成為基督徒
[00:07:00.800 --> 00:07:03.280]  我相信不少弟兄姊妹都是這樣
[00:07:03.280 --> 00:07:05.320]  但是有些弟兄姊妹可能是經歷到
[00:07:05.320 --> 00:07:07.320]  神怎樣幫助過去
[00:07:07.680 --> 00:07:09.320]  去經歷到神的幫助
[00:07:09.320 --> 00:07:10.760]  所以去信耶穌
[00:07:10.760 --> 00:07:15.680]  有些人是因為他遇到驚慌或者害怕的事情
[00:07:15.680 --> 00:07:18.080]  他又經歷神賜給他的平安
[00:07:18.080 --> 00:07:21.040]  他在當中又被感動而信耶穌
[00:07:21.040 --> 00:07:23.400]  無論我們是怎樣來信耶穌
[00:07:23.400 --> 00:07:24.960]  當我們成為基督徒之後
[00:07:24.960 --> 00:07:26.160]  我很想提醒弟兄姊妹
[00:07:26.160 --> 00:07:27.960]  我們應該多一點去想想
[00:07:27.960 --> 00:07:31.360]  是在信仰裡面來經歷更多認識
[00:07:31.360 --> 00:07:33.560]  更多來經歷到神的愛
[00:07:33.560 --> 00:07:38.760]  這份愛才是我們繼續來跟從主的一個推動力
[00:07:38.760 --> 00:07:41.440]  保羅在《哥倫多學說》裡面
[00:07:41.440 --> 00:07:43.120]  有一句話我很喜歡的
[00:07:43.120 --> 00:07:46.720]  就是講到原來基督的愛激勵我們
[00:07:46.720 --> 00:07:50.240]  其實這個在我有時候跟弟兄姊妹分享
[00:07:50.240 --> 00:07:52.120]  做傳福音的工作
[00:07:52.120 --> 00:07:54.280]  怎樣帶著一個心
[00:07:54.280 --> 00:07:57.400]  或者一個態度、一個動機去做
[00:07:57.400 --> 00:07:59.200]  其中最重要
[00:07:59.200 --> 00:08:00.840]  我會提醒弟兄姊妹就是
[00:08:00.840 --> 00:08:02.160]  當你去傳福音
[00:08:02.160 --> 00:08:04.400]  你去為神侍奉、工作的時候
[00:08:04.400 --> 00:08:05.680]  可能是冥冥
[00:08:05.680 --> 00:08:08.160]  可能有些人是很害怕不傳福音有禍
[00:08:08.160 --> 00:08:08.840]  我就說
[00:08:08.840 --> 00:08:10.200]  其實最重要應該是
[00:08:10.200 --> 00:08:13.760]  因為基督的愛激勵你、激勵我
[00:08:13.760 --> 00:08:17.160]  我們願意來為主作見證
[00:08:17.160 --> 00:08:18.720]  願意來侍奉
[00:08:18.720 --> 00:08:20.600]  願意來過安慰日的生活
[00:08:20.600 --> 00:08:25.360]  是耶穌基督的愛成為我們最大的推動力
[00:08:25.360 --> 00:08:27.960]  在《路加方》十四章二十六節就提到
[00:08:27.960 --> 00:08:32.000]  「人道我者女,來日不愛我,勝過愛自己父母妻子兒女」
[00:08:32.000 --> 00:08:35.960]  「弟兄姊妹,自己生命就不能作我的門徒」
[00:08:35.960 --> 00:08:37.720]  所以這就是提到愛
[00:08:37.720 --> 00:08:41.080]  而這一份愛其實我們也應該的
[00:08:41.080 --> 00:08:42.800]  我們去愛我們身邊的人
[00:08:42.800 --> 00:08:45.080]  在人際關係裡面是應該的
[00:08:45.080 --> 00:08:46.320]  但他提醒我們
[00:08:46.320 --> 00:08:48.400]  當我們有這份愛的時候
[00:08:48.400 --> 00:08:50.640]  其實如果要比較
[00:08:50.640 --> 00:08:52.800]  其實我們要多一點去經歷
[00:08:52.800 --> 00:08:57.120]  回想起耶穌基督為我們捨身犧牲的愛
[00:08:57.120 --> 00:08:59.400]  這份愛要比較的時候
[00:08:59.400 --> 00:09:01.360]  就是一個更大的愛
[00:09:01.360 --> 00:09:04.160]  我們要被這份愛來推動
[00:09:04.160 --> 00:09:06.200]  所以愛耶穌
[00:09:06.200 --> 00:09:07.440]  經歷耶穌的愛
