
[00:00:00.000 --> 00:00:02.000]  有幅相片給大家看
[00:00:02.000 --> 00:00:10.000]  這個標語是在貴州的一條公路上的一個廣告牌的標語
[00:00:10.000 --> 00:00:12.000]  大家看到這些字吧
[00:00:12.000 --> 00:00:14.000]  我們一起讀出來
[00:00:14.000 --> 00:00:17.000]  功成不必在我
[00:00:17.000 --> 00:00:19.000]  可以從另外一邊讀
[00:00:19.000 --> 00:00:21.000]  都可以的
[00:00:21.000 --> 00:00:24.000]  我在必不成功
[00:00:24.000 --> 00:00:26.000]  很有趣吧
[00:00:26.000 --> 00:00:28.000]  在幾個月前
[00:00:28.000 --> 00:00:32.000]  這個笑話就在網絡上瘋傳
[00:00:32.000 --> 00:00:36.000]  本來那句說話是說功成不必在我
[00:00:36.000 --> 00:00:40.000]  是習近平總理在一個宴會上說的一句說話
[00:00:40.000 --> 00:00:42.000]  其實他只是引用前人的說話
[00:00:42.000 --> 00:00:45.000]  這句說話本來的意思就是說
[00:00:45.000 --> 00:00:48.000]  一件事成功就可以了
[00:00:48.000 --> 00:00:51.000]  不需要太計較自己的功績
[00:00:51.000 --> 00:00:55.000]  又或者一件事的成功不是靠一個人
[00:00:55.000 --> 00:00:57.000]  沒有人是不可或缺的
[00:00:57.000 --> 00:01:00.000]  但是如果說我在必不成功
[00:01:00.000 --> 00:01:02.000]  就變成一個笑話
[00:01:02.000 --> 00:01:05.000]  無論你是從左邊讀起
[00:01:05.000 --> 00:01:07.000]  還是從右邊讀過去
[00:01:07.000 --> 00:01:09.000]  其實這句說話都可以提醒我們
[00:01:09.000 --> 00:01:11.000]  做人不要太驕傲
[00:01:11.000 --> 00:01:16.000]  因為就算少有成就也好
[00:01:16.000 --> 00:01:18.000]  其實都不是一個人的功勞
[00:01:18.000 --> 00:01:19.000]  有一句說話說
[00:01:19.000 --> 00:01:22.000]  一將功成就萬骨枯
[00:01:22.000 --> 00:01:29.000]  一個將領的成功背後都有成千上萬的士兵來犧牲
[00:01:29.000 --> 00:01:31.000]  不過說就是這麼說
[00:01:31.000 --> 00:01:38.000]  人總是會在自覺與不自覺之間驕傲起來
[00:01:38.000 --> 00:01:43.000]  剛才主席所讀的那段經文的主角希西加
[00:01:43.000 --> 00:01:44.000]  其實都不例外
[00:01:44.000 --> 00:01:48.000]  今天我想從他的身上來看看
[00:01:48.000 --> 00:01:53.000]  我們如何避免自己落入驕傲的陷阱
[00:01:53.000 --> 00:01:56.000]  今期的《以道治見》
[00:01:56.000 --> 00:01:58.000]  讀以塞雅書
[00:01:58.000 --> 00:02:01.000]  由第24章讀到第39章
[00:02:01.000 --> 00:02:05.000]  上星期杜志維傳道跟我們說了第30章
[00:02:05.000 --> 00:02:08.000]  以塞雅書第30章
[00:02:08.000 --> 00:02:12.000]  今天我會說第39章
[00:02:12.000 --> 00:02:16.000]  其實都會提及前面幾章的經文
[00:02:16.000 --> 00:02:19.000]  我們再重溫以塞雅書的結構
[00:02:19.000 --> 00:02:21.000]  可以分為三大部分
[00:02:21.000 --> 00:02:24.000]  我們今天看的36至39章
[00:02:24.000 --> 00:02:27.000]  其實就在以塞雅書最中間的部分
[00:02:27.000 --> 00:02:29.000]  其實這一段都有點特別
[00:02:29.000 --> 00:02:32.000]  因為以塞雅書絕大部分
[00:02:32.000 --> 00:02:35.000]  都是用詩歌的形式來寫成
[00:02:35.000 --> 00:02:38.000]  唯獨這一段和前面那幾章
[00:02:38.000 --> 00:02:42.000]  6至8章就用敘事的方式寫
[00:02:42.000 --> 00:02:44.000]  其實你看聖經的編排
[00:02:44.000 --> 00:02:46.000]  你都會看到有些不同
[00:02:46.000 --> 00:02:48.000]  你揭開第36章
[00:02:48.000 --> 00:02:51.000]  以塞雅書的第36章
[00:02:51.000 --> 00:02:55.000]  36章是一節接著一節
[00:02:55.000 --> 00:02:57.000]  一段一段落的
[00:02:57.000 --> 00:03:00.000]  這個是敘事式的題材
[00:03:00.000 --> 00:03:04.000]  但前面第35章就看到齊齊齊
[00:03:04.000 --> 00:03:07.000]  每一節都開一行新的
[00:03:07.000 --> 00:03:09.000]  很整齊地齊齊齊
[00:03:09.000 --> 00:03:13.000]  這個就是詩歌的題材
[00:03:13.000 --> 00:03:18.000]  以塞雅書大部分都是用詩歌的題材來寫
[00:03:18.000 --> 00:03:21.000]  這一段在中間的位置
[00:03:21.000 --> 00:03:23.000]  用一個敘事的方式寫
[00:03:23.000 --> 00:03:28.000]  其實是要帶出一個承上啟下的作用
[00:03:28.000 --> 00:03:31.000]  就是要總結上一段
[00:03:31.000 --> 00:03:34.000]  然後帶出下一段的訊息
[00:03:34.000 --> 00:03:36.000]  到底要帶什麼訊息呢
[00:03:36.000 --> 00:03:38.000]  我一會兒會再說
[00:03:38.000 --> 00:03:42.000]  現在我們先來看36章的一節
[00:03:42.000 --> 00:03:43.000]  一起讀
[00:03:43.000 --> 00:03:45.000]  「希西加王十四年
[00:03:45.000 --> 00:03:48.000]  亞述王西拿基納上來
[00:03:48.000 --> 00:03:51.000]  攻擊猶大的一切堅固城
[00:03:51.000 --> 00:03:53.000]  將城攻取」
[00:03:53.000 --> 00:03:57.000]  當時亞述王上任不過四年
[00:03:57.000 --> 00:04:00.000]  他不斷擴張領土
[00:04:00.000 --> 00:04:05.000]  他的軍隊沿著地中海向南下
[00:04:05.000 --> 00:04:07.000]  勢如破竹
[00:04:07.000 --> 00:04:14.000]  他在猶大取得了46個堅固防衛的城市
[00:04:14.000 --> 00:04:17.000]  還有很多其他的小鎮
[00:04:17.000 --> 00:04:21.000]  他現在殺到耶路撒冷
[00:04:21.000 --> 00:04:26.000]  不過耶路撒冷是一座易守難攻的城市
[00:04:26.000 --> 00:04:29.000]  要攻陷它其實也不容易
[00:04:29.000 --> 00:04:32.000]  當時亞述軍為了保留實力
[00:04:32.000 --> 00:04:35.000]  要去打一個更強大的國家
[00:04:35.000 --> 00:04:36.000]  就是埃及
[00:04:36.000 --> 00:04:38.000]  所以他要保留實力
[00:04:38.000 --> 00:04:41.000]  他選擇用一個比較省水省力的戰略
[00:04:41.000 --> 00:04:44.000]  這個戰略就是心理戰
[00:04:44.000 --> 00:04:48.000]  他們大軍圍住耶路撒冷的外面
[00:04:48.000 --> 00:04:54.000]  軍隊向城內的人大聲叫喊
[00:04:54.000 --> 00:04:57.000]  向他們施壓和招降
[00:04:57.000 --> 00:05:00.000]  令人心惶惶
[00:05:00.000 --> 00:05:03.000]  這就是第36章所說的
[00:05:03.000 --> 00:05:07.000]  到第37章的時候
[00:05:07.000 --> 00:05:12.000]  當時猶大王希西加看到這樣的情勢
[00:05:12.000 --> 00:05:13.000]  知道不妙
[00:05:13.000 --> 00:05:17.000]  於是他馬上向先知以塞亞求救
[00:05:17.000 --> 00:05:20.000]  請求以塞亞向神祈禱
[00:05:20.000 --> 00:05:23.000]  我們現在看看神有沒有聽他的禱告
[00:05:23.000 --> 00:05:24.000]  我們一起讀
[00:05:24.000 --> 00:05:27.000]  耶和華的使者出去
[00:05:27.000 --> 00:05:31.000]  在亞述營中殺了十八萬五千人
[00:05:31.000 --> 00:05:34.000]  清早有人起來一看
[00:05:34.000 --> 00:05:36.000]  都是死屍了
[00:05:36.000 --> 00:05:37.000]  神有沒有聽他的禱告
[00:05:37.000 --> 00:05:39.000]  有 很厲害
[00:05:39.000 --> 00:05:41.000]  一夜之間
[00:05:41.000 --> 00:05:45.000]  十八萬五千的亞述軍隊全軍覆沒
[00:05:45.000 --> 00:05:49.000]  本來這場激戰會一觸即發
[00:05:49.000 --> 00:05:53.000]  但是現在猶大竟然可以不費一兵一卒
[00:05:53.000 --> 00:05:56.000]  將敵人全部殲滅
[00:05:56.000 --> 00:05:58.000]  這不是神蹟
[00:05:58.000 --> 00:05:59.000]  你說是什麼呢
[00:05:59.000 --> 00:06:03.000]  接著到第38章
[00:06:03.000 --> 00:06:05.000]  希西加又再面對危機
[00:06:05.000 --> 00:06:07.000]  這次不是打仗
[00:06:07.000 --> 00:06:10.000]  而是他自己患了重病
[00:06:10.000 --> 00:06:12.000]  病得差不多要死
[00:06:12.000 --> 00:06:15.000]  先知以塞亞對他說
[00:06:15.000 --> 00:06:16.000]  你死定了
[00:06:16.000 --> 00:06:19.000]  這次你死定為足
[00:06:19.000 --> 00:06:21.000]  希西加有什麼反應呢
[00:06:21.000 --> 00:06:23.000]  他的反應
[00:06:23.000 --> 00:06:25.000]  研究是馬上向神祈禱
[00:06:25.000 --> 00:06:27.000]  神有沒有聽到
[00:06:27.000 --> 00:06:29.000]  我們一起讀
[00:06:29.000 --> 00:06:33.000]  耶和華的話臨到以塞亞說
[00:06:33.000 --> 00:06:35.000]  你去告訴希西加說
[00:06:35.000 --> 00:06:39.000]  耶和華你祖大位的神如此說
[00:06:39.000 --> 00:06:41.000]  我聽見了你的禱告
[00:06:41.000 --> 00:06:43.000]  看見了你的眼淚
[00:06:43.000 --> 00:06:47.000]  我必加增你十五年的壽數
[00:06:47.000 --> 00:06:52.000]  並且我要救你和這城脫離亞述王的手
[00:06:52.000 --> 00:06:54.000]  也要保護這城
[00:06:54.000 --> 00:06:56.000]  神有沒有聽到禱告
[00:06:56.000 --> 00:06:57.000]  有
[00:06:57.000 --> 00:07:00.000]  神給予多十五年的壽命
[00:07:00.000 --> 00:07:02.000]  從這幾章我們看見
[00:07:02.000 --> 00:07:05.000]  希西加似乎是一個好的王
[00:07:05.000 --> 00:07:07.000]  每次遇到危難的時候
[00:07:07.000 --> 00:07:10.000]  他都會馬上向神求助
[00:07:10.000 --> 00:07:13.000]  神又一次一次來拯救他
[00:07:13.000 --> 00:07:14.000]  化險為夷
[00:07:14.000 --> 00:07:16.000]  只是到第39章
[00:07:16.000 --> 00:07:18.000]  剛才主席和我們讀的那章
