
[00:00:00.000 --> 00:00:03.000]  哈嘍,大家好!
[00:00:03.000 --> 00:00:08.000]  應該大家都看過這些樣子了
[00:00:08.000 --> 00:00:11.000]  我們先有個禱告,好嗎?
[00:00:11.000 --> 00:00:18.000]  主人,今天晚上是你同在的時候
[00:00:18.000 --> 00:00:20.000]  我們將我們自己放下
[00:00:20.000 --> 00:00:26.000]  將神的你的寶座,邀請你在我們當中
[00:00:26.000 --> 00:00:28.000]  聖靈你跟我們每一位講說話
[00:00:28.000 --> 00:00:33.000]  讓真實的你輪到讓我們都以真實的你面對
[00:00:33.000 --> 00:00:36.000]  主,帶領我們進入你的同在
[00:00:36.000 --> 00:00:38.000]  讓你的真理在我們生命裏面
[00:00:38.000 --> 00:00:41.000]  讓主你自己聖靈的愛在我們當中
[00:00:41.000 --> 00:00:44.000]  讓我們更加明白你的心意
[00:00:44.000 --> 00:00:46.000]  奉耶穌基督明,吩咐一切不屬於你
[00:00:46.000 --> 00:00:48.000]  也要離開你的地方
[00:00:48.000 --> 00:00:50.000]  主,這個地方是你助紂為王
[00:00:50.000 --> 00:00:53.000]  我們每一位都宣告你是我們的主
[00:00:53.000 --> 00:00:55.000]  多謝你聽我們的禱告
[00:00:55.000 --> 00:00:57.000]  奉耶穌基督得善的名
[00:00:57.000 --> 00:00:59.000]  阿們
[00:00:59.000 --> 00:01:01.000]  中國有三句成語很相似
[00:01:01.000 --> 00:01:03.000]  不知道大家有沒有聽過
[00:01:03.000 --> 00:01:06.000]  第一個叫做「未雨綢繆」
[00:01:06.000 --> 00:01:08.000]  「未雨綢繆」的意思是
[00:01:08.000 --> 00:01:12.000]  天未下雨之前,大風大雨來之前
[00:01:12.000 --> 00:01:15.000]  你快些去修補那些爛了的地方
[00:01:15.000 --> 00:01:18.000]  以免下雨的時候流水
[00:01:18.000 --> 00:01:21.000]  第二個成語叫「防微倒漸」
[00:01:21.000 --> 00:01:27.000]  那些壞事開始萌芽的時候
[00:01:27.000 --> 00:01:29.000]  你早早消滅它
[00:01:29.000 --> 00:01:32.000]  不讓它在那裏蔓延出來
[00:01:32.000 --> 00:01:34.000]  第三個叫「防患未言」
[00:01:34.000 --> 00:01:37.000]  即是壞事未發生之前
[00:01:37.000 --> 00:01:39.000]  就及早預防
[00:01:39.000 --> 00:01:41.000]  其實這三句成語有一個共通的地方
[00:01:41.000 --> 00:01:43.000]  就是預防
[00:01:43.000 --> 00:01:49.000]  預防是我們人生裏面一種人生觀
[00:01:49.000 --> 00:01:53.000]  預防也是一種很重要的智慧
[00:01:53.000 --> 00:01:54.000]  為甚麼呢?
[00:01:54.000 --> 00:01:57.000]  因為如果你預防的功夫做得好
[00:01:57.000 --> 00:02:00.000]  你就避免了事件發生之後
[00:02:00.000 --> 00:02:03.000]  你收拾殘局付出極大的代價
[00:02:03.000 --> 00:02:05.000]  所以預防是非常重要的
[00:02:05.000 --> 00:02:07.000]  所以你會見到
[00:02:07.000 --> 00:02:09.000]  經常有預防的東西出現
[00:02:09.000 --> 00:02:12.000]  例如流感就是打預防針
[00:02:12.000 --> 00:02:14.000]  COVID就是打預防針
[00:02:14.000 --> 00:02:17.000]  例如消防署不只是救火
[00:02:17.000 --> 00:02:19.000]  它有防火組
[00:02:19.000 --> 00:02:22.000]  是防止火災發生
[00:02:22.000 --> 00:02:24.000]  食物也有,防腐劑
[00:02:24.000 --> 00:02:27.000]  避免它發難
[00:02:27.000 --> 00:02:32.000]  其實我們的健康、財務
[00:02:32.000 --> 00:02:35.000]  都有一個預防的理念
[00:02:35.000 --> 00:02:37.000]  例如大家身體健康的時候
[00:02:37.000 --> 00:02:39.000]  就叫大家均衡飲食
[00:02:39.000 --> 00:02:40.000]  做多些運動
[00:02:40.000 --> 00:02:42.000]  好過到了某個時間
[00:02:42.000 --> 00:02:44.000]  你血壓高的時候
[00:02:44.000 --> 00:02:48.000]  你吃些低鹽、少油的東西
[00:02:48.000 --> 00:02:51.000]  之前防患好過你發生的時候
[00:02:51.000 --> 00:02:53.000]  有病、有痛的時候
[00:02:53.000 --> 00:02:55.000]  才叫你均衡飲食
[00:02:55.000 --> 00:02:59.000]  或者可能是平時沒事沒幹的時候
[00:02:59.000 --> 00:03:01.000]  叫大家均衡理財
[00:03:01.000 --> 00:03:03.000]  不要過度借貸
[00:03:03.000 --> 00:03:05.000]  好過你差人周身大的時候
[00:03:05.000 --> 00:03:07.000]  才叫你量入為出
[00:03:07.000 --> 00:03:10.000]  所以預防是很重要的
[00:03:10.000 --> 00:03:13.000]  我們的神都是重視預防的
[00:03:13.000 --> 00:03:15.000]  預防什麼?
[00:03:15.000 --> 00:03:19.000]  預防罪所帶來的破壞
[00:03:19.000 --> 00:03:22.000]  因為我們知道我們人天生是有罪的
[00:03:22.000 --> 00:03:24.000]  我們有罪性的
[00:03:24.000 --> 00:03:28.000]  如果我們不採取一些預防的措施
[00:03:28.000 --> 00:03:30.000]  人會越踩越深
[00:03:30.000 --> 00:03:31.000]  到那個時候
[00:03:31.000 --> 00:03:33.000]  當罪在發生的時候
[00:03:33.000 --> 00:03:35.000]  就會傷害你自己
[00:03:35.000 --> 00:03:37.000]  也會傷害其他人
[00:03:37.000 --> 00:03:41.000]  所以大家都會步向一個毀滅
[00:03:41.000 --> 00:03:43.000]  換句話說,我們今天這個世界
[00:03:43.000 --> 00:03:45.000]  我們今天這個世界
[00:03:45.000 --> 00:03:47.000]  正在承受著我們
[00:03:47.000 --> 00:03:52.000]  一個預防未不力帶來的一切的代價
[00:03:52.000 --> 00:03:55.000]  就是這個世界越來越壞壞
[00:03:55.000 --> 00:03:57.000]  根據統計
[00:03:57.000 --> 00:03:59.000]  有90%的少年人
[00:03:59.000 --> 00:04:01.000]  在17歲之前
[00:04:01.000 --> 00:04:03.000]  都有婚前性行為
[00:04:03.000 --> 00:04:05.000]  其中有70%
[00:04:05.000 --> 00:04:12.000]  有90%的少年人在17歲之前
[00:04:12.000 --> 00:04:14.000]  都有看過色情的網頁
[00:04:14.000 --> 00:04:18.000]  其中有70%是一定會仿效
[00:04:18.000 --> 00:04:22.000]  在美國每24小時
[00:04:22.000 --> 00:04:24.000]  就有4000個少年人
[00:04:24.000 --> 00:04:27.000]  因為性行為患有性病
[00:04:27.000 --> 00:04:30.000]  有2000人因為這樣而懷孕
[00:04:30.000 --> 00:04:33.000]  有1200人因為這樣而墮胎
[00:04:33.000 --> 00:04:37.000]  想像這些墮胎流人血
[00:04:37.000 --> 00:04:39.000]  對這些少年長大
[00:04:39.000 --> 00:04:41.000]  結婚有組織家庭的時候
[00:04:41.000 --> 00:04:44.000]  在他們的人生裏面有多少陰影
[00:04:44.000 --> 00:04:45.000]  有多少影響
